# China PMC10167013 Fig.3 'All TB patients' KM; digitized from figure pixels.
# retention S(t) read off; stored as F(t)=1-S(t). x calibrated to ticks 0,3,6,9,12.
time_months,cum_ltfu_incidence
0.0,0.0233
0.5,0.0246
1.0,0.0419
1.5,0.0419
2.0,0.0617
2.5,0.0617
3.0,0.0791
3.5,0.0791
4.0,0.0939
4.5,0.0939
5.0,0.1051
5.5,0.1100
6.0,0.1150
6.5,0.1187
7.0,0.1187
7.5,0.1199
8.0,0.1199
8.5,0.1224
9.0,0.1224
9.5,0.1224
10.0,0.1224
10.5,0.1224
11.0,0.1224
11.5,0.1224
12.0,0.1224
