species,individual_id,n_records_qc,lat_range_deg,lon_range_deg,approx_range_km,max_dist_palmyra_km,median_dist_palmyra_km,radius_of_gyration_km
blue marlin,MAKNIG_2022_01-PTT_233567,345,6.800000000000001,22.125,2555.7118131604143,2465.128352427839,1054.12828779999,766.8397131722687
bottlenose dolphin,TURTRU_2022_01-PTT_232336,155,0.20599999999999952,0.30299999999999727,40.59359178942583,19.341697588769225,7.944288087054944,8.656471419072226
bottlenose dolphin,TURTRU_2022_02-PTT_197369,153,0.15399999999999991,0.3790000000000191,45.28369326526317,32.95562711959617,7.35620655633718,7.7371523647209965
bottlenose dolphin,TURTRU_2022_03-PTT_232340,416,0.26500000000000057,0.36299999999999955,49.80234570917372,24.709252484603763,7.6420775912631,7.453476801599861
bottlenose dolphin,TURTRU_2022_04-PTT_208876,258,0.1459999999999999,0.2709999999999866,34.08997170370974,16.657789209001205,6.664984285779509,7.450903650275516
bottlenose dolphin,TURTRU_2022_05-PTT_208879,142,0.13600000000000012,0.2179999999999893,28.463021898824294,13.791523877972795,7.248268907861432,7.338021544003884
great frigatebird,GRFR_2022_01-eobs_9829,83228,3.9104178999999997,3.5002925999999945,582.1831480302519,237.3646056263954,29.149485582201336,58.474533736869326
great frigatebird,GRFR_2022_02-eobs_9830,3883,1.4377352000000005,1.7347651000000042,249.6339876279322,188.5664711217156,0.7880338841477861,51.2469195952485
great frigatebird,GRFR_2022_04-eobs_9833,14225,2.4116714000000004,2.1914106999999774,361.5285032756354,214.51519579169508,0.7603203831323635,49.636149026396104
great frigatebird,GRFR_2022_05-eobs_9834,10604,2.0608805000000006,1.7434863000000007,299.6024943560212,167.7951376874425,0.8792790592091743,42.820530306932135
great frigatebird,GRFR_2022_06-eobs_9835,4090,2.8672847,2.8407116999999857,447.9828612675652,305.12000323802005,8.326407437907418,99.09199510548635
great frigatebird,GRFR_2022_07-eobs_9842,1020,1.8590289999999996,1.2097770000000025,246.33836460507368,194.14364440099578,0.7792340959306272,51.78889966526283
great frigatebird,GRFR_2022_08-eobs_9843,15602,3.4237173000000003,5.426907599999993,711.5714395346666,384.2692281148711,23.56263741896023,116.40207280906886
grey reef shark,CARAMB_2022_01-PTT_233554,1293,4.075,3.5,595.9657173621563,236.53228103182101,98.9902853305892,118.26199505119521
grey reef shark,CARAMB_2022_02-PTT_233546,855,2.0,0.9749999999999943,247.19612875066358,164.31759274957273,62.39678648808763,56.67173442072306
grey reef shark,CARAMB_2022_05-PTT_233547,859,0.875,0.5,111.93623733603728,99.48870346542184,53.04109213874095,31.77638891600394
grey reef shark,CARAMB_2022_06-PTT_233550,669,3.4750000000000005,14.5,1648.8495240743648,1523.0426629159251,89.57586399328515,453.3907632085687
grey reef shark,CARAMB_2022_07-PTT_233548,694,1.0250000000000004,0.9499999999999886,155.08496099019243,115.44667302165898,68.65453026081101,43.66612174596824
grey reef shark,CARAMB_2022_08-PTT_233553,928,3.3000000000000007,2.5500000000000114,462.83589017551395,242.5362149694351,75.05381682527678,79.25014370825004
melon-headed whale,PEPELE_2022_01-PTT_232337,2,0.0,0.0,0.0,18.15250706930512,18.15250706930512,0.0
melon-headed whale,PEPELE_2022_02-PTT_197370,96,0.37399999999999967,0.39400000000000546,60.2334528398927,31.700180001702215,6.519337238747957,10.41098261189376
melon-headed whale,PEPELE_2022_03-PTT_141732,6,0.034000000000000696,0.19700000000000273,22.11560348023378,36.03857437648418,28.54227085867179,8.052786607972783
melon-headed whale,PEPELE_2022_04-PTT_232338,131,0.29100000000000037,0.5440000000000111,68.32267718765033,41.479175131216515,7.626523958210298,11.54004440113829
melon-headed whale,PEPELE_2022_05-PTT_232339,285,0.31099999999999994,0.4210000000000207,57.997416156360636,28.981265440852336,6.534775795147622,9.871035909548032
melon-headed whale,PEPELE_2022_06-PTT_169420,223,0.867,0.8310000000000173,133.16982401373667,102.29756408192141,65.97469812834969,31.549908466266334
melon-headed whale,PEPELE_2022_07-PTT_208877,215,0.4370000000000003,0.943000000000012,115.07205816273539,55.61864829566576,8.435173838000665,15.977964794674008
melon-headed whale,PEPELE_2022_08-PTT_208878,215,0.4370000000000003,0.943000000000012,115.07205816273539,55.61864829566576,8.435173838000665,15.977964794674008
red-footed booby,RFBO_2022_01-igotu_04,1587,0.2706330000000001,0.458266999999978,58.958552378302926,56.47330826526568,1.4712360336534935,18.611299884976457
red-footed booby,RFBO_2022_02-igotu_22,869,0.11980400000000024,0.17472799999998756,23.474542396351005,23.063132004543846,1.4661167531484554,4.783012981719394
red-footed booby,RFBO_2022_03-igotu_16,2771,0.25739,0.4893639999999948,61.23954053490713,55.44942294937046,1.487331347007635,18.567623856231634
red-footed booby,RFBO_2022_04-igotu_06,1689,0.22727699999999995,0.32412800000000175,43.8692423784839,40.39750734622513,1.5107666013223728,6.865004259973249
red-footed booby,RFBO_2022_05-igotu_23,2629,31.385693000000003,40.559517,5393.172020276823,5329.682000334925,1.5376466833100004,804.2447915489945
red-footed booby,RFBO_2022_06-igotu_25,2175,0.4878819999999999,0.39347799999998756,69.56197794539803,65.96833043785384,0.9090893670142418,21.224892926549103
red-footed booby,RFBO_2022_07-igotu_11,1500,0.18949399999999983,0.5090329999999881,60.12361649279244,56.26547231611769,0.8981061536310836,19.88071706818778
red-footed booby,RFBO_2022_09-igotu_20,1526,0.12130500000000044,0.4755710000000022,54.30435576018701,51.712184734619896,1.0488414425518635,16.434306488572993
red-footed booby,RFBO_2022_10-igotu_07,2616,0.169041,0.4905390000000125,57.428817851466846,55.859052953241005,2.7836238155625725,15.483764305989352
red-footed booby,RFBO_2022_11-igotu_30,1448,0.9460170000000003,0.4445039999999949,116.13178483422969,109.02577264049876,1.010676064577676,35.487498530334804
red-footed booby,RFBO_2022_12-igotu_28,1425,0.8002249999999993,0.4124909999999886,100.0106860568347,89.24995534567708,1.2929110051011088,27.79664321536292
red-footed booby,RFBO_2022_13-igotu_16,1382,0.30364199999999997,0.1428070000000048,37.27748209237022,35.0780561361579,1.081803355613527,7.179889980885369
red-footed booby,RFBO_2022_14-igotu_02,2535,0.38784699999999983,0.40759300000001986,62.3978408076592,52.44444162718266,1.4999108707906386,14.754552270214033
red-footed booby,RFBO_2022_15-igotu_08,590,0.363016,0.2906949999999995,51.61306532031737,51.14869549147607,1.491649966051888,20.422088206042925
red-footed booby,RFBO_2022_16-igotu_10,2372,0.43328200000000017,0.41192600000002244,66.32300135520299,60.162728619809315,1.498136646184143,14.77652075227543
red-footed booby,RFBO_2022_18-igotu_17,1246,0.6780759999999999,0.31721500000000447,83.1714100531781,74.86756873533578,1.4890481721979834,25.029217364926716
red-footed booby,RFBO_2022_200730821-pinpoint_4348,1204,0.18383000000000038,0.5838300000000061,67.74441693238404,65.72884660720592,1.600378053915402,25.082105588207728
red-footed booby,RFBO_2022_200730822-pinpoint_4349,1211,1.48616,0.27746000000001914,168.0711273176876,166.2246160332778,1.5920337810346479,60.036698605620366
red-footed booby,RFBO_2022_200730823-pinpoint_4350,690,0.6545499999999995,0.38686000000001286,84.44152367380471,77.4144033034063,1.6368851526802182,24.38651419276259
red-footed booby,RFBO_2022_200730824-pinpoint_4351,1012,0.3314199999999996,0.845169999999996,100.5075257947217,96.5324373929406,1.639712278318696,25.93901336949924
red-footed booby,RFBO_2022_21-igotu_15,1236,0.31179000000000023,0.4169770000000028,57.70935687428206,57.49550470679983,1.5122615757132989,21.1234065606063
red-footed booby,RFBO_2022_22-eobs_9827,6867,0.7739773999999997,0.6403899000000024,111.45921929074849,79.8174110625946,1.5063153874370812,20.630599685726928
red-footed booby,RFBO_2022_23-eobs_9828,31733,1.6919005999999994,1.530815600000011,253.14258700620908,123.18775685017549,1.4935167374512581,22.265591738972752
red-footed booby,RFBO_2022_25-eobs_9836,371,0.008525899999999531,0.019707400000015696,2.377080124374973,3.1742478154105154,1.4978949462115259,0.23677314335326913
red-footed booby,RFBO_2022_26-eobs_9837,16054,1.9046442000000008,1.2151761000000079,250.85888096670476,147.81612473233167,1.515023917846499,29.304850630336812
red-footed booby,RFBO_2022_27-eobs_9838,156,0.002104099999999498,0.009437700000006544,1.0698125352017671,1.529827014146947,1.493987915504406,0.14741881241433477
red-footed booby,RFBO_2022_30-eobs_9839,10091,2.6719189000000005,0.66819559999999,306.1584237061452,155.50918612093753,1.4979167318503894,29.28769534883139
red-footed booby,RFBO_2022_31-eobs_9840,2967,0.44479489999999977,0.4128450999999984,67.31877979348873,48.75917001312417,1.5129553126569004,11.23790788700484
red-footed booby,RFBO_2022_32-eobs_9841,37596,1.6738437,1.2451025999999956,231.54942853588042,120.33166051276393,1.4810275611643702,23.632553204489067
red-footed booby,RFBO_2022_53101-axytrek_05,5930,0.21843000000000057,0.4961399999999969,60.02019734469255,54.36385920751169,1.6441575453820818,19.76206097388787
red-footed booby,RFBO_2022_53102-axytrek_06,6018,0.26022000000000034,0.46469999999999345,58.992340843373725,53.11254046011854,1.6413521472136707,15.847144022279878
reef manta ray,MOBALF_2022_01-PTT_233555,448,6.025,16.849999999999994,1967.6300698136681,1761.936893857944,656.0521461728738,602.72327805324
reef manta ray,MOBALF_2022_05-PTT_233557,26,0.5750000000000002,0.6750000000000114,98.27544707038382,88.809590847585,54.292566192133165,29.833711845680973
reef manta ray,MOBALF_2022_06-PTT_233563,701,4.375,2.4250000000000114,554.8911406983553,491.44313617822746,275.2825402844547,120.86361157458431
reef manta ray,MOBALF_2022_08-PTT_233559,619,4.25,3.049999999999983,580.788314856541,424.2953901022317,198.75879664498342,125.86600398460332
sooty tern,SOTE_2022_01-pinpoint_4348,1492,1.3287499999999994,1.0458399999999983,187.55769800960982,148.70981131551687,1.8943492517615552,56.51885922135697
sooty tern,SOTE_2022_04-pinpoint_4351,2360,0.03573000000000004,0.02782999999999447,5.025907316782552,6.198785159718594,1.9174365001683886,0.3545037414124902
sooty tern,SOTE_2022_05-pinpoint_4352,2236,3.44346,1.8104099999999903,431.86797577320004,347.257150715793,70.72227580740886,137.27784184742393
sooty tern,SOTE_2022_06-pinpoint_4348,1999,2.803650000000001,1.766600000000011,367.6532755419176,345.71280173064287,247.0033423923794,144.09423777034178
sooty tern,SOTE_2022_07-pinpoint_2430,58,6.1846266000000005,1.4984435999999732,707.2497278339426,530.6861936877043,1.9225828875838769,193.94814823331347
sooty tern,SOTE_2022_08-pinpoint_2431,35,1.7125887999999998,3.6204376999999965,443.85728983470614,438.8309889938038,1.9290382659086394,158.6979082598532
sooty tern,SOTE_2022_09-pinpoint_2432,32,2.2322693000000005,1.312439000000012,287.3843244740721,286.21544732406676,1.9248651080962662,68.66200585250084
sooty tern,SOTE_2022_10-pinpoint_2433,51,3.5722236,1.4411010999999974,427.7732210730569,420.09384044060056,1.9248651080962662,155.11141092293855
sooty tern,SOTE_2022_11-pinpoint_2434,8,3.2644091,0.6283569,369.5346031845289,370.9049883362569,200.68797693990706,165.51514446490822
sooty tern,SOTE_2022_12-pinpoint_2435,10,0.9954305000000003,0.44322200000002,121.03884848416973,119.89864514814442,1.926615651110255,53.12267948512425
sooty tern,SOTE_2022_13-pinpoint_2436,35,2.1816064999999996,1.3327331000000129,283.9600704473926,237.1122746997674,1.924959523724966,79.23271564445177
sooty tern,SOTE_2022_14-pinpoint_2437,18,1.4272513,1.4134825999999805,222.62492574180374,223.9208833378722,1.926883617642694,88.65353117177628
yellowfin tuna,THUALB_2022_01-PTT_233570,167,2.8499999999999996,1.8499999999999943,377.46128443646154,343.2562899953323,280.11772404506183,112.68302687357891
yellowfin tuna,THUALB_2022_02-PTT_233565,124,2.325,4.575000000000017,567.8372262221309,429.56992946902795,93.75397954146968,155.07902806089214
yellowfin tuna,THUALB_2022_03-PTT_233566,102,1.5750000000000002,1.1999999999999886,219.629064718004,174.73169973952886,78.57562548569895,56.81185749124027
yellowfin tuna,THUALB_2022_04-PTT_233568,836,13.55,6.75,1676.9900712730478,1256.6971741662635,487.6689466745589,539.0228320671563
yellowfin tuna,THUALB_2022_05-PTT_233573,74,1.7249999999999996,2.1500000000000057,305.78602514037453,193.04338913953092,92.88909837883583,74.04127586819077
yellowfin tuna,THUALB_2022_06-PTT_233564,234,4.699999999999999,2.9000000000000057,612.3097390531823,547.1169948255144,416.93524978483197,160.10573286289667
yellowfin tuna,THUALB_2022_08-PTT_233571,82,1.0499999999999998,1.4250000000000114,196.02637116375658,190.07042830875153,100.2159613715001,50.55509846646465
yellowfin tuna,THUALB_2022_10-PTT_209099,330,2.45,2.0999999999999943,358.02005992622185,187.82523005001414,97.75117336745453,80.07547520892366
yellowfin tuna,THUALB_2022_14-PTT_209100,81,2.2749999999999995,4.525000000000006,560.0589532076508,468.9891962844815,170.8278105307729,172.9493553389908
