species,individual_id,date,displacement_km,dt_hours,current_disp_km,alignment,residual_fraction
blue marlin,MAKNIG_2022_01-PTT_233567,2022-05-30 00:00:00+00:00,8.293945639739889,15.729166666666666,6.252451372186952,0.8920601165825792,0.47258648960295097
blue marlin,MAKNIG_2022_01-PTT_233567,2022-05-31 00:00:00+00:00,2.7646485484980126,15.604166666666666,8.821027726373499,0.9565194965631084,2.252949576260971
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-01 00:00:00+00:00,5.529297095558274,15.75,13.920145622115454,-0.960875723796294,3.48927735820716
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-02 00:00:00+00:00,6.209198480151638,17.0,12.32690454691688,0.8935777760865181,1.1802999636766218
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-03 00:00:00+00:00,23.640543490731083,15.625,21.079997266736658,0.8783554596026131,0.47819275066241274
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-04 00:00:00+00:00,39.60614897565841,15.708333333333334,24.97984283611338,0.8975653014328095,0.5153704227914718
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-05 00:00:00+00:00,28.891716584546696,15.770833333333334,28.485893152067835,0.9790593968216593,0.20368989601685056
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-06 00:00:00+00:00,28.89627988198231,17.0,23.182626240665662,0.9268336623152577,0.3956131037245192
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-07 00:00:00+00:00,26.264464164588567,15.8125,28.667703546153206,0.37763147942450326,1.169147853022242
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-08 00:00:00+00:00,31.563958807918933,17.00027777777778,27.022980504459717,0.9868896645711286,0.20774580941461565
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-09 00:00:00+00:00,37.16964696120077,15.854444444444445,28.904391493763235,0.9402705713915304,0.3773056716488044
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-10 00:00:00+00:00,42.31355803683934,15.77111111111111,28.372017599046252,0.8552427653518712,0.5501800758113646
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-11 00:00:00+00:00,30.03772136684885,16.00027777777778,37.78160021771473,0.7360538990816944,0.8546196965111178
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-12 00:00:00+00:00,53.67007424372071,17.00027777777778,11.909082445453183,0.5817443652313968,0.8894233381437648
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-13 00:00:00+00:00,41.669754510710476,16.00027777777778,5.356920871379107,0.9041333684556463,0.8854798497771781
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-14 00:00:00+00:00,19.6225423520347,16.00027777777778,4.972738066000762,-0.29626371824558567,1.101984316311974
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-15 00:00:00+00:00,22.37121874647618,15.791944444444445,12.247634592558997,0.5633238833403145,0.8263886381356457
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-16 00:00:00+00:00,19.62051186043127,15.70861111111111,15.514735673228198,0.9497391190010186,0.35112379223863427
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-17 00:00:00+00:00,14.945335346464613,15.729444444444445,14.050946340938756,0.9506612828277962,0.31040969352615666
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-18 00:00:00+00:00,13.872714092863918,15.70888888888889,11.813718214263957,0.9999995416968764,0.14845162388423278
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-19 00:00:00+00:00,19.62051186043127,15.792222222222222,26.689473399942234,0.814991766558549,0.795652427285653
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-20 00:00:00+00:00,19.621534427062798,15.625555555555556,28.385385701686875,0.902765904914187,0.6933687964174462
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-21 00:00:00+00:00,19.424382181926077,15.625555555555556,29.28896658144124,0.8621513746408678,0.8206885630557451
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-22 00:00:00+00:00,32.48248519069706,15.542222222222222,19.47701416220881,0.9714975235990012,0.44102610801376574
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-23 00:00:00+00:00,33.883646076073504,16.000555555555554,17.11460500193671,0.9616723404816133,0.5325970159393987
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-24 00:00:00+00:00,35.56468948188864,15.33388888888889,20.70066020455191,0.441881511358223,0.9079555547592294
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-25 00:00:00+00:00,38.703410117321255,15.375555555555556,26.506562684152176,0.7149023947109451,0.6998702476920607
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-26 00:00:00+00:00,31.68701194740354,15.313055555555556,27.964142723459947,0.7283141413680758,0.7023701539241579
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-27 00:00:00+00:00,28.344284638100447,15.250555555555556,28.462722344203506,0.7143823854609062,0.7573734872270615
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-28 00:00:00+00:00,43.1394403631911,17.000833333333333,23.779662273859245,0.26972464584855405,1.0032347463743914
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-29 00:00:00+00:00,43.258531178480325,16.000833333333333,30.237531547684934,0.5752888040642433,0.8272505863877051
blue marlin,MAKNIG_2022_01-PTT_233567,2022-06-30 00:00:00+00:00,44.64005685234009,15.146666666666667,39.87169166075422,0.7911292179108349,0.6201029853098288
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-01 00:00:00+00:00,38.46879991592135,15.1675,48.95672824659068,0.8863195340000345,0.6030543750706768
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-02 00:00:00+00:00,29.739585955903255,16.000833333333333,49.26712122697491,0.7510165121869905,1.1207189372392734
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-03 00:00:00+00:00,34.60988225788894,15.209166666666667,49.778491736096875,0.5652173868640002,1.201128941270669
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-04 00:00:00+00:00,35.86718779991486,15.209166666666667,7.6886392147889415,-0.7251623079896865,1.1648389093623108
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-05 00:00:00+00:00,29.701538486664525,15.23,14.325821983931426,-0.6632926009332254,1.3683780277841797
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-06 00:00:00+00:00,24.937624692420947,15.250833333333333,17.937236950201104,-0.7370061401912311,1.6054588076671215
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-07 00:00:00+00:00,19.986524103498578,15.23,16.34764100837464,-0.9692013078968158,1.80397791971184
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-08 00:00:00+00:00,23.829834061773322,15.209444444444445,11.157511044429658,-0.9140577422170744,1.4405406819987854
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-09 00:00:00+00:00,23.73928988567048,15.355277777777777,17.926375421992574,0.9991426038058036,0.2474989560646187
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-10 00:00:00+00:00,25.353072681660596,15.271944444444445,11.648349233296043,0.463059712685719,0.8863345385450233
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-11 00:00:00+00:00,6.201917644736134,15.438611111111111,15.167496880354184,0.07476875626024693,2.571926104207076
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-12 00:00:00+00:00,53.00415714801221,16.00111111111111,12.37612388450459,-0.999664810517584,1.2334311431012472
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-13 00:00:00+00:00,39.19504173608345,15.292777777777777,24.868404307603473,-0.7738396496866482,1.5441843324313564
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-14 00:00:00+00:00,35.29190403872435,15.230277777777777,9.416310495171773,-0.6399912225505328,1.1885703521944877
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-15 00:00:00+00:00,27.03859432498122,15.126111111111111,19.80196181509471,-0.6240014895083769,1.565334884948193
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-16 00:00:00+00:00,27.02651437099805,14.938611111111111,19.421770426952286,-0.773655725165291,1.621203623291114
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-17 00:00:00+00:00,16.419508538504672,14.938611111111111,23.7486413846056,-0.9719270431597082,2.429582139121972
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-18 00:00:00+00:00,19.156093233871488,14.959722222222222,31.593578004429258,-0.9470860817285435,2.6159987182226776
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-19 00:00:00+00:00,16.41822758206704,15.001388888888888,23.32737082505623,-0.9531232073576988,2.393132260960602
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-20 00:00:00+00:00,19.35600702577723,14.897222222222222,21.394122862099046,-0.998460575428743,2.1044137081071774
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-21 00:00:00+00:00,22.59255312312801,14.876388888888888,18.48606041091106,-0.9108718599899555,1.7776169512657203
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-22 00:00:00+00:00,22.599085967976983,14.834722222222222,20.6193329986624,-0.8818489677201787,1.8551067431274204
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-23 00:00:00+00:00,30.634337203027275,16.00138888888889,21.664144583489154,-0.8522591988600928,1.6447972731555578
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-24 00:00:00+00:00,27.951640687278214,14.730555555555556,22.364856004556188,-0.8097448693938897,1.7134209287097515
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-25 00:00:00+00:00,30.64995070284032,16.00138888888889,26.402911000432937,-0.9606681554704275,1.8430921782366714
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-26 00:00:00+00:00,29.579091501622894,14.605555555555556,23.367981223617242,-0.8467790616175589,1.7210225436006465
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-27 00:00:00+00:00,47.92769301391634,14.793333333333333,20.384505345170542,-0.9819105361548068,1.419890968406072
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-28 00:00:00+00:00,40.85087481403564,16.001666666666665,22.48040032670646,-0.9277202782301168,1.5243908804111654
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-29 00:00:00+00:00,44.698479258969016,16.001666666666665,18.508979021523626,-0.9945147176965101,1.4124513346420944
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-30 00:00:00+00:00,35.790428052450885,14.439166666666667,15.268348788695723,-0.9973396499652792,1.4257866625291378
blue marlin,MAKNIG_2022_01-PTT_233567,2022-07-31 00:00:00+00:00,30.193777578022935,14.335,14.681211345522854,-0.8988123588333273,1.4527374935311232
blue marlin,MAKNIG_2022_01-PTT_233567,2022-08-01 00:00:00+00:00,21.960643828127633,14.605833333333333,13.957011142667398,-0.9109461667715016,1.6005404624626176
