event_id,station_lat,lon,start_date,end_date,peak_date,intensity,duration_d,event_type,environmental_source,in_season
uwi33_119,33,-119.5,2016-09-22 00:00:00+00:00,2016-09-23 00:00:00+00:00,2016-09-23 00:00:00+00:00,79.8045001321427,1,upwelling_pulse,Bakun UWI 33N,True
uwi33_120,33,-119.5,2016-11-16 00:00:00+00:00,2016-11-17 00:00:00+00:00,2016-11-17 00:00:00+00:00,68.60732073214271,1,upwelling_pulse,Bakun UWI 33N,False
uwi33_121,33,-119.5,2017-01-21 00:00:00+00:00,2017-01-21 00:00:00+00:00,2017-01-21 00:00:00+00:00,49.320146903571285,0,upwelling_pulse,Bakun UWI 33N,False
uwi33_122,33,-119.5,2017-03-23 00:00:00+00:00,2017-03-28 00:00:00+00:00,2017-03-28 00:00:00+00:00,160.32724632142842,5,upwelling_pulse,Bakun UWI 33N,False
uwi33_123,33,-119.5,2017-05-05 00:00:00+00:00,2017-05-07 00:00:00+00:00,2017-05-07 00:00:00+00:00,175.07544296428554,2,upwelling_pulse,Bakun UWI 33N,True
uwi33_124,33,-119.5,2018-02-19 00:00:00+00:00,2018-02-20 00:00:00+00:00,2018-02-20 00:00:00+00:00,66.69694090499985,1,upwelling_pulse,Bakun UWI 33N,False
uwi33_125,33,-119.5,2018-12-25 00:00:00+00:00,2018-12-27 00:00:00+00:00,2018-12-27 00:00:00+00:00,92.25546542857127,2,upwelling_pulse,Bakun UWI 33N,False
uwi33_126,33,-119.5,2019-01-21 00:00:00+00:00,2019-01-22 00:00:00+00:00,2019-01-22 00:00:00+00:00,44.989180651428406,1,upwelling_pulse,Bakun UWI 33N,False
uwi33_127,33,-119.5,2019-06-12 00:00:00+00:00,2019-08-24 00:00:00+00:00,2019-07-07 00:00:00+00:00,233.37783357142843,73,upwelling_pulse,Bakun UWI 33N,True
uwi33_128,33,-119.5,2019-11-20 00:00:00+00:00,2019-11-20 00:00:00+00:00,2019-11-20 00:00:00+00:00,60.533171589285544,0,upwelling_pulse,Bakun UWI 33N,False
uwi33_129,33,-119.5,2020-03-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,47.71217625928555,0,upwelling_pulse,Bakun UWI 33N,False
uwi33_130,33,-119.5,2020-04-12 00:00:00+00:00,2020-04-14 00:00:00+00:00,2020-04-14 00:00:00+00:00,73.97711776785697,2,upwelling_pulse,Bakun UWI 33N,True
