event_id,station_lat,start_date,in_season,n_animals,n_species,animal_days,days_with_prey,days_with_env,with_predator,with_prey,with_both
uwi45_000,45,1967-02-18,False,0,0,0,0,0,False,False,False
uwi45_001,45,1968-02-05,False,0,0,0,0,0,False,False,False
uwi45_002,45,1968-03-17,False,0,0,0,0,0,False,False,False
uwi45_003,45,1968-09-18,True,0,0,0,0,0,False,False,False
uwi45_004,45,1968-10-18,True,0,0,0,0,0,False,False,False
uwi45_005,45,1968-12-19,False,0,0,0,0,0,False,False,False
uwi45_006,45,1968-12-26,False,0,0,0,0,0,False,False,False
uwi45_007,45,1969-12-26,False,0,0,0,0,0,False,False,False
uwi45_008,45,1970-01-10,False,0,0,0,0,0,False,False,False
uwi45_009,45,1970-03-17,False,0,0,0,0,0,False,False,False
uwi45_010,45,1971-02-19,False,0,0,0,0,0,False,False,False
uwi45_011,45,1971-11-14,False,0,0,0,0,0,False,False,False
uwi45_012,45,1971-12-06,False,0,0,0,0,0,False,False,False
uwi45_013,45,1974-12-22,False,0,0,0,0,0,False,False,False
uwi45_014,45,1975-01-26,False,0,0,0,0,0,False,False,False
uwi45_015,45,1975-02-20,False,0,0,0,0,0,False,False,False
uwi45_016,45,1975-03-25,False,0,0,0,0,0,False,False,False
uwi45_017,45,1975-11-10,False,0,0,0,0,0,False,False,False
uwi45_018,45,1975-12-30,False,0,0,0,0,0,False,False,False
uwi45_019,45,1976-05-13,True,0,0,0,0,0,False,False,False
uwi45_020,45,1977-03-16,False,0,0,0,0,0,False,False,False
uwi45_021,45,1978-04-07,True,0,0,0,0,0,False,False,False
uwi45_022,45,1979-05-09,True,0,0,0,0,0,False,False,False
uwi45_023,45,1980-01-17,False,0,0,0,0,0,False,False,False
uwi45_024,45,1980-03-18,False,0,0,0,0,0,False,False,False
uwi45_025,45,1981-11-27,False,0,0,0,0,0,False,False,False
uwi45_026,45,1981-12-21,False,0,0,0,0,0,False,False,False
uwi45_027,45,1982-01-21,False,0,0,0,0,0,False,False,False
uwi45_028,45,1982-09-27,True,0,0,0,0,0,False,False,False
uwi45_029,45,1984-02-25,False,0,0,0,0,0,False,False,False
uwi45_030,45,1984-06-07,True,0,0,0,0,0,False,False,False
uwi45_031,45,1984-12-12,False,0,0,0,0,0,False,False,False
uwi45_032,45,1985-05-25,True,0,0,0,0,0,False,False,False
uwi45_033,45,1986-03-16,False,0,0,0,0,0,False,False,False
uwi45_034,45,1988-09-30,True,0,0,0,0,0,False,False,False
uwi45_035,45,1988-11-17,False,0,0,0,0,0,False,False,False
uwi45_036,45,1989-01-05,False,0,0,0,0,0,False,False,False
uwi45_037,45,1990-01-02,False,0,0,0,0,0,False,False,False
uwi45_038,45,1990-01-14,False,0,0,0,0,0,False,False,False
uwi45_039,45,1990-02-12,False,0,0,0,0,0,False,False,False
uwi45_040,45,1990-02-25,False,0,0,0,0,0,False,False,False
uwi45_041,45,1992-01-05,False,0,0,0,0,0,False,False,False
uwi45_042,45,1992-11-22,False,0,0,0,0,0,False,False,False
uwi45_043,45,1993-01-22,False,0,0,0,0,0,False,False,False
uwi45_044,45,1993-02-23,False,0,0,0,0,0,False,False,False
uwi45_045,45,1994-03-05,False,0,0,0,0,0,False,False,False
uwi45_046,45,1994-04-26,True,0,0,0,0,0,False,False,False
uwi45_047,45,1995-05-13,True,0,0,0,0,0,False,False,False
uwi45_048,45,1996-02-09,False,0,0,0,0,0,False,False,False
uwi45_049,45,1996-03-12,False,0,0,0,0,0,False,False,False
uwi45_050,45,1996-03-23,False,0,0,0,0,0,False,False,False
uwi45_051,45,1996-07-21,True,0,0,0,0,0,False,False,False
uwi45_052,45,1996-09-19,True,0,0,0,0,0,False,False,False
uwi45_053,45,1996-10-25,True,0,0,0,0,0,False,False,False
uwi45_054,45,1997-04-01,True,0,0,0,0,0,False,False,False
uwi45_055,45,1997-10-06,True,0,0,0,0,0,False,False,False
uwi45_056,45,1999-03-31,False,0,0,0,0,0,False,False,False
uwi45_057,45,1999-11-01,False,0,0,0,0,0,False,False,False
uwi45_058,45,2000-03-04,False,0,0,0,0,0,False,False,False
uwi45_059,45,2000-05-29,True,0,0,0,0,0,False,False,False
uwi45_060,45,2001-04-21,True,0,0,0,0,0,False,False,False
uwi45_061,45,2001-08-07,True,0,0,0,0,0,False,False,False
uwi45_062,45,2001-09-30,True,0,0,0,0,0,False,False,False
uwi45_063,45,2001-12-03,False,0,0,0,0,0,False,False,False
uwi45_064,45,2002-02-11,False,0,0,0,0,0,False,False,False
uwi45_065,45,2002-12-21,False,0,0,0,0,0,False,False,False
uwi45_066,45,2003-04-28,True,0,0,0,0,0,False,False,False
uwi45_067,45,2004-01-24,False,0,0,0,0,0,False,False,False
uwi45_068,45,2004-05-10,True,0,0,0,0,0,False,False,False
uwi45_069,45,2004-06-02,True,0,0,0,0,0,False,False,False
uwi45_070,45,2004-07-21,True,1,1,1,1,1,True,True,True
uwi45_071,45,2004-08-08,True,0,0,0,0,0,False,False,False
uwi45_072,45,2005-01-03,False,1,1,2,0,2,True,False,False
uwi45_073,45,2005-03-11,False,1,1,1,1,1,True,True,True
uwi45_074,45,2005-03-22,False,0,0,0,0,0,False,False,False
uwi45_075,45,2005-07-13,True,5,2,44,44,44,True,True,True
uwi45_076,45,2006-02-13,False,2,1,4,3,4,True,True,True
uwi45_077,45,2006-03-18,False,3,2,21,18,21,True,True,True
uwi45_078,45,2006-12-27,False,0,0,0,0,0,False,False,False
uwi45_079,45,2007-09-05,True,2,1,31,31,31,True,True,True
uwi45_080,45,2007-12-07,False,2,1,9,0,9,True,False,False
uwi45_081,45,2008-01-15,False,1,1,6,0,6,True,False,False
uwi45_082,45,2008-02-13,False,1,1,1,0,1,True,False,False
uwi45_083,45,2008-06-22,True,4,2,40,27,40,True,True,True
uwi45_084,45,2008-11-04,False,6,2,48,34,48,True,True,True
uwi45_085,45,2008-11-26,False,4,2,42,0,41,True,False,False
uwi45_086,45,2009-02-06,False,1,1,4,4,4,True,True,True
uwi45_087,45,2009-05-08,True,0,0,0,0,0,False,False,False
uwi45_088,45,2009-11-27,False,1,1,5,0,5,True,False,False
uwi45_089,45,2010-03-18,False,0,0,0,0,0,False,False,False
uwi45_090,45,2010-04-08,True,0,0,0,0,0,False,False,False
uwi45_091,45,2010-04-20,True,0,0,0,0,0,False,False,False
uwi45_092,45,2010-12-29,False,0,0,0,0,0,False,False,False
uwi45_093,45,2011-02-19,False,0,0,0,0,0,False,False,False
uwi45_094,45,2011-03-20,False,0,0,0,0,0,False,False,False
uwi45_095,45,2011-04-02,True,0,0,0,0,0,False,False,False
uwi45_096,45,2011-06-04,True,0,0,0,0,0,False,False,False
uwi45_097,45,2012-01-10,False,0,0,0,0,0,False,False,False
uwi45_098,45,2012-05-25,True,0,0,0,0,0,False,False,False
uwi45_099,45,2012-08-09,True,0,0,0,0,0,False,False,False
uwi45_100,45,2013-11-20,False,0,0,0,0,0,False,False,False
uwi45_101,45,2014-03-17,False,0,0,0,0,0,False,False,False
uwi45_102,45,2014-05-20,True,0,0,0,0,0,False,False,False
uwi45_103,45,2014-06-30,True,0,0,0,0,0,False,False,False
uwi45_104,45,2015-11-15,False,0,0,0,0,0,False,False,False
uwi45_105,45,2017-02-18,False,0,0,0,0,0,False,False,False
uwi45_106,45,2019-05-22,True,0,0,0,0,0,False,False,False
uwi45_107,45,2020-12-22,False,0,0,0,0,0,False,False,False
uwi45_108,45,2022-10-06,True,0,0,0,0,0,False,False,False
uwi45_109,45,2023-02-11,False,0,0,0,0,0,False,False,False
uwi45_110,45,2023-05-02,True,0,0,0,0,0,False,False,False
uwi45_111,45,2024-03-30,False,0,0,0,0,0,False,False,False
uwi45_112,45,2025-02-07,False,0,0,0,0,0,False,False,False
uwi45_113,45,2026-02-11,False,0,0,0,0,0,False,False,False
uwi45_114,45,2026-03-21,False,0,0,0,0,0,False,False,False
