eventID,time,lat,lon,depth_min,depth_max,gear,krill_m3,zoop_m3,n_taxa,date,cruise,bird_km2,krillbird_km2,effort_km2,mammal_km,whale_km
326,2006-07-12 15:12:00+00:00,38.1581,-123.4324,1.0,21.0,Hoop Net,0.23399999999999999,14.1676,27,2006-07-12 00:00:00+00:00,12,69.33332,65.33332,,1.6667,
327,2006-07-12 16:51:00+00:00,38.0709,-123.4041,1.0,36.0,Hoop Net,0.0389,2.6416,18,2006-07-12 00:00:00+00:00,12,73.33330000000001,68.14813333333333,,1.500025,
328,2006-07-12 17:59:00+00:00,37.9838,-123.3759,1.0,27.0,Hoop Net,0.0363,2.6007000000000002,26,2006-07-12 00:00:00+00:00,12,2.2222,2.2222,,0.3333,
329,2006-07-12 20:18:00+00:00,37.8966,-123.3477,1.0,36.0,Hoop Net,0.5111,5.8925,28,2006-07-12 00:00:00+00:00,12,44.7222,41.38887499999999,,1.66665,
330,2006-07-12 21:39:00+00:00,37.8094,-123.3196,1.0,30.0,Hoop Net,0.0392,2.5423999999999998,22,2006-07-12 00:00:00+00:00,12,58.88886666666667,54.44443333333333,,3.0,
332,2006-07-13 15:37:00+00:00,38.1357,-123.5431,1.0,48.0,Hoop Net,0.6287,8.0007,20,2006-07-13 00:00:00+00:00,12,5.925866666666667,6.666600000000001,,,
333,2006-07-13 18:29:00+00:00,38.0486,-123.5147,1.0,55.0,Hoop Net,0.08859999999999998,6.2524,14,2006-07-13 00:00:00+00:00,12,5.33328,4.99995,,,
334,2006-07-13 20:21:00+00:00,37.9615,-123.4863,1.0,87.0,Hoop Net,0.18009999999999998,8.1367,26,2006-07-13 00:00:00+00:00,12,3.55552,2.499975,,,
335,2006-07-13 22:04:00+00:00,37.8743,-123.458,1.0,83.0,Hoop Net,0.17520000000000002,6.0157,19,2006-07-13 00:00:00+00:00,12,12.962933333333332,16.944425,,,
336,2006-07-13 23:20:00+00:00,37.7872,-123.4298,1.0,86.0,Hoop Net,0.8267000000000001,7.2783999999999995,27,2006-07-13 00:00:00+00:00,12,22.962933333333336,32.2222,,,
337,2006-07-14 13:45:00+00:00,38.4406,-123.6461,1.0,84.0,Hoop Net,0.6012,8.694,22,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
338,2006-07-14 15:40:00+00:00,38.4434,-123.5503,1.0,29.0,Hoop Net,0.1155,12.2795,17,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
339,2006-07-14 16:32:00+00:00,38.442,-123.598,1.0,38.0,Hoop Net,0.036699999999999997,5.9487000000000005,17,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
340,2006-07-14 18:04:00+00:00,38.4461,-123.4547,1.0,47.0,Hoop Net,0.1319,5.6546,20,2006-07-14 00:00:00+00:00,12,4.444425,3.6111,,,
341,2006-07-14 19:12:00+00:00,38.4489,-123.3594,1.0,83.0,Hoop Net,8.8252,28.9115,30,2006-07-14 00:00:00+00:00,12,22.222199999999997,21.111099999999997,,0.6667,
342,2006-07-14 20:18:00+00:00,38.4516,-123.2641,1.0,67.0,Hoop Net,6.8292,68.1469,27,2006-07-14 00:00:00+00:00,12,29.444424999999995,28.333325,,0.83335,
343,2006-07-15 19:13:00+00:00,38.0461,-123.563,1.0,53.0,Hoop Net,3.1133,11.02,17,2006-07-15 00:00:00+00:00,12,2.2222,2.2222,,,
344,2006-07-15 20:21:00+00:00,38.0488,-123.4677,1.0,51.0,Hoop Net,0.14980000000000002,10.6512,24,2006-07-15 00:00:00+00:00,12,4.444425,3.8888749999999996,,,
345,2006-07-15 20:47:00+00:00,38.0474,-123.5152,1.0,54.0,Hoop Net,0.7576,15.3799,26,2006-07-15 00:00:00+00:00,12,4.44445,4.44445,,,
346,2006-07-15 22:11:00+00:00,38.0515,-123.3726,1.0,50.0,Hoop Net,0.1541,5.5098,31,2006-07-15 00:00:00+00:00,12,11.77774,10.222199999999999,,2.1666499999999997,0.3333
347,2006-07-15 23:30:00+00:00,38.0541,-123.2778,1.0,49.0,Hoop Net,2.0595,5.1122,27,2006-07-15 00:00:00+00:00,12,7.3332999999999995,5.999980000000001,,1.5,0.5
348,2006-07-16 00:35:00+00:00,38.0568,-123.183,1.0,56.0,Hoop Net,7.753100000000001,13.9367,22,2006-07-16 00:00:00+00:00,12,7.3332999999999995,3.9999800000000008,,1.66665,0.5
349,2006-07-16 18:14:00+00:00,37.882,-123.475,1.0,56.0,Hoop Net,2.2811000000000003,10.5476,14,2006-07-16 00:00:00+00:00,12,322.88886,315.77778,,1.83335,0.3333
350,2006-07-16 19:32:00+00:00,37.8846,-123.3801,1.0,72.0,Hoop Net,0.018699999999999998,0.4071,24,2006-07-16 00:00:00+00:00,12,238.27156666666667,232.4691222222222,,1.6666666666666667,0.3333
351,2006-07-16 20:44:00+00:00,37.8833,-123.4276,1.0,57.0,Hoop Net,1.9059,7.310700000000001,16,2006-07-16 00:00:00+00:00,12,276.8518166666667,270.3703666666667,,1.83335,0.3333
352,2006-07-16 22:08:00+00:00,37.8873,-123.2849,1.0,50.0,Hoop Net,0.0075,0.2875,25,2006-07-16 00:00:00+00:00,12,73.70367499999999,76.26260909090908,,2.1666499999999997,0.3333
353,2006-07-16 23:17:00+00:00,37.8899,-123.19,1.0,49.0,Hoop Net,0.5914,2.0419,20,2006-07-16 00:00:00+00:00,12,44.12694285714286,41.111085714285714,,1.3333,1.3333
354,2006-07-17 21:01:00+00:00,37.7221,-123.233,1.0,51.0,Hoop Net,0.2512,8.2512,16,2006-07-17 00:00:00+00:00,12,59.07405,86.1111,,17.833275,1.3333
355,2006-07-17 22:46:00+00:00,37.7246,-123.1378,1.0,42.0,Hoop Net,0.0567,6.3477,20,2006-07-17 00:00:00+00:00,12,90.6944,101.42854285714286,,14.599939999999998,0.3333
356,2006-07-17 23:38:00+00:00,37.7234,-123.1853,1.0,42.0,Hoop Net,0.0154,6.0108,16,2006-07-17 00:00:00+00:00,12,92.59255,107.99998000000001,,17.833275,1.3333
357,2006-07-18 00:44:00+00:00,37.7273,-123.0653,1.0,25.0,Hoop Net,0.0,19.0869,19,2006-07-18 00:00:00+00:00,12,69.305525,67.7777625,,3.6110666666666673,0.8888666666666666
358,2006-07-18 01:33:00+00:00,37.7286,-123.0002,1.0,30.0,Hoop Net,0.6058,29.2391,20,2006-07-18 00:00:00+00:00,12,45.55554285714286,43.49205714285715,,0.8889,1.0
359,2006-07-18 02:29:00+00:00,37.7307,-122.8954,1.0,21.0,Hoop Net,6.6486,45.9779,21,2006-07-18 00:00:00+00:00,12,12.22218,11.3333,,1.6667,
360,2006-07-18 03:22:00+00:00,37.7343,-122.748,1.0,28.0,Hoop Net,9.269499999999999,30.1665,20,2006-07-18 00:00:00+00:00,12,23.333199999999998,19.9999,,1.6667,
361,2006-07-18 13:27:00+00:00,37.3447,-122.942,1.0,30.0,Hoop Net,0.0509,5.404,16,2006-07-18 00:00:00+00:00,12,38.51853333333333,38.51853333333333,,,
362,2006-07-18 14:42:00+00:00,37.347,-122.8473,1.0,49.0,Hoop Net,0.22190000000000001,14.9006,18,2006-07-18 00:00:00+00:00,12,24.66666,24.444439999999997,,0.6667,0.6667
363,2006-07-18 15:41:00+00:00,37.3459,-122.8945,1.0,40.0,Hoop Net,0.1584,4.9458,10,2006-07-18 00:00:00+00:00,12,29.722224999999998,29.722224999999998,,0.6667,0.6667
364,2006-07-18 17:02:00+00:00,37.3492,-122.7528,1.0,30.0,Hoop Net,0.0373,1.6026,11,2006-07-18 00:00:00+00:00,12,56.111075,54.999975,,0.6667,0.6667
365,2006-07-18 18:27:00+00:00,37.3525,-122.6061,1.0,37.0,Hoop Net,0.038,2.7511,19,2006-07-18 00:00:00+00:00,12,58.055525,54.444424999999995,,,
366,2006-07-19 13:42:00+00:00,37.7111,-123.3465,1.0,55.0,Hoop Net,1.7451,19.4652,20,2006-07-19 00:00:00+00:00,12,1.1111,,,,
367,2006-07-19 15:08:00+00:00,37.7983,-123.3747,1.0,34.0,Hoop Net,0.08,2.5458,14,2006-07-19 00:00:00+00:00,12,79.25923333333333,103.33330000000001,,0.3333,0.3333
368,2006-07-19 16:18:00+00:00,37.8855,-123.4029,1.0,57.0,Hoop Net,0.18639999999999998,1.7357000000000002,15,2006-07-19 00:00:00+00:00,12,81.11106666666667,70.7407,,0.3333,0.3333
369,2006-07-19 17:38:00+00:00,37.9726,-123.4311,1.0,34.0,Hoop Net,0.3218,1.8585,26,2006-07-19 00:00:00+00:00,12,548.5184666666668,546.2962666666666,,1.3333,1.3333
370,2006-07-19 18:53:00+00:00,38.0598,-123.4594,1.0,45.0,Hoop Net,0.09770000000000001,4.8288,28,2006-07-19 00:00:00+00:00,12,463.05552500000005,461.388875,,0.9999666666666666,1.3333
371,2006-07-19 20:27:00+00:00,38.1469,-123.4878,1.0,40.0,Hoop Net,1.8454000000000002,12.0445,28,2006-07-19 00:00:00+00:00,12,53.888875,71.1111,,0.8332999999999999,
372,2006-07-19 21:50:00+00:00,38.234,-123.5162,1.0,49.0,Hoop Net,0.1272,10.9082,24,2006-07-19 00:00:00+00:00,12,1.1111,1.1111,,,
373,2006-07-19 23:07:00+00:00,38.3211,-123.5448,1.0,54.0,Hoop Net,0.0404,9.4276,24,2006-07-19 00:00:00+00:00,12,3.05555,4.44445,,,
374,2006-07-20 00:28:00+00:00,38.4082,-123.5734,1.0,49.0,Hoop Net,0.34940000000000004,4.648700000000001,21,2006-07-20 00:00:00+00:00,12,3.05555,4.44445,,1.6667,
375,2006-07-20 01:48:00+00:00,38.4953,-123.602,1.0,49.0,Hoop Net,0.3006,7.5466999999999995,28,2006-07-20 00:00:00+00:00,12,1.1111,,,1.6667,
376,2006-07-20 02:58:00+00:00,38.4082,-123.5734,1.0,48.0,Hoop Net,1.1895,11.4439,25,2006-07-20 00:00:00+00:00,12,3.05555,4.44445,,1.6667,
377,2006-07-20 04:19:00+00:00,38.3211,-123.5448,1.0,52.0,Hoop Net,7.914299999999999,49.8509,26,2006-07-20 00:00:00+00:00,12,3.05555,4.44445,,,
378,2006-07-20 05:35:00+00:00,38.234,-123.5162,1.0,48.0,Hoop Net,14.4589,58.6848,32,2006-07-20 00:00:00+00:00,12,1.1111,1.1111,,,
379,2006-07-20 06:52:00+00:00,38.1469,-123.4878,1.0,34.0,Hoop Net,3.9772,38.2521,36,2006-07-20 00:00:00+00:00,12,53.888875,71.1111,,0.8332999999999999,
380,2006-07-20 07:24:00+00:00,38.0598,-123.4594,1.0,42.0,Hoop Net,2.95,40.32,21,2006-07-20 00:00:00+00:00,12,463.05552500000005,461.388875,,0.9999666666666666,1.3333
381,2006-07-20 10:00:00+00:00,37.9726,-123.4311,1.0,29.0,Hoop Net,0.48619999999999997,5.851999999999999,28,2006-07-20 00:00:00+00:00,12,548.5184666666668,546.2962666666666,,1.3333,1.3333
385,2006-07-11 05:58:00+00:00,37.8023,-123.3582,1.637,131.176,Tucker Net,10.362,10.377699999999999,4,2006-07-11 00:00:00+00:00,12,65.55553333333333,63.14813333333333,,0.3333,0.3333
386,2006-07-11 05:58:00+00:00,37.8023,-123.3582,122.333,178.893,Tucker Net,1.7514,1.8054000000000001,5,2006-07-11 00:00:00+00:00,12,65.55553333333333,63.14813333333333,,0.3333,0.3333
387,2006-07-11 05:58:00+00:00,37.8023,-123.3582,1.134,179.181,Tucker Net,2.4137999999999997,2.5947999999999998,5,2006-07-11 00:00:00+00:00,12,65.55553333333333,63.14813333333333,,0.3333,0.3333
388,2006-07-11 07:47:00+00:00,37.804,-123.2817,1.194,119.656,Tucker Net,5.5588999999999995,5.609,4,2006-07-11 00:00:00+00:00,12,12.777750000000001,11.66665,,,
389,2006-07-11 07:47:00+00:00,37.804,-123.2817,1.484,21.488,Tucker Net,3.4217999999999993,3.439,4,2006-07-11 00:00:00+00:00,12,12.777750000000001,11.66665,,,
390,2006-07-12 05:46:00+00:00,38.0997,-123.475,1.842,129.048,Tucker Net,4.0033,4.003299999999999,3,2006-07-12 00:00:00+00:00,12,72.77775000000001,67.77776666666666,,1.7778,
391,2006-07-12 05:46:00+00:00,38.0997,-123.475,1.315,129.048,Tucker Net,10.2498,10.2498,3,2006-07-12 00:00:00+00:00,12,72.77775000000001,67.77776666666666,,1.7778,
392,2006-07-12 10:00:00+00:00,37.8807,-123.4053,1.179,186.868,Tucker Net,3.1795999999999998,3.2534,5,2006-07-12 00:00:00+00:00,12,47.063471428571425,44.285707142857156,,1.2222,0.3333
393,2006-07-12 10:23:00+00:00,37.8807,-123.4053,1.112,186.854,Tucker Net,4.3953,4.5079,5,2006-07-12 00:00:00+00:00,12,47.063471428571425,44.285707142857156,,1.2222,0.3333
401,2006-07-14 04:14:00+00:00,38.324,-123.522,1.531,182.4,Tucker Net,2.864,2.9179999999999997,3,2006-07-14 00:00:00+00:00,12,3.3333000000000004,1.66665,,,
402,2006-07-14 04:14:00+00:00,38.324,-123.522,1.004,185.458,Tucker Net,1.1839,1.2083,3,2006-07-14 00:00:00+00:00,12,3.3333000000000004,1.66665,,,
403,2006-07-14 06:42:00+00:00,38.3362,-123.2815,0.64,32.84,Tucker Net,24.3358,24.3358,3,2006-07-14 00:00:00+00:00,12,12.407333333333334,9.444400000000002,,1.0,
404,2006-07-14 06:42:00+00:00,38.3362,-123.2815,33.0,68.513,Tucker Net,13.368799999999998,13.4138,4,2006-07-14 00:00:00+00:00,12,12.407333333333334,9.444400000000002,,1.0,
405,2006-07-14 06:42:00+00:00,38.3362,-123.2815,1.982,83.398,Tucker Net,7.7445,7.9093,4,2006-07-14 00:00:00+00:00,12,12.407333333333334,9.444400000000002,,1.0,
406,2006-07-14 08:38:00+00:00,38.4523,-123.2527,0.742,62.953,Tucker Net,19.9422,19.9422,3,2006-07-14 00:00:00+00:00,12,29.444424999999995,28.333325,,0.83335,
407,2006-07-14 08:38:00+00:00,38.4523,-123.2527,58.879,71.768,Tucker Net,7.2856,7.2856,3,2006-07-14 00:00:00+00:00,12,29.444424999999995,28.333325,,0.83335,
408,2006-07-14 08:38:00+00:00,38.4523,-123.2527,2.115,58.573,Tucker Net,38.7783,38.7783,3,2006-07-14 00:00:00+00:00,12,29.444424999999995,28.333325,,0.83335,
409,2006-07-14 10:17:00+00:00,38.445,-123.4555,0.346,63.691,Tucker Net,1.562,1.562,3,2006-07-14 00:00:00+00:00,12,4.444425,3.6111,,,
410,2006-07-14 10:17:00+00:00,38.445,-123.4555,60.161,110.69,Tucker Net,23.230199999999996,23.2302,3,2006-07-14 00:00:00+00:00,12,4.444425,3.6111,,,
411,2006-07-14 10:17:00+00:00,38.445,-123.4555,0.796,120.132,Tucker Net,13.3155,13.3155,3,2006-07-14 00:00:00+00:00,12,4.444425,3.6111,,,
412,2006-07-14 11:59:00+00:00,38.4407,-123.5818,1.201,101.223,Tucker Net,5.576200000000001,5.6322,3,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
413,2006-07-14 11:59:00+00:00,38.4407,-123.5818,101.114,164.401,Tucker Net,0.332,0.4171,4,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
414,2006-07-14 11:59:00+00:00,38.4407,-123.5818,3.104,163.77,Tucker Net,8.5473,8.6412,3,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
415,2006-07-14 12:57:00+00:00,38.44,-123.6455,0.547,114.104,Tucker Net,1.5971999999999997,1.6555,5,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
416,2006-07-14 12:57:00+00:00,38.44,-123.6455,114.342,245.243,Tucker Net,1.4908000000000001,1.5349,5,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
417,2006-07-14 12:57:00+00:00,38.44,-123.6455,2.019,243.243,Tucker Net,3.3722,3.3722,2,2006-07-14 00:00:00+00:00,12,2.2222,2.2222,,,
418,2006-07-15 02:11:00+00:00,38.263,-123.2475,1.0,48.0,Tucker Net,8.8783,8.8783,3,2006-07-15 00:00:00+00:00,12,10.222159999999999,7.111079999999999,,,
419,2006-07-15 02:11:00+00:00,38.263,-123.2475,48.0,75.0,Tucker Net,0.5297999999999999,0.5560999999999999,6,2006-07-15 00:00:00+00:00,12,10.222159999999999,7.111079999999999,,,
420,2006-07-15 02:11:00+00:00,38.263,-123.2475,1.0,75.0,Tucker Net,1.1210000000000002,1.1432,6,2006-07-15 00:00:00+00:00,12,10.222159999999999,7.111079999999999,,,
421,2006-07-15 03:08:00+00:00,38.2568,-123.337,1.0,129.0,Tucker Net,8.319700000000001,8.4183,5,2006-07-15 00:00:00+00:00,12,7.160444444444445,4.814788888888889,,2.6667,
422,2006-07-15 03:08:00+00:00,38.2568,-123.337,129.0,129.0,Tucker Net,4.098,4.098,3,2006-07-15 00:00:00+00:00,12,7.160444444444445,4.814788888888889,,2.6667,
423,2006-07-15 03:08:00+00:00,38.2568,-123.337,1.0,129.0,Tucker Net,12.8079,12.8079,3,2006-07-15 00:00:00+00:00,12,7.160444444444445,4.814788888888889,,2.6667,
424,2006-07-15 05:56:01+00:00,38.2055,-123.4663,1.0,88.0,Tucker Net,17.037100000000002,17.1642,3,2006-07-15 00:00:00+00:00,12,3.5555399999999997,3.3333250000000003,,,
425,2006-07-15 05:56:01+00:00,38.2055,-123.4663,88.0,175.0,Tucker Net,0.38550000000000006,0.4576,6,2006-07-15 00:00:00+00:00,12,3.5555399999999997,3.3333250000000003,,,
426,2006-07-15 05:56:01+00:00,38.2055,-123.4663,1.0,175.0,Tucker Net,6.3017,6.4001,3,2006-07-15 00:00:00+00:00,12,3.5555399999999997,3.3333250000000003,,,
427,2006-07-15 07:49:25+00:00,38.2052,-123.5278,1.0,200.0,Tucker Net,1.0314,1.2454,6,2006-07-15 00:00:00+00:00,12,3.7037,5.0,,,
428,2006-07-15 07:49:25+00:00,38.2052,-123.5278,1.0,200.0,Tucker Net,1.8401999999999998,1.9138,3,2006-07-15 00:00:00+00:00,12,3.7037,5.0,,,
429,2006-07-15 10:16:21+00:00,38.146,-123.579,1.0,100.0,Tucker Net,2.1625999999999994,2.2013,3,2006-07-15 00:00:00+00:00,12,6.6667,6.6667,,,
430,2006-07-15 10:16:21+00:00,38.146,-123.579,100.0,200.0,Tucker Net,0.0976,0.1356,11,2006-07-15 00:00:00+00:00,12,6.6667,6.6667,,,
431,2006-07-15 10:16:21+00:00,38.146,-123.579,1.0,200.0,Tucker Net,1.2901,1.3782,5,2006-07-15 00:00:00+00:00,12,6.6667,6.6667,,,
433,2006-07-16 04:41:00+00:00,38.0585,-123.1888,35.0,80.0,Tucker Net,55.93880000000001,55.9388,3,2006-07-16 00:00:00+00:00,12,6.9444,4.166650000000001,,1.66665,0.5
434,2006-07-16 04:41:00+00:00,38.0585,-123.1888,1.0,80.0,Tucker Net,30.672400000000003,30.6724,3,2006-07-16 00:00:00+00:00,12,6.9444,4.166650000000001,,1.66665,0.5
435,2006-07-16 06:24:00+00:00,38.0533,-123.382,1.0,50.0,Tucker Net,1.5633000000000001,1.5633000000000001,3,2006-07-16 00:00:00+00:00,12,11.77774,10.222199999999999,,2.1666499999999997,0.3333
436,2006-07-16 06:24:00+00:00,38.0533,-123.382,50.0,100.0,Tucker Net,2.7420999999999993,2.7551,4,2006-07-16 00:00:00+00:00,12,11.77774,10.222199999999999,,2.1666499999999997,0.3333
437,2006-07-16 06:24:00+00:00,38.0533,-123.382,1.0,100.0,Tucker Net,5.4864999999999995,5.577400000000001,4,2006-07-16 00:00:00+00:00,12,11.77774,10.222199999999999,,2.1666499999999997,0.3333
438,2006-07-16 07:58:00+00:00,38.0478,-123.5212,1.0,100.0,Tucker Net,11.7606,11.7606,3,2006-07-16 00:00:00+00:00,12,4.44445,4.44445,,,
439,2006-07-16 07:58:00+00:00,38.0478,-123.5212,100.0,200.0,Tucker Net,1.0717,1.0843,5,2006-07-16 00:00:00+00:00,12,4.44445,4.44445,,,
440,2006-07-16 07:58:00+00:00,38.0478,-123.5212,1.0,200.0,Tucker Net,2.1095,2.1189999999999998,4,2006-07-16 00:00:00+00:00,12,4.44445,4.44445,,,
441,2006-07-16 09:41:00+00:00,37.9727,-123.4577,1.0,100.0,Tucker Net,19.337900000000005,19.3379,3,2006-07-16 00:00:00+00:00,12,2.2222,1.66665,,,
442,2006-07-16 09:41:00+00:00,37.9727,-123.4577,100.0,200.0,Tucker Net,2.0784,2.0956,4,2006-07-16 00:00:00+00:00,12,2.2222,1.66665,,,
443,2006-07-16 09:41:00+00:00,37.9727,-123.4577,1.0,200.0,Tucker Net,38.71339999999999,38.7134,3,2006-07-16 00:00:00+00:00,12,2.2222,1.66665,,,
444,2006-07-17 11:35:00+00:00,37.8898,-123.4675,1.0,100.0,Tucker Net,2.9529999999999994,3.0340000000000003,4,2006-07-17 00:00:00+00:00,12,385.55553333333336,375.18520000000007,,1.83335,0.3333
445,2006-07-17 11:35:00+00:00,37.8898,-123.4675,100.0,175.0,Tucker Net,0.5776,0.8946000000000001,3,2006-07-17 00:00:00+00:00,12,385.55553333333336,375.18520000000007,,1.83335,0.3333
446,2006-07-17 11:35:00+00:00,37.8898,-123.4675,1.0,175.0,Tucker Net,12.251599999999998,12.6296,5,2006-07-17 00:00:00+00:00,12,385.55553333333336,375.18520000000007,,1.83335,0.3333
447,2006-07-17 13:20:00+00:00,37.888,-123.287,1.0,34.0,Tucker Net,0.10540000000000001,0.1142,3,2006-07-17 00:00:00+00:00,12,41.48144444444445,42.361087500000004,,1.3333,
448,2006-07-17 13:20:00+00:00,37.888,-123.287,34.0,69.0,Tucker Net,0.10740000000000002,0.1074,3,2006-07-17 00:00:00+00:00,12,41.48144444444445,42.361087500000004,,1.3333,
449,2006-07-17 13:20:00+00:00,37.888,-123.287,1.0,69.0,Tucker Net,1.7560999999999998,1.7677,4,2006-07-17 00:00:00+00:00,12,41.48144444444445,42.361087500000004,,1.3333,
450,2006-07-17 14:42:00+00:00,37.892,-123.0964,1.0,23.0,Tucker Net,3.8070999999999997,3.8129999999999997,3,2006-07-17 00:00:00+00:00,12,34.8148,33.7037,,3.8332500000000005,0.8332999999999999
451,2006-07-17 14:42:00+00:00,37.892,-123.0964,23.0,52.0,Tucker Net,1.5177,1.5177,2,2006-07-17 00:00:00+00:00,12,34.8148,33.7037,,3.8332500000000005,0.8332999999999999
452,2006-07-17 14:42:00+00:00,37.892,-123.0964,1.0,52.0,Tucker Net,1.6303,1.6303,1,2006-07-17 00:00:00+00:00,12,34.8148,33.7037,,3.8332500000000005,0.8332999999999999
453,2006-07-18 05:09:00+00:00,37.5505,-122.7456,0.3148,27.6523,Tucker Net,4.1573,4.1573,3,2006-07-18 00:00:00+00:00,12,31.269842857142862,30.158728571428576,,0.73332,0.49999999999999994
454,2006-07-18 05:09:00+00:00,37.5505,-122.7456,26.3454,31.5456,Tucker Net,1.4564,1.4564,3,2006-07-18 00:00:00+00:00,12,31.269842857142862,30.158728571428576,,0.73332,0.49999999999999994
455,2006-07-18 05:09:00+00:00,37.5505,-122.7456,1.1155,32.2162,Tucker Net,2.1237999999999997,2.1237999999999997,4,2006-07-18 00:00:00+00:00,12,31.269842857142862,30.158728571428576,,0.73332,0.49999999999999994
456,2006-07-18 06:56:43+00:00,37.5436,-122.9935,0.3148,64.1805,Tucker Net,28.188299999999998,28.6393,4,2006-07-18 00:00:00+00:00,12,129.25924999999998,126.11109999999998,,1.41665,0.6667
457,2006-07-18 06:56:43+00:00,37.5436,-122.9935,62.8807,139.7794,Tucker Net,15.3345,15.334499999999998,4,2006-07-18 00:00:00+00:00,12,129.25924999999998,126.11109999999998,,1.41665,0.6667
458,2006-07-18 06:56:43+00:00,37.5436,-122.9935,0.3695,140.429,Tucker Net,53.20889999999999,53.2089,3,2006-07-18 00:00:00+00:00,12,129.25924999999998,126.11109999999998,,1.41665,0.6667
459,2006-07-18 08:15:02+00:00,37.447,-122.9929,0.9855,161.2161,Tucker Net,1.9824000000000002,2.0099,4,2006-07-18 00:00:00+00:00,12,138.5185,138.5185,,,
460,2006-07-18 08:15:02+00:00,37.447,-122.9929,150.7271,261.194,Tucker Net,0.18089999999999995,0.24860000000000002,5,2006-07-18 00:00:00+00:00,12,138.5185,138.5185,,,
461,2006-07-18 08:15:02+00:00,37.447,-122.9929,0.3627,281.8855,Tucker Net,8.0461,8.1837,3,2006-07-18 00:00:00+00:00,12,138.5185,138.5185,,,
462,2006-07-18 10:55:21+00:00,37.348,-122.7548,0.3353,25.2096,Tucker Net,16.9687,17.2484,4,2006-07-18 00:00:00+00:00,12,56.111075,54.999975,,0.6667,0.6667
464,2006-07-18 10:55:21+00:00,37.348,-122.7548,0.5406,56.5183,Tucker Net,9.537500000000001,9.5375,3,2006-07-18 00:00:00+00:00,12,56.111075,54.999975,,0.6667,0.6667
465,2006-07-18 11:45:15+00:00,37.3507,-122.8546,0.3422,55.7589,Tucker Net,11.254200000000003,11.2542,3,2006-07-18 00:00:00+00:00,12,24.66666,24.444439999999997,,0.6667,0.6667
466,2006-07-18 11:45:15+00:00,37.3507,-122.8546,53.7954,113.7032,Tucker Net,5.0851999999999995,5.0852,4,2006-07-18 00:00:00+00:00,12,24.66666,24.444439999999997,,0.6667,0.6667
467,2006-07-18 11:45:15+00:00,37.3507,-122.8546,0.3764,123.5378,Tucker Net,27.5895,27.5895,3,2006-07-18 00:00:00+00:00,12,24.66666,24.444439999999997,,0.6667,0.6667
468,2006-07-18 12:36:40+00:00,37.3461,-122.9387,0.3559,36.2668,Tucker Net,14.6045,14.9549,5,2006-07-18 00:00:00+00:00,12,38.51853333333333,38.51853333333333,,,
469,2006-07-18 12:36:40+00:00,37.3461,-122.9387,30.3961,38.2099,Tucker Net,10.835599999999998,11.056700000000001,4,2006-07-18 00:00:00+00:00,12,38.51853333333333,38.51853333333333,,,
470,2006-07-18 12:36:40+00:00,37.3461,-122.9387,0.3764,50.662,Tucker Net,18.071199999999997,18.1402,5,2006-07-18 00:00:00+00:00,12,38.51853333333333,38.51853333333333,,,
483,2006-07-19 09:26:08+00:00,37.8611,-123.4112,0.3148,86.3579,Tucker Net,25.3283,25.8251,5,2006-07-19 00:00:00+00:00,12,81.11106666666667,70.7407,,0.3333,0.3333
484,2006-07-19 09:26:08+00:00,37.8611,-123.4112,75.9262,145.5781,Tucker Net,7.7187,8.1958,4,2006-07-19 00:00:00+00:00,12,81.11106666666667,70.7407,,0.3333,0.3333
485,2006-07-19 09:26:08+00:00,37.8611,-123.4112,0.5475,144.9285,Tucker Net,13.261999999999999,13.3567,4,2006-07-19 00:00:00+00:00,12,81.11106666666667,70.7407,,0.3333,0.3333
505,2006-10-11 18:32:00+00:00,37.882,-123.475,1.0,45.0,Hoop Net,0.093,6.4849,19,2006-10-11 00:00:00+00:00,13,8.33335,,,17.166675,0.3333
506,2006-10-11 20:20:00+00:00,37.8833,-123.4276,1.0,58.0,Hoop Net,0.4858,7.849,25,2006-10-11 00:00:00+00:00,13,21.1111,13.33335,,13.933340000000001,0.5
507,2006-10-11 21:44:00+00:00,37.8846,-123.3801,1.0,53.0,Hoop Net,0.28150000000000003,15.9466,30,2006-10-11 00:00:00+00:00,13,66.66665,12.222233333333334,,1.1111166666666668,0.5
508,2006-10-11 22:37:00+00:00,37.8873,-123.2849,1.0,46.0,Hoop Net,1.1047,27.689,22,2006-10-11 00:00:00+00:00,13,23.3333,10.66666,,1.380942857142857,0.73334
509,2006-10-11 23:29:00+00:00,37.8899,-123.19,1.0,46.0,Hoop Net,4.1690000000000005,35.181400000000004,9,2006-10-11 00:00:00+00:00,13,18.8889,8.8889,,1.4444166666666665,0.75
510,2006-10-12 00:21:00+00:00,37.8925,-123.095,1.0,36.0,Hoop Net,0.6820999999999999,4.734,13,2006-10-12 00:00:00+00:00,13,17.499975,10.0,,2.3333333333333335,1.0
