iso3,asset,year,value
LVA,N112G,2004,1227600000.0
LVA,N11G,2004,3173738000.0
LVA,N111G,2004,268579000.0
LVA,N117G,2004,188002000.0
LVA,N1131G,2004,556849000.0
LVA,N117G,2005,230014000.0
LVA,N1131G,2005,632153000.0
LVA,N11G,2005,4237435999.9999995
LVA,N111G,2005,417763000.0
LVA,N11MG,2005,1991689000.0
LVA,N1132G,2005,202489000.0
LVA,N112G,2005,1582514000.0
LVA,N117G,2006,273366000.0
LVA,N1131G,2006,758516000.0
LVA,N11G,2006,5823139000.0
LVA,N111G,2006,888720000.0
LVA,N11MG,2006,2299287000.0
LVA,N1132G,2006,255929000.0
LVA,N112G,2006,2354504000.0
LVA,N112G,2007,2964729000.0
LVA,N11MG,2007,3325388000.0
LVA,N1132G,2007,280642000.0
LVA,N11G,2007,8217687000.0
LVA,N111G,2007,1624498000.0
LVA,N1131G,2007,1125662000.0
LVA,N117G,2007,293029000.0
LVA,N11G,2008,7814830000.0
LVA,N111G,2008,1495970000.0
LVA,N1131G,2008,832516000.0
LVA,N117G,2008,314205000.0
LVA,N112G,2008,2851907000.0
LVA,N11MG,2008,3144592000.0
LVA,N1132G,2008,226431000.0
LVA,N1131G,2009,196955000.0
LVA,N117G,2009,264850000.00000003
LVA,N11G,2009,4222758000.0
LVA,N111G,2009,453396000.0
LVA,N112G,2009,2318331000.0
LVA,N11MG,2009,1169468000.0
LVA,N1132G,2009,149873000.0
LVA,N1131G,2010,199718000.0
LVA,N117G,2010,254442000.0
LVA,N11G,2010,3446067000.0
LVA,N111G,2010,297622000.0
LVA,N112G,2010,1603301000.0
LVA,N11MG,2010,1269947000.0
LVA,N1132G,2010,133463000.0
LVA,N112G,2011,2021798000.0
LVA,N11MG,2011,1837421000.0
LVA,N1132G,2011,199515000.0
LVA,N11G,2011,4545605000.0
LVA,N111G,2011,386765000.0
LVA,N1131G,2011,442914000.0
LVA,N117G,2011,294766000.0
LVA,N112G,2012,2559060000.0
LVA,N11MG,2012,2310133000.0
LVA,N1132G,2012,226639000.0
LVA,N11G,2012,5706000000.0
LVA,N111G,2012,521794000.0
LVA,N1131G,2012,565235000.0
LVA,N117G,2012,310392000.0
LVA,N112G,2013,2474451000.0
LVA,N11MG,2013,2156960000.0
LVA,N1132G,2013,219984000.0
LVA,N11G,2013,5522674000.0
LVA,N111G,2013,504172000.0
LVA,N1131G,2013,569817000.0
LVA,N117G,2013,375257000.0
LVA,N112G,2014,2467996000.0
LVA,N11MG,2014,1917265000.0
LVA,N1132G,2014,357464000.0
LVA,N11G,2014,5385859000.0
LVA,N111G,2014,600490000.0
LVA,N1131G,2014,444048000.0
LVA,N117G,2014,392675000.0
LVA,N112G,2015,2412362000.0
LVA,N11MG,2015,1964965000.0
LVA,N1132G,2015,307874000.0
LVA,N11G,2015,5372207000.0
LVA,N111G,2015,596924000.0
LVA,N1131G,2015,500201000.0
LVA,N117G,2015,391964000.0
LVA,N112G,2016,1879212000.0
LVA,N11MG,2016,2106061000.0000002
LVA,N1132G,2016,318051000.0
LVA,N11G,2016,4898699000.0
LVA,N111G,2016,518917000.00000006
LVA,N1131G,2016,577694000.0
LVA,N117G,2016,379227000.0
LVA,N112G,2017,2258917000.0
LVA,N11MG,2017,2309549000.0
LVA,N1132G,2017,284525000.0
LVA,N11G,2017,5558593000.0
LVA,N111G,2017,554398000.0
LVA,N1131G,2017,743599000.0
LVA,N117G,2017,413011000.0
LVA,N112G,2018,2799444000.0
LVA,N11MG,2018,2389871000.0
LVA,N1132G,2018,283459000.0
LVA,N11G,2018,6448254000.0
LVA,N111G,2018,740629000.0
LVA,N1131G,2018,552209000.0
LVA,N117G,2018,493537000.0
LVA,N112G,2019,2775388000.0
LVA,N11MG,2019,2608131000.0
LVA,N1132G,2019,312223000.0
LVA,N11G,2019,6734853000.0
LVA,N111G,2019,781325000.0
LVA,N1131G,2019,637154000.0
LVA,N117G,2019,545803000.0
LVA,N112G,2020,2779004000.0
LVA,N11MG,2020,2554449000.0
LVA,N1132G,2020,350363000.0
LVA,N11G,2020,6752146000.0
LVA,N111G,2020,773021000.0
LVA,N1131G,2020,475060000.0
LVA,N117G,2020,608981000.0
LVA,N1131G,2021,682185000.0
LVA,N117G,2021,732834000.0
LVA,N11G,2021,7461409000.0
LVA,N111G,2021,924796000.0
LVA,N112G,2021,2678292000.0
LVA,N11MG,2021,3078091000.0
LVA,N1132G,2021,342383000.0
LVA,N1131G,2022,845684000.0
LVA,N117G,2022,912049000.0
LVA,N11G,2022,8452588000.0
LVA,N111G,2022,929573000.0
LVA,N112G,2022,2869341000.0
LVA,N11MG,2022,3694230000.0
LVA,N1131G,2023,1119080000.0
LVA,N117G,2023,984101000.0
LVA,N11G,2023,9729968000.0
LVA,N111G,2023,1192134000.0
LVA,N11MG,2023,3822707000.0
LVA,N112G,2023,3683631000.0
LVA,N11G,1995,424128000.0
LVA,N111G,1995,66425000.0
LVA,N1132G,1995,12198000.0
LVA,N112G,1995,135360000.0
LVA,N11MG,1995,179810000.0
LVA,N117G,1995,38974000.0
LVA,N1131G,1995,50195000.0
LVA,N1131G,1996,87281000.0
LVA,N112G,1996,235182000.0
LVA,N1132G,1996,29249000.0
LVA,N111G,1996,128946000.0
LVA,N11G,1996,772085000.0
LVA,N117G,1996,36940000.0
LVA,N11MG,1996,368080000.0
LVA,N1131G,1997,105814000.0
LVA,N112G,1997,233868000.0
LVA,N1132G,1997,34744000.0
LVA,N111G,1997,85608000.0
LVA,N11G,1997,874726000.0
LVA,N117G,1997,65212999.99999999
LVA,N11MG,1997,486791000.0
LVA,N1131G,1998,229148000.0
LVA,N112G,1998,355379000.0
LVA,N1132G,1998,55760000.0
LVA,N111G,1998,110079000.0
LVA,N11G,1998,1357950000.0
LVA,N117G,1998,65194000.0
LVA,N11MG,1998,824513000.0
LVA,N1131G,1999,184178000.0
LVA,N112G,1999,474051000.0
LVA,N1132G,1999,56755000.0
LVA,N111G,1999,124578000.0
LVA,N11G,1999,1495561000.0
LVA,N117G,1999,88780000.0
LVA,N11MG,1999,802453000.0
LVA,N11MG,2000,880344000.0
LVA,N117G,2000,102032000.0
LVA,N11G,2000,1749623000.0
LVA,N1132G,2000,50489000.0
LVA,N111G,2000,145655000.0
LVA,N112G,2000,617113000.0
LVA,N1131G,2000,326302000.0
LVA,N1131G,2001,442887000.0
LVA,N1132G,2001,73215000.0
LVA,N111G,2001,141710000.0
LVA,N112G,2001,735419000.0
LVA,N11G,2001,2047135000.0
LVA,N117G,2001,113394000.0
LVA,N11MG,2001,1048963000.0
LVA,N1131G,2002,349564000.0
LVA,N1132G,2002,45844000.0
LVA,N111G,2002,87746000.0
LVA,N112G,2002,779497000.0
LVA,N11G,2002,1946732000.0
LVA,N117G,2002,163400000.0
LVA,N11MG,2002,907094000.0
LVA,N1131G,2003,360955000.0
LVA,N1132G,2003,132315000.0
LVA,N111G,2003,127357000.0
LVA,N112G,2003,901476000.0
LVA,N11G,2003,2264623000.0
LVA,N117G,2003,148342000.0
LVA,N11MG,2003,1083841000.0
LVA,N1131G,2004,512091000.0
LVA,N1132G,2004,156401000.0
LVA,N111G,2004,254555000.0
LVA,N112G,2004,1147588000.0
LVA,N11G,2004,3032610000.0
LVA,N117G,2004,178675000.0
LVA,N11MG,2004,1446806000.0
LVA,N1131G,2005,560806000.0
LVA,N117G,2005,204201000.0
LVA,N11MG,2005,1885062000.0
LVA,N1132G,2005,197372000.0
LVA,N111G,2005,316581000.0
LVA,N112G,2005,1415231000.0
LVA,N11G,2005,3836878000.0
LVA,N1131G,2006,716318000.0
LVA,N117G,2006,255005000.0
LVA,N11MG,2006,2129804000.0
LVA,N1132G,2006,234139000.0
LVA,N111G,2006,561797000.0
LVA,N112G,2006,1891557000.0
LVA,N11G,2006,4844799000.0
LVA,N1131G,2007,1050867000.0
LVA,N11G,2007,7125295000.0
LVA,N112G,2007,2346319000.0
LVA,N111G,2007,1260241000.0
LVA,N1132G,2007,281380000.0
LVA,N117G,2007,241248000.0
LVA,N11MG,2007,3267930000.0
LVA,N1131G,2008,854303000.0
LVA,N117G,2008,287057000.0
LVA,N11MG,2008,3114761000.0
LVA,N11G,2008,7380454000.0
LVA,N112G,2008,2536733000.0
LVA,N111G,2008,1433555000.0
LVA,N1132G,2008,220202000.0
LVA,N1131G,2009,193076000.0
LVA,N117G,2009,258298000.0
LVA,N11MG,2009,1204090000.0
LVA,N11G,2009,5112783000.0
LVA,N112G,2009,2918935000.0
LVA,N111G,2009,707439000.0
LVA,N1132G,2009,156177000.0
LVA,N1131G,2010,176138000.0
LVA,N117G,2010,247511000.0
LVA,N11MG,2010,1196736000.0
LVA,N11G,2010,3389660000.0
LVA,N112G,2010,1606380000.0
LVA,N111G,2010,324553000.0
LVA,N1132G,2010,127477000.0
LVA,N1131G,2011,449203000.0
LVA,N11G,2011,4337979000.0
LVA,N112G,2011,1948626000.0
LVA,N111G,2011,292162000.0
LVA,N1132G,2011,202605000.0
LVA,N117G,2011,272479000.0
LVA,N11MG,2011,1820459000.0
LVA,N1131G,2012,509680000.0
LVA,N11G,2012,5348340000.0
LVA,N112G,2012,2430020000.0
LVA,N111G,2012,486743000.0
LVA,N1132G,2012,215229000.0
LVA,N117G,2012,286867000.0
LVA,N11MG,2012,2140420999.9999998
LVA,N1131G,2013,554729000.0
LVA,N11G,2013,5453197000.0
LVA,N112G,2013,2451518000.0
LVA,N111G,2013,487293000.0
LVA,N1132G,2013,219644000.0
LVA,N117G,2013,366253000.0
LVA,N11MG,2013,2135647000.0
LVA,N1131G,2014,438799000.0
LVA,N11G,2014,5307950000.0
LVA,N112G,2014,2471212000.0
LVA,N111G,2014,558936000.0
LVA,N1132G,2014,354669000.0
LVA,N117G,2014,372548000.0
LVA,N11MG,2014,1897380000.0
LVA,N1131G,2015,489479000.0
LVA,N11G,2015,5278165000.0
LVA,N112G,2015,2364208000.0
LVA,N111G,2015,632056000.0
LVA,N1132G,2015,295543000.0
LVA,N117G,2015,380991000.0
LVA,N11MG,2015,1895744000.0
LVA,N1131G,2016,599520000.0
LVA,N11G,2016,4929449000.0
LVA,N112G,2016,1880104000.0
LVA,N111G,2016,491137000.0
LVA,N1132G,2016,324360000.0
LVA,N117G,2016,357182000.0
LVA,N11MG,2016,2185438000.0
LVA,N1131G,2017,741555000.0
LVA,N11G,2017,5457694000.0
LVA,N112G,2017,2221194000.0
LVA,N111G,2017,517955000.00000006
LVA,N1132G,2017,282874000.0
LVA,N117G,2017,394266000.0
LVA,N11MG,2017,2301848000.0
LVA,N1131G,2018,549371000.0
LVA,N11G,2018,6211446000.0
LVA,N112G,2018,2614535000.0
LVA,N111G,2018,700341000.0
LVA,N1132G,2018,289661000.0
LVA,N117G,2018,475581000.0
LVA,N11MG,2018,2397277000.0
LVA,N1131G,2019,620204000.0
LVA,N11G,2019,6544558000.0
LVA,N112G,2019,2684813000.0
LVA,N111G,2019,722960000.0
LVA,N1132G,2019,316529000.0
LVA,N117G,2019,533636999.99999994
LVA,N11MG,2019,2578943000.0
LVA,N1131G,2020,466706000.0
LVA,N11G,2020,6589690000.0
LVA,N112G,2020,2670848000.0
LVA,N111G,2020,752538000.0
LVA,N1132G,2020,360359000.0
LVA,N117G,2020,595250000.0
LVA,N11MG,2020,2535294000.0
LVA,N1131G,2021,659072000.0
LVA,N117G,2021,705013000.0
LVA,N11MG,2021,2958557000.0
LVA,N11G,2021,7239854000.0
LVA,N111G,2021,853305000.0
LVA,N1132G,2021,359123000.0
LVA,N112G,2021,2679402000.0
LVA,N1131G,2022,806727000.0
LVA,N117G,2022,886837000.0
LVA,N11MG,2022,3368393000.0
LVA,N11G,2022,7502877000.0
LVA,N111G,2022,819637000.0
LVA,N112G,2022,2384433000.0
LVA,N11MG,2023,3683037000.0
LVA,N117G,2023,904597000.0
LVA,N11G,2023,9146642000.0
LVA,N111G,2023,1032446999.9999999
LVA,N112G,2023,3482985000.0
LVA,N1131G,2023,1083286000.0
SVK,N11G,1995,5154395000.0
SVK,N112G,1995,2225376000.0
SVK,N11MG,1995,2253561000.0
SVK,N111G,1995,153589000.0
SVK,N117G,1995,347930000.0
SVK,N1131G,1995,410888000.0
SVK,N117G,1996,508603000.0
SVK,N1131G,1996,468391000.0
SVK,N11G,1996,7278015000.0
SVK,N112G,1996,2873694000.0
SVK,N11MG,1996,3025300000.0
SVK,N111G,1996,272531000.0
SVK,N117G,1997,598272000.0
SVK,N1131G,1997,648331000.0
SVK,N11G,1997,8578789000.000001
SVK,N112G,1997,3248091000.0
SVK,N11MG,1997,3756005000.0
SVK,N111G,1997,394000000.0
SVK,N117G,1998,593205000.0
SVK,N1131G,1998,912223000.0
SVK,N11G,1998,9836140000.0
SVK,N112G,1998,3512443000.0
SVK,N11MG,1998,4329887000.0
SVK,N111G,1998,778651000.0
SVK,N117G,1999,584783000.0
SVK,N1131G,1999,1043776000.0000001
SVK,N11G,1999,8778694000.0
SVK,N112G,1999,2999147000.0
SVK,N11MG,1999,3748318000.0
SVK,N111G,1999,1118853000.0
SVK,N11G,2000,8266682000.000001
SVK,N112G,2000,2510399000.0
SVK,N11MG,2000,3345558000.0
SVK,N111G,2000,1520342000.0
SVK,N1131G,2000,989629000.0
SVK,N117G,2000,622602000.0
SVK,N1132G,2000,407001000.0
SVK,N1132G,2001,592219000.0
SVK,N1131G,2001,1212682000.0
SVK,N117G,2001,725865000.0
SVK,N11G,2001,9933583000.0
SVK,N112G,2001,3077911000.0
SVK,N11MG,2001,4453584000.0
SVK,N111G,2001,1323988000.0
SVK,N1132G,2002,680022000.0
SVK,N1131G,2002,939943000.0
SVK,N117G,2002,766684000.0
SVK,N11G,2002,10311566000.0
SVK,N112G,2002,2921873000.0
SVK,N11MG,2002,4721770000.0
SVK,N111G,2002,1451558000.0
SVK,N1132G,2003,704827000.0
SVK,N1131G,2003,844691000.0
SVK,N117G,2003,760499000.0
SVK,N11G,2003,10101203000.0
SVK,N112G,2003,2740425000.0
SVK,N11MG,2003,4708596000.0
SVK,N111G,2003,1509290000.0
SVK,N1132G,2004,781832000.0
SVK,N1131G,2004,637374000.0
SVK,N117G,2004,823849000.0
SVK,N11G,2004,11007382000.0
SVK,N112G,2004,3295745000.0
SVK,N11MG,2004,4989988000.0
SVK,N111G,2004,1458239000.0
SVK,N117G,2005,953010000.0
SVK,N1131G,2005,715603000.0
SVK,N1132G,2005,701561000.0
SVK,N11G,2005,13227823000.0
SVK,N112G,2005,3908451000.0
SVK,N11MG,2005,6129227000.0
SVK,N111G,2005,1732228000.0
SVK,N117G,2006,959218000.0
SVK,N1131G,2006,945085000.0
SVK,N1132G,2006,823953000.0
SVK,N11G,2006,14415901000.0
SVK,N112G,2006,5931358000.0
SVK,N11MG,2006,5708850000.0
SVK,N111G,2006,1494149000.0
SVK,N1132G,2007,850671000.0
SVK,N1131G,2007,1051046000.0
SVK,N117G,2007,1469745000.0
SVK,N11G,2007,16060767000.0
SVK,N112G,2007,6339474000.0
SVK,N11MG,2007,5969737000.0
SVK,N111G,2007,1760640000.0
SVK,N1132G,2008,986318000.0
SVK,N1131G,2008,1182952000.0
SVK,N117G,2008,1370564000.0
SVK,N11G,2008,16976618999.999998
SVK,N112G,2008,6222290000.0
SVK,N11MG,2008,6896277000.0
SVK,N111G,2008,1975903000.0
SVK,N1131G,2009,739189000.0
SVK,N117G,2009,1139297000.0
SVK,N1132G,2009,739166000.0
SVK,N11G,2009,13332713000.0
SVK,N112G,2009,4773507000.0
SVK,N11MG,2009,5151364000.0
SVK,N111G,2009,2150744000.0
SVK,N1131G,2010,1474330000.0
SVK,N117G,2010,2012149000.0
SVK,N1132G,2010,727336000.0
SVK,N11G,2010,14452515000.0
SVK,N112G,2010,4476518000.0
SVK,N11MG,2010,5859250000.0
SVK,N111G,2010,1889509000.0
SVK,N1132G,2011,516486999.99999994
SVK,N1131G,2011,1399374000.0
SVK,N117G,2011,1271478000.0
SVK,N11G,2011,16636611000.0
SVK,N112G,2011,5040436000.0
SVK,N11MG,2011,8012583000.0
SVK,N111G,2011,1993241000.0
SVK,N1132G,2012,416219000.0
SVK,N1131G,2012,1276879000.0
SVK,N117G,2012,1209174000.0
SVK,N11G,2012,15001259000.0
SVK,N112G,2012,4368576000.0
SVK,N11MG,2012,7034673000.0
SVK,N111G,2012,2096092999.9999998
SVK,N1132G,2013,276374000.0
SVK,N1131G,2013,1247446000.0
SVK,N117G,2013,1701428000.0
SVK,N11G,2013,15244318000.0
SVK,N112G,2013,4510866000.0
SVK,N11MG,2013,6409332000.0
SVK,N111G,2013,2360235000.0
SVK,N1132G,2014,384019000.0
SVK,N1131G,2014,1836641000.0
SVK,N117G,2014,1474802000.0
SVK,N11G,2014,15635484000.0
SVK,N112G,2014,4301519000.0
SVK,N11MG,2014,7641837000.0
SVK,N111G,2014,2021340000.0
SVK,N1132G,2015,546590000.0
SVK,N1131G,2015,1895835000.0
SVK,N117G,2015,1757147000.0
SVK,N11G,2015,18971017000.0
SVK,N112G,2015,6194114000.0
SVK,N11MG,2015,8796997000.0
SVK,N111G,2015,2019039000.0
SVK,N1132G,2016,404443000.0
SVK,N1131G,2016,2147956000.0
SVK,N117G,2016,1569293000.0
SVK,N11G,2016,17091296999.999998
SVK,N112G,2016,4354931000.0
SVK,N11MG,2016,8403120000.000001
SVK,N111G,2016,2536855000.0
SVK,N1132G,2017,739551000.0
SVK,N1131G,2017,2253913000.0
SVK,N117G,2017,1986603000.0
SVK,N11G,2017,17869360000.0
SVK,N112G,2017,5064170000.0
SVK,N11MG,2017,7953502000.0
SVK,N111G,2017,2609405000.0
SVK,N1132G,2018,456352000.0
SVK,N1131G,2018,2487144000.0
SVK,N11G,2018,18787342000.0
SVK,N112G,2018,5179028000.0
SVK,N11MG,2018,8253040999.999999
SVK,N111G,2018,2950145000.0
SVK,N117G,2018,1777126000.0
SVK,N1132G,2019,490801000.0
SVK,N1131G,2019,2596935000.0
SVK,N11G,2019,20292405000.0
SVK,N112G,2019,5069090000.0
SVK,N11MG,2019,9411874000.0
SVK,N111G,2019,3147797000.0
SVK,N117G,2019,2024108000.0
SVK,N1132G,2020,671659000.0
SVK,N1131G,2020,1894719000.0
SVK,N112G,2020,5231608000.0
SVK,N111G,2020,3557916000.0
SVK,N117G,2020,2007610000.0
SVK,N1131G,2021,2230934000.0
SVK,N1132G,2021,637060000.0
SVK,N111G,2021,4010698000.0
SVK,N117G,1995,317336000.0
SVK,N111G,1995,142077000.0
SVK,N1131G,1995,370505000.0
SVK,N11G,1995,4739614000.0
SVK,N112G,1995,2057685000.0
SVK,N11MG,1995,2063231000.0000002
SVK,N11G,1996,6636167000.0
SVK,N111G,1996,259440000.0
SVK,N1131G,1996,422033000.0
SVK,N11MG,1996,2772373000.0
SVK,N112G,1996,2592272000.0
SVK,N117G,1996,464283000.0
SVK,N11G,1997,8263432000.000001
SVK,N111G,1997,375184000.0
SVK,N1131G,1997,624200000.0
SVK,N11MG,1997,3640247000.0
SVK,N112G,1997,3106122000.0
SVK,N117G,1997,578443000.0
SVK,N11G,1998,9299515000.0
SVK,N111G,1998,755443000.0
SVK,N1131G,1998,859603000.0
SVK,N11MG,1998,4099127000.0000005
SVK,N112G,1998,3296968000.0
SVK,N117G,1998,560277000.0
SVK,N11G,1999,8351767000.0
SVK,N111G,1999,1101341000.0
SVK,N1131G,1999,991850000.0
SVK,N11MG,1999,3554595000.0
SVK,N112G,1999,2831301000.0
SVK,N117G,1999,553767000.0
SVK,N117G,2000,580054000.0
SVK,N112G,2000,2383541000.0
SVK,N11MG,2000,3068103000.0
SVK,N1132G,2000,372362000.0
SVK,N1131G,2000,908633000.0
SVK,N111G,2000,1413556000.0
SVK,N11G,2000,7705020000.0
SVK,N11G,2001,9340518000.0
SVK,N1132G,2001,556989000.0
SVK,N1131G,2001,1081574000.0
SVK,N111G,2001,1230250000.0
SVK,N112G,2001,2918188000.0
SVK,N11MG,2001,4183234999.9999995
SVK,N117G,2001,682684000.0
SVK,N11G,2002,9906458000.0
SVK,N1132G,2002,659949000.0
SVK,N1131G,2002,868444000.0
SVK,N111G,2002,1369746000.0
SVK,N112G,2002,2788554000.0
SVK,N11MG,2002,4577424000.0
SVK,N117G,2002,731763000.0
SVK,N11G,2003,9853326000.0
SVK,N1132G,2003,693731000.0
SVK,N1131G,2003,841556000.0
SVK,N111G,2003,1456516000.0
SVK,N112G,2003,2639956000.0
SVK,N11MG,2003,4640185000.0
SVK,N117G,2003,741839000.0
SVK,N11G,2004,10697740000.0
SVK,N1132G,2004,763263000.0
SVK,N1131G,2004,656862000.0
SVK,N111G,2004,1368830000.0
SVK,N112G,2004,3189258000.0
SVK,N11MG,2004,4905184000.0
SVK,N117G,2004,800963000.0
SVK,N112G,2005,3748574000.0
SVK,N11MG,2005,6043764000.0
SVK,N111G,2005,1639219000.0
SVK,N1132G,2005,692502000.0
SVK,N1131G,2005,700814000.0
SVK,N11G,2005,12872213000.0
SVK,N117G,2005,927133000.0
SVK,N112G,2006,5741719000.0
SVK,N11MG,2006,5674403000.0
SVK,N111G,2006,1450657000.0
SVK,N1132G,2006,818708000.0
SVK,N1131G,2006,941087000.0
SVK,N11G,2006,14131966000.0
SVK,N117G,2006,940264000.0
SVK,N11G,2007,15874017000.0
SVK,N1131G,2007,1094216000.0
SVK,N1132G,2007,835764000.0
SVK,N111G,2007,1717406000.0
SVK,N11MG,2007,5927097000.0
SVK,N112G,2007,6240047000.0
SVK,N117G,2007,1453069000.0
SVK,N11MG,2008,7001285000.0
SVK,N112G,2008,5921726000.0
SVK,N11G,2008,16653514000.0
SVK,N1131G,2008,1229939000.0
SVK,N1132G,2008,998036000.0
SVK,N111G,2008,1875556000.0
SVK,N117G,2008,1335638000.0
SVK,N11MG,2009,5252165000.0
SVK,N112G,2009,4897678000.0
SVK,N1131G,2009,793840000.0
SVK,N1132G,2009,748978000.0
SVK,N111G,2009,2185178000.0
SVK,N11G,2009,13626296000.0
SVK,N117G,2009,1167506000.0
SVK,N11MG,2010,5907725000.0
SVK,N112G,2010,4461882000.0
SVK,N1131G,2010,1485431000.0
SVK,N1132G,2010,734694000.0
SVK,N111G,2010,1887653000.0
SVK,N11G,2010,14473614000.0
SVK,N117G,2010,2003988000.0
SVK,N11G,2011,16489720000.000002
SVK,N1131G,2011,1438493000.0
SVK,N1132G,2011,510102000.0
SVK,N111G,2011,1978390000.0
SVK,N11MG,2011,7939755000.0
SVK,N112G,2011,5000073000.0
SVK,N117G,2011,1259757000.0
SVK,N11G,2012,14978027000.0
SVK,N1131G,2012,1321598000.0
SVK,N1132G,2012,418730000.0
SVK,N111G,2012,2089822000.0
SVK,N11MG,2012,7062597000.0
SVK,N112G,2012,4329774000.0
SVK,N117G,2012,1207472000.0
SVK,N11G,2013,15182388000.0
SVK,N1131G,2013,1242179000.0
SVK,N1132G,2013,278179000.0
SVK,N111G,2013,2347090000.0
SVK,N11MG,2013,6388345000.0
SVK,N112G,2013,4491030000.0
SVK,N117G,2013,1694330000.0
SVK,N11G,2014,15699945000.0
SVK,N1131G,2014,1849859000.0
SVK,N1132G,2014,386920000.0
SVK,N111G,2014,2003340000.0
SVK,N11MG,2014,7767390000.0
SVK,N112G,2014,4256332999.9999995
SVK,N117G,2014,1467228000.0
SVK,N11G,2015,18980612000.0
SVK,N1131G,2015,1892167000.0
SVK,N1132G,2015,547054000.0
SVK,N111G,2015,1989922000.0
SVK,N11MG,2015,8938070000.0
SVK,N112G,2015,6094960000.0
SVK,N117G,2015,1750048000.0
SVK,N11G,2016,17223419000.0
SVK,N1131G,2016,2198546000.0
SVK,N1132G,2016,405729000.0
SVK,N111G,2016,2509574000.0
SVK,N11MG,2016,8610072000.0
SVK,N112G,2016,4317329000.0
SVK,N117G,2016,1557267000.0
SVK,N11G,2017,17587878000.0
SVK,N1131G,2017,2276639000.0
SVK,N1132G,2017,746798000.0
SVK,N111G,2017,2538033000.0
SVK,N11MG,2017,7887084000.0
SVK,N112G,2017,4936394000.0
SVK,N117G,2017,1978590000.0
SVK,N11G,2018,18367758000.0
SVK,N1131G,2018,2455642000.0
SVK,N1132G,2018,458905000.0
SVK,N111G,2018,2853901000.0
SVK,N11MG,2018,8105538000.0
SVK,N112G,2018,5012751000.0
SVK,N117G,2018,1778435000.0
SVK,N11G,2019,20050229000.0
SVK,N1131G,2019,2580846000.0
SVK,N1132G,2019,491726000.0
SVK,N111G,2019,3035413000.0
SVK,N11MG,2019,9400196000.0
SVK,N112G,2019,4918907000.0
SVK,N117G,2019,2051612000.0
SVK,N1131G,2020,1874591000.0
SVK,N1132G,2020,682669000.0
SVK,N111G,2020,3458143000.0
SVK,N112G,2020,5098275000.0
SVK,N117G,2020,2028830000.0
SVK,N1131G,2021,2237388000.0
SVK,N1132G,2021,641916000.0
SVK,N111G,2021,3829867000.0
SVN,N11G,1995,2442289000.0
SVN,N1132G,1995,200869000.0
SVN,N111G,1995,354981000.0
SVN,N11MG,1995,1020960000.0
SVN,N117G,1995,239136000.0
SVN,N1131G,1995,234472000.0
SVN,N112G,1995,796110000.0
SVN,N112G,1996,1005730000.0
SVN,N1132G,1996,226393000.0
SVN,N11G,1996,2899239000.0
SVN,N117G,1996,266173000.0
SVN,N1131G,1996,235332000.0
SVN,N11MG,1996,1165281000.0
SVN,N111G,1996,438621000.0
SVN,N112G,1997,1217256000.0
SVN,N1132G,1997,258714000.0
SVN,N11G,1997,3483407000.0
SVN,N117G,1997,328982000.0
SVN,N1131G,1997,236841000.0
SVN,N11MG,1997,1345865000.0
SVN,N111G,1997,554198000.0
SVN,N112G,1998,1372060000.0
SVN,N1132G,1998,319826000.0
SVN,N11G,1998,4011951000.0
SVN,N117G,1998,376698000.0
SVN,N1131G,1998,328021000.0
SVN,N11MG,1998,1613920000.0
SVN,N111G,1998,622029000.0
SVN,N112G,1999,1655329000.0
SVN,N1132G,1999,447084000.0
SVN,N11G,1999,4769343000.0
SVN,N117G,1999,475161000.0
SVN,N1131G,1999,348540000.0
SVN,N11MG,1999,1917633000.0
SVN,N111G,1999,684052000.0
SVN,N111G,2000,679001000.0
SVN,N11MG,2000,2008587000.0
SVN,N1131G,2000,435529000.0
SVN,N117G,2000,509524000.0
SVN,N11G,2000,5168642000.0
SVN,N1132G,2000,459591000.0
SVN,N112G,2000,1955490000.0
SVN,N112G,2001,2030485000.0
SVN,N1132G,2001,460325000.0
SVN,N11G,2001,5572661000.0
SVN,N1131G,2001,461773000.0
SVN,N117G,2001,596348000.0
SVN,N11MG,2001,2217079000.0
SVN,N111G,2001,703735000.0
SVN,N112G,2002,2139766000.0
SVN,N1132G,2002,450545000.0
SVN,N11G,2002,5786542000.0
SVN,N1131G,2002,470462000.0
SVN,N117G,2002,664379000.0
SVN,N11MG,2002,2229443000.0
SVN,N111G,2002,720367000.0
SVN,N112G,2003,2515950000.0
SVN,N1132G,2003,403834000.0
SVN,N11G,2003,6411292000.0
SVN,N1131G,2003,562999000.0
SVN,N117G,2003,647105000.0
SVN,N11MG,2003,2492585000.0
SVN,N111G,2003,726255000.0
SVN,N112G,2004,2760069000.0
SVN,N1132G,2004,488986000.0
SVN,N11G,2004,7187620000.0
SVN,N1131G,2004,718168000.0
SVN,N117G,2004,740453000.0
SVN,N11MG,2004,2790287000.0
SVN,N111G,2004,867450000.0
SVN,N112G,2005,2916300000.0
SVN,N11MG,2005,2949020000.0
SVN,N111G,2005,1065781999.9999999
SVN,N117G,2005,777369000.0
SVN,N1131G,2005,697396000.0
SVN,N1132G,2005,445799000.0
SVN,N11G,2005,7742155000.0
SVN,N112G,2006,3032972000.0
SVN,N11MG,2006,3595155000.0
SVN,N111G,2006,1221438000.0
SVN,N117G,2006,851609000.0
SVN,N1131G,2006,957224000.0
SVN,N1132G,2006,554872000.0
