date,vmt,gasoline
2018-12-11,270370,9036
2018-12-12,270370,9036
2018-12-13,270370,9036
2018-12-14,270370,9243
2018-12-15,270370,9243
2018-12-16,270370,9243
2018-12-17,270370,9243
2018-12-18,270370,9243
2018-12-19,270370,9243
2018-12-20,270370,9243
2018-12-21,270370,9348
2018-12-22,270370,9348
2018-12-23,270370,9348
2018-12-24,270370,9348
2018-12-25,270370,9348
2018-12-26,270370,9348
2018-12-27,270370,9348
2018-12-28,270370,8623
2018-12-29,270370,8623
2018-12-30,270370,8623
2018-12-31,270370,8623
2019-01-01,248927,8623
2019-01-02,248927,8623
2019-01-03,248927,8623
2019-01-04,248927,8735
2019-01-05,248927,8735
2019-01-06,248927,8735
2019-01-07,248927,8735
2019-01-08,248927,8735
2019-01-09,248927,8735
2019-01-10,248927,8735
2019-01-11,248927,8565
2019-01-12,248927,8565
2019-01-13,248927,8565
2019-01-14,248927,8565
2019-01-15,248927,8565
2019-01-16,248927,8565
2019-01-17,248927,8565
2019-01-18,248927,8868
2019-01-19,248927,8868
2019-01-20,248927,8868
2019-01-21,248927,8868
2019-01-22,248927,8868
2019-01-23,248927,8868
2019-01-24,248927,8868
2019-01-25,248927,9564
2019-01-26,248927,9564
2019-01-27,248927,9564
2019-01-28,248927,9564
2019-01-29,248927,9564
2019-01-30,248927,9564
2019-01-31,248927,9564
2019-02-01,231791,9073
2019-02-02,231791,9073
2019-02-03,231791,9073
2019-02-04,231791,9073
2019-02-05,231791,9073
2019-02-06,231791,9073
2019-02-07,231791,9073
2019-02-08,231791,8648
2019-02-09,231791,8648
2019-02-10,231791,8648
2019-02-11,231791,8648
2019-02-12,231791,8648
2019-02-13,231791,8648
2019-02-14,231791,8648
2019-02-15,231791,8800
2019-02-16,231791,8800
2019-02-17,231791,8800
2019-02-18,231791,8800
2019-02-19,231791,8800
2019-02-20,231791,8800
2019-02-21,231791,8800
2019-02-22,231791,8981
2019-02-23,231791,8981
2019-02-24,231791,8981
2019-02-25,231791,8981
2019-02-26,231791,8981
2019-02-27,231791,8981
2019-02-28,231791,8981
2019-03-01,272379,9062
2019-03-02,272379,9062
2019-03-03,272379,9062
2019-03-04,272379,9062
2019-03-05,272379,9062
2019-03-06,272379,9062
2019-03-07,272379,9062
2019-03-08,272379,9140
2019-03-09,272379,9140
2019-03-10,272379,9140
2019-03-11,272379,9140
2019-03-12,272379,9140
2019-03-13,272379,9140
2019-03-14,272379,9140
2019-03-15,272379,9409
2019-03-16,272379,9409
2019-03-17,272379,9409
2019-03-18,272379,9409
2019-03-19,272379,9409
2019-03-20,272379,9409
2019-03-21,272379,9409
2019-03-22,272379,9124
2019-03-23,272379,9124
2019-03-24,272379,9124
2019-03-25,272379,9124
2019-03-26,272379,9124
2019-03-27,272379,9124
2019-03-28,272379,9124
2019-03-29,272379,9131
2019-03-30,272379,9131
2019-03-31,272379,9131
2019-04-01,273413,9131
2019-04-02,273413,9131
2019-04-03,273413,9131
2019-04-04,273413,9131
2019-04-05,273413,9806
2019-04-06,273413,9806
2019-04-07,273413,9806
2019-04-08,273413,9806
2019-04-09,273413,9806
2019-04-10,273413,9806
2019-04-11,273413,9806
2019-04-12,273413,9420
2019-04-13,273413,9420
2019-04-14,273413,9420
2019-04-15,273413,9420
2019-04-16,273413,9420
2019-04-17,273413,9420
2019-04-18,273413,9420
2019-04-19,273413,9409
2019-04-20,273413,9409
2019-04-21,273413,9409
2019-04-22,273413,9409
2019-04-23,273413,9409
2019-04-24,273413,9409
2019-04-25,273413,9409
2019-04-26,273413,9228
2019-04-27,273413,9228
2019-04-28,273413,9228
2019-04-29,273413,9228
2019-04-30,273413,9228
2019-05-01,289711,9228
2019-05-02,289711,9228
2019-05-03,289711,9871
2019-05-04,289711,9871
2019-05-05,289711,9871
2019-05-06,289711,9871
2019-05-07,289711,9871
2019-05-08,289711,9871
2019-05-09,289711,9871
2019-05-10,289711,9148
2019-05-11,289711,9148
2019-05-12,289711,9148
2019-05-13,289711,9148
2019-05-14,289711,9148
2019-05-15,289711,9148
2019-05-16,289711,9148
2019-05-17,289711,9429
2019-05-18,289711,9429
2019-05-19,289711,9429
2019-05-20,289711,9429
2019-05-21,289711,9429
2019-05-22,289711,9429
2019-05-23,289711,9429
2019-05-24,289711,9394
2019-05-25,289711,9394
2019-05-26,289711,9394
2019-05-27,289711,9394
2019-05-28,289711,9394
2019-05-29,289711,9394
2019-05-30,289711,9394
2019-05-31,289711,9441
2019-06-01,281359,9441
2019-06-02,281359,9441
2019-06-03,281359,9441
2019-06-04,281359,9441
2019-06-05,281359,9441
2019-06-06,281359,9441
2019-06-07,281359,9877
2019-06-08,281359,9877
2019-06-09,281359,9877
2019-06-10,281359,9877
2019-06-11,281359,9877
2019-06-12,281359,9877
2019-06-13,281359,9877
2019-06-14,281359,9928
2019-06-15,281359,9928
2019-06-16,281359,9928
2019-06-17,281359,9928
2019-06-18,281359,9928
2019-06-19,281359,9928
2019-06-20,281359,9928
2019-06-21,281359,9466
2019-06-22,281359,9466
2019-06-23,281359,9466
2019-06-24,281359,9466
2019-06-25,281359,9466
2019-06-26,281359,9466
2019-06-27,281359,9466
2019-06-28,281359,9492
2019-06-29,281359,9492
2019-06-30,281359,9492
2019-07-01,291520,9492
2019-07-02,291520,9492
2019-07-03,291520,9492
2019-07-04,291520,9492
2019-07-05,291520,9754
2019-07-06,291520,9754
2019-07-07,291520,9754
2019-07-08,291520,9754
2019-07-09,291520,9754
2019-07-10,291520,9754
2019-07-11,291520,9754
2019-07-12,291520,9214
2019-07-13,291520,9214
2019-07-14,291520,9214
2019-07-15,291520,9214
2019-07-16,291520,9214
2019-07-17,291520,9214
2019-07-18,291520,9214
2019-07-19,291520,9673
2019-07-20,291520,9673
2019-07-21,291520,9673
2019-07-22,291520,9673
2019-07-23,291520,9673
2019-07-24,291520,9673
2019-07-25,291520,9673
2019-07-26,291520,9559
2019-07-27,291520,9559
2019-07-28,291520,9559
2019-07-29,291520,9559
2019-07-30,291520,9559
2019-07-31,291520,9559
2019-08-01,293308,9559
2019-08-02,293308,9651
2019-08-03,293308,9651
2019-08-04,293308,9651
2019-08-05,293308,9651
2019-08-06,293308,9651
2019-08-07,293308,9651
2019-08-08,293308,9651
2019-08-09,293308,9932
2019-08-10,293308,9932
2019-08-11,293308,9932
2019-08-12,293308,9932
2019-08-13,293308,9932
2019-08-14,293308,9932
2019-08-15,293308,9932
2019-08-16,293308,9626
2019-08-17,293308,9626
2019-08-18,293308,9626
2019-08-19,293308,9626
2019-08-20,293308,9626
2019-08-21,293308,9626
2019-08-22,293308,9626
2019-08-23,293308,9900
2019-08-24,293308,9900
2019-08-25,293308,9900
2019-08-26,293308,9900
2019-08-27,293308,9900
2019-08-28,293308,9900
2019-08-29,293308,9900
2019-08-30,293308,9471
2019-08-31,293308,9471
2019-09-01,273319,9471
2019-09-02,273319,9471
2019-09-03,273319,9471
2019-09-04,273319,9471
2019-09-05,273319,9471
2019-09-06,273319,9807
2019-09-07,273319,9807
2019-09-08,273319,9807
2019-09-09,273319,9807
2019-09-10,273319,9807
2019-09-11,273319,9807
2019-09-12,273319,9807
2019-09-13,273319,8939
2019-09-14,273319,8939
2019-09-15,273319,8939
2019-09-16,273319,8939
2019-09-17,273319,8939
2019-09-18,273319,8939
2019-09-19,273319,8939
2019-09-20,273319,9346
2019-09-21,273319,9346
2019-09-22,273319,9346
2019-09-23,273319,9346
2019-09-24,273319,9346
2019-09-25,273319,9346
2019-09-26,273319,9346
2019-09-27,273319,9137
2019-09-28,273319,9137
2019-09-29,273319,9137
2019-09-30,273319,9137
2019-10-01,283961,9137
2019-10-02,283961,9137
2019-10-03,283961,9137
2019-10-04,283961,9460
2019-10-05,283961,9460
2019-10-06,283961,9460
2019-10-07,283961,9460
2019-10-08,283961,9460
2019-10-09,283961,9460
2019-10-10,283961,9460
2019-10-11,283961,9354
2019-10-12,283961,9354
2019-10-13,283961,9354
2019-10-14,283961,9354
2019-10-15,283961,9354
2019-10-16,283961,9354
2019-10-17,283961,9354
2019-10-18,283961,9590
2019-10-19,283961,9590
2019-10-20,283961,9590
2019-10-21,283961,9590
2019-10-22,283961,9590
2019-10-23,283961,9590
2019-10-24,283961,9590
2019-10-25,283961,9784
2019-10-26,283961,9784
2019-10-27,283961,9784
2019-10-28,283961,9784
2019-10-29,283961,9784
2019-10-30,283961,9784
2019-10-31,283961,9784
2019-11-01,260326,9145
2019-11-02,260326,9145
2019-11-03,260326,9145
2019-11-04,260326,9145
2019-11-05,260326,9145
2019-11-06,260326,9145
2019-11-07,260326,9145
2019-11-08,260326,9321
2019-11-09,260326,9321
2019-11-10,260326,9321
2019-11-11,260326,9321
2019-11-12,260326,9321
2019-11-13,260326,9321
2019-11-14,260326,9321
2019-11-15,260326,9192
2019-11-16,260326,9192
2019-11-17,260326,9192
2019-11-18,260326,9192
2019-11-19,260326,9192
2019-11-20,260326,9192
2019-11-21,260326,9192
2019-11-22,260326,9204
2019-11-23,260326,9204
2019-11-24,260326,9204
2019-11-25,260326,9204
2019-11-26,260326,9204
2019-11-27,260326,9204
2019-11-28,260326,9204
2019-11-29,260326,9032
2019-11-30,260326,9032
2019-12-01,261757,9032
2019-12-02,261757,9032
2019-12-03,261757,9032
2019-12-04,261757,9032
2019-12-05,261757,9032
2019-12-06,261757,8882
2019-12-07,261757,8882
2019-12-08,261757,8882
2019-12-09,261757,8882
2019-12-10,261757,8882
2019-12-11,261757,8882
2019-12-12,261757,8882
2019-12-13,261757,9411
2019-12-14,261757,9411
2019-12-15,261757,9411
2019-12-16,261757,9411
2019-12-17,261757,9411
2019-12-18,261757,9411
2019-12-19,261757,9411
2019-12-20,261757,9303
2019-12-21,261757,9303
2019-12-22,261757,9303
2019-12-23,261757,9303
2019-12-24,261757,9303
2019-12-25,261757,9303
2019-12-26,261757,9303
2019-12-27,261757,8961
2019-12-28,261757,8961
2019-12-29,261757,8961
2019-12-30,261757,8961
2019-12-31,261757,8961
2020-01-01,260847,8961
2020-01-02,260847,8961
2020-01-03,260847,8133
2020-01-04,260847,8133
2020-01-05,260847,8133
2020-01-06,260847,8133
2020-01-07,260847,8133
2020-01-08,260847,8133
2020-01-09,260847,8133
2020-01-10,260847,8558
2020-01-11,260847,8558
2020-01-12,260847,8558
2020-01-13,260847,8558
2020-01-14,260847,8558
2020-01-15,260847,8558
2020-01-16,260847,8558
2020-01-17,260847,8662
2020-01-18,260847,8662
2020-01-19,260847,8662
2020-01-20,260847,8662
2020-01-21,260847,8662
2020-01-22,260847,8662
2020-01-23,260847,8662
2020-01-24,260847,8793
2020-01-25,260847,8793
2020-01-26,260847,8793
2020-01-27,260847,8793
2020-01-28,260847,8793
2020-01-29,260847,8793
2020-01-30,260847,8793
2020-01-31,260847,8933
2020-02-01,242695,8933
2020-02-02,242695,8933
2020-02-03,242695,8933
2020-02-04,242695,8933
2020-02-05,242695,8933
2020-02-06,242695,8933
2020-02-07,242695,8722
2020-02-08,242695,8722
2020-02-09,242695,8722
2020-02-10,242695,8722
2020-02-11,242695,8722
2020-02-12,242695,8722
2020-02-13,242695,8722
2020-02-14,242695,8918
2020-02-15,242695,8918
2020-02-16,242695,8918
2020-02-17,242695,8918
2020-02-18,242695,8918
2020-02-19,242695,8918
2020-02-20,242695,8918
2020-02-21,242695,9035
2020-02-22,242695,9035
2020-02-23,242695,9035
2020-02-24,242695,9035
2020-02-25,242695,9035
2020-02-26,242695,9035
2020-02-27,242695,9035
2020-02-28,242695,9186
2020-02-29,242695,9186
2020-03-01,226638,9186
2020-03-02,226638,9186
2020-03-03,226638,9186
2020-03-04,226638,9186
2020-03-05,226638,9186
2020-03-06,226638,9449
2020-03-07,226638,9449
2020-03-08,226638,9449
2020-03-09,226638,9449
2020-03-10,226638,9449
2020-03-11,226638,9449
2020-03-12,226638,9449
2020-03-13,226638,9696
2020-03-14,226638,9696
2020-03-15,226638,9696
2020-03-16,226638,9696
2020-03-17,226638,9696
2020-03-18,226638,9696
2020-03-19,226638,9696
2020-03-20,226638,8837
2020-03-21,226638,8837
2020-03-22,226638,8837
2020-03-23,226638,8837
2020-03-24,226638,8837
2020-03-25,226638,8837
2020-03-26,226638,8837
2020-03-27,226638,6659
2020-03-28,226638,6659
2020-03-29,226638,6659
2020-03-30,226638,6659
2020-03-31,226638,6659
2020-04-01,167617,6659
2020-04-02,167617,6659
2020-04-03,167617,5065
2020-04-04,167617,5065
2020-04-05,167617,5065
2020-04-06,167617,5065
2020-04-07,167617,5065
2020-04-08,167617,5065
2020-04-09,167617,5065
2020-04-10,167617,5081
2020-04-11,167617,5081
2020-04-12,167617,5081
2020-04-13,167617,5081
2020-04-14,167617,5081
2020-04-15,167617,5081
2020-04-16,167617,5081
2020-04-17,167617,5311
2020-04-18,167617,5311
2020-04-19,167617,5311
2020-04-20,167617,5311
2020-04-21,167617,5311
2020-04-22,167617,5311
2020-04-23,167617,5311
2020-04-24,167617,5860
2020-04-25,167617,5860
2020-04-26,167617,5860
2020-04-27,167617,5860
2020-04-28,167617,5860
2020-04-29,167617,5860
2020-04-30,167617,5860
2020-05-01,221006,6664
2020-05-02,221006,6664
2020-05-03,221006,6664
2020-05-04,221006,6664
2020-05-05,221006,6664
2020-05-06,221006,6664
2020-05-07,221006,6664
2020-05-08,221006,7398
2020-05-09,221006,7398
2020-05-10,221006,7398
2020-05-11,221006,7398
2020-05-12,221006,7398
2020-05-13,221006,7398
2020-05-14,221006,7398
2020-05-15,221006,6790
2020-05-16,221006,6790
2020-05-17,221006,6790
2020-05-18,221006,6790
2020-05-19,221006,6790
2020-05-20,221006,6790
2020-05-21,221006,6790
2020-05-22,221006,7253
2020-05-23,221006,7253
2020-05-24,221006,7253
2020-05-25,221006,7253
2020-05-26,221006,7253
2020-05-27,221006,7253
2020-05-28,221006,7253
2020-05-29,221006,7549
2020-05-30,221006,7549
2020-05-31,221006,7549
2020-06-01,250330,7549
2020-06-02,250330,7549
2020-06-03,250330,7549
2020-06-04,250330,7549
2020-06-05,250330,7900
2020-06-06,250330,7900
2020-06-07,250330,7900
2020-06-08,250330,7900
2020-06-09,250330,7900
2020-06-10,250330,7900
2020-06-11,250330,7900
2020-06-12,250330,7870
2020-06-13,250330,7870
2020-06-14,250330,7870
2020-06-15,250330,7870
2020-06-16,250330,7870
2020-06-17,250330,7870
2020-06-18,250330,7870
2020-06-19,250330,8608
2020-06-20,250330,8608
2020-06-21,250330,8608
2020-06-22,250330,8608
2020-06-23,250330,8608
2020-06-24,250330,8608
2020-06-25,250330,8608
2020-06-26,250330,8561
2020-06-27,250330,8561
2020-06-28,250330,8561
2020-06-29,250330,8561
2020-06-30,250330,8561
2020-07-01,265550,8561
2020-07-02,265550,8561
2020-07-03,265550,8766
2020-07-04,265550,8766
2020-07-05,265550,8766
2020-07-06,265550,8766
2020-07-07,265550,8766
2020-07-08,265550,8766
2020-07-09,265550,8766
2020-07-10,265550,8648
2020-07-11,265550,8648
2020-07-12,265550,8648
2020-07-13,265550,8648
2020-07-14,265550,8648
2020-07-15,265550,8648
2020-07-16,265550,8648
2020-07-17,265550,8550
2020-07-18,265550,8550
2020-07-19,265550,8550
2020-07-20,265550,8550
2020-07-21,265550,8550
2020-07-22,265550,8550
2020-07-23,265550,8550
2020-07-24,265550,8809
2020-07-25,265550,8809
2020-07-26,265550,8809
2020-07-27,265550,8809
2020-07-28,265550,8809
2020-07-29,265550,8809
2020-07-30,265550,8809
2020-07-31,265550,8617
2020-08-01,265060,8617
2020-08-02,265060,8617
2020-08-03,265060,8617
2020-08-04,265060,8617
2020-08-05,265060,8617
2020-08-06,265060,8617
2020-08-07,265060,8883
2020-08-08,265060,8883
2020-08-09,265060,8883
2020-08-10,265060,8883
2020-08-11,265060,8883
2020-08-12,265060,8883
2020-08-13,265060,8883
2020-08-14,265060,8630
2020-08-15,265060,8630
2020-08-16,265060,8630
2020-08-17,265060,8630
2020-08-18,265060,8630
2020-08-19,265060,8630
2020-08-20,265060,8630
2020-08-21,265060,9161
2020-08-22,265060,9161
2020-08-23,265060,9161
2020-08-24,265060,9161
2020-08-25,265060,9161
2020-08-26,265060,9161
2020-08-27,265060,9161
2020-08-28,265060,8786
2020-08-29,265060,8786
2020-08-30,265060,8786
2020-08-31,265060,8786
2020-09-01,257531,8786
2020-09-02,257531,8786
2020-09-03,257531,8786
2020-09-04,257531,8390
2020-09-05,257531,8390
2020-09-06,257531,8390
2020-09-07,257531,8390
2020-09-08,257531,8390
2020-09-09,257531,8390
2020-09-10,257531,8390
2020-09-11,257531,8478
2020-09-12,257531,8478
2020-09-13,257531,8478
2020-09-14,257531,8478
2020-09-15,257531,8478
2020-09-16,257531,8478
2020-09-17,257531,8478
2020-09-18,257531,8515
2020-09-19,257531,8515
2020-09-20,257531,8515
2020-09-21,257531,8515
2020-09-22,257531,8515
2020-09-23,257531,8515
2020-09-24,257531,8515
2020-09-25,257531,8529
2020-09-26,257531,8529
2020-09-27,257531,8529
2020-09-28,257531,8529
2020-09-29,257531,8529
2020-09-30,257531,8529
2020-10-01,266596,8529
2020-10-02,266596,8896
2020-10-03,266596,8896
2020-10-04,266596,8896
2020-10-05,266596,8896
2020-10-06,266596,8896
2020-10-07,266596,8896
2020-10-08,266596,8896
2020-10-09,266596,8576
2020-10-10,266596,8576
2020-10-11,266596,8576
2020-10-12,266596,8576
2020-10-13,266596,8576
2020-10-14,266596,8576
2020-10-15,266596,8576
2020-10-16,266596,8289
2020-10-17,266596,8289
2020-10-18,266596,8289
2020-10-19,266596,8289
2020-10-20,266596,8289
2020-10-21,266596,8289
2020-10-22,266596,8289
2020-10-23,266596,8545
2020-10-24,266596,8545
2020-10-25,266596,8545
2020-10-26,266596,8545
2020-10-27,266596,8545
2020-10-28,266596,8545
2020-10-29,266596,8545
2020-10-30,266596,8336
2020-10-31,266596,8336
2020-11-01,238300,8336
2020-11-02,238300,8336
2020-11-03,238300,8336
2020-11-04,238300,8336
2020-11-05,238300,8336
2020-11-06,238300,8762
2020-11-07,238300,8762
2020-11-08,238300,8762
2020-11-09,238300,8762
2020-11-10,238300,8762
2020-11-11,238300,8762
2020-11-12,238300,8762
2020-11-13,238300,8258
2020-11-14,238300,8258
2020-11-15,238300,8258
2020-11-16,238300,8258
2020-11-17,238300,8258
2020-11-18,238300,8258
2020-11-19,238300,8258
2020-11-20,238300,8129
2020-11-21,238300,8129
2020-11-22,238300,8129
2020-11-23,238300,8129
2020-11-24,238300,8129
2020-11-25,238300,8129
2020-11-26,238300,8129
2020-11-27,238300,7973
2020-11-28,238300,7973
2020-11-29,238300,7973
2020-11-30,238300,7973
2020-12-01,241451,7973
2020-12-02,241451,7973
2020-12-03,241451,7973
2020-12-04,241451,7600
2020-12-05,241451,7600
2020-12-06,241451,7600
2020-12-07,241451,7600
2020-12-08,241451,7600
2020-12-09,241451,7600
2020-12-10,241451,7600
2020-12-11,241451,7975
2020-12-12,241451,7975
2020-12-13,241451,7975
2020-12-14,241451,7975
2020-12-15,241451,7975
2020-12-16,241451,7975
2020-12-17,241451,7975
2020-12-18,241451,8022
2020-12-19,241451,8022
2020-12-20,241451,8022
2020-12-21,241451,8022
2020-12-22,241451,8022
2020-12-23,241451,8022
2020-12-24,241451,8022
2020-12-25,241451,8128
2020-12-26,241451,8128
2020-12-27,241451,8128
2020-12-28,241451,8128
2020-12-29,241451,8128
2020-12-30,241451,8128
2020-12-31,241451,8128
2021-01-01,224959,7441
2021-01-02,224959,7441
2021-01-03,224959,7441
2021-01-04,224959,7441
2021-01-05,224959,7441
2021-01-06,224959,7441
2021-01-07,224959,7441
2021-01-08,224959,7532
2021-01-09,224959,7532
2021-01-10,224959,7532
2021-01-11,224959,7532
2021-01-12,224959,7532
2021-01-13,224959,7532
2021-01-14,224959,7532
2021-01-15,224959,8112
2021-01-16,224959,8112
2021-01-17,224959,8112
2021-01-18,224959,8112
2021-01-19,224959,8112
2021-01-20,224959,8112
2021-01-21,224959,8112
2021-01-22,224959,7833
2021-01-23,224959,7833
2021-01-24,224959,7833
2021-01-25,224959,7833
2021-01-26,224959,7833
2021-01-27,224959,7833
2021-01-28,224959,7833
2021-01-29,224959,7770
2021-01-30,224959,7770
2021-01-31,224959,7770
2021-02-01,207160,7770
2021-02-02,207160,7770
2021-02-03,207160,7770
2021-02-04,207160,7770
2021-02-05,207160,7857
2021-02-06,207160,7857
2021-02-07,207160,7857
2021-02-08,207160,7857
2021-02-09,207160,7857
2021-02-10,207160,7857
2021-02-11,207160,7857
2021-02-12,207160,8407
2021-02-13,207160,8407
2021-02-14,207160,8407
2021-02-15,207160,8407
2021-02-16,207160,8407
2021-02-17,207160,8407
2021-02-18,207160,8407
2021-02-19,207160,7207
2021-02-20,207160,7207
2021-02-21,207160,7207
2021-02-22,207160,7207
2021-02-23,207160,7207
2021-02-24,207160,7207
2021-02-25,207160,7207
2021-02-26,207160,8148
2021-02-27,207160,8148
2021-02-28,207160,8148
2021-03-01,262065,8148
2021-03-02,262065,8148
2021-03-03,262065,8148
2021-03-04,262065,8148
2021-03-05,262065,8726
2021-03-06,262065,8726
2021-03-07,262065,8726
2021-03-08,262065,8726
2021-03-09,262065,8726
2021-03-10,262065,8726
2021-03-11,262065,8726
2021-03-12,262065,8442
2021-03-13,262065,8442
2021-03-14,262065,8442
2021-03-15,262065,8442
2021-03-16,262065,8442
2021-03-17,262065,8442
2021-03-18,262065,8442
2021-03-19,262065,8616
2021-03-20,262065,8616
2021-03-21,262065,8616
2021-03-22,262065,8616
2021-03-23,262065,8616
2021-03-24,262065,8616
2021-03-25,262065,8616
2021-03-26,262065,8891
2021-03-27,262065,8891
2021-03-28,262065,8891
2021-03-29,262065,8891
2021-03-30,262065,8891
2021-03-31,262065,8891
2021-04-01,252218,8891
2021-04-02,252218,8781
2021-04-03,252218,8781
2021-04-04,252218,8781
2021-04-05,252218,8781
2021-04-06,252218,8781
2021-04-07,252218,8781
2021-04-08,252218,8781
2021-04-09,252218,8944
2021-04-10,252218,8944
2021-04-11,252218,8944
2021-04-12,252218,8944
2021-04-13,252218,8944
2021-04-14,252218,8944
2021-04-15,252218,8944
2021-04-16,252218,9104
2021-04-17,252218,9104
2021-04-18,252218,9104
2021-04-19,252218,9104
2021-04-20,252218,9104
2021-04-21,252218,9104
2021-04-22,252218,9104
2021-04-23,252218,8877
2021-04-24,252218,8877
2021-04-25,252218,8877
2021-04-26,252218,8877
2021-04-27,252218,8877
2021-04-28,252218,8877
2021-04-29,252218,8877
2021-04-30,252218,8864
2021-05-01,276639,8864
2021-05-02,276639,8864
2021-05-03,276639,8864
2021-05-04,276639,8864
2021-05-05,276639,8864
2021-05-06,276639,8864
2021-05-07,276639,8800
2021-05-08,276639,8800
2021-05-09,276639,8800
2021-05-10,276639,8800
2021-05-11,276639,8800
2021-05-12,276639,8800
2021-05-13,276639,8800
2021-05-14,276639,9224
2021-05-15,276639,9224
2021-05-16,276639,9224
2021-05-17,276639,9224
2021-05-18,276639,9224
2021-05-19,276639,9224
2021-05-20,276639,9224
2021-05-21,276639,9479
2021-05-22,276639,9479
2021-05-23,276639,9479
2021-05-24,276639,9479
2021-05-25,276639,9479
2021-05-26,276639,9479
2021-05-27,276639,9479
2021-05-28,276639,9146
2021-05-29,276639,9146
2021-05-30,276639,9146
2021-05-31,276639,9146
2021-06-01,279209,9146
2021-06-02,279209,9146
2021-06-03,279209,9146
2021-06-04,279209,8480
2021-06-05,279209,8480
2021-06-06,279209,8480
2021-06-07,279209,8480
2021-06-08,279209,8480
2021-06-09,279209,8480
2021-06-10,279209,8480
2021-06-11,279209,9360
2021-06-12,279209,9360
2021-06-13,279209,9360
2021-06-14,279209,9360
2021-06-15,279209,9360
2021-06-16,279209,9360
2021-06-17,279209,9360
2021-06-18,279209,9440
2021-06-19,279209,9440
2021-06-20,279209,9440
2021-06-21,279209,9440
2021-06-22,279209,9440
2021-06-23,279209,9440
2021-06-24,279209,9440
2021-06-25,279209,9173
2021-06-26,279209,9173
2021-06-27,279209,9173
2021-06-28,279209,9173
2021-06-29,279209,9173
2021-06-30,279209,9173
2021-07-01,288443,9173
2021-07-02,288443,10043
2021-07-03,288443,10043
2021-07-04,288443,10043
2021-07-05,288443,10043
2021-07-06,288443,10043
2021-07-07,288443,10043
2021-07-08,288443,10043
2021-07-09,288443,9283
2021-07-10,288443,9283
2021-07-11,288443,9283
2021-07-12,288443,9283
2021-07-13,288443,9283
2021-07-14,288443,9283
2021-07-15,288443,9283
2021-07-16,288443,9295
2021-07-17,288443,9295
2021-07-18,288443,9295
2021-07-19,288443,9295
2021-07-20,288443,9295
2021-07-21,288443,9295
2021-07-22,288443,9295
2021-07-23,288443,9325
2021-07-24,288443,9325
2021-07-25,288443,9325
2021-07-26,288443,9325
2021-07-27,288443,9325
2021-07-28,288443,9325
2021-07-29,288443,9325
2021-07-30,288443,9775
2021-07-31,288443,9775
2021-08-01,279596,9775
2021-08-02,279596,9775
2021-08-03,279596,9775
2021-08-04,279596,9775
2021-08-05,279596,9775
2021-08-06,279596,9430
2021-08-07,279596,9430
2021-08-08,279596,9430
2021-08-09,279596,9430
2021-08-10,279596,9430
2021-08-11,279596,9430
2021-08-12,279596,9430
2021-08-13,279596,9333
2021-08-14,279596,9333
2021-08-15,279596,9333
2021-08-16,279596,9333
2021-08-17,279596,9333
2021-08-18,279596,9333
2021-08-19,279596,9333
2021-08-20,279596,9572
2021-08-21,279596,9572
2021-08-22,279596,9572
2021-08-23,279596,9572
2021-08-24,279596,9572
2021-08-25,279596,9572
2021-08-26,279596,9572
2021-08-27,279596,9578
2021-08-28,279596,9578
2021-08-29,279596,9578
2021-08-30,279596,9578
2021-08-31,279596,9578
2021-09-01,270461,9578
2021-09-02,270461,9578
2021-09-03,270461,9608
2021-09-04,270461,9608
2021-09-05,270461,9608
2021-09-06,270461,9608
2021-09-07,270461,9608
2021-09-08,270461,9608
2021-09-09,270461,9608
2021-09-10,270461,8892
2021-09-11,270461,8892
2021-09-12,270461,8892
2021-09-13,270461,8892
2021-09-14,270461,8892
2021-09-15,270461,8892
2021-09-16,270461,8892
2021-09-17,270461,8896
2021-09-18,270461,8896
2021-09-19,270461,8896
2021-09-20,270461,8896
2021-09-21,270461,8896
2021-09-22,270461,8896
2021-09-23,270461,8896
2021-09-24,270461,9399
2021-09-25,270461,9399
2021-09-26,270461,9399
2021-09-27,270461,9399
2021-09-28,270461,9399
2021-09-29,270461,9399
2021-09-30,270461,9399
2021-10-01,277877,9427
2021-10-02,277877,9427
2021-10-03,277877,9427
2021-10-04,277877,9427
2021-10-05,277877,9427
2021-10-06,277877,9427
2021-10-07,277877,9427
2021-10-08,277877,9186
2021-10-09,277877,9186
2021-10-10,277877,9186
2021-10-11,277877,9186
2021-10-12,277877,9186
2021-10-13,277877,9186
2021-10-14,277877,9186
2021-10-15,277877,9634
2021-10-16,277877,9634
2021-10-17,277877,9634
2021-10-18,277877,9634
2021-10-19,277877,9634
2021-10-20,277877,9634
2021-10-21,277877,9634
2021-10-22,277877,9323
2021-10-23,277877,9323
2021-10-24,277877,9323
2021-10-25,277877,9323
2021-10-26,277877,9323
2021-10-27,277877,9323
2021-10-28,277877,9323
2021-10-29,277877,9504
2021-10-30,277877,9504
2021-10-31,277877,9504
2021-11-01,260433,9504
2021-11-02,260433,9504
2021-11-03,260433,9504
2021-11-04,260433,9504
2021-11-05,260433,9259
2021-11-06,260433,9259
2021-11-07,260433,9259
2021-11-08,260433,9259
2021-11-09,260433,9259
2021-11-10,260433,9259
2021-11-11,260433,9259
2021-11-12,260433,9241
2021-11-13,260433,9241
2021-11-14,260433,9241
2021-11-15,260433,9241
2021-11-16,260433,9241
2021-11-17,260433,9241
2021-11-18,260433,9241
2021-11-19,260433,9334
2021-11-20,260433,9334
