year,deaths,heat_an,heat_af_pct
2019,2397,13.735841382889095,0.5730430280721358
2020,1980,9.481134161331754,0.4788451596632199
2021,1943,8.853989190359101,0.45568652549454974
2022,2014,6.909708082602231,0.3430838174082538
2023,1630,13.651293840813453,0.8375026896204573
2024,1612,12.441404340015886,0.7717992766759234
