total_deaths,years,mmt_abs_degC,dispersion_phi,cumRR_anom+9C,cumRR_anom+9C_lo,cumRR_anom+9C_hi,sameday_RR_anom+9C,sameday_RR_anom+9C_lo,sameday_RR_anom+9C_hi,net_heat_attributable_deaths,net_heat_attributable_lo,net_heat_attributable_hi,net_heat_attributable_per_year,net_heat_attributable_fraction_pct,net_cumRR_anom+3C,net_cumRR_anom+6C,net_cumRR_anom+9C,net_cumRR_anom+12C,warming+1C_extra_deaths_per_year,warming+2C_extra_deaths_per_year,warming+3C_extra_deaths_per_year,sameday_RR_+9C_ctrl,sameday_RR_+9C_ctrl_lo,sameday_RR_+9C_ctrl_hi,cumRR_+9C_ctrl,cumRR_+9C_ctrl_lo,cumRR_+9C_ctrl_hi,max_control_VIF
272586,7,-13.18,1.229,1.076,1.017,1.139,1.165,1.135,1.196,3698.7,2977.6,4418.3,528.4,1.357,1.015 (1.006-1.024),1.041 (1.016-1.067),1.076 (1.017-1.139),1.120 (1.012-1.239),347 (257-436),678 (474-881),1009 (667-1384),1.17,1.122,1.219,1.086,1.019,1.157,8.46
