anom,rr,lo,hi
-6.712699035370133,0.6722848460534258,0.4197167920333043,1.0768378173375894
-6.6439094182851175,0.6758478264333295,0.42627799001421696,1.0715314775680111
-6.575119801200101,0.6794177034166121,0.4328957318772144,1.0663270199366002
-6.506330184115085,0.682994231511751,0.43956883890437826,1.06122427022131
-6.4375405670300685,0.6865771611263014,0.44629606396336025,1.0562230685927603
-6.368750949945053,0.6901662385543672,0.4530760901466403,1.0513232704160513
-6.299961332860037,0.6937612059649533,0.4599075294152582,1.0465247470809904
-6.23117171577502,0.6973618013912181,0.4667889212470737,1.041827386863358
-6.162382098690005,0.7009677587206511,0.47371873128947634,1.0372310958200197
-6.093592481604988,0.7045788076861924,0.4806953500162999,1.03273579872088
-6.024802864519972,0.7081946738583131,0.4877170913885387,1.028341440020875
-5.9560132474349565,0.7118150786380797,0.4947821915182847,1.024047984875404
-5.88722363034994,0.7154397392512216,0.5018888073351263,1.019855420202817
-5.818434013264924,0.7190683687432204,0.5090350152540545,1.0157637557977752
-5.749644396179908,0.7227006759754436,0.5162188098437426,1.011773025499517
-5.680854779094892,0.7263363656223405,0.5234381024938848,1.0078832884192523
-5.612065162009876,0.7299751381697224,0.5306907200801033,1.0040946302310958
-5.543275544924859,0.7336166899141439,0.5379744036247985,1.000407164531083
-5.474485927839844,0.7372607129634116,0.5452868069522122,0.9968210342689506
-5.405696310754827,0.7409068952382311,0.5526254953359147,0.9933364132573702
-5.336906693669811,0.7445549204750213,0.5599879441369651,0.9899535077633316
-5.2681170765847956,0.7482044682299076,0.5673715374311238,0.9866725581861905
-5.199327459499779,0.7518552138839228,0.5747735666237843,0.9834938408266174
-5.130537842414763,0.7555068286494239,0.5821912290517517,0.9804176697501769
-5.061748225329747,0.759158979577754,0.5896216265717364,0.9774443987485224
-4.992958608244731,0.762811329568166,0.5970617641364775,0.9745744234000984
-4.924168991159715,0.7664635373780218,0.6045085483608783,0.9718081832307286
-4.855379374074699,0.7701152576342954,0.6119587860825717,0.9691461639724102
-4.786589756989683,0.7737661408463898,0.6194091829240166,0.9665888999158734
-4.717800139904667,0.777415833420293,0.6268563418668206,0.964136976348836
-4.649010522819651,0.7810639776740866,0.6342967618536459,0.9617910320671449
-4.580220905734635,0.7847102118548296,0.6417268364391125,0.9595517619398737
-4.511431288649618,0.7883541701568311,0.6491428525188723,0.9574199195016123
-4.442641671564602,0.7919954827413339,0.6565409891759186,0.9553963195352095
-4.3738520544795865,0.7956337757576237,0.6639173166957074,0.9534818405956268
-4.30506243739457,0.7992686713655812,0.671267795817377,0.9516774274097601
-4.236272820309554,0.8028997877596963,0.678588277307985,0.9499840930673555
-4.167483203224538,0.8065267391945585,0.6858745019709769,0.9484029208937308
-4.098693586139522,0.810149136011842,0.6931221012300264,0.9469350658649883
-4.029903969054506,0.8137665846688009,0.7003265984658791,0.9455817553897874
-3.96111435196949,0.817378687768289,0.7074834113279477,0.9443442892374967
-3.8923247348844736,0.8209850440903217,0.7145878552951732,0.9432240383396567
-3.8235351177994574,0.8245852486251933,0.7216351488229539,0.9422224421292549
-3.7547455007144412,0.8281788926081662,0.7286204204853278,0.9413410040097826
-3.6859558836294255,0.8317655635557445,0.7355387186041025,0.9405812844633934
-3.6171662665444093,0.8353448453035465,0.7423850239482886,0.9399448912156556
-3.548376649459393,0.8389163180457907,0.7491542661856795,0.9394334657757561
