year,deaths,heat_an,heat_af_pct
2016,36965,524.22850557969,1.4181753160548898
2017,37473,580.168272541959,1.5482301191309984
2018,36835,468.6780583063281,1.2723715442007006
2019,36355,425.6329130159238,1.1707685683287687
2020,39007,534.5990762330973,1.370520871210545
2021,43230,588.9871027502872,1.362449925399693
2022,42721,576.3692308733756,1.3491473300563555
