state,county,county_key,year,has_r1,violent_crime,murder,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,first_r1_year,trend,r1_trend
AR,Grant,AR_Grant,2019,0,28,0,1,24,167,53,86,28,,5,0
AR,Greene,AR_Greene,2014,0,18,1,0,16,171,57,99,15,,0,0
AR,Greene,AR_Greene,2015,0,37,0,1,32,214,77,118,19,,1,0
AR,Greene,AR_Greene,2017,0,33,0,1,26,189,52,115,22,,3,0
AR,Greene,AR_Greene,2018,0,26,0,0,23,180,49,107,24,,4,0
AR,Hempstead,AR_Hempstead,2014,0,56,0,0,42,246,34,196,16,,0,0
AR,Hempstead,AR_Hempstead,2015,0,43,0,3,38,187,41,130,16,,1,0
AR,Hempstead,AR_Hempstead,2017,0,35,0,1,32,189,56,104,29,,3,0
AR,Hempstead,AR_Hempstead,2018,0,54,0,0,49,121,32,74,15,,4,0
AR,Hempstead,AR_Hempstead,2019,0,29,0,1,22,143,41,75,27,,5,0
AR,Hot Spring,AR_Hot Spring,2017,0,38,3,3,30,205,52,122,31,,3,0
AR,Howard,AR_Howard,2014,0,4,0,0,4,78,45,33,0,,0,0
AR,Howard,AR_Howard,2015,0,6,0,0,5,63,37,26,0,,1,0
AR,Howard,AR_Howard,2017,0,8,0,0,5,42,30,11,1,,3,0
AR,Howard,AR_Howard,2018,0,23,0,3,16,45,24,19,2,,4,0
AR,Howard,AR_Howard,2019,0,20,0,0,16,57,29,25,3,,5,0
AR,Independence,AR_Independence,2014,0,176,1,10,123,1298,384,829,85,,0,0
AR,Independence,AR_Independence,2015,0,153,0,6,116,738,222,461,55,,1,0
AR,Independence,AR_Independence,2017,0,176,1,3,143,477,181,242,54,,3,0
AR,Independence,AR_Independence,2018,0,195,3,4,150,439,149,235,55,,4,0
AR,Independence,AR_Independence,2019,0,153,1,2,106,367,110,209,48,,5,0
AR,Izard,AR_Izard,2014,0,24,0,0,19,329,77,241,11,,0,0
AR,Izard,AR_Izard,2015,0,37,0,0,18,242,51,183,8,,1,0
AR,Izard,AR_Izard,2017,0,35,0,1,25,260,60,182,18,,3,0
AR,Izard,AR_Izard,2018,0,48,1,0,29,282,76,191,15,,4,0
AR,Izard,AR_Izard,2019,0,33,0,0,25,197,55,130,12,,5,0
AR,Jackson,AR_Jackson,2014,0,39,1,0,37,197,45,133,19,,0,0
AR,Jackson,AR_Jackson,2015,0,31,0,0,27,162,56,92,14,,1,0
AR,Jackson,AR_Jackson,2017,0,24,1,1,19,128,36,74,18,,3,0
AR,Jackson,AR_Jackson,2018,0,26,0,0,20,128,3,97,28,,4,0
AR,Jackson,AR_Jackson,2019,0,45,1,1,37,119,10,80,29,,5,0
AR,Jefferson,AR_Jefferson,2015,0,77,2,3,62,385,135,222,28,,1,0
AR,Jefferson,AR_Jefferson,2017,0,71,4,3,50,428,165,208,55,,3,0
AR,Jefferson,AR_Jefferson,2018,0,67,3,4,45,412,151,212,49,,4,0
AR,Jefferson,AR_Jefferson,2019,0,78,4,2,60,414,110,247,57,,5,0
AR,Johnson,AR_Johnson,2014,0,40,1,1,27,170,98,65,7,,0,0
AR,Johnson,AR_Johnson,2015,0,64,2,0,45,200,118,69,13,,1,0
AR,Johnson,AR_Johnson,2017,0,37,1,2,28,217,56,134,27,,3,0
AR,Johnson,AR_Johnson,2018,0,36,2,2,31,165,60,77,28,,4,0
AR,Johnson,AR_Johnson,2019,0,40,0,0,33,114,47,51,16,,5,0
AR,Lafayette,AR_Lafayette,2014,0,7,0,0,7,56,15,40,1,,0,0
AR,Lawrence,AR_Lawrence,2014,0,11,0,1,9,57,19,35,3,,0,0
AR,Lawrence,AR_Lawrence,2015,0,15,0,0,9,82,28,50,4,,1,0
AR,Lawrence,AR_Lawrence,2017,0,12,0,0,7,61,16,42,3,,3,0
AR,Lee,AR_Lee,2014,0,2,0,1,1,10,3,7,0,,0,0
AR,Lee,AR_Lee,2015,0,6,0,0,6,91,17,67,7,,1,0
AR,Lee,AR_Lee,2017,0,1,0,0,0,68,14,42,12,,3,0
AR,Lee,AR_Lee,2018,0,10,0,0,8,106,17,74,15,,4,0
AR,Lee,AR_Lee,2019,0,13,1,0,8,101,26,64,11,,5,0
AR,Lincoln,AR_Lincoln,2014,0,2,0,0,2,87,33,48,6,,0,0
AR,Lincoln,AR_Lincoln,2015,0,17,0,1,15,90,37,46,7,,1,0
AR,Lincoln,AR_Lincoln,2017,0,5,0,1,3,66,18,36,12,,3,0
AR,Lincoln,AR_Lincoln,2018,0,9,0,0,5,61,15,40,6,,4,0
AR,Lincoln,AR_Lincoln,2019,0,14,0,0,7,40,15,20,5,,5,0
AR,Little River,AR_Little River,2015,0,12,0,0,7,53,15,31,7,,1,0
AR,Little River,AR_Little River,2017,0,27,0,0,25,122,45,70,7,,3,0
AR,Little River,AR_Little River,2018,0,21,0,0,18,89,23,48,18,,4,0
AR,Little River,AR_Little River,2019,0,10,0,1,8,93,27,58,8,,5,0
AR,Logan,AR_Logan,2015,0,37,1,4,26,242,84,139,19,,1,0
AR,Logan,AR_Logan,2017,0,20,0,1,10,183,30,128,25,,3,0
AR,Logan,AR_Logan,2018,0,11,0,0,9,138,22,98,18,,4,0
AR,Logan,AR_Logan,2019,0,36,0,0,26,162,35,117,10,,5,0
AR,Lonoke,AR_Lonoke,2014,0,80,0,2,67,435,76,277,82,,0,0
AR,Lonoke,AR_Lonoke,2015,0,106,2,0,99,428,117,259,52,,1,0
AR,Lonoke,AR_Lonoke,2017,0,85,3,3,75,426,83,233,110,,3,0
AR,Lonoke,AR_Lonoke,2018,0,78,0,4,58,385,69,232,84,,4,0
AR,Lonoke,AR_Lonoke,2019,0,75,1,0,66,374,68,220,86,,5,0
AR,Madison,AR_Madison,2014,0,37,0,0,29,146,55,84,7,,0,0
AR,Madison,AR_Madison,2015,0,30,3,0,21,105,43,57,5,,1,0
AR,Madison,AR_Madison,2017,0,39,0,4,27,137,56,77,4,,3,0
AR,Madison,AR_Madison,2019,0,44,1,1,37,169,48,99,22,,5,0
AR,Marion,AR_Marion,2014,0,42,0,1,36,241,74,163,4,,0,0
AR,Marion,AR_Marion,2015,0,36,0,0,27,240,56,174,10,,1,0
AR,Marion,AR_Marion,2017,0,48,0,0,40,325,86,223,16,,3,0
AR,Marion,AR_Marion,2018,0,87,2,0,67,292,100,182,10,,4,0
AR,Marion,AR_Marion,2019,0,32,0,0,23,243,80,150,13,,5,0
AR,Miller,AR_Miller,2014,0,35,0,1,31,282,137,117,28,,0,0
AR,Miller,AR_Miller,2017,0,24,1,2,18,319,112,180,27,,3,0
AR,Miller,AR_Miller,2019,0,57,0,1,48,199,68,113,18,,5,0
AR,Miller2,AR_Miller2,2018,0,35,0,0,27,0,0,149,22,,4,0
AR,Mississippi,AR_Mississippi,2014,0,28,0,2,23,373,83,265,25,,0,0
AR,Mississippi,AR_Mississippi,2015,0,34,0,9,14,365,106,232,27,,1,0
AR,Mississippi,AR_Mississippi,2017,0,16,0,2,10,254,75,147,32,,3,0
AR,Mississippi,AR_Mississippi,2018,0,31,1,1,24,249,74,132,43,,4,0
AR,Mississippi,AR_Mississippi,2019,0,23,0,2,18,247,81,133,33,,5,0
AR,Monroe,AR_Monroe,2014,0,2,1,1,0,17,1,16,0,,0,0
AR,Monroe,AR_Monroe,2017,0,2,0,0,2,48,5,36,7,,3,0
AR,Monroe,AR_Monroe,2019,0,1,0,0,0,32,3,14,15,,5,0
AR,Montgomery,AR_Montgomery,2014,0,20,1,0,11,110,46,59,5,,0,0
AR,Montgomery,AR_Montgomery,2015,0,12,0,0,11,96,29,56,11,,1,0
AR,Montgomery,AR_Montgomery,2017,0,10,0,2,4,85,32,42,11,,3,0
AR,Montgomery,AR_Montgomery,2018,0,9,0,0,5,92,41,49,2,,4,0
AR,Nevada,AR_Nevada,2014,0,5,0,0,3,33,18,14,1,,0,0
AR,Nevada,AR_Nevada,2015,0,11,0,1,9,60,38,18,4,,1,0
AR,Newton,AR_Newton,2014,0,17,0,0,11,60,34,25,1,,0,0
AR,Newton,AR_Newton,2015,0,17,0,0,12,81,34,43,4,,1,0
AR,Newton,AR_Newton,2018,0,27,0,0,24,32,17,13,2,,4,0
AR,Perry,AR_Perry,2014,0,53,0,0,47,218,85,124,9,,0,0
AR,Perry,AR_Perry,2015,0,29,0,0,24,186,43,138,5,,1,0
AR,Perry,AR_Perry,2017,0,41,0,1,33,151,28,123,0,,3,0
AR,Perry,AR_Perry,2018,0,16,0,0,11,137,16,121,0,,4,0
AR,Perry,AR_Perry,2019,0,29,0,0,22,95,23,72,0,,5,0
AR,Pike,AR_Pike,2014,0,13,1,0,7,68,19,45,4,,0,0
AR,Pike,AR_Pike,2015,0,17,0,0,10,77,37,36,4,,1,0
AR,Pike,AR_Pike,2017,0,2,0,1,0,53,17,33,3,,3,0
AR,Pike,AR_Pike,2018,0,1,0,0,1,60,26,32,2,,4,0
AR,Pike,AR_Pike,2019,0,10,0,0,7,73,22,49,2,,5,0
AR,Poinsett,AR_Poinsett,2014,0,3,0,0,1,8,5,3,0,,0,0
AR,Poinsett,AR_Poinsett,2015,0,11,0,1,8,1,0,1,0,,1,0
AR,Poinsett,AR_Poinsett,2019,0,42,0,0,38,138,60,50,28,,5,0
AR,Polk,AR_Polk,2014,0,35,0,0,26,185,54,115,16,,0,0
AR,Polk,AR_Polk,2015,0,30,0,2,23,134,39,88,7,,1,0
AR,Polk,AR_Polk,2017,0,30,5,1,18,96,27,61,8,,3,0
AR,Polk,AR_Polk,2018,0,41,0,0,34,69,22,44,3,,4,0
AR,Pope,AR_Pope,2014,0,60,1,0,44,414,138,247,29,,0,0
AR,Pope,AR_Pope,2015,0,55,2,2,47,328,135,166,27,,1,0
AR,Pope,AR_Pope,2017,0,79,1,1,69,379,136,188,55,,3,0
AR,Pope,AR_Pope,2018,0,50,2,0,36,287,87,173,27,,4,0
AR,Pope,AR_Pope,2019,0,91,2,1,73,309,102,163,44,,5,0
AR,Prairie,AR_Prairie,2014,0,11,0,0,8,62,21,30,11,,0,0
AR,Prairie,AR_Prairie,2017,0,4,0,0,3,67,28,35,4,,3,0
AR,Prairie,AR_Prairie,2018,0,3,0,0,3,58,18,33,7,,4,0
AR,Prairie,AR_Prairie,2019,0,3,0,1,1,67,24,39,4,,5,0
AR,Pulaski,AR_Pulaski,2014,0,357,4,35,295,2014,629,1204,181,,0,0
AR,Pulaski,AR_Pulaski,2015,0,365,2,27,311,1657,469,1034,154,,1,0
AR,Pulaski,AR_Pulaski,2017,0,412,3,40,349,1805,460,1093,252,,3,0
AR,Pulaski,AR_Pulaski,2018,0,345,1,26,300,1688,404,1088,196,,4,0
AR,Pulaski,AR_Pulaski,2019,0,428,4,27,366,1638,353,1123,162,,5,0
AR,Randolph,AR_Randolph,2014,0,33,4,0,24,235,91,136,8,,0,0
AR,Randolph,AR_Randolph,2015,0,17,1,0,6,153,44,99,10,,1,0
AR,Randolph,AR_Randolph,2017,0,33,0,0,18,173,43,118,12,,3,0
AR,Randolph,AR_Randolph,2019,0,40,1,0,23,112,24,75,13,,5,0
AR,Saline,AR_Saline,2014,0,213,0,8,187,727,194,456,77,,0,0
AR,Saline,AR_Saline,2015,0,151,0,5,138,651,223,349,79,,1,0
AR,Saline,AR_Saline,2017,0,167,2,14,121,838,321,407,110,,3,0
AR,Saline,AR_Saline,2018,0,193,0,12,141,843,326,395,122,,4,0
AR,Saline2,AR_Saline2,2019,0,187,7,2,147,0,0,376,81,,5,0
AR,Scott,AR_Scott,2014,0,20,1,1,15,104,45,57,2,,0,0
AR,Scott,AR_Scott,2015,0,12,0,0,10,97,36,58,3,,1,0
AR,Scott,AR_Scott,2017,0,22,0,0,20,91,41,41,9,,3,0
AR,Scott,AR_Scott,2018,0,24,0,0,20,67,31,33,3,,4,0
AR,Scott,AR_Scott,2019,0,22,0,1,19,65,28,29,8,,5,0
AR,Searcy,AR_Searcy,2014,0,9,0,0,7,22,6,12,4,,0,0
AR,Searcy,AR_Searcy,2015,0,8,0,0,8,25,7,15,3,,1,0
AR,Searcy,AR_Searcy,2017,0,6,0,0,4,52,20,29,3,,3,0
AR,Searcy,AR_Searcy,2018,0,23,1,0,16,30,9,17,4,,4,0
AR,Sebastian,AR_Sebastian,2014,0,62,0,1,51,253,64,177,12,,0,0
AR,Sebastian,AR_Sebastian,2015,0,36,0,1,30,317,112,191,14,,1,0
AR,Sebastian,AR_Sebastian,2017,0,62,0,1,51,222,77,126,19,,3,0
AR,Sebastian,AR_Sebastian,2018,0,53,0,1,43,212,80,122,10,,4,0
AR,Sebastian,AR_Sebastian,2019,0,45,0,0,39,223,83,127,13,,5,0
AR,Sevier,AR_Sevier,2014,0,9,0,0,7,226,79,130,17,,0,0
AR,Sevier,AR_Sevier,2015,0,13,0,1,11,110,51,56,3,,1,0
AR,Sevier,AR_Sevier,2017,0,24,0,0,18,69,34,33,2,,3,0
AR,Sevier,AR_Sevier,2018,0,19,0,0,14,103,32,64,7,,4,0
AR,Sevier,AR_Sevier,2019,0,26,0,0,20,88,21,53,14,,5,0
AR,St. Francis,AR_St. Francis,2014,0,19,0,3,16,294,76,217,1,,0,0
AR,St. Francis,AR_St. Francis,2015,0,16,0,1,13,273,73,196,4,,1,0
AR,St. Francis,AR_St. Francis,2017,0,25,0,2,16,272,68,204,0,,3,0
AR,St. Francis,AR_St. Francis,2018,0,22,0,2,16,277,67,210,0,,4,0
AR,St. Francis,AR_St. Francis,2019,0,40,0,6,27,286,80,206,0,,5,0
AR,Stone,AR_Stone,2014,0,13,0,0,9,140,57,75,8,,0,0
AR,Stone,AR_Stone,2015,0,34,0,0,28,139,63,73,3,,1,0
AR,Union,AR_Union,2014,0,48,0,3,43,388,103,258,27,,0,0
AR,Union,AR_Union,2015,0,41,1,3,37,357,102,217,38,,1,0
AR,Union,AR_Union,2017,0,49,1,5,39,317,108,171,38,,3,0
AR,Union,AR_Union,2018,0,51,1,4,42,278,43,197,38,,4,0
AR,Union,AR_Union,2019,0,60,3,3,52,273,76,174,23,,5,0
AR,Van Buren,AR_Van Buren,2014,0,34,0,0,33,287,43,215,29,,0,0
AR,Van Buren,AR_Van Buren,2015,0,18,0,0,17,198,32,136,30,,1,0
AR,Van Buren,AR_Van Buren,2017,0,28,0,0,27,177,19,121,37,,3,0
AR,Van Buren,AR_Van Buren,2019,0,44,2,0,37,141,24,82,35,,5,0
AR,Washington,AR_Washington,2014,0,163,2,4,146,483,172,264,47,,0,0
AR,Washington,AR_Washington,2015,0,153,0,2,135,611,215,358,38,,1,0
AR,Washington,AR_Washington,2017,0,198,0,1,178,583,186,339,58,,3,0
AR,Washington,AR_Washington,2019,0,177,5,1,165,572,139,346,87,,5,0
AR,Washington2,AR_Washington2,2018,0,0,0,1,149,509,167,272,70,,4,0
AR,White,AR_White,2014,0,86,4,3,38,905,336,474,95,,0,0
AR,White,AR_White,2015,0,122,0,1,88,750,223,446,81,,1,0
AR,White,AR_White,2017,0,146,3,1,122,779,218,472,89,,3,0
AR,White,AR_White,2018,0,190,2,3,131,668,193,383,92,,4,0
AR,White,AR_White,2019,0,200,0,8,131,598,154,354,90,,5,0
AR,Woodruff,AR_Woodruff,2014,0,1,0,0,1,56,7,42,7,,0,0
AR,Woodruff,AR_Woodruff,2015,0,3,0,0,3,34,8,11,15,,1,0
AR,Woodruff,AR_Woodruff,2017,0,4,0,0,4,33,8,21,4,,3,0
AR,Woodruff,AR_Woodruff,2018,0,11,0,0,9,50,15,21,14,,4,0
AR,Woodruff,AR_Woodruff,2019,0,6,0,0,6,62,18,41,3,,5,0
AR,Yell,AR_Yell,2014,0,39,1,2,23,228,72,140,16,,0,0
AR,Yell,AR_Yell,2015,0,50,0,1,38,173,51,116,6,,1,0
AR,Yell,AR_Yell,2017,0,63,3,1,44,190,63,100,27,,3,0
AR,Yell,AR_Yell,2018,0,44,1,3,31,178,53,101,24,,4,0
AR,Yell,AR_Yell,2019,0,30,0,0,25,177,66,90,21,,5,0
AZ,Apache,AZ_Apache,2014,0,60,0,0,56,205,112,90,3,,0,0
AZ,Apache,AZ_Apache,2015,0,19,0,0,19,126,63,60,3,,1,0
AZ,Cochise,AZ_Cochise,2015,0,253,1,7,221,654,65,564,25,,1,0
AZ,Cochise,AZ_Cochise,2017,0,189,0,8,167,616,64,492,60,,3,0
AZ,Cochise,AZ_Cochise,2018,0,50,0,5,42,539,180,284,75,,4,0
AZ,Cochise,AZ_Cochise,2019,0,47,0,3,43,531,195,273,63,,5,0
AZ,Coconino,AZ_Coconino,2014,0,91,3,3,68,459,147,300,12,,0,0
AZ,Coconino,AZ_Coconino,2015,0,138,2,2,115,446,128,297,21,,1,0
AZ,Coconino,AZ_Coconino,2017,0,105,3,3,81,422,108,287,27,,3,0
AZ,Coconino,AZ_Coconino,2018,0,110,2,1,92,295,86,194,15,,4,0
AZ,Coconino,AZ_Coconino,2019,0,127,6,1,103,264,59,180,25,,5,0
AZ,Gila,AZ_Gila,2014,0,76,0,1,74,398,119,247,32,,0,0
AZ,Gila,AZ_Gila,2015,0,184,0,8,172,495,103,327,65,,1,0
AZ,Gila,AZ_Gila,2018,0,168,1,7,155,402,79,251,72,,4,0
AZ,Gila,AZ_Gila,2019,0,176,1,5,167,384,65,252,67,,5,0
AZ,Graham,AZ_Graham,2014,0,118,0,18,100,181,83,77,21,,0,0
AZ,Graham,AZ_Graham,2015,0,15,1,0,12,159,41,102,16,,1,0
AZ,Graham,AZ_Graham,2017,0,8,0,1,7,130,29,83,18,,3,0
AZ,Graham,AZ_Graham,2018,0,15,0,3,11,111,27,72,12,,4,0
AZ,Graham,AZ_Graham,2019,0,61,4,0,57,104,20,76,8,,5,0
AZ,Greenlee,AZ_Greenlee,2017,0,1,0,0,1,51,30,15,6,,3,0
AZ,Greenlee,AZ_Greenlee,2018,0,2,0,0,2,29,12,10,7,,4,0
AZ,La Paz,AZ_La Paz,2014,0,26,1,2,21,424,149,240,35,,0,0
AZ,La Paz,AZ_La Paz,2019,0,40,1,3,34,310,87,181,42,,5,0
AZ,La Paz2,AZ_La Paz2,2018,0,0,2,0,19,294,76,205,13,,4,0
AZ,Maricopa,AZ_Maricopa,2014,1,1114,17,81,936,5022,1195,3351,476,2022.0,0,0
AZ,Maricopa,AZ_Maricopa,2015,1,1053,20,123,884,5188,1270,3321,597,2022.0,1,1
AZ,Maricopa,AZ_Maricopa,2017,1,1389,18,133,1087,5411,1004,3733,674,2022.0,3,3
AZ,Mohave,AZ_Mohave,2014,0,163,3,23,91,2155,809,1186,160,,0,0
AZ,Mohave,AZ_Mohave,2015,0,139,2,16,107,2013,689,1186,138,,1,0
AZ,Mohave,AZ_Mohave,2017,0,172,4,24,123,2425,800,1394,231,,3,0
AZ,Mohave,AZ_Mohave,2018,0,149,4,17,122,2058,693,1184,181,,4,0
AZ,Mohave,AZ_Mohave,2019,0,135,3,19,107,1983,573,1197,213,,5,0
AZ,Navajo,AZ_Navajo,2014,0,69,0,1,64,499,255,207,37,,0,0
AZ,Navajo,AZ_Navajo,2015,0,43,0,1,41,406,175,187,44,,1,0
AZ,Navajo,AZ_Navajo,2017,0,85,1,4,77,441,182,211,48,,3,0
AZ,Navajo,AZ_Navajo,2018,0,49,0,5,42,347,129,166,52,,4,0
AZ,Navajo,AZ_Navajo,2019,0,43,1,5,37,341,192,115,34,,5,0
AZ,Pima,AZ_Pima,2014,1,976,12,161,734,9199,1898,6697,604,2018.0,0,0
AZ,Pima,AZ_Pima,2015,1,566,10,149,331,9143,1623,7006,514,2018.0,1,1
AZ,Pima,AZ_Pima,2017,1,650,15,189,364,8851,1776,6411,664,2018.0,3,3
AZ,Pima,AZ_Pima,2018,1,619,10,163,370,8574,1429,6480,665,2018.0,4,4
AZ,Pinal,AZ_Pinal,2014,0,194,7,16,115,3015,530,2125,360,,0,0
AZ,Pinal,AZ_Pinal,2015,0,318,0,20,273,2067,584,1282,201,,1,0
AZ,Pinal,AZ_Pinal,2017,0,219,7,16,169,2195,555,1411,229,,3,0
AZ,Pinal,AZ_Pinal,2018,0,212,3,18,186,1807,432,1154,221,,4,0
AZ,Pinal,AZ_Pinal,2019,0,197,3,18,171,1469,321,987,161,,5,0
AZ,Santa Cruz,AZ_Santa Cruz,2014,0,8,0,2,5,234,95,108,31,,0,0
AZ,Santa Cruz,AZ_Santa Cruz,2015,0,1,0,0,1,184,65,99,20,,1,0
AZ,Santa Cruz,AZ_Santa Cruz,2018,0,5,2,0,1,145,34,80,31,,4,0
AZ,Santa Cruz,AZ_Santa Cruz,2019,0,1,0,0,1,117,35,66,16,,5,0
AZ,Yavapai,AZ_Yavapai,2015,0,245,1,6,210,1152,343,708,101,,1,0
AZ,Yavapai,AZ_Yavapai,2017,0,249,3,12,204,1153,301,743,109,,3,0
AZ,Yavapai,AZ_Yavapai,2018,0,238,3,5,209,952,225,641,86,,4,0
AZ,Yavapai,AZ_Yavapai,2019,0,193,5,4,184,860,155,608,97,,5,0
AZ,Yuma,AZ_Yuma,2014,0,152,5,12,121,1126,510,537,79,,0,0
AZ,Yuma,AZ_Yuma,2015,0,124,5,10,87,1020,419,535,66,,1,0
AZ,Yuma,AZ_Yuma,2017,0,149,11,8,108,1001,378,521,102,,3,0
AZ,Yuma,AZ_Yuma,2018,0,144,11,7,109,856,317,440,99,,4,0
AZ,Yuma,AZ_Yuma,2019,0,136,7,6,106,807,223,502,82,,5,0
CA,Alameda,CA_Alameda,2015,1,510,6,177,314,2077,463,985,629,2018.0,1,1
CA,Alameda,CA_Alameda,2017,1,675,8,227,412,2202,377,1156,669,2018.0,3,3
CA,Alameda,CA_Alameda,2018,1,670,7,223,405,2064,385,1192,487,2018.0,4,4
CA,Alameda,CA_Alameda,2019,1,633,5,210,391,2169,354,1324,491,2018.0,5,5
CA,Alameda3,CA_Alameda3,2014,0,588,2,182,378,2111,540,887,684,,0,0
CA,Alpine,CA_Alpine,2014,0,4,0,0,3,24,10,14,0,,0,0
CA,Alpine,CA_Alpine,2017,0,13,0,0,13,29,8,21,0,,3,0
CA,Alpine,CA_Alpine,2018,0,12,0,1,9,27,11,16,0,,4,0
CA,Alpine,CA_Alpine,2019,0,13,0,0,11,29,12,14,3,,5,0
CA,Alpine3,CA_Alpine3,2015,0,9,0,0,9,35,15,19,1,,1,0
CA,Amador,CA_Amador,2014,0,55,1,6,45,383,134,246,3,,0,0
CA,Amador,CA_Amador,2017,0,87,0,5,75,356,98,248,10,,3,0
CA,Amador,CA_Amador,2018,0,83,3,5,67,338,78,258,2,,4,0
CA,Amador,CA_Amador,2019,0,66,1,8,54,416,146,268,2,,5,0
CA,Amador3,CA_Amador3,2015,0,50,1,5,42,340,130,205,5,,1,0
CA,Butte,CA_Butte,2014,0,82,9,16,54,1119,581,525,13,,0,0
CA,Butte,CA_Butte,2017,0,161,5,27,80,1229,616,589,24,,3,0
CA,Butte,CA_Butte,2018,0,327,3,31,261,1394,588,757,49,,4,0
CA,Butte,CA_Butte,2019,0,283,5,28,218,1290,524,724,42,,5,0
CA,Butte3,CA_Butte3,2015,0,155,4,14,117,1422,708,693,21,,1,0
CA,Calaveras,CA_Calaveras,2014,0,106,0,9,85,833,275,555,3,,0,0
CA,Calaveras,CA_Calaveras,2017,0,200,2,17,152,588,214,359,15,,3,0
CA,Calaveras,CA_Calaveras,2018,0,187,2,14,144,615,217,376,22,,4,0
CA,Calaveras,CA_Calaveras,2019,0,139,1,8,98,668,274,380,14,,5,0
CA,Calaveras3,CA_Calaveras3,2015,0,111,6,8,73,656,251,386,19,,1,0
CA,Colusa,CA_Colusa,2014,0,25,0,0,24,163,59,104,0,,0,0
CA,Colusa,CA_Colusa,2017,0,60,1,1,49,151,57,91,3,,3,0
CA,Colusa,CA_Colusa,2018,0,24,2,5,10,185,68,114,3,,4,0
CA,Colusa,CA_Colusa,2019,0,26,0,4,14,169,53,111,5,,5,0
CA,Colusa3,CA_Colusa3,2015,0,33,0,0,31,166,49,116,1,,1,0
CA,Contra Costa,CA_Contra Costa,2014,1,412,10,107,258,2145,784,1341,20,2015.0,0,0
CA,Contra Costa,CA_Contra Costa,2015,1,426,14,153,235,2013,660,1332,21,2015.0,1,1
CA,Contra Costa,CA_Contra Costa,2017,1,318,3,110,177,1525,500,993,32,2015.0,3,3
CA,Contra Costa,CA_Contra Costa,2018,1,300,4,111,160,1462,376,1062,24,2015.0,4,4
CA,Contra Costa,CA_Contra Costa,2019,1,332,8,89,207,1499,411,1053,35,2015.0,5,5
CA,Del Norte,CA_Del Norte,2014,0,102,1,9,69,350,207,142,1,,0,0
CA,Del Norte,CA_Del Norte,2017,0,113,4,12,68,348,189,148,11,,3,0
CA,Del Norte,CA_Del Norte,2018,0,102,1,12,69,299,130,163,6,,4,0
CA,Del Norte,CA_Del Norte,2019,0,84,2,18,53,424,192,228,4,,5,0
CA,Del Norte3,CA_Del Norte3,2015,0,101,1,13,66,380,194,182,4,,1,0
CA,El Dorado,CA_El Dorado,2014,0,240,3,23,184,1969,625,1288,56,,0,0
CA,El Dorado,CA_El Dorado,2017,0,206,5,19,145,2003,525,1446,32,,3,0
CA,El Dorado,CA_El Dorado,2018,0,239,2,27,155,1991,526,1432,33,,4,0
CA,El Dorado,CA_El Dorado,2019,0,173,3,29,94,1695,482,1186,27,,5,0
CA,El Dorado3,CA_El Dorado3,2015,0,252,9,32,165,2031,577,1412,42,,1,0
CA,Fresno,CA_Fresno,2014,0,735,10,91,612,3368,1108,1702,558,,0,0
CA,Fresno,CA_Fresno,2015,0,962,8,112,810,3810,1398,1838,574,,1,0
CA,Fresno,CA_Fresno,2017,0,1213,15,86,1074,3334,1469,1249,616,,3,0
CA,Fresno,CA_Fresno,2018,0,1534,7,101,1387,3395,1546,1245,604,,4,0
CA,Fresno,CA_Fresno,2019,0,1082,14,102,928,3281,1378,1304,599,,5,0
CA,Glenn,CA_Glenn,2014,0,81,0,5,55,203,88,113,2,,0,0
CA,Glenn,CA_Glenn,2017,0,81,0,6,70,235,100,123,12,,3,0
CA,Glenn,CA_Glenn,2018,0,55,1,7,38,444,132,276,36,,4,0
CA,Glenn,CA_Glenn,2019,0,55,2,8,37,362,86,239,37,,5,0
CA,Glenn3,CA_Glenn3,2015,0,44,1,3,38,165,74,89,2,,1,0
CA,Humboldt,CA_Humboldt,2014,0,202,6,34,148,872,406,447,19,,0,0
CA,Humboldt,CA_Humboldt,2017,0,273,4,51,193,949,362,546,41,,3,0
CA,Humboldt,CA_Humboldt,2018,0,240,7,52,164,899,338,538,23,,4,0
CA,Humboldt,CA_Humboldt,2019,0,310,1,59,229,1092,398,661,33,,5,0
CA,Humboldt3,CA_Humboldt3,2015,0,265,7,45,195,760,371,358,31,,1,0
CA,Imperial,CA_Imperial,2014,0,214,1,9,198,584,247,316,21,,0,0
CA,Imperial,CA_Imperial,2017,0,137,1,6,119,641,218,358,65,,3,0
CA,Imperial,CA_Imperial,2018,0,241,3,15,210,721,174,456,91,,4,0
CA,Imperial,CA_Imperial,2019,0,211,2,7,191,588,178,324,86,,5,0
CA,Imperial3,CA_Imperial3,2015,0,219,0,7,206,625,202,395,28,,1,0
CA,Inyo,CA_Inyo,2014,0,79,0,3,65,156,61,94,1,,0,0
CA,Inyo,CA_Inyo,2017,0,84,0,6,72,170,63,102,5,,3,0
CA,Inyo,CA_Inyo,2018,0,80,0,4,70,139,58,80,1,,4,0
CA,Inyo,CA_Inyo,2019,0,60,1,3,47,192,86,105,1,,5,0
CA,Inyo3,CA_Inyo3,2015,0,58,0,7,44,107,41,65,1,,1,0
CA,Kern,CA_Kern,2015,0,2235,31,360,1687,9903,3243,4777,1883,,1,0
CA,Kern,CA_Kern,2017,0,2187,32,429,1588,9086,2815,4316,1955,,3,0
