fips,state_abbr,population,violent_crimes,property_crimes,murder,grand_total,has_r1_state,violent_crimes_rate,property_crimes_rate,murder_rate,grand_total_rate
04001,AZ,71099.0,88.25,191.75,1.5,4642.75,1,124.12270214770955,269.6943698223604,2.1097343141253746,6529.979324603722
04003,AZ,129242.75,240.75,898.5,5.25,7048.75,1,186.27737339231794,695.2034059937598,4.062123407309114,5453.884260432404
04005,AZ,124211.75,317.25,1323.25,6.25,13084.25,1,255.41061936572024,1065.3178946436228,5.0317300899472075,10533.826308702679
04007,AZ,52747.75,133.5,338.75,5.25,4482.0,1,253.0913640866198,642.2074875231644,9.953031171945723,8497.044897649663
04009,AZ,34231.0,60.75,168.75,0.75,2192.25,1,177.47071368058192,492.9742046682831,2.1909964651923697,6404.282667757297
04011,AZ,7707.0,15.25,16.25,0.5,550.5,1,197.872064357078,210.84728169196836,6.48760866744518,7142.857142857142
04012,AZ,20521.0,32.5,89.5,1.25,1505.0,1,158.37434822864384,436.1385897373423,6.0913210857170705,7333.950587203352
04013,AZ,3811020.5,5141.75,23329.75,144.0,170246.25,1,134.91793077470982,612.1654291809766,3.7785154921103152,4467.208979851985
04015,AZ,194752.0,394.75,1670.25,18.5,16381.25,1,202.69368222149194,857.629189944134,9.499260598093986,8411.338522839304
04017,AZ,112180.0,274.5,694.0,3.75,7322.25,1,244.6960242467463,618.6486004635407,3.3428418612943482,6527.233018363345
04019,AZ,967934.5,1237.0,7815.25,67.25,69795.0,1,127.79790368046598,807.4151711711897,6.947784173412561,7210.715187856204
04021,AZ,266439.5,477.5,1428.5,21.25,14126.25,1,179.21516892202544,536.1442278641117,7.975544166686996,5301.860272219397
04023,AZ,43196.75,129.5,217.0,4.25,3272.5,1,299.7910722450184,502.3526075457065,9.83870314317628,7575.801420245735
04025,AZ,211889.0,326.5,1140.5,12.0,12966.25,1,154.09011321965747,538.2535195314528,5.663342599191086,6119.359664730118
04027,AZ,188963.75,373.5,1141.5,7.25,11001.0,1,197.65695801443397,604.0841166625873,3.8367147138009274,5821.751526417103
04777,AZ,0.0,0.0,0.0,0.0,0.0,1,,,,
05001,AR,19912.0,17.75,45.5,1.0,616.75,0,89.14222579349136,228.505423865006,5.02209722780233,3097.378465247087
05003,AR,23033.25,29.25,92.0,0.5,862.25,0,126.99032919800723,399.42257388774925,2.170774858085594,3743.5012427686065
05005,AR,41289.0,18.25,158.0,0.75,2252.25,0,44.200634551575476,382.6685073506261,1.8164644336263898,5454.842694180048
05007,AR,191249.75,195.75,1065.25,2.25,12574.5,0,102.35307497133982,556.9941921492708,1.1764721261073543,6574.910555438634
05009,AR,36394.0,49.75,253.0,0.25,1998.25,0,136.69835687201189,695.1695334395779,0.6869264164422707,5490.602846623069
05011,AR,12187.0,20.25,17.0,1.25,118.0,0,166.16066300155904,139.49290227291377,10.256831049478953,968.2448510708132
05013,AR,5573.75,3.0,8.75,0.5,119.5,0,53.82372729311504,156.98587127158558,8.970621215519174,2143.9784705090824
05015,AR,27361.75,18.5,73.75,0.0,716.0,0,67.61263442579514,269.5368534541833,0.0,2616.791689128071
05017,AR,12863.0,22.25,32.75,0.5,371.75,0,172.9767550338179,254.6062349374174,3.887118090647594,2890.072300396486
05019,AR,23235.25,24.75,45.25,0.25,459.25,0,106.51918959339797,194.74720521621245,1.0759514100343228,1976.5227402330513
05021,AR,16502.75,20.25,43.75,0.0,435.5,0,122.706821590341,265.10733059641575,0.0,2638.954113708321
05023,AR,25437.5,22.0,71.0,0.25,690.0,0,86.48648648648648,279.1154791154791,0.9828009828009828,2712.530712530712
05025,AR,8909.25,2.75,11.5,0.5,30.5,0,30.86679574599433,129.0793276650672,5.6121446810898785,342.34082554648256
05027,AR,24615.75,48.75,127.25,1.25,1454.0,0,198.0439352853356,516.9454515909529,5.078049622700913,5906.787321125702
05029,AR,20827.5,22.5,79.0,0.0,1018.75,0,108.03024846957148,379.3062057376065,0.0,4891.369583483375
05031,AR,89156.75,199.75,802.75,4.25,5686.75,0,224.04360858824484,900.3805096080779,4.766885289111593,6378.372921848318
05033,AR,58703.25,60.25,216.0,1.25,3770.75,0,102.63486263537368,367.9523706098044,2.1293539965845163,6423.409266096851
05035,AR,52241.0,228.5,430.75,5.25,5352.25,0,437.3959150858521,824.543940583067,10.049577917727456,10245.305411458434
05037,AR,19078.0,25.0,51.75,0.5,361.0,0,131.04098962155362,271.254848516616,2.6208197924310723,1892.2318901352344
05039,AR,8438.0,23.5,53.0,2.25,633.25,0,278.50201469542543,628.1109267598957,26.665086513391802,7504.740459824603
05041,AR,14245.5,33.0,57.0,1.5,717.0,0,231.65210066336738,400.12635569127093,10.529640939243972,5033.168368958618
05043,AR,18677.25,30.75,47.75,0.25,608.25,0,164.6387985383287,255.6586221204942,1.3385268173847862,3256.6357466971854
05045,AR,101136.25,57.0,437.5,2.0,4912.75,0,56.35961388720661,432.58475571320866,1.977530311831811,4857.556019725865
05047,AR,18308.75,19.5,33.25,1.0,678.0,0,106.50645183313989,181.60715504881546,5.461869324776405,3703.1474021984027
05049,AR,11067.25,4.25,5.75,0.25,233.5,0,38.401590277620905,51.955092728545935,2.258917075154171,2109.8285481939956
05051,AR,95321.25,274.5,997.25,5.75,9072.75,0,287.9735630827334,1046.199037465413,6.032233106468914,9518.07702899406
05053,AR,17546.5,13.25,18.75,0.0,353.75,0,75.51363519790272,106.8589177328812,0.0,2016.0715812270253
05055,AR,40116.25,40.75,386.0,0.75,5117.25,0,101.57978375346649,962.2035957997072,1.86956657214969,12756.052721777334
05057,AR,23463.5,51.0,119.5,0.75,1278.25,0,217.35887655294394,509.3016813348392,3.196454066955058,5447.823214780404
05059,AR,31630.75,40.0,97.0,2.0,1040.5,0,126.45922085312552,306.66361056882937,6.322961042656276,3289.5204824419275
05061,AR,14436.25,16.25,76.25,1.25,642.25,0,112.56385834271364,528.1842583773487,8.658758334054896,4448.870032037406
05063,AR,34932.25,33.5,101.75,0.5,1097.5,0,95.89992056051356,291.278116926336,1.4313420979181128,3141.7959049302576
05065,AR,13351.0,3.5,12.0,0.0,91.75,0,26.215264774174216,89.88090779716875,0.0,687.2144408658527
05067,AR,17410.75,30.25,90.75,0.5,1092.25,0,173.74323334721365,521.229700041641,2.8717889809456802,6273.423028875838
05069,AR,81157.5,160.75,708.75,9.5,4139.5,0,198.071650802452,873.3019129470474,11.70563410652127,5100.576040415242
05071,AR,24493.0,22.5,78.25,0.5,1113.5,0,91.86298125995182,319.47903482627686,2.041399583554485,4546.196872575838
05073,AR,7974.75,5.5,18.75,0.0,183.75,0,68.96767923759366,235.11708830997836,0.0,2304.147465437788
05075,AR,17121.25,12.25,28.0,0.25,271.75,0,71.5485142731985,163.53946119588232,1.4601737606775207,1587.208877856465
05077,AR,11352.5,11.25,29.0,0.75,303.5,0,99.09711517286941,255.45034133450784,6.60647434485796,2673.4199515525215
05079,AR,14163.0,10.0,15.75,0.5,152.25,0,70.60650992021465,111.20525312433806,3.5303254960107324,1074.984113535268
05081,AR,13119.5,1.75,5.25,0.0,157.25,0,13.33892297724761,40.016768931742824,0.0,1198.5975075269637
05083,AR,22976.5,11.75,25.0,0.25,161.75,0,51.13920745109133,108.80682436402412,1.0880682436402411,703.980153635236
05085,AR,62515.5,76.75,104.25,1.25,1424.0,0,122.7695531508186,166.75864385632363,1.9995041229775017,2277.83509689597
05087,AR,15263.75,18.5,59.0,0.75,545.25,0,121.20219474244533,386.53672917860945,4.913602489558595,3572.1890099090983
05089,AR,16801.25,13.0,23.0,0.0,264.75,0,77.3751952979689,136.8945762964065,0.0,1575.775611933636
05091,AR,43234.5,194.0,416.25,8.0,5190.0,0,448.71572471058994,962.7727856225931,18.503741225178967,12004.302119834854
05093,AR,47604.0,154.25,372.25,4.75,3003.0,0,324.0273926560793,781.9721031846063,9.978153096378456,6308.293420720948
05095,AR,9103.25,3.0,12.25,0.0,92.0,0,32.955263230165045,134.5673248565073,0.0,1010.6280723917282
05097,AR,9261.25,3.25,8.25,0.0,236.0,0,35.092455122148735,89.08084761776219,0.0,2548.2521257929548
05099,AR,9523.0,5.25,12.75,0.0,159.25,0,55.12968602331198,133.8863803423291,0.0,1672.26714270713
05101,AR,8449.25,6.0,4.0,0.5,65.5,0,71.01222001952836,47.34148001301891,5.917685001627364,775.2167352131846
05103,AR,26810.25,29.25,94.0,0.5,415.5,0,109.10006434106359,350.61217258324706,1.8649583648045058,1549.7804011525443
05105,AR,10498.25,8.25,5.25,0.0,95.25,0,78.5845259924273,50.008334722453746,0.0,907.2940728216608
05107,AR,23357.75,67.75,107.25,1.25,911.5,0,290.05362245935504,459.16237651314873,5.351542849803598,3902.345046076784
05109,AR,10942.25,7.75,23.25,0.0,291.0,0,70.82638397039,212.47915191117002,0.0,2659.4164819849666
05111,AR,25249.25,40.5,101.0,0.25,1663.5,0,160.40080398427676,400.01188154103585,0.9901284196560293,6588.31450439122
05113,AR,20316.25,17.0,77.0,1.25,684.0,0,83.67685965667877,379.00695256260383,6.152710268873438,3366.7630591275456
05115,AR,57851.25,31.75,151.75,0.5,931.5,0,54.88213305676195,262.3106674445237,0.8642855599490072,1610.163998185
05117,AR,8997.75,4.5,6.0,0.0,92.5,0,50.01250312578145,66.68333750104192,0.0,1028.0347864743965
05119,AR,370946.25,1846.25,3538.75,56.75,38741.5,0,497.71361753892916,953.9791816199787,15.29871241453445,10443.965938461435
05121,AR,18459.5,3.0,6.0,0.0,94.75,0,16.251794468972616,32.50358893794523,0.0,513.2858419783852
05123,AR,27659.75,38.5,143.75,1.75,955.0,0,139.19142436211462,519.7082403130903,6.326882925550665,3452.6703965147913
05125,AR,93948.5,81.5,359.75,2.5,3147.5,0,86.74965539630756,382.92255863584836,2.6610323741198636,3350.2397590169085
05127,AR,11100.75,16.75,31.0,0.25,408.0,0,150.89070558295612,279.2604103326352,2.252100083327703,3675.4273359908116
05129,AR,8075.5,4.0,6.5,0.0,79.25,0,49.532536685034984,80.49037211318185,0.0,981.3633830722555
05131,AR,120867.75,310.0,987.75,3.0,12017.75,0,256.47867193688967,817.2155103408477,2.4820516639053842,9942.89212796631
05133,AR,16425.25,22.5,60.0,0.25,492.25,0,136.98421637418,365.29124366448,1.5220468486019998,2996.910244897338
05135,AR,18648.0,11.5,28.5,0.25,472.0,0,61.668811668811664,152.8314028314028,1.3406263406263406,2531.102531102531
05137,AR,11935.75,5.75,14.0,0.0,181.75,0,48.17460151226358,117.29468194290261,0.0,1522.7363173658966
05139,AR,44163.0,111.0,299.0,4.5,2506.0,0,251.34162081380342,677.0373389488939,10.189525168127165,5674.433349183706
05141,AR,16852.75,10.25,24.5,0.75,282.5,0,60.82093426888787,145.37686727685391,4.450312263577161,1676.2842859473974
05143,AR,191739.5,278.5,992.5,3.75,14329.25,0,145.24915314789075,517.6293877891619,1.955778543283987,7473.290584360552
05145,AR,72768.25,45.75,205.75,1.25,2249.5,0,62.870826218852315,282.7469397711227,1.7177821371271123,3091.3207339739515
05147,AR,7933.25,11.0,37.0,0.25,947.25,0,138.65691866511204,466.3914536917405,3.1512936060252734,11940.25147322976
05149,AR,21740.75,33.0,33.25,0.25,697.0,0,151.78869174246518,152.9386060738475,1.1499143313823121,3205.9611558938864
06001,CA,1458195.5,4148.0,6915.25,56.75,56948.0,1,284.46117135871015,474.2333932589972,3.891796401785632,3905.3748279980286
06003,CA,1166.75,7.5,4.5,0.0,101.5,1,642.811227769445,385.686736661667,0.0,8699.378615813157
06005,CA,38764.5,99.75,93.5,0.5,1695.75,1,257.32306620748363,241.2000670716764,1.2898399308645798,4374.492125527222
06007,CA,216529.0,656.25,1055.25,12.75,11156.5,1,303.07718596585215,487.34811503309027,5.888356755907984,5152.427619395093
06009,CA,47355.5,179.0,109.75,1.75,2048.75,1,377.99199670576803,231.75766278468183,3.6954524817603023,4326.319012575097
06011,CA,21192.0,81.25,67.75,1.25,1343.25,1,383.39939599849004,319.6961117402794,5.898452246130615,6338.47678369196
06013,CA,1023220.0,2683.25,4402.25,63.5,31261.75,1,262.2358828013526,430.2349445866969,6.205899024647681,3055.232501319364
06015,CA,28864.5,160.0,176.0,4.25,2045.5,1,554.3141228845121,609.7455351729633,14.723968889119853,7086.559614751685
06017,CA,177409.0,540.75,511.25,4.5,6731.25,1,304.80415311511814,288.17590990310526,2.5365116764087503,3794.1987159614227
06019,CA,891056.5,4785.0,5381.5,55.0,54708.5,1,537.002984659222,603.9459899568658,6.1724480995312865,6139.734124603771
06021,CA,27987.0,116.25,123.25,0.25,2513.5,1,415.3714224461357,440.38303498052665,0.8932718762282489,8980.955443598814
06023,CA,128771.0,462.25,655.25,3.0,9225.75,1,358.97057567309406,508.8490420979879,2.3297170946874686,7164.462495437638
06025,CA,159031.25,579.75,747.75,8.5,9167.25,1,364.55099233641187,470.19060719198274,5.344861465906858,5764.433090980546
06027,CA,17960.25,65.5,50.75,0.75,1182.5,1,364.6942553694965,282.56844977102213,4.17588842026141,6583.984075945491
06029,CA,774967.5,4076.75,4764.75,69.5,45839.75,1,526.054318406901,614.8322349001733,8.968118017852362,5915.05450228558
06031,CA,146610.25,548.75,708.0,4.0,10067.5,1,374.2917019785452,482.91302961423224,2.728322201210352,6866.8459401713035
06033,CA,65575.0,327.5,263.25,4.5,4258.25,1,499.4281357224552,401.44872283644685,6.862371330537552,6493.709492947007
06035,CA,34891.0,98.5,76.75,0.25,1201.75,1,282.3077584477372,219.97076610014042,0.7165171534206528,3444.2979564930783
06037,CA,9957690.25,35518.0,44383.25,711.0,393216.75,1,356.6891428461535,445.71832308200186,7.1402100502172186,3948.8750917914927
06039,CA,145412.0,505.0,397.25,12.0,5637.0,1,347.28908205650157,273.18928286523806,8.25241383104558,3876.571397133662
06041,CA,247694.75,533.5,759.5,3.25,8147.25,1,215.38607499755244,306.62741136015194,1.3120988636214534,3289.2299897353496
06043,CA,18215.5,67.75,39.0,1.25,980.5,1,371.9359885811534,214.10337350059018,6.862287612198402,5382.778403008428
06045,CA,87900.25,436.25,352.5,4.25,6123.0,1,496.30120505914374,401.0227502197093,4.835026066478764,6965.850495305759
06047,CA,245094.5,1247.25,1549.0,20.25,16497.25,1,508.88534830442956,632.0011260962609,8.262119305002765,6730.97519528182
06049,CA,9486.75,54.25,27.5,0.5,521.0,1,571.8502121379819,289.8779877197143,5.27050886763117,5491.870240071678
06051,CA,12710.0,50.5,43.75,0.0,643.75,1,397.3249409913454,344.2171518489379,0.0,5064.909520062943
06053,CA,411863.5,1522.25,2029.5,16.5,17668.25,1,369.60060796841674,492.76034414314455,4.006181659700362,4289.831461151571
06055,CA,133483.0,345.0,353.5,6.0,5382.25,1,258.45987878606263,264.8277308720961,4.494954413670654,4032.1613988298136
06057,CA,98409.5,241.75,274.5,4.0,3691.25,1,245.6571774066528,278.9364847905944,4.064648230099736,3750.908194838913
06059,CA,3005659.5,5977.75,10755.0,113.25,98582.0,1,198.88314028917782,357.8249632069102,3.7678918719835033,3279.879174603777
06061,CA,327047.25,766.0,1523.5,3.25,11729.75,1,234.21692125526204,465.83482967675155,0.9937402011483051,3586.561269052102
06063,CA,21209.0,100.0,76.5,0.5,1501.75,1,471.4979489839219,360.69593097270024,2.3574897449196097,7080.720448866047
06065,CA,2018710.75,5760.25,8554.0,84.5,66607.0,1,285.3430091458125,423.7357927578282,4.185839898063652,3299.482107577819
06067,CA,1380973.25,5783.25,8623.0,113.75,57008.75,1,418.78074032208804,624.4147017329989,8.23694448824407,4128.157442586234
06069,CA,55815.25,215.75,198.5,2.75,2214.25,1,386.54310425914065,355.6375721688965,4.926968883951966,3967.1057641056877
06071,CA,1994902.75,8589.25,12712.25,138.0,102240.75,1,430.5598355609064,637.2365770712381,6.917630445895169,5125.099456602584
06073,CA,2956555.5,9555.0,12412.25,97.0,115892.0,1,323.1801330974507,419.82130895225885,3.2808448885874117,3919.831709568787
06075,CA,756800.0,3591.25,3627.75,31.25,31833.0,1,474.53091966173355,479.3538583509514,4.129228329809725,4206.263213530656
06077,CA,672618.0,3369.75,4351.5,44.75,37852.75,1,500.99016083423277,646.9496802048117,6.653107707495191,5627.674251952818
06079,CA,258356.25,619.25,792.75,5.75,12406.0,1,239.68841473740233,306.843747732056,2.2256090185548056,4801.896605946246
06081,CA,703182.0,1374.25,2598.25,15.25,20070.25,1,195.43304578331072,369.4989348419044,2.1687130785486546,2854.2041747371236
06083,CA,402246.25,1175.5,1527.0,15.75,29015.0,1,292.23392387126046,379.6182065090725,3.9155119531878793,7213.243131539449
