fips,state_abbr,population,violent_crimes,property_crimes,murder,grand_total,has_r1_state,violent_crimes_rate,property_crimes_rate,murder_rate,grand_total_rate
01001,AL,50935.5,67.25,315.0,2.75,2626.0,0,132.02972386645854,618.4291898577613,5.398984990821726,5155.539849417401
01003,AL,167967.5,198.75,726.0,11.5,11019.5,0,118.32646196436811,432.22647238305024,6.846562579070356,6560.495333918764
01005,AL,28338.0,43.75,120.0,1.5,1273.75,0,154.3863363681276,423.45966546686424,5.293245818335803,4494.847907403487
01007,AL,21610.0,31.25,78.75,0.25,1054.0,0,144.60897732531237,364.41462285978713,1.1568718186024989,4877.3715872281355
01009,AL,56575.0,57.75,182.75,3.5,2257.75,0,102.07688908528503,323.02253645603184,6.18647812638091,3990.720282810429
01011,AL,10995.0,19.0,21.0,0.5,218.75,0,172.80582082764894,190.99590723055934,4.547521600727603,1989.5407003183266
01013,AL,20586.0,34.75,112.0,1.5,1110.75,0,168.80404158165743,544.0590692703779,7.286505392013991,5395.65724278636
01015,AL,115747.25,285.75,869.0,15.75,8009.0,0,246.8741157997274,750.7737764828106,13.607234729118835,6919.386853683349
01017,AL,35301.75,78.0,205.0,5.5,2361.5,0,220.9522190826234,580.7077552812538,15.579964166082418,6689.470068764296
01019,AL,24768.5,23.25,74.0,2.0,923.75,0,93.86922906110584,298.76657851706807,8.074772392353191,3729.53549871813
01021,AL,41990.75,106.75,198.75,3.75,2036.75,0,254.22265618023016,473.3185284854402,8.930538273310194,4850.473020843876
01023,AL,14696.5,13.75,32.0,1.0,458.0,0,93.5596910829109,217.73891742931988,6.804341169666246,3116.388255707141
01025,AL,27172.75,42.0,124.75,1.75,1315.75,0,154.5666154511413,459.0996494649971,6.440275643797555,4842.167244758076
01027,AL,13952.75,20.5,40.0,0.25,632.75,0,146.92444141835838,286.68183691387003,1.7917614807116877,4534.948307681281
01029,AL,14683.5,17.75,53.5,2.75,693.25,0,120.88398542581808,364.3545476214799,18.728504784281675,4721.285796983008
01031,AL,46484.0,67.75,205.75,2.0,2215.5,0,145.7490749505206,442.6254194991825,4.302555718096549,4766.156096721452
01033,AL,54939.0,105.0,297.75,5.5,3341.75,0,191.12106154098183,541.9647245126413,10.011103223575237,6082.655308615009
01035,AL,13328.75,22.25,59.75,0.75,554.5,0,166.93238300665854,448.2790959392291,5.626934258651412,4160.180061896277
01037,AL,11102.75,23.5,49.0,1.0,496.25,0,211.65927360338654,441.3321024070613,9.006777600144108,4469.613384071514
01039,AL,37175.75,48.5,175.25,2.5,2124.0,0,130.46138948104613,471.4094537433677,6.7248138907755735,5713.401881602927
01041,AL,13782.75,20.25,54.0,0.5,822.75,0,146.92278391467596,391.79409043913586,3.6277230596216286,5969.41829460739
01043,AL,80494.75,40.25,277.75,4.75,4437.0,0,50.00326108224449,345.05355939362505,5.901005966227611,5512.160730979349
01045,AL,47648.5,81.25,235.5,2.5,2802.0,0,170.51953366842608,494.24430989433034,5.246754882105418,5880.562871863753
01047,AL,44100.0,96.25,189.25,5.25,1686.0,0,218.25396825396825,429.1383219954648,11.904761904761905,3823.1292517006805
01049,AL,68110.25,53.25,216.75,2.5,2917.5,0,78.18206510767469,318.2340396636336,3.670519488623225,4283.496243223303
01051,AL,76134.25,149.25,409.75,6.25,4647.0,0,196.0352929200721,538.1940453869316,8.209183120606035,6103.691833832999
01053,AL,38098.0,75.0,120.5,1.75,1832.0,0,196.8607275972492,316.28956900624706,4.593416977269148,4808.651372775474
01055,AL,103162.0,184.75,738.0,10.5,7544.75,0,179.0872608130901,715.3796940733992,10.178166379093078,7313.497217967857
01057,AL,17243.75,17.0,71.75,0.75,808.25,0,98.58644436389996,416.09278724175425,4.349401957230881,4687.205509242479
01059,AL,30816.75,38.5,120.5,1.75,1477.25,0,124.93205805284464,391.0211167627994,5.678729911492939,4793.659292430253
01061,AL,25835.0,43.75,83.5,1.5,978.0,0,169.3439132959164,323.2049545190633,5.806077027288562,3785.5622217921423
01063,AL,9497.25,25.25,30.5,0.5,412.0,0,265.86643502066386,321.1455947774356,5.264681881597304,4338.09787043618
01065,AL,18662.0,41.5,57.75,2.5,691.75,0,222.37702282713536,309.4523630907727,13.396206194405744,3706.7302539920693
01067,AL,16748.25,28.25,72.75,1.25,864.5,0,168.67433911005628,434.3737405400564,7.463466332303375,5161.733315421014
01069,AL,96892.5,134.0,614.5,14.5,8041.25,0,138.29759785329102,634.2080140361742,14.965038573677013,8299.145960729675
01071,AL,53768.0,65.0,257.5,2.75,3083.5,0,120.88974854932303,478.90938848385656,5.114566284779051,5734.823686951347
01073,AL,682026.5,1472.0,4360.0,97.75,31156.25,0,215.82739087117582,639.2713479608198,14.332287675039021,4568.18759974869
01075,AL,14712.0,8.25,25.25,0.25,284.25,0,56.076672104404565,171.62860250135944,1.6992930940728654,1932.0962479608481
01077,AL,88334.5,97.75,425.75,6.5,3911.25,0,110.65891582564005,481.97476637101016,7.358393379710079,4427.771708675546
01079,AL,34511.75,34.0,122.25,1.5,1521.25,0,98.5171716879034,354.22718349547614,4.346345809760444,4407.919042065383
01081,AL,124141.75,166.5,635.0,9.75,5623.25,0,134.12087392033703,511.5120416781623,7.8539250493891055,4529.700926561773
01083,AL,71038.0,97.0,335.25,3.25,4300.25,0,136.54663701117713,471.9305160618261,4.575016188518821,6053.450266054788
01085,AL,12943.75,40.5,46.5,2.0,572.0,0,312.89232254949303,359.24674070497343,15.451472718493482,4419.121197489136
01087,AL,22759.25,39.0,78.25,4.0,847.25,0,171.35889803047112,343.8162505354966,17.575271592868834,3722.66221426453
01089,AL,306766.5,556.0,2117.0,22.5,14560.25,0,181.24534458619178,690.1014289369928,7.3345688007002074,4746.362461350897
01091,AL,21807.5,43.5,115.25,1.5,940.25,0,199.47265848905192,528.4879055370859,6.878367534105239,4311.590049294968
01093,AL,30890.5,17.5,78.25,0.25,805.25,0,56.651721403020346,253.31412570207667,0.8093103057574336,2606.7884948446936
01095,AL,87806.0,94.5,509.75,2.5,6383.0,0,107.62362480923855,580.541193084755,2.8471858415142473,7269.434890554176
01097,AL,404770.5,667.75,3034.25,36.25,29825.0,0,164.97002622473724,749.6223168437424,8.955692176183788,7368.372942198109
01099,AL,23421.75,63.5,85.25,1.5,1295.75,0,271.11552296476566,363.9779264999413,6.404303692081078,5532.251006009371
01101,AL,224496.5,684.5,2134.75,39.5,15056.25,0,304.90453080560275,950.9056934072469,17.59492909689015,6706.674714305123
01103,AL,115310.25,137.25,666.25,6.75,6892.25,0,119.02671271634568,577.789051710494,5.853772756541591,5977.135597225745
01105,AL,11165.5,34.0,31.25,1.5,362.25,0,304.5094263579777,279.8799874613766,13.434239398146076,3244.3688146522773
01107,AL,20118.25,37.75,57.0,0.0,979.25,0,187.6405750997229,283.32484187242926,0.0,4867.4710772557255
01109,AL,29784.0,53.5,154.75,3.25,1665.0,0,179.62664517861938,519.5742680633897,10.911899006177814,5590.2497985495565
01111,AL,22718.25,29.75,68.5,1.5,1279.5,0,130.95198793921188,301.5197033222189,6.602621240632531,5632.035918259548
01113,AL,52333.75,97.75,243.0,3.75,2494.75,0,186.78195237299067,464.3275133159768,7.165548044999642,4767.000262736762
01115,AL,73503.25,107.25,328.0,5.75,4307.0,0,145.9119154595205,446.2387717549904,7.822783346314619,5859.604847404707
01117,AL,158233.25,130.25,567.5,6.0,7128.25,0,82.31518975942161,358.6477557656182,3.791870545539575,4504.900202707079
01119,AL,13700.5,25.0,46.0,0.75,546.25,0,182.47509214992155,335.75416955585564,5.474252764497646,3987.0807634757857
01121,AL,78044.0,99.75,363.0,3.75,4615.5,0,127.81251601660601,465.12223873712264,4.804981805135564,5913.971605760853
01123,AL,39358.5,100.75,241.5,4.0,2919.0,0,255.98028380146602,613.59045695339,10.162988935045798,7416.441175349671
01125,AL,172404.25,274.5,1013.5,18.75,10934.0,0,159.21881276128636,587.8625381914889,10.87560196456874,6342.0710336317115
01127,AL,69987.0,85.75,388.5,3.75,3755.25,0,122.5227542257848,555.1030905739638,5.358137939903125,5365.639333018989
01129,AL,17677.5,19.0,23.0,1.0,466.5,0,107.48126149059539,130.10889548861547,5.65690849950502,2638.947815019092
01131,AL,12946.25,47.25,46.5,1.75,597.0,0,364.9705513179492,359.17736796369604,13.517427826590712,4611.373949985517
01133,AL,24591.0,37.25,91.5,1.5,1051.25,0,151.47818307510877,372.087349030133,6.09979260705136,4274.9379854418285
01777,AL,0.0,0.0,0.0,0.0,0.0,0,,,,
02013,AK,930.0,3.0,7.5,0.0,76.5,0,322.5806451612903,806.4516129032257,0.0,8225.806451612903
02016,AK,4631.75,17.75,33.75,0.5,332.75,0,383.22448318670047,728.6662708479516,10.795055864414097,7184.109677767582
02020,AK,279502.75,917.5,2576.25,15.5,18366.75,0,328.2615287327227,921.7261726405195,5.545562610743544,6571.223360056386
02050,AK,6387.5,23.25,25.5,0.25,582.0,0,363.9921722113503,399.2172211350294,3.913894324853229,9111.545988258316
02060,AK,1057.75,0.25,0.0,0.0,4.25,0,23.63507445048452,0.0,0.0,401.79626565823685
02070,AK,3315.5,28.25,25.75,0.75,428.5,0,852.0585130447896,776.6551048107375,22.621022470215653,12924.144171316542
02090,AK,34120.25,124.25,317.25,3.5,2779.75,0,364.15325210102503,929.7997523464805,10.257838087352818,8146.921549519713
02100,AK,2155.5,5.25,9.75,0.0,125.5,0,243.56297842727906,452.3312456506611,0.0,5822.315008118766
02110,AK,31058.0,38.25,114.75,0.5,1480.5,0,123.15667460879645,369.47002382638937,1.6098911713568165,4766.887758387533
02122,AK,20692.5,82.75,256.25,0.75,1806.75,0,399.9033466231727,1238.371390600459,3.624501631025734,8731.424429140994
02130,AK,7421.5,23.75,57.75,0.25,609.0,0,320.01616923802464,778.1445799366704,3.3685912551371016,8205.88829751398
02150,AK,6269.25,18.5,18.0,0.0,410.0,0,295.0911193523946,287.1156836942218,0.0,6539.857239701719
02164,AK,0.0,0.0,0.0,0.0,0.0,0,,,,
02170,AK,18370.25,86.75,236.25,0.25,2007.0,0,472.2309168356446,1286.0467331691186,1.360896013935575,10925.273199874799
02180,AK,3602.25,11.5,28.0,0.0,295.5,0,319.2449163717121,777.2919702963426,0.0,8203.206329377474
02185,AK,6767.25,20.75,37.25,0.0,410.5,0,306.6238132180723,550.4451586685876,0.0,6065.979533784033
02188,AK,3218.25,7.75,21.0,0.0,345.0,0,240.8141070457547,652.5285481239805,0.0,10720.111862036822
02201,AK,1973.25,21.0,25.5,0.0,394.5,0,1064.2341315089318,1292.2843025465602,0.0,19992.39832763208
02220,AK,8961.0,7.5,40.75,0.25,465.5,0,83.69601606963508,454.7483539783507,2.7898672023211697,5194.732730722018
02232,AK,1572.5,3.75,8.75,0.0,75.25,0,238.47376788553257,556.4387917329093,0.0,4785.373608903021
02240,AK,0.0,0.0,0.0,0.0,0.0,0,,,,
02261,AK,6476.25,25.5,37.5,0.0,416.75,0,393.7463810075275,579.0387955993051,0.0,6435.051148426945
02270,AK,833.75,3.0,6.25,0.0,68.5,0,359.82008995502247,749.6251874062968,0.0,8215.892053973013
02280,AK,5699.75,12.0,25.75,1.0,400.75,0,210.53554980481601,451.7742006228343,17.544629150401335,7031.010132023334
02282,AK,0.0,0.0,0.0,0.0,0.0,0,,,,
02290,AK,0.0,0.0,0.0,0.0,0.0,0,,,,
