year,prefecture,city,municipality,total_theft,has_r1,first_r1_year,population,theft_rate,purse_snatching,purse_snatching_rate,car_break_in,car_break_in_rate,parts_theft,parts_theft_rate,vending_machine,vending_machine_rate,car_theft,car_theft_rate,motorcycle_theft,motorcycle_theft_rate,bicycle_theft,bicycle_theft_rate,under15_ratio,working_age_ratio,elderly_ratio,pop_density,per_capita_tax,unemployment_rate,foreign_ratio,single_hh_ratio,net_migration_rate,trend,r1_trend
2018,北海道,札幌市,北海道_札幌市,3336,1,2007.0,1973395.0,169.04877127995155,14,0.7094372895441612,607,30.75917391095042,196,9.932122053618258,39,1.976289592301592,36,1.8242673159707001,38,1.9256155001912947,2406,121.92186561737513,0.10913476521426273,0.6008548719339007,0.2742694696196149,44.97356366371157,169979.8149888897,0.04651485197616831,0.006402164797214952,0.4363988207225349,0.004549013248741382,0,0
2018,北海道,函館市,北海道_函館市,396,1,2007.0,251084.0,157.71614280479838,0,0.0,186,74.07879434770834,25,9.956827197272625,7,2.7879116152363355,1,0.39827308789090504,0,0.0,177,70.49433655669019,0.09383313950709722,0.5374814803014131,0.3554866100587851,20.44491490920935,125907.34176610218,0.04872141145719887,0.003938920839241051,0.41909349141657404,-0.0031941501648850585,0,0
2018,北海道,小樽市,北海道_小樽市,81,0,,111299.0,72.77693420426058,0,0.0,51,45.822514128608525,10,8.984806691884025,1,0.8984806691884023,0,0.0,5,4.492403345942012,14,12.578729368637633,0.08238169255788462,0.49994159875650274,0.4081438287855237,13.051008442776736,125234.21594084403,0.05982995696441692,0.004959613293919981,0.39260667110139696,-0.0031356975354675243,0,0
2018,北海道,旭川市,北海道_旭川市,280,1,2007.0,329306.0,85.02729983662611,2,0.6073378559759008,37,11.235750335554165,25,7.591723199698761,2,0.6073378559759008,4,1.2146757119518017,3,0.9110067839638513,207,62.85946809350574,0.10534578780829988,0.5407128931753445,0.34135727864053494,9.403906562339369,120944.8506859881,0.04516385847222041,0.0032856978008296237,0.39543775100401607,-0.0012662994297097533,0,0
2018,北海道,室蘭市,北海道_室蘭市,36,0,,82383.0,43.69833582171079,0,0.0,11,13.352269278856074,0,0.0,0,0.0,0,0.0,0,0.0,25,30.346066542854714,0.09430343638857532,0.5267834383307236,0.3681584792979134,19.021703994458555,157336.18586358835,0.045639391108424465,0.004612602114513917,0.45343254920787324,-0.00843620649891361,0,0
2018,北海道,釧路市,北海道_釧路市,137,0,,165077.0,82.99157362927603,0,0.0,27,16.35600356197411,14,8.480890735838427,2,1.2115558194054896,1,0.6057779097027448,0,0.0,93,56.33734560235526,0.10076509749995456,0.5488044972952016,0.3413861410129818,5.296361652977413,125718.69491207134,0.0399300738109773,0.0049370899640773696,0.41681752918409387,-0.005185458907055495,0,0
2018,北海道,帯広市,北海道_帯広市,182,0,,166536.0,109.28567997309891,0,0.0,40,24.018830763318444,9,5.404236921746649,31,18.614593841571793,6,3.6028246144977665,0,0.0,96,57.645193831964264,0.11452778978719316,0.5812797233030697,0.2942306768506509,4.367584579071597,135184.1343613393,0.03454973971148118,0.004305375414324831,0.4234546432637334,0.000816640245952827,0,0
2018,北海道,北見市,北海道_北見市,88,0,,115480.0,76.20367163145133,0,0.0,18,15.587114651887774,3,2.5978524419812956,0,0.0,1,0.8659508139937652,2,1.7319016279875303,64,55.42085209560097,0.10403533079321095,0.5474281260824385,0.3363439556633183,2.6985091367948777,125541.31451333564,0.03549768451239125,0.0034811222722549357,0.3962089270136668,-0.0017578801524073433,0,0
2018,北海道,夕張市,北海道_夕張市,3,0,,7334.0,40.905372238887374,0,0.0,3,40.905372238887374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0560403599672757,0.4217343877829288,0.5219525497682029,0.6396302110587825,117351.92255249523,0.07273820258491133,0.011862557949277338,0.46596306068601584,-0.018543768748295608,0,0
2018,北海道,岩見沢市,北海道_岩見沢市,95,0,,79306.0,119.78917105893628,0,0.0,39,49.17660706630015,9,11.348447784530805,2,2.5218772854512896,3,3.782815928176935,0,0.0,42,52.95942299447709,0.09909716793180844,0.5345245000378281,0.36415908001916625,2.4728259174955567,107002.4083928076,0.045850732883047,0.002471439739742264,0.3546341188409065,-0.005548130027992838,0,0
2018,北海道,網走市,北海道_網走市,28,0,,35759.0,78.30196593864481,0,0.0,16,44.74398053636846,1,2.796498783523029,1,2.796498783523029,1,2.796498783523029,0,0.0,9,25.168489051707265,0.10433736961324422,0.5706255767778741,0.31485779803685787,1.5550771906936292,129259.59898207444,0.0334084734986417,0.008976761095108924,0.44308730297213983,-0.006236192287256355,0,0
2018,北海道,留萌市,北海道_留萌市,9,0,,20114.0,44.74495376354778,0,0.0,3,14.914984587849258,4,19.886646117132344,0,0.0,0,0.0,0,0.0,2,9.943323058566172,0.08506512876603362,0.49622153723774487,0.3691458685492692,6.106253794778385,111112.70756686885,0.04505669385319276,0.0066620264492393355,0.4211978740801308,-0.014020085512578304,0,0
2018,北海道,苫小牧市,北海道_苫小牧市,324,0,,170113.0,190.461634325419,1,0.5878445503870956,89,52.318164984451506,20,11.756891007741913,16,9.40551280619353,10,5.878445503870957,7,4.114911852709669,181,106.39986362006432,0.12007312786206815,0.5693098117133905,0.29405160099463296,7.352422526688853,164507.65667526878,0.037026719007217934,0.0042442376537948304,0.39552537455291265,-0.0010522417451929013,0,0
2018,北海道,稚内市,北海道_稚内市,3,0,,33563.0,8.938414325298691,0,0.0,1,2.9794714417662305,0,0.0,0,0.0,0,0.0,0,0.0,2,5.958942883532461,0.10380478503113548,0.5637159967821709,0.32848672645472693,1.0463912704598597,138894.13937967404,0.048062463851937534,0.012960700771683103,0.407175112895133,-0.013377826773530376,0,0
2018,北海道,美唄市,北海道_美唄市,24,0,,20413.0,117.57213540390927,0,0.0,11,53.88722872679175,1,4.898838975162887,0,0.0,1,4.898838975162887,0,0.0,11,53.88722872679175,0.07539313182775682,0.49816293538431394,0.4233576642335766,1.2956521739130435,99795.76740312546,0.037233489339573586,0.00215548914907167,0.386472913772839,-0.007397246852495958,0,0
2018,北海道,芦別市,北海道_芦別市,3,0,,12555.0,23.894862604540023,0,0.0,2,15.929908403026683,0,0.0,0,0.0,0,0.0,0,0.0,1,7.964954201513342,0.06730386300278773,0.4544006371963361,0.4774990043807248,0.8890383798328848,112688.9685384309,0.055684041985411846,0.001354042214257268,0.3721973094170404,-0.011867781760254879,0,0
2018,北海道,江別市,北海道_江別市,269,0,,121056.0,222.2112080359503,1,0.8260639703938673,52,42.955326460481096,29,23.955855141422152,1,0.8260639703938673,5,4.130319851969337,1,0.8260639703938673,180,148.6915146708961,0.11069257203277821,0.5745687946074544,0.3038511102299762,7.197574172067305,104905.81218609569,0.04482524237112295,0.005245506212001057,0.34433533200913324,0.0018256013745704468,0,0
2018,北海道,紋別市,北海道_紋別市,1,0,,21215.0,4.71364600518501,0,0.0,1,4.71364600518501,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09290596276219656,0.542776337497054,0.36280933301909024,1.193395961073297,142496.62974310628,0.03783891151057702,0.024935187367428707,0.47587562544674766,-0.00938015555031817,0,0
2018,北海道,士別市,北海道_士別市,5,0,,17858.0,27.998656064508904,0,0.0,3,16.79919363870534,0,0.0,0,0.0,0,0.0,0,0.0,2,11.199462425803562,0.09250755963713742,0.49294433867174375,0.41158024414828087,0.6281834810749964,125364.93448314481,0.024903154399557276,0.004255795721805353,0.34927056515875937,-0.009519543061933027,0,0
2018,北海道,名寄市,北海道_名寄市,15,0,,27282.0,54.98130635583901,0,0.0,2,7.330840847445201,0,0.0,0,0.0,0,0.0,3,10.996261271167803,10,36.65420423722601,0.11062238838794809,0.5583168389414266,0.3206143244630159,1.360291184682888,115139.61586393959,0.02074540382001574,0.0018327102118613004,0.4167387033398821,-0.015834616230481637,0,0
