year,prefecture,city,municipality,total_theft,has_r1,first_r1_year,post_r1,purse_snatching,car_break_in,parts_theft,vending_machine,car_theft,motorcycle_theft,bicycle_theft
2018,富山県,高岡市,富山県_高岡市,241,0,,0,0,65,4,1,2,0,169
2018,富山県,魚津市,富山県_魚津市,34,0,,0,0,7,1,0,1,1,24
2018,富山県,氷見市,富山県_氷見市,14,0,,0,0,8,0,0,0,0,6
2018,富山県,滑川市,富山県_滑川市,41,0,,0,0,15,0,0,1,0,25
2018,富山県,黒部市,富山県_黒部市,23,0,,0,0,6,0,0,1,0,16
2018,富山県,砺波市,富山県_砺波市,40,0,,0,0,23,1,0,1,0,15
2018,富山県,小矢部市,富山県_小矢部市,9,0,,0,0,6,0,0,1,0,2
2018,富山県,南砺市,富山県_南砺市,13,0,,0,0,6,0,0,0,0,7
2018,富山県,射水市,富山県_射水市,129,0,,0,0,30,8,4,4,1,82
2018,富山県,舟橋村,富山県_舟橋村,1,0,,0,0,0,0,0,0,0,1
2018,富山県,上市町,富山県_上市町,6,0,,0,0,2,0,0,0,0,4
2018,富山県,立山町,富山県_立山町,19,0,,0,0,4,2,1,2,0,10
2018,富山県,入善町,富山県_入善町,8,0,,0,0,2,0,0,0,0,6
2018,富山県,朝日町,富山県_朝日町,4,0,,0,0,3,0,0,0,0,1
2018,石川県,金沢市,石川県_金沢市,799,1,2006.0,1,3,103,25,10,16,9,633
2018,石川県,七尾市,石川県_七尾市,52,0,,0,0,4,16,1,0,4,27
2018,石川県,小松市,石川県_小松市,202,0,,0,0,43,7,0,3,0,149
2018,石川県,輪島市,石川県_輪島市,9,0,,0,0,2,0,0,0,0,7
2018,石川県,珠洲市,石川県_珠洲市,2,0,,0,0,1,0,0,1,0,0
2018,石川県,加賀市,石川県_加賀市,64,0,,0,1,24,2,0,1,0,36
2018,石川県,羽咋市,石川県_羽咋市,12,0,,0,0,4,3,0,0,0,5
2018,石川県,かほく市,石川県_かほく市,28,0,,0,0,11,0,0,0,1,16
2018,石川県,白山市,石川県_白山市,117,0,,0,0,26,5,5,1,0,80
2018,石川県,能美市,石川県_能美市,38,0,,0,0,17,2,1,0,0,18
2018,石川県,野々市市,石川県_野々市市,192,0,,0,0,25,6,3,1,1,156
2018,石川県,川北町,石川県_川北町,9,0,,0,0,5,1,2,0,0,1
2018,石川県,津幡町,石川県_津幡町,45,0,,0,0,10,0,2,0,0,33
2018,石川県,内灘町,石川県_内灘町,15,0,,0,0,5,0,0,0,0,10
2018,石川県,志賀町,石川県_志賀町,7,0,,0,0,0,6,0,1,0,0
2018,石川県,宝達志水町,石川県_宝達志水町,6,0,,0,0,1,2,0,0,0,3
2018,石川県,中能登町,石川県_中能登町,2,0,,0,0,1,0,0,0,0,1
2018,石川県,穴水町,石川県_穴水町,7,0,,0,0,6,1,0,0,0,0
2018,石川県,能登町,石川県_能登町,3,0,,0,1,2,0,0,0,0,0
2018,福井県,福井市,福井県_福井市,395,0,,0,1,78,9,11,6,1,289
2018,福井県,敦賀市,福井県_敦賀市,59,0,,0,0,14,7,1,4,4,29
2018,福井県,小浜市,福井県_小浜市,19,0,,0,0,2,3,0,0,0,14
2018,福井県,大野市,福井県_大野市,15,0,,0,0,2,0,0,1,0,12
2018,福井県,勝山市,福井県_勝山市,8,0,,0,0,1,2,0,3,0,2
2018,福井県,鯖江市,福井県_鯖江市,68,0,,0,0,26,3,1,2,0,36
2018,福井県,あわら市,福井県_あわら市,26,0,,0,0,6,2,0,0,0,18
2018,福井県,越前市,福井県_越前市,90,0,,0,0,49,4,4,4,0,29
2018,福井県,坂井市,福井県_坂井市,83,0,,0,1,37,4,0,2,0,39
2018,福井県,永平寺町,福井県_永平寺町,16,0,,0,0,9,1,0,0,0,6
2018,福井県,池田町,福井県_池田町,2,0,,0,0,2,0,0,0,0,0
2018,福井県,南越前町,福井県_南越前町,25,0,,0,0,20,1,1,0,1,2
2018,福井県,越前町,福井県_越前町,15,0,,0,0,7,1,1,0,1,5
2018,福井県,美浜町,福井県_美浜町,5,0,,0,0,1,3,0,0,1,0
2018,福井県,高浜町,福井県_高浜町,1,0,,0,0,0,0,0,0,0,1
2018,福井県,おおい町,福井県_おおい町,1,0,,0,0,1,0,0,0,0,0
2018,福井県,若狭町,福井県_若狭町,12,0,,0,0,3,1,0,1,2,5
2018,山梨県,甲府市,山梨県_甲府市,435,0,,0,0,72,18,6,4,80,255
2018,山梨県,富士吉田市,山梨県_富士吉田市,36,0,,0,0,10,0,0,1,3,22
2018,山梨県,都留市,山梨県_都留市,33,0,,0,0,5,1,0,3,3,21
2018,山梨県,山梨市,山梨県_山梨市,35,0,,0,0,9,5,0,2,6,13
2018,山梨県,大月市,山梨県_大月市,13,0,,0,0,4,1,0,1,4,3
2018,山梨県,韮崎市,山梨県_韮崎市,21,0,,0,0,8,5,0,0,1,7
2018,山梨県,南アルプス市,山梨県_南アルプス市,51,0,,0,0,5,10,1,5,8,22
2018,山梨県,北杜市,山梨県_北杜市,7,0,,0,0,1,1,0,2,1,2
2018,山梨県,甲斐市,山梨県_甲斐市,58,0,,0,0,15,5,1,2,9,26
2018,山梨県,笛吹市,山梨県_笛吹市,124,0,,0,0,22,12,5,12,13,60
2018,山梨県,上野原市,山梨県_上野原市,14,0,,0,0,2,1,0,2,5,4
2018,山梨県,甲州市,山梨県_甲州市,21,0,,0,0,6,3,0,2,3,7
2018,山梨県,中央市,山梨県_中央市,51,0,,0,0,13,3,0,3,13,19
2018,山梨県,市川三郷町,山梨県_市川三郷町,10,0,,0,0,1,0,2,0,1,6
2018,山梨県,身延町,山梨県_身延町,2,0,,0,0,1,0,0,1,0,0
2018,山梨県,南部町,山梨県_南部町,1,0,,0,0,1,0,0,0,0,0
2018,山梨県,富士川町,山梨県_富士川町,9,0,,0,0,3,0,0,0,5,1
2018,山梨県,昭和町,山梨県_昭和町,94,0,,0,0,19,2,1,0,26,46
2018,山梨県,西桂町,山梨県_西桂町,3,0,,0,0,0,1,0,0,0,2
2018,山梨県,忍野村,山梨県_忍野村,2,0,,0,0,0,0,0,0,0,2
2018,山梨県,山中湖村,山梨県_山中湖村,6,0,,0,0,0,0,2,4,0,0
2018,山梨県,富士河口湖町,山梨県_富士河口湖町,20,0,,0,0,1,2,0,7,0,10
2018,山梨県,丹波山村,山梨県_丹波山村,1,0,,0,0,0,0,0,0,0,1
2018,長野県,長野市,長野県_長野市,515,1,2006.0,1,0,54,18,4,12,12,415
2018,長野県,松本市,長野県_松本市,595,0,,0,0,60,12,2,8,6,507
2018,長野県,上田市,長野県_上田市,162,0,,0,0,25,16,1,6,3,111
2018,長野県,岡谷市,長野県_岡谷市,37,0,,0,0,15,1,1,0,0,20
2018,長野県,飯田市,長野県_飯田市,36,0,,0,0,7,4,10,1,4,10
2018,長野県,諏訪市,長野県_諏訪市,42,0,,0,0,11,3,0,2,1,25
2018,長野県,須坂市,長野県_須坂市,32,0,,0,0,4,1,2,1,0,24
2018,長野県,小諸市,長野県_小諸市,34,0,,0,0,15,4,0,2,4,9
2018,長野県,伊那市,長野県_伊那市,35,0,,0,0,3,3,1,0,1,27
2018,長野県,駒ヶ根市,長野県_駒ヶ根市,6,0,,0,0,3,2,0,0,0,1
2018,長野県,中野市,長野県_中野市,44,0,,0,0,10,3,5,3,0,23
2018,長野県,大町市,長野県_大町市,29,0,,0,0,1,2,0,0,0,26
2018,長野県,飯山市,長野県_飯山市,13,0,,0,0,6,1,0,1,0,5
2018,長野県,茅野市,長野県_茅野市,35,0,,0,0,5,4,2,2,2,20
2018,長野県,塩尻市,長野県_塩尻市,67,0,,0,0,29,0,1,0,1,36
2018,長野県,佐久市,長野県_佐久市,64,0,,0,0,18,1,0,5,1,39
2018,長野県,千曲市,長野県_千曲市,61,0,,0,0,18,4,0,2,1,36
2018,長野県,東御市,長野県_東御市,17,0,,0,0,3,2,0,2,0,10
2018,長野県,安曇野市,長野県_安曇野市,96,0,,0,0,20,7,1,2,0,66
2018,長野県,小海町,長野県_小海町,2,0,,0,0,1,0,0,0,0,1
2018,長野県,南牧村,長野県_南牧村,1,0,,0,0,0,0,0,1,0,0
2018,長野県,佐久穂町,長野県_佐久穂町,4,0,,0,0,0,0,0,0,1,3
2018,長野県,軽井沢町,長野県_軽井沢町,18,0,,0,0,4,3,1,2,0,8
2018,長野県,御代田町,長野県_御代田町,9,0,,0,0,2,2,0,0,1,4
2018,長野県,立科町,長野県_立科町,3,0,,0,0,1,0,0,1,0,1
2018,長野県,青木村,長野県_青木村,1,0,,0,0,1,0,0,0,0,0
2018,長野県,長和町,長野県_長和町,2,0,,0,0,2,0,0,0,0,0
2018,長野県,下諏訪町,長野県_下諏訪町,22,0,,0,1,3,1,0,2,0,15
2018,長野県,富士見町,長野県_富士見町,5,0,,0,0,2,2,0,0,0,1
2018,長野県,原村,長野県_原村,7,0,,0,0,5,0,2,0,0,0
2018,長野県,辰野町,長野県_辰野町,8,0,,0,0,4,0,0,0,0,4
2018,長野県,箕輪町,長野県_箕輪町,11,0,,0,0,1,1,0,0,1,8
2018,長野県,飯島町,長野県_飯島町,2,0,,0,0,1,0,1,0,0,0
2018,長野県,南箕輪村,長野県_南箕輪村,5,0,,0,0,1,0,0,0,0,4
2018,長野県,宮田村,長野県_宮田村,2,0,,0,0,0,0,0,1,0,1
2018,長野県,松川町,長野県_松川町,10,0,,0,0,4,2,2,0,0,2
2018,長野県,高森町,長野県_高森町,8,0,,0,0,4,1,2,0,0,1
2018,長野県,阿南町,長野県_阿南町,1,0,,0,0,1,0,0,0,0,0
2018,長野県,阿智村,長野県_阿智村,1,0,,0,0,0,0,1,0,0,0
2018,長野県,下條村,長野県_下條村,2,0,,0,0,0,0,2,0,0,0
2018,長野県,泰阜村,長野県_泰阜村,1,0,,0,0,0,0,1,0,0,0
2018,長野県,喬木村,長野県_喬木村,4,0,,0,0,0,1,2,0,0,1
2018,長野県,豊丘村,長野県_豊丘村,5,0,,0,0,1,1,3,0,0,0
2018,長野県,南木曽町,長野県_南木曽町,2,0,,0,0,0,2,0,0,0,0
2018,長野県,木曽町,長野県_木曽町,3,0,,0,0,2,0,0,0,0,1
2018,長野県,山形村,長野県_山形村,3,0,,0,0,2,0,0,0,0,1
2018,長野県,朝日村,長野県_朝日村,1,0,,0,0,0,1,0,0,0,0
2018,長野県,筑北村,長野県_筑北村,1,0,,0,0,1,0,0,0,0,0
2018,長野県,池田町,長野県_池田町,3,0,,0,0,1,0,0,0,0,2
2018,長野県,松川村,長野県_松川村,14,0,,0,0,2,0,0,0,0,12
2018,長野県,白馬村,長野県_白馬村,8,0,,0,0,3,0,0,2,1,2
2018,長野県,坂城町,長野県_坂城町,7,0,,0,0,3,0,0,0,0,4
2018,長野県,小布施町,長野県_小布施町,8,0,,0,0,1,0,1,0,0,6
2018,長野県,高山村,長野県_高山村,5,0,,0,0,5,0,0,0,0,0
2018,長野県,山ノ内町,長野県_山ノ内町,6,0,,0,0,5,0,1,0,0,0
2018,長野県,木島平村,長野県_木島平村,1,0,,0,0,0,1,0,0,0,0
2018,長野県,野沢温泉村,長野県_野沢温泉村,2,0,,0,0,0,0,0,0,0,2
2018,長野県,飯綱町,長野県_飯綱町,6,0,,0,0,2,0,1,1,0,2
2018,岐阜県,岐阜市,岐阜県_岐阜市,1095,0,,0,4,243,64,10,30,35,709
2018,岐阜県,大垣市,岐阜県_大垣市,378,0,,0,1,111,28,2,5,5,226
2018,岐阜県,高山市,岐阜県_高山市,85,0,,0,1,21,1,2,5,4,51
2018,岐阜県,多治見市,岐阜県_多治見市,116,0,,0,2,27,12,5,10,2,58
2018,岐阜県,関市,岐阜県_関市,149,0,,0,0,26,15,2,6,5,95
2018,岐阜県,中津川市,岐阜県_中津川市,20,0,,0,0,7,1,1,5,1,5
2018,岐阜県,美濃市,岐阜県_美濃市,14,0,,0,0,6,3,0,2,1,2
2018,岐阜県,瑞浪市,岐阜県_瑞浪市,51,0,,0,0,22,3,3,2,2,19
2018,岐阜県,羽島市,岐阜県_羽島市,172,0,,0,1,49,29,4,9,4,76
2018,岐阜県,恵那市,岐阜県_恵那市,27,0,,0,0,6,5,5,2,0,9
2018,岐阜県,美濃加茂市,岐阜県_美濃加茂市,84,0,,0,0,19,12,0,7,2,44
2018,岐阜県,土岐市,岐阜県_土岐市,72,0,,0,0,23,14,0,7,2,26
2018,岐阜県,各務原市,岐阜県_各務原市,333,0,,0,0,60,28,14,14,6,211
2018,岐阜県,可児市,岐阜県_可児市,133,0,,0,0,33,14,3,11,2,70
2018,岐阜県,山県市,岐阜県_山県市,37,0,,0,0,8,1,1,0,1,26
2018,岐阜県,瑞穂市,岐阜県_瑞穂市,106,0,,0,1,43,8,4,1,0,49
2018,岐阜県,飛騨市,岐阜県_飛騨市,14,0,,0,0,3,1,0,0,0,10
2018,岐阜県,本巣市,岐阜県_本巣市,73,1,2011.0,1,0,12,4,5,2,2,48
2018,岐阜県,郡上市,岐阜県_郡上市,15,0,,0,0,8,1,0,0,0,6
2018,岐阜県,下呂市,岐阜県_下呂市,7,0,,0,0,1,0,0,3,0,3
2018,岐阜県,海津市,岐阜県_海津市,62,0,,0,0,31,6,7,5,0,13
2018,岐阜県,岐南町,岐阜県_岐南町,98,0,,0,0,36,19,3,5,1,34
2018,岐阜県,笠松町,岐阜県_笠松町,42,0,,0,0,4,4,1,6,1,26
2018,岐阜県,養老町,岐阜県_養老町,31,0,,0,0,11,9,3,1,0,7
2018,岐阜県,垂井町,岐阜県_垂井町,65,0,,0,0,32,5,0,0,2,26
2018,岐阜県,関ケ原町,岐阜県_関ケ原町,3,0,,0,0,0,0,2,0,0,1
2018,岐阜県,神戸町,岐阜県_神戸町,33,0,,0,0,14,7,1,2,0,9
2018,岐阜県,輪之内町,岐阜県_輪之内町,6,0,,0,0,3,1,0,0,0,2
2018,岐阜県,安八町,岐阜県_安八町,19,0,,0,0,6,2,4,3,0,4
2018,岐阜県,揖斐川町,岐阜県_揖斐川町,19,0,,0,0,4,3,1,1,1,9
2018,岐阜県,大野町,岐阜県_大野町,26,0,,0,0,9,2,3,1,1,10
2018,岐阜県,池田町,岐阜県_池田町,23,0,,0,0,10,1,2,0,0,10
2018,岐阜県,北方町,岐阜県_北方町,28,0,,0,0,7,3,0,2,0,16
2018,岐阜県,坂祝町,岐阜県_坂祝町,19,0,,0,0,3,2,0,1,2,11
2018,岐阜県,富加町,岐阜県_富加町,6,0,,0,0,0,3,0,0,0,3
2018,岐阜県,川辺町,岐阜県_川辺町,8,0,,0,0,4,2,0,2,0,0
2018,岐阜県,七宗町,岐阜県_七宗町,1,0,,0,0,0,0,0,1,0,0
2018,岐阜県,八百津町,岐阜県_八百津町,3,0,,0,0,1,0,0,0,0,2
2018,岐阜県,御嵩町,岐阜県_御嵩町,27,0,,0,0,2,1,3,2,0,19
2018,静岡県,静岡市葵区,静岡県_静岡市葵区,519,0,,0,2,51,14,1,3,20,428
2018,静岡県,静岡市駿河区,静岡県_静岡市駿河区,489,1,2009.0,1,2,74,23,3,1,33,353
2018,静岡県,静岡市清水区,静岡県_静岡市清水区,334,0,,0,0,47,28,1,4,20,234
2018,静岡県,浜松市中区,静岡県_浜松市中区,514,0,,0,2,52,19,0,3,31,407
2018,静岡県,浜松市東区,静岡県_浜松市東区,171,0,,0,0,33,24,0,10,7,97
2018,静岡県,浜松市西区,静岡県_浜松市西区,118,0,,0,0,36,9,0,4,12,57
2018,静岡県,浜松市南区,静岡県_浜松市南区,128,0,,0,1,35,26,0,3,9,54
2018,静岡県,浜松市北区,静岡県_浜松市北区,62,0,,0,0,17,11,0,0,4,30
2018,静岡県,浜松市浜北区,静岡県_浜松市浜北区,80,0,,0,0,18,6,2,2,3,49
2018,静岡県,浜松市天竜区,静岡県_浜松市天竜区,23,0,,0,0,3,3,0,1,0,16
2018,静岡県,沼津市,静岡県_沼津市,491,0,,0,4,92,47,8,20,44,276
2018,静岡県,熱海市,静岡県_熱海市,16,0,,0,3,4,3,2,1,2,1
2018,静岡県,三島市,静岡県_三島市,185,0,,0,0,12,18,1,11,27,116
2018,静岡県,富士宮市,静岡県_富士宮市,109,0,,0,1,48,6,3,5,13,33
2018,静岡県,伊東市,静岡県_伊東市,38,0,,0,0,12,3,6,2,7,8
2018,静岡県,島田市,静岡県_島田市,76,0,,0,0,9,7,0,6,3,51
2018,静岡県,富士市,静岡県_富士市,407,1,1997.0,1,1,116,58,7,15,51,159
2018,静岡県,磐田市,静岡県_磐田市,178,0,,0,0,30,13,0,1,11,123
2018,静岡県,焼津市,静岡県_焼津市,181,0,,0,0,61,16,1,4,3,96
2018,静岡県,掛川市,静岡県_掛川市,109,0,,0,0,35,13,1,4,4,52
2018,静岡県,藤枝市,静岡県_藤枝市,138,0,,0,2,41,6,3,3,2,81
2018,静岡県,御殿場市,静岡県_御殿場市,149,0,,0,0,51,14,5,9,5,65
2018,静岡県,袋井市,静岡県_袋井市,118,0,,0,0,27,19,0,0,9,63
2018,静岡県,下田市,静岡県_下田市,15,0,,0,0,7,0,0,1,1,6
2018,静岡県,裾野市,静岡県_裾野市,39,0,,0,0,3,7,2,4,2,21
2018,静岡県,湖西市,静岡県_湖西市,92,0,,0,0,31,7,1,1,2,50
2018,静岡県,伊豆市,静岡県_伊豆市,19,0,,0,0,14,0,0,1,0,4
2018,静岡県,御前崎市,静岡県_御前崎市,28,0,,0,0,15,5,1,0,0,7
2018,静岡県,菊川市,静岡県_菊川市,20,0,,0,0,3,5,0,1,2,9
2018,静岡県,伊豆の国市,静岡県_伊豆の国市,79,0,,0,0,17,4,1,3,10,44
2018,静岡県,牧之原市,静岡県_牧之原市,19,0,,0,0,5,4,0,2,1,7
2018,静岡県,東伊豆町,静岡県_東伊豆町,4,0,,0,0,3,0,0,0,0,1
2018,静岡県,河津町,静岡県_河津町,5,0,,0,0,4,0,0,0,0,1
2018,静岡県,南伊豆町,静岡県_南伊豆町,3,0,,0,0,2,0,0,0,1,0
2018,静岡県,松崎町,静岡県_松崎町,1,0,,0,0,0,0,0,0,0,1
2018,静岡県,函南町,静岡県_函南町,75,0,,0,0,7,4,1,5,17,41
2018,静岡県,清水町,静岡県_清水町,77,0,,0,0,12,9,1,1,9,45
2018,静岡県,長泉町,静岡県_長泉町,72,0,,0,0,7,8,4,1,9,43
2018,静岡県,小山町,静岡県_小山町,15,0,,0,0,4,3,0,5,1,2
2018,静岡県,吉田町,静岡県_吉田町,28,0,,0,0,7,7,1,2,0,11
2018,静岡県,川根本町,静岡県_川根本町,2,0,,0,0,0,1,0,1,0,0
2018,静岡県,森町,静岡県_森町,14,0,,0,0,3,0,0,0,0,11
2018,愛知県,名古屋市千種区,愛知県_名古屋市千種区,549,1,1998.0,1,7,93,40,14,14,8,373
2018,愛知県,名古屋市東区,愛知県_名古屋市東区,375,0,,0,1,31,27,25,27,7,257
2018,愛知県,名古屋市北区,愛知県_名古屋市北区,551,0,,0,5,73,63,25,32,28,325
2018,愛知県,名古屋市西区,愛知県_名古屋市西区,554,0,,0,7,58,59,17,25,10,378
2018,愛知県,名古屋市中村区,愛知県_名古屋市中村区,728,0,,0,17,90,41,6,12,22,540
2018,愛知県,名古屋市中区,愛知県_名古屋市中区,1032,0,,0,22,70,41,37,18,33,811
2018,愛知県,名古屋市昭和区,愛知県_名古屋市昭和区,364,0,,0,4,85,23,7,18,4,223
2018,愛知県,名古屋市瑞穂区,愛知県_名古屋市瑞穂区,259,0,,0,4,54,14,2,12,9,164
2018,愛知県,名古屋市熱田区,愛知県_名古屋市熱田区,289,0,,0,4,29,22,14,8,7,205
2018,愛知県,名古屋市中川区,愛知県_名古屋市中川区,638,1,2005.0,1,7,81,59,6,25,36,424
2018,愛知県,名古屋市港区,愛知県_名古屋市港区,483,0,,0,5,70,55,15,31,20,287
2018,愛知県,名古屋市南区,愛知県_名古屋市南区,401,0,,0,0,74,54,10,23,17,223
2018,愛知県,名古屋市守山区,愛知県_名古屋市守山区,374,0,,0,4,45,71,9,29,13,203
2018,愛知県,名古屋市緑区,愛知県_名古屋市緑区,383,1,2000.0,1,2,74,52,9,33,29,184
2018,愛知県,名古屋市名東区,愛知県_名古屋市名東区,411,0,,0,0,127,31,10,20,18,205
2018,愛知県,名古屋市天白区,愛知県_名古屋市天白区,312,0,,0,0,37,35,6,21,22,191
2018,愛知県,豊橋市,愛知県_豊橋市,632,1,2007.0,1,4,79,102,24,5,35,383
2018,愛知県,岡崎市,愛知県_岡崎市,708,0,,0,5,140,80,10,21,34,418
2018,愛知県,一宮市,愛知県_一宮市,828,0,,0,4,156,128,65,34,30,411
2018,愛知県,瀬戸市,愛知県_瀬戸市,116,0,,0,0,13,15,4,12,10,62
2018,愛知県,半田市,愛知県_半田市,238,1,2007.0,1,1,29,27,3,9,8,161
2018,愛知県,春日井市,愛知県_春日井市,731,0,,0,4,89,104,17,37,32,448
2018,愛知県,豊川市,愛知県_豊川市,330,0,,0,0,61,34,15,8,5,207
2018,愛知県,津島市,愛知県_津島市,109,0,,0,1,24,16,7,2,6,53
2018,愛知県,碧南市,愛知県_碧南市,96,0,,0,0,27,17,3,4,3,42
2018,愛知県,刈谷市,愛知県_刈谷市,302,0,,0,0,45,35,12,22,14,174
2018,愛知県,豊田市,愛知県_豊田市,708,0,,0,1,125,122,12,47,46,355
2018,愛知県,安城市,愛知県_安城市,382,0,,0,1,67,61,16,28,11,198
2018,愛知県,西尾市,愛知県_西尾市,260,0,,0,0,82,36,6,19,2,115
2018,愛知県,蒲郡市,愛知県_蒲郡市,119,0,,0,2,21,14,4,2,4,72
2018,愛知県,犬山市,愛知県_犬山市,154,0,,0,0,20,22,15,7,5,85
2018,愛知県,常滑市,愛知県_常滑市,78,0,,0,0,10,11,0,5,2,50
2018,愛知県,江南市,愛知県_江南市,238,0,,0,1,49,17,5,10,7,149
2018,愛知県,小牧市,愛知県_小牧市,440,0,,0,3,75,49,50,17,18,228
2018,愛知県,稲沢市,愛知県_稲沢市,326,0,,0,1,58,44,25,5,19,174
2018,愛知県,新城市,愛知県_新城市,45,0,,0,0,13,7,0,1,0,24
2018,愛知県,東海市,愛知県_東海市,183,0,,0,0,35,29,4,8,5,102
2018,愛知県,大府市,愛知県_大府市,170,0,,0,0,37,12,15,12,5,89
2018,愛知県,知多市,愛知県_知多市,82,0,,0,0,23,8,3,4,2,42
2018,愛知県,知立市,愛知県_知立市,217,0,,0,1,31,28,7,14,5,131
2018,愛知県,尾張旭市,愛知県_尾張旭市,162,0,,0,1,30,15,6,11,9,90
2018,愛知県,高浜市,愛知県_高浜市,81,0,,0,0,14,25,1,3,2,36
2018,愛知県,岩倉市,愛知県_岩倉市,157,0,,0,0,14,12,6,10,2,113
2018,愛知県,豊明市,愛知県_豊明市,180,0,,0,1,33,18,8,16,11,93
2018,愛知県,日進市,愛知県_日進市,180,0,,0,3,22,18,11,7,5,114
2018,愛知県,田原市,愛知県_田原市,53,0,,0,1,30,5,0,3,5,9
2018,愛知県,愛西市,愛知県_愛西市,105,0,,0,1,22,26,8,4,4,40
2018,愛知県,清須市,愛知県_清須市,209,0,,0,0,29,34,7,18,13,108
2018,愛知県,北名古屋市,愛知県_北名古屋市,234,1,2005.0,1,2,41,35,11,16,13,116
2018,愛知県,弥富市,愛知県_弥富市,100,0,,0,1,32,13,12,2,2,38
2018,愛知県,みよし市,愛知県_みよし市,118,0,,0,0,25,26,6,12,4,45
2018,愛知県,あま市,愛知県_あま市,229,0,,0,1,49,38,5,10,12,114
2018,愛知県,長久手市,愛知県_長久手市,155,0,,0,2,22,12,6,5,8,100
2018,愛知県,東郷町,愛知県_東郷町,65,0,,0,0,9,18,10,4,2,22
2018,愛知県,豊山町,愛知県_豊山町,41,0,,0,0,7,7,7,5,0,15
2018,愛知県,大口町,愛知県_大口町,60,0,,0,0,12,6,13,3,1,25
2018,愛知県,扶桑町,愛知県_扶桑町,63,0,,0,0,13,7,2,2,0,39
2018,愛知県,大治町,愛知県_大治町,91,0,,0,3,23,20,0,9,3,33
2018,愛知県,蟹江町,愛知県_蟹江町,88,0,,0,0,16,9,2,3,4,54
2018,愛知県,飛島村,愛知県_飛島村,15,0,,0,0,5,6,2,1,0,1
2018,愛知県,阿久比町,愛知県_阿久比町,39,0,,0,0,10,3,0,2,2,22
2018,愛知県,東浦町,愛知県_東浦町,85,0,,0,0,18,13,2,5,10,37
2018,愛知県,南知多町,愛知県_南知多町,17,0,,0,0,5,6,0,1,1,4
2018,愛知県,美浜町,愛知県_美浜町,68,0,,0,0,8,5,2,2,0,51
2018,愛知県,武豊町,愛知県_武豊町,73,0,,0,1,5,6,3,0,5,53
2018,愛知県,幸田町,愛知県_幸田町,65,0,,0,1,9,8,1,4,2,40
2018,愛知県,設楽町,愛知県_設楽町,2,0,,0,0,0,2,0,0,0,0
2018,愛知県,豊根村,愛知県_豊根村,1,0,,0,0,0,1,0,0,0,0
2018,三重県,津市,三重県_津市,752,1,2009.0,1,0,123,66,37,8,41,477
2018,三重県,四日市市,三重県_四日市市,772,0,,0,2,109,80,9,37,37,498
2018,三重県,伊勢市,三重県_伊勢市,234,0,,0,0,18,6,66,2,7,135
2018,三重県,松阪市,三重県_松阪市,322,0,,0,1,53,51,15,13,16,173
2018,三重県,桑名市,三重県_桑名市,263,0,,0,1,57,52,18,12,10,113
2018,三重県,鈴鹿市,三重県_鈴鹿市,563,0,,0,2,88,57,9,20,43,344
2018,三重県,名張市,三重県_名張市,88,0,,0,0,20,20,2,5,17,24
2018,三重県,尾鷲市,三重県_尾鷲市,7,0,,0,0,3,0,0,0,0,4
2018,三重県,亀山市,三重県_亀山市,94,0,,0,0,19,19,9,3,14,30
2018,三重県,鳥羽市,三重県_鳥羽市,41,0,,0,0,4,0,32,1,0,4
2018,三重県,熊野市,三重県_熊野市,15,0,,0,0,0,10,0,0,0,5
2018,三重県,いなべ市,三重県_いなべ市,49,0,,0,0,6,5,1,1,1,35
2018,三重県,志摩市,三重県_志摩市,109,0,,0,0,24,5,69,0,4,7
2018,三重県,伊賀市,三重県_伊賀市,142,0,,0,1,26,33,6,13,9,54
2018,三重県,木曽岬町,三重県_木曽岬町,13,0,,0,0,9,3,0,1,0,0
2018,三重県,東員町,三重県_東員町,29,0,,0,0,2,4,0,1,7,15
2018,三重県,菰野町,三重県_菰野町,51,0,,0,0,23,9,0,3,1,15
2018,三重県,朝日町,三重県_朝日町,28,0,,0,0,0,4,0,0,1,23
2018,三重県,川越町,三重県_川越町,57,0,,0,0,8,6,0,1,0,42
2018,三重県,多気町,三重県_多気町,13,0,,0,0,3,2,4,0,0,4
2018,三重県,明和町,三重県_明和町,31,0,,0,0,5,2,4,1,1,18
2018,三重県,大台町,三重県_大台町,6,0,,0,0,0,1,2,0,0,3
2018,三重県,玉城町,三重県_玉城町,16,0,,0,0,2,0,7,0,1,6
2018,三重県,度会町,三重県_度会町,10,0,,0,0,0,3,6,0,1,0
2018,三重県,大紀町,三重県_大紀町,3,0,,0,0,1,1,0,1,0,0
2018,三重県,南伊勢町,三重県_南伊勢町,13,0,,0,0,1,1,10,0,1,0
2018,三重県,紀北町,三重県_紀北町,11,0,,0,0,0,2,0,0,0,9
2018,三重県,御浜町,三重県_御浜町,6,0,,0,0,2,2,0,0,0,2
2018,三重県,紀宝町,三重県_紀宝町,10,0,,0,0,0,5,0,0,0,5
2018,滋賀県,大津市,滋賀県_大津市,672,0,,0,5,182,85,34,21,24,321
2018,滋賀県,彦根市,滋賀県_彦根市,288,0,,0,3,63,17,2,3,1,199
2018,滋賀県,長浜市,滋賀県_長浜市,185,0,,0,1,39,9,3,7,9,117
2018,滋賀県,近江八幡市,滋賀県_近江八幡市,131,0,,0,1,38,14,5,3,3,67
2018,滋賀県,草津市,滋賀県_草津市,525,0,,0,0,51,43,11,12,44,364
