year,prefecture,city,municipality,total_theft,has_r1,first_r1_year,post_r1,purse_snatching,car_break_in,parts_theft,vending_machine,car_theft,motorcycle_theft,bicycle_theft
2018,北海道,札幌市,北海道_札幌市,4,0,,0,0,4,0,0,0,0,0
2018,北海道,札幌市中央区,北海道_札幌市中央区,631,0,,0,5,58,22,9,4,6,527
2018,北海道,札幌市北区,北海道_札幌市北区,656,0,,0,0,98,35,1,8,9,505
2018,北海道,札幌市東区,北海道_札幌市東区,401,1,2007.0,1,1,109,19,2,8,2,260
2018,北海道,札幌市白石区,北海道_札幌市白石区,406,1,2008.0,1,3,84,36,15,7,7,254
2018,北海道,札幌市豊平区,北海道_札幌市豊平区,323,0,,0,2,49,18,8,5,2,239
2018,北海道,札幌市南区,北海道_札幌市南区,137,0,,0,0,61,3,0,0,1,72
2018,北海道,札幌市西区,北海道_札幌市西区,244,0,,0,0,36,19,4,1,4,180
2018,北海道,札幌市厚別区,北海道_札幌市厚別区,200,0,,0,2,22,14,0,0,3,159
2018,北海道,札幌市手稲区,北海道_札幌市手稲区,210,0,,0,1,38,16,0,2,3,150
2018,北海道,札幌市清田区,北海道_札幌市清田区,124,0,,0,0,48,14,0,1,1,60
2018,北海道,函館市,北海道_函館市,396,1,2007.0,1,0,186,25,7,1,0,177
2018,北海道,小樽市,北海道_小樽市,81,0,,0,0,51,10,1,0,5,14
2018,北海道,旭川市,北海道_旭川市,280,1,2007.0,1,2,37,25,2,4,3,207
2018,北海道,室蘭市,北海道_室蘭市,36,0,,0,0,11,0,0,0,0,25
2018,北海道,釧路市,北海道_釧路市,137,0,,0,0,27,14,2,1,0,93
2018,北海道,帯広市,北海道_帯広市,182,0,,0,0,40,9,31,6,0,96
2018,北海道,北見市,北海道_北見市,88,0,,0,0,18,3,0,1,2,64
2018,北海道,夕張市,北海道_夕張市,3,0,,0,0,3,0,0,0,0,0
2018,北海道,岩見沢市,北海道_岩見沢市,95,0,,0,0,39,9,2,3,0,42
2018,北海道,網走市,北海道_網走市,28,0,,0,0,16,1,1,1,0,9
2018,北海道,留萌市,北海道_留萌市,9,0,,0,0,3,4,0,0,0,2
2018,北海道,苫小牧市,北海道_苫小牧市,324,0,,0,1,89,20,16,10,7,181
2018,北海道,稚内市,北海道_稚内市,3,0,,0,0,1,0,0,0,0,2
2018,北海道,美唄市,北海道_美唄市,24,0,,0,0,11,1,0,1,0,11
2018,北海道,芦別市,北海道_芦別市,3,0,,0,0,2,0,0,0,0,1
2018,北海道,江別市,北海道_江別市,269,0,,0,1,52,29,1,5,1,180
2018,北海道,紋別市,北海道_紋別市,1,0,,0,0,1,0,0,0,0,0
2018,北海道,士別市,北海道_士別市,5,0,,0,0,3,0,0,0,0,2
2018,北海道,名寄市,北海道_名寄市,15,0,,0,0,2,0,0,0,3,10
2018,北海道,三笠市,北海道_三笠市,9,0,,0,0,9,0,0,0,0,0
2018,北海道,根室市,北海道_根室市,6,0,,0,0,3,1,0,0,0,2
2018,北海道,千歳市,北海道_千歳市,184,0,,0,1,85,11,6,2,0,79
2018,北海道,滝川市,北海道_滝川市,29,0,,0,0,12,1,0,0,0,16
2018,北海道,砂川市,北海道_砂川市,9,0,,0,0,7,1,0,0,0,1
2018,北海道,歌志内市,北海道_歌志内市,1,0,,0,0,1,0,0,0,0,0
2018,北海道,深川市,北海道_深川市,9,0,,0,0,3,1,0,1,0,4
2018,北海道,富良野市,北海道_富良野市,19,0,,0,0,8,2,0,0,0,9
2018,北海道,登別市,北海道_登別市,39,0,,0,0,18,2,0,0,0,19
2018,北海道,恵庭市,北海道_恵庭市,111,0,,0,0,45,4,4,1,0,57
2018,北海道,伊達市,北海道_伊達市,19,0,,0,0,9,0,0,0,0,10
2018,北海道,北広島市,北海道_北広島市,87,0,,0,0,45,7,5,2,2,26
2018,北海道,石狩市,北海道_石狩市,92,0,,0,0,53,7,0,3,2,27
2018,北海道,北斗市,北海道_北斗市,86,0,,0,0,42,8,7,0,0,29
2018,北海道,当別町,北海道_当別町,21,0,,0,0,15,0,2,0,0,4
2018,北海道,新篠津村,北海道_新篠津村,4,0,,0,0,3,0,0,0,0,1
2018,北海道,松前町,北海道_松前町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,福島町,北海道_福島町,1,0,,0,0,0,0,0,1,0,0
2018,北海道,木古内町,北海道_木古内町,4,0,,0,0,1,1,1,0,0,1
2018,北海道,七飯町,北海道_七飯町,35,0,,0,0,25,0,6,1,0,3
2018,北海道,鹿部町,北海道_鹿部町,11,0,,0,0,10,0,0,0,0,1
2018,北海道,森町,北海道_森町,19,0,,0,0,11,2,2,0,0,4
2018,北海道,八雲町,北海道_八雲町,6,0,,0,0,1,1,2,1,0,1
2018,北海道,長万部町,北海道_長万部町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,江差町,北海道_江差町,1,0,,0,0,0,1,0,0,0,0
2018,北海道,上ノ国町,北海道_上ノ国町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,厚沢部町,北海道_厚沢部町,1,0,,0,0,0,0,1,0,0,0
2018,北海道,乙部町,北海道_乙部町,5,0,,0,0,5,0,0,0,0,0
2018,北海道,今金町,北海道_今金町,2,0,,0,0,0,0,0,0,1,1
2018,北海道,寿都町,北海道_寿都町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,黒松内町,北海道_黒松内町,1,0,,0,0,0,1,0,0,0,0
2018,北海道,蘭越町,北海道_蘭越町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,ニセコ町,北海道_ニセコ町,3,0,,0,0,3,0,0,0,0,0
2018,北海道,留寿都村,北海道_留寿都村,2,0,,0,0,2,0,0,0,0,0
2018,北海道,喜茂別町,北海道_喜茂別町,6,0,,0,0,5,0,0,1,0,0
2018,北海道,倶知安町,北海道_倶知安町,7,0,,0,0,4,0,0,1,0,2
2018,北海道,共和町,北海道_共和町,2,0,,0,0,1,0,1,0,0,0
2018,北海道,岩内町,北海道_岩内町,10,0,,0,0,3,0,0,1,0,6
2018,北海道,神恵内村,北海道_神恵内村,2,0,,0,0,2,0,0,0,0,0
2018,北海道,積丹町,北海道_積丹町,3,0,,0,0,3,0,0,0,0,0
2018,北海道,古平町,北海道_古平町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,仁木町,北海道_仁木町,1,0,,0,0,0,0,1,0,0,0
2018,北海道,余市町,北海道_余市町,41,0,,0,0,21,1,0,1,0,18
2018,北海道,南幌町,北海道_南幌町,7,0,,0,0,5,1,0,1,0,0
2018,北海道,奈井江町,北海道_奈井江町,10,0,,0,0,7,0,0,1,0,2
2018,北海道,上砂川町,北海道_上砂川町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,由仁町,北海道_由仁町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,長沼町,北海道_長沼町,25,0,,0,0,18,2,2,1,0,2
2018,北海道,栗山町,北海道_栗山町,15,0,,0,0,4,1,0,0,0,10
2018,北海道,月形町,北海道_月形町,3,0,,0,0,2,1,0,0,0,0
2018,北海道,浦臼町,北海道_浦臼町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,新十津川町,北海道_新十津川町,7,0,,0,0,5,0,0,0,0,2
2018,北海道,妹背牛町,北海道_妹背牛町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,秩父別町,北海道_秩父別町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,鷹栖町,北海道_鷹栖町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,東神楽町,北海道_東神楽町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,当麻町,北海道_当麻町,2,0,,0,0,1,0,0,0,0,1
2018,北海道,比布町,北海道_比布町,2,0,,0,0,1,1,0,0,0,0
2018,北海道,愛別町,北海道_愛別町,2,0,,0,0,1,0,0,0,0,1
2018,北海道,上川町,北海道_上川町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,東川町,北海道_東川町,5,0,,0,0,1,0,0,4,0,0
2018,北海道,美瑛町,北海道_美瑛町,6,0,,0,0,3,0,0,0,0,3
2018,北海道,上富良野町,北海道_上富良野町,6,0,,0,0,1,0,0,0,0,5
2018,北海道,南富良野町,北海道_南富良野町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,占冠村,北海道_占冠村,3,0,,0,0,3,0,0,0,0,0
2018,北海道,剣淵町,北海道_剣淵町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,美深町,北海道_美深町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,増毛町,北海道_増毛町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,苫前町,北海道_苫前町,2,0,,0,0,1,0,0,0,0,1
2018,北海道,羽幌町,北海道_羽幌町,3,0,,0,1,1,0,0,0,0,1
2018,北海道,遠別町,北海道_遠別町,1,0,,0,0,0,0,0,1,0,0
2018,北海道,枝幸町,北海道_枝幸町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,美幌町,北海道_美幌町,7,0,,0,0,1,1,0,0,0,5
2018,北海道,斜里町,北海道_斜里町,5,0,,0,0,5,0,0,0,0,0
2018,北海道,清里町,北海道_清里町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,小清水町,北海道_小清水町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,置戸町,北海道_置戸町,1,0,,0,0,0,0,0,0,0,1
2018,北海道,佐呂間町,北海道_佐呂間町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,遠軽町,北海道_遠軽町,7,0,,0,0,2,1,0,0,0,4
2018,北海道,湧別町,北海道_湧別町,7,0,,0,0,5,0,0,1,0,1
2018,北海道,滝上町,北海道_滝上町,2,0,,0,0,1,0,0,1,0,0
2018,北海道,興部町,北海道_興部町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,大空町,北海道_大空町,2,0,,0,0,1,1,0,0,0,0
2018,北海道,豊浦町,北海道_豊浦町,2,0,,0,0,1,1,0,0,0,0
2018,北海道,壮瞥町,北海道_壮瞥町,3,0,,0,0,0,0,3,0,0,0
2018,北海道,白老町,北海道_白老町,14,0,,0,0,9,2,1,0,0,2
2018,北海道,厚真町,北海道_厚真町,9,0,,0,0,7,1,1,0,0,0
2018,北海道,洞爺湖町,北海道_洞爺湖町,8,0,,0,0,8,0,0,0,0,0
2018,北海道,安平町,北海道_安平町,11,0,,0,0,7,2,2,0,0,0
2018,北海道,むかわ町,北海道_むかわ町,5,0,,0,0,1,1,0,1,0,2
2018,北海道,日高町,北海道_日高町,11,0,,0,0,8,0,1,1,0,1
2018,北海道,平取町,北海道_平取町,3,0,,0,0,1,0,0,1,1,0
2018,北海道,新冠町,北海道_新冠町,2,0,,0,0,1,0,1,0,0,0
2018,北海道,浦河町,北海道_浦河町,5,0,,0,0,1,0,0,0,0,4
2018,北海道,えりも町,北海道_えりも町,3,0,,0,0,0,0,0,3,0,0
2018,北海道,新ひだか町,北海道_新ひだか町,11,0,,0,0,3,1,0,0,0,7
2018,北海道,音更町,北海道_音更町,25,0,,0,0,2,2,3,0,0,18
2018,北海道,士幌町,北海道_士幌町,2,0,,0,0,2,0,0,0,0,0
2018,北海道,上士幌町,北海道_上士幌町,5,0,,0,0,4,1,0,0,0,0
2018,北海道,鹿追町,北海道_鹿追町,3,0,,0,0,3,0,0,0,0,0
2018,北海道,清水町,北海道_清水町,4,0,,0,0,4,0,0,0,0,0
2018,北海道,芽室町,北海道_芽室町,24,0,,0,0,4,6,6,0,0,8
2018,北海道,中札内村,北海道_中札内村,1,0,,0,0,0,0,1,0,0,0
2018,北海道,更別村,北海道_更別村,2,0,,0,0,1,0,1,0,0,0
2018,北海道,大樹町,北海道_大樹町,4,0,,0,0,2,0,1,0,0,1
2018,北海道,広尾町,北海道_広尾町,2,0,,0,0,1,0,0,0,0,1
2018,北海道,幕別町,北海道_幕別町,14,0,,0,0,6,3,4,0,0,1
2018,北海道,池田町,北海道_池田町,8,0,,0,0,1,1,0,0,0,6
2018,北海道,本別町,北海道_本別町,3,0,,0,0,3,0,0,0,0,0
2018,北海道,足寄町,北海道_足寄町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,浦幌町,北海道_浦幌町,4,0,,0,0,4,0,0,0,0,0
2018,北海道,釧路町,北海道_釧路町,39,0,,0,0,2,2,0,1,0,34
2018,北海道,厚岸町,北海道_厚岸町,2,0,,0,0,1,0,1,0,0,0
2018,北海道,浜中町,北海道_浜中町,1,0,,0,0,0,0,0,1,0,0
2018,北海道,標茶町,北海道_標茶町,1,0,,0,0,1,0,0,0,0,0
2018,北海道,弟子屈町,北海道_弟子屈町,1,0,,0,0,0,1,0,0,0,0
2018,北海道,鶴居村,北海道_鶴居村,1,0,,0,0,1,0,0,0,0,0
2018,北海道,白糠町,北海道_白糠町,3,0,,0,0,2,0,0,0,0,1
2018,北海道,別海町,北海道_別海町,3,0,,0,0,2,1,0,0,0,0
2018,北海道,中標津町,北海道_中標津町,8,0,,0,0,2,2,0,0,0,4
2018,北海道,標津町,北海道_標津町,1,0,,0,0,0,1,0,0,0,0
2018,青森県,青森市,青森県_青森市,300,1,2007.0,1,1,59,14,1,2,1,222
2018,青森県,弘前市,青森県_弘前市,231,0,,0,0,69,6,0,1,0,155
2018,青森県,八戸市,青森県_八戸市,122,0,,0,0,60,3,2,2,1,54
2018,青森県,黒石市,青森県_黒石市,11,0,,0,0,3,3,0,0,0,5
2018,青森県,五所川原市,青森県_五所川原市,47,0,,0,0,16,1,0,2,0,28
2018,青森県,十和田市,青森県_十和田市,39,0,,0,0,16,1,2,0,0,20
2018,青森県,三沢市,青森県_三沢市,13,0,,0,0,6,1,0,0,0,6
2018,青森県,むつ市,青森県_むつ市,21,0,,0,0,13,0,0,0,1,7
2018,青森県,つがる市,青森県_つがる市,23,0,,0,0,18,2,0,0,0,3
2018,青森県,平川市,青森県_平川市,12,0,,0,0,5,1,0,0,0,6
2018,青森県,平内町,青森県_平内町,2,0,,0,0,1,0,0,1,0,0
2018,青森県,蓬田村,青森県_蓬田村,2,0,,0,0,0,1,0,1,0,0
2018,青森県,外ヶ浜町,青森県_外ヶ浜町,7,0,,0,0,0,4,0,3,0,0
2018,青森県,鰺ヶ沢町,青森県_鰺ヶ沢町,4,0,,0,0,2,1,0,1,0,0
2018,青森県,深浦町,青森県_深浦町,12,0,,0,0,0,10,0,1,0,1
2018,青森県,藤崎町,青森県_藤崎町,5,0,,0,0,1,1,0,0,0,3
2018,青森県,大鰐町,青森県_大鰐町,3,0,,0,0,2,0,0,0,0,1
2018,青森県,田舎館村,青森県_田舎館村,1,0,,0,0,0,0,0,0,0,1
2018,青森県,板柳町,青森県_板柳町,4,0,,0,0,0,1,0,0,0,3
2018,青森県,鶴田町,青森県_鶴田町,5,0,,0,0,4,0,0,0,0,1
2018,青森県,中泊町,青森県_中泊町,12,0,,0,0,5,6,0,0,0,1
2018,青森県,野辺地町,青森県_野辺地町,2,0,,0,0,0,0,0,0,0,2
2018,青森県,七戸町,青森県_七戸町,3,0,,0,0,2,0,0,0,0,1
2018,青森県,六戸町,青森県_六戸町,6,0,,0,0,6,0,0,0,0,0
2018,青森県,横浜町,青森県_横浜町,1,0,,0,0,1,0,0,0,0,0
2018,青森県,東北町,青森県_東北町,1,0,,0,0,0,0,1,0,0,0
2018,青森県,六ヶ所村,青森県_六ヶ所村,1,0,,0,0,0,0,0,0,0,1
2018,青森県,おいらせ町,青森県_おいらせ町,15,0,,0,0,6,0,2,0,0,7
2018,青森県,大間町,青森県_大間町,2,0,,0,0,0,2,0,0,0,0
2018,青森県,東通村,青森県_東通村,3,0,,0,0,0,0,3,0,0,0
2018,青森県,五戸町,青森県_五戸町,1,0,,0,0,0,0,0,0,0,1
2018,青森県,南部町,青森県_南部町,13,0,,0,0,12,0,1,0,0,0
2018,青森県,階上町,青森県_階上町,3,0,,0,0,2,1,0,0,0,0
2018,青森県,新郷村,青森県_新郷村,1,0,,0,0,1,0,0,0,0,0
2018,岩手県,盛岡市,岩手県_盛岡市,374,1,2007.0,1,0,50,9,14,3,4,294
2018,岩手県,宮古市,岩手県_宮古市,21,0,,0,0,2,0,1,0,1,17
2018,岩手県,大船渡市,岩手県_大船渡市,6,0,,0,0,2,1,1,0,0,2
2018,岩手県,花巻市,岩手県_花巻市,63,0,,0,1,24,2,1,0,0,35
2018,岩手県,北上市,岩手県_北上市,75,0,,0,0,17,2,4,1,0,51
2018,岩手県,久慈市,岩手県_久慈市,22,0,,0,0,5,2,1,3,1,10
2018,岩手県,遠野市,岩手県_遠野市,12,0,,0,0,6,1,1,0,1,3
2018,岩手県,一関市,岩手県_一関市,37,0,,0,1,6,8,0,3,1,18
2018,岩手県,釜石市,岩手県_釜石市,21,0,,0,0,3,15,0,0,0,3
2018,岩手県,二戸市,岩手県_二戸市,2,0,,0,0,1,0,0,0,0,1
2018,岩手県,八幡平市,岩手県_八幡平市,4,0,,0,0,2,0,1,0,0,1
2018,岩手県,奥州市,岩手県_奥州市,49,0,,0,0,16,5,1,1,0,26
2018,岩手県,滝沢市,岩手県_滝沢市,31,0,,0,0,14,1,0,2,0,14
2018,岩手県,雫石町,岩手県_雫石町,7,0,,0,0,2,1,1,0,0,3
2018,岩手県,岩手町,岩手県_岩手町,2,0,,0,0,0,0,1,0,0,1
2018,岩手県,紫波町,岩手県_紫波町,16,0,,0,0,6,1,1,0,0,8
2018,岩手県,矢巾町,岩手県_矢巾町,17,0,,0,0,5,1,0,0,0,11
2018,岩手県,金ケ崎町,岩手県_金ケ崎町,6,0,,0,0,1,3,0,0,0,2
2018,岩手県,大槌町,岩手県_大槌町,1,0,,0,0,0,1,0,0,0,0
2018,岩手県,山田町,岩手県_山田町,1,0,,0,0,0,0,0,0,0,1
2018,岩手県,田野畑村,岩手県_田野畑村,2,0,,0,0,1,1,0,0,0,0
2018,岩手県,軽米町,岩手県_軽米町,1,0,,0,0,0,1,0,0,0,0
2018,岩手県,洋野町,岩手県_洋野町,3,0,,0,0,1,1,0,0,0,1
2018,岩手県,一戸町,岩手県_一戸町,5,0,,0,0,1,1,0,0,0,3
2018,宮城県,仙台市青葉区,宮城県_仙台市青葉区,684,0,,0,1,71,30,7,8,17,550
2018,宮城県,仙台市宮城野区,宮城県_仙台市宮城野区,420,1,2009.0,1,1,93,38,6,10,15,257
2018,宮城県,仙台市若林区,宮城県_仙台市若林区,274,0,,0,3,58,24,1,6,10,172
2018,宮城県,仙台市太白区,宮城県_仙台市太白区,342,0,,0,3,37,24,5,2,12,259
2018,宮城県,仙台市泉区,宮城県_仙台市泉区,217,0,,0,0,82,18,1,1,3,112
2018,宮城県,石巻市,宮城県_石巻市,238,0,,0,0,45,15,3,16,3,156
2018,宮城県,塩竈市,宮城県_塩竈市,55,0,,0,0,2,5,2,1,6,39
2018,宮城県,気仙沼市,宮城県_気仙沼市,13,0,,0,0,7,2,0,0,0,4
2018,宮城県,白石市,宮城県_白石市,36,0,,0,0,7,5,3,1,2,18
2018,宮城県,名取市,宮城県_名取市,136,0,,0,0,33,4,2,3,2,92
2018,宮城県,角田市,宮城県_角田市,19,0,,0,0,4,2,2,2,0,9
2018,宮城県,多賀城市,宮城県_多賀城市,111,0,,0,0,26,10,1,1,5,68
2018,宮城県,岩沼市,宮城県_岩沼市,41,0,,0,0,16,2,1,1,0,21
2018,宮城県,登米市,宮城県_登米市,65,0,,0,0,32,12,0,4,2,15
2018,宮城県,栗原市,宮城県_栗原市,52,0,,0,0,12,24,0,4,0,12
2018,宮城県,東松島市,宮城県_東松島市,52,0,,0,0,15,2,1,3,0,31
2018,宮城県,大崎市,宮城県_大崎市,175,0,,0,0,27,43,1,6,2,96
2018,宮城県,富谷市,宮城県_富谷市,29,0,,0,0,14,2,0,1,0,12
2018,宮城県,蔵王町,宮城県_蔵王町,8,0,,0,0,3,1,3,0,0,1
2018,宮城県,七ヶ宿町,宮城県_七ヶ宿町,1,0,,0,0,1,0,0,0,0,0
2018,宮城県,大河原町,宮城県_大河原町,17,0,,0,0,4,1,0,0,0,12
2018,宮城県,村田町,宮城県_村田町,2,0,,0,0,1,0,0,1,0,0
2018,宮城県,柴田町,宮城県_柴田町,87,0,,0,0,7,4,0,1,2,73
2018,宮城県,川崎町,宮城県_川崎町,7,0,,0,0,2,3,0,1,0,1
2018,宮城県,丸森町,宮城県_丸森町,5,0,,0,0,1,0,0,1,0,3
2018,宮城県,亘理町,宮城県_亘理町,30,0,,0,0,5,2,1,0,0,22
2018,宮城県,山元町,宮城県_山元町,12,0,,0,0,1,0,6,0,0,5
2018,宮城県,松島町,宮城県_松島町,21,0,,0,0,2,1,1,10,0,7
2018,宮城県,七ヶ浜町,宮城県_七ヶ浜町,6,0,,0,0,2,0,0,1,0,3
2018,宮城県,利府町,宮城県_利府町,52,0,,0,0,13,6,2,16,1,14
2018,宮城県,大和町,宮城県_大和町,33,0,,0,0,6,20,0,1,0,6
2018,宮城県,大郷町,宮城県_大郷町,9,0,,0,0,5,4,0,0,0,0
2018,宮城県,大衡村,宮城県_大衡村,5,0,,0,0,2,3,0,0,0,0
2018,宮城県,色麻町,宮城県_色麻町,11,0,,0,0,8,2,0,0,0,1
2018,宮城県,加美町,宮城県_加美町,19,0,,0,0,6,4,0,1,0,8
2018,宮城県,涌谷町,宮城県_涌谷町,21,0,,0,0,13,1,0,1,0,6
2018,宮城県,美里町,宮城県_美里町,35,0,,0,1,15,5,0,1,0,13
2018,宮城県,女川町,宮城県_女川町,3,0,,0,0,1,0,0,2,0,0
2018,秋田県,秋田市,秋田県_秋田市,262,1,2006.0,1,1,26,7,1,3,0,224
2018,秋田県,能代市,秋田県_能代市,18,0,,0,1,5,0,0,0,0,12
2018,秋田県,横手市,秋田県_横手市,28,0,,0,0,7,4,0,2,0,15
2018,秋田県,大館市,秋田県_大館市,24,0,,0,0,9,3,0,1,0,11
2018,秋田県,男鹿市,秋田県_男鹿市,11,0,,0,0,1,0,0,0,0,10
2018,秋田県,湯沢市,秋田県_湯沢市,11,0,,0,0,5,0,0,0,0,6
2018,秋田県,鹿角市,秋田県_鹿角市,13,0,,0,0,8,0,0,1,0,4
2018,秋田県,由利本荘市,秋田県_由利本荘市,19,0,,0,0,5,3,0,0,0,11
2018,秋田県,潟上市,秋田県_潟上市,16,0,,0,0,2,0,0,0,0,14
2018,秋田県,大仙市,秋田県_大仙市,17,0,,0,0,5,0,1,1,0,10
2018,秋田県,北秋田市,秋田県_北秋田市,4,0,,0,0,2,0,0,0,0,2
2018,秋田県,にかほ市,秋田県_にかほ市,5,0,,0,0,0,1,0,1,0,3
2018,秋田県,仙北市,秋田県_仙北市,5,0,,0,0,0,0,0,0,0,5
2018,秋田県,藤里町,秋田県_藤里町,1,0,,0,0,0,0,0,0,0,1
2018,秋田県,三種町,秋田県_三種町,2,0,,0,0,1,1,0,0,0,0
2018,秋田県,八峰町,秋田県_八峰町,1,0,,0,0,1,0,0,0,0,0
2018,秋田県,五城目町,秋田県_五城目町,2,0,,0,0,2,0,0,0,0,0
2018,秋田県,八郎潟町,秋田県_八郎潟町,5,0,,0,0,2,0,0,0,0,3
2018,秋田県,井川町,秋田県_井川町,1,0,,0,0,0,0,0,0,0,1
2018,秋田県,美郷町,秋田県_美郷町,3,0,,0,0,0,0,0,1,0,2
2018,秋田県,羽後町,秋田県_羽後町,6,0,,0,0,4,0,1,1,0,0
2018,山形県,山形市,山形県_山形市,324,0,,0,0,65,8,2,2,2,245
2018,山形県,米沢市,山形県_米沢市,71,0,,0,0,9,1,2,1,0,58
2018,山形県,鶴岡市,山形県_鶴岡市,73,0,,0,0,16,2,0,1,1,53
2018,山形県,酒田市,山形県_酒田市,43,0,,0,0,6,0,1,1,1,34
2018,山形県,新庄市,山形県_新庄市,33,0,,0,0,25,1,0,0,0,7
2018,山形県,寒河江市,山形県_寒河江市,15,0,,0,0,2,0,0,1,0,12
2018,山形県,上山市,山形県_上山市,20,0,,0,0,10,1,0,0,0,9
2018,山形県,村山市,山形県_村山市,3,0,,0,0,1,0,0,0,0,2
2018,山形県,長井市,山形県_長井市,14,0,,0,0,10,0,0,2,0,2
2018,山形県,天童市,山形県_天童市,38,0,,0,0,9,2,0,2,1,24
2018,山形県,東根市,山形県_東根市,17,0,,0,0,0,1,0,6,0,10
2018,山形県,尾花沢市,山形県_尾花沢市,12,0,,0,0,7,1,0,4,0,0
2018,山形県,南陽市,山形県_南陽市,17,0,,0,0,6,1,0,2,1,7
2018,山形県,山辺町,山形県_山辺町,5,0,,0,0,5,0,0,0,0,0
2018,山形県,中山町,山形県_中山町,3,0,,0,0,1,0,0,0,0,2
2018,山形県,河北町,山形県_河北町,7,0,,0,0,2,1,0,2,0,2
2018,山形県,西川町,山形県_西川町,1,0,,0,0,1,0,0,0,0,0
2018,山形県,大石田町,山形県_大石田町,11,0,,0,0,6,0,0,3,0,2
2018,山形県,最上町,山形県_最上町,2,0,,0,0,0,0,0,2,0,0
2018,山形県,舟形町,山形県_舟形町,4,0,,0,0,4,0,0,0,0,0
2018,山形県,真室川町,山形県_真室川町,10,0,,0,0,9,0,0,1,0,0
2018,山形県,鮭川村,山形県_鮭川村,3,0,,0,0,3,0,0,0,0,0
2018,山形県,戸沢村,山形県_戸沢村,1,0,,0,0,1,0,0,0,0,0
2018,山形県,高畠町,山形県_高畠町,9,0,,0,0,5,0,0,2,0,2
2018,山形県,川西町,山形県_川西町,6,0,,0,0,3,0,0,0,1,2
2018,山形県,白鷹町,山形県_白鷹町,2,0,,0,0,0,0,0,0,0,2
2018,山形県,三川町,山形県_三川町,5,0,,0,0,1,1,0,0,0,3
2018,山形県,庄内町,山形県_庄内町,4,0,,0,0,1,0,0,0,0,3
2018,山形県,遊佐町,山形県_遊佐町,1,0,,0,0,1,0,0,0,0,0
2018,福島県,福島市,福島県_福島市,407,1,2005.0,1,1,101,15,17,6,6,261
2018,福島県,会津若松市,福島県_会津若松市,170,0,,0,0,50,10,7,3,1,99
2018,福島県,郡山市,福島県_郡山市,708,1,2006.0,1,4,193,65,24,22,10,390
2018,福島県,いわき市,福島県_いわき市,463,0,,0,1,139,47,34,64,13,165
2018,福島県,白河市,福島県_白河市,63,0,,0,0,14,6,2,20,0,21
2018,福島県,須賀川市,福島県_須賀川市,71,0,,0,1,31,8,1,3,1,26
2018,福島県,喜多方市,福島県_喜多方市,43,0,,0,0,18,3,5,1,0,16
2018,福島県,相馬市,福島県_相馬市,40,0,,0,0,7,1,2,1,0,29
2018,福島県,二本松市,福島県_二本松市,21,0,,0,0,8,2,4,0,1,6
2018,福島県,田村市,福島県_田村市,15,0,,0,0,8,2,1,0,0,4
2018,福島県,南相馬市,福島県_南相馬市,67,0,,0,0,8,2,17,3,0,37
2018,福島県,伊達市,福島県_伊達市,34,0,,0,0,8,2,7,1,0,16
2018,福島県,本宮市,福島県_本宮市,30,0,,0,0,7,2,6,1,0,14
2018,福島県,桑折町,福島県_桑折町,4,0,,0,0,2,0,2,0,0,0
2018,福島県,国見町,福島県_国見町,5,0,,0,0,1,0,2,0,1,1
2018,福島県,川俣町,福島県_川俣町,4,0,,0,0,2,0,1,0,0,1
2018,福島県,大玉村,福島県_大玉村,5,0,,0,0,1,0,2,1,0,1
2018,福島県,鏡石町,福島県_鏡石町,27,0,,0,0,2,2,1,2,0,20
2018,福島県,天栄村,福島県_天栄村,4,0,,0,0,2,1,0,1,0,0
2018,福島県,下郷町,福島県_下郷町,4,0,,0,0,1,0,0,3,0,0
2018,福島県,南会津町,福島県_南会津町,6,0,,0,0,1,0,0,3,1,1
2018,福島県,北塩原村,福島県_北塩原村,1,0,,0,0,0,0,1,0,0,0
2018,福島県,西会津町,福島県_西会津町,1,0,,0,0,0,0,0,1,0,0
2018,福島県,磐梯町,福島県_磐梯町,2,0,,0,0,1,1,0,0,0,0
