occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:183918,18001,Merychyus relictus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183919,18001,Protolabis saxeus,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183920,18001,Paramiolabis tenuis,Paramiolabis,Camelidae,Artiodactyla,herbivore,genus,Paramiolabis,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183921,18001,Blastomeryx gemmifer,Blastomeryx,Moschidae,Artiodactyla,herbivore,genus,Blastomeryx,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183922,18001,Sinclairomeryx riparius,Sinclairomeryx,Palaeomerycidae,Artiodactyla,herbivore,genus,Sinclairomeryx,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183923,18001,Subdromomeryx antilopinus,Subdromomeryx,Dromomerycidae,Artiodactyla,herbivore,genus,Subdromomeryx,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Thomson Quarry,Nebraska,,
occ:183924,18002,Archaeohippus stenolophus,Archaeohippus,Equidae,Perissodactyla,herbivore,genus,Archaeohippus,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183925,18002,Equidae,,Equidae,Perissodactyla,herbivore,indeterminate,,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183926,18002,Miohippus,Miohippus,Equidae,Perissodactyla,herbivore,genus,Miohippus,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183927,18002,Monosaulax,Monosaulax,Castoridae,Rodentia,herbivore,genus,Monosaulax,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183928,18002,Archaeolagus,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183929,18002,Entelodontidae,,Entelodontidae,Artiodactyla,herbivore,indeterminate,,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183930,18002,Arretotherium,Arretotherium,Anthracotheriidae,Artiodactyla,herbivore,genus,Arretotherium,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183931,18002,Aletomeryx,Aletomeryx,Palaeomerycidae,Artiodactyla,herbivore,genus,Aletomeryx,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183932,18002,Barbouromeryx,Barbouromeryx,Dromomerycidae,Artiodactyla,herbivore,genus,Barbouromeryx,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183933,18002,Blastomerycinae,,Moschidae,Artiodactyla,herbivore,indeterminate,,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183934,18002,Borophaginae,,Canidae,Carnivora,predator,indeterminate,,-109.0,49.700001,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,,,Titanothere Section (Hemingfordian),Saskatchewan,,
occ:183935,18003,Mesoscalops,Mesoscalops,Proscalopidae,NO_ORDER_SPECIFIED,other,genus,Mesoscalops,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,3.0
occ:183936,18003,Hibbarderix,Hibbarderix,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Hibbarderix,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,7.0
occ:183937,18003,Scalopoides,Scalopoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Scalopoides,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183938,18003,Mystipterus,Mystipterus,Talpidae,NO_ORDER_SPECIFIED,other,genus,Mystipterus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,5.0
occ:183939,18003,Oreolagus nebrascensis,Oreolagus,Ochotonidae,Lagomorpha,herbivore,genus,Oreolagus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,42.0
occ:183940,18003,Megalagus dawsoni,Megalagus,Leporidae,Lagomorpha,herbivore,genus,Megalagus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183941,18003,Desmatolagus schizopetrus,Desmatolagus,Leporidae,Lagomorpha,herbivore,genus,Desmatolagus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,6.0
occ:183942,18003,Allomyinae,,Aplodontiidae,Rodentia,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,3.0
occ:183943,18003,Mesogaulus paniensis,Mesogaulus,Mylagaulidae,Rodentia,herbivore,genus,Mesogaulus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183944,18003,Protospermophilus kelloggi,Protospermophilus,Sciuridae,Rodentia,herbivore,genus,Protospermophilus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,5.0
occ:183945,18003,Protospermophilus,Protospermophilus,Sciuridae,Rodentia,herbivore,genus,Protospermophilus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,5.0
occ:183946,18003,Miospermophilus wyomingensis,Miospermophilus,Sciuridae,Rodentia,herbivore,genus,Miospermophilus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,17.0
occ:183947,18003,Marmotini,,Sciuridae,Rodentia,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,7.0
occ:183948,18003,Sciurion campestre,Sciurion,Sciuridae,Rodentia,herbivore,genus,Sciurion,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,5.0
occ:183949,18003,Leidymys blacki,Leidymys,Cricetidae,Rodentia,herbivore,genus,Leidymys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,7.0
occ:183950,18003,Yatkolamys edwardsi,Yatkolamys,Cricetidae,Rodentia,herbivore,genus,Yatkolamys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,15.0
occ:183951,18003,Plesiosminthus clivosus,Plesiosminthus,Zapodidae,Rodentia,herbivore,genus,Plesiosminthus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,28.0
occ:183952,18003,Zapodidae,,Zapodidae,Rodentia,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,6.0
occ:183953,18003,Pseudotheridomys,Pseudotheridomys,Eomyidae,Rodentia,herbivore,genus,Pseudotheridomys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,19.0
occ:183954,18003,Leptodontomys,Leptodontomys,Eomyidae,Rodentia,herbivore,genus,Leptodontomys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,2.0
occ:183955,18003,Heliscomys,Heliscomys,Heliscomyidae,Rodentia,herbivore,genus,Heliscomys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,11.0
occ:183956,18003,Geomyoidea,,,Rodentia,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,88.0
occ:183957,18003,Stratimus strobeli,Stratimus,Heteromyidae,Rodentia,herbivore,genus,Stratimus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,70.0
occ:183958,18003,Geomyidae,,Geomyidae,Rodentia,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183959,18003,Euroxenomys,Euroxenomys,Castoridae,Rodentia,herbivore,genus,Euroxenomys,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183960,18003,Blastomeryx,Blastomeryx,Moschidae,Artiodactyla,herbivore,genus,Blastomeryx,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,29.0
occ:183961,18003,Parablastomeryx,Parablastomeryx,Moschidae,Artiodactyla,herbivore,genus,Parablastomeryx,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,11.0
occ:183962,18003,Sinclairomeryx,Sinclairomeryx,Palaeomerycidae,Artiodactyla,herbivore,genus,Sinclairomeryx,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,5.0
occ:183963,18003,Bouromeryx,Bouromeryx,Dromomerycidae,Artiodactyla,herbivore,genus,Bouromeryx,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,4.0
occ:183964,18003,Michenia,Michenia,Camelidae,Artiodactyla,herbivore,genus,Michenia,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,2.0
occ:183965,18003,Miolabis,Miolabis,Camelidae,Artiodactyla,herbivore,genus,Miolabis,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183966,18003,Protoceratidae,,Protoceratidae,Artiodactyla,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183967,18003,Entelodontidae,,Entelodontidae,Artiodactyla,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183968,18003,Merychyus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,2.0
occ:183969,18003,Merycoidodontidae,,Merycoidodontidae,Artiodactyla,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,1.0
occ:183970,18003,Equidae,,Equidae,Perissodactyla,herbivore,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,6.0
occ:183971,18003,Hypohippus equinus,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,7.0
occ:183972,18003,Canidae,,Canidae,Carnivora,predator,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,6.0
occ:183973,18003,Mustelidae,,Mustelidae,Carnivora,predator,indeterminate,,-109.0,49.599998,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,Topham,Saskatchewan,specimens,2.0
occ:183974,18004,Metechinus fergusoni,Metechinus,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Metechinus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183975,18004,Paracynarctus sinclairi,Paracynarctus,Canidae,Carnivora,predator,genus,Paracynarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183976,18004,Tomarctus hippophaga,Tomarctus,Canidae,Carnivora,predator,genus,Tomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183977,18004,Euoplocyon brachygnathus,Euoplocyon,Canidae,Carnivora,predator,genus,Euoplocyon,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183978,18004,Psalidocyon marianae,Psalidocyon,Canidae,Carnivora,predator,genus,Psalidocyon,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183979,18004,Pseudocyon,Pseudocyon,Amphicyonidae,Carnivora,predator,genus,Pseudocyon,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183980,18004,Sthenictis dolichops,Sthenictis,Mustelidae,Carnivora,predator,genus,Sthenictis,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183981,18004,Leptarctus oregonensis,Leptarctus,Mustelidae,Carnivora,predator,genus,Leptarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183982,18004,Brachycrus siouense,Brachycrus,Merycoidodontidae,Artiodactyla,herbivore,genus,Brachycrus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183983,18004,Ticholeptus zygomaticus,Ticholeptus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ticholeptus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183984,18004,Merychyus relictus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183985,18004,Procamelus leptocolon,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 1,Trojan Quarry,Nebraska,,
occ:183986,18005,Desmocyon matthewi,Desmocyon,Canidae,Carnivora,predator,genus,Desmocyon,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,Two Miles West of Pole Creek Quarry,Nebraska,,
occ:183987,18005,Metatomarctus canavus,Metatomarctus,Canidae,Carnivora,predator,genus,Metatomarctus,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,Two Miles West of Pole Creek Quarry,Nebraska,,
occ:183988,18005,Merychyus elegans,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,Two Miles West of Pole Creek Quarry,Nebraska,,
occ:183989,18005,Aletomeryx gracilis,Aletomeryx,Palaeomerycidae,Artiodactyla,herbivore,genus,Aletomeryx,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,Two Miles West of Pole Creek Quarry,Nebraska,,
occ:183990,18005,Equidae,,Equidae,Perissodactyla,herbivore,indeterminate,,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,Two Miles West of Pole Creek Quarry,Nebraska,,
occ:183991,18006,Metatomarctus canavus,Metatomarctus,Canidae,Carnivora,predator,genus,Metatomarctus,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-101,Nebraska,,
occ:183992,18007,Harrymys magnus,Harrymys,Heteromyidae,Rodentia,herbivore,genus,Harrymys,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-126,Nebraska,,
occ:183993,18007,Schizodontomys amnicolus,Schizodontomys,Heteromyidae,Rodentia,herbivore,genus,Schizodontomys,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-126,Nebraska,,
occ:183994,18008,Schizodontomys amnicolus,Schizodontomys,Heteromyidae,Rodentia,herbivore,genus,Schizodontomys,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-127,Nebraska,,
occ:183995,18008,Desmocyon thomsoni,Desmocyon,Canidae,Carnivora,predator,genus,Desmocyon,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-127,Nebraska,,
occ:183996,18009,Schizodontomys amnicolus,Schizodontomys,Heteromyidae,Rodentia,herbivore,genus,Schizodontomys,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-128,Nebraska,,
occ:183997,18009,Phlaocyon leucosteus,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-100.800003,42.799999,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Runningwater,,UNSM Cr-128,Nebraska,,
occ:184002,18011,Microtomarctus conferta,Microtomarctus,Canidae,Carnivora,predator,genus,Microtomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184003,18011,Tomarctus brevirostris,Tomarctus,Canidae,Carnivora,predator,genus,Tomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184004,18011,Desmatippus integer,Desmatippus,Equidae,Perissodactyla,herbivore,genus,Desmatippus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184005,18011,Brachycrus siouense,Brachycrus,Merycoidodontidae,Artiodactyla,herbivore,genus,Brachycrus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184006,18011,Ticholeptus zygomaticus,Ticholeptus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ticholeptus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184007,18011,Merychyus relictus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184008,18011,Lambdoceras siouxensis,Lambdoceras,Protoceratidae,Artiodactyla,herbivore,genus,Lambdoceras,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 3,Version Quarry,Nebraska,,
occ:184009,18012,Protomarctus optatus,Protomarctus,Canidae,Carnivora,predator,genus,Protomarctus,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,middle,Vista Quarry,Nebraska,,
occ:184022,18015,Parahippus leonensis,Parahippus,Equidae,Perissodactyla,herbivore,genus,Parahippus,-121.300003,44.900002,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,John Day,,Warm Springs (RV-7606),Oregon,,
occ:184023,18015,Bouromeryx submilleri,Bouromeryx,Dromomerycidae,Artiodactyla,herbivore,genus,Bouromeryx,-121.300003,44.900002,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,John Day,,Warm Springs (RV-7606),Oregon,,
occ:184024,18016,Protomarctus optatus,Protomarctus,Canidae,Carnivora,predator,genus,Protomarctus,-103.800003,42.400002,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Sheep Creek,,Watson Ranch,Nebraska,,
occ:184025,18017,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-103.800003,42.400002,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Snake Creek,,West Jenkins Quarry,Nebraska,,
occ:184026,18018,Equinae,,Equidae,Perissodactyla,herbivore,indeterminate,,-109.199997,49.799999,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,West of Conglomerate Creek,Saskatchewan,,
occ:184027,18018,Hypohippus equinus,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-109.199997,49.799999,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,West of Conglomerate Creek,Saskatchewan,,
occ:184028,18018,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-109.199997,49.799999,18.5,16.3,17.4,Hemingfordian,terrestrial indet.,Cypress Hills,,West of Conglomerate Creek,Saskatchewan,,
occ:184029,18019,Microtomarctus conferta,Microtomarctus,Canidae,Carnivora,predator,genus,Microtomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 2,West Sand Quarry,Nebraska,,
occ:184030,18019,Tomarctus hippophaga,Tomarctus,Canidae,Carnivora,predator,genus,Tomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 2,West Sand Quarry,Nebraska,,
occ:184031,18019,Tomarctus brevirostris,Tomarctus,Canidae,Carnivora,predator,genus,Tomarctus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 2,West Sand Quarry,Nebraska,,
occ:184032,18019,Desmatippus integer,Desmatippus,Equidae,Perissodactyla,herbivore,genus,Desmatippus,-103.800003,42.400002,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,Olcott,subcycle 2,West Sand Quarry,Nebraska,,
