country,iso3,year,tfp_M0,tfp_M2,tfp_M4,mu0,mu1,mu_j,beta_j,alpha
Australia,AUS,1950,0.6475828693077306,0.6475828693077306,1.1369764258207535,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1951,0.6400248883171145,0.6587485393256349,1.1468310943476872,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1952,0.5649156213129967,0.6000751185960231,1.0849257569409425,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1953,0.6508590432495325,0.6868453172060276,1.1711512886102167,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1954,0.7036480810604777,0.7429813163384047,1.2234003879569175,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1955,0.7149335685820031,0.75836255036132,1.2324214480379694,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1956,0.6896362067534936,0.7351988131823557,1.2033919846659025,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1957,0.6930816682531482,0.7373591959061505,1.198921859568661,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1958,0.7426590543878842,0.786180778212703,1.2403790846691716,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1959,0.7816136864491003,0.8259310595017402,1.2718913536014766,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1960,0.7716357045455462,0.81679846055395,1.2587590979436025,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1961,0.7624079339144512,0.8078266640660559,1.2435868141270254,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1962,0.7917690805990736,0.8341051960287018,1.2712061841935172,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1963,0.8209750868524202,0.8622281852164164,1.3005290061670194,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1964,0.8414879656865324,0.882036559264554,1.3221678909053822,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1965,0.8238682102759292,0.8654588565637393,1.3047721547574964,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1966,0.8421580624770728,0.8833086561282393,1.3248557490112685,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1967,0.8532715220529647,0.8942037234096993,1.335596710663205,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1968,0.8879840341239769,0.9285673425425527,1.3675363353983996,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1969,0.9202756560348311,0.9615553206371015,1.3978102370997054,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1970,0.9144509876051439,0.9564757934448735,1.3917454593832401,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1971,0.9243073895163638,0.9664567108755673,1.3943368572338048,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1972,0.9285961703257231,0.9698796444094242,1.3884681018393863,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1973,0.9377009277650368,0.9775271671466701,1.3932177734784301,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1974,0.9141754540205937,0.9536382133563874,1.3689312064565118,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1975,0.9306367676986493,0.9669388163811661,1.3724209855600331,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1976,0.937180378121921,0.9710329764392798,1.3768037673674862,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1977,0.9233986776037648,0.9557638215131741,1.3588048090084444,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1978,0.9457225363311972,0.9761088717609923,1.3759275718005792,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1979,0.9480669231353636,0.97858943889283,1.3784467569394478,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1980,0.9477827931696972,0.9780553925489723,1.3809107963553289,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1981,0.9603364574566475,0.9916117515609528,1.3898588031132344,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1982,0.9296618654748086,0.9622673440581933,1.3498197874981193,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1983,0.9753374860707966,1.0059453157658647,1.3834303846399987,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1984,0.9825543281147713,1.012504583705601,1.3993764666239303,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1985,0.9872640981730205,1.017729850111544,1.4077883337575616,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1986,0.9668448438716233,0.9979015688776833,1.3955841576035422,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1987,0.9936412924946829,1.0241116138713782,1.4227444770598918,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1988,0.993085801347334,1.0238883404552714,1.4260736634854196,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1989,0.9813676833545193,1.0133857118662988,1.422256742731573,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1990,0.9555066241247134,0.9878637220405917,1.392138428368897,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1991,0.9677370876007192,0.9971917580140328,1.3863406118208013,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1992,1.002100672364378,1.0287707927755125,1.4108409005865639,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1993,1.0219436860555318,1.0472329942677998,1.42765009911373,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1994,1.0247879657885575,1.0499220215796727,1.4347878290815808,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1995,1.0266404689994992,1.0525191821509274,1.4414225991674652,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1996,1.0478542717127084,1.073499962652214,1.4578825396731898,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1997,1.0769541024555114,1.1025953730450038,1.4810548421476777,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1998,1.1077972822396571,1.1340677815901508,1.506994841356824,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,1999,1.121186815090664,1.1484732750565447,1.5227204569785187,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2000,1.1111350149709232,1.1393813921803648,1.5158249455933408,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2001,1.1476144668006247,1.174815465325696,1.5382995081273743,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2002,1.15920860011395,1.1865791577530347,1.5431325816324701,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2003,1.1773250881202557,1.2060657885757902,1.5509646650777835,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2004,1.1879882451289001,1.218822817588987,1.551590633432272,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2005,1.18235591625752,1.2150443868973992,1.5389733931572214,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2006,1.197144812839162,1.2308876054530478,1.5431027990390351,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2007,1.2030282929492087,1.237477014541427,1.5321766229505815,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2008,1.1954371811240367,1.2307616263316135,1.5091794016046025,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2009,1.212407150645686,1.2466803451381034,1.4963889073494698,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2010,1.2121405434424988,1.2449258561446852,1.4803027656513263,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2011,1.2281813633142606,1.2587441386330278,1.4853946595079717,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2012,1.239318213867394,1.2685845406935101,1.487031618762833,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2013,1.24731985264245,1.2765030001395328,1.488311848985166,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2014,1.2534614735776284,1.2835847144508996,1.489469354070505,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2015,1.2551058369198511,1.2856699300404184,1.4910092649696347,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2016,1.262093751869032,1.2916189899130783,1.4990623941954024,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2017,1.268176734452414,1.2958062225715228,1.508859122421967,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2018,1.268050345220752,1.2939409563199646,1.5122608776084991,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Australia,AUS,2019,1.246128150974057,1.269689562199062,1.492346379406253,2.25,0.020000000000000004,2.5058333333333334,0.3,0.36110738345554894
Austria,AUT,1950,0.20735026537511647,0.20735026537511647,0.20735026537511647,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1951,0.25641532319284277,0.2577212212129405,0.2644244782560019,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1952,0.26387083408791234,0.2657584935831334,0.27746010626402917,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1953,0.3050232029788118,0.306372243000852,0.31896625630611464,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1954,0.37262657551889866,0.37318377761366683,0.3846227358364809,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1955,0.45281773938624603,0.4539425877807908,0.4655455161112778,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1956,0.4904177937677483,0.4929568825923907,0.5061198752281726,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1957,0.5312186826599143,0.533712376601704,0.5472764011073945,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1958,0.5593116424926761,0.5621149302066772,0.5758563800916692,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1959,0.5766927949348926,0.5795030568905677,0.5930493921041986,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1960,0.6487296315196591,0.6517318698422869,0.665016183070593,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1961,0.681074062415501,0.6861144556562584,0.6999829009089149,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1962,0.6895024932060698,0.6950045114621757,0.7089622938973497,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1963,0.7254158911135047,0.7301714595669964,0.7435441216646685,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1964,0.7738178478905731,0.7784745041423751,0.7912212981124362,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1965,0.7885484668376002,0.7947464032502403,0.8072566904483223,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1966,0.8330970439422298,0.8397799146336196,0.8519155954662132,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1967,0.8589741803523232,0.8668770636325309,0.8786781657538976,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1968,0.8963512004560501,0.9040783374141794,0.9153278070804509,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1969,0.9462529211959696,0.9541109653179198,0.964768947271252,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1970,1.0135259933569225,1.022189222265414,1.0322899102986938,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1971,1.0359650060166894,1.0468003615475876,1.0563910712942137,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1972,1.06428499253638,1.076187653257155,1.0851870648121862,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1973,1.08304858847693,1.0964803944454768,1.1048293350586365,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1974,1.0634831718135027,1.0787111556619697,1.0863383913782139,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1975,1.059935298286704,1.0765117303353575,1.0833599387847919,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1976,1.0830044729310675,1.0977301664193027,1.10393503166405,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1977,1.100647860592141,1.115954269428979,1.1214896643991894,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1978,1.0910925714121928,1.1078114632818012,1.1125856710831137,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1979,1.1098941342276092,1.1250318321581583,1.1292751698220078,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1980,1.0968260046833587,1.1135359229092794,1.1170634003414692,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1981,1.0976248064068495,1.1148375388735179,1.1176639902172543,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1982,1.101160413989457,1.1177939258285994,1.1200766849486223,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1983,1.11559804546203,1.1312156313163442,1.1331210145067203,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1984,1.0996687065632607,1.1144115262001115,1.1160296641523262,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1985,1.1039216828690908,1.1193828934034258,1.1205211271355902,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1986,1.1028828208334858,1.1201820034629888,1.120545647630503,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1987,1.0999003858237364,1.1176598394974944,1.1173341461699815,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1988,1.1056559810600648,1.1237326048714662,1.1227906479611756,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1989,1.1098469314416128,1.1291622533204846,1.1274655629758783,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1990,1.1225822073102707,1.1429934713298016,1.1404956429857025,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1991,1.1265989934177476,1.1478824972252584,1.1446033926700387,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1992,1.136035092065069,1.1583529974649105,1.1542680469918727,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1993,1.1254345293931962,1.1480667020388378,1.1433207370060883,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1994,1.1288825988762534,1.1511273976744834,1.145957642725019,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1995,1.144960773497803,1.1670993201801023,1.1615686548818074,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1996,1.1335604586310426,1.1561957694971339,1.1501996065013813,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1997,1.1285969787541754,1.1506180724314339,1.1443801962094406,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1998,1.1494442601598491,1.169789808691612,1.163694578050145,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,1999,1.1601262258850245,1.1786104177965218,1.1729112538263564,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2000,1.173661945991035,1.1909473328904552,1.1856193664330688,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2001,1.1738201151123429,1.1897205860069722,1.1848142959579606,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2002,1.180957050910699,1.1950305205883893,1.1907010905276252,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2003,1.179978677195809,1.1918955695811748,1.1883244228755947,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2004,1.1928630298562197,1.20406896354754,1.2009679720088497,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2005,1.206984626717773,1.2181082677545012,1.2151649156494218,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2006,1.2263713240787029,1.2375691779340467,1.234586488806583,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2007,1.2449574061106121,1.2564202440456835,1.2532483256522582,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2008,1.2385402864131576,1.251213081428574,1.2475040964937998,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2009,1.2066440644814742,1.2205076683846112,1.2160886958645252,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2010,1.2117082779745836,1.22500496938442,1.2203094017946858,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2011,1.218976694002997,1.2320099296086973,1.2271706972425456,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2012,1.2167223287831481,1.2311299974509131,1.225726079402877,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2013,1.2093913494887412,1.2251567826058816,1.2189812027063036,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2014,1.2043635354987021,1.2206996374763666,1.2138915564294894,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2015,1.2104224919494433,1.2263024688772086,1.219252661203888,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2016,1.2100224123457846,1.2257326207820265,1.2185532264766374,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2017,1.217067287225774,1.2332181764527181,1.2257739737767634,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2018,1.218277228813382,1.2352838004112687,1.227375998118383,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Austria,AUT,2019,1.2141155740161045,1.232107918419815,1.2235957821239776,0.05,0.039999999999999994,1.0083333333333333,0.0,0.38423703823770794
Belgium,BEL,1950,0.43512898139226497,0.43512898139226497,0.9084398944100602,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1951,0.46753530032332513,0.46895268032120274,0.9527993768196916,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
