country,iso3,year,tfp_M0,tfp_M2,tfp_M4,mu0,mu1,mu_j,beta_j,alpha
Belgium,BEL,1952,0.4856875148468749,0.4873433733303658,0.980668023235495,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1953,0.5126108215730598,0.514298840525699,1.0150002945958296,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1954,0.5504652268686163,0.5521765696908076,1.0579608211312772,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1955,0.5778811591794852,0.5799324150076828,1.0896430485921051,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1956,0.6049173186586803,0.6068661613124036,1.1152756821622978,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1957,0.6135918251086157,0.6161673901361153,1.1244632904097465,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1958,0.6092556932086106,0.6119703859661945,1.115608704721621,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1959,0.6466691021383157,0.6484695841662917,1.146034413111297,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1960,0.682785572110455,0.6851302443785112,1.1825489057535474,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1961,0.7218100054617462,0.7250997757222271,1.2175960629641098,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1962,0.7569023946648246,0.7610297007610409,1.2496115837503177,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1963,0.7892367694630513,0.7934045654556598,1.274738648544902,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1964,0.8427488195539308,0.8468892413696505,1.3216906550047915,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1965,0.8650448085185953,0.8708560708655142,1.3374118920489204,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1966,0.8816472201295174,0.8877974668129864,1.3479714812266184,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1967,0.9107196734170255,0.9175395807815763,1.3701978869232532,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1968,0.9464176140137726,0.9531448707525536,1.3983102966620629,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1969,0.9863145767110861,0.9927849066575645,1.4331558926125196,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1970,1.039013271959539,1.0462960059536357,1.478297145866692,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1971,1.0560287551568264,1.0646351918336112,1.4914078403060973,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1972,1.1006854631908158,1.1094161012259507,1.527152290429561,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1973,1.147722414324786,1.1561721880666092,1.5662613427899412,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1974,1.1719494075951733,1.181547594052211,1.5847675438006545,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1975,1.1495123699931442,1.161793674162796,1.5561147394299448,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1976,1.187509206995105,1.1988581475245121,1.5911143593897377,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1977,1.185055632952296,1.1964046231418513,1.5827764116602951,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1978,1.1998561999789157,1.2107868941368167,1.5938744088660264,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1979,1.2049360288656477,1.2154739712951903,1.5969136942922906,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1980,1.240395542000308,1.2505006853115468,1.626866689123244,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1981,1.2385215883996779,1.2504803845920405,1.6172994849402333,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1982,1.243757944267191,1.2539537148485254,1.6135839101380984,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1983,1.2398851834872868,1.2481901737172594,1.6031162053983197,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1984,1.2450713026413052,1.2507021439140216,1.6055582735245957,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1985,1.2435038039638577,1.2490318937657827,1.6029529453643416,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1986,1.2526980237459302,1.2580067997419935,1.6085856147587623,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1987,1.2641482462644094,1.2695033636906636,1.6179392670693304,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1988,1.289337524242499,1.2955927750440432,1.645146009633343,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1989,1.3030561820283486,1.3118236147317681,1.6615523400028738,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1990,1.3044612487668,1.3159246012855146,1.66879444287884,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1991,1.3154899063022825,1.3291430887967781,1.679275105901862,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1992,1.3231053102273993,1.3371560041249246,1.6853970339207849,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1993,1.3182772885479492,1.3322958029727392,1.6749782399305473,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1994,1.3365578814568924,1.3500082894389918,1.6940560573914785,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1995,1.324654041389671,1.3376077834797764,1.689331468356627,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1996,1.3334238283134852,1.3460912467493618,1.693795383629515,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1997,1.349428974675269,1.3614953473612008,1.7107468377147366,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1998,1.342109252598143,1.3536426219895992,1.7042722070050313,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,1999,1.3582136287268272,1.3687531693759771,1.7181482692615684,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,2000,1.3654740210304661,1.3757918960876054,1.7257287341617977,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,2001,1.3590910472131723,1.369697859157407,1.716154735007272,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,2002,1.359082465541765,1.3693354970798142,1.7118757782888556,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
Belgium,BEL,2003,1.3593085002382503,1.3679321981287957,1.7082554206022067,0.05,0.039999999999999994,6.0,0.2,0.36879603437014985
