iso3,year,mu_obs,total_gfcf,share_N111G,share_N112G,share_N1131G,share_N1132G,share_N117G,share_N11MG
AUS,2001,1.7959511526622804,139373000000.0,0.3035882129250285,0.32389343703586776,0.10778988756789334,0.1137379549841074,0.15099050748710297,
AUS,2002,1.7788672482963461,161271000000.0,0.3097767112500078,0.3241872376310682,0.11044763162626883,0.1152036013914467,0.14038481810120854,
AUS,2003,1.7923322953086531,177902000000.0,0.32573551730728156,0.32725882789400906,0.1084979370664748,0.10497352474958123,0.13353419298265337,
AUS,2004,1.7973449332390583,195174000000.0,0.31270046215172104,0.35057435928965947,0.1081803928801992,0.09960343078483815,0.12894135489358213,
AUS,2005,1.7997265277408956,214647000000.0,0.2820118613351223,0.38184554174994295,0.11273858940492995,0.09428503543026458,0.1291189720797402,
AUS,2006,1.8314642999499633,235826000000.0,0.26086606226624715,0.41573448220298015,0.10395376251982394,0.08594472195601842,0.13350097105493033,
AUS,2007,1.8439268399338364,262985000000.0,0.2494134646462726,0.42662129018765327,0.11048919139874898,0.07548719508717228,0.13798885868015287,
AUS,2008,1.8809776893765218,280539000000.0,0.23688328538991013,0.4660314608664036,0.09311717800377131,0.06789430346582828,0.13607377227408668,
AUS,2009,1.881168840294564,284624000000.0,0.24680279948282646,0.4574912867502389,0.10174124458935298,0.05932739333295857,0.1346372758446231,
AUS,2010,1.911221733553842,301727000000.0,0.24737593917680553,0.47220500651250963,0.09162918797455978,0.05189790771127543,0.13689195862484962,
AUS,2011,1.93791462719194,336688000000.0,0.21186380268973054,0.5267666207289835,0.07968801976904434,0.04601292591360547,0.13566863089863612,
AUS,2012,1.9374922344459087,358957000000.0,0.20075942243778502,0.54449697317506,0.08004579935758321,0.0433840264989957,0.13131377853057608,
AUS,2013,1.9538198403648803,360447000000.0,0.21941089813481593,0.5392360041836941,0.07257100211681607,0.03929842667576648,0.1294836688889074,
AUS,2014,1.944537463015854,350826000000.0,0.25538871121296597,0.49734056198799403,0.07793037004098897,0.039965680992856856,0.12937467576519415,
AUS,2015,1.938486446506725,343417000000.0,0.29248697647466493,0.4606207613484481,0.08205767332426758,0.03824504902203443,0.12658953983058496,
AUS,2016,1.9454133278941694,343190000000.0,0.30816165972201987,0.4423992540575192,0.08158745884204086,0.03705818934118127,0.13079343803723883,
AUS,2017,1.9447726779513888,368640000000.0,0.29705403645833334,0.45902777777777776,0.0814697265625,0.035359700520833336,0.12708875868055555,
AUS,2018,1.9392077928665052,374599000000.0,0.2980840845811121,0.4512265115496838,0.08454373877132614,0.03708232002754946,0.12906334507032854,
AUS,2019,1.9580404055755785,368464000000.0,0.2814983281948847,0.4686509401189804,0.07515252507707673,0.03849222719180164,0.1362059794172565,
AUS,2020,1.960508565012065,376707000000.0,0.2934827332648451,0.45128176540388154,0.07899773564069688,0.03601207304350596,0.14022569264707052,
AUS,2021,1.9516240053144127,424506000000.0,0.2926766641696466,0.4454966478683458,0.08368786306907323,0.037401120361078524,0.14073770453185586,
AUS,2022,1.937014113691779,480668000000.0,0.283528339727213,0.45923173583429727,0.08764885534298102,0.03744580458861418,0.13214526450689457,
AUT,1976,1.5445684200416576,14701818000.0,0.22921757023519132,0.33131739217557993,,,0.032693847794878154,0.4067711897943506
AUT,1977,1.5432460527334855,16772303000.0,0.2142886400275502,0.34566696058376717,,,0.03240878727268402,0.40763561211599864
AUT,1978,1.5854248151551211,16536298000.0,0.21887722391069633,0.3679723236724447,,,0.03691152638879633,0.37623892602806264
AUT,1979,1.56024673209745,18354969000.0,0.21409118152147247,0.3499002368241537,,,0.0379350136739539,0.39807356798041993
AUT,1980,1.5462688299748129,20278572000.0,0.21614929295810376,0.3338193142988569,,,0.039230227848390906,0.41080116489464835
AUT,1981,1.552203842733691,21552105000.0,0.22633181306419953,0.3261590457173441,,,0.04055218736174494,0.40695695385671143
AUT,1982,1.5842950676668839,20941854000.0,0.2434532778234439,0.3260310190301203,,,0.04586995974663943,0.3846457433997964
AUT,1983,1.593210895919099,21613927000.0,0.2393374420113476,0.33054752151240263,,,0.04970406349572662,0.3804109729805231
AUT,1984,1.5689099032557725,22233678000.0,0.23734458149479362,0.3068665022494254,,,0.05266209216486809,0.4031268240909129
AUT,1985,1.5610175356806157,24152470000.0,0.21979611195045476,0.31396490710887953,,,0.054774687640642965,0.4114642933000227
AUT,1986,1.5633408875907584,25273607000.0,0.21792144666964236,0.3113368028552474,,,0.058286812800404784,0.4124549376747055
AUT,1987,1.5802626489087053,26931770000.0,0.21724736250161056,0.32003436833152815,,,0.061602078140426716,0.4011161910264346
AUT,1988,1.5856085966590272,29258064000.0,0.2233541152962137,0.30749266253570295,,,0.06754202875487592,0.4016111934132074
AUT,1989,1.5839926354390832,31680368000.0,0.2120520822232873,0.3097099755911926,,,0.07176280275532153,0.40647513943019853
AUT,1990,1.5879639129062513,34373397000.0,0.18703467102771368,0.3318084040399033,,,0.07516010128414134,0.4059968236482417
AUT,1991,1.598063144265168,38523055000.0,0.19375641417847053,0.3290301612891293,,,0.07759966077456733,0.3996137637578328
AUT,1992,1.6256177616186016,40197868000.0,0.21409334445299438,0.3263158384419791,,,0.08051215552028779,0.3790786615847388
AUT,1993,1.6609703283533408,40799859000.0,0.22675453363699125,0.3292849369896107,,,0.08805589254609925,0.35590463682729884
AUT,1994,1.6759891505177533,43932419000.0,0.2329081173517898,0.33106100986608544,,,0.09055736266195585,0.3454735101201689
AUT,1995,1.7772705473863992,36219570000.0,0.30945011219073004,0.3656200225458226,0.11364767720875761,0.09760745365005714,0.11367473440463263,
AUT,1996,1.7875151779220906,37455720000.0,0.3121248236584426,0.3607294159610335,0.11027608066271323,0.09775569659320392,0.11911398312460687,
AUT,1997,1.8061405092821863,38265230000.0,0.3050249534629741,0.3627961990559053,0.11224811663225336,0.09089557282159287,0.12903515802727436,
AUT,1998,1.796699869509769,40554760000.0,0.2856757135290654,0.3611245634297922,0.11610819543747762,0.09860346849543679,0.13848805910822798,
AUT,1999,1.794807512684331,42128750000.0,0.2740615375485862,0.35519567990980033,0.11666593478325371,0.10528534551820312,0.14879150224015666,
AUT,2000,1.808431838229995,43848920000.0,0.25258432818869886,0.3714330934490519,0.1286588130334795,0.09107544724020569,0.1562483180885641,
AUT,2001,1.8356180175834886,43787670000.0,0.24017149119832135,0.37132256637542027,0.11789437528875138,0.09561184689662638,0.1749997202408806,
AUT,2002,1.8648330067547234,43363730000.0,0.23776644675169778,0.364461267515502,0.12068749620938973,0.08563723646466759,0.19144755305874284,
AUT,2003,1.8655104535666538,45268760000.0,0.2228627424298788,0.38512431089342847,0.12126177081059875,0.08272150595686739,0.1880296699092266,
AUT,2004,1.8723353402620484,46387630000.0,0.2234134401779095,0.38741944781399695,0.12078392450746028,0.07958220758422019,0.18880097991641306,
AUT,2005,1.8692592175727027,46910940000.0,0.23138952235875043,0.3794129898057894,0.12429851117884229,0.07747851567246361,0.18742046098415424,
AUT,2006,1.911070411659669,47658300000.0,0.23513260019765708,0.37594500852946916,0.11225809565175426,0.07303953351252562,0.2036247621085939,
AUT,2007,1.9059651353689038,50361640000.0,0.23427394342201724,0.37255359436269353,0.11903663184916138,0.07022805452721556,0.20390777583891231,
AUT,2008,1.8982200853087723,52984000000.0,0.23344802204439075,0.3693603729427752,0.12238279480597916,0.071486863958931,0.2033219462479239,
AUT,2009,1.95841262838879,50866980000.0,0.24037656648772937,0.36595862384596056,0.10292492300506144,0.06590365694995064,0.224836229711298,
AUT,2010,1.9512818366274969,51364580000.0,0.24511774456249813,0.3438342141608089,0.10663028880991532,0.07155203060163248,0.2328657218651452,
AUT,2011,1.9428006918182628,55453870000.0,0.23789971736868862,0.3368709884449904,0.11610028299197153,0.07117699810671464,0.23795201308763483,
AUT,2012,1.9570120950510157,57306910000.0,0.2334121661768188,0.35172756653604254,0.10792398333813497,0.06964378292251318,0.23729250102649052,
AUT,2013,1.9903512643651797,59291810000.0,0.23118656691371034,0.3432969916081159,0.10559991337758115,0.06339459024779308,0.2565219378527996,
AUT,2014,2.0088638677097306,59955430000.0,0.23311082916092837,0.35143422372252187,0.099281749793138,0.058661742564434946,0.2575114547589768,
AUT,2015,2.0091172942886764,62438590000.0,0.23082359803448477,0.34305499211305057,0.09493055496608747,0.06654730672169247,0.2646435481646847,
AUT,2016,1.9865051707597312,65658630000.0,0.2283312947589677,0.32814665794884845,0.11342591217635824,0.06424151707094711,0.2658546180448785,
AUT,2017,1.9678079227110055,69263160000.0,0.23404129987716413,0.31798217118595223,0.12219107531334118,0.06470033997871306,0.2610851136448294,
AUT,2018,1.981525970419363,74088330000.0,0.22776326582067646,0.32899148894299546,0.11483306480251344,0.06468022696691908,0.26373195346689554,
AUT,2019,2.004420644963073,79677740000.0,0.2278003869085644,0.32476046634856864,0.10860159939275386,0.06352389011033696,0.27531365723977613,
AUT,2020,2.0244611761440163,76949080000.0,0.23985251025743257,0.3280751374805261,0.10033284348558813,0.058066321260761014,0.2736731875156922,
AUT,2021,2.0457900864404692,82526160000.0,0.24690328497048694,0.3059680712152365,0.09700705812556891,0.058822560022179636,0.29129902566652804,
AUT,2022,2.0604429161650235,86200060000.0,0.25956060819447224,0.29333251044140807,0.09103821969497469,0.058914228133947935,0.29715443353519705,
AUT,2023,2.035003039317471,92948500000.0,0.24482256303221678,0.2933877362195194,0.11061480282091696,0.055648020140185155,0.2955268777871617,
BEL,1995,1.8069910992549618,34749900000.0,0.35810174993309335,0.2934742258251103,0.12011257586352767,0.08931536493630197,0.13899608344196673,
BEL,1996,1.7912060172654491,35099000000.0,0.3279153252229408,0.3114761104304966,0.11468702812045928,0.10469813954813527,0.14122339667796804,
BEL,1997,1.8120984430429643,36532800000.0,0.3414931239872115,0.29809103052599306,0.10709006700827749,0.10392304997153243,0.1494027285069855,
BEL,1998,1.8268684580035743,37603200000.0,0.3175580801633904,0.30702972087481917,0.107621159901285,0.10351512637222364,0.16427591268828184,
BEL,1999,1.7966543584266945,39702400000.0,0.3161572096397195,0.2853278391230757,0.1296143306198114,0.10289806157814137,0.16600255903925204,
BEL,2000,1.7836957990004052,41456800000.0,0.30772032573667046,0.27731518110418557,0.14278236622218793,0.10159732540861813,0.17058480152833794,
BEL,2001,1.7729889438256068,43423700000.0,0.2962506649594576,0.26815080244198447,0.13976008493057937,0.11600347275796397,0.17983497491001457,
BEL,2002,1.813771775345074,42020000000.0,0.2982198952879581,0.2615611613517373,0.13658257972394097,0.10555211803902903,0.1980842455973346,
BEL,2003,1.8515470584527314,42832900000.0,0.30896577163815664,0.25665084549493494,0.12656392632765934,0.09867648466482543,0.20914297187442363,
BEL,2004,1.8228574338043215,48118700000.0,0.30381535660772213,0.2609463680440245,0.15571077356620192,0.08263107689941748,0.19689642488263398,
BEL,2005,1.809135734114923,51655400000.0,0.3278708518373684,0.24706419851554726,0.15831645868582955,0.08153261808058791,0.18521587288066688,
BEL,2006,1.837970368699118,53187000000.0,0.35814578750446535,0.23934984112659108,0.13559328407317578,0.08353733055069848,0.18337375674506928,
BEL,2007,1.8365826547050232,58475800000.0,0.3549930056536208,0.24871143276363897,0.1381733982262748,0.07936274493038145,0.17875941842608395,
BEL,2008,1.8500961120596628,61438700000.0,0.3475138634118235,0.25885964384012033,0.13362424660678043,0.07758139413757127,0.1824208520037045,
BEL,2009,1.9134886816096206,62963900000.0,0.334134321412746,0.28297167106866,0.11136063680934631,0.0707421236613361,0.20079124704791157,
BEL,2010,1.9059888259725397,63611800000.0,0.34432762474886736,0.2587271543958825,0.11296803423264237,0.07723567011152019,0.20674151651108758,
BEL,2011,1.9152018725780229,67842300000.0,0.3192094018038893,0.2813672295897987,0.1163448173189883,0.07161461212252533,0.21146393916479836,
BEL,2012,1.9510767209285347,69864900000.0,0.31510815874638054,0.3099596506972743,0.09483016507573903,0.06917779886609728,0.21092422661450885,
BEL,2013,1.947587155976359,70267700000.0,0.3131339150135838,0.2973699153380572,0.09886334688626496,0.07212986905790285,0.21850295370419126,
BEL,2014,1.958363830918427,74295500000.0,0.3168361475459483,0.27936954458883784,0.09876775847796973,0.07352262250068982,0.23150392688655436,
BEL,2015,1.9737351536898449,78394900000.0,0.30408738323538903,0.26974203679065856,0.11110161502852864,0.06469681063436525,0.2503721543110585,
BEL,2016,1.893553764423472,81525100000.0,0.3003798830053566,0.266838065822673,0.1436821297980622,0.06667517120494179,0.22242475016896637,
BEL,2017,1.9281264137685414,83111200000.0,0.29882494778080454,0.2708467691478405,0.12729210984801087,0.06813762766029127,0.23489854556305287,
BEL,2018,1.944007601239961,87196300000.0,0.29995309434001216,0.2801667043211696,0.1137376241881823,0.07093649615866729,0.23520608099196869,
BEL,2019,1.953960998314742,93457500000.0,0.30225610571650213,0.27850520289971376,0.11345584891528235,0.06727335954845785,0.23850948292004387,
BEL,2020,1.987383582746479,90880000000.0,0.3000880281690141,0.27982834507042254,0.10158230633802817,0.06620158450704225,0.252299735915493,
BEL,2021,1.9868813943654962,96491200000.0,0.30985209013878984,0.2617513306912962,0.10723464937735254,0.06423280050408742,0.256929129288474,
BEL,2022,1.9903738459209932,107033400000.0,0.30957719739819534,0.28361801082652704,0.0971752742601842,0.06425657785326823,0.2453729396618252,
BEL,2023,1.790252709795437,130434200000.0,0.1889082771236378,0.26051833031520877,,,0.20497308221310054,0.3456003103480529
CAN,1981,1.836544685422682,74465000000.0,0.28937084536359364,0.46952259450748673,0.06333176660175921,0.09119720674142215,0.08657758678573826,
CAN,1982,1.8595215687376214,71191000000.0,0.2564650025986431,0.49546993299714853,0.05143908640137096,0.09627621469005913,0.1003497633127783,
CAN,1983,1.842774629172655,73754000000.0,0.30036337012229847,0.4407896520866665,0.06048485505870868,0.098096374433929,0.10026574829839738,
CAN,1984,1.8364930186042336,77993000000.0,0.29511622837946994,0.4258459092482659,0.07348095341889657,0.0958675778595515,0.10968933109381611,
CAN,1985,1.8332737978636366,86783000000.0,0.29686689789474896,0.42371201733058317,0.07466900199347798,0.09610177108419851,0.10865031169699135,
CAN,1986,1.8415312769370096,91649000000.0,0.3399709762245087,0.38710733341334874,0.07392333795240537,0.09132669205337755,0.10767166035635958,
CAN,1987,1.827349439809071,105589000000.0,0.3722168028866643,0.35879684436825804,0.07657047609125951,0.09267063803994734,0.09974523861387076,
CAN,1988,1.8304358118104576,118285000000.0,0.36319905313437884,0.36250581223316564,0.0762226825041214,0.0938157839117386,0.10425666821659552,
CAN,1989,1.8321221404911123,128606000000.0,0.3683031895868,0.369150739467832,0.06981789341088285,0.09477007293594389,0.09795810459854128,
CAN,1990,1.8503693531584429,126708000000.0,0.3345408340436279,0.3948685165893235,0.061101114373204535,0.09906241121318307,0.11042712378066105,
CAN,1991,1.8541989593719368,119351000000.0,0.3142579450528274,0.40247672830558606,0.059781652436929726,0.1035600874730836,0.11992358673157326,
CAN,1992,1.8431817409044544,117640000000.0,0.34472968378102686,0.35953757225433525,0.0653179190751445,0.10713192791567494,0.12328289697381843,
CAN,1993,1.8642664752818001,118435000000.0,0.338996073795753,0.3532486173850635,0.06547895470089078,0.10362646177228016,0.13864989234601258,
CAN,1994,1.8761235115054018,130417000000.0,0.32868414393829026,0.3562035624190098,0.0711870384995821,0.0966745132919788,0.14725074185113904,
CAN,1995,1.8573370724385814,126590000000.0,0.28869578955683706,0.3710324670195118,0.07769176080259105,0.10692787739947864,0.1556521052215815,
CAN,1996,1.8507566176142363,134414000000.0,0.2975136518517416,0.35610873867305487,0.0822086984986683,0.1074441650423319,0.15672474593420327,
CAN,1997,1.8259734844222635,151081000000.0,0.2912940740397535,0.35782130115633337,0.08945532528908334,0.11158252857738564,0.14984677093744414,
CAN,1998,1.8001741841429322,158453000000.0,0.27153793238373525,0.3401702713107357,0.10168945996604671,0.12366443046202975,0.16293790587745263,
CAN,1999,1.7912063293676526,169622000000.0,0.26904528893657664,0.3423199820777965,0.0940561955406728,0.1341807076912193,0.16039782575373476,
CAN,2000,1.8079586608956806,181136000000.0,0.26846126667255543,0.3309667873862733,0.08609000971645614,0.13977342990901864,0.17470850631569648,
CAN,2001,1.8618724300986842,194560000000.0,0.2849095394736842,0.33233449835526313,0.07455797697368421,0.12388466282894736,0.18431332236842105,
CAN,2002,1.8798623190542176,203514000000.0,0.3245820926324479,0.31860707371483044,0.07394577277238912,0.10817928987686351,0.17468577100346905,
CAN,2003,1.8994499541628471,215982000000.0,0.3335000138900464,0.31832282319822947,0.07155688900000926,0.09993888379587187,0.176681390115843,
CAN,2004,1.9134101266137145,241601000000.0,0.34495718146861976,0.32141837161270026,0.06685402792206986,0.09373305574066333,0.1730373632559468,
CAN,2005,1.9247689822535095,268053000000.0,0.33764591330818905,0.3350419506590115,0.06813950972382328,0.08599791832212286,0.17317470798685333,
CAN,2006,1.9197757102396955,297294000000.0,0.3344568003390583,0.3545883872530223,0.0649222655014901,0.08476794015351807,0.16126460675291127,
CAN,2007,1.9434492511649928,321032000000.0,0.3489465224650502,0.36008871389768,0.056439856462907126,0.07645032270926262,0.15807458446510006,
CAN,2008,1.9549300515533927,338678000000.0,0.32582275789983406,0.3919416082532671,0.05150024507053898,0.07353887763598463,0.15719651114037522,
CAN,2009,1.959738565485192,308146000000.0,0.33631135890130004,0.38955235505247515,0.043739006834422646,0.07594451980554671,0.15445275940625547,
CAN,2010,1.9819244211446048,347928000000.0,0.329884343887241,0.4180203950242579,0.04171840150835805,0.061435124508519005,0.148941735071624,
CAN,2011,1.9838690312750689,371478000000.0,0.3222640371704381,0.4294574645066464,0.041151831333214886,0.059825884709188704,0.1473007822805119,
CAN,2012,1.9833825338560318,400741000000.0,0.3236304745459037,0.4389693093544209,0.040931674073778325,0.05618092483673994,0.14028761718915708,
CAN,2013,1.986802560866428,414391000000.0,0.31714491868790584,0.4530141822578193,0.03974265850368372,0.05321544145505091,0.13688279909554021,
CAN,2014,1.9856736857471307,438424000000.0,0.31492573399266466,0.4580451800083937,0.039502855683083045,0.05281417075707534,0.13471205955878326,
CAN,2015,1.9803727279771395,425887000000.0,0.3450891903251332,0.42944959578479736,0.03717418000549442,0.05635297625896071,0.1319340576256143,
CAN,2016,1.9790478545461463,420587000000.0,0.3748261358529864,0.39576116237544195,0.0394139619151329,0.0562333120139234,0.13376542784251536,
CAN,2017,1.9702939484635227,445044000000.0,0.37866143572320937,0.38110613782008074,0.047404301597145454,0.056084342222342064,0.1367437826372224,
CAN,2018,1.969401545444137,462909000000.0,0.3684115020446783,0.3787202236292662,0.05165594101648488,0.057158102348409734,0.14405423096116082,
CAN,2019,1.9621867423297843,477203000000.0,0.36107065546528416,0.3754817132331523,0.05704909650609908,0.05875486952093763,0.14764366527452677,
CAN,2020,1.9853776082036747,474129000000.0,0.3954324666915544,0.35506792455217884,0.04186413402259723,0.05905987610966636,0.14857559862400319,
CAN,2021,1.995883337811125,562033000000.0,0.43891906702987193,0.33338433864203704,0.034844929034416126,0.05359293849293547,0.13925872680073945,
CAN,2022,1.9859926648197264,608574000000.0,0.4046262245840276,0.36062664523952714,0.0418437199091647,0.05338709836437311,0.13951631190290745,
CAN,2023,1.972567812069193,539697954000.0,0.421079973188114,0.3328679619193072,0.04655891283960658,0.058180359527544176,0.14131279252542803,
COL,1995,1.7267158915105536,90966802528000.0,0.2945448533793715,0.3937293365783147,,,0.04581221070969553,0.26591359933261827
COL,1996,1.7267158915867185,89756691706000.0,0.2945448534979006,0.39372933652408254,,,0.045812210709244836,0.26591359926877206
COL,1997,1.7267158915268495,88141130665000.0,0.2945448534313966,0.3937293365443578,,,0.04581221070724734,0.26591359931699826
COL,1998,1.7267158915744936,82548522270000.0,0.29454485344356485,0.3937293365675654,,,0.0458122107096079,0.26591359927926184
COL,1999,1.7267158915297465,54136758539000.0,0.2945448534476395,0.3937293365033031,,,0.04581221072209789,0.2659135993269595
COL,2000,1.7267158915254261,53062837744000.0,0.29454485341329617,0.39372933654235964,,,0.04581221071756331,0.2659135993267808
COL,2001,1.726715891571204,58220696081000.0,0.2945448534682902,0.3937293365250722,,,0.045812210717804044,0.2659135992888336
COL,2002,1.7267158915490373,64693927677000.0,0.29454485342330716,0.3937293365487805,,,0.045812210719332794,0.2659135993085795
COL,2003,1.7267158916452565,72124965855000.0,0.2945448534243885,0.39372933665009635,,,0.04581221070721573,0.26591359921829943
COL,2004,1.7267158914985279,80153259730000.0,0.2945448533912047,0.3937293365523364,,,0.0458122107119448,0.26591359934451414
COL,2005,1.6030084345233768,55012000000000.0,0.19014033301825056,0.45019268523231293,0.161528393804988,0.13068057878281103,0.06745800916163747,
COL,2006,1.532374559591787,65848000000000.0,0.18919329364597254,0.42465982262179564,0.19601202770015794,0.1347193536629814,0.055415502369092456,
COL,2007,1.6009959257582616,79524000000000.0,0.21467733011417936,0.44507318545344804,0.18512650269101152,0.10238418590614154,0.05273879583521956,
COL,2008,1.6240292835445291,78679000000000.0,0.19873155479861207,0.45445417455737874,0.1725746387218953,0.10790681122027479,0.06633282070183912,
COL,2009,1.706220079448613,88359000000000.0,0.2278092780588282,0.48093572810919094,0.1609456874794871,0.06765581321653708,0.06265349313595672,
COL,2010,1.704869438651373,92064000000000.0,0.2201511991657977,0.4867809350017379,0.1540775981925617,0.07518682655543969,0.06380344108446298,
COL,2011,1.6495045070798318,104946000000000.0,0.21608255674346807,0.4429325557905971,0.20066510395822615,0.07030282240390295,0.07001696110380577,
COL,2012,1.6898165856146294,109806000000000.0,0.254312150520008,0.43888312114092126,0.16717665701327797,0.07372092599675792,0.06590714532903484,
COL,2013,1.7162480408637253,123141000000000.0,0.28162025645398364,0.4333893666609821,0.1422921691394418,0.07889330117507573,0.06380490657051673,
COL,2014,1.7132860241886319,141058000000000.0,0.2712784811921337,0.45628748458081075,0.13312963461838392,0.08382367536757929,0.055480724241092315,
COL,2015,1.7430491150471175,154189000000000.0,0.27760735201603226,0.47090259357022873,0.11701223822711089,0.07996679399957195,0.05451102218705615,
COL,2016,1.7621603930067176,157351000000000.0,0.2891497353051458,0.47922796804596096,0.11184549192569479,0.07031413845479215,0.0494626662684063,
COL,2017,1.7827339489832017,163946000000000.0,0.2851121710807217,0.4922718456077001,0.1048271991997365,0.06585705049223525,0.05193173361960646,
COL,2018,1.7629747535297338,171826000000000.0,0.28909478193055765,0.4777332883265629,0.11140921630021068,0.0709904205417108,0.050772292900957944,
COL,2019,1.7196349116428977,181819000000000.0,0.2617823219795511,0.4782668477991849,0.12651593067831196,0.0829726266231802,0.05046227291977186,
COL,2020,1.659866308269081,141370000000000.0,0.23442031548419043,0.4481997594963571,0.14076536747541912,0.11318525854141614,0.06342929900261725,
COL,2021,1.5448733509616077,138414000000000.0,0.2587021544063462,0.3740300836620573,0.14838816882685277,0.16719406996402097,0.05168552314072276,
COL,2022,1.4665696828629617,147791000000000.0,0.24720043845701023,0.3354737433267249,0.1682646439905001,0.1963313056952047,0.052729868530560046,
CRI,1991,1.5360074031180728,87122209000.0,0.16603831750868484,0.4762123742753125,0.1801738750678372,0.13752119164012475,0.04005424150804073,
CRI,1992,1.486261105144465,129661528000.0,0.1616176850854326,0.4542047892571496,0.1956882383801616,0.15136882391205508,0.037120463365201126,
CRI,1993,1.5133261985872888,168442342000.0,0.16547128631113428,0.47303187579759487,0.18389950906761912,0.14385995060553125,0.03373737821812048,
CRI,1994,1.5598816945167235,203334954000.0,0.18244335403346343,0.4855616855722701,0.16804624255601427,0.13036950351389168,0.03357921432436058,
