country,iso3,year,actual,M0_baseline,M2_trend,M2_stabilize,M4_baseline,M4_TFP_level_only,M4_AI_surge,M4_fiscal_stimulus
Denmark,DNK,2022,,106.2068147100109,105.35414981198326,104.86990454218403,106.06691163844548,103.2177847560396,106.06691163844548,106.25229656794848
Denmark,DNK,2023,,108.73570838278877,107.68753923594888,107.23458195955253,108.57413915817315,104.70302004497194,108.57413915817315,108.89146715801863
Denmark,DNK,2024,,111.38178286752765,110.13162669124874,109.71179011270509,111.19564475014296,106.26219796457102,111.19564475014296,111.6539278010132
Denmark,DNK,2025,,114.14755823934533,112.6897323292757,112.30488787246212,113.93600675507739,107.89721004513572,113.93600675507739,114.53826753960456
Denmark,DNK,2026,,117.03559288107274,115.36413257997773,115.01631299970987,116.79897289855352,109.60905868285242,116.79897289855352,117.54492321333467
Denmark,DNK,2027,,120.04849494320186,118.15983670332378,117.85093650598795,119.78788462248806,111.39828977483681,119.78788462248806,120.67543331286828
Denmark,DNK,2028,,123.1889335553398,121.07997977681595,120.81191707045487,122.9058473855944,113.26516884830285,122.9058473855944,123.93195217449033
Denmark,DNK,2029,,126.45964969055437,124.12720829856288,123.90199897460437,126.15588092353494,115.20982987602596,126.15588092353494,127.3170315226545
Denmark,DNK,2030,,129.86346660979657,127.30229271298825,127.12239656165568,129.5409850392818,117.23233990753783,129.5409850392818,130.83347925848474
Denmark,DNK,2031,,133.40329983747,130.60809211082793,130.47616286486604,133.06422525898313,119.33277816083027,133.06422525898313,134.48432757857736
Denmark,DNK,2032,,137.0821666405174,134.04697719656244,133.96597871361772,136.7287326899845,121.51123464907951,136.7287326899845,138.2727669495036
Denmark,DNK,2033,,140.903195001876,137.62631589228639,137.59853960187664,140.53777233005155,123.76786914056626,140.53777233005155,142.20217543491466
Denmark,DNK,2034,,144.86963209463585,141.34925623040434,141.37703301135977,144.4946696895772,126.10284324679373,144.4946696895772,146.2759913422685
Denmark,DNK,2035,,148.98485227576305,145.21905129314086,145.3047564059299,148.60287611898886,128.51637605344493,148.60287611898886,150.4978480009065
Denmark,DNK,2036,,153.2523646280507,149.23906874760212,149.38512696641575,152.86597717967166,131.00874790958528,152.86597717967166,154.8715165561682
Denmark,DNK,2037,,157.67582008617904,153.4127999113367,153.6216908063087,157.28770056484788,133.5803035478077,157.28770056484788,159.40091204696475
Denmark,DNK,2038,,162.25901818782089,157.74386835864107,158.018131686151,161.87192360640876,136.23145459980023,161.87192360640876,164.0900993217295
Denmark,DNK,2039,,167.00591349383848,162.2360380888035,162.57827925518998,166.62268040891718,138.96268157286596,166.62268040891718,168.94329881517908
Denmark,DNK,2040,,171.92062172316454,166.893221285898,167.30611685695996,171.5441686553002,141.7745353521276,171.5441686553002,173.9648922119282
Estonia,EST,2019,44788.5390625,99.99999999999993,100.00000000000011,99.51787767328166,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011
Estonia,EST,2020,,101.07563086112191,100.09452322624894,99.64889680841111,101.074945196393,99.70235069425402,101.074945196393,101.074945196393
Estonia,EST,2021,,105.22309645105099,103.5395016253189,103.11724589296894,105.22197975436158,102.38356212519042,105.22197975436158,105.42549100895724
Estonia,EST,2022,,109.65735004586878,107.15073189631204,106.75570314561165,109.655808202808,105.24883324944182,109.655808202808,110.06489659832425
Estonia,EST,2023,,114.39362902695733,110.99868709399558,110.6340765210711,114.39167218404955,108.30336286243873,114.39167218404955,115.00619291930548
Estonia,EST,2024,,119.44775083428594,115.09698368557576,114.76619722995846,119.44539282518738,111.55237464340154,119.44539282518738,120.26504884919372
Estonia,EST,2025,,124.8361716982996,119.44349712840507,119.15119053378433,124.8334300345735,115.00115539295332,124.8334300345735,125.8578640823392
Estonia,EST,2026,,130.57605006196965,124.0423556814606,123.79463340466286,130.57294592994566,118.65509347851766,130.57294592994566,131.8018096460767
Estonia,EST,2027,,136.68531399635918,128.92460642078066,128.72718184387367,136.68187226164045,122.51971718694776,136.68187226164045,138.11489064050747
Estonia,EST,2028,,143.18273200118534,134.10792861388154,133.96677131884772,143.1789812271579,126.60073229677344,143.1789812271579,144.8160118186645
Estonia,EST,2029,,150.08798669354755,139.62468717586353,139.54440692462893,150.0839591794263,130.90405834444047,150.0839591794263,151.92504563675516
Estonia,EST,2030,,157.4217510115549,145.49221110753098,145.4771117691931,157.41748285455856,135.4358632204619,157.41748285455856,159.46290267304624
Estonia,EST,2031,,165.20576668510526,151.71205509907574,151.76803486716042,165.20129787050465,140.20259587852465,165.20129787050465,167.4516043928216
Estonia,EST,2032,,173.46292484623288,158.30345116779824,158.43633171487602,173.45829936821227,145.2110170677299,173.45829936821227,175.91435830724802
Estonia,EST,2033,,182.21734876102872,165.28325394156346,165.4990996996564,182.21261477663842,150.468228102714,182.21261477663842,184.87563563631508
Estonia,EST,2034,,191.49447876133004,172.6688506278349,172.9740170959873,191.48968877927,155.98169776808533,191.48968877927,194.36125163977766
Estonia,EST,2035,,201.3211595359377,180.47847737519774,180.87963382941368,201.316370641501,161.7592875137259,201.316370641501,204.39844882544915
Estonia,EST,2036,,211.7257300082893,188.73128328843882,189.2354370624461,211.72100412551407,167.8092751384861,211.72100412551407,215.0159832818966
Estonia,EST,2037,,222.73811608134525,197.44739500239265,198.06191724146612,222.73352027325063,174.14037718453415,222.73352027325063,226.2442144135755
Estonia,EST,2038,,234.38992657265186,206.6479819073484,207.38063472308573,234.38553338035936,180.76177027626923,234.38553338035936,238.11519838178356
Estonia,EST,2039,,246.7145526949666,216.35532218541965,217.2142871653338,246.7104405165249,187.68311163918966,246.7104405165249,250.6627855756876
Estonia,EST,2040,,259.747271462568,226.59286986866599,227.58677791962657,259.7435249723557,194.91455902819354,259.7435249723557,263.9227224550908
Finland,FIN,2019,248022.421875,100.00000000000009,100.00000000000009,99.47196962140494,100.00000000000009,100.00000000000009,100.00000000000009,100.00000000000009
Finland,FIN,2020,,100.56867286144266,100.4557658879906,99.95408144221088,100.56859922888177,100.70323920514109,100.56859922888177,100.56859922888177
Finland,FIN,2021,,101.5677926981439,101.41542771447104,100.93623546878064,101.56766299320262,101.8398000587165,101.56766299320262,101.70464648119666
Finland,FIN,2022,,102.5629989107552,102.35680199321486,101.89928633574816,102.56279043117694,102.97527148619072,102.56279043117694,102.83294718275211
Finland,FIN,2023,,103.5547897736436,103.2927666741849,102.85592387299765,103.55449328018946,104.11015772565193,103.55449328018946,103.95295041876646
Finland,FIN,2024,,104.54363704744485,104.22096280789353,103.80391819196436,104.54324374231247,105.2449259370907,104.54324374231247,105.06541600897985
Finland,FIN,2025,,105.52998799661843,105.13624120485352,104.73854414042654,105.5294893705319,106.38002095132484,105.5294893705319,106.17106920805035
Finland,FIN,2026,,106.51426721568897,106.04158954748415,105.6628431212742,106.51365502405785,107.5158670858323,106.51365502405785,107.27059161664967
Finland,FIN,2027,,107.4968782860541,106.94218912116476,106.58177121709986,107.496144528316,108.65286967729644,107.496144528316,108.36462478609252
Finland,FIN,2028,,108.47820528235579,107.84199285931292,107.49898303032128,108.47734218305243,109.79141647330854,108.47734218305243,109.4537735536151
Finland,FIN,2029,,109.45861414493245,108.74407712949352,108.41720235833662,109.45761413632896,110.93187889986413,109.45761413632896,110.53860903115901
Finland,FIN,2030,,110.43845393277054,109.64391056149816,109.33228981131735,110.43730963886303,112.07461321810348,110.43730963886303,111.61967128990223
Finland,FIN,2031,,111.41805796957726,110.53787830083748,110.24109992055011,111.41676219134595,113.21996158204823,111.41676219134595,112.69747177773777
Finland,FIN,2032,,112.39774489404033,111.42334915378274,111.14149783584205,112.39629059582595,114.36825300764026,112.39629059582595,113.77249550167157
Finland,FIN,2033,,113.37781962401155,112.30624802739209,112.03884043031245,113.37619992091004,115.51980426215236,113.37619992091004,114.84520300266831
Finland,FIN,2034,,114.35857424320585,113.18692412588899,112.93350165566827,114.35678238938279,116.67492068195526,114.35678238938279,115.91603214675604
Finland,FIN,2035,,115.34028881800094,114.06571000064952,113.82583722337023,115.33831819583871,117.83389692569868,115.33831819583871,116.98539975303794
Finland,FIN,2036,,116.3232321510604,114.94292263490723,114.7161858195187,116.32107626106603,118.99701766916104,116.32107626106603,118.05370307656513
Finland,FIN,2037,,117.30766247774886,115.81886444115356,115.60487021944536,117.30531492915375,120.16455824730967,117.30531492915375,119.12132116173933
Finland,FIN,2038,,118.29382811065541,116.69382417978349,116.49219831207573,118.29128261264317,121.33678524850782,118.29128261264317,120.18861607994846
Finland,FIN,2039,,119.28196803695195,117.56807780656764,117.37846404294872,119.27921839046343,122.51395706526196,119.27921839046343,121.25593406345807
Finland,FIN,2040,,120.27231247282124,118.44188925566633,118.2639482837584,120.26935256288643,123.69632440543793,120.26935256288643,122.32360654612356
France,FRA,2019,2965338.5,100.00000000000017,100.00000000000017,100.00000000000017,100.0,100.0,100.0,100.0
France,FRA,2020,,101.32327577077693,101.32299481823466,101.32299481823466,100.5625406043875,100.57689734437328,100.5625406043875,100.5625406043875
France,FRA,2021,,102.67546970087595,102.67518996430015,102.67518996430015,101.76562140559406,101.79468047367561,101.85007568070547,101.90399345622816
France,FRA,2022,,104.05111322045035,104.05083081650281,104.05083081650281,102.98973303966403,103.03384910645516,103.23328755124403,103.26244838970982
France,FRA,2023,,105.45037933721258,105.45009193215253,105.45009193215253,104.23479586032079,104.2943326360332,104.70361977296949,104.63667428284317
France,FRA,2024,,106.87344920789027,106.87315450078461,106.87315450078461,105.5007618406812,105.57609205478009,106.25375293161814,106.02684893847945
France,FRA,2025,,108.32051213163325,108.3202078381192,108.3202078381192,106.78761208392832,106.87911748522572,107.8774734690987,107.43318156125554
France,FRA,2026,,109.79176553837846,109.7914493891705,109.7914493891705,108.0953534519125,108.20342482609252,109.56954502161527,108.85589656854533
France,FRA,2027,,111.2874149730925,111.2870847125916,111.2870847125916,109.42401568226086,109.54905288451285,111.32558750779484,110.2952311971928
France,FRA,2028,,112.80767407672867,112.80732746159438,112.80732746159438,110.77364893219641,110.9160609330403,113.14196615229307,111.75143360608195
France,FRA,2029,,114.35276456466895,114.35239936235904,114.35239936235904,112.14432168457513,112.30452662729671,115.01569143786338,113.22476129014518
France,FRA,2030,,115.9229162033511,115.92253019063638,115.92253019063638,113.53611896132001,113.71454422970947,116.94433015847412,114.71547975798116
France,FRA,2031,,117.51836678571621,117.51795774717588,117.51795774717588,114.94914079779346,115.1462230931073,118.92592720710526,116.22386143326476
France,FRA,2032,,119.13936210605884,119.13892783255733,119.13892783255733,116.38350093873784,116.59968636499171,120.95893740387504,117.75018474595448
France,FRA,2033,,120.78615593479462,120.78569422194757,120.78569422194757,117.83932572244198,118.07506987929597,123.04216649401553,119.29473338430687
France,FRA,2034,,122.45900999361493,122.45851864024826,122.45851864024826,119.31675312489376,119.57252120752113,125.17472037399409,120.85779568298459
France,FRA,2035,,124.15819393145122,124.15767073805306,124.15767073805306,120.8159319400088,121.09219884544086,127.3559616022343,122.43966412623087
France,FRA,2036,,125.88398530161528,125.88342806878583,125.88342806878583,122.33702107568894,122.63427151521842,129.58547229230084,124.04063494821027
France,FRA,2037,,127.63666954045271,127.63607606735765,127.63607606735765,123.8801889485726,124.19891756586759,131.86302255267023,125.66100781531588
France,FRA,2038,,129.4165399478035,129.4159080306246,129.4159080306246,125.44561296295743,125.78632445759857,134.18854371562722,127.30108557753054
France,FRA,2039,,131.22389766952065,131.22322509991437,131.22322509991437,127.03347906160351,127.39668831780462,136.5621056800064,128.96117407787972
France,FRA,2040,,133.0590516822819,133.05833624584088,133.05833624584088,128.64398133800995,129.03021355832402,138.9838977731997,130.641582010696
Germany,DEU,2019,4314067.5,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997
Germany,DEU,2020,,102.90572517520746,102.90645330107633,102.90645330107633,102.87793304409615,102.17555234301754,102.87793304409615,102.87793304409615
Germany,DEU,2021,,104.70874157159646,104.7096038784017,104.7096038784017,104.71380793568486,103.28885927119786,104.73618449723912,104.74301272510141
Germany,DEU,2022,,106.56363753211278,106.56463799644689,106.56463799644689,106.59859430362604,104.43011824943996,106.6631399722312,106.68142306950664
Germany,DEU,2023,,108.47120713146859,108.47235699121444,108.47235699121444,108.54023969560225,105.60630128581462,108.66452770763189,108.69701567561934
Germany,DEU,2024,,110.4322578391569,110.43356882523562,110.43356882523562,110.5367747274981,106.81459753873739,110.73649466551865,110.78434255244179
Germany,DEU,2025,,112.44761188724715,112.44909615642602,112.44909615642602,112.58715111472722,108.05314549002955,112.87641238249067,112.93941621738925
Germany,DEU,2026,,114.51810760444103,114.51977773951343,114.51977773951343,114.69461060684498,109.32421291282866,115.08622503917874,115.16297695578777
Germany,DEU,2027,,116.64460071352576,116.6464697248641,116.6464697248641,116.86083617815271,110.62851977678434,117.36656006836587,117.45459856129985
Germany,DEU,2028,,118.82796559020454,118.83004691805812,118.83004691805812,119.08631054377348,111.9656269956471,119.71705060606621,119.8130004292972
Germany,DEU,2029,,121.0690964820478,121.071403999599,121.071403999599,121.37358570681367,113.33702859872406,122.13959051851731,122.23923614883412
Germany,DEU,2030,,123.36890868700392,123.3714567041968,123.3714567041968,123.72408896324254,114.74312367704391,124.63510121248737,124.73348725817124
Germany,DEU,2031,,125.72833969153268,125.73114295968266,125.73114295968266,126.13689980452985,116.18212637421641,127.20226946386175,127.29383600586254
Germany,DEU,2032,,128.14835026895165,128.1514239861409,128.1514239861409,128.6132254896414,117.65423437523519,129.84203272235874,129.92064595769443
Germany,DEU,2033,,130.62992553905073,130.63328535630896,130.63328535630896,131.15588473933389,119.16109281332649,132.55705164192105,132.616010011343
Germany,DEU,2034,,133.1740759904242,133.17773801869643,133.17773801869643,133.76599052553385,120.70275138470501,135.34834831071834,135.37732712408334
Germany,DEU,2035,,135.78183846729962,135.7858192851857,135.7858192851857,136.4446892854064,122.27927657422293,138.217046093311,138.20584195750035
Germany,DEU,2036,,138.45427712287906,138.45859378515084,138.45859378515084,139.19316126913563,123.89075124034228,141.1643597945654,141.10283602935124
Germany,DEU,2037,,141.1924843414418,141.19715438831668,141.19715438831668,142.01262099915994,125.53727430229942,144.1915876434897,144.06962747494518
Germany,DEU,2038,,143.99758163159063,144.00262309876075,144.00262309876075,144.90431781846175,127.2189605051218,147.30010481865295,147.1075712871053
Germany,DEU,2039,,146.8707204931306,146.8761519225306,146.8761519225306,147.8695365097827,128.935940243069,150.49135827157164,150.21805961643523
Germany,DEU,2040,,149.81308326014897,149.81892371145494,149.81892371145494,150.90959797116875,130.68835942610497,153.76686263793184,153.4025220208771
Greece,GRC,2019,289493.21875,99.99999999999997,99.99999999999997,100.059367470153,100.00000000000013,100.00000000000013,100.00000000000013,100.00000000000013
Greece,GRC,2020,,95.22257327175222,95.21932481345094,95.27449075738778,96.41632094468193,98.10188492649397,96.41632094468193,96.41632094468193
Greece,GRC,2021,,93.88503478916529,93.88141079705308,93.93454761522779,96.15972558416138,99.55127072360249,96.25337616749859,96.27317263500107
Greece,GRC,2022,,92.5193910393127,92.51529055455839,92.56649906947733,95.86165282417282,100.97765984720422,96.12395907265466,96.10930612239828
Greece,GRC,2023,,91.13039366514074,91.12572982485206,91.17510363861102,95.52325359789765,102.38027500527672,96.0138021394683,95.90690183944362
Greece,GRC,2024,,89.72235964039795,89.71705961454856,89.76468582452543,95.14667387620285,103.75943364324098,95.91239997497858,95.6643563904865
Greece,GRC,2025,,88.2992126616714,88.29321609387128,88.33917591845464,94.73421790646658,105.11571580784624,95.81173954931849,95.38334985023079
Greece,GRC,2026,,86.86451983244316,86.85777744540427,86.90214677264399,94.2881647713835,106.44977725522476,95.70572505168457,95.0661660496021
Greece,GRC,2027,,85.42152429251179,85.41399665061775,85.45684652122407,93.81072325771166,107.76230070928182,95.58979013577765,94.71513405284927
Greece,GRC,2028,,83.97317433845974,83.96483074722146,84.00622778137662,93.30401787619984,109.05397817564683,95.46059136389172,94.33251011636773
Greece,GRC,2029,,82.52214949354665,82.51296701867619,82.55297379455129,92.77008332362149,110.32550142922489,95.31575717715513,93.92045235525889
Greece,GRC,2030,,81.07088391416241,81.06084650557887,81.09952189615498,92.21086224357936,111.57755556742384,95.15368236230582,93.4810158423838
Greece,GRC,2031,,79.62158746149369,79.61068516968291,79.6480846434357,91.62820485846076,112.81081430613642,94.97336100977213,93.01615288441681
Greece,GRC,2032,,78.17626471874857,78.16449299267956,78.20066888282211,91.02386988318936,114.0259365315788,94.77425182183445,92.52771507029368
Greece,GRC,2033,,76.73673219418762,76.72409125145978,76.75909299772951,90.39952636278528,115.22356383113505,94.55617027133317,92.01745618794621
Greece,GRC,2034,,75.30463391674527,75.2911281778844,75.32500254427386,89.75675617129156,116.40431879952267,94.31920279297773,91.48703566273427
Greece,GRC,2035,,73.88145560295094,73.86709318282267,73.89988445416178,89.0970569702344,117.56880395883363,94.06363888650216,90.93802232215589
Greece,GRC,2036,,72.46853755020871,72.45332980040827,72.48507996029726,88.42184546868607,118.7176011601743,93.78991767147897,90.37189834717377
Greece,GRC,2037,,71.06708639147826,71.05104748831648,71.0817963805632,87.7324608627859,119.85127135944667,93.49858603058185,89.79006330806953
Greece,GRC,2038,,69.67818582937585,69.6613324027314,69.69111787815783,87.03016836108453,120.97035468017161,93.1902659978376,89.1938382064915
Greece,GRC,2039,,68.3028064531971,68.28515725206209,68.31401530229684,86.31616272485648,122.07537069311401,92.86562949002985,88.58446946578292
Greece,GRC,2040,,66.94181472991346,66.92339032094435,66.95135520060964,85.5915717706298,123.16681885638268,92.52537884815834,87.96313282736021
Hungary,HUN,2019,288606.09375,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993
Hungary,HUN,2020,,100.50395242179025,100.5012569645069,100.5012569645069,101.36690198339682,101.2070810532435,101.36690198339682,101.36690198339682
Hungary,HUN,2021,,104.08323254577316,104.0804803667933,104.0804803667933,105.46990699228651,105.13758924358059,105.55902408331342,105.67973604267773
Hungary,HUN,2022,,107.8932153492699,107.89046004679244,107.89046004679244,109.82887404574247,109.31020497308204,110.08928108354222,110.24746545155959
Hungary,HUN,2023,,111.94297176355907,111.9402677497277,111.9402677497277,114.45790698830491,113.73776847772814,114.96679112683192,115.08184928192166
Hungary,HUN,2024,,116.24182243573662,116.23923036434607,116.23923036434607,119.37120800665744,118.43313291088087,120.20246591128654,120.19692024719694
Hungary,HUN,2025,,120.79938537624007,120.79697220819541,120.79697220819541,124.58319395863522,123.40927914552115,125.80889976573546,125.60704447253586
Hungary,HUN,2026,,125.62562434443878,125.62346338361996,125.62346338361996,130.10860647863421,128.6794233337185,131.8002877069066,131.32699845639408
Hungary,HUN,2027,,130.73089727672138,130.72906823584012,130.72906823584012,135.9626128624214,134.25711433786188,138.19236705600042,137.37205737642515
Hungary,HUN,2028,,136.1260042402125,136.12459334276076,136.12459334276076,142.16089944789223,140.156322832142,145.0023811000233,143.75807685821547
Hungary,HUN,2029,,141.82223456583588,141.82133468830457,141.82133468830457,148.71975889373377,146.39152354110266,152.24906269304185,150.50156954868788
Hungary,HUN,2030,,147.83141296800468,147.83112382531786,147.83112382531786,155.6561725119046,152.97777182233037,159.95263550835824,157.61977774133715
Hungary,HUN,2031,,154.16594458956772,154.16637296566572,154.16637296566572,162.98788864124728,159.93077562014489,168.13483073988752,165.1307430904758
Hungary,HUN,2032,,160.83885901764802,160.84011904236314,160.84011904236314,170.7334979306844,167.2669636881246,176.81891728295568,173.05337429283384
Hungary,HUN,2033,,167.86385339897788,167.866066871777,167.866066871777,178.9125063127035,175.00355088146014,186.02974371899765,181.4075134933575
Hungary,HUN,2034,,175.25533484413228,175.25863160491514,175.25863160491514,187.54540637943919,183.1586012434648,195.79379073500564,190.21400207729488
Hungary,HUN,2035,,183.02846235157767,183.0329806985133,183.0329806985133,196.6537478172085,191.75108954658157,206.13923289904602,199.4947464354455
Hungary,HUN,2036,,191.19918850795997,191.20507566225533,191.20507566225533,206.2602075066495,200.80096189262156,217.09600897377263,209.272784228778
Hungary,HUN,2037,,199.7843012338674,199.79171385140035,199.79171385140035,216.38865985222452,210.32919592725366,228.69590017577966,219.57235162922805
Hungary,HUN,2038,,208.80146584755988,208.81057057742402,208.81057057742402,227.06424786564807,220.35786117878246,240.9726159799026,230.41895197289767
Hungary,HUN,2039,,218.26926771555404,218.28024180572433,218.28024180572433,238.31345549229118,230.91017999042035,253.96188722718404,241.8394262285687
Hungary,HUN,2040,,228.20725575079615,228.22028770135586,228.22028770135586,250.16418163765462,242.01058947839633,267.70156642730456,253.86202565716434
Iceland,ISL,2019,17635.359375,100.00000000000007,100.00000000000007,100.19670639240255,99.99999999999987,99.99999999999987,99.99999999999987,99.99999999999987
Iceland,ISL,2020,,104.18056191152156,104.19122284941642,104.38469977600168,105.45784072908214,102.8541087249814,105.45784072908214,105.45784072908214
Iceland,ISL,2021,,108.51324388001625,108.52428767669342,108.71377202794896,110.44154324260037,105.05530968354184,110.4843890622247,110.61662352622777
Iceland,ISL,2022,,113.20151534178741,113.21293338767929,113.39802612674765,115.78675219276326,107.42050340931067,115.91246571646478,116.14692584112217
Iceland,ISL,2023,,118.27518859592368,118.28693431075709,118.46726918571622,121.53337014585766,109.96807496748974,121.78050372006612,122.08621600421976
Iceland,ISL,2024,,123.76559432562044,123.77751691694026,123.95276626327063,127.72208877433935,112.71451957137306,128.12882247123346,128.47443374708016
Iceland,ISL,2025,,129.70561083407725,129.7174405569677,129.88731979773215,134.394751049029,115.67484583690602,134.99981711416288,135.3527344949652
Iceland,ISL,2026,,136.12971292891055,136.1410472967839,136.30531814114963,141.59461593380342,118.86284814222505,142.4381065074171,142.76375358036117
Iceland,ISL,2027,,143.07404351511835,143.08433400936366,143.2428062780234,149.36660054375736,122.29132764613769,150.4906972631031,150.75186315937893
Iceland,ISL,2028,,150.5765099327951,150.5850491771021,150.7375812663861,157.75751654421538,125.9722812783169,159.20716957592902,159.36342120254778
Iceland,ISL,2029,,158.67690603543053,158.68281532303737,158.82931339602325,166.81631154709362,129.91707018594843,168.6398884873419,168.6470223635702
Iceland,ISL,2030,,167.41706005861735,167.4192770496161,167.55969310425405,176.5943224250851,134.13657432225457,178.84424287648488,178.65375727288827
Iceland,ISL,2031,,176.84100756242898,176.83827391288347,176.97260292009423,187.14554478505275,138.64133676570304,189.87891338161816,189.43748448947832
Iceland,ISL,2032,,186.99518819398094,186.98603684090125,187.11431316859824,198.526921006598,143.44169943102963,201.8061696560254,201.05511779724628
Iceland,ISL,2033,,197.92866472496254,197.911406530459,198.03369987388896,210.79864806080826,148.54793071952042,214.69219685588308,213.56693054274314
Iceland,ISL,2034,,209.69336275691117,209.66607220881195,209.78248323651147,224.0245056312764,153.9703451018228,228.6074510245994,227.0368781321821
Iceland,ISL,2035,,222.34432961795977,222.3048292893417,222.41548519155128,238.27220474511765,159.71941444169659,243.62704304002943,241.53293952831257
Iceland,ISL,2036,,235.94001125069002,235.8858547332706,235.99090483007225,253.6137570841729,165.80587091038984,259.83115097787146,257.1274785256023
Iceland,ISL,2037,,250.54254626093208,250.47099930351754,250.57061083724176,270.125865299097,172.2408015030355,277.30546106355433,273.89762566738267
Iceland,ISL,2038,,266.2180767159906,266.1260963159006,266.2204505197178,287.8903349205625,179.03573437621074,296.1416377866485,291.92568184795886
Iceland,ISL,2039,,283.03707571015156,282.9212869205036,283.01057542488627,306.9945087968987,186.20271743078968,316.4378241948588,311.29954487616953
Iceland,ISL,2040,,301.0746921284358,300.93136235557074,301.0157839679736,327.5317253458621,193.7543897379913,338.29917383755543,332.113160535807
Ireland,IRL,2019,472685.65625,100.0,100.0,99.74625698667565,100.0,100.0,100.0,100.0
Ireland,IRL,2020,,112.53549903388364,107.91620372233956,107.68203357128823,112.52206867748423,109.02217753281266,112.52206867748423,112.52206867748423
Ireland,IRL,2021,,124.9771766813525,117.27150108125595,117.06834354136684,124.96373915247942,117.3108819795694,124.96373915247942,125.27904377180981
Ireland,IRL,2022,,139.33871073369522,128.29095915414567,128.13427177672747,139.32615090356714,126.72551700814232,139.32615090356714,139.95782205071262
Ireland,IRL,2023,,155.8654657748394,141.28340372223707,141.19165046994848,155.85465002569543,137.34989789500494,155.85465002569543,156.80154650334748
Ireland,IRL,2024,,174.83408342306146,156.55357411224605,156.5479241357843,174.82610236032372,149.27668983045658,174.82610236032372,176.08858480663983
Ireland,IRL,2025,,196.55752242013136,174.4166621475269,174.5210767046839,196.55372876353937,162.6088401346368,196.55372876353937,198.13420518756163
Ireland,IRL,2026,,221.39061691178625,195.1948034034196,195.43699371865034,221.3926690071259,177.46113100877602,221.3926690071259,223.29598114814203
Ireland,IRL,2027,,249.73622051943144,219.2994517014218,219.70974412392178,249.74613474243145,193.961676274145,249.74613474243145,251.97984091147464
Ireland,IRL,2028,,282.0520308770297,247.13837889454143,247.75200082705706,282.07224427545134,212.2533978710607,282.07224427545134,284.6468274116154
Ireland,IRL,2029,,318.85821047465504,279.14692043291643,280.0066524067143,318.8916551423077,232.495523976265,318.8916551423077,321.82068220218645
Ireland,IRL,2030,,360.745937120029,315.8109891027556,316.97004979464623,360.7961280284591,254.86514962876376,360.7961280284591,364.096382649751
Ireland,IRL,2031,,408.38703336647836,357.8195541489518,359.33694479805126,408.45817166987433,279.5588974224024,408.45817166987433,412.14977749428476
Ireland,IRL,2032,,462.5448407100213,405.973647595031,407.91296899858935,462.6419348828966,306.7947119865339,462.6419348828966,466.74848277509267
Ireland,IRL,2033,,524.0865225800839,460.94876561133213,463.3932089324023,524.2155301465124,336.813818641079,524.2155301465124,528.7642191354456
Ireland,IRL,2034,,593.997001081147,523.6768673036045,526.7241313191716,594.164994153103,369.8828742172822,594.164994153103,599.1867933103291
Ireland,IRL,2035,,673.3947567626,595.2203157898575,598.9850200751644,673.6101151306759,406.2963366864472,673.6101151306759,679.1399517136434
Ireland,IRL,2036,,763.5497489362342,676.789961010557,681.4064383399763,763.8223850585159,446.3790798766662,763.8223850585159,769.8993629599321
Ireland,IRL,2037,,865.9037467121882,769.7657059735424,775.3912327861127,866.2453676379808,490.4892800597892,866.2453676379808,872.9130193649512
Ireland,IRL,2038,,982.0933984876309,875.7199113477684,882.5384441321378,982.5178105462747,539.0216024285701,982.5178105462747,989.8243854890002
Ireland,IRL,2039,,1113.9764106573336,996.4440397990811,1004.6705355505724,1114.4998736542668,592.4107173456634,1114.4998736542668,1122.4986652003724
Ireland,IRL,2040,,1263.661255463339,1133.9789950270679,1143.8644057329047,1264.3028941744833,651.1351786479084,1264.3028941744833,1273.0526082101512
Israel,ISR,2019,344039.4375,99.99999999999977,99.99999999999993,99.37293667607004,99.99999999999993,99.99999999999993,99.99999999999993,99.99999999999993
Israel,ISR,2020,,103.15423498926735,103.28342310634646,102.68841365693129,103.29645108525935,103.09258620677464,103.29645108525935,103.29645108525935
Israel,ISR,2021,,106.79459025774796,106.99470866145924,106.43196983712222,107.00705105938624,106.58509169261525,107.00705105938624,107.05714188748279
Israel,ISR,2022,,110.63027002146433,110.87631939379385,110.34805225263871,110.88768167761047,110.2324359936719,110.88768167761047,111.03022055736498
Israel,ISR,2023,,114.66843073683744,114.95565345944681,114.46377222613948,114.96151285257115,114.05664828348306,114.96151285257115,115.23212371902616
Israel,ISR,2024,,118.91650360993245,119.24057168972668,118.78716363566053,119.23784199084986,118.06584394962374,119.23784199084986,119.66633183618272
Israel,ISR,2025,,123.3822178053159,123.73425164027661,123.32205008029611,123.72296739299051,122.26510629986747,123.72296739299051,124.33417188810097
Israel,ISR,2026,,128.07362366122968,128.44821340795824,128.08031538671653,128.42877908997622,126.6649890059534,128.42877908997622,129.24327450404752
Israel,ISR,2027,,132.99911586484592,133.3864851904415,133.06702044795804,133.3623354361715,131.27120194269483,133.3623354361715,134.39712692849636
