country,year,pim_produced_plus_intan,cwon_pca
Lithuania,2003,194088.05303090607,63116243794.995
Lithuania,2004,196474.87593574869,64984186245.6488
Lithuania,2005,200307.60852203888,66988241823.2481
Lithuania,2006,205542.54502162835,69768393234.0618
Lithuania,2007,213350.28707959404,73690600585.3937
Lithuania,2008,226684.16152502614,77057747226.4485
Lithuania,2009,237918.19281845164,77524613076.0836
Lithuania,2010,236264.07076623556,77599794144.3591
Lithuania,2011,239402.0848440297,78444727280.9532
Lithuania,2012,245012.9823832478,79509014681.9083
Lithuania,2013,249717.42658844215,80982603470.8225
Lithuania,2014,254669.23248855144,82716113806.0236
Lithuania,2015,259691.87147942945,84570036402.1611
Lithuania,2016,265815.4568146561,86326279162.6563
Lithuania,2017,270383.80420445907,88374634717.4978
Lithuania,2018,275968.1354468655,91033849685.4449
Lithuania,2019,281853.22095909686,94204739728.6346
Luxembourg,1995,94470.7512688253,63108496630.2479
Luxembourg,1996,99115.7509879035,64551634167.4104
Luxembourg,1997,103622.13832381707,66298547852.0719
Luxembourg,1998,108056.96153732164,68598205590.4194
Luxembourg,1999,112471.57586123343,71843824811.1343
Luxembourg,2000,116979.98151306462,75427269648.104
Luxembourg,2001,121455.46283597015,77813339837.7589
Luxembourg,2002,125990.62511241317,79790943615.0763
Luxembourg,2003,130428.60165999502,82866503306.7083
Luxembourg,2004,135115.6920906395,85785968922.1583
Luxembourg,2005,140457.7809348831,90176045448.7144
Luxembourg,2006,146315.3920028049,93385188858.1876
Luxembourg,2007,152353.28054931003,97095777004.9222
Luxembourg,2008,158816.8078275516,101743783040.155
Luxembourg,2009,166121.25766588526,104685982687.254
Luxembourg,2010,173021.08798289002,108361720489.354
Luxembourg,2011,180024.69005161035,113510992201.38
Luxembourg,2012,187783.30961467227,118880149783.474
Luxembourg,2013,195743.37836464331,124149546652.672
Luxembourg,2014,203594.10239351384,130127855067.226
Luxembourg,2015,211239.61591495137,135354624038.435
Luxembourg,2016,218415.54256746566,140703319933.814
Luxembourg,2017,225166.21745388414,146426646915.367
Luxembourg,2018,231477.39397118136,151353733463.24
Luxembourg,2019,237476.6016771671,156748750593.837
Mexico,1995,3366386.4196930416,1087597380936.64
Mexico,1996,3487751.4590721824,1127759381317.96
Mexico,1997,3611188.1298236577,1178792007496.54
Mexico,1998,3740600.7413057955,1236535581012.86
Mexico,1999,3875668.6746707023,1297269268910.78
Mexico,2000,4015107.4874888062,1360925899406.79
Mexico,2001,4159933.3784822286,1413319001311.37
Mexico,2002,4302213.2694095895,1461055933507.28
Mexico,2003,4443376.430099959,1508212852844.28
Mexico,2004,4585815.209073247,1561299497510.89
Mexico,2005,4733623.143454813,1619514215389.13
Mexico,2006,4885128.607774829,1686032296679.69
Mexico,2007,5043457.78767964,1757776463962.77
Mexico,2008,5206352.788990313,1836158149172.45
Mexico,2009,5375831.45669437,1896145825097.52
Mexico,2010,5540854.200994859,1962176574405.33
Mexico,2011,5708478.704166884,2038471854110.86
Mexico,2012,5881425.974277234,2119886155793.47
Mexico,2013,6060772.306445027,2193243307354.79
Mexico,2014,6242193.417720782,2268692737923.78
Mexico,2015,6425482.48820258,2349434373303.68
Mexico,2016,6611714.307512047,2429308036226.8
Mexico,2017,6797699.907440648,2503050243248.41
Mexico,2018,6982172.884399454,2574175450294.32
Mexico,2019,7162856.55053112,2632938936798.8
Netherlands,1995,2175010.933541794,1661040678354.99
Netherlands,1996,2231531.2475516354,1708263896960.4
Netherlands,1997,2289248.9796218514,1759735933534.67
Netherlands,1998,2347674.844031006,1816149379720.06
Netherlands,1999,2406261.0684266794,1880988711428.71
Netherlands,2000,2464873.2430010214,1944242188860.96
Netherlands,2001,2521266.913597378,2009048416249.8
Netherlands,2002,2575969.228635456,2066763630629.19
Netherlands,2003,2626251.730532081,2117631830361.05
Netherlands,2004,2673628.7495065196,2164700904048.02
Netherlands,2005,2719746.381777399,2212111003872.19
Netherlands,2006,2765196.0198827987,2264553379330.94
Netherlands,2007,2811393.7190997107,2334610577895.44
Netherlands,2008,2860933.715932799,2396290773555.58
Netherlands,2009,2913083.7652643956,2442685865203.53
Netherlands,2010,2964931.7755631995,2476454726698.84
Netherlands,2011,3019824.2081122403,2513674780231.7
Netherlands,2012,3077009.857438193,2537261574168.29
Netherlands,2013,3134795.444275059,2553958133927.29
Netherlands,2014,3191642.847614646,2565001010935.15
Netherlands,2015,3247225.8640913554,2614466067989.62
Netherlands,2016,3308653.5194385285,2645881642369.09
Netherlands,2017,3369725.9701865525,2682545788811.14
Netherlands,2018,3433550.3385052937,2722741837507.8
Netherlands,2019,3500563.031119594,2769544386013.15
New Zealand,1995,412767.78183336003,509484499977.575
New Zealand,1996,422758.2620308999,531217385511.406
New Zealand,1997,433368.2960441503,552638802182.98
New Zealand,1998,443922.30825547356,568512382323.369
New Zealand,1999,452772.86019522144,588007433538.829
New Zealand,2000,461892.3679110823,604724242364.162
New Zealand,2001,470796.50059184595,624076072563.572
New Zealand,2002,480575.0050804267,649319212806.968
New Zealand,2003,491825.21597037977,681483759528.323
New Zealand,2004,505319.9771018737,714889131158.01
New Zealand,2005,520897.7701334457,748082051327.74
New Zealand,2006,537567.4097177803,778195688498.883
New Zealand,2007,553024.749991422,809869873208.494
New Zealand,2008,568364.1965287867,834240829194.497
New Zealand,2009,581361.6462275732,851473865530.957
New Zealand,2010,590964.2083085346,870513826700.694
New Zealand,2011,599371.1237203105,890470954418.786
New Zealand,2012,607774.8987935178,911657922320.401
New Zealand,2013,617652.6725662136,938411859206.625
New Zealand,2014,629626.6842758916,973112734700.117
New Zealand,2015,643451.2335988176,1010504483847.61
New Zealand,2016,657943.9703259423,1049675212454.9
New Zealand,2017,672614.8304317857,1092306891984.83
New Zealand,2018,688378.962887329,1134916747474.62
New Zealand,2019,704569.9258829764,1177020043785.68
Norway,1995,925414.0210037583,944788641044.584
Norway,1996,950049.2988234212,970261539622.622
Norway,1997,971105.3194435964,1005803735416.26
Norway,1998,1000268.812000127,1050054707324.6
Norway,1999,1038513.2931903047,1086798082628.05
Norway,2000,1063155.2021712675,1117271869238.25
Norway,2001,1075982.9415179866,1143945745921.97
Norway,2002,1087378.736820772,1168951419270.5
Norway,2003,1098491.8539714818,1193560604723.06
Norway,2004,1107580.1650872997,1225315636338.02
Norway,2005,1126786.9367462618,1266509844363.29
Norway,2006,1147018.6326172971,1315321664721.51
Norway,2007,1172573.8462549283,1376429775056.69
Norway,2008,1206973.4800122383,1437593755902.68
Norway,2009,1234759.302774387,1487630512946.67
Norway,2010,1262606.6970753376,1528674982518.68
Norway,2011,1293477.0926682334,1577933305779.12
Norway,2012,1316248.4892187112,1635900749531.63
Norway,2013,1345167.9990446928,1700122678814.44
Norway,2014,1382349.9005716126,1762226622876.83
Norway,2015,1421430.974199153,1816862324719.18
Norway,2016,1466573.1005502597,1874718707256.01
Norway,2017,1515972.6006185103,1933823869549.69
Norway,2018,1565207.6938494896,1993417161746.48
Norway,2019,1606667.1861655526,2059657275516.26
Poland,1995,1323640.9453943945,207062764630.373
Poland,1996,1349492.276213349,217844555099.339
Poland,1997,1384981.9654853244,232352826472.403
Poland,1998,1430576.782296468,249285750964.927
Poland,1999,1483460.9891316593,266860780990.786
Poland,2000,1537632.5556173988,282490479700.073
Poland,2001,1589805.9947283142,295039131886.206
Poland,2002,1621227.4074774308,305148970318.885
Poland,2003,1641998.8657270018,314779385350.939
Poland,2004,1666401.1185198114,325757316815.143
Poland,2005,1711171.5065549596,338536569036.482
Poland,2006,1762200.1921748018,355121443479.186
Poland,2007,1823920.7154440307,377132941594.771
Poland,2008,1901222.220559063,401283075194.383
Poland,2009,1979747.9283011805,423207707920.945
Poland,2010,2027227.5783338002,443568850087.851
Poland,2011,2087043.6448101555,467779594500.643
Poland,2012,2153137.57955575,490038836321.42
Poland,2013,2214449.160365424,510833388898.839
Poland,2014,2260991.650499391,535608907123.581
Poland,2015,2326106.7155125923,562526680307.076
Poland,2016,2395740.574853196,583582332385.432
Poland,2017,2457582.7706903596,606017340603.93
Poland,2018,2536322.9621502995,632599041724.425
Poland,2019,2629483.035144546,661840875571.567
Portugal,1995,957826.424409961,301303725839.215
Portugal,1996,1003420.0186781784,313926887999.072
Portugal,1997,1049261.6376041218,329488362359.725
Portugal,1998,1098266.8989225915,347560763234.942
Portugal,1999,1151921.2861822029,366561847511.751
Portugal,2000,1204917.5677497014,386163290856.563
Portugal,2001,1254703.8262953772,405226966200.291
Portugal,2002,1301526.0124930157,422012338613.827
Portugal,2003,1343638.3715809204,435449649793.401
Portugal,2004,1377478.771981293,448191716793.632
Portugal,2005,1418739.7113381268,460315516771.086
Portugal,2006,1457667.4219867685,471630459668.148
Portugal,2007,1495522.18929084,483266482563.446
Portugal,2008,1536467.9696454874,494179269906.544
Portugal,2009,1580406.9106474547,502007827321.477
Portugal,2010,1614001.9919222237,508965844462.33
Portugal,2011,1649908.0274430416,511665244163.424
Portugal,2012,1667793.1681546506,509699175303.002
Portugal,2013,1674102.1110082387,506498185757.526
Portugal,2014,1678057.163931871,503795157745.982
Portugal,2015,1685567.5104868584,502430831742.602
Portugal,2016,1693088.8165123006,501592286075.294
Portugal,2017,1702628.3608620216,502884842622.868
Portugal,2018,1719717.671003171,505156926631.385
Portugal,2019,1741326.6361858754,508518780521.751
Slovakia,1995,343402.0243367351,103576394812.51
Slovakia,1996,340969.67402137956,107091260022.866
Slovakia,1997,343350.64713395573,111543278912.348
Slovakia,1998,346316.90984870226,116449579691.001
Slovakia,1999,349215.7449598348,119279019210.654
Slovakia,2000,349399.47720133275,120673998849.253
Slovakia,2001,348161.12343444617,123126212390.66
Slovakia,2002,348544.88478041947,125415180341.936
Slovakia,2003,349196.5427439434,127108605232.152
Slovakia,2004,349477.7817459794,129224478877.466
Slovakia,2005,353865.84279516345,132742946711.986
Slovakia,2006,362314.71868704923,136737633339.121
Slovakia,2007,373189.87893250765,141642305824.155
Slovakia,2008,386988.27514476835,146691501201.667
Slovakia,2009,403299.85951129836,148972739670.434
Slovakia,2010,408762.74590489967,151768042993.742
Slovakia,2011,417312.7508116733,155918230299.547
Slovakia,2012,428474.20053847873,158785083938.847
Slovakia,2013,435940.4655443689,161645762517.489
Slovakia,2014,443905.53567681496,164659527170.366
Slovakia,2015,454582.04992780765,170014673662.352
Slovakia,2016,468823.6809561561,173690376892.47
Slovakia,2017,482601.4755113927,177641795663.077
Slovakia,2018,498849.2237115194,181763317711.457
Slovakia,2019,516573.2498809425,186474423678.738
Slovenia,1995,250404.31068909873,65264757673.4481
Slovenia,1996,251310.47569490454,66864142309.4736
Slovenia,1997,252339.5087187984,68838802766.0349
Slovenia,1998,254191.37582961193,70985310778.2051
Slovenia,1999,256838.68773011438,73714830850.4642
Slovenia,2000,260986.42019991655,76390771737.2635
Slovenia,2001,265374.17364690086,78897380447.8115
Slovenia,2002,269117.2337440342,81156872586.5649
Slovenia,2003,272230.8740775845,83670588361.8333
Slovenia,2004,276035.27201696514,86348665260.9223
Slovenia,2005,282055.67921878805,89090723794.5291
Slovenia,2006,289178.0516793377,92388530176.996
Slovenia,2007,297801.74909637705,96449803816.4867
Slovenia,2008,308716.96154213586,100684452380.002
Slovenia,2009,319932.5238415641,103028323030.676
Slovenia,2010,324411.2138472474,104140274240.011
Slovenia,2011,327263.6113574497,104813532288.812
Slovenia,2012,329345.20174188435,104961493984.848
Slovenia,2013,329823.5365051882,105265436140.51
Slovenia,2014,330726.98966069694,105532227262.494
Slovenia,2015,331688.30363812146,105703889981.486
Slovenia,2016,332765.1722982294,105658104089.912
Slovenia,2017,333888.2602878827,106103015012.608
Slovenia,2018,337218.4157711952,107158724695.933
Slovenia,2019,341698.1373088719,108623744844.425
Spain,1995,4620546.690941922,1499029143597.06
Spain,1996,4799835.794549858,1548301215562.12
Spain,1997,4971103.14145293,1600995152526.63
Spain,1998,5130670.2486949805,1663017315843.02
Spain,1999,5301052.085301464,1733790282219.97
Spain,2000,5487832.236906754,1811367274990.94
Spain,2001,5677252.549265896,1893689278022.56
Spain,2002,5848420.0221274495,1987516470683.31
Spain,2003,6015599.674921,2094767435485.37
Spain,2004,6214996.550874046,2207425439241.09
Spain,2005,6463099.083777174,2330658678164.92
Spain,2006,6744507.445216115,2465934685072.05
Spain,2007,7082982.748729055,2609115977860.43
Spain,2008,7469448.951345779,2736583637239.27
Spain,2009,7817371.672085053,2814448599116.14
Spain,2010,8041766.3143589785,2875018610782.81
Spain,2011,8244551.097446651,2918779767925.34
Spain,2012,8381558.553069781,2944227408099.49
Spain,2013,8473569.967293948,2956469179046.49
Spain,2014,8545321.197485449,2973681932493.14
Spain,2015,8628741.666455468,2999496394268.18
Spain,2016,8730480.49596971,3028828057684.23
Spain,2017,8841455.1295926,3068875432488.88
Spain,2018,8979368.656200638,3119523039980.78
Spain,2019,9140873.131261006,3176117278535.59
Sweden,1995,1590826.6056787842,2040778932500.8
Sweden,1996,1618439.4820468647,2052819443310.27
Sweden,1997,1645513.9057111288,2061263455028.99
Sweden,1998,1670665.3786674768,2074476700197.13
Sweden,1999,1695081.9905179995,2089940510907.79
Sweden,2000,1719079.6925690472,2109132249694.84
Sweden,2001,1742948.1619565925,2127656535522.97
Sweden,2002,1765925.2810091525,2141693664119.2
Sweden,2003,1786145.4643940958,2156947976678.6
Sweden,2004,1806753.7452359137,2176485705786.1
Sweden,2005,1827132.6476810146,2199301216589.38
Sweden,2006,1847593.798935086,2233105701691.74
Sweden,2007,1871458.928467221,2277422336967.55
Sweden,2008,1902444.8483777703,2318449015177.53
Sweden,2009,1935701.9572569411,2337596662397.52
Sweden,2010,1959875.7935784399,2364333524989.48
Sweden,2011,1987630.0492850752,2397692277521.1
Sweden,2012,2018501.8755215828,2427902602393.79
Sweden,2013,2050592.5661740361,2458192189558.74
Sweden,2014,2083741.9711771163,2497241118656.43
Sweden,2015,2119385.0474236174,2545143808513.96
Sweden,2016,2158688.5244671158,2598947284111.81
Sweden,2017,2200325.3512494396,2660217223011.29
Sweden,2018,2247429.0157348956,2717939964073.77
Sweden,2019,2297740.96027938,2768376760353.23
Switzerland,1995,2413601.296070453,2060090763624.32
Switzerland,1996,2445725.8330231938,2102335787372.5
Switzerland,1997,2475040.2357506175,2145847753739.07
Switzerland,1998,2494076.144855028,2198778768475.27
Switzerland,1999,2516448.630645464,2252240273538.44
Switzerland,2000,2535195.8259763196,2308449377361.19
Switzerland,2001,2555790.328998849,2356941511299.56
Switzerland,2002,2574605.843736113,2404441086853.45
Switzerland,2003,2579259.3766495823,2446738926025.54
Switzerland,2004,2581978.1281618644,2494911828079.65
Switzerland,2005,2580382.6716740797,2545907882401.88
Switzerland,2006,2600460.4613318294,2602746566930.62
Switzerland,2007,2631304.1907476624,2668421223371.56
Switzerland,2008,2659064.671660582,2734716629105.9
Switzerland,2009,2688409.3973854682,2782825645196.11
Switzerland,2010,2716840.6340789134,2833754875400.23
Switzerland,2011,2736102.8337552315,2888445558226.55
Switzerland,2012,2774298.8300069547,2949061037531.82
Switzerland,2013,2804807.459156164,3008826577941.31
Switzerland,2014,2824565.6161961528,3072261760943.71
Switzerland,2015,2856644.543913944,3136851547926.35
Switzerland,2016,2886679.058635667,3204835341247.52
Switzerland,2017,2917045.459079035,3275590937380.48
Switzerland,2018,2956390.897820009,3341403802760.78
Switzerland,2019,2996031.7549301316,3406545044891.76
Turkey,1995,2106571.577021033,105405969457.247
Turkey,1996,2156005.202874571,114592610017.1
Turkey,1997,2207140.944333748,125447184371.647
Turkey,1998,2283573.956747662,134927810174.134
Turkey,1999,2357346.0814648927,141563747204.966
Turkey,2000,2408663.275882951,151333695269.385
Turkey,2001,2483950.6808691765,155908070432.712
Turkey,2002,2487717.1502625495,163060570549.13
Turkey,2003,2508954.7143622567,173271527549.231
Turkey,2004,2571074.6418753206,189324264208.089
Turkey,2005,2679111.533636189,209272908592.215
Turkey,2006,2842364.0187012265,232625987331.98
Turkey,2007,3070020.52171564,256090283583.425
Turkey,2008,3326556.072170511,277940871358.641
Turkey,2009,3546336.334218068,291497112815.718
Turkey,2010,3657913.798635362,311676144169.549
Turkey,2011,3857412.50682015,340020493012.333
Turkey,2012,4127189.7585253334,368276748173.219
Turkey,2013,4392680.766295627,402741278235.037
Turkey,2014,4728884.47609107,439255888198.291
Turkey,2015,5095316.603415481,480406726530.994
Turkey,2016,5454737.142771762,521791241633.611
Turkey,2017,5800588.562053841,567776671096.849
Turkey,2018,6197275.214781533,612453154551.318
Turkey,2019,6554960.9446712695,645920455419.621
United Kingdom,1995,6834972.115983808,4281671549255.5
United Kingdom,1996,7045576.032566933,4392768378096.61
United Kingdom,1997,7250237.0693632765,4484757281432.68
United Kingdom,1998,7442306.818855269,4598169533907.21
United Kingdom,1999,7632422.835445885,4707964354277.16
United Kingdom,2000,7816829.841639883,4825240236821.56
United Kingdom,2001,7997607.298363392,4940287805338.76
United Kingdom,2002,8168459.29962457,5063909407035.41
United Kingdom,2003,8337948.712912727,5191193673513.33
United Kingdom,2004,8511308.047392506,5320114749466.12
United Kingdom,2005,8693026.20945455,5463239885929.22
United Kingdom,2006,8891618.278714912,5613520492543.33
United Kingdom,2007,9101715.036187975,5773340014356.1
United Kingdom,2008,9326213.653685419,5907362920351.59
United Kingdom,2009,9549097.260269444,5986863343432.19
United Kingdom,2010,9741516.668384477,6077235673161.76
United Kingdom,2011,9940160.00729491,6159423979074.87
United Kingdom,2012,10118094.148406424,6242772528330.27
United Kingdom,2013,10304016.325472146,6335557841695.85
United Kingdom,2014,10503104.279762048,6451996207582.54
United Kingdom,2015,10727870.144825593,6584614544483.24
United Kingdom,2016,10980699.705565013,6727375693290.7
United Kingdom,2017,11240888.145397376,6871157622381.69
United Kingdom,2018,11506581.106951457,7006449920632.87
United Kingdom,2019,11770761.226349728,7140219765920.02
United States,1995,40209435.08717803,45632539833601.9
United States,1996,41312519.74177634,47442965839505.0
United States,1997,42430692.96706144,49418264860770.3
United States,1998,43599345.42849576,51623747401046.7
United States,1999,44843370.563694,54023428893583.6
United States,2000,46184789.58964091,56521560758048.8
United States,2001,47643427.81126287,58729486106499.5
United States,2002,49151699.46636224,60694984972381.5
United States,2003,50709472.54146865,62762312461022.3
United States,2004,52322508.37493894,65068239317684.2
United States,2005,54024491.494377404,67585376942832.4
United States,2006,55825173.72237035,70119040308442.6
United States,2007,57679934.45216251,72451682396026.6
United States,2008,59500168.70105098,74390303702869.8
United States,2009,61205135.61112638,75492103939126.5
United States,2010,62643978.955459535,76607567987635.6
United States,2011,63925249.77449298,77811653949420.2
United States,2012,65075673.180789396,79256504063567.5
United States,2013,66201736.26495114,80753724482550.0
United States,2014,67288371.33962516,82430107844650.2
United States,2015,68358441.48955955,84191637083213.2
United States,2016,69418110.46160284,85937028232566.5
United States,2017,70425448.2879543,87746004874215.0
United States,2018,71404416.44919093,89681564654948.0
United States,2019,72380952.07934953,91581388943108.9
