scale,median_oos_mape,mean_oos_mape,n_countries
0.5,4.39073619967402,5.5242134589193865,35
0.75,4.326767858325316,5.512208402959709,35
1.0,4.169108829472494,5.493829716699485,35
1.25,4.097066942094748,5.47336316835336,35
1.5,4.043372840018331,5.453175238053325,35
2.0,3.863204209079507,5.418920334693889,35
