country,iso3,year,tfp_M0,tfp_M2,tfp_Mobs,alpha,delta_logK,K_pct_diff,TFP_shift,TFP_shift_pct,ls_shift_pp
Australia,AUS,1950,0.6475828693077306,0.6475828693077306,0.6475828693077306,0.3611073834555489,0.0,0.0,0.0,0.0,-0.0
Australia,AUS,1951,0.6400248883171145,0.6587485393256349,0.6571973030166527,0.3611073834555489,-0.04755487006443915,-4.644185009998159,-0.01717241469953823,-1.717241469953823,1.717241469953823
Australia,AUS,1952,0.5649156213129967,0.6000751185960231,0.596082560379946,0.3611073834555489,-0.08630933759565702,-8.26895712754695,-0.03116693906694934,-3.116693906694934,3.1166939066949344
Australia,AUS,1953,0.6508590432495325,0.6868453172060276,0.6812436398143298,0.3611073834555489,-0.08414282830231176,-8.070005533255841,-0.030384596564797306,-3.0384596564797306,3.0384596564797306
Australia,AUS,1954,0.7036480810604777,0.7429813163384047,0.7360670266413871,0.3611073834555489,-0.08977646834767662,-8.586449934619145,-0.03241894558090941,-3.241894558090941,3.241894558090941
Australia,AUS,1955,0.7149335685820031,0.75836255036132,0.7502503170079313,0.3611073834555489,-0.09780123598684495,-9.317086916071027,-0.035316748425928246,-3.5316748425928246,3.5316748425928246
Australia,AUS,1956,0.6896362067534936,0.7351988131823557,0.726142746014518,0.3611073834555489,-0.10109607538810754,-9.61538086593593,-0.03650653926102443,-3.650653926102443,3.650653926102443
Australia,AUS,1957,0.6930816682531482,0.7373591959061505,0.7278455116779687,0.3611073834555489,-0.09627009863978547,-9.17813256915987,-0.03476384342482053,-3.476384342482053,3.476384342482053
Australia,AUS,1958,0.7426590543878842,0.786180778212703,0.7764585696607034,0.3611073834555489,-0.09359962388301546,-8.935270931215655,-0.033799515272819214,-3.3799515272819214,3.3799515272819214
Australia,AUS,1959,0.7816136864491003,0.8259310595017402,0.8159973652305688,0.3611073834555489,-0.09521732414452538,-9.08246727536185,-0.03438367878146842,-3.438367878146842,3.438367878146842
Australia,AUS,1960,0.7716357045455462,0.81679846055395,0.8066412361993551,0.3611073834555489,-0.09693939602904296,-9.238899070220153,-0.03500553165380893,-3.500553165380893,3.500553165380893
Australia,AUS,1961,0.7624079339144512,0.8078266640660559,0.7974954638357081,0.3611073834555489,-0.09716647049831403,-9.259506259272431,-0.035087529921256966,-3.5087529921256966,3.5087529921256966
Australia,AUS,1962,0.7917690805990736,0.8341051960287018,0.8239860391226914,0.3611073834555489,-0.08921711379956769,-8.535303046342568,-0.032216958523617834,-3.2216958523617834,3.2216958523617834
Australia,AUS,1963,0.8209750868524202,0.8622281852164164,0.852345564973783,0.3611073834555489,-0.08687299002631567,-8.320646983903767,-0.031370478121362844,-3.1370478121362844,3.1370478121362844
Australia,AUS,1964,0.8414879656865324,0.882036559264554,0.8723245200604879,0.3611073834555489,-0.08539441669364639,-8.184992074225672,-0.030836554373955494,-3.0836554373955494,3.083655437395549
Australia,AUS,1965,0.8238682102759292,0.8654588565637393,0.8556681024613901,0.3611073834555489,-0.08806214894073314,-8.429603507660522,-0.031799892185460976,-3.1799892185460976,3.1799892185460976
Australia,AUS,1966,0.8421580624770728,0.8833086561282393,0.8734758447504234,0.3611073834555489,-0.08672706155620796,-8.307267379968842,-0.03131778227335058,-3.131778227335058,3.131778227335058
Australia,AUS,1967,0.8532715220529647,0.8942037234096993,0.8843179970112418,0.3611073834555489,-0.0859757412357058,-8.238350880767753,-0.03104647495827706,-3.104647495827706,3.104647495827706
Australia,AUS,1968,0.8879840341239769,0.9285673425425528,0.918631787240212,0.3611073834555489,-0.08487157704436074,-8.136974996160307,-0.030647753116235132,-3.0647753116235132,3.0647753116235132
Australia,AUS,1969,0.9202756560348312,0.9615553206371016,0.951445228263572,0.3611073834555489,-0.08631662950358286,-8.269626019426768,-0.03116957222874084,-3.116957222874084,3.1169572228740843
Australia,AUS,1970,0.914450987605144,0.9564757934448735,0.9461124073813744,0.3611073834555489,-0.08767868292598287,-8.394482639249146,-0.03166141977623038,-3.166141977623038,3.166141977623038
Australia,AUS,1971,0.9243073895163638,0.9664567108755672,0.955866630562995,0.3611073834555489,-0.08739572352310003,-8.3685583291653,-0.031559241046631215,-3.1559241046631215,3.1559241046631215
Australia,AUS,1972,0.9285961703257232,0.9698796444094242,0.9591823431947172,0.3611073834555489,-0.08470104536856989,-8.121308104750536,-0.03058617286899401,-3.058617286899401,3.0586172868994006
Australia,AUS,1973,0.9377009277650368,0.97752716714667,0.966896532788696,0.3611073834555489,-0.08085020235332058,-7.766815576340768,-0.029195605023659255,-2.9195605023659255,2.9195605023659255
Australia,AUS,1974,0.9141754540205936,0.9536382133563874,0.94301509984074,0.3611073834555489,-0.0798644589987908,-7.675852501970648,-0.02883964582014631,-2.883964582014631,2.883964582014631
Australia,AUS,1975,0.9306367676986492,0.966938816381166,0.956693244875539,0.3611073834555489,-0.07215714319532104,-6.961531929845133,-0.026056477176889747,-2.6056477176889747,2.6056477176889747
Australia,AUS,1976,0.937180378121921,0.9710329764392798,0.9612986916804802,0.3611073834555489,-0.06678986546263208,-6.460826120331098,-0.0241183135585592,-2.41183135585592,2.41183135585592
Australia,AUS,1977,0.9233986776037648,0.955763821513174,0.9464922268681776,0.3611073834555489,-0.06395202735381206,-6.195000080793767,-0.02309354926441276,-2.309354926441276,2.309354926441276
Australia,AUS,1978,0.9457225363311972,0.9761088717609924,0.967339573949464,0.3611073834555489,-0.059863183664113084,-5.810660882828755,-0.021617037618266832,-2.1617037618266832,2.1617037618266832
Australia,AUS,1979,0.9480669231353636,0.97858943889283,0.9700461079873364,0.3611073834555489,-0.060866063279147474,-5.905074100524077,-0.02197918485197281,-2.197918485197281,2.197918485197281
