scale,median_oos_mape,mean_oos_mape,n_countries
0.5,4.390736199674094,5.5242134589193785,35
0.75,4.326767858325316,5.512208402959698,35
1.0,4.169108829472494,5.493829716699511,35
1.25,4.097066942094715,5.473363168353348,35
1.5,4.043372840018331,5.453175238053318,35
2.0,3.8632042090795444,5.418920334693893,35
