Variable,OR,95% CI lower,95% CI upper,P-value
placenta_previa,88.1426709408439,47.47346673340104,163.65205608883284,1.1058224355425894e-45
手術時間_min,1.0275338286964748,1.0122410837977671,1.043057613463333,0.0003848294398886127
年齢(歳),1.06878008730799,1.0185266997740376,1.1215129414668208,0.006788746028293425
epidural,1.8077314424816944,1.1177811132155793,2.9235535736831597,0.015781536772175364
prior_cs,0.6607482544896082,0.3579989728894191,1.2195237664715872,0.18508575669567418
emergency,0.6764578394758475,0.36958059529339254,1.2381472794183588,0.20502655198258346
HDP,0.26166015656046515,0.030358492284272624,2.2552515747534776,0.22248298395071497
GA_weeks,0.9644006989767079,0.8651390869335962,1.0750510781836289,0.5130505423489049
BMI,1.0037942815814742,0.9869070600832779,1.020970464686557,0.6617601200503945
