Variable,OR,95% CI lower,95% CI upper,P-value
placenta_previa,9.150258747491545,6.128057200818282,13.662933031184076,2.6826396443438473e-27
手術時間_min,1.0457231635590936,1.0356888712292756,1.0558546733307101,1.0069403646845382e-19
emergency,0.4320007868287286,0.27787571830202784,0.6716120464249958,0.00019290211809252198
prior_cs,0.4980124107719651,0.3289930936926615,0.7538649474344171,0.0009818371920209067
epidural,1.7128172391817658,1.2034919879422838,2.4376920862217992,0.0028020504256563044
年齢(歳),1.0339718098135315,0.999647474558746,1.0694747205368371,0.052441179314520275
GA_weeks,0.9391962635271884,0.8802864893269032,1.0020483468943249,0.057689443146594216
HDP,0.8035816539318069,0.3532097957912332,1.828215078489638,0.6020893696550118
BMI,1.0014154771105426,0.9894902110434944,1.0134844656411208,0.8169925495128896
