Variable,OR,95% CI lower,95% CI upper,P-value
twin,14.143098795359156,0.7211082175921711,277.3886618615914,0.0810473192387105
年齢(歳),0.973933511288456,0.7890691763568586,1.2021081456889633,0.8057310110906915
BMI,0.923129718350702,0.696470577092847,1.2235527313433705,0.5779222880139141
GA_weeks,1.9146439715053516,0.3131301341072447,11.70715028137872,0.48200101151425756
hypotension,1.0832451723762666,0.14648727835973352,8.010389138331057,0.9375654050681796
