Variable,OR,95% CI lower,95% CI upper,P-value
twin,0.6490489786735189,0.39652170638144396,1.0623997877984819,0.08557580302993176
年齢(歳),1.0135519193446034,0.9765208480847279,1.0519872619432258,0.4784268559440288
BMI,1.0154145473351435,0.9936400477105991,1.0376662105311356,0.16663819517846745
GA_weeks,0.9169496958737557,0.7641186777108507,1.1003483742627973,0.35132799772716505
epidural,1.4125356874881705,0.9363011960239909,2.1309991666149215,0.09971251321189864
手術時間_min,1.0114247544211041,0.9968890841503925,1.0261723697452607,0.12402398721174432
hypotension,0.9534241844184935,0.640893821862563,1.418359242085196,0.8139349352942266
