half_width,range_width,ref_sd,ccc,r,C_b,v,u
10.0,20.0,5.927313885594481,0.5970894027036778,0.8941281288585888,0.6677895297465927,1.2077212222275402,0.9794022342882278
20.0,40.0,11.845466372399889,0.847928794089226,0.971726816402298,0.8725999733428996,1.0590842694527272,0.5373125620548512
30.0,60.0,16.92145821294514,0.9170523279683644,0.988454099124334,0.9277642014745814,1.0615624206829317,0.3900641265646568
40.0,80.0,23.551089235313157,0.9583189026927716,0.9924790747315397,0.965580964970966,1.0452476282969743,0.26331188147125256
50.0,100.0,28.012765534648533,0.9644335576405209,0.9941473047041499,0.9701113236207268,1.0689659535986664,0.23910169877171578
