ind,n_rows,M0,M1,M2,M3,M4,M5,M6,HG,EG
J047,880,0.0,0.0,-0.1531034637769355,-0.1531034637769355,-0.5699392009530488,0.0,-0.5699392009530495,-0.1531034637769355,0.0
JW01,7391,0.0,0.0,0.05246476069576278,0.05246476069576278,-0.2837926373418169,0.0,-0.2837926373418165,0.05246476069576278,0.0
