system,species,M0_static,M1_env,M2_hist,M3_env_hist,M4_mem,M5_lagenv,M6_full,HG,EG
foss,walleye_pollock,0.33324311711250654,0.35538476973068744,0.39111128532921047,0.4060160544802227,0.41887310652027243,0.3520563562901058,0.4158077877395854,0.050631284749535266,0.014904769151012243
foss,pacific_cod,0.23446856624720525,0.26780690179523714,0.27362054162144267,0.30357584411019023,0.3123523029110985,0.2855456709111579,0.3179447142491182,0.03576894231495309,0.02995530248874756
foss,yellowfin_sole,0.8918744063589344,0.8936896519219374,0.9109521471868737,0.9140619416180454,0.9164083649051098,0.8984630927103666,0.9163837896196318,0.020372289696108048,0.003109794431171764
foss,northern_rock_sole,0.6926243372179305,0.6957589619927568,0.7243974055244427,0.7262452625453089,0.7342153106429015,0.7095036371706379,0.7370238752865477,0.03048630055255208,0.001847857020866206
foss,arrowtooth_flounder,0.4393399871188457,0.49041580318705735,0.7056927108823056,0.7335868178997929,0.7566919024139699,0.5162824563590449,0.765557255108703,0.2431710147127355,0.02789410701748729
foss,pacific_halibut,0.3305510968374038,0.34236277075319443,0.3493130184228669,0.36104927058623304,0.3655832225371116,0.3447985297639885,0.367220081704418,0.018686499833038606,0.011736252163366157
