ind,cell,ym,u_t,u_tm12
OR81,3101,24208,0.0,0.0
OR81,3101,24226,0.0,0.0
OR81,3101,24232,0.0,0.0
OR81,3205,24208,0.0,0.0
OR81,3205,24226,0.0,0.0
OR81,3205,24232,0.0,0.0
OR81,3206,24208,0.0,0.0
OR81,3206,24226,0.0,0.0
OR81,3206,24232,0.0,0.0
OR81,3207,24208,0.0,0.0
OR81,3207,24226,0.0,0.0
OR81,3207,24232,0.0,0.0
OR81,3208,24208,0.0,0.0
OR81,3208,24226,0.0,0.0
OR81,3208,24232,0.0,0.0
OR81,3210,24208,0.0,0.0
OR81,3210,24226,0.0,0.0
OR81,3210,24232,0.0,0.0
OR81,3211,24208,0.0,0.0
OR81,3211,24226,0.0,0.0
OR81,3211,24232,0.0,0.0
OR81,3213,24208,0.0,0.0
OR81,3213,24226,0.0,0.0
OR81,3213,24232,0.0,0.0
OR81,3214,24208,0.0,0.0
OR81,3214,24226,0.0,0.0
OR81,3214,24232,0.0,0.0
OR81,3215,24208,0.0,0.0
OR81,3215,24226,0.0,0.0
OR81,3215,24232,0.0,0.0
OR81,3303,24208,0.0,0.0
OR81,3303,24226,0.0,0.0
OR81,3303,24232,0.0,0.0
OR81,3312,24208,0.0,0.0
OR81,3312,24226,0.0,0.0
OR81,3312,24232,0.0,0.0
OR81,3313,24208,0.0,0.0
OR81,3313,24226,0.0,0.0
OR81,3313,24232,0.0,0.0
OR81,3314,24208,0.0,0.0
OR81,3314,24226,0.0,0.0
OR81,3314,24232,0.0,0.0
OR81,3315,24208,0.0,0.0
OR81,3315,24226,0.0,0.0
OR81,3315,24232,0.0,0.0
OR81,3316,24208,0.0,0.0
OR81,3316,24226,0.0,0.0
OR81,3316,24232,0.0,0.0
OR81,3317,24208,0.0,0.0
OR81,3317,24226,0.0,0.0
OR81,3317,24232,0.0,0.0
OR81,3318,24208,0.0,0.0
OR81,3318,24226,0.0,0.0
OR81,3318,24232,0.0,0.0
OR81,3319,24208,0.0,0.0
OR81,3319,24226,0.0,0.0
OR81,3319,24232,0.0,0.0
OR81,3320,24208,0.0,0.0
OR81,3320,24226,0.0,0.0
OR81,3320,24232,0.0,0.0
OR81,3321,24208,0.0,0.0
OR81,3321,24226,0.0,0.0
OR81,3321,24232,0.0,0.0
OR81,3322,24208,0.0,0.0
OR81,3322,24226,0.0,0.0
OR81,3322,24232,0.0,0.0
OR81,3323,24208,0.0,0.0
OR81,3323,24226,0.0,0.0
OR81,3323,24232,0.0,0.0
OR81,3413,24208,0.0,0.0
OR81,3413,24226,0.0,0.0
OR81,3413,24232,0.0,0.0
OR81,3418,24208,0.0,0.0
OR81,3418,24226,0.0,0.0
OR81,3418,24232,0.0,0.0
OR81,3419,24208,0.0,0.0
OR81,3419,24226,0.0,0.0
OR81,3419,24232,0.0,0.0
OR81,3420,24208,0.0,0.0
OR81,3420,24226,0.0,0.0
OR81,3420,24232,0.0,0.0
OR81,3421,24208,0.0,0.0
OR81,3421,24226,0.0,0.0
OR81,3421,24232,0.0,0.0
OR81,3422,24208,0.0,0.0
OR81,3422,24226,0.0,0.0
OR81,3422,24232,0.0,0.0
OR81,3423,24208,0.0,0.0
OR81,3423,24226,0.0,0.0
OR81,3423,24232,0.0,0.0
OR81,3424,24208,0.0,0.0
OR81,3424,24226,0.0,0.0
OR81,3424,24232,0.0,0.0
OR81,3425,24208,0.0,0.0
OR81,3425,24226,0.0,0.0
OR81,3425,24232,0.0,0.0
OR81,3426,24208,0.0,0.0
OR81,3426,24226,0.0,0.0
OR81,3426,24232,0.0,0.0
OR81,3427,24208,0.0,0.0
OR81,3427,24226,0.0,0.0
OR81,3427,24232,0.0,0.0
OR81,3428,24208,0.0,0.0
OR81,3428,24226,0.0,0.0
OR81,3428,24232,0.0,0.0
OR81,3429,24208,0.0,0.0
OR81,3429,24226,0.0,0.0
OR81,3429,24232,0.0,0.0
OR81,3526,24208,0.0,0.0
OR81,3526,24226,0.0,0.0
OR81,3526,24232,0.0,0.0
OR81,3527,24208,0.0,0.0
OR81,3527,24226,0.0,0.0
OR81,3527,24232,0.0,0.0
OR81,3528,24208,0.0,0.0
OR81,3528,24226,0.0,0.0
OR81,3528,24232,0.0,0.0
OR81,3529,24208,0.0,0.0
OR81,3529,24226,0.0,0.0
OR81,3529,24232,0.0,0.0
OR81,3530,24208,0.0,0.0
OR81,3530,24226,0.0,0.0
OR81,3530,24232,0.0,0.0
OR81,3531,24208,0.0,0.0
OR81,3531,24226,0.0,0.0
OR81,3531,24232,0.0,0.0
OR81,3532,24208,0.0,0.0
OR81,3532,24226,0.0,0.0
OR81,3532,24232,0.0,0.0
OR81,3533,24208,0.0,0.0
OR81,3533,24226,0.0,0.0
OR81,3533,24232,0.0,0.0
OR81,3534,24208,0.0,0.0
OR81,3534,24226,0.0,0.0
OR81,3534,24232,0.0,0.0
OR81,3621,24208,0.0,0.0
OR81,3621,24226,0.027777777777777776,0.0
OR81,3621,24232,0.0,0.0
OR97,2361,24214,0.0,0.0
OR97,2362,24214,0.0,0.0
OR97,2463,24214,0.0,0.0
OR97,2465,24214,0.0,0.0
OR97,2466,24214,0.0,0.0
OR97,2467,24214,0.0,0.0
OR97,2468,24214,0.0,0.0
OR97,2568,24214,0.0,0.0
OR97,2569,24214,0.0,0.0
OR97,2570,24214,0.0,0.0
OR97,2571,24214,0.0,0.0
OR97,2572,24214,0.0,0.0
OR97,2672,24214,0.0,0.0
OR97,2673,24214,0.0,0.0
OR97,2674,24214,0.0,0.0
OR97,2675,24214,0.0,0.0
OR97,2676,24214,0.0,0.0
OR97,2677,24214,0.0,0.0
OR97,2678,24214,0.0,0.0
OR97,2679,24214,0.0,0.0
OR97,2777,24214,0.0,0.0
OR97,2779,24214,0.0,0.0
OR97,2780,24214,0.0,0.0
OR97,2781,24214,0.008064516129032258,0.0
OR97,2782,24214,0.002688172043010753,0.0
OR97,2783,24214,0.021505376344086023,0.0
OR97,2784,24214,0.0,0.0
OR97,2785,24214,0.0,0.0
OR97,2882,24214,0.0,0.0
OR97,2883,24214,0.0,0.0
OR97,2884,24214,0.056451612903225805,0.0
OR97,2885,24214,0.043010752688172046,0.0
OR97,2886,24214,0.19086021505376344,0.1478494623655914
OR97,2887,24214,0.1586021505376344,0.20430107526881722
OR97,2888,24214,0.08602150537634409,0.13440860215053763
OR97,2889,24214,0.016129032258064516,0.03763440860215054
OR97,2890,24214,0.0,0.04032258064516129
OR97,2985,24214,0.0,0.0
OR97,2986,24214,0.0,0.0
OR97,2987,24214,0.0,0.0
OR97,2988,24214,0.0,0.0
OR97,2989,24214,0.021505376344086023,0.0
OR97,2990,24214,0.056451612903225805,0.0
OR97,2991,24214,0.13978494623655913,0.08870967741935484
OR97,2992,24214,0.07795698924731183,0.15053763440860216
OR97,2993,24214,0.0,0.051075268817204304
OR97,2994,24214,0.0,0.053763440860215055
OR97,2995,24214,0.0,0.0913978494623656
OR97,3091,24214,0.02956989247311828,0.0
OR97,3092,24214,0.024193548387096774,0.0
OR97,3093,24214,0.013440860215053764,0.0
OR97,3094,24214,0.053763440860215055,0.0
OR97,3095,24214,0.0,0.0
OR97,3096,24214,0.0,0.0
OR99,1546,24202,0.0,0.0
OR99,1546,24208,0.0,0.0
OR99,1546,24226,0.0,0.0
OR99,1546,24232,0.0,0.0
OR99,2463,24202,0.0,0.0
OR99,2463,24208,0.0,0.0
OR99,2463,24226,0.0,0.0
OR99,2463,24232,0.0,0.0
OR99,2464,24202,0.0,0.0
OR99,2464,24208,0.0,0.0
OR99,2464,24226,0.0,0.0
OR99,2464,24232,0.0,0.0
OR99,2465,24202,0.0,0.0
OR99,2465,24208,0.0,0.0
OR99,2465,24226,0.0,0.0
OR99,2465,24232,0.0,0.0
OR99,2466,24202,0.0,0.0
OR99,2466,24208,0.0,0.0
OR99,2466,24226,0.0,0.0
OR99,2466,24232,0.0,0.0
OR99,2568,24202,0.0,0.0
OR99,2568,24208,0.0,0.0
OR99,2568,24226,0.0,0.0
OR99,2568,24232,0.0,0.0
OR99,2569,24202,0.0,0.0
OR99,2569,24208,0.0,0.0
OR99,2569,24226,0.0,0.0
OR99,2569,24232,0.0,0.0
OR99,2570,24202,0.0,0.0
OR99,2570,24208,0.0,0.0
OR99,2570,24226,0.0,0.0
OR99,2570,24232,0.0,0.0
OR99,2571,24202,0.0,0.0
OR99,2571,24208,0.0,0.0
OR99,2571,24226,0.0,0.0
OR99,2571,24232,0.0,0.0
OR99,2672,24202,0.0,0.0
OR99,2672,24208,0.0,0.0
OR99,2672,24226,0.0,0.0
OR99,2672,24232,0.0,0.0
OR99,2673,24202,0.0,0.0
OR99,2673,24208,0.0,0.0
OR99,2673,24226,0.0,0.0
OR99,2673,24232,0.0,0.0
OR99,2674,24202,0.0,0.0
OR99,2674,24208,0.0,0.0
OR99,2674,24226,0.0,0.0
OR99,2674,24232,0.0,0.0
OR99,2675,24202,0.0,0.0
OR99,2675,24208,0.0,0.0
OR99,2675,24226,0.0,0.0
OR99,2675,24232,0.0,0.0
OR99,2676,24202,0.0,0.0
OR99,2676,24208,0.0,0.0
OR99,2676,24226,0.0,0.0
OR99,2676,24232,0.0,0.0
OR99,2680,24202,0.0,0.0
OR99,2680,24208,0.0,0.0
OR99,2680,24226,0.0,0.0
OR99,2680,24232,0.0,0.0
OR99,2776,24202,0.0,0.0
OR99,2776,24208,0.0,0.0
OR99,2776,24226,0.0,0.0
OR99,2776,24232,0.0,0.0
OR99,2777,24202,0.0,0.0
OR99,2777,24208,0.0,0.0
OR99,2777,24226,0.0,0.0
OR99,2777,24232,0.0,0.0
OR99,2778,24202,0.0,0.0
OR99,2778,24208,0.0,0.0
OR99,2778,24226,0.0,0.0
OR99,2778,24232,0.0,0.0
OR99,2779,24202,0.0,0.0
OR99,2779,24208,0.0,0.0
OR99,2779,24226,0.0,0.0
OR99,2779,24232,0.0,0.0
OR99,2780,24202,0.0,0.008241758241758242
OR99,2780,24208,0.0,0.0
OR99,2780,24226,0.0,0.0
OR99,2780,24232,0.0,0.0
OR99,2781,24202,0.0,0.0027472527472527475
OR99,2781,24208,0.0,0.0
OR99,2781,24226,0.0,0.0
OR99,2781,24232,0.0,0.0
OR99,2782,24202,0.0,0.0
OR99,2782,24208,0.0,0.0
OR99,2782,24226,0.0,0.002688172043010753
OR99,2782,24232,0.0,0.0
OR99,2783,24202,0.0,0.0
OR99,2783,24208,0.0,0.0
OR99,2783,24226,0.0,0.024193548387096774
OR99,2783,24232,0.0,0.0
OR99,2784,24202,0.0,0.0
OR99,2784,24208,0.0,0.0
OR99,2784,24226,0.0,0.005376344086021506
OR99,2784,24232,0.0,0.0
OR99,2785,24202,0.0,0.0
OR99,2785,24208,0.0,0.0
OR99,2785,24226,0.0,0.0
OR99,2785,24232,0.0,0.0
OR99,2786,24202,0.0,0.0
OR99,2786,24208,0.0,0.0
OR99,2786,24226,0.0,0.0
OR99,2786,24232,0.0,0.0
OR99,2882,24202,0.0,0.0
OR99,2882,24208,0.0,0.0
OR99,2882,24226,0.0,0.0
OR99,2882,24232,0.0,0.0
OR99,2883,24202,0.0,0.0
OR99,2883,24208,0.0,0.0
OR99,2883,24226,0.0,0.0
OR99,2883,24232,0.0,0.0
OR99,2884,24202,0.0,0.0989010989010989
OR99,2884,24208,0.0,0.0
OR99,2884,24226,0.041666666666666664,0.03225806451612903
OR99,2884,24232,0.0,0.0
OR99,2885,24202,0.002688172043010753,0.22527472527472528
OR99,2885,24208,0.0,0.0
OR99,2885,24226,0.08333333333333333,0.04032258064516129
OR99,2885,24232,0.0,0.0
OR99,2886,24202,0.1478494623655914,0.3489010989010989
OR99,2886,24208,0.008333333333333333,0.03888888888888889
OR99,2886,24226,0.2916666666666667,0.13172043010752688
OR99,2886,24232,0.11538461538461539,0.08108108108108109
OR99,2887,24202,0.1827956989247312,0.12912087912087913
OR99,2887,24208,0.2,0.17222222222222222
OR99,2887,24226,0.08333333333333333,0.1881720430107527
OR99,2887,24232,0.34615384615384615,0.2702702702702703
OR99,2888,24202,0.10215053763440861,0.0
OR99,2888,24208,0.04722222222222222,0.07777777777777778
OR99,2888,24226,0.041666666666666664,0.1532258064516129
OR99,2888,24232,0.07692307692307693,0.05405405405405406
OR99,2889,24202,0.06989247311827956,0.0
OR99,2889,24208,0.002777777777777778,0.016666666666666666
OR99,2889,24226,0.041666666666666664,0.04838709677419355
OR99,2889,24232,0.0,0.0
OR99,2890,24202,0.051075268817204304,0.0
OR99,2890,24208,0.0,0.019444444444444445
OR99,2890,24226,0.041666666666666664,0.0
OR99,2890,24232,0.0,0.0
OR99,2891,24202,0.0,0.0
OR99,2891,24208,0.0,0.0
OR99,2891,24226,0.0,0.0
OR99,2891,24232,0.0,0.0
OR99,2987,24202,0.0,0.0
OR99,2987,24208,0.0,0.0
OR99,2987,24226,0.0,0.0
OR99,2987,24232,0.0,0.0
OR99,2988,24202,0.0,0.0
OR99,2988,24208,0.0,0.0
OR99,2988,24226,0.0,0.0
OR99,2988,24232,0.0,0.0
OR99,2989,24202,0.0,0.0027472527472527475
OR99,2989,24208,0.0,0.0
OR99,2989,24226,0.0,0.016129032258064516
OR99,2989,24232,0.0,0.0
OR99,2990,24202,0.0,0.08516483516483517
OR99,2990,24208,0.013888888888888888,0.013888888888888888
OR99,2990,24226,0.0,0.07258064516129033
OR99,2990,24232,0.0,0.02702702702702703
OR99,2991,24202,0.06720430107526881,0.04945054945054945
OR99,2991,24208,0.05555555555555555,0.022222222222222223
OR99,2991,24226,0.16666666666666666,0.12634408602150538
OR99,2991,24232,0.0,0.1891891891891892
OR99,2992,24202,0.12365591397849462,0.04945054945054945
OR99,2992,24208,0.2638888888888889,0.20277777777777778
OR99,2992,24226,0.125,0.03494623655913978
OR99,2992,24232,0.11538461538461539,0.32432432432432434
OR99,2993,24202,0.11827956989247312,0.0
OR99,2993,24208,0.23333333333333334,0.2638888888888889
OR99,2993,24226,0.08333333333333333,0.0
OR99,2993,24232,0.19230769230769232,0.05405405405405406
OR99,2994,24202,0.051075268817204304,0.0
OR99,2994,24208,0.1527777777777778,0.11944444444444445
OR99,2994,24226,0.0,0.0
OR99,2994,24232,0.11538461538461539,0.0
OR99,2995,24202,0.08333333333333333,0.0
OR99,2995,24208,0.022222222222222223,0.05277777777777778
OR99,2995,24226,0.0,0.013440860215053764
OR99,2995,24232,0.038461538461538464,0.0
OR99,3091,24202,0.0,0.0
OR99,3091,24208,0.0,0.0
OR99,3091,24226,0.0,0.03225806451612903
OR99,3091,24232,0.0,0.0
OR99,3092,24202,0.0,0.0
OR99,3092,24208,0.0,0.0
OR99,3092,24226,0.0,0.024193548387096774
OR99,3092,24232,0.0,0.0
OR99,3093,24202,0.0,0.0
OR99,3093,24208,0.0,0.0
OR99,3093,24226,0.0,0.021505376344086023
OR99,3093,24232,0.0,0.0
OR99,3094,24202,0.0,0.0
OR99,3094,24208,0.0,0.0
OR99,3094,24226,0.0,0.03225806451612903
OR99,3094,24232,0.0,0.0
OR99,3095,24202,0.0,0.0
OR99,3095,24208,0.0,0.0
OR99,3095,24226,0.0,0.0
OR99,3095,24232,0.0,0.0
OR99,3096,24202,0.0,0.0
OR99,3096,24208,0.0,0.0
OR99,3096,24226,0.0,0.0
OR99,3096,24232,0.0,0.0
OR99,3097,24202,0.0,0.0
OR99,3097,24208,0.0,0.0
OR99,3097,24226,0.0,0.0
OR99,3097,24232,0.0,0.0
OR99,3098,24202,0.0,0.0
OR99,3098,24208,0.0,0.0
OR99,3098,24226,0.0,0.0
OR99,3098,24232,0.0,0.0
OR99,3099,24202,0.0,0.0
OR99,3099,24208,0.0,0.0
OR99,3099,24226,0.0,0.0
OR99,3099,24232,0.0,0.0
OR99,3100,24202,0.0,0.0
OR99,3100,24208,0.0,0.0
OR99,3100,24226,0.0,0.0
OR99,3100,24232,0.0,0.0
OR99,3205,24202,0.0,0.0
OR99,3205,24208,0.0,0.0
OR99,3205,24226,0.0,0.0
OR99,3205,24232,0.0,0.0
OR99,3417,24202,0.0,0.0
OR99,3417,24208,0.0,0.0
OR99,3417,24226,0.0,0.0
OR99,3417,24232,0.0,0.0
YL100,2358,24202,0.0,0.0
YL100,2358,24208,0.0,0.0
YL100,2358,24226,0.0,0.0
YL100,2358,24232,0.0,0.0
YL100,2463,24202,0.0,0.0
YL100,2463,24208,0.0,0.0
YL100,2463,24226,0.0,0.0
YL100,2463,24232,0.0,0.0
YL100,2465,24202,0.0,0.0
YL100,2465,24208,0.0,0.0
YL100,2465,24226,0.0,0.0
YL100,2465,24232,0.0,0.0
YL100,2568,24202,0.0,0.0
YL100,2568,24208,0.0,0.0
YL100,2568,24226,0.0,0.0
YL100,2568,24232,0.0,0.0
YL100,2569,24202,0.0,0.0
YL100,2569,24208,0.0,0.0
YL100,2569,24226,0.0,0.0
YL100,2569,24232,0.0,0.0
YL100,2570,24202,0.0,0.0
YL100,2570,24208,0.0,0.0
YL100,2570,24226,0.0,0.0
YL100,2570,24232,0.0,0.0
YL100,2672,24202,0.0,0.0
YL100,2672,24208,0.0,0.0
YL100,2672,24226,0.0,0.0
YL100,2672,24232,0.0,0.0
YL100,2673,24202,0.0,0.0
YL100,2673,24208,0.0,0.0
YL100,2673,24226,0.0,0.0
YL100,2673,24232,0.0,0.0
YL100,2674,24202,0.0,0.0
YL100,2674,24208,0.0,0.0
YL100,2674,24226,0.0,0.0
YL100,2674,24232,0.0,0.0
YL100,2675,24202,0.0,0.0
YL100,2675,24208,0.0,0.0
YL100,2675,24226,0.05,0.0
YL100,2675,24232,0.0,0.0
YL100,2676,24202,0.0,0.0
YL100,2676,24208,0.0,0.0
YL100,2676,24226,0.0,0.0
YL100,2676,24232,0.0,0.0
YL100,2682,24202,0.0,0.0
YL100,2682,24208,0.0,0.0
YL100,2682,24226,0.0,0.0
YL100,2682,24232,0.0,0.0
YL100,2776,24202,0.0,0.0
YL100,2776,24208,0.0,0.0
YL100,2776,24226,0.0,0.0
YL100,2776,24232,0.0,0.0
YL100,2777,24202,0.0,0.0
YL100,2777,24208,0.0,0.0
YL100,2777,24226,0.0,0.0
YL100,2777,24232,0.0,0.0
YL100,2778,24202,0.0,0.0
YL100,2778,24208,0.0,0.0
YL100,2778,24226,0.0,0.0
YL100,2778,24232,0.0,0.0
YL100,2779,24202,0.0,0.0
YL100,2779,24208,0.0,0.0
YL100,2779,24226,0.0,0.0
YL100,2779,24232,0.0,0.0
YL100,2780,24202,0.0,0.0
YL100,2780,24208,0.0,0.0
YL100,2780,24226,0.0,0.02452316076294278
YL100,2780,24232,0.0,0.0
YL100,2781,24202,0.0,0.0
YL100,2781,24208,0.0,0.0
YL100,2781,24226,0.0,0.013623978201634877
YL100,2781,24232,0.0,0.0
YL100,2782,24202,0.0,0.0
YL100,2782,24208,0.0,0.0
YL100,2782,24226,0.0,0.010899182561307902
YL100,2782,24232,0.0,0.0
YL100,2783,24202,0.0,0.0
YL100,2783,24208,0.0,0.0
YL100,2783,24226,0.0,0.01907356948228883
YL100,2783,24232,0.0,0.0
YL100,2784,24202,0.0,0.0
YL100,2784,24208,0.0,0.0
YL100,2784,24226,0.0,0.0
YL100,2784,24232,0.0,0.0
YL100,2785,24202,0.0,0.0
YL100,2785,24208,0.0,0.0
YL100,2785,24226,0.0,0.0
YL100,2785,24232,0.0,0.0
YL100,2880,24202,0.0,0.0
YL100,2880,24208,0.0,0.0
YL100,2880,24226,0.0,0.0
YL100,2880,24232,0.0,0.0
YL100,2881,24202,0.0,0.0
YL100,2881,24208,0.0,0.0
YL100,2881,24226,0.0,0.0
YL100,2881,24232,0.0,0.0
YL100,2882,24202,0.0,0.0
YL100,2882,24208,0.0,0.0
YL100,2882,24226,0.0,0.0
YL100,2882,24232,0.0,0.0
YL100,2883,24202,0.0,0.0
YL100,2883,24208,0.0,0.0
YL100,2883,24226,0.0,0.0
YL100,2883,24232,0.0,0.0
YL100,2884,24202,0.0,0.02601156069364162
YL100,2884,24208,0.005555555555555556,0.0
YL100,2884,24226,0.05,0.08446866485013624
YL100,2884,24232,0.0,0.0
YL100,2885,24202,0.0,0.031791907514450865
YL100,2885,24208,0.0,0.0
YL100,2885,24226,0.1,0.14168937329700274
YL100,2885,24232,0.0,0.0
YL100,2886,24202,0.16076294277929154,0.24277456647398843
YL100,2886,24208,0.005555555555555556,0.022222222222222223
YL100,2886,24226,0.25,0.33787465940054495
YL100,2886,24232,0.08695652173913043,0.043478260869565216
YL100,2887,24202,0.1362397820163488,0.22254335260115607
YL100,2887,24208,0.12777777777777777,0.1638888888888889
YL100,2887,24226,0.15,0.11716621253405994
YL100,2887,24232,0.43478260869565216,0.391304347826087
YL100,2888,24202,0.17983651226158037,0.0
YL100,2888,24208,0.075,0.08611111111111111
YL100,2888,24226,0.05,0.027247956403269755
YL100,2888,24232,0.13043478260869565,0.043478260869565216
YL100,2889,24202,0.1362397820163488,0.0
YL100,2889,24208,0.002777777777777778,0.016666666666666666
YL100,2889,24226,0.05,0.01634877384196185
YL100,2889,24232,0.043478260869565216,0.0
YL100,2890,24202,0.021798365122615803,0.0
YL100,2890,24208,0.0,0.019444444444444445
YL100,2890,24226,0.0,0.0
YL100,2890,24232,0.0,0.0
YL100,2891,24202,0.0,0.0
YL100,2891,24208,0.0,0.002777777777777778
YL100,2891,24226,0.0,0.0
YL100,2891,24232,0.0,0.0
YL100,2899,24202,0.0,0.0
YL100,2899,24208,0.0,0.0
YL100,2899,24226,0.0,0.0
YL100,2899,24232,0.0,0.0
YL100,2985,24202,0.0,0.0
YL100,2985,24208,0.0,0.0
YL100,2985,24226,0.0,0.0
YL100,2985,24232,0.0,0.0
YL100,2986,24202,0.0,0.0
YL100,2986,24208,0.0,0.0
YL100,2986,24226,0.0,0.0
YL100,2986,24232,0.0,0.0
YL100,2987,24202,0.0,0.0
YL100,2987,24208,0.0,0.0
YL100,2987,24226,0.0,0.0
YL100,2987,24232,0.0,0.0
YL100,2988,24202,0.0,0.0
YL100,2988,24208,0.0,0.0
YL100,2988,24226,0.0,0.021798365122615803
YL100,2988,24232,0.0,0.0
YL100,2989,24202,0.0,0.002890173410404624
YL100,2989,24208,0.0,0.0
YL100,2989,24226,0.0,0.021798365122615803
YL100,2989,24232,0.0,0.0
YL100,2990,24202,0.0,0.07803468208092486
YL100,2990,24208,0.019444444444444445,0.011111111111111112
YL100,2990,24226,0.0,0.043596730245231606
YL100,2990,24232,0.0,0.043478260869565216
YL100,2991,24202,0.09264305177111716,0.22832369942196531
YL100,2991,24208,0.06388888888888888,0.044444444444444446
YL100,2991,24226,0.0,0.04632152588555858
YL100,2991,24232,0.043478260869565216,0.13043478260869565
YL100,2992,24202,0.13896457765667575,0.11849710982658959
YL100,2992,24208,0.2972222222222222,0.18055555555555555
YL100,2992,24226,0.1,0.0
YL100,2992,24232,0.17391304347826086,0.30434782608695654
YL100,2993,24202,0.0653950953678474,0.04046242774566474
YL100,2993,24208,0.20277777777777778,0.24444444444444444
YL100,2993,24226,0.1,0.0
YL100,2993,24232,0.043478260869565216,0.043478260869565216
YL100,2994,24202,0.021798365122615803,0.002890173410404624
YL100,2994,24208,0.15,0.15833333333333333
YL100,2994,24226,0.1,0.0
YL100,2994,24232,0.043478260869565216,0.0
YL100,2995,24202,0.04632152588555858,0.0
YL100,2995,24208,0.05,0.05
YL100,2995,24226,0.0,0.0
YL100,2995,24232,0.0,0.0
YL100,2999,24202,0.0,0.0
YL100,2999,24208,0.0,0.0
YL100,2999,24226,0.0,0.0
YL100,2999,24232,0.0,0.0
YL100,3089,24202,0.0,0.0
YL100,3089,24208,0.0,0.0
YL100,3089,24226,0.0,0.0
YL100,3089,24232,0.0,0.0
YL100,3091,24202,0.0,0.0
YL100,3091,24208,0.0,0.0
YL100,3091,24226,0.0,0.04904632152588556
YL100,3091,24232,0.0,0.0
YL100,3092,24202,0.0,0.0
YL100,3092,24208,0.0,0.0
YL100,3092,24226,0.0,0.021798365122615803
YL100,3092,24232,0.0,0.0
YL100,3093,24202,0.0,0.0
YL100,3093,24208,0.0,0.0
YL100,3093,24226,0.0,0.0
YL100,3093,24232,0.0,0.0
YL100,3094,24202,0.0,0.0
YL100,3094,24208,0.0,0.0
YL100,3094,24226,0.0,0.0027247956403269754
YL100,3094,24232,0.0,0.0
YL100,3095,24202,0.0,0.0
YL100,3095,24208,0.0,0.0
YL100,3095,24226,0.0,0.0
YL100,3095,24232,0.0,0.0
YL100,3096,24202,0.0,0.0
YL100,3096,24208,0.0,0.0
YL100,3096,24226,0.0,0.0
YL100,3096,24232,0.0,0.0
YL100,3097,24202,0.0,0.0
YL100,3097,24208,0.0,0.0
YL100,3097,24226,0.0,0.0
YL100,3097,24232,0.0,0.0
YL100,3098,24202,0.0,0.0
YL100,3098,24208,0.0,0.0
YL100,3098,24226,0.0,0.0
YL100,3098,24232,0.0,0.0
YL100,3099,24202,0.0,0.005780346820809248
YL100,3099,24208,0.0,0.0
YL100,3099,24226,0.0,0.0
YL100,3099,24232,0.0,0.0
YL100,3102,24202,0.0,0.0
YL100,3102,24208,0.0,0.0
YL100,3102,24226,0.0,0.0
YL100,3102,24232,0.0,0.0
YL100,3190,24202,0.0,0.0
YL100,3190,24208,0.0,0.0
YL100,3190,24226,0.0,0.0
YL100,3190,24232,0.0,0.0
YL100,3191,24202,0.0,0.0
YL100,3191,24208,0.0,0.0
YL100,3191,24226,0.0,0.0
YL100,3191,24232,0.0,0.0
YL100,3192,24202,0.0,0.0
YL100,3192,24208,0.0,0.0
YL100,3192,24226,0.0,0.0
YL100,3192,24232,0.0,0.0
YL100,3193,24202,0.0,0.0
YL100,3193,24208,0.0,0.0
YL100,3193,24226,0.0,0.0
YL100,3193,24232,0.0,0.0
YL100,3194,24202,0.0,0.0
YL100,3194,24208,0.0,0.0
YL100,3194,24226,0.0,0.0
YL100,3194,24232,0.0,0.0
YL100,3195,24202,0.0,0.0
YL100,3195,24208,0.0,0.0
YL100,3195,24226,0.0,0.0
YL100,3195,24232,0.0,0.0
YL100,3198,24202,0.0,0.0
YL100,3198,24208,0.0,0.0
YL100,3198,24226,0.0,0.0
YL100,3198,24232,0.0,0.0
YL100,3201,24202,0.0,0.0
YL100,3201,24208,0.0,0.0
YL100,3201,24226,0.0,0.0
YL100,3201,24232,0.0,0.0
YL100,3202,24202,0.0,0.0
YL100,3202,24208,0.0,0.0
YL100,3202,24226,0.0,0.0
YL100,3202,24232,0.0,0.0
YL100,3296,24202,0.0,0.0
YL100,3296,24208,0.0,0.0
YL100,3296,24226,0.0,0.0
YL100,3296,24232,0.0,0.0
YL100,3297,24202,0.0,0.0
YL100,3297,24208,0.0,0.0
YL100,3297,24226,0.0,0.0
YL100,3297,24232,0.0,0.0
YL100,3298,24202,0.0,0.0
YL100,3298,24208,0.0,0.0
YL100,3298,24226,0.0,0.0
YL100,3298,24232,0.0,0.0
YL100,3299,24202,0.0,0.0
YL100,3299,24208,0.0,0.0
YL100,3299,24226,0.0,0.0
YL100,3299,24232,0.0,0.0
YL100,3300,24202,0.0,0.0
YL100,3300,24208,0.0,0.0
YL100,3300,24226,0.0,0.0
YL100,3300,24232,0.0,0.0
YL100,3508,24202,0.0,0.0
YL100,3508,24208,0.0,0.0
YL100,3508,24226,0.0,0.0
YL100,3508,24232,0.0,0.0
YL100,3614,24202,0.0,0.0
YL100,3614,24208,0.0,0.0
YL100,3614,24226,0.0,0.0
YL100,3614,24232,0.0,0.0
YL100,3719,24202,0.0,0.0
YL100,3719,24208,0.0,0.0
YL100,3719,24226,0.0,0.0
YL100,3719,24232,0.0,0.0
YL112_OR38,1930,24202,0.0,0.0
YL112_OR38,1930,24208,0.0,0.0
YL112_OR38,1930,24226,0.0,0.0
YL112_OR38,1930,24232,0.0,0.0
