ind,cell,ym,u_t,u_tm12
OR56_BL251,2783,24202,0.0,0.005390835579514825
OR56_BL251,2783,24208,0.0,0.0
OR56_BL251,2784,24202,0.0,0.0
OR56_BL251,2784,24208,0.0,0.0
OR56_BL251,2883,24202,0.0,0.0
OR56_BL251,2883,24208,0.0,0.0
OR56_BL251,2884,24202,0.0,0.018867924528301886
OR56_BL251,2884,24208,0.005555555555555556,0.0
OR56_BL251,2885,24202,0.0,0.005390835579514825
OR56_BL251,2885,24208,0.0,0.0
OR56_BL251,2886,24202,0.15489130434782608,0.16442048517520216
OR56_BL251,2886,24208,0.002777777777777778,0.03611111111111111
OR56_BL251,2887,24202,0.1983695652173913,0.14555256064690028
OR56_BL251,2887,24208,0.1527777777777778,0.15555555555555556
OR56_BL251,2888,24202,0.09239130434782608,0.018867924528301886
OR56_BL251,2888,24208,0.08055555555555556,0.075
OR56_BL251,2889,24202,0.10054347826086957,0.04043126684636118
OR56_BL251,2889,24208,0.005555555555555556,0.016666666666666666
OR56_BL251,2890,24202,0.04619565217391304,0.0
OR56_BL251,2890,24208,0.0,0.019444444444444445
OR56_BL251,2988,24202,0.0,0.0
OR56_BL251,2988,24208,0.0,0.0
OR56_BL251,2989,24202,0.0,0.018867924528301886
OR56_BL251,2989,24208,0.0,0.0
OR56_BL251,2990,24202,0.0,0.1105121293800539
OR56_BL251,2990,24208,0.013888888888888888,0.008333333333333333
OR56_BL251,2991,24202,0.08152173913043478,0.24797843665768193
OR56_BL251,2991,24208,0.06944444444444445,0.03333333333333333
OR56_BL251,2992,24202,0.16304347826086957,0.1320754716981132
OR56_BL251,2992,24208,0.3,0.20555555555555555
OR56_BL251,2993,24202,0.09239130434782608,0.04043126684636118
OR56_BL251,2993,24208,0.2,0.21666666666666667
OR56_BL251,2994,24202,0.04891304347826087,0.005390835579514825
OR56_BL251,2994,24208,0.14166666666666666,0.16666666666666666
OR56_BL251,2995,24202,0.021739130434782608,0.0
OR56_BL251,2995,24208,0.027777777777777776,0.06666666666666667
OR56_BL251,3089,24202,0.0,0.0
OR56_BL251,3089,24208,0.0,0.0
OR56_BL251,3090,24202,0.0,0.0
OR56_BL251,3090,24208,0.0,0.0
OR56_BL251,3091,24202,0.0,0.0
OR56_BL251,3091,24208,0.0,0.0
OR56_BL251,3092,24202,0.0,0.0
OR56_BL251,3092,24208,0.0,0.0
OR56_BL251,3093,24202,0.0,0.0
OR56_BL251,3093,24208,0.0,0.0
OR56_BL251,3094,24202,0.0,0.0
OR56_BL251,3094,24208,0.0,0.0
OR56_BL251,3095,24202,0.0,0.0
OR56_BL251,3095,24208,0.0,0.0
OR56_BL251,3097,24202,0.0,0.0
OR56_BL251,3097,24208,0.0,0.0
OR56_BL251,3098,24202,0.0,0.0
OR56_BL251,3098,24208,0.0,0.0
OR56_BL251,3099,24202,0.0,0.04582210242587601
OR56_BL251,3099,24208,0.0,0.0
OR56_BL251,3100,24202,0.0,0.0
OR56_BL251,3100,24208,0.0,0.0
OR56_BL251,3193,24202,0.0,0.0
OR56_BL251,3193,24208,0.0,0.0
OR56_BL251,3194,24202,0.0,0.0
OR56_BL251,3194,24208,0.0,0.0
OR56_BL251,3204,24202,0.0,0.0
OR56_BL251,3204,24208,0.0,0.0
OR56_BL251,3205,24202,0.0,0.0
OR56_BL251,3205,24208,0.0,0.0
OR56_BL251,3307,24202,0.0,0.0
OR56_BL251,3307,24208,0.0,0.0
OR56_BL251,3308,24202,0.0,0.0
OR56_BL251,3308,24208,0.0,0.0
OR56_BL251,3309,24202,0.0,0.0
OR56_BL251,3309,24208,0.0,0.0
OR56_BL251,3310,24202,0.0,0.0
OR56_BL251,3310,24208,0.0,0.0
OR56_BL251,3311,24202,0.0,0.0
OR56_BL251,3311,24208,0.0,0.0
OR56_BL251,3403,24202,0.0,0.0
OR56_BL251,3403,24208,0.0,0.0
OR56_BL251,3412,24202,0.0,0.0
OR56_BL251,3412,24208,0.0,0.0
OR56_BL251,3413,24202,0.0,0.0
OR56_BL251,3413,24208,0.0,0.0
OR56_BL251,3414,24202,0.0,0.0
OR56_BL251,3414,24208,0.0,0.0
OR56_BL251,3415,24202,0.0,0.0
OR56_BL251,3415,24208,0.0,0.0
OR56_BL251,3416,24202,0.0,0.0
OR56_BL251,3416,24208,0.0,0.0
OR56_BL251,3509,24202,0.0,0.0
OR56_BL251,3509,24208,0.0,0.0
OR56_BL251,3515,24202,0.0,0.0
OR56_BL251,3515,24208,0.0,0.0
OR56_BL251,3516,24202,0.0,0.0
OR56_BL251,3516,24208,0.0,0.0
OR56_BL251,3517,24202,0.0,0.0
OR56_BL251,3517,24208,0.0,0.0
OR56_BL251,3518,24202,0.0,0.0
OR56_BL251,3518,24208,0.0,0.0
OR56_BL251,3519,24202,0.0,0.0
OR56_BL251,3519,24208,0.0,0.0
OR56_BL251,3520,24202,0.0,0.0
OR56_BL251,3520,24208,0.0,0.0
OR56_BL251,3521,24202,0.0,0.0
OR56_BL251,3521,24208,0.0,0.0
OR56_BL251,3615,24202,0.0,0.0
OR56_BL251,3615,24208,0.0,0.0
OR56_BL251,3616,24202,0.0,0.0
OR56_BL251,3616,24208,0.0,0.0
OR56_BL251,3617,24202,0.0,0.0
OR56_BL251,3617,24208,0.0,0.0
OR56_BL251,3618,24202,0.0,0.0
OR56_BL251,3618,24208,0.0,0.0
OR56_BL251,3619,24202,0.0,0.0
OR56_BL251,3619,24208,0.0,0.0
OR56_BL251,3620,24202,0.0,0.0
OR56_BL251,3620,24208,0.0,0.0
OR56_BL251,3720,24202,0.0,0.0
OR56_BL251,3720,24208,0.0,0.0
OR56_BL251,3721,24202,0.0,0.0
OR56_BL251,3721,24208,0.0,0.0
OR56_BL251,3722,24202,0.0,0.0
OR56_BL251,3722,24208,0.0,0.0
OR56_BL251,3723,24202,0.0,0.0
OR56_BL251,3723,24208,0.0,0.0
OR56_BL251,3724,24202,0.0,0.0
OR56_BL251,3724,24208,0.0,0.0
OR56_BL251,3824,24202,0.0,0.0
OR56_BL251,3824,24208,0.0,0.0
OR56_BL251,3825,24202,0.0,0.0
OR56_BL251,3825,24208,0.0,0.0
OR56_BL251,3826,24202,0.0,0.0
OR56_BL251,3826,24208,0.0,0.0
OR56_BL251,3827,24202,0.0,0.0
OR56_BL251,3827,24208,0.0,0.0
OR56_BL251,3829,24202,0.0,0.0
OR56_BL251,3829,24208,0.0,0.0
OR56_BL251,3830,24202,0.0,0.0
OR56_BL251,3830,24208,0.0,0.0
OR56_BL251,3928,24202,0.0,0.0
OR56_BL251,3928,24208,0.0,0.0
OR56_BL251,3929,24202,0.0,0.0
OR56_BL251,3929,24208,0.0,0.0
OR56_BL251,4033,24202,0.0,0.0
OR56_BL251,4033,24208,0.0,0.0
OR56_BL251,4034,24202,0.0,0.0
OR56_BL251,4034,24208,0.0,0.0
OR56_BL251,4039,24202,0.0,0.0
OR56_BL251,4039,24208,0.0,0.0
OR56_BL251,4138,24202,0.0,0.0
OR56_BL251,4138,24208,0.0,0.0
OR56_BL251,4139,24202,0.0,0.0
OR56_BL251,4139,24208,0.0,0.0
OR56_BL251,4143,24202,0.0,0.0
OR56_BL251,4143,24208,0.0,0.0
OR56_BL251,4244,24202,0.0,0.0
OR56_BL251,4244,24208,0.0,0.0
OR56_BL251,4245,24202,0.0,0.0
OR56_BL251,4245,24208,0.0,0.0
OR56_BL251,4246,24202,0.0,0.0
OR56_BL251,4246,24208,0.0,0.0
OR56_BL251,4350,24202,0.0,0.0
OR56_BL251,4350,24208,0.0,0.0
OR56_BL251,4351,24202,0.0,0.0
OR56_BL251,4351,24208,0.0,0.0
OR56_BL251,4452,24202,0.0,0.0
OR56_BL251,4452,24208,0.0,0.0
OR56_BL251,4453,24202,0.0,0.0
OR56_BL251,4453,24208,0.0,0.0
OR56_BL251,4454,24202,0.0,0.0
OR56_BL251,4454,24208,0.0,0.0
OR56_BL251,4455,24202,0.0,0.0
OR56_BL251,4455,24208,0.0,0.0
OR56_BL251,4456,24202,0.0,0.0
OR56_BL251,4456,24208,0.0,0.0
OR56_BL251,4457,24202,0.0,0.0
OR56_BL251,4457,24208,0.0,0.0
OR56_BL251,4558,24202,0.0,0.0
OR56_BL251,4558,24208,0.0,0.0
OR56_BL251,4559,24202,0.0,0.0
OR56_BL251,4559,24208,0.0,0.0
OR56_BL251,4560,24202,0.0,0.0
OR56_BL251,4560,24208,0.0,0.0
OR56_BL251,4561,24202,0.0,0.0
OR56_BL251,4561,24208,0.0,0.0
OR56_BL251,4562,24202,0.0,0.0
OR56_BL251,4562,24208,0.0,0.0
OR56_BL251,4663,24202,0.0,0.0
OR56_BL251,4663,24208,0.0,0.0
OR56_BL251,4664,24202,0.0,0.0
OR56_BL251,4664,24208,0.0,0.0
OR56_BL251,4665,24202,0.0,0.0
OR56_BL251,4665,24208,0.0,0.0
OR56_BL251,4666,24202,0.0,0.0
OR56_BL251,4666,24208,0.0,0.0
OR56_BL251,4667,24202,0.0,0.0
OR56_BL251,4667,24208,0.0,0.0
OR56_BL251,4668,24202,0.0,0.0
OR56_BL251,4668,24208,0.0,0.0
OR56_BL251,4769,24202,0.0,0.0
OR56_BL251,4769,24208,0.0,0.0
OR56_BL251,4770,24202,0.0,0.0
OR56_BL251,4770,24208,0.0,0.0
OR56_BL251,4771,24202,0.0,0.0
OR56_BL251,4771,24208,0.0,0.0
OR56_BL251,4772,24202,0.0,0.0
OR56_BL251,4772,24208,0.0,0.0
OR56_BL251,4773,24202,0.0,0.0
OR56_BL251,4773,24208,0.0,0.0
OR56_BL251,4774,24202,0.0,0.0
OR56_BL251,4774,24208,0.0,0.0
OR56_BL251,4878,24202,0.0,0.0
OR56_BL251,4878,24208,0.0,0.0
OR56_BL251,4879,24202,0.0,0.0
OR56_BL251,4879,24208,0.0,0.0
OR56_BL251,4982,24202,0.0,0.0
OR56_BL251,4982,24208,0.0,0.0
OR56_BL251,4983,24202,0.0,0.0
OR56_BL251,4983,24208,0.0,0.0
OR56_BL251,4984,24202,0.0,0.0
OR56_BL251,4984,24208,0.0,0.0
OR56_BL251,5088,24202,0.0,0.0
OR56_BL251,5088,24208,0.0,0.0
OR56_BL251,5089,24202,0.0,0.0
OR56_BL251,5089,24208,0.0,0.0
OR56_BL251,5090,24202,0.0,0.0
OR56_BL251,5090,24208,0.0,0.0
OR66_BL293,1115,24208,0.0,0.0
OR66_BL293,2569,24208,0.0,0.0
OR66_BL293,2570,24208,0.0,0.0
OR66_BL293,2673,24208,0.0,0.0
OR66_BL293,2674,24208,0.0,0.0
OR66_BL293,2675,24208,0.0,0.0
OR66_BL293,2677,24208,0.0,0.0
OR66_BL293,2678,24208,0.0,0.0
OR66_BL293,2679,24208,0.0,0.0
OR66_BL293,2774,24208,0.0,0.0
OR66_BL293,2775,24208,0.0,0.0
OR66_BL293,2776,24208,0.0,0.0
OR66_BL293,2777,24208,0.0,0.0
OR66_BL293,2778,24208,0.0,0.0
OR66_BL293,2779,24208,0.0,0.0
OR66_BL293,2780,24208,0.0,0.0
OR66_BL293,2781,24208,0.0,0.0
OR66_BL293,2782,24208,0.0,0.0
OR66_BL293,2783,24208,0.0,0.0
OR66_BL293,2784,24208,0.0,0.0
OR66_BL293,2785,24208,0.0,0.0
OR66_BL293,2879,24208,0.0,0.0
OR66_BL293,2880,24208,0.0,0.0
OR66_BL293,2881,24208,0.0,0.0
OR66_BL293,2882,24208,0.0,0.0
OR66_BL293,2883,24208,0.0,0.0
OR66_BL293,2884,24208,0.0,0.0
OR66_BL293,2885,24208,0.0,0.0
OR66_BL293,2886,24208,0.011204481792717087,0.01675977653631285
OR66_BL293,2887,24208,0.18207282913165265,0.164804469273743
OR66_BL293,2888,24208,0.008403361344537815,0.0670391061452514
OR66_BL293,2889,24208,0.0056022408963585435,0.01675977653631285
OR66_BL293,2890,24208,0.0,0.01675977653631285
OR66_BL293,2985,24208,0.0,0.0
OR66_BL293,2986,24208,0.0,0.0
OR66_BL293,2987,24208,0.0,0.0
OR66_BL293,2988,24208,0.0,0.0
OR66_BL293,2989,24208,0.0,0.0
OR66_BL293,2990,24208,0.014005602240896359,0.013966480446927373
OR66_BL293,2991,24208,0.05322128851540616,0.04189944134078212
OR66_BL293,2992,24208,0.31092436974789917,0.21508379888268156
OR66_BL293,2993,24208,0.16526610644257703,0.28212290502793297
OR66_BL293,2994,24208,0.16246498599439776,0.09497206703910614
OR66_BL293,2995,24208,0.08683473389355742,0.06983240223463687
OR66_BL293,3090,24208,0.0,0.0
OR66_BL293,3091,24208,0.0,0.0
OR66_BL293,3092,24208,0.0,0.0
OR66_BL293,3093,24208,0.0,0.0
OR66_BL293,3094,24208,0.0,0.0
OR66_BL293,3098,24208,0.0,0.0
OR66_BL293,3099,24208,0.0,0.0
OR66_BL293,3390,24208,0.0,0.0
OR78,1811,24172,0.0,0.0
OR78,1811,24184,0.0,0.0
OR78,2459,24172,0.0,0.0
OR78,2459,24184,0.0,0.0
OR78,2466,24172,0.0,0.0
OR78,2466,24184,0.0,0.0
OR78,2573,24172,0.0,0.0
OR78,2573,24184,0.0,0.0
OR78,2780,24172,0.0,0.0
OR78,2780,24184,0.0,0.0
OR78,2781,24172,0.0,0.0
OR78,2781,24184,0.0,0.0
OR78,2782,24172,0.0,0.0
OR78,2782,24184,0.0,0.0
OR78,2783,24172,0.0,0.0
OR78,2783,24184,0.0,0.0
OR78,2784,24172,0.0,0.0
OR78,2784,24184,0.0,0.0
OR78,2883,24172,0.0,0.0
OR78,2883,24184,0.0,0.0
OR78,2884,24172,0.0,0.0
OR78,2884,24184,0.0,0.0
OR78,2885,24172,0.0034482758620689655,0.005555555555555556
OR78,2885,24184,0.0,0.0034482758620689655
OR78,2886,24172,0.04482758620689655,0.05
OR78,2886,24184,0.07692307692307693,0.04482758620689655
OR78,2887,24172,0.15172413793103448,0.12777777777777777
OR78,2887,24184,0.1605351170568562,0.15172413793103448
OR78,2888,24172,0.11724137931034483,0.10555555555555556
OR78,2888,24184,0.15719063545150502,0.11724137931034483
OR78,2889,24172,0.0,0.0
OR78,2889,24184,0.0,0.0
OR78,2890,24172,0.0,0.0
OR78,2890,24184,0.0,0.0
OR78,2891,24172,0.0,0.0
OR78,2891,24184,0.0,0.0
OR78,2988,24172,0.0,0.0
OR78,2988,24184,0.0,0.0
OR78,2989,24172,0.0,0.0
OR78,2989,24184,0.0,0.0
OR78,2990,24172,0.010344827586206896,0.016666666666666666
OR78,2990,24184,0.026755852842809364,0.010344827586206896
OR78,2991,24172,0.0896551724137931,0.06666666666666667
OR78,2991,24184,0.0802675585284281,0.0896551724137931
OR78,2992,24172,0.2,0.2
OR78,2992,24184,0.23411371237458195,0.2
OR78,2993,24172,0.1724137931034483,0.24444444444444444
OR78,2993,24184,0.15384615384615385,0.1724137931034483
OR78,2994,24172,0.13448275862068965,0.12222222222222222
OR78,2994,24184,0.08361204013377926,0.13448275862068965
OR78,2995,24172,0.07586206896551724,0.06111111111111111
OR78,2995,24184,0.026755852842809364,0.07586206896551724
OR78,3056,24172,0.0,0.0
OR78,3056,24184,0.0,0.0
OR78,3089,24172,0.0,0.0
OR78,3089,24184,0.0,0.0
OR78,3090,24172,0.0,0.0
OR78,3090,24184,0.0,0.0
OR78,3091,24172,0.0,0.0
OR78,3091,24184,0.0,0.0
OR78,3092,24172,0.0,0.0
OR78,3092,24184,0.0,0.0
OR78,3093,24172,0.0,0.0
OR78,3093,24184,0.0,0.0
OR78,3094,24172,0.0,0.0
OR78,3094,24184,0.0,0.0
OR78,3095,24172,0.0,0.0
OR78,3095,24184,0.0,0.0
OR78,3098,24172,0.0,0.0
OR78,3098,24184,0.0,0.0
OR78,3099,24172,0.0,0.0
OR78,3099,24184,0.0,0.0
OR78,3155,24172,0.0,0.0
OR78,3155,24184,0.0,0.0
OR78,3156,24172,0.0,0.0
OR78,3156,24184,0.0,0.0
OR78,3157,24172,0.0,0.0
OR78,3157,24184,0.0,0.0
OR78,3161,24172,0.0,0.0
OR78,3161,24184,0.0,0.0
OR78,3163,24172,0.0,0.0
OR78,3163,24184,0.0,0.0
OR78,3164,24172,0.0,0.0
OR78,3164,24184,0.0,0.0
OR78,3191,24172,0.0,0.0
OR78,3191,24184,0.0,0.0
OR78,3192,24172,0.0,0.0
OR78,3192,24184,0.0,0.0
OR78,3193,24172,0.0,0.0
OR78,3193,24184,0.0,0.0
OR78,3194,24172,0.0,0.0
OR78,3194,24184,0.0,0.0
OR78,3195,24172,0.0,0.0
OR78,3195,24184,0.0,0.0
OR78,3197,24172,0.0,0.0
OR78,3197,24184,0.0,0.0
OR78,3205,24172,0.0,0.0
OR78,3205,24184,0.0,0.0
OR78,3261,24172,0.0,0.0
OR78,3261,24184,0.0,0.0
OR78,3262,24172,0.0,0.0
OR78,3262,24184,0.0,0.0
OR78,3263,24172,0.0,0.0
OR78,3263,24184,0.0,0.0
OR78,3264,24172,0.0,0.0
OR78,3264,24184,0.0,0.0
OR78,3265,24172,0.0,0.0
OR78,3265,24184,0.0,0.0
OR78,3266,24172,0.0,0.0
OR78,3266,24184,0.0,0.0
OR78,3267,24172,0.0,0.0
OR78,3267,24184,0.0,0.0
OR78,3268,24172,0.0,0.0
OR78,3268,24184,0.0,0.0
OR78,3269,24172,0.0,0.0
OR78,3269,24184,0.0,0.0
OR78,3270,24172,0.0,0.0
OR78,3270,24184,0.0,0.0
OR78,3271,24172,0.0,0.0
OR78,3271,24184,0.0,0.0
OR78,3290,24172,0.0,0.0
OR78,3290,24184,0.0,0.0
OR78,3291,24172,0.0,0.0
OR78,3291,24184,0.0,0.0
OR78,3292,24172,0.0,0.0
OR78,3292,24184,0.0,0.0
OR78,3293,24172,0.0,0.0
OR78,3293,24184,0.0,0.0
OR78,3294,24172,0.0,0.0
OR78,3294,24184,0.0,0.0
OR78,3295,24172,0.0,0.0
OR78,3295,24184,0.0,0.0
OR78,3296,24172,0.0,0.0
OR78,3296,24184,0.0,0.0
OR78,3297,24172,0.0,0.0
OR78,3297,24184,0.0,0.0
OR78,3298,24172,0.0,0.0
OR78,3298,24184,0.0,0.0
OR78,3367,24172,0.0,0.0
OR78,3367,24184,0.0,0.0
OR78,3368,24172,0.0,0.0
OR78,3368,24184,0.0,0.0
OR78,3369,24172,0.0,0.0
OR78,3369,24184,0.0,0.0
OR78,3370,24172,0.0,0.0
OR78,3370,24184,0.0,0.0
OR78,3371,24172,0.0,0.0
OR78,3371,24184,0.0,0.0
OR78,3372,24172,0.0,0.0
OR78,3372,24184,0.0,0.0
OR78,3373,24172,0.0,0.0
OR78,3373,24184,0.0,0.0
OR78,3374,24172,0.0,0.0
OR78,3374,24184,0.0,0.0
OR78,3376,24172,0.0,0.0
OR78,3376,24184,0.0,0.0
OR78,3377,24172,0.0,0.0
OR78,3377,24184,0.0,0.0
OR78,3393,24172,0.0,0.0
OR78,3393,24184,0.0,0.0
OR78,3394,24172,0.0,0.0
OR78,3394,24184,0.0,0.0
OR78,3395,24172,0.0,0.0
OR78,3395,24184,0.0,0.0
OR78,3417,24172,0.0,0.0
OR78,3417,24184,0.0,0.0
OR78,3473,24172,0.0,0.0
OR78,3473,24184,0.0,0.0
OR78,3474,24172,0.0,0.0
OR78,3474,24184,0.0,0.0
OR78,3475,24172,0.0,0.0
OR78,3475,24184,0.0,0.0
OR78,3476,24172,0.0,0.0
OR78,3476,24184,0.0,0.0
OR78,3477,24172,0.0,0.0
OR78,3477,24184,0.0,0.0
OR78,3478,24172,0.0,0.0
OR78,3478,24184,0.0,0.0
OR78,3479,24172,0.0,0.0
OR78,3479,24184,0.0,0.0
OR78,3482,24172,0.0,0.0
OR78,3482,24184,0.0,0.0
OR78,3483,24172,0.0,0.0
OR78,3483,24184,0.0,0.0
OR78,3497,24172,0.0,0.0
OR78,3497,24184,0.0,0.0
OR78,3498,24172,0.0,0.0
OR78,3498,24184,0.0,0.0
OR78,3578,24172,0.0,0.0
OR78,3578,24184,0.0,0.0
OR78,3581,24172,0.0,0.0
OR78,3581,24184,0.0,0.0
OR78,3583,24172,0.0,0.0
OR78,3583,24184,0.0,0.0
OR78,3584,24172,0.0,0.0
OR78,3584,24184,0.0,0.0
OR78,3602,24172,0.0,0.0
OR78,3602,24184,0.0,0.0
OR78,3687,24172,0.0,0.0
OR78,3687,24184,0.0,0.0
OR78,3688,24172,0.0,0.0
OR78,3688,24184,0.0,0.0
OR78,3689,24172,0.0,0.0
OR78,3689,24184,0.0,0.0
OR78,3695,24172,0.0,0.0
OR78,3695,24184,0.0,0.0
OR78,3696,24172,0.0,0.0
OR78,3696,24184,0.0,0.0
OR78,3707,24172,0.0,0.0
OR78,3707,24184,0.0,0.0
OR78,3708,24172,0.0,0.0
OR78,3708,24184,0.0,0.0
OR78,3793,24172,0.0,0.0
OR78,3793,24184,0.0,0.0
OR78,3794,24172,0.0,0.0
OR78,3794,24184,0.0,0.0
OR78,3802,24172,0.0,0.0
OR78,3802,24184,0.0,0.0
OR78,3803,24172,0.0,0.0
OR78,3803,24184,0.0,0.0
OR78,3804,24172,0.0,0.0
OR78,3804,24184,0.0,0.0
OR78,3805,24172,0.0,0.0
OR78,3805,24184,0.0,0.0
OR78,3810,24172,0.0,0.0
OR78,3810,24184,0.0,0.0
OR78,3811,24172,0.0,0.0
OR78,3811,24184,0.0,0.0
OR78,3812,24172,0.0,0.0
OR78,3812,24184,0.0,0.0
OR78,3899,24172,0.0,0.0
OR78,3899,24184,0.0,0.0
OR78,3900,24172,0.0,0.0
OR78,3900,24184,0.0,0.0
OR78,3906,24172,0.0,0.0
OR78,3906,24184,0.0,0.0
OR78,3907,24172,0.0,0.0
OR78,3907,24184,0.0,0.0
OR78,3910,24172,0.0,0.0
OR78,3910,24184,0.0,0.0
OR78,3911,24172,0.0,0.0
OR78,3911,24184,0.0,0.0
OR78,3912,24172,0.0,0.0
OR78,3912,24184,0.0,0.0
OR78,3913,24172,0.0,0.0
OR78,3913,24184,0.0,0.0
OR78,3914,24172,0.0,0.0
OR78,3914,24184,0.0,0.0
OR78,3915,24172,0.0,0.0
OR78,3915,24184,0.0,0.0
OR78,4004,24172,0.0,0.0
OR78,4004,24184,0.0,0.0
OR78,4005,24172,0.0,0.0
OR78,4005,24184,0.0,0.0
OR78,4011,24172,0.0,0.0
OR78,4011,24184,0.0,0.0
OR78,4012,24172,0.0,0.0
OR78,4012,24184,0.0,0.0
OR78,4110,24172,0.0,0.0
OR78,4110,24184,0.0,0.0
OR78,4111,24172,0.0,0.0
OR78,4111,24184,0.0,0.0
OR78,4115,24172,0.0,0.0
OR78,4115,24184,0.0,0.0
OR78,4216,24172,0.0,0.0
OR78,4216,24184,0.0,0.0
OR78,4217,24172,0.0,0.0
OR78,4217,24184,0.0,0.0
OR78,4219,24172,0.0,0.0
OR78,4219,24184,0.0,0.0
OR78,4220,24172,0.0,0.0
OR78,4220,24184,0.0,0.0
OR78,4322,24172,0.0,0.0
OR78,4322,24184,0.0,0.0
OR78,4323,24172,0.0,0.0
OR78,4323,24184,0.0,0.0
OR78,4324,24172,0.0,0.0
OR78,4324,24184,0.0,0.0
OR78,4429,24172,0.0,0.0
OR78,4429,24184,0.0,0.0
OR81,2035,24208,0.0,0.0
OR81,2035,24226,0.0,0.0
OR81,2035,24232,0.0,0.0
OR81,2574,24208,0.0,0.0
OR81,2574,24226,0.027777777777777776,0.0
OR81,2574,24232,0.0,0.0
OR81,2578,24208,0.0,0.0
OR81,2578,24226,0.0,0.0
OR81,2578,24232,0.0,0.0
OR81,2675,24208,0.0,0.0
OR81,2675,24226,0.0,0.0
OR81,2675,24232,0.0,0.0
OR81,2676,24208,0.0,0.0
OR81,2676,24226,0.0,0.0
OR81,2676,24232,0.0,0.0
OR81,2677,24208,0.0,0.0
OR81,2677,24226,0.0,0.0
OR81,2677,24232,0.0,0.0
OR81,2779,24208,0.0,0.0
OR81,2779,24226,0.0,0.0
OR81,2779,24232,0.0,0.0
OR81,2780,24208,0.0,0.0
OR81,2780,24226,0.0,0.0
OR81,2780,24232,0.0,0.0
OR81,2781,24208,0.0,0.0
OR81,2781,24226,0.0,0.0
OR81,2781,24232,0.0,0.0
OR81,2782,24208,0.0,0.0
OR81,2782,24226,0.027777777777777776,0.0
OR81,2782,24232,0.0,0.0
OR81,2783,24208,0.0,0.0
OR81,2783,24226,0.0,0.0026954177897574125
OR81,2783,24232,0.0,0.0
OR81,2784,24208,0.0,0.0
OR81,2784,24226,0.0,0.0
OR81,2784,24232,0.0,0.0
OR81,2882,24208,0.0,0.0
OR81,2882,24226,0.0,0.0
OR81,2882,24232,0.0,0.0
OR81,2883,24208,0.0,0.0
OR81,2883,24226,0.0,0.0
OR81,2883,24232,0.0,0.0
OR81,2884,24208,0.005649717514124294,0.0
OR81,2884,24226,0.05555555555555555,0.0673854447439353
OR81,2884,24232,0.0,0.0
OR81,2885,24208,0.0,0.0
OR81,2885,24226,0.027777777777777776,0.0673854447439353
OR81,2885,24232,0.0,0.0
OR81,2886,24208,0.002824858757062147,0.04456824512534819
OR81,2886,24226,0.16666666666666666,0.29380053908355797
OR81,2886,24232,0.14705882352941177,0.06666666666666667
OR81,2887,24208,0.11581920903954802,0.16434540389972144
OR81,2887,24226,0.2222222222222222,0.03504043126684636
OR81,2887,24232,0.35294117647058826,0.26666666666666666
OR81,2888,24208,0.04519774011299435,0.07520891364902507
OR81,2888,24226,0.05555555555555555,0.018867924528301886
OR81,2888,24232,0.029411764705882353,0.06666666666666667
OR81,2889,24208,0.00847457627118644,0.016713091922005572
OR81,2889,24226,0.05555555555555555,0.0
OR81,2889,24232,0.0,0.0
OR81,2890,24208,0.0,0.019498607242339833
OR81,2890,24226,0.0,0.0
OR81,2890,24232,0.0,0.0
OR81,2891,24208,0.0,0.002785515320334262
OR81,2891,24226,0.0,0.0
OR81,2891,24232,0.0,0.0
OR81,2988,24208,0.0,0.0
OR81,2988,24226,0.0,0.0
OR81,2988,24232,0.0,0.0
OR81,2989,24208,0.0,0.0
OR81,2989,24226,0.0,0.018867924528301886
OR81,2989,24232,0.0,0.0
OR81,2990,24208,0.01694915254237288,0.008356545961002786
OR81,2990,24226,0.0,0.1078167115902965
OR81,2990,24232,0.0,0.03333333333333333
OR81,2991,24208,0.07344632768361582,0.04178272980501393
OR81,2991,24226,0.16666666666666666,0.1778975741239892
OR81,2991,24232,0.058823529411764705,0.23333333333333334
OR81,2992,24208,0.3050847457627119,0.17548746518105848
OR81,2992,24226,0.0,0.07547169811320754
OR81,2992,24232,0.14705882352941177,0.23333333333333334
OR81,2993,24208,0.2288135593220339,0.24233983286908078
OR81,2993,24226,0.1111111111111111,0.008086253369272238
OR81,2993,24232,0.17647058823529413,0.1
OR81,2994,24208,0.15254237288135594,0.15598885793871867
OR81,2994,24226,0.0,0.0
OR81,2994,24232,0.058823529411764705,0.0
OR81,2995,24208,0.04519774011299435,0.052924791086350974
OR81,2995,24226,0.027777777777777776,0.0
OR81,2995,24232,0.029411764705882353,0.0
OR81,3091,24208,0.0,0.0
OR81,3091,24226,0.0,0.029649595687331536
OR81,3091,24232,0.0,0.0
OR81,3092,24208,0.0,0.0
OR81,3092,24226,0.0,0.026954177897574125
OR81,3092,24232,0.0,0.0
OR81,3093,24208,0.0,0.0
OR81,3093,24226,0.027777777777777776,0.0215633423180593
OR81,3093,24232,0.0,0.0
OR81,3094,24208,0.0,0.0
OR81,3094,24226,0.0,0.04851752021563342
OR81,3094,24232,0.0,0.0
OR81,3098,24208,0.0,0.0
OR81,3098,24226,0.0,0.0
OR81,3098,24232,0.0,0.0
OR81,3099,24208,0.0,0.0
OR81,3099,24226,0.0,0.0
OR81,3099,24232,0.0,0.0
OR81,3100,24208,0.0,0.0
OR81,3100,24226,0.0,0.0
OR81,3100,24232,0.0,0.0
