ind,horizon,oos
J047,1,-0.1531034637769355
J047,2,-0.13547174262924422
J047,3,-0.0004463480395135999
J047,5,
J047,12,-0.3424558418118211
JW01,1,0.05246476069576278
JW01,2,0.00027853155038315425
JW01,3,-0.04504349353891657
JW01,5,-0.00048509837256882626
JW01,12,-0.0015570822979840138
