system,era,environment_type,data_type,region,time_interval,lower_trophic_definition,higher_trophic_definition,metric,effect_estimate,effect_scale,lower_ci,upper_ci,p_value,sample_size,effect_direction,standardized_effect,sampling_pool_sensitivity,time_aggregation_sensitivity,distance_decay_effect,temporal_lag,observation_bias_score,robustness_class,analysis_script,data_source,notes
modern_terrestrial,modern,terrestrial,survey_panel,North America (BBS),annual panel,not guild-coded natively,not guild-coded natively,occupancy_persistence_residual,0.0058507624945904,median History Gain after route demeaning (forward),-0.00246103070658525,0.01546752879341265,NA,116,no detectable contrast,NA,NA,NA,NA,NA,NA,NA,phase9/src/species_hg.py,USGS BBS,raw no-demean median HG_A≈0.30 collapses to ≈0.006; spatial persistence ≠ temporal memory
modern_terrestrial,modern,terrestrial,survey_panel,North America (BBS),annual panel,not guild-coded natively,not guild-coded natively,abundance_state_dependence,0.6292307111942694,log-count prior-state effect (matched environment),0.1973974138194079,1.5289769155081296,NA,116,NA,NA,NA,NA,NA,lag-1 (1 yr),NA,NA,phase9/src/matched.py,USGS BBS,occupancy hysteresis=0 in all definable species; abundance retains state dependence
modern_terrestrial,modern,terrestrial,survey_panel,North America (BBS),annual panel,not guild-coded natively,not guild-coded natively,occupancy_hysteresis,0.0,matched-environment contrast,NA,NA,NA,116,no detectable contrast,NA,NA,NA,NA,NA,NA,NA,phase9/src/matched.py,USGS BBS,falsified in all definable species
