system,era,environment_type,data_type,region,time_interval,lower_trophic_definition,higher_trophic_definition,metric,effect_estimate,effect_scale,lower_ci,upper_ci,p_value,sample_size,effect_direction,standardized_effect,sampling_pool_sensitivity,time_aggregation_sensitivity,distance_decay_effect,temporal_lag,observation_bias_score,robustness_class,analysis_script,data_source,notes
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-7.323177459505636e-06,lag-curve coefficient,NA,NA,0.9713414297378036,1702.0,NA,NA,NA,NA,NA,4,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.00012773834065,lag-curve coefficient,NA,NA,0.6186873270822041,1702.0,NA,NA,NA,NA,NA,5,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,0.0006154868883534,lag-curve coefficient,NA,NA,0.0702839706192484,1702.0,NA,NA,NA,NA,NA,5,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-1.550390082378399e-05,lag-curve coefficient,NA,NA,0.9414711611799762,1702.0,NA,NA,NA,NA,NA,5,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0003020379672013,lag-curve coefficient,NA,NA,0.2949568091219177,1702.0,NA,NA,NA,NA,NA,6,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,0.0006726877279977,lag-curve coefficient,NA,NA,0.1547609887230044,1702.0,NA,NA,NA,NA,NA,6,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0005020980145263,lag-curve coefficient,NA,NA,0.0342393020475553,1702.0,NA,NA,NA,NA,NA,6,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0004922727812634,lag-curve coefficient,NA,NA,0.2198198603006884,1702.0,NA,NA,NA,NA,NA,7,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,0.0006012248158314,lag-curve coefficient,NA,NA,0.2347069419302382,1702.0,NA,NA,NA,NA,NA,7,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0006260213349214,lag-curve coefficient,NA,NA,0.0619836968545139,1702.0,NA,NA,NA,NA,NA,7,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0004558342037878,lag-curve coefficient,NA,NA,0.302293797037408,1702.0,NA,NA,NA,NA,NA,8,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,-0.0003378144452564,lag-curve coefficient,NA,NA,0.3223580184256979,1702.0,NA,NA,NA,NA,NA,8,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0002553879433227,lag-curve coefficient,NA,NA,0.5668657980640543,1702.0,NA,NA,NA,NA,NA,8,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,4.463539989137951e-05,lag-curve coefficient,NA,NA,0.909596101021187,1702.0,NA,NA,NA,NA,NA,9,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,-0.0007380143694128,lag-curve coefficient,NA,NA,0.0241062538769645,1702.0,NA,NA,NA,NA,NA,9,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0005848946077891,lag-curve coefficient,NA,NA,0.0666229482973535,1702.0,NA,NA,NA,NA,NA,9,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,8.533634739652586e-05,lag-curve coefficient,NA,NA,0.8246930945661459,1702.0,NA,NA,NA,NA,NA,10,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,-0.0004268323384832,lag-curve coefficient,NA,NA,0.323283791414229,1702.0,NA,NA,NA,NA,NA,10,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.000798921726742,lag-curve coefficient,NA,NA,0.2257866699594216,1702.0,NA,NA,NA,NA,NA,10,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0001201262961608,lag-curve coefficient,NA,NA,0.8047269734752677,1702.0,NA,NA,NA,NA,NA,11,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,0.0002788982338512,lag-curve coefficient,NA,NA,0.6017309017340478,1702.0,NA,NA,NA,NA,NA,11,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0001923093398624,lag-curve coefficient,NA,NA,0.6964478932848022,1702.0,NA,NA,NA,NA,NA,11,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0004579323351624,lag-curve coefficient,NA,NA,0.3366258592435228,1702.0,NA,NA,NA,NA,NA,12,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,0.0003110752623297,lag-curve coefficient,NA,NA,0.5653305361327144,1702.0,NA,NA,NA,NA,NA,12,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.000315730102366,lag-curve coefficient,NA,NA,0.4161453728489828,1702.0,NA,NA,NA,NA,NA,12,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,-0.0005259423206246,lag-curve coefficient,NA,NA,0.2983409341866454,1702.0,NA,NA,NA,NA,NA,13,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,6.437791025995828e-05,lag-curve coefficient,NA,NA,0.8919338141037083,1702.0,NA,NA,NA,NA,NA,13,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,-0.0002469713439296,lag-curve coefficient,NA,NA,0.554687972780666,1702.0,NA,NA,NA,NA,NA,13,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_K,0.0002135674096009,lag-curve coefficient,NA,NA,0.5521397767562097,1702.0,NA,NA,NA,NA,NA,14,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_P,4.474532338667946e-05,lag-curve coefficient,NA,NA,0.9338269284230926,1702.0,NA,NA,NA,NA,NA,14,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_E-_Z,0.0003468203746345,lag-curve coefficient,NA,NA,0.4552337279464375,1702.0,NA,NA,NA,NA,NA,14,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,0.0725505565869076,lag-curve coefficient,NA,NA,0.2015964772553583,1702.0,NA,NA,NA,NA,NA,0,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,0.1348585517958581,lag-curve coefficient,NA,NA,0.1391260343136904,1161.0,NA,NA,NA,NA,NA,1,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,0.1388237430640857,lag-curve coefficient,NA,NA,0.210007658153337,727.0,NA,NA,NA,NA,NA,2,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,0.0739126461280226,lag-curve coefficient,NA,NA,0.7373949571338685,469.0,NA,NA,NA,NA,NA,3,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,0.1530935214050424,lag-curve coefficient,NA,NA,0.3335894953902444,354.0,NA,NA,NA,NA,NA,4,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,-0.0241647415392789,lag-curve coefficient,NA,NA,0.8103978562695932,223.0,NA,NA,NA,NA,NA,5,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,-0.412481926936363,lag-curve coefficient,NA,NA,2.3263183998823266e-45,109.0,NA,NA,NA,NA,NA,6,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,53.0,NA,NA,NA,NA,NA,7,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,22.0,NA,NA,NA,NA,NA,8,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,8.0,NA,NA,NA,NA,NA,9,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,0.0,NA,NA,NA,NA,NA,10,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,0.0,NA,NA,NA,NA,NA,11,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,0.0,NA,NA,NA,NA,NA,12,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,0.0,NA,NA,NA,NA,NA,13,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),trophic_path_K-_P,,lag-curve coefficient,NA,NA,,0.0,NA,NA,NA,NA,NA,14,NA,NA,ecomega_trophic_propagation/scripts/05_lag_placebo.py,ACCESS surveys + NOAA ERDDAP,Type A (common env) vs Type B (trophic propagation) discrimination
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_A_env,0.2239943344607695,R2 (AIC in notes),NA,NA,NA,1702.0,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=5136.3699147781; verdict: common-environment dominated
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_B_env_prey,0.2242109933279407,R2 (AIC in notes),NA,NA,NA,1702.0,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=5137.894654228589; verdict: common-environment dominated
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_A_env,,R2 (AIC in notes),NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=nan; verdict: common-environment dominated
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_B_env_prey,,R2 (AIC in notes),NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=nan; verdict: common-environment dominated
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_A_env,,R2 (AIC in notes),NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=nan; verdict: common-environment dominated
modern_marine,modern,marine,matched_survey,California Current (ACCESS),event-based,krill/zooplankton,seabirds/whales (predator sightings),model_comparison_B_env_prey,,R2 (AIC in notes),NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,ecomega_trophic_propagation/scripts/04_models.py,ACCESS + ERDDAP,AIC=nan; verdict: common-environment dominated
