species,M1_obs,M3_obs,M1,M3,HG_abund,mig,name,HG,HG_occ,HG_regional
1200,-0.0082355996930185,-0.0317875365979229,-0.0082355996930185,-0.0317875365979227,-0.0235519369049042,short_dist,Double-crested Cormorant,-0.0186787921531041,,0.013121760471397792
1320,-0.001738008592929,0.0013270142111251,-0.0017334557689436,0.0013270142111249,0.0030604699800685,short_dist,Mallard,0.0277665740129727,,-2.600004876481522
1720,-0.000129475363034,-0.0022704875920818,-0.000129475363034,-0.0021298630093553,-0.0020003876463212,short_dist,Canada Goose,0.0052387331873686,,-2.2971356115689927
1940,-0.0022571596992679,0.0110977294200774,-0.0022571596992679,0.0110977294200774,0.0133548891193454,short_dist,Great Blue Heron,0.0214042939785757,,0.04568759824846569
2010,-0.0004598717685839,-0.011234615783888,-0.0004598717685839,-0.011234615783888,-0.010774744015304,short_dist,Green Heron,-0.0088918661640815,,-0.13617549206052892
2140,-0.0192419746686716,-5.8881073982108845e-05,-0.017528756099028,-5.8881073982108845e-05,0.0174698750250459,short_dist,Sora,0.0196834762075315,,0.20311903762729955
2300,-0.0094254313710879,-0.0021163114288849,-0.0094254313710879,-0.0021163114288849,0.007309119942203,migrant,Wilson's Snipe,0.0052458207324531,,1.0936356583193287
2630,-0.0057336208166982,-0.0140148789976111,-0.0057336208166982,-0.0140148789976111,-0.0082812581809128,migrant,Spotted Sandpiper,-0.0074776226995474,,0.2977334074483159
2730,-0.00534655624343,0.010508103341817,-0.00534655624343,0.010508103341817,0.0158546595852471,short_dist,Killdeer,0.0029988894043853,,21.9598076512784
2890,0.0007953802872533,0.0448623748666018,0.0007953802872533,0.0448623748666017,0.0440669945793483,resident,Northern Bobwhite,0.0380863872459892,,
3131,-0.0015126917280219,-0.0126304965158567,-0.0015126917280219,-0.0126304965158567,-0.0111178047878348,resident,Rock Pigeon,-0.0037734535941211,,2.7589870662547984
3160,-0.0012387658170933,0.0142397653730667,-0.0012387658170933,0.0142397653730664,0.0154785311901598,resident,Mourning Dove,0.003345915069529,,0.8054243864043431
3250,-4.056741849847039e+20,0.0030805699033923,-4.056741849847039e+20,0.0030805699033923,4.056741849847039e+20,migrant,Turkey Vulture,0.0044941890323333,,0.15290010210762306
3370,-0.0009129682907222,0.0041805389572303,-0.0009129682907222,0.0041805389572303,0.0050935072479526,resident,Red-tailed Hawk,0.006965657461367,,1.907988799534024
3420,-0.0049434990260004,0.0071845363468048,-0.0049434990260004,0.0071845363468049,0.0121280353728053,resident,Swainson's Hawk,-0.0085847831600274,,0.053232421065792956
3430,-0.0286034755360371,-0.0110428150557639,-0.0286034755360371,-0.0110428150557639,0.0175606604802731,resident,Broad-winged Hawk,-0.0049622667374216,,0.1853931914427147
3520,-0.0038508591439765,-0.0128512128493532,-0.0038508591439765,-0.0128512128493532,-0.0090003537053766,resident,Bald Eagle,0.0054044160427526,,0.6138656900572697
3600,-0.0091089226235989,-0.0078140414110527,-0.0091089226235989,-0.0078140414110527,0.0012948812125461,resident,American Kestrel,0.0126374987088979,,3.23285619887019
3640,-0.0016941902672236,0.0401549891135625,-0.0016941902672236,0.0401549891135625,0.0418491793807861,short_dist,Osprey,0.0276955590642822,,1.397933930538142
3870,-0.0065499940567816,0.003032357705819,-0.0065499940567816,0.003032357705819,0.0095823517626006,short_dist,Yellow-billed Cuckoo,0.0060451792081146,,-0.158308109589421
3880,-0.0172479424007079,0.0009760330948765,-0.0166949740552686,0.0009760330948762,0.0176710071501449,short_dist,Black-billed Cuckoo,0.0082157911122446,,-0.49844439642367977
3900,-0.0306902300514009,-0.0046041415552073,-0.0306902300514009,-0.0042796977942407,0.0264105322571601,short_dist,Belted Kingfisher,0.0225159094680948,,1.5265470500999163
3930,-1.3560263464268478e+22,-2.0186231652542518e+22,-1.3560263464268478e+22,-2.018623165254266e+22,-6.625968188274183e+21,resident,Hairy Woodpecker,0.0027834081879289,,1.0092798678974972
3940,-0.0073257895986089,0.0059223271272811,-0.0073257895986089,0.0059223271272811,0.0132481167258901,resident,Downy Woodpecker,0.0096290766401225,,-0.17537548058157748
4020,-0.0053340190773725,-0.0076548734047368,-0.0053340190773725,-0.0076548734047368,-0.0023208543273642,resident,Yellow-bellied Sapsucker,-0.0041202724059259,,1.5621723631398456
4050,-0.0129631432936048,-0.0367776177102336,-0.0129631432936048,-0.0367776177102336,-0.0238144744166288,resident,Pileated Woodpecker,-0.0043198806952173,,2.203309499177094
4090,0.004796986037361,-0.0023292730988848,0.004796986037361,-0.0023292730988848,-0.0071262591362458,resident,Red-bellied Woodpecker,-0.0254208617900584,,-0.3030598794107784
4120,-0.0019873104820449,0.0026763788993763,-0.0019873104820449,0.0026763788993763,0.0046636893814212,resident,(Yellow-shafted Flicker) Northern Flicker,0.0061678095629131,,1.1887375204457318
4130,-0.0479837726368388,-0.0035847363026264,-0.0479837726368388,-0.0035847363026264,0.0443990363342123,resident,(Red-shafted Flicker) Northern Flicker,0.0084123370426751,,-0.39038297712426806
4200,-0.0010197146006227,-0.0032925541146477,-0.0010197146006227,-0.0030076789837221,-0.0019879643830993,migrant,Common Nighthawk,-0.0020884975460098,,5.243122439960651
4230,-0.0010764340715994,-0.0014216033584126,-0.0010764340715994,-0.0014216033584126,-0.0003451692868132,migrant,Chimney Swift,0.0063918415907313,,0.1872118229330726
4280,-0.0009636225992284,0.0005782722638221,-0.0009636225992284,0.0005782722638221,0.0015418948630505,migrant,Ruby-throated Hummingbird,0.0024344969378197,,0.2527381932417758
4440,-0.0122400567215048,-0.0024389275545972,-0.0122400567215048,-0.0024389275545972,0.0098011291669075,migrant,Eastern Kingbird,-0.0021518687728714,,2.1614836247333566
4520,0.0022987160684261,0.0094574215926498,0.0022987160684261,0.0094574215926498,0.0071587055242237,migrant,Great Crested Flycatcher,0.0018163695065394,,-0.1033365096322254
4560,-0.0218589668758644,-0.0280668287507175,-0.0218589668758644,-0.0280668287507175,-0.0062078618748531,migrant,Eastern Phoebe,0.0065759372678166,,0.2709786514907502
4590,-0.0170041388947923,0.0118539799211629,-0.0170041388947923,0.0118539799211629,0.0288581188159553,migrant,Olive-sided Flycatcher,0.0051618881929615,,-0.5888342715737251
4610,-0.0023848329957847,0.01504866831153,-0.0023777417457147,0.01504866831153,0.0174264100572447,migrant,Eastern Wood-Pewee,0.0119419809993236,,0.023115433383836814
4620,-0.0026797695832421,0.0035178403026835,-0.0026797695832421,0.0035178403026835,0.0061976098859256,migrant,Western Wood-Pewee,0.0078523210669594,,-0.4523152978986864
4650,-0.007458483550266,0.0071705833039393,-0.007458483550266,0.0071705833039392,0.0146290668542052,migrant,Acadian Flycatcher,0.024468264143628,,
4660,0.0007238830227929,0.0006484014429998,-0.0021056655742748,0.0006484014429998,0.0027540670172746,migrant,Willow Flycatcher,0.0052918824556955,,-0.5096368085768688
4661,-0.0049402434768741,-0.018153349021917,-0.0049402434768741,-0.018153349021917,-0.0132131055450428,migrant,Alder Flycatcher,-0.0061350366769845,,0.9213448409049376
4670,-0.0028459438021093,0.0121974883706212,-0.0028459438021093,0.0121974883706212,0.0150434321727306,migrant,Least Flycatcher,0.0157556685491735,,-1.3262940236113294
4740,-0.0034400430234591,0.0318333066102646,-0.0034400430234591,0.031833306610265,0.0352733496337241,short_dist,Horned Lark,0.0342755431018931,,0.017401393739225668
4750,-0.0025054057333764,0.0598386834105396,-0.0025054057333764,0.0598386834105396,0.062344089143916,resident,Black-billed Magpie,0.0519574217037716,,0.7722830082484704
