species,event_year,kind,obs_redist,env_pred_redist,hist_pred_redist,n_routes
1200,2012,hot,0.0,1.0,0.7083333333333334,72
1200,2016,hot,0.0,1.0,0.7192982456140351,57
1200,2008,cold,0.0,1.0,0.7397260273972602,73
1200,2009,cold,0.0,1.0,0.7571428571428571,70
1200,2014,cold,0.0,1.0,0.8,50
1320,2012,hot,0.0,1.0,0.7330508474576272,472
1320,2016,hot,0.0,1.0,0.7293064876957495,447
1320,1997,cold,0.0,1.0,0.0,580
1320,2008,cold,0.0,1.0,0.7718978102189781,548
1320,2009,cold,0.0,1.0,0.7467411545623837,537
1320,2014,cold,0.0,1.0,0.7767441860465116,430
1720,2012,hot,0.0,1.0,0.751937984496124,387
1720,2016,hot,0.0,1.0,0.7298050139275766,359
1720,1997,cold,0.0,1.0,0.0,314
1720,2008,cold,0.0,1.0,0.7087628865979382,388
1720,2009,cold,0.0,1.0,0.699228791773779,389
1720,2014,cold,0.0,1.0,0.7459893048128342,374
1940,2012,hot,0.0,1.0,0.7031963470319634,438
1940,2016,hot,0.0,1.0,0.6666666666666666,408
1940,1997,cold,0.0,1.0,0.0,489
1940,2008,cold,0.0,1.0,0.6854166666666667,480
1940,2009,cold,0.0,1.0,0.6770186335403726,483
1940,2014,cold,0.0,1.0,0.6906077348066298,362
2010,2012,hot,0.0,1.0,0.6268656716417911,134
2010,2016,hot,0.0,1.0,0.5604395604395604,91
2010,2008,cold,0.0,1.0,0.5989010989010989,182
2010,2009,cold,0.0,1.0,0.6289308176100629,159
2010,2014,cold,0.0,1.0,0.5982905982905983,117
2140,2012,hot,0.0,1.0,0.7294117647058823,85
2140,2016,hot,0.0,1.0,0.7439024390243902,82
2140,2008,cold,0.0,1.0,0.7954545454545454,88
2140,2009,cold,0.0,1.0,0.6914893617021277,94
2140,2014,cold,0.0,1.0,0.7252747252747253,91
2300,2012,hot,0.0,1.0,0.7960526315789473,304
2300,2016,hot,0.0,1.0,0.8125,320
2300,1997,cold,0.0,1.0,0.0,393
2300,2008,cold,0.0,1.0,0.8306451612903226,372
2300,2009,cold,0.0,1.0,0.863768115942029,345
2300,2014,cold,0.0,1.0,0.8045602605863192,307
2630,2012,hot,0.0,1.0,0.7333333333333333,90
2630,2016,hot,0.0,1.0,0.7012987012987013,77
2630,2008,cold,0.0,1.0,0.6792452830188679,106
2630,2009,cold,0.0,1.0,0.7244897959183674,98
2630,2014,cold,0.0,1.0,0.7051282051282052,78
2730,2012,hot,0.0,1.0,0.8368860055607044,1079
2730,2016,hot,0.0,1.0,0.813953488372093,1075
2730,1997,cold,0.0,1.0,0.0,1269
2730,2008,cold,0.0,1.0,0.8554522400676247,1183
2730,2009,cold,0.0,1.0,0.8201680672268907,1190
2730,2014,cold,0.0,1.0,0.8363453815261044,996
2890,2012,hot,0.0,1.0,0.8471337579617835,471
2890,2016,hot,0.0,1.0,0.8074245939675174,431
2890,1997,cold,0.0,1.0,0.0,615
2890,2008,cold,0.0,1.0,0.8621359223300971,515
2890,2009,cold,0.0,1.0,0.8074766355140187,535
2890,2014,cold,0.0,1.0,0.863080684596577,409
3131,2012,hot,0.0,1.0,0.7808896210873146,607
3131,2016,hot,0.0,1.0,0.7964601769911505,565
3131,1997,cold,0.0,1.0,0.0,702
3131,2008,cold,0.0,1.0,0.8181818181818182,638
3131,2009,cold,0.0,1.0,0.7772511848341233,633
3131,2014,cold,0.0,1.0,0.7702205882352942,544
3160,2012,hot,0.0,1.0,0.8864530635188308,1779
3160,2016,hot,0.0,1.0,0.8680318543799772,1758
3160,1997,cold,0.0,1.0,0.0,1706
3160,2008,cold,0.0,1.0,0.9069134458356015,1837
3160,2009,cold,0.0,1.0,0.8665603402445508,1881
3160,2014,cold,0.0,1.0,0.898465171192444,1694
3250,2012,hot,0.0,1.0,0.793733681462141,766
3250,2016,hot,0.0,1.0,0.7973333333333333,750
3250,1997,cold,0.0,1.0,0.0,584
3250,2008,cold,0.0,1.0,0.7803867403314917,724
3250,2009,cold,0.0,1.0,0.7437582128777924,761
3250,2014,cold,0.0,1.0,0.8322056833558863,739
3370,2012,hot,0.0,1.0,0.7092198581560284,705
3370,2016,hot,0.0,1.0,0.7237354085603113,771
3370,1997,cold,0.0,1.0,0.0,695
3370,2008,cold,0.0,1.0,0.7251051893408135,713
3370,2009,cold,0.0,1.0,0.6854082998661312,747
3370,2014,cold,0.0,1.0,0.6933534743202417,662
3420,2012,hot,0.0,1.0,0.7579617834394905,157
3420,2016,hot,0.0,1.0,0.772972972972973,185
3420,2008,cold,0.0,1.0,0.7692307692307693,169
3420,2009,cold,0.0,1.0,0.6914893617021277,188
3420,2014,cold,0.0,1.0,0.7843137254901961,153
3520,2012,hot,0.0,1.0,0.7358490566037735,53
