species,horizon,HG_h
4661,2,-0.012344573362815803
4661,3,-0.003172362229140857
4661,5,-0.009757143663878809
4670,1,0.01504343217273063
4670,2,0.005630283139308578
4670,3,0.002708482948690083
4670,5,0.0003271069481700639
4740,1,0.035273349633724194
4740,2,0.015945503791085613
4740,3,0.004515326353899285
4740,5,0.0031784860470793763
4750,1,0.06234408914391609
4750,2,0.03615020502936339
4750,3,0.02817165016155332
4750,5,0.0014842203896556772
4770,1,0.00668019054589275
4770,2,-0.006010006882679497
4770,3,-0.0023156352909258215
4770,5,-0.005631996859130184
4860,1,0.0010329623538001265
4860,2,0.0006463778646209617
4860,3,-0.008201854088420113
4860,5,-0.0013192625552964632
4880,1,0.006543532664788243
4880,2,-0.0005247075454277716
4880,3,0.0025515906757638263
4880,5,0.0016326970270019725
4930,1,-0.0012294205960325932
4930,2,-0.0037679129173981973
4930,3,-0.00279965803703619
4930,5,0.0011432983932387897
4940,1,-0.03073591420076638
4940,2,0.008043964877328391
4940,3,0.0010474179735002753
4940,5,0.0017615727206703458
4950,1,0.017680612696703735
4950,2,0.010512868730625069
4950,3,-0.0004271589731192904
4950,5,0.0009938279830309371
4980,1,0.004719452269430824
4980,2,-0.0357531260036531
4980,3,-0.00035567543822145886
4980,5,-0.003588549368608862
5010,1,0.00979333909289204
5010,2,-0.0007333994555698276
5010,3,-0.004893817469346695
5010,5,-0.003971391477457953
5011,1,0.019167780634326004
5011,2,0.033296504297956164
5011,3,0.03028073811207399
5011,5,0.031063955616693617
5060,1,0.02756072762136519
5060,2,0.011081093137845555
5060,3,-0.03092479449282548
5060,5,0.01870358315399423
5070,1,0.01895319571435128
5070,2,0.012168765464869558
5070,3,-0.012342801195074138
5070,5,0.00258962666520679
5100,1,-0.007341509783510336
5100,2,-0.008728772312302402
5100,3,-0.009164799561195869
5100,5,-0.01493332006203496
5110,1,-0.008188940660593724
5110,2,-0.005073757939121792
5110,3,-0.0030233387183196125
5110,5,-0.0015558537015225582
5170,1,0.004305702352064289
5170,2,0.0031532268289884424
5170,3,0.001917214176683224
5170,5,0.0070909047799204705
5190,1,0.019374297791017514
5190,2,0.008200173412878042
5190,3,-0.006850208711184136
5190,5,-0.004328381381342172
5290,1,0.0024759038632200525
5290,2,0.014190223403222402
5290,3,0.0096710388023995
5290,5,0.0033133995536340777
5330,1,0.06887122697437587
5330,2,0.08420869324719349
5330,3,-0.03357971572590168
5330,5,-0.3857763882353904
540,1,0.008677591947005348
540,2,-0.005666830105158116
540,3,-0.011639609168164755
540,5,-0.006466017666370005
5400,1,0.024930207948932415
5400,2,0.02232431272358948
5400,3,0.023166099090904613
5400,5,0.02022684337530245
5420,1,0.006686122077120604
5420,2,0.0019660443443518805
5420,3,-0.011106265643391344
5420,5,-0.002934930559184812
5460,1,0.036350292157300346
5460,2,-0.03340767382620169
5460,3,0.00540986190457482
5460,5,0.02563195827240028
5580,1,-0.006238483679185558
5580,2,-0.0034324879034237643
5580,3,-0.0003625410060621448
5580,5,0.0024907177980105777
5600,1,0.029531101128018933
5600,2,0.010726540556696751
5600,3,0.012324608733170983
5600,5,0.0016081731067929539
5630,1,0.007132015262311109
5630,2,0.00795540539620665
5630,3,0.006174564801990745
5630,5,-0.0016774041188782896
5670,1,0.0033365539525402887
5670,2,0.0034217026312941545
5670,3,-0.008296930981829265
5670,5,-0.002541887765528328
5810,1,0.014804720296576979
5810,2,0.004870219829602118
5810,3,-0.002513141103988703
5810,5,-0.002729750387577834
5830,1,-0.0882941610509056
5830,2,0.03004851662437269
5830,3,0.01917686373274763
5830,5,0.01821429049236678
5840,1,0.005609371702586907
5840,2,0.001366702381285112
5840,3,0.0019113194040853987
5840,5,0.00045147413900092914
5870,1,0.018039169460838056
5870,2,-0.02859606777970547
5870,3,0.0060657462677107254
5870,5,-0.027021035548254302
5930,1,0.00787649009026481
5930,2,-0.00019319090170344388
5930,3,0.004006909606098397
5930,5,-0.018637800140263172
5950,1,0.00014057612615259174
5950,2,0.0003389521184093969
5950,3,-0.0037667341428415657
5950,5,0.012546302132474985
5970,1,0.0294659561585896
5970,2,0.0050554583854997
5970,3,-0.006964492354039065
5970,5,-0.0038486848202248236
5980,1,0.0056076070637914865
5980,2,-0.0006026568369870144
5980,3,-0.0028496600954048823
5980,5,0.003787466453423871
6080,1,-0.002237519202336502
6080,2,-0.004486095403541501
6080,3,0.0013612437429655344
6080,5,0.009020598583085904
6110,1,0.1066091094036894
6110,2,0.041485460395435325
6110,3,0.07199178961925212
6110,5,0.06593134065689621
6120,1,-0.010728386516632105
6120,2,-0.003295401530457376
6120,3,0.0031152852970843803
6120,5,-0.003802949307239567
6130,1,0.008763487450284102
6130,2,-0.0021540461197406824
6130,3,-0.0007025237174453913
6130,5,0.007043163203076852
6140,1,3.459052273602318e+20
6140,2,3.459052273602318e+20
6140,3,3.459052273602318e+20
6140,5,3.459052273602318e+20
6160,1,-0.011582230109505876
6160,2,-0.01334515704042527
6160,3,-0.008304368509830296
6160,5,-0.024384252173689225
6170,1,0.0009292414068613475
6170,2,0.03167810049705744
6170,3,-0.0336620399198706
6170,5,-0.18211858866163433
6190,1,0.01141516230797368
6190,2,0.0068529470788109
6190,3,0.001833106030773246
6190,5,0.003907610126583583
6240,1,0.011309923079359074
6240,2,0.004624743333130343
6240,3,-0.015160903723014041
6240,5,4.238671583212117e-05
6270,1,0.021447643443874287
6270,2,-0.002146812286635491
6270,3,-0.03437216843129698
6270,5,0.017061807461459244
6280,1,-0.008214371935253206
6280,2,-0.027202989548617218
6280,3,0.005860758359342855
6280,5,0.010548117068163165
6290,1,0.01881288617668464
6290,2,-0.009361536005406568
6290,3,0.015103787432649174
6290,5,-0.017740956838463995
6310,1,0.041623158732567056
6310,2,0.014401291170809127
6310,3,0.0004513386922645468
6310,5,0.0006004327483035699
6360,1,0.05624895038082989
6360,2,-0.010551634210451244
6360,3,0.03400628113933912
6360,5,-0.01598357988404575
6450,1,1.4548301792573852e+23
6450,2,1.4548301792573852e+23
6450,3,-7.809532797649758e+23
6450,5,1.4548301792573852e+23
6480,1,0.08832272459886037
6480,2,0.034166429068284265
6480,3,0.015179988769983499
6480,5,-0.0007736987147323182
6520,1,0.0058557737082463035
6520,2,0.01207119177058602
6520,3,-0.03026564602043247
6520,5,0.016428655828302774
6550,1,-0.13444422602086648
6550,2,-0.0802474470741057
6550,3,0.0070120924361338766
6550,5,0.004786889932466121
6590,1,0.025029274762081943
6590,2,0.014796087332845986
6590,3,0.001473349636872845
6590,5,0.0011288358606031945
6670,1,0.043758336399192244
6670,2,0.007558482397703625
6670,3,0.006934437798280513
6670,5,0.0020047772977767053
6710,1,0.027049053578940607
6710,2,0.029055497001092334
6710,3,0.018714193693478376
6710,5,-0.007963726381529757
6740,1,0.016158640874775587
6740,2,0.0024263833193204354
6740,3,-0.003182554835134521
6740,5,-0.004313915870508778
6750,1,0.0002319342854999462
6750,2,0.003125679682991933
6750,3,0.0042466449372305926
6750,5,0.004017992512719948
6810,1,0.016732903688904344
6810,2,0.0021625451276752194
6810,3,0.00025179530606112
6810,5,-0.007016333694060628
6830,1,-0.003974861142692077
6830,2,0.011737689700491272
6830,3,-0.06536898078939413
6830,5,0.00837504714193349
6850,1,0.004111267515657269
6850,2,0.0007472425010743855
6850,3,-0.014241707515018964
6850,5,-0.005297758043247391
6870,1,0.016947474323160905
6870,2,0.016903013229169983
6870,3,0.003732746764219419
6870,5,-0.009742053681722318
6882,1,-0.022310432083379128
6882,2,0.004229530840877405
6882,3,-0.01469641507341013
6882,5,0.008504037058987834
70,1,0.02540546536599675
70,2,0.02699509900763908
70,3,0.014390072841613533
70,5,0.029086795357506245
7030,1,0.0037549079345545744
7030,2,-0.021632825292932534
7030,3,-0.011127677536177938
7030,5,0.0027393995939213323
7040,1,0.022613229500022536
7040,2,0.020572612094987952
7040,3,0.0014594197870128056
7040,5,-0.0029414712399158383
7050,1,0.005493899896534149
7050,2,0.00835028991261444
7050,3,0.005567298557048184
7050,5,-0.021656565498289426
7180,1,0.13915359714232944
7180,2,-0.11948553238590165
7180,3,-0.1242582694935539
7180,5,0.11398911604294382
7210,1,0.021300035998675027
7210,2,0.00307903537004639
7210,3,0.0013264027458228522
7210,5,0.0008732174644947577
7280,1,-0.0003717727852918795
7280,2,-0.006119007666904874
7280,3,-0.041573554480112795
7280,5,0.0096982715127929
7310,1,0.033654817198958464
7310,2,0.008595873908072038
7310,3,0.00867534066336606
7310,5,0.002899766636430101
7350,1,0.010818139157490525
7350,2,0.00834173586614928
7350,3,-0.00025046896165337174
7350,5,0.01098357595546462
7360,1,0.019321263557834034
7360,2,0.0029459999649922297
7360,3,-0.013739397857844393
7360,5,0.004907543380601731
7480,1,0.09626298859149007
7480,2,-0.05022686957121336
7480,3,0.07975297074179899
7480,5,0.07941998311710385
7490,1,0.02791044900853279
7490,2,-0.009961919400193864
7490,3,0.007572850501306627
7490,5,0.003537290813961702
7510,1,0.022335727762991198
7510,2,0.012616773966831918
7510,3,0.020090338493139903
7510,5,0.024009354590406762
7550,1,-0.0029063472814385705
7550,2,-0.002016313853446139
7550,3,0.0024809284610753934
7550,5,-0.005752650600329368
7560,1,0.016814637125075804
7560,2,0.005423703062357621
7560,3,-0.0010361812872010656
7560,5,0.0024555218275537083
7580,1,0.01094337914186716
7580,2,0.0005068248193815794
7580,3,-0.005420532488356278
7580,5,0.0010668840992105189
7590,1,0.002839206311883835
7590,2,0.0008270075983238812
7590,3,-0.017230820372428512
7590,5,-0.001641334743945455
7610,1,0.013013147053175689
7610,2,0.00041296213016184247
7610,3,-0.006436469290283409
7610,5,0.0023447515972008226
7660,1,-0.004469785311314256
7660,2,-0.0004795795537511083
7660,3,-0.01000266613138634
7660,5,0.003102393027111461
