species,event_year,speed_bias_env,speed_bias_hist
1200,2012,1.0,0.7083333333333334
1200,2016,1.0,0.7192982456140351
1200,2008,1.0,0.7397260273972602
1200,2009,1.0,0.7571428571428571
1200,2014,1.0,0.8
1320,2012,1.0,0.7330508474576272
1320,2016,1.0,0.7293064876957495
1320,1997,1.0,0.0
1320,2008,1.0,0.7718978102189781
1320,2009,1.0,0.7467411545623837
1320,2014,1.0,0.7767441860465116
1720,2012,1.0,0.751937984496124
1720,2016,1.0,0.7298050139275766
1720,1997,1.0,0.0
1720,2008,1.0,0.7087628865979382
1720,2009,1.0,0.699228791773779
1720,2014,1.0,0.7459893048128342
1940,2012,1.0,0.7031963470319634
1940,2016,1.0,0.6666666666666666
1940,1997,1.0,0.0
1940,2008,1.0,0.6854166666666667
1940,2009,1.0,0.6770186335403726
1940,2014,1.0,0.6906077348066298
2010,2012,1.0,0.6268656716417911
2010,2016,1.0,0.5604395604395604
2010,2008,1.0,0.5989010989010989
2010,2009,1.0,0.6289308176100629
2010,2014,1.0,0.5982905982905983
2140,2012,1.0,0.7294117647058823
2140,2016,1.0,0.7439024390243902
2140,2008,1.0,0.7954545454545454
2140,2009,1.0,0.6914893617021277
2140,2014,1.0,0.7252747252747253
2300,2012,1.0,0.7960526315789473
2300,2016,1.0,0.8125
2300,1997,1.0,0.0
2300,2008,1.0,0.8306451612903226
2300,2009,1.0,0.863768115942029
2300,2014,1.0,0.8045602605863192
2630,2012,1.0,0.7333333333333333
2630,2016,1.0,0.7012987012987013
2630,2008,1.0,0.6792452830188679
2630,2009,1.0,0.7244897959183674
2630,2014,1.0,0.7051282051282052
2730,2012,1.0,0.8368860055607044
2730,2016,1.0,0.813953488372093
2730,1997,1.0,0.0
2730,2008,1.0,0.8554522400676247
2730,2009,1.0,0.8201680672268907
2730,2014,1.0,0.8363453815261044
2890,2012,1.0,0.8471337579617835
2890,2016,1.0,0.8074245939675174
2890,1997,1.0,0.0
2890,2008,1.0,0.8621359223300971
2890,2009,1.0,0.8074766355140187
2890,2014,1.0,0.863080684596577
3131,2012,1.0,0.7808896210873146
3131,2016,1.0,0.7964601769911505
3131,1997,1.0,0.0
3131,2008,1.0,0.8181818181818182
3131,2009,1.0,0.7772511848341233
3131,2014,1.0,0.7702205882352942
3160,2012,1.0,0.8864530635188308
3160,2016,1.0,0.8680318543799772
3160,1997,1.0,0.0
3160,2008,1.0,0.9069134458356015
3160,2009,1.0,0.8665603402445508
3160,2014,1.0,0.898465171192444
3250,2012,1.0,0.793733681462141
3250,2016,1.0,0.7973333333333333
3250,1997,1.0,0.0
3250,2008,1.0,0.7803867403314917
3250,2009,1.0,0.7437582128777924
3250,2014,1.0,0.8322056833558863
3370,2012,1.0,0.7092198581560284
3370,2016,1.0,0.7237354085603113
3370,1997,1.0,0.0
3370,2008,1.0,0.7251051893408135
3370,2009,1.0,0.6854082998661312
3370,2014,1.0,0.6933534743202417
3420,2012,1.0,0.7579617834394905
3420,2016,1.0,0.772972972972973
3420,2008,1.0,0.7692307692307693
3420,2009,1.0,0.6914893617021277
3420,2014,1.0,0.7843137254901961
3520,2012,1.0,0.7358490566037735
3520,2016,1.0,0.6181818181818182
3520,2008,1.0,0.6833333333333333
3520,2009,1.0,0.7735849056603774
3600,2012,1.0,0.6270096463022508
3600,2016,1.0,0.6759002770083102
3600,1997,1.0,0.0
3600,2008,1.0,0.6608695652173913
3600,2009,1.0,0.6737160120845922
3600,2014,1.0,0.6410256410256411
3640,2012,1.0,0.7195121951219512
3640,2016,1.0,0.7407407407407407
3640,2008,1.0,0.8061224489795918
3640,2009,1.0,0.7628865979381443
3640,2014,1.0,0.75
3870,2012,1.0,0.8365384615384616
3870,2016,1.0,0.7596330275229358
3870,1997,1.0,0.0
3870,2008,1.0,0.8515901060070671
3870,2009,1.0,0.7772108843537415
3870,2014,1.0,0.7757201646090535
3880,2012,1.0,0.578125
3880,2016,1.0,0.5849056603773585
3880,2008,1.0,0.6144578313253012
3880,2009,1.0,0.6037735849056604
3880,2014,1.0,0.5245901639344263
3900,2012,1.0,0.42105263157894735
3900,2016,1.0,0.4642857142857143
3900,1997,1.0,0.0
3900,2008,1.0,0.4766355140186916
3900,2009,1.0,0.4700854700854701
3900,2014,1.0,0.5131578947368421
3930,2012,1.0,0.6555891238670695
3930,2016,1.0,0.6782334384858044
3930,1997,1.0,0.0
3930,2008,1.0,0.7084468664850136
3930,2009,1.0,0.7142857142857143
3930,2014,1.0,0.66
3940,2012,1.0,0.7798507462686567
3940,2016,1.0,0.7445652173913043
3940,1997,1.0,0.0
3940,2008,1.0,0.7924050632911392
3940,2009,1.0,0.7666263603385731
3940,2014,1.0,0.7845934379457917
4020,2012,1.0,0.8653061224489796
4020,2016,1.0,0.8135593220338984
4020,1997,1.0,0.0
4020,2008,1.0,0.8653846153846154
4020,2009,1.0,0.8192307692307692
4020,2014,1.0,0.8189655172413793
4050,2012,1.0,0.7748478701825557
4050,2016,1.0,0.7188118811881188
4050,1997,1.0,0.0
4050,2008,1.0,0.7896907216494845
4050,2009,1.0,0.690566037735849
4050,2014,1.0,0.7773109243697479
4090,2012,1.0,0.8888888888888888
4090,2016,1.0,0.8689320388349514
4090,1997,1.0,0.0
4090,2008,1.0,0.8947368421052632
4090,2009,1.0,0.8470982142857143
4090,2014,1.0,0.91125
4120,2012,1.0,0.7853025936599424
4120,2016,1.0,0.7685714285714286
4120,1997,1.0,0.0
4120,2008,1.0,0.8161073825503355
4120,2009,1.0,0.7809139784946236
4120,2014,1.0,0.7872648335745297
4130,2012,1.0,0.7418181818181818
4130,2016,1.0,0.8041958041958042
4130,1997,1.0,0.0
4130,2008,1.0,0.8725490196078431
4130,2009,1.0,0.8338870431893688
4130,2014,1.0,0.8057553956834532
4200,2012,1.0,0.6955017301038062
4200,2016,1.0,0.7773851590106007
4200,1997,1.0,0.0
4200,2008,1.0,0.7687296416938111
4200,2009,1.0,0.7231270358306189
4200,2014,1.0,0.7744107744107744
4230,2012,1.0,0.8449367088607594
4230,2016,1.0,0.7879282218597063
4230,1997,1.0,0.0
4230,2008,1.0,0.8156748911465893
4230,2009,1.0,0.8044692737430168
4230,2014,1.0,0.8277027027027027
4280,2012,1.0,0.6652360515021459
4280,2016,1.0,0.6048780487804878
4280,1997,1.0,0.0
4280,2008,1.0,0.6481481481481481
4280,2009,1.0,0.6397058823529411
4280,2014,1.0,0.7004608294930875
4440,2012,1.0,0.830546265328874
4440,2016,1.0,0.7908045977011494
4440,1997,1.0,0.0
4440,2008,1.0,0.8585858585858586
4440,2009,1.0,0.8145491803278688
4440,2014,1.0,0.8303030303030303
4520,2012,1.0,0.8602409638554217
4520,2016,1.0,0.8226600985221675
4520,1997,1.0,0.0
4520,2008,1.0,0.8642533936651584
4520,2009,1.0,0.8271889400921659
4520,2014,1.0,0.8650693568726355
4560,2012,1.0,0.8541176470588235
4560,2016,1.0,0.8105263157894737
4560,1997,1.0,0.0
4560,2008,1.0,0.8528735632183908
4560,2009,1.0,0.8314606741573034
4560,2014,1.0,0.8779527559055118
4590,2012,1.0,0.6311475409836066
4590,2016,1.0,0.768595041322314
4590,1997,1.0,0.0
4590,2008,1.0,0.8129032258064516
4590,2009,1.0,0.8203125
4590,2014,1.0,0.8067226890756303
4610,2012,1.0,0.878140703517588
4610,2016,1.0,0.8343949044585988
4610,1997,1.0,0.0
4610,2008,1.0,0.8929440389294404
4610,2009,1.0,0.8280329799764429
4610,2014,1.0,0.8643617021276596
4620,2012,1.0,0.7518248175182481
4620,2016,1.0,0.8345588235294118
4620,1997,1.0,0.0
4620,2008,1.0,0.8333333333333334
4620,2009,1.0,0.8652482269503546
4620,2014,1.0,0.8262548262548263
4650,2012,1.0,0.8504983388704319
4650,2016,1.0,0.8333333333333334
4650,1997,1.0,0.0
4650,2008,1.0,0.8456375838926175
4650,2009,1.0,0.8092105263157895
4650,2014,1.0,0.8392857142857143
4660,2012,1.0,0.8165467625899281
4660,2016,1.0,0.810077519379845
4660,1997,1.0,0.0
4660,2008,1.0,0.8063492063492064
4660,2009,1.0,0.8333333333333334
4660,2014,1.0,0.7948717948717948
4661,2012,1.0,0.8643533123028391
4661,2016,1.0,0.8393939393939394
4661,2008,1.0,0.8394736842105263
4661,2009,1.0,0.8653295128939829
4661,2014,1.0,0.8456591639871383
4670,2012,1.0,0.8016528925619835
4670,2016,1.0,0.8328611898016998
4670,1997,1.0,0.0
4670,2008,1.0,0.8768472906403941
4670,2009,1.0,0.8370927318295739
4670,2014,1.0,0.8441926345609065
4740,2012,1.0,0.8471810089020771
4740,2016,1.0,0.8515742128935532
4740,1997,1.0,0.0
4740,2008,1.0,0.875
4740,2009,1.0,0.829817158931083
4740,2014,1.0,0.8641390205371248
4750,2012,1.0,0.8228346456692913
4750,2016,1.0,0.8054607508532423
4750,2008,1.0,0.8697183098591549
4750,2009,1.0,0.8426573426573427
4750,2014,1.0,0.8156862745098039
4770,2012,1.0,0.8979591836734694
4770,2016,1.0,0.865874363327674
4770,1997,1.0,0.0
4770,2008,1.0,0.9068825910931174
4770,2009,1.0,0.8639937106918238
4770,2014,1.0,0.901840490797546
4860,2012,1.0,0.8012519561815337
4860,2016,1.0,0.8239339752407153
4860,1997,1.0,0.0
4860,2008,1.0,0.8432732316227461
4860,2009,1.0,0.8267045454545454
4860,2014,1.0,0.806966618287373
4880,2012,1.0,0.8899803536345776
4880,2016,1.0,0.8661735036987223
4880,1997,1.0,0.0
4880,2008,1.0,0.9075255102040817
4880,2009,1.0,0.8746081504702194
4880,2014,1.0,0.902127659574468
4930,2012,1.0,0.8760623229461756
4930,2016,1.0,0.8485507246376811
4930,1997,1.0,0.0
4930,2008,1.0,0.8835800807537012
4930,2009,1.0,0.8590425531914894
