species,min_hist,HG,target_year,train_years,hg_t
4050,,,2011.0,14.0,-0.029428037224762615
4050,,,2012.0,15.0,-0.07863393927761986
4050,,,2013.0,16.0,-0.002788743519321013
4050,,,2014.0,17.0,0.007965833948724077
4050,,,2015.0,18.0,0.005818430432485089
4050,,,2016.0,19.0,0.005072456485684107
4050,,,2017.0,20.0,-0.0022596051607091105
4050,,,2018.0,21.0,-0.005012292745436797
4050,,,2019.0,22.0,0.002057934013666607
4050,,,2023.0,26.0,0.022621328684129582
4090,5.0,0.005576250611005862,,,
4090,10.0,0.007789666019650587,,,
4090,15.0,0.007830759675383048,,,
4090,,,1999.0,2.0,-0.4151311531929536
4090,,,2000.0,3.0,-0.0010015212857857891
4090,,,2001.0,4.0,-0.03069775749107939
4090,,,2002.0,5.0,-0.0029634212441023156
4090,,,2003.0,6.0,-0.006151702187420893
4090,,,2004.0,7.0,-0.0036229905964373366
4090,,,2005.0,8.0,0.0045645697411296204
4090,,,2006.0,9.0,-0.00021873963122820417
4090,,,2007.0,10.0,-0.0004397924670789255
4090,,,2008.0,11.0,0.0005464631793254959
4090,,,2009.0,12.0,-0.0019079346563908306
4090,,,2010.0,13.0,0.002109320473891896
4090,,,2011.0,14.0,0.022623537537712957
4090,,,2012.0,15.0,-0.021019517076593552
4090,,,2013.0,16.0,0.0023678995660556534
4090,,,2014.0,17.0,0.012090111318560082
4090,,,2015.0,18.0,0.010383711026594855
4090,,,2016.0,19.0,0.013751246496201519
4090,,,2017.0,20.0,0.006484611818405428
4090,,,2018.0,21.0,0.014101986454390536
4090,,,2019.0,22.0,0.01009142613519387
4090,,,2023.0,26.0,0.021803407201611336
4120,5.0,0.005705984109670936,,,
4120,10.0,0.0021076639111328177,,,
4120,15.0,0.0024602170215872743,,,
4120,,,1999.0,2.0,0.0
4120,,,2000.0,3.0,0.0011367027051413237
4120,,,2001.0,4.0,0.02581943654939689
4120,,,2002.0,5.0,0.013378291939033948
4120,,,2003.0,6.0,0.024497694024214756
4120,,,2004.0,7.0,0.036663524409160875
4120,,,2005.0,8.0,0.010835027347358639
4120,,,2006.0,9.0,-0.020685092639256553
4120,,,2007.0,10.0,-4.0684185416806073e-05
4120,,,2008.0,11.0,0.007429788934390058
4120,,,2009.0,12.0,-0.00010744180727817465
4120,,,2010.0,13.0,-0.00015696432157852325
4120,,,2011.0,14.0,0.001292038280151564
4120,,,2012.0,15.0,-0.0007895546919109986
4120,,,2013.0,16.0,-0.0005257392459888655
4120,,,2014.0,17.0,0.0008531944528068491
4120,,,2015.0,18.0,0.0031882506964470148
4120,,,2016.0,19.0,0.0044272493701496
4120,,,2017.0,20.0,0.002313361454943319
4120,,,2018.0,21.0,0.00015367229020335493
4120,,,2019.0,22.0,0.0076690865769353245
4120,,,2023.0,26.0,0.005937378694769957
4130,5.0,0.009788741101392162,,,
4130,10.0,0.007315765543762898,,,
4130,15.0,0.013508107504476397,,,
4130,,,1999.0,4.0,0.0
4130,,,2000.0,5.0,1.9181754740915657e-05
4130,,,2001.0,6.0,0.06976285412293515
4130,,,2002.0,7.0,0.02512721577875654
4130,,,2003.0,8.0,-0.037711937628513104
4130,,,2004.0,9.0,-0.0054182136063014585
4130,,,2005.0,10.0,-0.011209315381754736
4130,,,2006.0,11.0,-0.00970891710557531
4130,,,2007.0,12.0,-0.0008079086724814832
4130,,,2008.0,13.0,-0.0022575080627045274
4130,,,2009.0,14.0,0.0006104824983910184
4130,,,2010.0,15.0,-0.00025214810241336316
4130,,,2011.0,16.0,-0.003734352678639863
4130,,,2012.0,17.0,0.0028103867925936
4130,,,2013.0,18.0,-0.011630275872994922
4130,,,2014.0,19.0,0.01731007312400601
4130,,,2015.0,20.0,0.006220520345985081
4130,,,2016.0,21.0,0.047798129576113846
4130,,,2017.0,22.0,0.02322027728108922
4130,,,2018.0,23.0,-0.00019173890285228978
4130,,,2019.0,24.0,-0.0040671285811257896
4130,,,2023.0,28.0,0.04564656697810454
4200,5.0,-0.0042314628535398136,,,
4200,10.0,-0.00011132711288386332,,,
4200,15.0,-0.003617388788633935,,,
4200,,,2000.0,2.0,0.0012363867975954124
4200,,,2001.0,3.0,0.0735307288082504
4200,,,2002.0,4.0,-0.044823623935184465
4200,,,2003.0,5.0,-0.026813964936185264
4200,,,2004.0,6.0,0.027820374276294135
4200,,,2005.0,7.0,-0.03258092639685872
4200,,,2006.0,8.0,-0.01660755107729539
4200,,,2007.0,9.0,-0.004150771437672063
4200,,,2008.0,10.0,0.0035478121026959464
4200,,,2009.0,11.0,-0.00010988212554963184
4200,,,2010.0,12.0,0.005497917788436113
4200,,,2011.0,13.0,0.006453575785531518
4200,,,2012.0,14.0,0.0014038048454421137
4200,,,2013.0,15.0,-9.79907816991421e-05
4200,,,2014.0,16.0,-2.2310291696081563e-05
4200,,,2015.0,17.0,-0.0010750052443501135
4200,,,2016.0,18.0,0.0023698120245829735
4200,,,2017.0,19.0,-0.0006682620835660735
4200,,,2018.0,20.0,-0.015057582359866206
4200,,,2019.0,21.0,-0.0033860274162433868
4200,,,2023.0,25.0,-0.014951994372989885
4230,5.0,0.011848228781846881,,,
4230,10.0,0.013384218292887606,,,
4230,15.0,0.015162392383495149,,,
4230,,,1999.0,2.0,-0.05044454666173148
4230,,,2000.0,3.0,0.0016230304496372971
4230,,,2001.0,4.0,0.029353996840201346
4230,,,2002.0,5.0,0.01382905413749802
4230,,,2003.0,6.0,0.010521362462769579
4230,,,2004.0,7.0,0.014596690986137362
4230,,,2005.0,8.0,-0.009161847686367075
4230,,,2006.0,9.0,0.012427857608808601
4230,,,2007.0,10.0,-0.00028456005641941395
4230,,,2008.0,11.0,-0.001272793503324987
4230,,,2009.0,12.0,0.0011159172353192304
4230,,,2010.0,13.0,-0.001600858112832504
4230,,,2011.0,14.0,0.037376938472649446
4230,,,2012.0,15.0,-0.03603374569477946
4230,,,2013.0,16.0,-0.01393949238644665
4230,,,2014.0,17.0,-0.0008410894429233817
4230,,,2015.0,18.0,0.02510130983934933
4230,,,2016.0,19.0,0.018830099083966045
4230,,,2017.0,20.0,0.04377942544596225
4230,,,2018.0,21.0,0.04514557733656743
4230,,,2019.0,22.0,0.02591997183032757
4230,,,2023.0,26.0,0.036138610068213395
4280,5.0,0.0025530591334270714,,,
4280,10.0,0.0020373427902333763,,,
4280,15.0,0.0022260562163596287,,,
4280,,,2000.0,2.0,0.001971649215190663
4280,,,2001.0,3.0,-0.031208915242506796
4280,,,2002.0,4.0,0.025507358649831113
4280,,,2003.0,5.0,0.037000402642173746
4280,,,2004.0,6.0,-0.03659633294780984
4280,,,2005.0,7.0,0.017834777343186392
4280,,,2006.0,8.0,-0.00622874157620712
4280,,,2007.0,9.0,0.009939895502762752
4280,,,2008.0,10.0,0.03472900740069951
4280,,,2009.0,11.0,-0.019458284422758987
4280,,,2010.0,12.0,-0.012312533022432293
4280,,,2011.0,13.0,-0.008396745663392657
4280,,,2012.0,14.0,0.012143268105747618
4280,,,2013.0,15.0,-0.0038004751854021634
4280,,,2014.0,16.0,-0.006157256838889902
4280,,,2015.0,17.0,-0.0017094163208916102
4280,,,2016.0,18.0,0.00011249972291071941
4280,,,2017.0,19.0,-0.0013197820078807432
4280,,,2018.0,20.0,0.00191220676751791
4280,,,2019.0,21.0,0.021866019257605562
4280,,,2023.0,25.0,0.011890015261298625
4440,5.0,-0.0019801910785712806,,,
4440,10.0,-0.0005051913573086431,,,
4440,15.0,-0.005580169751126629,,,
4440,,,1999.0,2.0,-0.0028546487689713462
4440,,,2000.0,3.0,0.0018503009053477681
4440,,,2001.0,4.0,-0.007215527082118367
4440,,,2002.0,5.0,-0.0185453818004524
4440,,,2003.0,6.0,0.0033825558885076656
4440,,,2004.0,7.0,-0.0013315622453105025
4440,,,2005.0,8.0,-0.010393822232519057
4440,,,2006.0,9.0,0.002703178124048189
4440,,,2007.0,10.0,0.012433161657829817
4440,,,2008.0,11.0,0.0049907018158155125
4440,,,2009.0,12.0,-0.0073393332743844075
4440,,,2010.0,13.0,-0.013712110486899465
4440,,,2011.0,14.0,0.0228634193555729
4440,,,2012.0,15.0,0.0001259363038859096
4440,,,2013.0,16.0,0.015067235916976562
4440,,,2014.0,17.0,0.014650997822381773
4440,,,2015.0,18.0,-0.020232481329365948
4440,,,2016.0,19.0,-0.011342019475757414
4440,,,2017.0,20.0,-0.0031238853992046067
4440,,,2018.0,21.0,-0.017054126669105996
4440,,,2019.0,22.0,-0.05019880615995098
4440,,,2023.0,26.0,0.04346226953367127
4520,5.0,0.010704192967489923,,,
4520,10.0,0.01794103131505853,,,
4520,15.0,0.022976511862377702,,,
4520,,,1999.0,2.0,-0.061038638570562354
4520,,,2000.0,3.0,-0.00014179273940206905
4520,,,2001.0,4.0,-0.024483968518511534
4520,,,2002.0,5.0,-0.004000114368019059
4520,,,2003.0,6.0,-0.013544921978522417
4520,,,2004.0,7.0,-0.015100509058224132
4520,,,2005.0,8.0,-0.011761730491818279
4520,,,2006.0,9.0,0.001493262141464613
4520,,,2007.0,10.0,0.011519450436954348
4520,,,2008.0,11.0,0.012995049476422937
4520,,,2009.0,12.0,-0.02754898110072479
4520,,,2010.0,13.0,0.007945797331700755
4520,,,2011.0,14.0,0.03698799025414279
4520,,,2012.0,15.0,0.01786343243139632
4520,,,2013.0,16.0,0.01491315470114385
4520,,,2014.0,17.0,0.034414813411044465
4520,,,2015.0,18.0,0.047672697675790965
4520,,,2016.0,19.0,0.03151043159461875
4520,,,2017.0,20.0,0.02806539065885738
4520,,,2018.0,21.0,0.007012690425915902
4520,,,2019.0,22.0,-0.006905890785909752
4520,,,2023.0,26.0,0.025106671100306177
4560,5.0,0.005745605040475166,,,
4560,10.0,0.006849137734411759,,,
4560,15.0,0.011344535722655702,,,
4560,,,1999.0,2.0,0.012345688667138255
4560,,,2000.0,3.0,0.007759906449920639
4560,,,2001.0,4.0,0.010955440961275431
4560,,,2002.0,5.0,-0.01716633995449146
4560,,,2003.0,6.0,0.036457963381053116
4560,,,2004.0,7.0,-0.013567401811450996
4560,,,2005.0,8.0,-0.0036736697787480566
4560,,,2006.0,9.0,-0.0017994500109368428
4560,,,2007.0,10.0,-0.0021798575142717436
4560,,,2008.0,11.0,-0.0011464146215875992
4560,,,2009.0,12.0,0.002162583518534378
4560,,,2010.0,13.0,0.0025667057144012073
4560,,,2011.0,14.0,-0.0044078944305183665
4560,,,2012.0,15.0,-0.0021969753593784613
4560,,,2013.0,16.0,0.005330252757200449
4560,,,2014.0,17.0,-0.008080438882117957
4560,,,2015.0,18.0,-0.008022149388390631
4560,,,2016.0,19.0,0.005208345697074623
4560,,,2017.0,20.0,0.028779699758655797
4560,,,2018.0,21.0,-0.0010378927935150717
4560,,,2019.0,22.0,0.03344302357227058
4560,,,2023.0,26.0,0.04128944662226952
4590,5.0,0.005923004333733717,,,
4590,10.0,0.009917758768269502,,,
4590,15.0,0.017510247370998044,,,
4590,,,2000.0,3.0,0.0009680126632476416
4590,,,2001.0,4.0,-0.005862048237136985
4590,,,2002.0,5.0,-0.025625365555600244
4590,,,2003.0,6.0,0.012481274350059635
4590,,,2004.0,7.0,0.013891694621764428
4590,,,2005.0,8.0,-0.008275740534998466
4590,,,2006.0,9.0,-0.008703299930605812
4590,,,2007.0,10.0,-0.028687536018056403
4590,,,2008.0,11.0,-0.01270211595371562
4590,,,2009.0,12.0,0.014943699918198883
4590,,,2010.0,13.0,0.019806196753994088
4590,,,2011.0,14.0,0.022353602438930253
4590,,,2012.0,15.0,-0.0065406895154478395
4590,,,2013.0,16.0,0.004978350868192205
4590,,,2014.0,17.0,0.01279825543192481
4590,,,2015.0,18.0,0.009072177111090873
4590,,,2016.0,19.0,0.013033133928484264
4590,,,2017.0,20.0,0.025535410867880803
4590,,,2018.0,21.0,0.050507806456766224
4590,,,2019.0,22.0,0.04256910496443045
4590,,,2023.0,26.0,0.0004258681483177984
4610,5.0,0.01452549816240567,,,
4610,10.0,0.018106693446178546,,,
4610,15.0,0.02612356362702506,,,
4610,,,1999.0,2.0,-0.004779622724331634
4610,,,2000.0,3.0,0.0011413825498114427
4610,,,2001.0,4.0,0.01290072421644628
4610,,,2002.0,5.0,0.003092518640126607
4610,,,2003.0,6.0,0.016365095292108722
4610,,,2004.0,7.0,-0.003374701637089972
4610,,,2005.0,8.0,0.0041430260339297975
4610,,,2006.0,9.0,-0.0011604704889398576
4610,,,2007.0,10.0,0.0008636780243373998
4610,,,2008.0,11.0,-0.0004118500959624516
4610,,,2009.0,12.0,-0.0005705803030318091
4610,,,2010.0,13.0,0.0018117497353551393
4610,,,2011.0,14.0,0.006284419792697227
4610,,,2012.0,15.0,0.003103542598522302
4610,,,2013.0,16.0,-0.012474494290905191
4610,,,2014.0,17.0,0.004812886142035344
4610,,,2015.0,18.0,0.009547538584900317
4610,,,2016.0,19.0,0.02113671648461546
4610,,,2017.0,20.0,0.023369309312326503
4610,,,2018.0,21.0,0.03845687101234774
4610,,,2019.0,22.0,0.039249157249447775
4610,,,2023.0,26.0,0.06602506331097213
4620,5.0,0.008663063226490686,,,
4620,10.0,0.013845520475710638,,,
4620,15.0,0.01665047535217079,,,
4620,,,2000.0,5.0,9.949409768972295e-05
4620,,,2001.0,6.0,-0.01828888843943499
4620,,,2002.0,7.0,-0.0005381034054785516
4620,,,2003.0,8.0,-0.010555318795352653
4620,,,2004.0,9.0,-0.0007915375643074984
4620,,,2005.0,10.0,0.005897768806615522
4620,,,2006.0,11.0,0.00614521225296405
4620,,,2007.0,12.0,0.013822795914952613
4620,,,2008.0,13.0,0.004917963043312934
4620,,,2009.0,14.0,-0.007315610145280704
4620,,,2010.0,15.0,0.01556030095599703
4620,,,2011.0,16.0,0.005658840355458383
4620,,,2012.0,17.0,0.0015976577243514978
4620,,,2013.0,18.0,-0.013986835093545147
4620,,,2014.0,19.0,0.01106834613855856
4620,,,2015.0,20.0,0.019515453215556033
4620,,,2016.0,21.0,0.03625223926319998
4620,,,2017.0,22.0,0.02751886342225507
4620,,,2018.0,23.0,-0.005849851634996295
4620,,,2019.0,24.0,0.021344856984239047
4620,,,2023.0,28.0,0.05310036725490597
4650,5.0,0.029966371586288454,,,
4650,10.0,0.04108134941961694,,,
4650,15.0,0.057929721642997145,,,
4650,,,2000.0,2.0,-6.792067250271927e-05
4650,,,2001.0,3.0,-0.016282112992528686
4650,,,2002.0,4.0,-0.015603557313329963
4650,,,2003.0,5.0,-0.013750256157794682
4650,,,2004.0,6.0,-0.0007872219796332125
4650,,,2005.0,7.0,-0.011237917274678155
4650,,,2006.0,8.0,0.000726760104217572
4650,,,2007.0,9.0,-0.000568266947824303
4650,,,2008.0,10.0,0.00030527815606196107
4650,,,2009.0,11.0,-0.0040578270571765
4650,,,2010.0,12.0,0.007313622971075184
4650,,,2011.0,13.0,0.007949536737555607
4650,,,2012.0,14.0,0.019313181322644923
4650,,,2013.0,15.0,-0.0008741790672677219
4650,,,2014.0,16.0,0.042080025748263195
4650,,,2015.0,17.0,0.03679779068717415
4650,,,2016.0,18.0,0.01873530026381709
4650,,,2017.0,19.0,0.06563950131694896
4650,,,2018.0,20.0,0.05757871452610508
4650,,,2019.0,21.0,0.058659564637414174
4650,,,2023.0,25.0,0.1324252152740547
4660,5.0,0.005831211155406857,,,
4660,10.0,0.013745463900608601,,,
4660,15.0,0.02362329480713954,,,
4660,,,1999.0,2.0,0.0
4660,,,2000.0,3.0,0.0008123148358338828
4660,,,2001.0,4.0,0.016900383970121946
4660,,,2002.0,5.0,-0.010700925459429023
4660,,,2003.0,6.0,-0.029018088360766026
4660,,,2004.0,7.0,-0.027362130813121666
4660,,,2005.0,8.0,-0.015415520336128363
4660,,,2006.0,9.0,0.0005338406799988427
4660,,,2007.0,10.0,0.002262093608566662
4660,,,2008.0,11.0,0.00010159259538189414
4660,,,2009.0,12.0,0.0016973661124505268
4660,,,2010.0,13.0,-0.007535616715730553
4660,,,2011.0,14.0,-0.006217608057830226
4660,,,2012.0,15.0,-0.008845419090605766
4660,,,2013.0,16.0,0.010785725990383521
4660,,,2014.0,17.0,0.013440071828800138
4660,,,2015.0,18.0,0.026944153556586636
4660,,,2016.0,19.0,0.04727128182864737
4660,,,2017.0,20.0,0.06838492420859021
4660,,,2018.0,21.0,0.002949040761228705
4660,,,2019.0,22.0,0.002441831325274424
4660,,,2023.0,26.0,0.04983813915359381
4661,5.0,-0.0069227309180202035,,,
4661,10.0,-0.01019225296700288,,,
4661,15.0,-0.0005856889256292686,,,
4661,,,2000.0,2.0,-0.011146024948471167
4661,,,2001.0,3.0,-0.014606794671573775
4661,,,2002.0,4.0,0.010210812321318707
4661,,,2003.0,5.0,-0.0050821440865795875
4661,,,2004.0,6.0,0.0009539017180693055
4661,,,2005.0,7.0,0.0014174530162895937
4661,,,2006.0,8.0,-0.0019463825240093602
4661,,,2007.0,9.0,0.016224523113344325
4661,,,2008.0,10.0,-0.018328915941209445
4661,,,2009.0,11.0,0.0019041165102755553
4661,,,2010.0,12.0,-0.04955355665616934
4661,,,2011.0,13.0,-0.04286464230280862
4661,,,2012.0,14.0,-0.0014970755742549358
4661,,,2013.0,15.0,-0.011285860349778742
4661,,,2014.0,16.0,0.02454826689413503
4661,,,2015.0,17.0,-0.030779800651683287
4661,,,2016.0,18.0,0.007730281245125203
4661,,,2017.0,19.0,0.04237461271965781
4661,,,2018.0,20.0,0.0853051281558701
4661,,,2019.0,21.0,-0.05911599608161899
4661,,,2023.0,25.0,-0.029808026149357292
4670,5.0,0.02334371171141103,,,
4670,10.0,0.030733721951359705,,,
4670,15.0,0.036277696485327304,,,
4670,,,1999.0,1.0,0.0
4670,,,2000.0,2.0,-0.0002432520633259827
4670,,,2001.0,3.0,-0.015999904271753573
4670,,,2002.0,4.0,-0.0013748004980185247
4670,,,2003.0,5.0,-0.0006816075748119488
4670,,,2004.0,6.0,0.0076509956851299465
4670,,,2005.0,7.0,-0.0008386436557612509
4670,,,2006.0,8.0,0.007934649807571637
4670,,,2007.0,9.0,0.011580057381815001
4670,,,2008.0,10.0,0.020168207678417205
4670,,,2009.0,11.0,0.013484870356472722
4670,,,2010.0,12.0,0.010431158707169375
4670,,,2011.0,13.0,0.016854974657012578
4670,,,2012.0,14.0,0.04121106427629506
4670,,,2013.0,15.0,0.05026222853176188
4670,,,2014.0,16.0,0.05391556617205118
4670,,,2015.0,17.0,-0.011829824463706728
4670,,,2016.0,18.0,0.00332719896594047
4670,,,2017.0,19.0,0.018855703512329236
4670,,,2018.0,20.0,0.024205590224235407
4670,,,2019.0,21.0,0.06543622189312481
4670,,,2023.0,25.0,0.08358116912333002
4740,5.0,0.04169086648465503,,,
4740,10.0,0.050573167332259694,,,
4740,15.0,0.06782041490316815,,,
4740,,,1999.0,2.0,-8.139806469675825e-05
4740,,,2000.0,3.0,0.0005386257391226668
4740,,,2001.0,4.0,-0.014763589483063111
4740,,,2002.0,5.0,-0.0006637356304539654
4740,,,2003.0,6.0,0.0005519070749305799
4740,,,2004.0,7.0,0.00481064572181944
4740,,,2005.0,8.0,0.02136724673476087
4740,,,2006.0,9.0,0.026921007658774365
4740,,,2007.0,10.0,0.004482996008010165
4740,,,2008.0,11.0,0.027129581719580353
4740,,,2009.0,12.0,0.011704212399446079
4740,,,2010.0,13.0,0.02638362288054119
4740,,,2011.0,14.0,-0.04402214817893235
4740,,,2012.0,15.0,0.04905672869837996
4740,,,2013.0,16.0,0.06914253522974012
4740,,,2014.0,17.0,0.06416905260261674
4740,,,2015.0,18.0,0.20473384358969238
4740,,,2016.0,19.0,0.009687504472562503
4740,,,2017.0,20.0,0.009036376844805849
4740,,,2018.0,21.0,-0.0756270246488383
4740,,,2019.0,22.0,0.07612349783471084
4740,,,2023.0,26.0,0.12375354430128882
4750,5.0,0.05864171406560248,,,
4750,10.0,0.07766282070421648,,,
4750,15.0,0.1028472315212492,,,
4750,,,2000.0,2.0,-0.0009814876572256104
4750,,,2001.0,3.0,-0.00880504817078298
4750,,,2002.0,4.0,0.012968822853290929
4750,,,2003.0,5.0,-0.002160935277851994
4750,,,2004.0,6.0,-0.02262037050845822
4750,,,2005.0,7.0,-0.010546203934240106
4750,,,2006.0,8.0,-0.0062637903367048775
4750,,,2007.0,9.0,0.0002302204045898648
4750,,,2008.0,10.0,0.0009901336557309737
4750,,,2009.0,11.0,0.001290217527345261
4750,,,2010.0,12.0,0.0220994282479422
4750,,,2011.0,13.0,0.01820366293446607
4750,,,2012.0,14.0,0.0381332793006125
4750,,,2013.0,15.0,0.08343927870067835
4750,,,2014.0,16.0,0.12519863444899137
4750,,,2015.0,17.0,0.19226967322533572
4750,,,2016.0,18.0,0.21502436847534911
4750,,,2017.0,19.0,0.11744338946608601
4750,,,2018.0,20.0,-0.16883233883515247
4750,,,2019.0,21.0,-0.029982850035302988
4750,,,2023.0,25.0,0.008805298511853632
4770,5.0,0.005450480551658532,,,
4770,10.0,0.008532442823416031,,,
4770,15.0,0.009758330473943033,,,
4770,,,1999.0,2.0,-0.0396894764482556
4770,,,2000.0,3.0,0.0010875653670414653
4770,,,2001.0,4.0,0.007311286154277008
4770,,,2002.0,5.0,-0.015332647187714876
4770,,,2003.0,6.0,0.0030410569014592825
4770,,,2004.0,7.0,0.005375818005279753
4770,,,2005.0,8.0,0.0005925504899879641
4770,,,2006.0,9.0,0.0006704399943349149
4770,,,2007.0,10.0,7.112571818135294e-05
4770,,,2008.0,11.0,-0.0008850304597580738
4770,,,2009.0,12.0,0.0005442602366435567
4770,,,2010.0,13.0,0.008972648220817558
4770,,,2011.0,14.0,0.023324481775658157
4770,,,2012.0,15.0,0.013552275867183328
4770,,,2013.0,16.0,0.025231456115682005
4770,,,2014.0,17.0,-0.0043522050653896915
4770,,,2015.0,18.0,0.018369187563733624
4770,,,2016.0,19.0,0.004157779940518469
4770,,,2017.0,20.0,0.0069555084598076355
4770,,,2018.0,21.0,0.001169524882918993
4770,,,2019.0,22.0,0.0020656748248160106
4770,,,2023.0,26.0,0.021443229230320493
4860,5.0,0.00019818972806162627,,,
4860,10.0,-0.0016398683326728225,,,
4860,15.0,-0.001707423090623772,,,
4860,,,1999.0,2.0,0.0
4860,,,2000.0,3.0,0.000482492460305739
4860,,,2001.0,4.0,-0.028968937910589077
4860,,,2002.0,5.0,0.053106962013947934
4860,,,2003.0,6.0,-0.030984930667012134
4860,,,2004.0,7.0,0.0709540935353783
4860,,,2005.0,8.0,0.020707246996524264
4860,,,2006.0,9.0,-0.035744067942472535
4860,,,2007.0,10.0,0.004023292997567429
4860,,,2008.0,11.0,-4.5678858676012624e-05
4860,,,2009.0,12.0,0.025259515245372066
4860,,,2010.0,13.0,-0.02994737600674857
4860,,,2011.0,14.0,-0.02180633276268029
4860,,,2012.0,15.0,-0.0069195333526550495
4860,,,2013.0,16.0,0.005917638862221852
4860,,,2014.0,17.0,-0.010575332150424721
4860,,,2015.0,18.0,-0.0028643357745539166
4860,,,2016.0,19.0,0.0029527537406160986
4860,,,2017.0,20.0,-0.001184621483504733
4860,,,2018.0,21.0,0.0018711260153801978
4860,,,2019.0,22.0,-0.014756207130748988
4860,,,2023.0,26.0,-0.007506780995404361
4880,5.0,0.007728098355066493,,,
4880,10.0,0.010939937020505885,,,
4880,15.0,0.008321289872206039,,,
4880,,,1999.0,2.0,0.002688747375426681
4880,,,2000.0,3.0,-3.124537472554145e-05
4880,,,2001.0,4.0,-0.010309777082097682
4880,,,2002.0,5.0,0.0012764430731457832
4880,,,2003.0,6.0,-0.0058330043884728955
4880,,,2004.0,7.0,0.008030169293586575
4880,,,2005.0,8.0,-0.002638011356146386
4880,,,2006.0,9.0,0.0016596033352795914
4880,,,2007.0,10.0,0.0008398378527233463
4880,,,2008.0,11.0,0.004834166487542091
4880,,,2009.0,12.0,0.014500897599188045
4880,,,2010.0,13.0,0.010608044838044783
4880,,,2011.0,14.0,0.0363738495917052
4880,,,2012.0,15.0,0.010413719981458791
4880,,,2013.0,16.0,-0.009691013607465049
4880,,,2014.0,17.0,0.009517574944996277
4880,,,2015.0,18.0,0.01545644737928642
4880,,,2016.0,19.0,0.009578307805889419
4880,,,2017.0,20.0,-0.0002881236663381248
4880,,,2018.0,21.0,0.001906691532562954
4880,,,2019.0,22.0,0.014998362213343941
4880,,,2023.0,26.0,0.025017868601419302
4930,5.0,0.0022401103554007262,,,
4930,10.0,-0.00029089684751282263,,,
4930,15.0,-0.0004577538734634734,,,
4930,,,1999.0,2.0,-0.05925236173605031
4930,,,2000.0,3.0,0.0008221991545187546
4930,,,2001.0,4.0,0.012886529096432064
4930,,,2002.0,5.0,0.014599319057651106
4930,,,2003.0,6.0,0.015184063627711075
4930,,,2004.0,7.0,0.008401525876516103
4930,,,2005.0,8.0,0.005796223026578562
4930,,,2006.0,9.0,-0.004465669378242554
4930,,,2007.0,10.0,0.0013272797270025283
4930,,,2008.0,11.0,0.0006719361526108525
4930,,,2009.0,12.0,-0.0005413603093811226
4930,,,2010.0,13.0,-9.254188572671573e-06
4930,,,2011.0,14.0,-0.0017762813106820818
4930,,,2012.0,15.0,0.004262115578395398
4930,,,2013.0,16.0,0.008322820577208345
4930,,,2014.0,17.0,-0.00979064280793418
4930,,,2015.0,18.0,-0.013430423773016065
4930,,,2016.0,19.0,0.004282683077311833
4930,,,2017.0,20.0,0.0038990032927793683
4930,,,2018.0,21.0,-0.014506257477659767
4930,,,2019.0,22.0,-0.0006261333470538588
4930,,,2023.0,26.0,0.0010453635617196921
4940,5.0,-0.006441171578366323,,,
4940,10.0,-0.009512574534438434,,,
4940,15.0,-0.0077422967589387826,,,
4940,,,1999.0,2.0,-0.17489648239496125
4940,,,2000.0,3.0,0.0018867866724450177
4940,,,2001.0,4.0,0.01610196834329969
4940,,,2002.0,5.0,0.013614004918357958
4940,,,2003.0,6.0,0.0014404394902708395
4940,,,2004.0,7.0,-0.00019822677022252044
4940,,,2005.0,8.0,-0.002571577935616798
4940,,,2006.0,9.0,0.003051764677380442
4940,,,2007.0,10.0,0.007339475687401231
4940,,,2008.0,11.0,-0.004360763603263207
4940,,,2009.0,12.0,-0.008562691733431382
4940,,,2010.0,13.0,-0.08839844365879435
4940,,,2011.0,14.0,-0.009419951714060959
4940,,,2012.0,15.0,-0.0431248430806368
4940,,,2013.0,16.0,0.05198161367362497
4940,,,2014.0,17.0,0.114462477342397
4940,,,2015.0,18.0,-0.01578759030616106
4940,,,2016.0,19.0,-0.0742731751359208
4940,,,2017.0,20.0,-0.04922492319877636
4940,,,2018.0,21.0,-0.06245368336176793
4940,,,2019.0,22.0,-0.0499337039807255
4940,,,2023.0,26.0,-0.007857257754210312
4950,5.0,0.021180826052289548,,,
4950,10.0,0.028619927137329082,,,
4950,15.0,0.036407315316258626,,,
4950,,,1999.0,2.0,0.003229458579474098
4950,,,2000.0,3.0,0.001380286807785458
4950,,,2001.0,4.0,0.0041191704167293786
4950,,,2002.0,5.0,-0.0013517410678325348
4950,,,2003.0,6.0,-0.002661463379766138
4950,,,2004.0,7.0,-0.002147643003467037
4950,,,2005.0,8.0,-0.001134001194979417
4950,,,2006.0,9.0,0.002068633095643757
4950,,,2007.0,10.0,0.0034999204967174347
4950,,,2008.0,11.0,0.010738190436738848
4950,,,2009.0,12.0,0.010221192908441812
4950,,,2010.0,13.0,0.02081155324861894
4950,,,2011.0,14.0,0.026385872614510864
4950,,,2012.0,15.0,0.029121379301748185
4950,,,2013.0,16.0,0.0386242032472206
4950,,,2014.0,17.0,0.048783915958799384
4950,,,2015.0,18.0,0.027713441064381006
4950,,,2016.0,19.0,0.047723272321770316
4950,,,2017.0,20.0,0.03023626359706333
4950,,,2018.0,21.0,0.034993429875306736
4950,,,2019.0,22.0,0.009194217539632121
4950,,,2023.0,26.0,0.06442434382678475
4980,5.0,0.008565753871851434,,,
