oid,vid,flg,rnk,nam,par,rid,ext,noc,phl,cll,fml,odl,gnl,ttl,tdf,acc,acr,acn
txn:148874,,,genus,Levnesovia,txn:52811,ref:30213,0,3,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Levnesovia,,,,,
txn:148886,,,species,Levnesovia transoxiana,txn:148874,ref:30213,0,3,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Levnesovia,,,,,
txn:176313,,,genus,Xuwulong,txn:52811,ref:35029,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Xuwulong,,,,,
txn:176315,,,species,Xuwulong yueluni,txn:176313,ref:35029,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Xuwulong,,,,,
txn:38770,,,genus,Bactrosaurus,txn:52811,ref:13061,0,8,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Bactrosaurus,,,,,
txn:67545,,,species,Bactrosaurus prynadai,txn:38770,ref:57423,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Bactrosaurus,,"nomen dubium, species not entered",txn:38770,5.0,Bactrosaurus
txn:57344,,,species,Bactrosaurus johnsoni,txn:38770,ref:13061,0,4,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Bactrosaurus,,,,,
txn:372409,,,genus,Morelladon,txn:52811,ref:66119,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Morelladon,,,,,
txn:372410,,,species,Morelladon beltrani,txn:372409,ref:66119,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Morelladon,,,,,
txn:67194,,F,family,Spheroolithidae,txn:52811,ref:5972,0,83,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,,,,,,
txn:67290,,F,genus,Spheroolithus,txn:67194,ref:5972,0,38,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:84307,,F,species,Spheroolithus maiasauroides,txn:67290,ref:92750,0,4,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:68508,var:68509,F,species,Spheroolithus chiangchiungtingensis,txn:67290,ref:5972,0,2,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:100397,var:285506,F,species,Spheroolithus spheroides,txn:67290,ref:26942,0,4,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:174575,,F,species,Spheroolithus choteauensis,txn:67290,ref:34694,0,4,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:67291,,F,species,Spheroolithus albertensis,txn:67290,ref:14287,0,8,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:399337,,F,species,Spheroolithus europaeus,txn:67290,ref:70943,0,3,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:162725,,F,species,Spheroolithus jincunensis,txn:67290,ref:31919,0,1,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:467466,,F,species,Spheroolithus quantouensis,txn:67290,ref:83807,0,1,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Spheroolithus,,,,,
txn:399330,,F,genus,Guegoolithus,txn:67194,ref:70941,0,3,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Guegoolithus,,,,,
txn:81706,var:399331,F,species,Guegoolithus turolensis,txn:399330,ref:17693,0,3,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Guegoolithus,,,,,
txn:67196,,F,genus,Paraspheroolithus,txn:67194,ref:5972,0,24,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Paraspheroolithus,Paraspheroolithus irenensis,,,,
txn:142700,,F,species,Paraspheroolithus yangchengensis,txn:67196,ref:29323,0,7,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Paraspheroolithus,,,,,
txn:248689,,F,species,Paraspheroolithus sanwangbacunensis,txn:67196,ref:77475,0,1,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Paraspheroolithus,,,,,
txn:68510,var:68511,F,species,Paraspheroolithus irenensis,txn:67196,ref:24337,0,11,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Paraspheroolithus,,,,,
txn:84306,,F,species,Spheroolithus tenuicorticus,txn:67196,ref:92750,0,11,Chordata,Ornithischia,Spheroolithidae,NO_ORDER_SPECIFIED,Paraspheroolithus,,subjective synonym of,txn:68510,3.0,Paraspheroolithus irenensis
txn:38777,,,genus,Tanius,txn:52811,ref:18021,0,5,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tanius,,,,,
txn:53379,,,species,Tanius sinensis,txn:38777,ref:18021,0,3,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tanius,,,,,
txn:65688,,,species,Tanius chingkankouensis,txn:38777,ref:14891,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tanius,,,,,
txn:65689,,,species,Tanius laiyangensis,txn:38777,ref:14297,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tanius,,"nomen dubium, species not entered",txn:38777,5.0,Tanius
txn:338860,,,genus,Datonglong,txn:52811,ref:58690,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Datonglong,,,,,
txn:338861,,,species,Datonglong tianzhenensis,txn:338860,ref:58690,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Datonglong,,,,,
txn:38752,,,genus,Probactrosaurus,txn:52811,ref:14382,0,2,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Probactrosaurus,,,,,
txn:52878,,,species,Probactrosaurus gobiensis,txn:38752,ref:14382,0,2,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Probactrosaurus,,,,,
txn:58906,,,species,Probactrosaurus alashanicus,txn:38752,ref:14382,0,2,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Probactrosaurus,,subjective synonym of,txn:52878,3.0,Probactrosaurus gobiensis
txn:38772,,,genus,Gilmoreosaurus,txn:52811,ref:12425,0,2,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Gilmoreosaurus,Gilmoreosaurus mongoliensis,,,,
txn:64066,var:64067,,species,Gilmoreosaurus mongoliensis,txn:38772,ref:13061,0,2,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Gilmoreosaurus,,,,,
txn:65569,,F,family,Ovaloolithidae,txn:52811,ref:27284,0,30,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,,,,,,
txn:56741,,F,genus,Ovaloolithus,txn:65569,ref:5972,0,27,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:293936,,F,species,Ovaloolithus weiqiaoensis,txn:56741,ref:50964,0,0,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:293938,,F,species,Ovaloolithus huangtulingensis,txn:56741,ref:50964,0,0,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:255758,,F,species,Ovaloolithus tenuisus,txn:56741,ref:13291,0,2,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:255756,,F,species,Ovaloolithus utahensis,txn:56741,ref:13291,0,5,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:171363,,F,species,Ovaloolithus turpanensis,txn:56741,ref:33856,0,1,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:68516,,F,species,Ovaloolithus monostriatus,txn:56741,ref:5972,0,0,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:68517,var:68518,F,species,Ovaloolithus laminadermus,txn:56741,ref:5972,0,1,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:340757,,F,species,Ovaloolithus sangpingensis,txn:56741,ref:59122,0,1,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:68515,,F,species,Ovaloolithus mixistriatus,txn:56741,ref:5972,0,0,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:68512,var:68513,F,species,Ovaloolithus chinkangkouensis,txn:56741,ref:24337,0,11,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:84309,,F,species,Ovaloolithus dinornithoides,txn:56741,ref:92750,0,4,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:68514,,F,species,Ovaloolithus tristriatus,txn:56741,ref:5972,0,0,Chordata,Ornithischia,Ovaloolithidae,NO_ORDER_SPECIFIED,Ovaloolithus,,,,,
txn:438296,,,genus,Fylax,txn:52811,ref:77040,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fylax,Fylax thyrakolasus,,,,
txn:438297,,,species,Fylax thyrakolasus,txn:438296,ref:77040,0,1,Chordata,Ornithischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fylax,,,,,
txn:38755,,,family,Hadrosauridae,txn:52811,ref:58984,0,1631,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,Hadrosaurus,,,,
txn:72196,,,family,Prohadrosauridae,txn:52811,ref:24593,0,1631,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:38755,9.0,Hadrosauridae
txn:53378,,,subfamily,Prohadrosaurinae,txn:38755,ref:14891,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:63767,,,species,Hadrosaurus breviceps,txn:38755,ref:10620,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:67794,,,genus,Arstanosaurus,txn:38755,ref:14530,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Arstanosaurus,,nomen dubium,txn:38755,9.0,Hadrosauridae
txn:64301,,,subfamily,Edmontosaurinae,txn:38755,ref:10628,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:63259,,,species,Neosaurus missouriensis,txn:38755,ref:12054,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:141633,,IF,genus,Tyrannosauropus,txn:38755,ref:29189,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tyrannosauropus,Tyrannosauropus petersoni,nomen dubium,txn:38755,9.0,Hadrosauridae
txn:141634,,IF,species,Tyrannosauropus petersoni,txn:141633,ref:29189,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tyrannosauropus,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:52923,,,family,Claosauridae,txn:52811,ref:7806,0,1631,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,Claosaurus,subjective synonym of,txn:38755,9.0,Hadrosauridae
txn:52931,,,family,Trachodontidae,txn:52811,ref:7806,0,1631,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:38755,9.0,Hadrosauridae
txn:90272,,,subfamily,Protrachodontinae,txn:38755,ref:19324,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:382945,,,genus,Nectosaurus,txn:38755,ref:68170,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Nectosaurus,,,,,
txn:56404,,,subfamily,Trachodontinae,txn:38755,ref:52458,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,Trachodon,,,,
txn:340718,,IF,genus,Tridigitichnus,txn:38755,ref:14677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tridigitichnus,Tridigitichnus inopinatus,,,,
txn:340719,,IF,species,Tridigitichnus inopinatus,txn:340718,ref:14677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tridigitichnus,,,,,
txn:64260,,,species,Saurolophus krystofovici,txn:38755,ref:24890,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:38780,,,genus,Orthomerus,txn:38755,ref:17351,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Orthomerus,Orthomerus dolloi,nomen dubium,txn:38755,9.0,Hadrosauridae
txn:65152,,,species,Orthomerus dolloi,txn:38780,ref:17351,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Orthomerus,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:96902,,,family,Protrachodontidae,txn:52811,ref:13775,0,1631,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:38755,9.0,Hadrosauridae
txn:67795,,,species,Arstanosaurus akkurganensis,txn:38755,ref:14530,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:264233,,,genus,Lapampasaurus,txn:38755,ref:46071,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Lapampasaurus,,,,,
txn:264234,,,species,Lapampasaurus cholinoi,txn:264233,ref:46071,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Lapampasaurus,,,,,
txn:68197,,,unranked clade,Euhadrosauria,txn:38755,ref:14878,0,5,Chordata,Ornithischia,Hadrosauridae,,,,,,,
txn:52925,,,genus,Trachodon,txn:38755,ref:13002,0,25,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,nomen dubium,txn:38755,9.0,Hadrosauridae
txn:96092,,,species,Trachodon atavus,txn:52925,ref:17161,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,,,,
txn:64359,var:105830,,species,Trachodon altidens,txn:52925,ref:25127,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:246707,,,species,Trachodon imperfectus,txn:52925,ref:17297,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,,,,
txn:63983,,,species,Trachodon mirabilis,txn:52925,ref:13002,0,4,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:56160,var:105827,,species,Trachodon marginatus,txn:52925,ref:25127,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:63903,var:105826,,species,Trachodon selwyni,txn:52925,ref:25127,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Trachodon,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:164688,,,unranked clade,Saurolophidae,txn:38755,ref:32248,0,0,Chordata,Ornithischia,Saurolophidae,,,Saurolophus,,,,
txn:68416,,,species,Troodon isfarensis,txn:38755,ref:16510,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:436555,,,genus,Yamatosaurus,txn:38755,ref:76677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Yamatosaurus,Yamatosaurus izanagii,,,,
txn:436556,,,species,Yamatosaurus izanagii,txn:436555,ref:76677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Yamatosaurus,,,,,
txn:424515,,,genus,Aquilarhinus,txn:38755,ref:73442,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Aquilarhinus,Aquilarhinus palimentus,,,,
txn:424516,,,species,Aquilarhinus palimentus,txn:424515,ref:73442,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Aquilarhinus,,,,,
txn:54434,,,species,Hadrosaurus minor,txn:38755,ref:12244,0,5,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38755,9.0,Hadrosauridae
txn:435593,,IF,genus,Acheralichnus,txn:38755,ref:76344,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Acheralichnus,,,,,
txn:435594,,IF,species,Acheralichnus leonardii,txn:435593,ref:76344,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Acheralichnus,,,,,
txn:63883,,,genus,Ornithotarsus,txn:38755,ref:15623,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithotarsus,Ornithotarsus immanis,nomen dubium,txn:38755,9.0,Hadrosauridae
txn:468705,,,genus,Malefica,txn:38755,ref:83911,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Malefica,Malefica deckerti,,,,
txn:468706,,,species,Malefica deckerti,txn:468705,ref:83911,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Malefica,,,,,
txn:53394,,,subfamily,Lambeosaurinae,txn:38755,ref:12343,0,222,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,Lambeosaurus,,,,
txn:274522,,,tribe,Tsintaosaurini,txn:53394,ref:47749,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:271587,,,genus,Kazaklambia,txn:53394,ref:47300,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Kazaklambia,,,,,
txn:67548,var:346308,,species,Kazaklambia convincens,txn:271587,ref:14363,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Kazaklambia,,,,,
txn:64250,,,genus,Amurosaurus,txn:53394,ref:24601,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Amurosaurus,,,,,
txn:64251,,,species,Amurosaurus riabinini,txn:64250,ref:24601,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Amurosaurus,,,,,
txn:118311,,,species,Sahaliyania elunchunorum,txn:64250,ref:26542,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Amurosaurus,,subjective synonym of,txn:64251,3.0,Amurosaurus riabinini
txn:118310,,,genus,Sahaliyania,txn:53394,ref:26542,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Amurosaurus,,subjective synonym of,txn:64250,5.0,Amurosaurus
txn:274519,,,tribe,Aralosaurini,txn:53394,ref:47749,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:38773,,,genus,Jaxartosaurus,txn:53394,ref:57423,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Jaxartosaurus,Jaxartosaurus aralensis,,,,
txn:65693,,,species,Jaxartosaurus aralensis,txn:38773,ref:15559,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Jaxartosaurus,,,,,
txn:65694,,,species,Jaxartosaurus fuyunensis,txn:38773,ref:13360,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Jaxartosaurus,,"nomen dubium, species not entered",txn:38773,5.0,Jaxartosaurus
txn:251611,,,genus,Latirhinus,txn:53394,ref:43677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Latirhinus,Latirhinus uitstlani,,,,
txn:251612,,,species,Latirhinus uitstlani,txn:251611,ref:43677,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Latirhinus,,,,,
txn:148539,,,genus,Angulomastacator,txn:53394,ref:30165,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Angulomastacator,Angulomastacator daviesi,,,,
txn:148540,,,species,Angulomastacator daviesi,txn:148539,ref:30165,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Angulomastacator,,,,,
txn:38775,,,genus,Nipponosaurus,txn:53394,ref:10243,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Nipponosaurus,Nipponosaurus sachalinensis,,,,
txn:56972,,,species,Nipponosaurus sachalinensis,txn:38775,ref:10243,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Nipponosaurus,,,,,
txn:52781,,,subfamily,Stephanosaurinae,txn:38755,ref:13664,0,222,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,,replaced by,txn:53394,8.0,Lambeosaurinae
txn:318656,,,genus,Adelolophus,txn:53394,ref:54881,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Adelolophus,Adelolophus hutchisoni,,,,
txn:318657,,,species,Adelolophus hutchisoni,txn:318656,ref:54881,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Adelolophus,,,,,
txn:38778,,,genus,Tsintaosaurus,txn:53394,ref:14891,0,4,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tsintaosaurus,,,,,
txn:53387,,,species,Tsintaosaurus spinorhinus,txn:38778,ref:14891,0,3,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Tsintaosaurus,,,,,
txn:72094,,,genus,Olorotitan,txn:53394,ref:16832,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Olorotitan,,,,,
txn:72095,,,species,Olorotitan arharensis,txn:72094,ref:16832,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Olorotitan,,,,,
txn:428181,,,unranked clade,Arenysaurini,txn:53394,ref:74234,0,15,Chordata,Ornithischia,Hadrosauridae,,,,,,,
txn:274520,,,genus,Canardia,txn:428181,ref:47749,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Canardia,,,,,
txn:274521,,,species,Canardia garonnensis,txn:274520,ref:47749,0,2,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Canardia,,,,,
txn:57426,,,genus,Pararhabdodon,txn:428181,ref:54836,0,7,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Pararhabdodon,,,,,
txn:68155,var:89226,,species,Pararhabdodon isonensis,txn:57426,ref:54836,0,6,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Pararhabdodon,,,,,
txn:91408,,,species,Koutalisaurus kohlerorum,txn:57426,ref:19486,0,6,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Pararhabdodon,,subjective synonym of,txn:68155,3.0,Pararhabdodon isonensis
txn:520797,,,genus,Taleta,txn:428181,ref:95028,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Taleta,Taleta taleta,,,,
txn:520798,,,species,Taleta taleta,txn:520797,ref:95028,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Taleta,,,,,
txn:91407,,,genus,Koutalisaurus,txn:428181,ref:19486,0,0,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Koutalisaurus,Koutalisaurus kohlerorum,,,,
txn:401259,,,genus,Adynomosaurus,txn:428181,ref:71247,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Adynomosaurus,Adynomosaurus arcanus,,,,
txn:401260,,,species,Adynomosaurus arcanus,txn:401259,ref:71247,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Adynomosaurus,,,,,
txn:428182,,,genus,Ajnabia,txn:428181,ref:74234,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Ajnabia,Ajnabia odysseus,,,,
txn:428183,,,species,Ajnabia odysseus,txn:428182,ref:74234,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Ajnabia,,,,,
txn:161195,,,genus,Arenysaurus,txn:428181,ref:31506,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Arenysaurus,,,,,
txn:161196,,,species,Arenysaurus ardevoli,txn:161195,ref:31506,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Arenysaurus,,,,,
txn:484242,,,genus,Minqaria,txn:428181,ref:87570,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Minqaria,Minqaria bata,,,,
txn:484243,,,species,Minqaria bata,txn:484242,ref:87570,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Minqaria,,,,,
txn:243257,,,genus,Blasisaurus,txn:428181,ref:42493,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Blasisaurus,,,,,
txn:243258,,,species,Blasisaurus canudoi,txn:243257,ref:42493,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Blasisaurus,,,,,
txn:256489,,,tribe,Lambeosaurini,txn:53394,ref:44513,0,6,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,,Lambeosaurus,,,,
txn:238546,,,genus,Magnapaulia,txn:256489,ref:41997,0,4,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Magnapaulia,,,,,
txn:68200,var:238547,,species,Magnapaulia laticaudus,txn:238546,ref:14879,0,4,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Magnapaulia,,,,,
txn:63768,,,species,Hadrosaurus paucidens,txn:53394,ref:10620,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:53394,8.0,Lambeosaurinae
txn:38769,,,genus,Aralosaurus,txn:53394,ref:14363,0,1,Chordata,Ornithischia,Hadrosauridae,NO_ORDER_SPECIFIED,Aralosaurus,,,,,
