area_code,L008_scr,L002_scr,L003_scr,L004_scr,k_mean_scr,anesthesiologist_count,L008_per_anes,L003_per_anes,L002_per_anes,L008_per_surgery,L003_per_surgery,L002_per_surgery,L003_L008_ratio
1308,62.5,48.9,82.2,50.3,44.5969465648855,20,3.125,4.11,2.445,1.401441237889836,1.8431755160727123,1.0964876245250077,1.3152000000000001
1309,71.1,58.7,82.3,63.3,60.60923566878982,50,1.422,1.646,1.1740000000000002,1.1730885436097374,1.3578788627156313,0.9684992617424977,1.157524613220816
1310,88.4,169.3,110.3,46.4,78.34092409240924,33,2.678787878787879,3.3424242424242423,5.130303030303031,1.1284012924806108,1.4079486715001286,2.161067181187414,1.2477375565610858
1311,121.9,69.9,110.2,94.5,128.36819571865442,120,1.0158333333333334,0.9183333333333333,0.5825,0.949612163024938,0.8584680915943246,0.5445274011111007,0.904019688269073
1312,64.9,10.7,59.7,47.9,56.28125,46,1.4108695652173915,1.297826086956522,0.2326086956521739,1.1531371460299835,1.0607440310938367,0.19011660188784008,0.9198767334360555
1313,,,,1.0,29.625,0,,,,,,,
1404,106.2,55.7,72.3,75.6,93.3716923076923,55,1.930909090909091,1.3145454545454545,1.0127272727272727,1.137389688194083,0.7743246182338248,0.5965405426780642,0.6807909604519774
1405,156.1,88.6,175.2,93.8,140.3101851851852,66,2.3651515151515152,2.6545454545454543,1.3424242424242423,1.112535057907414,1.248662025274689,0.6314580789916521,1.122357463164638
1406,100.3,34.4,122.6,94.4,93.18741935483871,51,1.9666666666666666,2.403921568627451,0.6745098039215686,1.0763255458129817,1.3156282344633257,0.3691485421332659,1.222333000997009
1407,89.5,67.5,96.9,73.9,75.6963696369637,51,1.7549019607843137,1.9000000000000001,1.3235294117647058,1.182355249389606,1.2801142309033835,0.891720439483781,1.08268156424581
1408,119.1,26.5,158.9,72.5,105.86156249999999,36,3.308333333333333,4.413888888888889,0.7361111111111112,1.1250542424215588,1.5010169531552118,0.25032693051361304,1.334172963895886
1409,75.4,70.6,75.7,45.5,64.19491525423729,39,1.9333333333333336,1.941025641025641,1.81025641025641,1.1745478547854786,1.1792211221122113,1.0997755775577558,1.0039787798408488
1410,105.6,12.3,124.4,54.8,95.00155279503106,64,1.65,1.94375,0.1921875,1.1115607786731174,1.3094522809368923,0.12947156797044834,1.1780303030303032
1411,70.3,69.2,91.7,34.8,69.68437499999999,13,5.407692307692307,7.053846153846154,5.323076923076924,1.0088344768823716,1.3159334499304904,0.9930490156509263,1.3044096728307255
1412,104.3,91.9,120.4,76.8,97.70030211480362,272,0.38345588235294115,0.44264705882352945,0.33786764705882355,1.067550434771853,1.232340099199723,0.9406316870137421,1.1543624161073827
1501,59.2,52.4,117.7,119.6,122.44740740740743,7,8.457142857142857,16.814285714285713,7.485714285714286,0.48347287421961954,0.9612290083724531,0.4279388278565551,1.9881756756756757
1502,90.0,52.3,157.3,156.0,104.22765957446809,74,1.2162162162162162,2.1256756756756756,0.7067567567567568,0.8634943964725335,1.509196317390328,0.5017861881723722,1.7477777777777779
1503,44.6,10.2,57.3,74.2,54.6609756097561,6,7.433333333333334,9.549999999999999,1.7,0.8159386015795814,1.0482798625674892,0.18660479228950066,1.2847533632286994
1504,90.8,42.1,139.1,118.7,99.47322580645161,18,5.044444444444444,7.727777777777778,2.338888888888889,0.9128084392947364,1.3983662324438089,0.42322946359370495,1.5319383259911894
1505,70.7,108.0,143.2,84.1,89.37182539682539,5,14.14,28.639999999999997,21.6,0.791077050133871,1.6022946758015604,1.2084345320291099,2.0254596888260252
