n_pred_taxa,delta_beta_mean,lo95,hi95,decay_slope_pred,decay_slope_herb,decay_slope_diff
2,-0.47114474627577907,-0.5410583155536763,-0.44753545017259944,0.04343369091305456,0.006340356820430065,0.0370933340926245
4,-0.21450870087583376,-0.25623595561157,-0.2017860111904785,0.02758555608760108,0.006363562384552589,0.021221993703048496
12,-0.044966975871583485,-0.051412039448026,-0.039150245176029455,0.011696083618116826,0.00636009345562077,0.005335990162496058
26,-4.26057944841951e-05,-0.004918816211018745,0.004405503715565194,0.006349535985973719,0.006338977664153807,1.055832181991262e-05
