delta_beta_b
-0.4476174285379582
-0.5458284732053318
-0.49663287775056636
-0.44745018388629804
-0.3738924163004275
-0.6628571552651664
-0.43729003400839
-0.4912298768403978
-0.5414820714855025
-0.48379593663613857
-0.5121763705702419
-0.4279767419364772
-0.248180790770488
-0.41516533979054565
-0.3938372608448144
-0.38154102105048154
-0.3224657920490512
-0.44700102457852736
-0.4757784813238088
-0.2847649258571475
-0.322749404785596
-0.4302409726489838
-0.3248045514117897
-0.3461212133493684
-0.41952890541517746
-0.2957231937650077
-0.5425395920567941
-0.5922172246569651
-0.40491470457908757
-0.4665554583957276
-0.2635500032367132
-0.38720639371079035
-0.3678830864595759
-0.5360167607148483
-0.4515224582161837
-0.35050509833864146
-0.38172961787539816
-0.4659937529669815
-0.4221127145207257
-0.33415561110373965
-0.3030937574735996
-0.369668005804715
-0.43236565155261436
-0.5283904060814362
-0.6312632405726603
-0.5713477104682599
-0.5008307263779338
-0.3841564289211661
-0.5165941731243218
-0.525864229816469
-0.3621894477106664
-0.37638849847392897
-0.5435965884317842
-0.5457763960355178
-0.42063989355637926
-0.5175562278541473
-0.3849808134999358
-0.406687613329115
-0.4472937531500401
-0.5546479643108775
-0.44357970715836487
-0.5333955840521417
-0.3750576225380975
-0.41609960725761846
-0.390310233493802
-0.40552077626368394
-0.4378936436809652
-0.3759004083084194
-0.24985848576428238
-0.4942543534319867
-0.3630686405827839
-0.5153892636796278
-0.3517642162697507
-0.6226331933430913
-0.49499201753551264
-0.41720515769009187
-0.2959300291831108
-0.358657563833787
-0.5208044639477692
-0.34820576103761325
-0.5217522302930313
-0.36755512754378394
-0.34263657612738985
-0.3728137768459918
-0.38898156552852775
-0.15958052992971755
-0.4272295232286946
-0.6464852918344794
-0.373588831879597
-0.3660729449033699
-0.43108379539327185
-0.4667017186146489
-0.636086465637334
-0.39678891168014435
-0.4595990497343337
-0.24612218362823401
-0.503000514874175
-0.3169079789934095
-0.5927768519367813
-0.4960240041369857
-0.20203888738972142
-0.5196318197057348
-0.36030673229220817
-0.5467038641118753
-0.3524822749530521
-0.4618947338481996
-0.5453014595527887
-0.3913994260025591
-0.45486531050861584
-0.35825076846538334
-0.4457692772927307
-0.38150039266605373
-0.4386609787064412
-0.40520784452596803
-0.3921458050357439
-0.44682806971541084
-0.45780648697920406
-0.4162875895651659
-0.40516466199827617
-0.43058014109160053
-0.34178753743295864
-0.479274740947458
-0.4195428291133117
-0.3961321187840324
-0.40408643880214223
-0.42901991335270323
-0.2715053927866434
-0.20141691395687233
-0.33650230753645755
-0.4674909218092416
-0.47951517045259345
-0.3097574500128193
-0.5610653200109418
-0.35138181330660295
-0.4106759208352206
-0.31278646142512273
-0.5816938588615954
-0.4522106074161811
