delta_beta_b
-0.19096976132114063
-0.16849743002308826
-0.1781481773743704
-0.17941080363699663
-0.179250105749026
-0.2015613006466409
-0.1791582783844714
-0.1816376172274466
-0.19135362981231163
-0.1683807166710808
-0.17934193311358065
-0.19022460483827924
-0.1910600833190632
-0.1801913362357111
-0.18042090464709765
-0.2015613006466409
-0.190111702340876
-0.17941080363699663
-0.20262754081723933
-0.1802831636002657
-0.16726026849180908
-0.20262754081723933
-0.17941080363699663
-0.1911052443180245
-0.20293852753366382
-0.1781481773743704
-0.190111702340876
-0.179250105749026
-0.16700349911739265
-0.17830887526234102
-0.179250105749026
-0.17840070262689567
-0.1911052443180245
-0.20178343401551557
-0.2016945806679657
-0.20262754081723933
-0.1911052443180245
-0.1892536433606113
-0.19135362981231163
-0.21210188727937135
-0.1900213803429534
-0.20178343401551557
-0.19119556631594709
-0.19096976132114063
-0.179250105749026
-0.18042090464709765
-0.179250105749026
-0.1801913362357111
-0.16613982031253738
-0.2015613006466409
-0.17830887526234102
-0.16819397530786884
-0.16709686979899863
-0.1781481773743704
-0.19119556631594709
-0.17911236470219405
-0.1911052443180245
-0.1911052443180245
-0.1791582783844714
-0.19119556631594709
-0.17840070262689567
-0.20093932721379176
-0.1802831636002657
-0.179250105749026
-0.1805127320116523
-0.17934193311358065
-0.19026976583724048
-0.17941080363699663
-0.17941080363699663
-0.20178343401551557
-0.17911236470219405
-0.17830887526234102
-0.21210188727937135
-0.17830887526234102
-0.2015613006466409
-0.17911236470219405
-0.16700349911739265
-0.19119556631594709
-0.19119556631594709
-0.1781481773743704
-0.21197075693580986
-0.16726026849180908
-0.2129542345125211
-0.19119556631594709
-0.16805391928545987
-0.190111702340876
-0.20093932721379176
-0.19119556631594709
-0.20178343401551557
-0.19119556631594709
-0.179250105749026
-0.16726026849180908
-0.16726026849180908
-0.19026976583724048
-0.19026976583724048
-0.16700349911739265
-0.16709686979899863
-0.179250105749026
-0.18997621934399206
-0.190111702340876
-0.21197075693580986
-0.2016945806679657
-0.1910600833190632
-0.20178343401551557
-0.1683106886598763
-0.17830887526234102
-0.19119556631594709
-0.190111702340876
-0.17830887526234102
-0.18032907728254305
-0.19119556631594709
-0.2016945806679657
-0.179250105749026
-0.190111702340876
-0.18042090464709765
-0.1805127320116523
-0.19142137131075354
-0.179250105749026
-0.18042090464709765
-0.17941080363699663
-0.1781481773743704
-0.179250105749026
-0.16733029650301356
-0.17936488995471933
-0.179250105749026
-0.19128588831386967
-0.1682873459894748
-0.2006949805080297
-0.2016945806679657
