delta_beta_full,delta_beta_full_lo95,delta_beta_full_hi95,delta_beta_noTarbosaurus,delta_beta_noT_lo95,delta_beta_noT_hi95,A_D,A_D_lo95,A_D_hi95,n_herb_coll,n_pred_coll,n_pred_coll_noT,n_pred_genera,n_herb_genera,delta_beta_full_simpson,delta_beta_noT_simpson,delta_beta_full_sorensen,delta_beta_noT_sorensen,null_mean,null_lo95,null_hi95,prop_null_le_obs
0.09383822253280394,-0.07931932462720655,0.29964021268824204,0.1335276731382209,-0.06209240477800314,0.3457201165523678,0.039689450605416954,-0.10559566670491041,0.1589729574347221,30,78,51,26,8,0.03355341976031645,0.1611359026369169,0.07878201892980219,0.14701677452590234,0.09383822253280397,0.09383822253280394,0.09383822253280394,1.0
