pool_fraction,n_taxa,beta_mean,beta_lo95,beta_hi95,decay_slope_mean,bias_beta,bias_decay
1.0,60,0.9705394791130678,0.9686604348299018,0.9719175879645401,0.0039988407253058345,0.0,0.0
0.75,45,0.9667370091992825,0.9652311170829817,0.9680592295929509,0.0045099558060641394,-0.0038024699137853,0.0005111150807583049
0.5,30,0.9569924384851773,0.9544842591018117,0.9590827681802796,0.005769830869814947,-0.013547040627890472,0.0017709901445091122
0.25,15,0.9247940636983479,0.918707128497262,0.9283854508051637,0.009719672370382902,-0.04574541541471988,0.005720831645077067
