system,realm,scheme,time_bin,clade,spatial_resolution_deg,n_sites,n_collections,n_occurrences,gamma,median_alpha,median_occupancy,collections_per_site,occurrences_per_site
paleozoic_marine,marine,5myr,29,Gastropoda,5,22,112,513,125,2.0,1.0,1.0,2.5
paleozoic_marine,marine,5myr,30,Gastropoda,5,27,456,1582,209,5.0,1.0,1.0,7.0
paleozoic_marine,marine,5myr,31,Gastropoda,5,9,28,99,47,3.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,32,Gastropoda,5,23,65,182,61,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,33,Gastropoda,5,7,15,62,37,4.0,1.0,2.0,7.0
paleozoic_marine,marine,5myr,34,Gastropoda,5,6,13,79,49,8.0,1.0,1.0,8.0
paleozoic_marine,marine,5myr,35,Gastropoda,5,13,37,84,34,3.0,1.0,1.0,4.0
paleozoic_marine,marine,5myr,36,Gastropoda,5,10,33,144,46,2.5,1.0,2.0,5.0
paleozoic_marine,marine,5myr,37,Gastropoda,5,15,57,311,70,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,38,Gastropoda,5,14,33,107,35,1.0,1.0,1.0,1.5
paleozoic_marine,marine,5myr,39,Gastropoda,5,20,144,408,82,6.0,1.0,2.5,9.5
paleozoic_marine,marine,5myr,40,Gastropoda,5,13,34,132,61,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,41,Gastropoda,5,22,207,866,119,9.0,2.0,2.0,11.0
paleozoic_marine,marine,5myr,42,Gastropoda,5,10,69,261,72,9.0,1.0,6.5,14.5
paleozoic_marine,marine,5myr,43,Gastropoda,5,22,58,237,74,2.5,2.0,1.0,3.5
paleozoic_marine,marine,5myr,44,Gastropoda,5,12,35,118,48,4.0,1.0,1.0,5.5
paleozoic_marine,marine,5myr,45,Gastropoda,5,28,228,1438,121,2.0,2.0,1.0,2.5
paleozoic_marine,marine,5myr,46,Gastropoda,5,20,103,499,78,3.0,2.0,1.0,5.0
paleozoic_marine,marine,5myr,47,Gastropoda,5,12,118,797,81,13.0,2.0,3.5,19.5
paleozoic_marine,marine,5myr,48,Gastropoda,5,30,106,343,94,2.5,1.0,1.0,3.0
paleozoic_marine,marine,5myr,49,Gastropoda,5,27,109,312,83,2.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,50,Gastropoda,5,28,188,532,91,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,51,Gastropoda,5,30,255,1277,138,2.5,2.0,1.5,4.5
paleozoic_marine,marine,5myr,53,Gastropoda,5,35,192,1052,130,3.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,54,Gastropoda,5,35,118,358,101,3.0,1.0,2.0,3.0
paleozoic_marine,marine,5myr,55,Gastropoda,5,21,83,419,122,2.0,1.0,2.0,3.0
paleozoic_marine,marine,5myr,56,Gastropoda,5,41,380,1050,126,4.0,2.0,3.0,6.0
paleozoic_marine,marine,5myr,57,Gastropoda,5,24,180,550,104,3.5,1.0,2.0,5.5
paleozoic_marine,marine,5myr,3,Trilobita,5,24,110,231,70,2.5,1.0,2.0,4.0
paleozoic_marine,marine,5myr,4,Trilobita,5,62,447,1153,236,4.0,1.0,2.0,5.5
paleozoic_marine,marine,5myr,5,Trilobita,5,75,501,1650,279,4.0,1.0,2.0,7.0
paleozoic_marine,marine,5myr,6,Trilobita,5,64,648,2520,318,6.0,1.0,2.0,8.5
paleozoic_marine,marine,5myr,7,Trilobita,5,105,622,2323,362,7.0,1.0,2.0,11.0
paleozoic_marine,marine,5myr,8,Trilobita,5,79,741,3170,337,6.0,1.0,2.0,9.0
paleozoic_marine,marine,5myr,9,Trilobita,5,92,1383,5236,496,8.0,2.0,4.5,14.0
paleozoic_marine,marine,5myr,10,Trilobita,5,45,341,1130,195,7.0,1.0,3.0,12.0
paleozoic_marine,marine,5myr,11,Trilobita,5,76,1087,3405,349,9.0,2.0,4.0,14.5
paleozoic_marine,marine,5myr,12,Trilobita,5,48,439,1460,181,5.0,1.0,2.0,9.5
paleozoic_marine,marine,5myr,13,Trilobita,5,87,913,3043,339,7.0,2.0,3.0,10.0
paleozoic_marine,marine,5myr,14,Trilobita,5,95,840,3203,300,7.0,2.0,2.0,8.0
paleozoic_marine,marine,5myr,15,Trilobita,5,85,643,2064,282,5.0,2.0,3.0,8.0
paleozoic_marine,marine,5myr,16,Trilobita,5,99,986,3447,332,7.0,2.0,3.0,9.0
paleozoic_marine,marine,5myr,17,Trilobita,5,99,1464,4396,319,9.0,2.0,4.0,17.0
paleozoic_marine,marine,5myr,18,Trilobita,5,87,869,2392,235,4.0,2.0,3.0,6.0
paleozoic_marine,marine,5myr,19,Trilobita,5,34,220,786,120,5.0,2.0,2.0,8.0
paleozoic_marine,marine,5myr,20,Trilobita,5,57,365,1232,146,6.0,2.0,2.0,10.0
paleozoic_marine,marine,5myr,21,Trilobita,5,51,296,1182,134,5.0,2.0,2.0,6.0
paleozoic_marine,marine,5myr,22,Trilobita,5,43,305,1149,149,9.0,2.0,3.0,16.0
paleozoic_marine,marine,5myr,23,Trilobita,5,33,87,225,53,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,24,Trilobita,5,47,158,541,99,3.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,25,Trilobita,5,34,238,1070,149,4.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,26,Trilobita,5,23,65,230,100,4.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,27,Trilobita,5,53,148,777,189,4.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,28,Trilobita,5,18,63,413,125,6.5,1.0,1.0,9.0
paleozoic_marine,marine,5myr,29,Trilobita,5,45,261,1008,169,3.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,30,Trilobita,5,44,527,904,78,2.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,31,Trilobita,5,17,44,86,33,2.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,32,Trilobita,5,19,48,76,34,2.0,1.0,2.0,3.0
paleozoic_marine,marine,5myr,33,Trilobita,5,20,79,173,46,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,34,Trilobita,5,21,54,103,36,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,35,Trilobita,5,18,131,395,57,6.5,2.0,3.5,8.0
paleozoic_marine,marine,5myr,36,Trilobita,5,20,122,348,61,5.5,1.0,3.0,10.5
paleozoic_marine,marine,5myr,37,Trilobita,5,31,93,336,80,3.0,2.0,1.0,4.0
paleozoic_marine,marine,5myr,38,Trilobita,5,13,31,73,26,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,39,Trilobita,5,18,94,171,59,2.0,1.0,2.0,3.5
paleozoic_marine,marine,5myr,40,Trilobita,5,17,63,158,55,2.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,41,Trilobita,5,14,83,96,12,1.0,1.0,2.5,3.0
paleozoic_marine,marine,5myr,42,Trilobita,5,10,25,26,8,1.0,1.0,1.5,2.0
paleozoic_marine,marine,5myr,43,Trilobita,5,12,26,26,7,1.0,1.0,1.5,1.5
paleozoic_marine,marine,5myr,44,Trilobita,5,5,19,27,5,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,45,Trilobita,5,8,36,47,10,1.0,1.0,1.5,3.5
paleozoic_marine,marine,5myr,47,Trilobita,5,10,35,50,8,1.0,1.0,2.5,3.0
paleozoic_marine,marine,5myr,48,Trilobita,5,11,24,35,14,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,49,Trilobita,5,10,14,14,7,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,50,Trilobita,5,10,23,29,8,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,51,Trilobita,5,15,50,70,15,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,53,Trilobita,5,12,64,130,19,1.0,1.0,2.5,2.5
paleozoic_marine,marine,5myr,54,Trilobita,5,17,29,54,16,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,55,Trilobita,5,14,36,43,15,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,56,Trilobita,5,13,25,33,10,1.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,57,Trilobita,5,6,39,44,7,1.5,1.0,6.5,7.0
paleozoic_marine,marine,5myr,11,Bivalvia,10,8,19,29,15,1.5,1.0,2.0,2.5
paleozoic_marine,marine,5myr,12,Bivalvia,10,10,32,98,42,4.0,1.0,2.5,4.5
paleozoic_marine,marine,5myr,13,Bivalvia,10,14,52,158,55,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,14,Bivalvia,10,31,207,406,63,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,15,Bivalvia,10,21,72,211,53,3.0,1.0,1.0,4.0
paleozoic_marine,marine,5myr,16,Bivalvia,10,39,194,453,78,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,17,Bivalvia,10,24,398,1437,95,6.0,2.0,2.5,7.0
paleozoic_marine,marine,5myr,18,Bivalvia,10,28,340,773,70,5.0,2.0,2.5,7.0
paleozoic_marine,marine,5myr,19,Bivalvia,10,5,24,56,14,3.0,1.0,4.0,6.0
paleozoic_marine,marine,5myr,20,Bivalvia,10,22,99,279,66,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,21,Bivalvia,10,25,143,307,63,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,22,Bivalvia,10,28,170,650,97,2.5,2.0,2.0,3.5
paleozoic_marine,marine,5myr,23,Bivalvia,10,22,95,357,64,4.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,24,Bivalvia,10,24,81,343,64,4.0,2.0,1.5,6.0
paleozoic_marine,marine,5myr,25,Bivalvia,10,14,59,139,48,4.0,1.0,2.0,5.5
paleozoic_marine,marine,5myr,26,Bivalvia,10,17,75,199,65,4.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,27,Bivalvia,10,35,95,409,88,5.0,1.0,1.0,6.0
paleozoic_marine,marine,5myr,28,Bivalvia,10,8,53,233,63,4.5,1.0,2.5,5.5
paleozoic_marine,marine,5myr,29,Bivalvia,10,23,71,214,67,3.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,30,Bivalvia,10,27,869,2985,87,3.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,31,Bivalvia,10,15,46,112,47,4.0,1.0,1.0,4.0
paleozoic_marine,marine,5myr,32,Bivalvia,10,19,312,732,56,4.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,33,Bivalvia,10,13,40,103,36,5.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,34,Bivalvia,10,8,34,63,20,3.5,1.0,2.5,4.0
paleozoic_marine,marine,5myr,35,Bivalvia,10,11,63,222,46,3.0,1.0,2.0,3.0
paleozoic_marine,marine,5myr,36,Bivalvia,10,6,17,45,18,4.0,1.0,2.0,4.5
paleozoic_marine,marine,5myr,37,Bivalvia,10,12,26,69,34,3.0,1.0,1.5,4.0
paleozoic_marine,marine,5myr,38,Bivalvia,10,6,17,74,27,5.5,1.0,1.0,11.5
paleozoic_marine,marine,5myr,39,Bivalvia,10,12,101,383,74,12.5,1.0,4.0,19.5
paleozoic_marine,marine,5myr,40,Bivalvia,10,13,37,122,50,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,41,Bivalvia,10,15,203,511,78,8.0,1.0,5.0,9.0
paleozoic_marine,marine,5myr,42,Bivalvia,10,16,141,574,78,5.5,2.0,3.0,7.0
paleozoic_marine,marine,5myr,43,Bivalvia,10,15,99,330,56,7.0,2.0,5.0,15.0
paleozoic_marine,marine,5myr,44,Bivalvia,10,11,63,250,66,11.0,1.0,4.0,12.0
paleozoic_marine,marine,5myr,45,Bivalvia,10,23,131,541,88,3.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,46,Bivalvia,10,13,88,315,64,3.0,1.5,1.0,3.0
paleozoic_marine,marine,5myr,47,Bivalvia,10,10,194,806,75,12.5,2.0,2.0,16.0
paleozoic_marine,marine,5myr,48,Bivalvia,10,27,149,360,75,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,49,Bivalvia,10,35,232,605,84,5.0,2.0,3.0,9.0
paleozoic_marine,marine,5myr,50,Bivalvia,10,35,253,485,95,3.0,2.0,2.0,3.0
paleozoic_marine,marine,5myr,51,Bivalvia,10,42,509,1168,138,4.0,2.0,2.0,5.0
paleozoic_marine,marine,5myr,52,Bivalvia,10,9,21,28,19,2.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,53,Bivalvia,10,38,435,1165,138,5.0,2.0,3.0,7.5
paleozoic_marine,marine,5myr,54,Bivalvia,10,38,262,740,128,6.5,2.0,5.0,9.0
paleozoic_marine,marine,5myr,55,Bivalvia,10,34,204,563,115,6.5,2.0,4.5,8.5
paleozoic_marine,marine,5myr,56,Bivalvia,10,48,869,2375,168,9.0,2.0,7.0,13.5
paleozoic_marine,marine,5myr,57,Bivalvia,10,32,481,1453,139,3.5,2.0,3.5,7.5
paleozoic_marine,marine,5myr,2,Brachiopoda,10,12,61,129,20,1.5,1.0,2.0,2.5
paleozoic_marine,marine,5myr,3,Brachiopoda,10,30,220,532,41,2.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,4,Brachiopoda,10,37,433,965,67,3.0,2.0,3.0,5.0
paleozoic_marine,marine,5myr,5,Brachiopoda,10,37,295,609,72,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,6,Brachiopoda,10,28,127,412,57,3.0,2.0,2.0,4.0
paleozoic_marine,marine,5myr,7,Brachiopoda,10,36,236,527,68,4.0,2.0,2.0,4.5
paleozoic_marine,marine,5myr,8,Brachiopoda,10,25,200,390,52,3.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,9,Brachiopoda,10,38,372,735,82,4.0,1.0,2.0,5.5
paleozoic_marine,marine,5myr,10,Brachiopoda,10,17,88,154,30,4.0,2.0,4.0,6.0
paleozoic_marine,marine,5myr,11,Brachiopoda,10,47,372,842,153,4.0,1.0,3.0,8.0
paleozoic_marine,marine,5myr,12,Brachiopoda,10,37,171,457,98,3.0,1.0,3.0,6.0
paleozoic_marine,marine,5myr,13,Brachiopoda,10,43,840,2536,253,6.0,1.0,3.0,10.0
paleozoic_marine,marine,5myr,14,Brachiopoda,10,55,774,2711,311,10.0,2.0,3.0,13.0
paleozoic_marine,marine,5myr,15,Brachiopoda,10,50,510,1643,233,5.0,1.0,3.0,6.5
paleozoic_marine,marine,5myr,16,Brachiopoda,10,70,1487,6218,371,12.0,2.0,4.0,18.5
paleozoic_marine,marine,5myr,17,Brachiopoda,10,61,2515,9609,388,13.0,2.0,6.0,23.0
paleozoic_marine,marine,5myr,18,Brachiopoda,10,65,1651,7034,347,13.0,2.0,4.0,22.0
paleozoic_marine,marine,5myr,19,Brachiopoda,10,39,920,4308,266,8.0,2.0,3.0,10.0
paleozoic_marine,marine,5myr,20,Brachiopoda,10,57,685,3711,290,7.0,2.0,2.0,9.0
paleozoic_marine,marine,5myr,21,Brachiopoda,10,54,676,4875,328,12.0,2.0,3.5,15.5
paleozoic_marine,marine,5myr,22,Brachiopoda,10,51,621,4092,322,15.0,2.0,3.0,23.0
paleozoic_marine,marine,5myr,23,Brachiopoda,10,48,335,1888,193,8.5,2.0,2.0,12.0
paleozoic_marine,marine,5myr,24,Brachiopoda,10,47,437,3603,312,20.0,2.0,5.0,29.0
paleozoic_marine,marine,5myr,25,Brachiopoda,10,33,240,1888,311,11.0,1.0,3.0,11.0
paleozoic_marine,marine,5myr,26,Brachiopoda,10,42,220,1524,329,9.0,1.0,2.5,14.0
paleozoic_marine,marine,5myr,27,Brachiopoda,10,56,326,1885,308,7.0,1.0,2.0,8.5
paleozoic_marine,marine,5myr,28,Brachiopoda,10,22,169,695,186,9.0,1.0,2.5,11.5
paleozoic_marine,marine,5myr,29,Brachiopoda,10,40,476,2689,354,12.5,1.0,4.0,18.0
paleozoic_marine,marine,5myr,30,Brachiopoda,10,50,1783,8925,272,10.5,2.0,3.0,14.5
paleozoic_marine,marine,5myr,31,Brachiopoda,10,28,216,893,154,9.5,1.0,2.0,17.0
paleozoic_marine,marine,5myr,32,Brachiopoda,10,37,948,3539,188,12.0,2.0,8.0,20.0
paleozoic_marine,marine,5myr,33,Brachiopoda,10,28,126,645,158,9.0,1.0,3.0,14.5
paleozoic_marine,marine,5myr,34,Brachiopoda,10,19,232,1279,135,11.0,1.0,6.0,17.0
paleozoic_marine,marine,5myr,35,Brachiopoda,10,14,168,815,118,12.5,1.0,4.5,22.0
paleozoic_marine,marine,5myr,36,Brachiopoda,10,13,89,716,131,23.0,1.0,4.0,34.0
paleozoic_marine,marine,5myr,37,Brachiopoda,10,29,283,1774,187,10.0,2.0,2.0,11.0
paleozoic_marine,marine,5myr,38,Brachiopoda,10,11,62,352,88,11.0,1.0,2.0,18.0
paleozoic_marine,marine,5myr,39,Brachiopoda,10,25,296,1714,156,7.0,1.5,3.0,14.0
paleozoic_marine,marine,5myr,40,Brachiopoda,10,24,118,794,150,3.0,1.0,1.5,4.0
paleozoic_marine,marine,5myr,41,Brachiopoda,10,20,411,2139,145,14.0,1.0,7.0,21.0
paleozoic_marine,marine,5myr,42,Brachiopoda,10,20,242,941,111,12.0,1.0,2.0,18.0
paleozoic_marine,marine,5myr,43,Brachiopoda,10,29,200,855,123,7.0,2.0,3.0,11.0
paleozoic_marine,marine,5myr,44,Brachiopoda,10,11,53,250,91,11.0,1.0,4.0,17.0
paleozoic_marine,marine,5myr,45,Brachiopoda,10,33,314,1565,161,8.0,1.0,4.0,12.0
paleozoic_marine,marine,5myr,46,Brachiopoda,10,23,210,953,84,4.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,47,Brachiopoda,10,18,323,2135,166,14.0,1.0,5.0,17.0
paleozoic_marine,marine,5myr,48,Brachiopoda,10,43,566,2714,269,8.0,2.0,4.0,14.0
paleozoic_marine,marine,5myr,49,Brachiopoda,10,54,892,2600,296,12.0,2.0,6.5,23.5
paleozoic_marine,marine,5myr,50,Brachiopoda,10,49,1105,3751,368,12.0,2.0,5.0,20.0
paleozoic_marine,marine,5myr,51,Brachiopoda,10,60,1367,7666,444,11.0,2.0,4.0,18.0
paleozoic_marine,marine,5myr,52,Brachiopoda,10,21,58,192,88,4.0,1.0,1.0,5.0
paleozoic_marine,marine,5myr,53,Brachiopoda,10,60,1252,7019,412,10.5,2.0,5.5,16.0
paleozoic_marine,marine,5myr,54,Brachiopoda,10,60,1136,5361,389,16.5,2.0,9.5,30.5
paleozoic_marine,marine,5myr,55,Brachiopoda,10,50,720,3947,372,8.0,1.0,5.5,11.5
paleozoic_marine,marine,5myr,56,Brachiopoda,10,56,2383,11960,379,11.0,2.0,6.0,17.5
paleozoic_marine,marine,5myr,57,Brachiopoda,10,33,1283,6180,305,17.0,2.0,13.0,43.0
paleozoic_marine,marine,5myr,10,Cephalopoda,10,7,34,101,29,8.0,1.0,4.0,17.0
paleozoic_marine,marine,5myr,11,Cephalopoda,10,31,212,567,107,4.0,1.0,3.0,5.0
paleozoic_marine,marine,5myr,12,Cephalopoda,10,21,206,471,92,5.0,1.0,4.0,8.0
paleozoic_marine,marine,5myr,13,Cephalopoda,10,29,187,495,126,4.0,1.0,3.0,6.0
paleozoic_marine,marine,5myr,14,Cephalopoda,10,32,156,346,100,5.0,1.0,2.0,5.5
paleozoic_marine,marine,5myr,15,Cephalopoda,10,27,181,472,91,3.0,2.0,2.0,4.0
paleozoic_marine,marine,5myr,16,Cephalopoda,10,38,235,476,87,5.0,1.0,2.5,6.5
paleozoic_marine,marine,5myr,17,Cephalopoda,10,37,335,1468,150,3.0,2.0,3.0,4.0
paleozoic_marine,marine,5myr,18,Cephalopoda,10,26,195,734,110,9.0,2.0,2.0,13.0
paleozoic_marine,marine,5myr,19,Cephalopoda,10,8,43,74,29,2.5,1.0,2.5,5.0
paleozoic_marine,marine,5myr,20,Cephalopoda,10,24,100,301,90,2.5,1.0,1.0,3.0
paleozoic_marine,marine,5myr,21,Cephalopoda,10,22,118,209,47,2.0,1.0,2.0,2.5
paleozoic_marine,marine,5myr,22,Cephalopoda,10,22,109,264,63,2.5,1.0,1.5,3.0
paleozoic_marine,marine,5myr,23,Cephalopoda,10,13,52,140,47,4.0,1.0,3.0,6.0
paleozoic_marine,marine,5myr,24,Cephalopoda,10,11,25,56,25,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,25,Cephalopoda,10,6,22,130,41,3.5,1.0,1.5,3.5
paleozoic_marine,marine,5myr,26,Cephalopoda,10,13,61,151,51,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,27,Cephalopoda,10,23,63,173,52,2.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,28,Cephalopoda,10,11,76,234,53,5.0,1.0,4.0,7.0
paleozoic_marine,marine,5myr,29,Cephalopoda,10,18,151,542,55,3.0,2.0,2.0,4.5
paleozoic_marine,marine,5myr,30,Cephalopoda,10,17,223,339,51,2.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,31,Cephalopoda,10,13,103,335,49,6.0,1.0,3.0,10.0
paleozoic_marine,marine,5myr,32,Cephalopoda,10,11,133,399,38,3.0,1.0,8.0,10.0
paleozoic_marine,marine,5myr,33,Cephalopoda,10,19,207,721,67,6.0,1.0,2.0,9.0
paleozoic_marine,marine,5myr,34,Cephalopoda,10,15,231,645,89,8.0,1.0,3.0,14.0
paleozoic_marine,marine,5myr,35,Cephalopoda,10,22,273,647,71,4.0,2.0,3.0,8.5
paleozoic_marine,marine,5myr,36,Cephalopoda,10,11,30,158,35,5.0,1.0,2.0,12.0
paleozoic_marine,marine,5myr,37,Cephalopoda,10,21,138,611,63,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,39,Cephalopoda,10,13,45,155,63,7.0,1.0,3.0,8.0
paleozoic_marine,marine,5myr,40,Cephalopoda,10,17,116,376,72,4.0,1.0,2.0,6.0
paleozoic_marine,marine,5myr,41,Cephalopoda,10,17,209,569,76,4.0,1.5,5.0,11.0
paleozoic_marine,marine,5myr,42,Cephalopoda,10,23,365,1588,126,6.0,2.0,4.0,8.0
paleozoic_marine,marine,5myr,43,Cephalopoda,10,21,242,1117,103,8.0,2.0,7.0,14.0
paleozoic_marine,marine,5myr,44,Cephalopoda,10,13,30,48,16,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,45,Cephalopoda,10,14,197,492,76,4.5,2.0,2.5,5.0
paleozoic_marine,marine,5myr,46,Cephalopoda,10,13,89,187,57,2.0,2.0,1.0,2.0
paleozoic_marine,marine,5myr,47,Cephalopoda,10,11,183,904,67,6.0,2.0,3.0,8.0
paleozoic_marine,marine,5myr,48,Cephalopoda,10,18,81,290,71,5.0,1.0,2.0,6.0
paleozoic_marine,marine,5myr,49,Cephalopoda,10,24,86,198,67,3.5,1.0,1.5,4.0
paleozoic_marine,marine,5myr,50,Cephalopoda,10,33,236,896,115,4.0,2.0,3.0,4.0
paleozoic_marine,marine,5myr,51,Cephalopoda,10,31,390,1186,115,2.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,53,Cephalopoda,10,38,211,521,108,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,54,Cephalopoda,10,25,134,305,68,3.0,1.0,2.0,3.0
paleozoic_marine,marine,5myr,55,Cephalopoda,10,19,82,158,48,3.0,1.0,3.0,4.0
paleozoic_marine,marine,5myr,56,Cephalopoda,10,32,362,959,147,4.5,1.0,4.5,10.5
paleozoic_marine,marine,5myr,57,Cephalopoda,10,22,658,1783,128,8.5,1.0,9.0,20.0
paleozoic_marine,marine,5myr,11,Crinoidea,10,5,9,13,9,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,12,Crinoidea,10,5,9,11,10,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,13,Crinoidea,10,5,14,15,9,1.0,1.0,2.0,2.0
paleozoic_marine,marine,5myr,14,Crinoidea,10,12,25,73,38,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,15,Crinoidea,10,7,9,16,13,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,16,Crinoidea,10,13,82,174,49,3.0,1.0,2.0,4.0
paleozoic_marine,marine,5myr,17,Crinoidea,10,20,489,1372,91,2.5,2.0,2.0,3.5
paleozoic_marine,marine,5myr,18,Crinoidea,10,13,192,319,54,3.0,1.0,3.0,3.0
paleozoic_marine,marine,5myr,19,Crinoidea,10,8,65,134,50,4.0,1.0,4.5,7.5
paleozoic_marine,marine,5myr,20,Crinoidea,10,11,90,346,98,4.0,1.0,2.0,7.0
paleozoic_marine,marine,5myr,21,Crinoidea,10,13,96,528,95,4.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,22,Crinoidea,10,12,47,238,70,3.5,1.0,2.5,5.0
paleozoic_marine,marine,5myr,23,Crinoidea,10,21,52,113,57,1.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,24,Crinoidea,10,22,56,210,78,2.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,25,Crinoidea,10,9,22,75,44,3.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,26,Crinoidea,10,13,26,132,58,2.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,27,Crinoidea,10,14,33,64,33,2.0,1.0,2.0,2.5
paleozoic_marine,marine,5myr,28,Crinoidea,10,8,21,50,31,3.5,1.0,2.5,6.0
paleozoic_marine,marine,5myr,29,Crinoidea,10,15,26,45,31,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,30,Crinoidea,10,11,126,254,60,6.0,1.0,4.0,9.0
paleozoic_marine,marine,5myr,33,Crinoidea,10,6,10,20,14,2.5,1.0,1.5,3.0
paleozoic_marine,marine,5myr,34,Crinoidea,10,8,36,164,46,3.0,1.0,3.0,6.0
paleozoic_marine,marine,5myr,36,Crinoidea,10,9,20,161,73,3.0,1.0,1.0,4.0
paleozoic_marine,marine,5myr,37,Crinoidea,10,7,24,102,48,8.0,1.0,4.0,11.0
paleozoic_marine,marine,5myr,40,Crinoidea,10,5,6,12,11,1.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,41,Crinoidea,10,6,80,472,61,9.0,1.0,8.5,29.0
paleozoic_marine,marine,5myr,42,Crinoidea,10,5,31,89,22,5.0,1.0,2.0,5.0
paleozoic_marine,marine,5myr,43,Crinoidea,10,8,55,208,62,4.0,1.0,1.0,4.5
paleozoic_marine,marine,5myr,44,Crinoidea,10,6,12,25,17,1.5,1.0,1.5,3.0
paleozoic_marine,marine,5myr,45,Crinoidea,10,7,21,54,28,4.0,1.0,3.0,6.0
paleozoic_marine,marine,5myr,46,Crinoidea,10,10,43,321,69,5.5,1.0,1.5,7.0
paleozoic_marine,marine,5myr,49,Crinoidea,10,7,39,169,38,2.0,1.0,1.0,2.0
paleozoic_marine,marine,5myr,50,Crinoidea,10,14,40,354,135,5.0,1.0,1.0,5.5
paleozoic_marine,marine,5myr,51,Crinoidea,10,10,32,94,44,2.0,1.0,1.5,2.0
paleozoic_marine,marine,5myr,53,Crinoidea,10,8,20,74,35,1.5,1.0,1.5,2.5
paleozoic_marine,marine,5myr,54,Crinoidea,10,13,38,62,28,1.0,1.0,1.0,1.0
paleozoic_marine,marine,5myr,55,Crinoidea,10,5,13,15,10,1.0,1.0,1.0,3.0
paleozoic_marine,marine,5myr,56,Crinoidea,10,15,71,108,40,2.0,1.0,3.0,4.0
paleozoic_marine,marine,5myr,9,Gastropoda,10,10,18,22,5,1.0,1.0,1.5,1.5
paleozoic_marine,marine,5myr,10,Gastropoda,10,15,59,104,15,3.0,3.0,2.0,4.0
