clade,fine_scheme,coarse_scheme,fine_bin,coarse_bin,metric,fine_value,coarse_value,bias_time
Bivalvia,stage,stage2,Tremadocian,Tremadocian+Floian,turnover,0.8592592592592594,0.7558868576670434,-0.10337240159221595
Bivalvia,stage,stage2,Tremadocian,Tremadocian+Floian,nestedness,0.06805836139169473,0.13281384716278616,0.06475548577109143
Bivalvia,stage,stage2,Tremadocian,Tremadocian+Floian,decay_slope,4.311498674765134e-06,1.3591932595078864e-05,9.280433920313729e-06
Bivalvia,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,beta_jaccard,0.9675,0.9489160447698168,-0.01858395523018319
Bivalvia,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,sorensen,0.9444444444444444,0.9256112833043852,-0.018833161140059174
Bivalvia,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,turnover,0.875,0.8397058823529411,-0.03529411764705892
Bivalvia,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,nestedness,0.06944444444444445,0.08590540095144404,0.016460956506999594
Bivalvia,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,decay_slope,5.117275324104635e-06,3.508558102590486e-06,-1.6087172215141486e-06
Bivalvia,stage,stage2,Kungurian,Artinskian+Kungurian,beta_jaccard,0.9639433475862192,0.9636506155171782,-0.0002927320690410129
Bivalvia,stage,stage2,Kungurian,Artinskian+Kungurian,sorensen,0.9376568877802558,0.9374562848330897,-0.00020060294716606197
Bivalvia,stage,stage2,Kungurian,Artinskian+Kungurian,turnover,0.8280013984704362,0.8287148598573091,0.0007134613868728934
Bivalvia,stage,stage2,Kungurian,Artinskian+Kungurian,nestedness,0.10965548930981955,0.10874142497578064,-0.0009140643340389137
Bivalvia,stage,stage2,Kungurian,Artinskian+Kungurian,decay_slope,2.0213521734924106e-06,2.0575129107091638e-06,3.616073721675314e-08
Bivalvia,stage,stage2,Artinskian,Artinskian+Kungurian,beta_jaccard,0.9693759059629049,0.9636506155171782,-0.005725290445726672
Bivalvia,stage,stage2,Artinskian,Artinskian+Kungurian,sorensen,0.9496730158183821,0.9374562848330897,-0.012216730985292412
Bivalvia,stage,stage2,Artinskian,Artinskian+Kungurian,turnover,0.8785225180463276,0.8287148598573091,-0.049807658189018555
Bivalvia,stage,stage2,Artinskian,Artinskian+Kungurian,nestedness,0.07115049777205455,0.10874142497578064,0.03759092720372609
Bivalvia,stage,stage2,Artinskian,Artinskian+Kungurian,decay_slope,1.3231299481310924e-06,2.0575129107091638e-06,7.343829625780713e-07
Bivalvia,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,beta_jaccard,0.9477070716029166,0.9449418627710476,-0.002765208831868926
Bivalvia,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,sorensen,0.9113102551549187,0.9061733879828673,-0.005136867172051418
Bivalvia,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,turnover,0.7882131496307874,0.7878135193385598,-0.00039963029222755964
Bivalvia,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,nestedness,0.12309710552413126,0.11835986864430742,-0.0047372368798238446
Bivalvia,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,decay_slope,5.089292185212981e-06,3.5974094245003605e-06,-1.4918827607126205e-06
Bivalvia,stage,stage2,Wordian,Roadian+Wordian,beta_jaccard,0.966011576005331,0.9602085817998465,-0.0058029942054845796
Bivalvia,stage,stage2,Wordian,Roadian+Wordian,sorensen,0.9409528981336082,0.9318362384197416,-0.009116659713866548
Bivalvia,stage,stage2,Wordian,Roadian+Wordian,turnover,0.8805470694965957,0.8564046382430873,-0.024142431253508345
Bivalvia,stage,stage2,Wordian,Roadian+Wordian,nestedness,0.06040582863701269,0.07543160017665435,0.015025771539641658
Bivalvia,stage,stage2,Wordian,Roadian+Wordian,decay_slope,2.292908152393897e-06,3.5838643754664426e-06,1.2909562230725455e-06
Bivalvia,stage,stage2,Roadian,Roadian+Wordian,beta_jaccard,0.9635569177427523,0.9602085817998465,-0.0033483359429058446
Bivalvia,stage,stage2,Roadian,Roadian+Wordian,sorensen,0.9385297547659139,0.9318362384197416,-0.0066935163461723235
Bivalvia,stage,stage2,Roadian,Roadian+Wordian,turnover,0.866951205159761,0.8564046382430873,-0.01054656691667366
Bivalvia,stage,stage2,Roadian,Roadian+Wordian,nestedness,0.071578549606153,0.07543160017665435,0.0038530505705013512
Bivalvia,stage,stage2,Roadian,Roadian+Wordian,decay_slope,3.883678862328044e-06,3.5838643754664426e-06,-2.998144868616018e-07
Bivalvia,stage,stage2,Capitanian,Capitanian+Wuchiapingian,beta_jaccard,0.9533896032384676,0.9449418627710476,-0.008447740467419917
Bivalvia,stage,stage2,Capitanian,Capitanian+Wuchiapingian,sorensen,0.9202123053415755,0.9061733879828673,-0.014038917358708214
Bivalvia,stage,stage2,Capitanian,Capitanian+Wuchiapingian,turnover,0.8305008982222933,0.7878135193385598,-0.04268737888373353
Bivalvia,stage,stage2,Capitanian,Capitanian+Wuchiapingian,nestedness,0.08971140711928231,0.11835986864430742,0.028648461525025107
Bivalvia,stage,stage2,Capitanian,Capitanian+Wuchiapingian,decay_slope,2.7415743293718255e-06,3.5974094245003605e-06,8.55835095128535e-07
Bivalvia,stage,stage2,Changhsingian,Changhsingian,beta_jaccard,0.9391691958431471,0.9391691958431471,0.0
Bivalvia,stage,stage2,Changhsingian,Changhsingian,sorensen,0.903012139992163,0.903012139992163,0.0
Bivalvia,stage,stage2,Changhsingian,Changhsingian,turnover,0.7716997968374838,0.7716997968374838,0.0
Bivalvia,stage,stage2,Changhsingian,Changhsingian,nestedness,0.13131234315467927,0.13131234315467927,0.0
Bivalvia,stage,stage2,Changhsingian,Changhsingian,decay_slope,1.1262082579629847e-05,1.1262082579629847e-05,0.0
Gastropoda,stage,stage2,Moscovian,Bashkirian+Moscovian,beta_jaccard,0.9746889284589195,0.9601870124335363,-0.014501916025383199
Gastropoda,stage,stage2,Moscovian,Bashkirian+Moscovian,sorensen,0.9580707027441985,0.936636845960242,-0.021433856783956484
Gastropoda,stage,stage2,Moscovian,Bashkirian+Moscovian,turnover,0.8185332050627082,0.7940571315047685,-0.02447607355793968
Gastropoda,stage,stage2,Moscovian,Bashkirian+Moscovian,nestedness,0.13953749768149024,0.14257971445547346,0.003042216773983225
Gastropoda,stage,stage2,Moscovian,Bashkirian+Moscovian,decay_slope,6.022836699977179e-06,5.710610023373315e-06,-3.1222667660386413e-07
Gastropoda,stage,stage2,Kasimovian,Kasimovian+Gzhelian,beta_jaccard,0.9094350325374477,0.9131092582053039,0.0036742256678561347
Gastropoda,stage,stage2,Kasimovian,Kasimovian+Gzhelian,sorensen,0.8523602383853639,0.8621428297719668,0.009782591386602868
Gastropoda,stage,stage2,Kasimovian,Kasimovian+Gzhelian,turnover,0.6127781306208726,0.6491901139189248,0.036411983298052175
Gastropoda,stage,stage2,Kasimovian,Kasimovian+Gzhelian,nestedness,0.23958210776449151,0.21295271585304185,-0.026629391911449668
Gastropoda,stage,stage2,Kasimovian,Kasimovian+Gzhelian,decay_slope,1.562064226224872e-05,1.1404552065637375e-05,-4.216090196611346e-06
Gastropoda,stage,stage2,Serpukhovian,Visean+Serpukhovian,beta_jaccard,0.8996013103333144,0.9236365243508163,0.02403521401750197
Gastropoda,stage,stage2,Serpukhovian,Visean+Serpukhovian,sorensen,0.8279988526435772,0.8678022580666515,0.039803405423074256
Gastropoda,stage,stage2,Serpukhovian,Visean+Serpukhovian,turnover,0.6778995818077705,0.6544805867964211,-0.023418995011349475
Gastropoda,stage,stage2,Serpukhovian,Visean+Serpukhovian,nestedness,0.1500992708358068,0.2133216712702302,0.0632224004344234
Gastropoda,stage,stage2,Serpukhovian,Visean+Serpukhovian,decay_slope,5.83881642067004e-06,3.5059492068713845e-06,-2.3328672137986556e-06
Gastropoda,stage,stage2,Gzhelian,Kasimovian+Gzhelian,beta_jaccard,0.9006593499320873,0.9131092582053039,0.01244990827321657
Gastropoda,stage,stage2,Gzhelian,Kasimovian+Gzhelian,sorensen,0.840300566656995,0.8621428297719668,0.021842263114971727
Gastropoda,stage,stage2,Gzhelian,Kasimovian+Gzhelian,turnover,0.6691215938871523,0.6491901139189248,-0.019931479968227528
Gastropoda,stage,stage2,Gzhelian,Kasimovian+Gzhelian,nestedness,0.17117897276984279,0.21295271585304185,0.04177374308319906
Gastropoda,stage,stage2,Gzhelian,Kasimovian+Gzhelian,decay_slope,1.1775535857502981e-05,1.1404552065637375e-05,-3.709837918656055e-07
Gastropoda,stage,stage2,Jiangshanian,Jiangshanian+Stage 10,beta_jaccard,0.45555555555555555,0.6287878787878788,0.17323232323232324
Gastropoda,stage,stage2,Jiangshanian,Jiangshanian+Stage 10,sorensen,0.4296296296296297,0.5719336219336221,0.14230399230399238
Gastropoda,stage,stage2,Jiangshanian,Jiangshanian+Stage 10,turnover,0.37777777777777777,0.3787878787878788,0.0010101010101010166
Gastropoda,stage,stage2,Jiangshanian,Jiangshanian+Stage 10,nestedness,0.05185185185185186,0.19314574314574315,0.1412938912938913
Gastropoda,stage,stage2,Jiangshanian,Jiangshanian+Stage 10,decay_slope,-2.7987917289609465e-05,-1.9715262916079983e-05,8.272654373529482e-06
Gastropoda,stage,stage2,Stage 10,Jiangshanian+Stage 10,beta_jaccard,0.7,0.6287878787878788,-0.07121212121212117
Gastropoda,stage,stage2,Stage 10,Jiangshanian+Stage 10,sorensen,0.6095238095238096,0.5719336219336221,-0.03759018759018751
Gastropoda,stage,stage2,Stage 10,Jiangshanian+Stage 10,turnover,0.3,0.3787878787878788,0.0787878787878788
Gastropoda,stage,stage2,Stage 10,Jiangshanian+Stage 10,nestedness,0.3095238095238096,0.19314574314574315,-0.11637806637806644
Gastropoda,stage,stage2,Stage 10,Jiangshanian+Stage 10,decay_slope,7.171683874182942e-05,-1.9715262916079983e-05,-9.14321016579094e-05
Gastropoda,stage,stage2,Tremadocian,Tremadocian+Floian,beta_jaccard,0.9154435541719486,0.9254573041102492,0.01001374993830062
Gastropoda,stage,stage2,Tremadocian,Tremadocian+Floian,sorensen,0.8648770748633813,0.88231237909273,0.01743530422934869
Gastropoda,stage,stage2,Tremadocian,Tremadocian+Floian,turnover,0.7230499068314195,0.7543744736549106,0.03132456682349116
Gastropoda,stage,stage2,Tremadocian,Tremadocian+Floian,nestedness,0.14182716803196185,0.12793790543781927,-0.013889262594142582
Gastropoda,stage,stage2,Tremadocian,Tremadocian+Floian,decay_slope,8.233331245595903e-06,8.304239228124244e-06,7.090798252834101e-08
Gastropoda,stage,stage2,Floian,Tremadocian+Floian,beta_jaccard,0.9224427121083338,0.9254573041102492,0.0030145920019153394
Gastropoda,stage,stage2,Floian,Tremadocian+Floian,sorensen,0.8770483084909347,0.88231237909273,0.005264070601795234
Gastropoda,stage,stage2,Floian,Tremadocian+Floian,turnover,0.7805702280912366,0.7543744736549106,-0.026195754436325935
Gastropoda,stage,stage2,Floian,Tremadocian+Floian,nestedness,0.09647808039969803,0.12793790543781927,0.03145982503812124
Gastropoda,stage,stage2,Floian,Tremadocian+Floian,decay_slope,8.033937934561275e-06,8.304239228124244e-06,2.703012935629687e-07
Gastropoda,stage,stage2,Dapingian,Dapingian+Darriwilian,beta_jaccard,0.8923344556677888,0.9410368967134237,0.048702441045634925
Gastropoda,stage,stage2,Dapingian,Dapingian+Darriwilian,sorensen,0.8484138084138085,0.9069179981021606,0.058504189688352026
Gastropoda,stage,stage2,Dapingian,Dapingian+Darriwilian,turnover,0.6901234567901235,0.7700824335823935,0.07995897679226993
Gastropoda,stage,stage2,Dapingian,Dapingian+Darriwilian,nestedness,0.15829035162368493,0.136835564519767,-0.021454787103917933
Gastropoda,stage,stage2,Dapingian,Dapingian+Darriwilian,decay_slope,1.2059538263404064e-05,3.271212680910606e-06,-8.788325582493459e-06
Gastropoda,stage,stage2,Darriwilian,Dapingian+Darriwilian,beta_jaccard,0.9354857256103823,0.9410368967134237,0.005551171103041375
Gastropoda,stage,stage2,Darriwilian,Dapingian+Darriwilian,sorensen,0.9006833479307893,0.9069179981021606,0.006234650171371259
Gastropoda,stage,stage2,Darriwilian,Dapingian+Darriwilian,turnover,0.7596427155316402,0.7700824335823935,0.010439718050753277
Gastropoda,stage,stage2,Darriwilian,Dapingian+Darriwilian,nestedness,0.14104063239914927,0.136835564519767,-0.004205067879382268
Gastropoda,stage,stage2,Darriwilian,Dapingian+Darriwilian,decay_slope,2.3006980641724555e-06,3.271212680910606e-06,9.705146167381506e-07
Gastropoda,stage,stage2,Sandbian,Sandbian+Katian,beta_jaccard,0.9232356273635371,0.927955264345651,0.004719636982113862
Gastropoda,stage,stage2,Sandbian,Sandbian+Katian,sorensen,0.8782638796893897,0.8834361801622199,0.005172300472830238
Gastropoda,stage,stage2,Sandbian,Sandbian+Katian,turnover,0.681590246734884,0.6948286828905784,0.013238436155694422
Gastropoda,stage,stage2,Sandbian,Sandbian+Katian,nestedness,0.19667363295450568,0.1886074972716415,-0.008066135682864184
Gastropoda,stage,stage2,Sandbian,Sandbian+Katian,decay_slope,7.686956790251122e-06,6.770351153902303e-06,-9.166056363488187e-07
Gastropoda,stage,stage2,Katian,Sandbian+Katian,beta_jaccard,0.9157608514653087,0.927955264345651,0.012194412880342287
Gastropoda,stage,stage2,Katian,Sandbian+Katian,sorensen,0.8647411844007186,0.8834361801622199,0.018694995761501354
Gastropoda,stage,stage2,Katian,Sandbian+Katian,turnover,0.6900941101013582,0.6948286828905784,0.004734572789220182
Gastropoda,stage,stage2,Katian,Sandbian+Katian,nestedness,0.17464707429936044,0.1886074972716415,0.013960422972281061
Gastropoda,stage,stage2,Katian,Sandbian+Katian,decay_slope,7.603074790093082e-06,6.770351153902303e-06,-8.327236361907784e-07
Gastropoda,stage,stage2,Hirnantian,Hirnantian+Rhuddanian,beta_jaccard,0.9777743797587846,0.9607605715109093,-0.01701380824787524
Gastropoda,stage,stage2,Hirnantian,Hirnantian+Rhuddanian,sorensen,0.9618832327623538,0.9319959450818371,-0.029887287680516628
Gastropoda,stage,stage2,Hirnantian,Hirnantian+Rhuddanian,turnover,0.8935681965093729,0.8649279592461411,-0.028640237263231838
Gastropoda,stage,stage2,Hirnantian,Hirnantian+Rhuddanian,nestedness,0.06831503625298066,0.06706798583569615,-0.001247050417284512
Gastropoda,stage,stage2,Hirnantian,Hirnantian+Rhuddanian,decay_slope,-5.708407135763077e-07,2.537888881451446e-06,3.1087295950277538e-06
Gastropoda,stage,stage2,Telychian,Aeronian+Telychian,beta_jaccard,0.9425860690162364,0.9473857649116582,0.0047996958954217295
Gastropoda,stage,stage2,Telychian,Aeronian+Telychian,sorensen,0.9059855012179209,0.9154719952762268,0.009486494058305928
Gastropoda,stage,stage2,Telychian,Aeronian+Telychian,turnover,0.7562358318205092,0.7849234949234949,0.02868766310298565
Gastropoda,stage,stage2,Telychian,Aeronian+Telychian,nestedness,0.14974966939741155,0.13054850035273197,-0.019201169044679584
Gastropoda,stage,stage2,Telychian,Aeronian+Telychian,decay_slope,2.213096954616361e-06,2.7928570957672643e-06,5.797601411509032e-07
Gastropoda,stage,stage2,Homerian,Sheinwoodian+Homerian,beta_jaccard,0.9612396515328605,0.9540742069832469,-0.007165444549613653
Gastropoda,stage,stage2,Homerian,Sheinwoodian+Homerian,sorensen,0.9327767379955143,0.921927103090384,-0.010849634905130356
Gastropoda,stage,stage2,Homerian,Sheinwoodian+Homerian,turnover,0.8377667816264307,0.8135328922970968,-0.024233889329333902
Gastropoda,stage,stage2,Homerian,Sheinwoodian+Homerian,nestedness,0.0950099563690835,0.10839421079328701,0.013384254424203504
Gastropoda,stage,stage2,Homerian,Sheinwoodian+Homerian,decay_slope,5.258315159728133e-06,4.409787690112817e-06,-8.485274696153161e-07
Gastropoda,stage,stage2,Sheinwoodian,Sheinwoodian+Homerian,beta_jaccard,0.9527803829302091,0.9540742069832469,0.0012938240530377954
Gastropoda,stage,stage2,Sheinwoodian,Sheinwoodian+Homerian,sorensen,0.9217062682481599,0.921927103090384,0.00022083484222401584
Gastropoda,stage,stage2,Sheinwoodian,Sheinwoodian+Homerian,turnover,0.8285330301721839,0.8135328922970968,-0.015000137875087138
Gastropoda,stage,stage2,Sheinwoodian,Sheinwoodian+Homerian,nestedness,0.09317323807597605,0.10839421079328701,0.01522097271731096
Gastropoda,stage,stage2,Sheinwoodian,Sheinwoodian+Homerian,decay_slope,7.0093086838077605e-06,4.409787690112817e-06,-2.5995209936949436e-06
Gastropoda,stage,stage2,Ludfordian,Gorstian+Ludfordian,beta_jaccard,0.9524945688481151,0.9523598902520791,-0.00013467859603599752
Gastropoda,stage,stage2,Ludfordian,Gorstian+Ludfordian,sorensen,0.9158622926427437,0.916956949801064,0.0010946571583203557
Gastropoda,stage,stage2,Ludfordian,Gorstian+Ludfordian,turnover,0.7716608717976262,0.7626511257358333,-0.009009746061792945
Gastropoda,stage,stage2,Ludfordian,Gorstian+Ludfordian,nestedness,0.14420142084511756,0.1543058240652306,0.01010440322011305
Gastropoda,stage,stage2,Ludfordian,Gorstian+Ludfordian,decay_slope,1.8994624717483141e-06,4.295625556102252e-06,2.396163084353938e-06
Gastropoda,stage,stage2,Gorstian,Gorstian+Ludfordian,beta_jaccard,0.9209354900172125,0.9523598902520791,0.03142440023486659
Gastropoda,stage,stage2,Gorstian,Gorstian+Ludfordian,sorensen,0.8637285755704375,0.916956949801064,0.05322837423062654
Gastropoda,stage,stage2,Gorstian,Gorstian+Ludfordian,turnover,0.6489506172839506,0.7626511257358333,0.11370050845188262
Gastropoda,stage,stage2,Gorstian,Gorstian+Ludfordian,nestedness,0.21477795828648705,0.1543058240652306,-0.06047213422125644
Gastropoda,stage,stage2,Gorstian,Gorstian+Ludfordian,decay_slope,1.1587170294741475e-05,4.295625556102252e-06,-7.291544738639223e-06
Gastropoda,stage,stage2,Tournaisian,Famennian+Tournaisian,beta_jaccard,0.9004193061540476,0.9195358458012773,0.019116539647229702
Gastropoda,stage,stage2,Tournaisian,Famennian+Tournaisian,sorensen,0.8332043060141684,0.8654529265355234,0.03224862052135502
Gastropoda,stage,stage2,Tournaisian,Famennian+Tournaisian,turnover,0.4873156372578003,0.5868366658404253,0.09952102858262496
Gastropoda,stage,stage2,Tournaisian,Famennian+Tournaisian,nestedness,0.3458886687563682,0.2786162606950983,-0.06727240806126988
Gastropoda,stage,stage2,Tournaisian,Famennian+Tournaisian,decay_slope,6.1914007095815e-06,3.965793821774589e-06,-2.2256068878069103e-06
Gastropoda,stage,stage2,Visean,Visean+Serpukhovian,beta_jaccard,0.9323137747555735,0.9236365243508163,-0.008677250404757197
Gastropoda,stage,stage2,Visean,Visean+Serpukhovian,sorensen,0.883114593828901,0.8678022580666515,-0.015312335762249552
Gastropoda,stage,stage2,Visean,Visean+Serpukhovian,turnover,0.6631651452744035,0.6544805867964211,-0.00868455847798244
Gastropoda,stage,stage2,Visean,Visean+Serpukhovian,nestedness,0.21994944855449755,0.2133216712702302,-0.006627777284267361
Gastropoda,stage,stage2,Visean,Visean+Serpukhovian,decay_slope,2.2426372851964036e-06,3.5059492068713845e-06,1.2633119216749808e-06
Gastropoda,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,beta_jaccard,0.9379710257033769,0.9607605715109093,0.022789545807532452
Gastropoda,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,sorensen,0.8934695531315758,0.9319959450818371,0.03852639195026131
Gastropoda,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,turnover,0.7951369758187941,0.8649279592461411,0.06979098342734702
Gastropoda,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,nestedness,0.09833257731278183,0.06706798583569615,-0.031264591477085685
Gastropoda,stage,stage2,Rhuddanian,Hirnantian+Rhuddanian,decay_slope,6.155199247419154e-06,2.537888881451446e-06,-3.6173103659677075e-06
Gastropoda,stage,stage2,Bashkirian,Bashkirian+Moscovian,beta_jaccard,0.9552130849325272,0.9601870124335363,0.004973927501009112
Gastropoda,stage,stage2,Bashkirian,Bashkirian+Moscovian,sorensen,0.9252755528562465,0.936636845960242,0.011361293103995473
Gastropoda,stage,stage2,Bashkirian,Bashkirian+Moscovian,turnover,0.8175672114384026,0.7940571315047685,-0.023510079933634076
Gastropoda,stage,stage2,Bashkirian,Bashkirian+Moscovian,nestedness,0.10770834141784393,0.14257971445547346,0.034871373037629536
Gastropoda,stage,stage2,Bashkirian,Bashkirian+Moscovian,decay_slope,5.578665432335302e-06,5.710610023373315e-06,1.3194459103801318e-07
Gastropoda,stage,stage2,Lochkovian,Lochkovian+Pragian,beta_jaccard,0.9561832118984227,0.9564045288644334,0.0002213169660106873
Gastropoda,stage,stage2,Lochkovian,Lochkovian+Pragian,sorensen,0.9387242223087033,0.9299644474824093,-0.008759774826294087
Gastropoda,stage,stage2,Lochkovian,Lochkovian+Pragian,turnover,0.8439393939393939,0.8073487959714872,-0.036590597967906646
Gastropoda,stage,stage2,Lochkovian,Lochkovian+Pragian,nestedness,0.09478482836930932,0.12261565151092209,0.027830823141612768
Gastropoda,stage,stage2,Lochkovian,Lochkovian+Pragian,decay_slope,6.020491992733071e-06,2.6473877153582923e-06,-3.373104277374779e-06
Gastropoda,stage,stage2,Emsian,Emsian+Eifelian,beta_jaccard,0.9384541197569457,0.942080789331601,0.0036266695746552946
Gastropoda,stage,stage2,Emsian,Emsian+Eifelian,sorensen,0.9081796012444968,0.9133370837372871,0.005157482492790244
Gastropoda,stage,stage2,Emsian,Emsian+Eifelian,turnover,0.8001070181914736,0.7890253236481141,-0.0110816945433595
Gastropoda,stage,stage2,Emsian,Emsian+Eifelian,nestedness,0.1080725830530233,0.1243117600891727,0.01623917703614941
Gastropoda,stage,stage2,Emsian,Emsian+Eifelian,decay_slope,1.3371563871456114e-05,1.2199311340864332e-05,-1.1722525305917814e-06
Gastropoda,stage,stage2,Pragian,Lochkovian+Pragian,beta_jaccard,0.9617273927472663,0.9564045288644334,-0.005322863882832873
Gastropoda,stage,stage2,Pragian,Lochkovian+Pragian,sorensen,0.935907725517526,0.9299644474824093,-0.005943278035116739
Gastropoda,stage,stage2,Pragian,Lochkovian+Pragian,turnover,0.7780751640832285,0.8073487959714872,0.02927363188825871
Gastropoda,stage,stage2,Pragian,Lochkovian+Pragian,nestedness,0.15783256143429736,0.12261565151092209,-0.03521690992337527
Gastropoda,stage,stage2,Pragian,Lochkovian+Pragian,decay_slope,-1.125178638096059e-06,2.6473877153582923e-06,3.7725663534543513e-06
Gastropoda,stage,stage2,Eifelian,Emsian+Eifelian,beta_jaccard,0.971694801290458,0.942080789331601,-0.029614011958857045
Gastropoda,stage,stage2,Eifelian,Emsian+Eifelian,sorensen,0.956136804176816,0.9133370837372871,-0.042799720439528954
Gastropoda,stage,stage2,Eifelian,Emsian+Eifelian,turnover,0.8335229795909496,0.7890253236481141,-0.0444976559428355
Gastropoda,stage,stage2,Eifelian,Emsian+Eifelian,nestedness,0.1226138245858665,0.1243117600891727,0.0016979355033062
Gastropoda,stage,stage2,Eifelian,Emsian+Eifelian,decay_slope,5.161269450350296e-06,1.2199311340864332e-05,7.038041890514036e-06
Gastropoda,stage,stage2,Givetian,Givetian+Frasnian,beta_jaccard,0.9462707673506038,0.9525167956016671,0.006246028251063351
Gastropoda,stage,stage2,Givetian,Givetian+Frasnian,sorensen,0.9151830359091402,0.9263037736257423,0.011120737716602158
Gastropoda,stage,stage2,Givetian,Givetian+Frasnian,turnover,0.7075518901244982,0.7607700078591928,0.05321811773469465
Gastropoda,stage,stage2,Givetian,Givetian+Frasnian,nestedness,0.2076311457846421,0.16553376576654952,-0.04209738001809257
Gastropoda,stage,stage2,Givetian,Givetian+Frasnian,decay_slope,6.005314589916704e-06,5.333334564866407e-06,-6.719800250502972e-07
Gastropoda,stage,stage2,Frasnian,Givetian+Frasnian,beta_jaccard,0.9556332233625484,0.9525167956016671,-0.0031164277608812796
Gastropoda,stage,stage2,Frasnian,Givetian+Frasnian,sorensen,0.9241394204833899,0.9263037736257423,0.0021643531423524154
Gastropoda,stage,stage2,Frasnian,Givetian+Frasnian,turnover,0.8067577030812325,0.7607700078591928,-0.045987695222039715
Gastropoda,stage,stage2,Frasnian,Givetian+Frasnian,nestedness,0.1173817174021575,0.16553376576654952,0.04815204836439202
Gastropoda,stage,stage2,Frasnian,Givetian+Frasnian,decay_slope,3.2935911215702636e-06,5.333334564866407e-06,2.0397434432961433e-06
Gastropoda,stage,stage2,Famennian,Famennian+Tournaisian,beta_jaccard,0.9366919267562455,0.9195358458012773,-0.017156080954968123
Gastropoda,stage,stage2,Famennian,Famennian+Tournaisian,sorensen,0.8920017637384379,0.8654529265355234,-0.026548837202914455
Gastropoda,stage,stage2,Famennian,Famennian+Tournaisian,turnover,0.6541971916971917,0.5868366658404253,-0.06736052585676644
Gastropoda,stage,stage2,Famennian,Famennian+Tournaisian,nestedness,0.23780457204124625,0.2786162606950983,0.04081168865385207
Gastropoda,stage,stage2,Famennian,Famennian+Tournaisian,decay_slope,-2.1690749884180836e-06,3.965793821774589e-06,6.1348688101926725e-06
Gastropoda,stage,stage2,Kungurian,Artinskian+Kungurian,beta_jaccard,0.9695819300890955,0.9676919494670718,-0.0018899806220237236
Gastropoda,stage,stage2,Kungurian,Artinskian+Kungurian,sorensen,0.9484871877157834,0.944682108765579,-0.0038050789502044324
Gastropoda,stage,stage2,Kungurian,Artinskian+Kungurian,turnover,0.8387359115243731,0.8111219500226594,-0.02761396150171369
Gastropoda,stage,stage2,Kungurian,Artinskian+Kungurian,nestedness,0.1097512761914105,0.1335601587429199,0.02380888255150941
Gastropoda,stage,stage2,Kungurian,Artinskian+Kungurian,decay_slope,2.532970011688189e-06,1.8966751700627828e-06,-6.362948416254063e-07
Gastropoda,stage,stage2,Artinskian,Artinskian+Kungurian,beta_jaccard,0.9633242880631511,0.9676919494670718,0.004367661403920753
Gastropoda,stage,stage2,Artinskian,Artinskian+Kungurian,sorensen,0.9372626089864728,0.944682108765579,0.0074194997791061645
Gastropoda,stage,stage2,Artinskian,Artinskian+Kungurian,turnover,0.7994507146292861,0.8111219500226594,0.011671235393373336
Gastropoda,stage,stage2,Artinskian,Artinskian+Kungurian,nestedness,0.1378118943571866,0.1335601587429199,-0.0042517356142666995
Gastropoda,stage,stage2,Artinskian,Artinskian+Kungurian,decay_slope,2.5034431815379086e-06,1.8966751700627828e-06,-6.067680114751257e-07
Gastropoda,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,beta_jaccard,0.9587924366367486,0.9648836997978754,0.0060912631611267365
Gastropoda,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,sorensen,0.9303601685667022,0.9409342304057622,0.010574061839059956
Gastropoda,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,turnover,0.784712689962676,0.815910484470859,0.031197794508183052
Gastropoda,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,nestedness,0.14564747860402624,0.12502374593490326,-0.020623732669122985
Gastropoda,stage,stage2,Wuchiapingian,Capitanian+Wuchiapingian,decay_slope,3.3230583916973948e-06,3.682679260379848e-06,3.596208686824534e-07
Gastropoda,stage,stage2,Wordian,Roadian+Wordian,beta_jaccard,0.9460258926231969,0.9537848073182675,0.007758914695070618
Gastropoda,stage,stage2,Wordian,Roadian+Wordian,sorensen,0.9175200615117116,0.9252607383186726,0.007740676806961
Gastropoda,stage,stage2,Wordian,Roadian+Wordian,turnover,0.8101532939994478,0.7706480768216238,-0.03950521717782396
Gastropoda,stage,stage2,Wordian,Roadian+Wordian,nestedness,0.10736676751226362,0.15461266149704878,0.04724589398478515
Gastropoda,stage,stage2,Wordian,Roadian+Wordian,decay_slope,1.0174390321133326e-05,5.54799013151527e-06,-4.626400189618056e-06
