system,realm,geological_period,clade,taxonomic_level,spatial_resolution,n_sites,n_collections,n_occurrences,gamma,median_alpha,pool_fraction,sampling_fraction,temporal_aggregation,beta_metric,beta_value,distance_decay_model,distance_decay_slope,replicate,analysis_version,time_bin,time_start_ma,time_end_ma,duration_myr
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,27,,,81,4.0,1.0,1.0,stage2,turnover,0.8104844122529467,ols_jaccard_km,,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,27,,,81,4.0,1.0,1.0,stage2,nestedness,0.1110653425889747,ols_jaccard_km,,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,41,,,115,4.0,1.0,1.0,stage2,jaccard,0.9519602451717343,ols_jaccard_km,4.381977663638642e-06,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,41,,,115,4.0,1.0,1.0,stage2,sorensen,0.9188825849892112,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,41,,,115,4.0,1.0,1.0,stage2,turnover,0.7916983037265379,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,41,,,115,4.0,1.0,1.0,stage2,nestedness,0.1271842812626732,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,28,,,87,2.5,1.0,1.0,stage2,jaccard,0.9599249452283125,ols_jaccard_km,5.841827082353227e-06,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,28,,,87,2.5,1.0,1.0,stage2,sorensen,0.9337103476973806,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,28,,,87,2.5,1.0,1.0,stage2,turnover,0.8181076639409973,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,28,,,87,2.5,1.0,1.0,stage2,nestedness,0.11560268375638323,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,17,,,44,3.0,1.0,1.0,stage2,jaccard,0.9489160447698168,ols_jaccard_km,3.508558102590486e-06,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,17,,,44,3.0,1.0,1.0,stage2,sorensen,0.9256112833043852,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,17,,,44,3.0,1.0,1.0,stage2,turnover,0.8397058823529411,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,17,,,44,3.0,1.0,1.0,stage2,nestedness,0.08590540095144404,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,86,8.5,1.0,1.0,stage2,jaccard,0.9110424119094875,ols_jaccard_km,1.9451153953682163e-05,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,86,8.5,1.0,1.0,stage2,sorensen,0.8568037783810074,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,86,8.5,1.0,1.0,stage2,turnover,0.6869693907600254,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,86,8.5,1.0,1.0,stage2,nestedness,0.1698343876209821,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,32,,,85,4.0,1.0,1.0,stage2,jaccard,0.9239667960250093,ols_jaccard_km,2.492788068497386e-06,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,32,,,85,4.0,1.0,1.0,stage2,sorensen,0.8753048098549929,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,32,,,85,4.0,1.0,1.0,stage2,turnover,0.7329166926304669,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,32,,,85,4.0,1.0,1.0,stage2,nestedness,0.142388117224526,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,59,,,176,6.0,1.0,1.0,stage2,jaccard,0.9602085817998465,ols_jaccard_km,3.5838643754664426e-06,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,59,,,176,6.0,1.0,1.0,stage2,sorensen,0.9318362384197416,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,59,,,176,6.0,1.0,1.0,stage2,turnover,0.8564046382430873,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,59,,,176,6.0,1.0,1.0,stage2,nestedness,0.07543160017665435,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,61,,,130,4.0,1.0,1.0,stage2,jaccard,0.9342496636249679,ols_jaccard_km,4.436403937861804e-06,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,61,,,130,4.0,1.0,1.0,stage2,sorensen,0.8948036753950853,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,61,,,130,4.0,1.0,1.0,stage2,turnover,0.7182034115545279,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,61,,,130,4.0,1.0,1.0,stage2,nestedness,0.17660026384055733,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,83,3.0,1.0,1.0,stage2,jaccard,0.9475692179262166,ols_jaccard_km,5.786466573364511e-06,0,paleo_v1,Sheinwoodian+Homerian,432.9,426.7,6.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,83,3.0,1.0,1.0,stage2,sorensen,0.9174689300406412,ols_jaccard_km,,0,paleo_v1,Sheinwoodian+Homerian,432.9,426.7,6.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,83,3.0,1.0,1.0,stage2,turnover,0.8080031430893501,ols_jaccard_km,,0,paleo_v1,Sheinwoodian+Homerian,432.9,426.7,6.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,83,3.0,1.0,1.0,stage2,nestedness,0.10946578695129124,ols_jaccard_km,,0,paleo_v1,Sheinwoodian+Homerian,432.9,426.7,6.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,70,5.5,1.0,1.0,stage2,jaccard,0.9303014719146077,ols_jaccard_km,1.3591932595078864e-05,0,paleo_v1,Tremadocian+Floian,486.85,471.3,15.550000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,70,5.5,1.0,1.0,stage2,sorensen,0.8887007048298295,ols_jaccard_km,,0,paleo_v1,Tremadocian+Floian,486.85,471.3,15.550000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,70,5.5,1.0,1.0,stage2,turnover,0.7558868576670434,ols_jaccard_km,,0,paleo_v1,Tremadocian+Floian,486.85,471.3,15.550000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,70,5.5,1.0,1.0,stage2,nestedness,0.13281384716278616,ols_jaccard_km,,0,paleo_v1,Tremadocian+Floian,486.85,471.3,15.550000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,39,,,129,8.0,1.0,1.0,stage2,jaccard,0.9266450870707971,ols_jaccard_km,7.83900636487047e-06,0,paleo_v1,Visean+Serpukhovian,346.7,323.4,23.30000000000001
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,39,,,129,8.0,1.0,1.0,stage2,sorensen,0.8804062670827857,ols_jaccard_km,,0,paleo_v1,Visean+Serpukhovian,346.7,323.4,23.30000000000001
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,39,,,129,8.0,1.0,1.0,stage2,turnover,0.7141595862779478,ols_jaccard_km,,0,paleo_v1,Visean+Serpukhovian,346.7,323.4,23.30000000000001
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,39,,,129,8.0,1.0,1.0,stage2,nestedness,0.16624668080483784,ols_jaccard_km,,0,paleo_v1,Visean+Serpukhovian,346.7,323.4,23.30000000000001
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,69,,,333,7.0,1.0,1.0,stage2,jaccard,0.9572271290978588,ols_jaccard_km,3.528596717998458e-06,0,paleo_v1,Aeronian+Telychian,440.5,432.9,7.600000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,69,,,333,7.0,1.0,1.0,stage2,sorensen,0.924797486523679,ols_jaccard_km,,0,paleo_v1,Aeronian+Telychian,440.5,432.9,7.600000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,69,,,333,7.0,1.0,1.0,stage2,turnover,0.7906533977647755,ols_jaccard_km,,0,paleo_v1,Aeronian+Telychian,440.5,432.9,7.600000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,69,,,333,7.0,1.0,1.0,stage2,nestedness,0.13414408875890366,ols_jaccard_km,,0,paleo_v1,Aeronian+Telychian,440.5,432.9,7.600000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,80,,,535,19.5,1.0,1.0,stage2,jaccard,0.9590513282199232,ols_jaccard_km,2.895946775827875e-06,0,paleo_v1,Artinskian+Kungurian,290.1,274.4,15.700000000000044
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,80,,,535,19.5,1.0,1.0,stage2,sorensen,0.926211797714183,ols_jaccard_km,,0,paleo_v1,Artinskian+Kungurian,290.1,274.4,15.700000000000044
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,80,,,535,19.5,1.0,1.0,stage2,turnover,0.8334224545926009,ols_jaccard_km,,0,paleo_v1,Artinskian+Kungurian,290.1,274.4,15.700000000000044
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,80,,,535,19.5,1.0,1.0,stage2,nestedness,0.09278934312158219,ols_jaccard_km,,0,paleo_v1,Artinskian+Kungurian,290.1,274.4,15.700000000000044
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,67,,,388,12.0,1.0,1.0,stage2,jaccard,0.9540741920063578,ols_jaccard_km,3.58880254110028e-06,0,paleo_v1,Asselian+Sakmarian,298.9,290.1,8.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,67,,,388,12.0,1.0,1.0,stage2,sorensen,0.9183677551975709,ols_jaccard_km,,0,paleo_v1,Asselian+Sakmarian,298.9,290.1,8.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,67,,,388,12.0,1.0,1.0,stage2,turnover,0.8162206410621267,ols_jaccard_km,,0,paleo_v1,Asselian+Sakmarian,298.9,290.1,8.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,67,,,388,12.0,1.0,1.0,stage2,nestedness,0.10214711413544404,ols_jaccard_km,,0,paleo_v1,Asselian+Sakmarian,298.9,290.1,8.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,227,10.0,1.0,1.0,stage2,jaccard,0.9445173454654193,ols_jaccard_km,5.089627818285889e-06,0,paleo_v1,Bashkirian+Moscovian,323.4,307.0,16.399999999999977
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,227,10.0,1.0,1.0,stage2,sorensen,0.9030599805027191,ols_jaccard_km,,0,paleo_v1,Bashkirian+Moscovian,323.4,307.0,16.399999999999977
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,227,10.0,1.0,1.0,stage2,turnover,0.8100378623962868,ols_jaccard_km,,0,paleo_v1,Bashkirian+Moscovian,323.4,307.0,16.399999999999977
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,227,10.0,1.0,1.0,stage2,nestedness,0.09302211810643203,ols_jaccard_km,,0,paleo_v1,Bashkirian+Moscovian,323.4,307.0,16.399999999999977
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,85,,,514,13.0,1.0,1.0,stage2,jaccard,0.9613363909841585,ols_jaccard_km,4.6167768637084635e-06,0,paleo_v1,Capitanian+Wuchiapingian,264.28,254.14,10.139999999999986
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,85,,,514,13.0,1.0,1.0,stage2,sorensen,0.9324784178731832,ols_jaccard_km,,0,paleo_v1,Capitanian+Wuchiapingian,264.28,254.14,10.139999999999986
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,85,,,514,13.0,1.0,1.0,stage2,turnover,0.8264744022425717,ols_jaccard_km,,0,paleo_v1,Capitanian+Wuchiapingian,264.28,254.14,10.139999999999986
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,85,,,514,13.0,1.0,1.0,stage2,nestedness,0.10600401563061153,ols_jaccard_km,,0,paleo_v1,Capitanian+Wuchiapingian,264.28,254.14,10.139999999999986
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,33,,,305,17.0,1.0,1.0,stage2,jaccard,0.936967865262358,ols_jaccard_km,1.1140624156437214e-05,0,paleo_v1,Changhsingian,254.14,251.902,2.2379999999999995
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,33,,,305,17.0,1.0,1.0,stage2,sorensen,0.892240917339862,ols_jaccard_km,,0,paleo_v1,Changhsingian,254.14,251.902,2.2379999999999995
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,33,,,305,17.0,1.0,1.0,stage2,turnover,0.7432752328590732,ols_jaccard_km,,0,paleo_v1,Changhsingian,254.14,251.902,2.2379999999999995
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,33,,,305,17.0,1.0,1.0,stage2,nestedness,0.14896568448078878,ols_jaccard_km,,0,paleo_v1,Changhsingian,254.14,251.902,2.2379999999999995
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,86,,,436,10.0,1.0,1.0,stage2,jaccard,0.9678480987569131,ols_jaccard_km,3.4591065076165964e-06,0,paleo_v1,Dapingian+Darriwilian,471.3,458.2,13.100000000000025
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,86,,,436,10.0,1.0,1.0,stage2,sorensen,0.9443297630495973,ols_jaccard_km,,0,paleo_v1,Dapingian+Darriwilian,471.3,458.2,13.100000000000025
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,86,,,436,10.0,1.0,1.0,stage2,turnover,0.8614555220211426,ols_jaccard_km,,0,paleo_v1,Dapingian+Darriwilian,471.3,458.2,13.100000000000025
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,86,,,436,10.0,1.0,1.0,stage2,nestedness,0.08287424102845471,ols_jaccard_km,,0,paleo_v1,Dapingian+Darriwilian,471.3,458.2,13.100000000000025
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,585,12.0,1.0,1.0,stage2,jaccard,0.959498317724883,ols_jaccard_km,5.206069666798255e-06,0,paleo_v1,Emsian+Eifelian,410.62,387.95,22.670000000000016
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,585,12.0,1.0,1.0,stage2,sorensen,0.9314379680975089,ols_jaccard_km,,0,paleo_v1,Emsian+Eifelian,410.62,387.95,22.670000000000016
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,585,12.0,1.0,1.0,stage2,turnover,0.8412718341222666,ols_jaccard_km,,0,paleo_v1,Emsian+Eifelian,410.62,387.95,22.670000000000016
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,585,12.0,1.0,1.0,stage2,nestedness,0.0901661339752425,ols_jaccard_km,,0,paleo_v1,Emsian+Eifelian,410.62,387.95,22.670000000000016
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,341,10.5,1.0,1.0,stage2,jaccard,0.9488663277573923,ols_jaccard_km,1.9103292188190297e-06,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,341,10.5,1.0,1.0,stage2,sorensen,0.9110697394547116,ols_jaccard_km,,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,341,10.5,1.0,1.0,stage2,turnover,0.7932990325248399,ols_jaccard_km,,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,56,,,341,10.5,1.0,1.0,stage2,nestedness,0.11777070692987172,ols_jaccard_km,,0,paleo_v1,Famennian+Tournaisian,372.15,346.7,25.44999999999999
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,44,2.0,1.0,1.0,stage2,jaccard,0.9341845028609734,ols_jaccard_km,7.34864803441166e-06,0,paleo_v1,Fortunian+Stage 2,538.8,521.0,17.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,44,2.0,1.0,1.0,stage2,sorensen,0.9054073642502435,ols_jaccard_km,,0,paleo_v1,Fortunian+Stage 2,538.8,521.0,17.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,44,2.0,1.0,1.0,stage2,turnover,0.85,ols_jaccard_km,,0,paleo_v1,Fortunian+Stage 2,538.8,521.0,17.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,44,2.0,1.0,1.0,stage2,nestedness,0.05540736425024351,ols_jaccard_km,,0,paleo_v1,Fortunian+Stage 2,538.8,521.0,17.799999999999955
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,76,,,372,11.0,1.0,1.0,stage2,jaccard,0.9439434965379734,ols_jaccard_km,3.8711760875322e-06,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,76,,,372,11.0,1.0,1.0,stage2,sorensen,0.9032567370903203,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,76,,,372,11.0,1.0,1.0,stage2,turnover,0.7505722262131307,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,76,,,372,11.0,1.0,1.0,stage2,nestedness,0.15268451087718943,ols_jaccard_km,,0,paleo_v1,Givetian+Frasnian,387.95,372.15,15.800000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,52,,,293,12.0,1.0,1.0,stage2,jaccard,0.9399295221692835,ols_jaccard_km,3.147586807421628e-06,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,52,,,293,12.0,1.0,1.0,stage2,sorensen,0.8945938298712148,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,52,,,293,12.0,1.0,1.0,stage2,turnover,0.763101525705505,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,52,,,293,12.0,1.0,1.0,stage2,nestedness,0.13149230416570978,ols_jaccard_km,,0,paleo_v1,Gorstian+Ludfordian,426.7,422.7,4.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,27,,,52,3.0,1.0,1.0,stage2,jaccard,0.941668979425985,ols_jaccard_km,5.216977620958905e-06,0,paleo_v1,Guzhangian+Paibian,500.5,494.2,6.300000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,27,,,52,3.0,1.0,1.0,stage2,sorensen,0.9140303856861227,ols_jaccard_km,,0,paleo_v1,Guzhangian+Paibian,500.5,494.2,6.300000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,27,,,52,3.0,1.0,1.0,stage2,turnover,0.8576522401308725,ols_jaccard_km,,0,paleo_v1,Guzhangian+Paibian,500.5,494.2,6.300000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,27,,,52,3.0,1.0,1.0,stage2,nestedness,0.056378145555250066,ols_jaccard_km,,0,paleo_v1,Guzhangian+Paibian,500.5,494.2,6.300000000000011
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,47,,,271,10.0,1.0,1.0,stage2,jaccard,0.9409950363317728,ols_jaccard_km,3.2326267173460977e-06,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,47,,,271,10.0,1.0,1.0,stage2,sorensen,0.8973730579759115,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,47,,,271,10.0,1.0,1.0,stage2,turnover,0.755698170507085,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,47,,,271,10.0,1.0,1.0,stage2,nestedness,0.1416748874688265,ols_jaccard_km,,0,paleo_v1,Hirnantian+Rhuddanian,445.2,440.5,4.699999999999989
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,88,3.5,1.0,1.0,stage2,jaccard,0.9372100727559629,ols_jaccard_km,1.115481507523697e-06,0,paleo_v1,Jiangshanian+Stage 10,494.2,486.85,7.349999999999966
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,88,3.5,1.0,1.0,stage2,sorensen,0.9009077338904885,ols_jaccard_km,,0,paleo_v1,Jiangshanian+Stage 10,494.2,486.85,7.349999999999966
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,88,3.5,1.0,1.0,stage2,turnover,0.7945222533457826,ols_jaccard_km,,0,paleo_v1,Jiangshanian+Stage 10,494.2,486.85,7.349999999999966
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,40,,,88,3.5,1.0,1.0,stage2,nestedness,0.10638548054470566,ols_jaccard_km,,0,paleo_v1,Jiangshanian+Stage 10,494.2,486.85,7.349999999999966
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,30,,,176,5.5,1.0,1.0,stage2,jaccard,0.945333094052176,ols_jaccard_km,7.592613638616386e-06,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,30,,,176,5.5,1.0,1.0,stage2,sorensen,0.9091912859989315,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,30,,,176,5.5,1.0,1.0,stage2,turnover,0.7798012545724474,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,30,,,176,5.5,1.0,1.0,stage2,nestedness,0.12939003142648403,ols_jaccard_km,,0,paleo_v1,Kasimovian+Gzhelian,307.0,298.9,8.100000000000023
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,65,,,428,18.0,1.0,1.0,stage2,jaccard,0.9406534587079292,ols_jaccard_km,1.7924002471690419e-06,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,65,,,428,18.0,1.0,1.0,stage2,sorensen,0.8960137451123336,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,65,,,428,18.0,1.0,1.0,stage2,turnover,0.7831520159546227,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,65,,,428,18.0,1.0,1.0,stage2,nestedness,0.1128617291577109,ols_jaccard_km,,0,paleo_v1,Lochkovian+Pragian,419.62,410.62,9.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,81,,,516,19.0,1.0,1.0,stage2,jaccard,0.9507161746927948,ols_jaccard_km,4.936869622676923e-06,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,81,,,516,19.0,1.0,1.0,stage2,sorensen,0.9128871708624187,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,81,,,516,19.0,1.0,1.0,stage2,turnover,0.825759716785684,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,81,,,516,19.0,1.0,1.0,stage2,nestedness,0.08712745407673456,ols_jaccard_km,,0,paleo_v1,Roadian+Wordian,274.4,264.28,10.120000000000005
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,551,17.0,1.0,1.0,stage2,jaccard,0.9442593641078503,ols_jaccard_km,4.502198852333167e-06,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,551,17.0,1.0,1.0,stage2,sorensen,0.9021074811531854,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,551,17.0,1.0,1.0,stage2,turnover,0.7604145252925583,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
paleozoic_marine,marine,Paleozoic,Brachiopoda,genus,10,100,,,551,17.0,1.0,1.0,stage2,nestedness,0.1416929558606272,ols_jaccard_km,,0,paleo_v1,Sandbian+Katian,458.2,445.2,13.0
