time,pressure
0.0,242.99185180664062
0.002,242.99185180664062
0.004,243.97933959960938
0.006,242.99185180664062
0.008,242.99185180664062
0.01,242.99185180664062
0.012,242.99185180664062
0.014,243.97933959960938
0.016,242.99185180664062
0.018000000000000002,242.99185180664062
0.02,242.99185180664062
0.022,242.99185180664062
0.024,242.99185180664062
0.026000000000000002,242.99185180664062
0.028,242.99185180664062
0.03,242.99185180664062
0.032,242.99185180664062
0.034,242.00442504882812
0.036000000000000004,242.00442504882812
0.038,242.99185180664062
0.04,242.00442504882812
0.042,242.99185180664062
0.044,242.99185180664062
0.046,242.00442504882812
0.048,242.00442504882812
0.05,242.00442504882812
0.052000000000000005,242.00442504882812
0.054,242.00442504882812
0.056,242.00442504882812
0.058,242.00442504882812
0.06,242.00442504882812
0.062,241.01693725585938
0.064,242.00442504882812
0.066,242.00442504882812
0.068,241.01693725585938
0.07,242.00442504882812
0.07200000000000001,242.00442504882812
0.074,242.00442504882812
0.076,242.00442504882812
0.078,241.01693725585938
0.08,241.01693725585938
0.082,242.00442504882812
0.084,241.01693725585938
0.08600000000000001,241.01693725585938
0.088,242.00442504882812
0.09,241.01693725585938
0.092,241.01693725585938
0.094,241.01693725585938
0.096,241.01693725585938
0.098,241.01693725585938
0.1,241.01693725585938
0.10200000000000001,241.01693725585938
0.10400000000000001,241.01693725585938
0.106,241.01693725585938
0.108,241.01693725585938
0.11,241.01693725585938
0.112,241.01693725585938
0.114,241.01693725585938
0.116,241.01693725585938
0.11800000000000001,240.02951049804688
0.12,241.01693725585938
0.122,240.02951049804688
0.124,241.01693725585938
0.126,241.01693725585938
0.128,240.02951049804688
0.13,240.02951049804688
0.132,240.02951049804688
0.134,240.02951049804688
0.136,240.02951049804688
0.138,240.02951049804688
0.14,240.02951049804688
0.14200000000000002,240.02951049804688
0.14400000000000002,239.04202270507812
0.146,240.02951049804688
0.148,240.02951049804688
0.15,240.02951049804688
0.152,240.02951049804688
0.154,239.04202270507812
0.156,240.02951049804688
0.158,239.04202270507812
0.16,240.02951049804688
0.162,240.02951049804688
0.164,239.04202270507812
0.166,239.04202270507812
0.168,239.04202270507812
0.17,239.04202270507812
0.17200000000000001,239.04202270507812
0.17400000000000002,239.04202270507812
0.176,239.04202270507812
0.178,240.02951049804688
0.18,239.04202270507812
0.182,239.04202270507812
0.184,238.05459594726562
0.186,239.04202270507812
0.188,239.04202270507812
0.19,238.05459594726562
0.192,238.05459594726562
0.194,239.04202270507812
0.196,238.05459594726562
0.198,238.05459594726562
0.2,238.05459594726562
0.202,239.04202270507812
0.20400000000000001,239.04202270507812
0.20600000000000002,239.04202270507812
0.20800000000000002,238.05459594726562
0.21,238.05459594726562
0.212,238.05459594726562
0.214,238.05459594726562
0.216,239.04202270507812
0.218,238.05459594726562
0.22,238.05459594726562
0.222,238.05459594726562
0.224,238.05459594726562
0.226,238.05459594726562
0.228,238.05459594726562
0.23,238.05459594726562
0.232,238.05459594726562
0.234,238.05459594726562
0.23600000000000002,238.05459594726562
0.23800000000000002,238.05459594726562
0.24,238.05459594726562
0.242,238.05459594726562
0.244,238.05459594726562
0.246,238.05459594726562
0.248,238.05459594726562
0.25,239.04202270507812
0.252,238.05459594726562
0.254,238.05459594726562
0.256,238.05459594726562
0.258,238.05459594726562
0.26,238.05459594726562
0.262,238.05459594726562
0.264,238.05459594726562
0.266,237.06710815429688
0.268,238.05459594726562
0.27,238.05459594726562
0.272,238.05459594726562
0.274,238.05459594726562
0.276,238.05459594726562
0.278,238.05459594726562
