distance_km,beta_predator,beta_herbivore,delta_beta
50.0,0.8560260969878465,0.9045409445008653,-0.04851484751301882
150.0,0.9275500530222248,0.9513262962515889,-0.023776243229364113
250.0,0.9353215867823763,0.9524486630002347,-0.01712707621785836
350.0,0.942727736112244,0.9552331192640098,-0.012505383151765748
450.0,0.9551974504076495,0.9635075213742027,-0.008310070966553229
550.0,0.9614161590410545,0.9768957378733568,-0.015479578832302332
650.0,0.9500107721521287,0.9678912773454698,-0.017880505193341056
750.0,0.9413193036980869,0.9664259875351338,-0.02510668383704684
850.0,0.9220644034595229,0.9687472041499713,-0.04668280069044839
950.0,0.9339152325256325,0.9724071056400755,-0.03849187311444302
1050.0,0.9525815316417433,0.970553772232109,-0.01797224059036573
1150.0,0.9640735415848595,0.9714833548740687,-0.0074098132892091995
1250.0,0.9644909217515135,0.9690648044284448,-0.004573882676931262
1350.0,0.9628491487769432,0.9732895073251351,-0.01044035854819192
1450.0,0.9579145642337703,0.9730954092958269,-0.015180845062056636
1550.0,0.9537723130700096,0.9780475616357822,-0.024275248565772567
1650.0,0.9323534005095213,0.9769647036929019,-0.04461130318338058
1750.0,0.9405678954554322,0.9771650900133739,-0.03659719455794175
1850.0,0.9513139780378004,0.9695323734066823,-0.018218395368881923
1950.0,0.9384178237476346,0.971681314785294,-0.033263491037659354
2050.0,0.9403940829594862,0.9783721972025095,-0.03797811424302322
2150.0,0.9447773237447906,0.9752522325165313,-0.03047490877174064
2250.0,0.9543128956276107,0.9720582136720266,-0.017745318044415925
2350.0,0.9677198799655614,0.9713951713183839,-0.0036752913528225184
2450.0,0.97466941486053,0.9699270876155823,0.004742327244947719
2550.0,0.973206945760795,0.9686427513417023,0.004564194419092726
2650.0,0.9618930311238003,0.9701367701526898,-0.00824373902888953
2750.0,0.9655095666585218,0.9689219432883975,-0.003412376629875702
2850.0,0.9469946565608413,0.9688799568379095,-0.021885300277068254
2950.0,0.9570417432377193,0.9701174732057842,-0.013075729968064942
3050.0,0.9774910238236558,0.9739789257683023,0.003512098055353574
3150.0,0.9601325133699234,0.9796683569164888,-0.019535843546565346
3250.0,0.9649270072004313,0.9767855190204036,-0.011858511819972217
3350.0,0.980382424982425,0.9781188743046512,0.00226355067777384
3450.0,0.9629558513709168,0.9804318102996993,-0.01747595892878251
3550.0,0.9387352986148166,0.977875147402474,-0.039139848787657416
3650.0,0.9567648358260653,0.9804644754355776,-0.02369963960951227
3750.0,0.9457410585903903,0.9771362019810746,-0.03139514339068439
3850.0,0.9676904033784768,0.9755911025207189,-0.007900699142242118
3950.0,0.9764716910386202,0.9799739213014353,-0.0035022302628151536
4050.0,0.9234972677595629,0.9797840575385387,-0.05628678977897583
4150.0,0.9584478021978022,0.9859751220579341,-0.027527319860131905
4250.0,0.9680018275967103,0.9927843960058834,-0.024782568409173145
4350.0,0.9505150378971134,0.9913549106593811,-0.04083987276226764
4450.0,0.9896233120113717,0.9964557140992051,-0.006832402087833422
4550.0,0.9964788732394366,0.9900877161249542,0.00639115711448246
4650.0,1.0,0.9883823826236818,0.011617617376318168
4750.0,0.9495976631393298,0.9936977865066987,-0.044100123367368904
4850.0,0.9895833333333334,0.9946591003305246,-0.005075766997191256
4950.0,0.9854838709677419,0.9833752470301429,0.00210862393759903
5050.0,0.7972458268754564,0.9926879369551926,-0.19544211007973622
5150.0,1.0,0.9987661194059543,0.001233880594045722
5250.0,1.0,0.9954801537473227,0.0045198462526773175
5350.0,0.9945054945054945,0.9986872411214517,-0.00418174661595716
5450.0,1.0,0.9913930389582173,0.008606961041782712
5550.0,1.0,0.9925363835725678,0.007463616427432207
5650.0,1.0,0.9920117011701169,0.007988298829883056
5750.0,,1.0,
5850.0,1.0,,
5950.0,,1.0,
6050.0,1.0,1.0,0.0
6150.0,1.0,1.0,0.0
6250.0,1.0,1.0,0.0
6350.0,,1.0,
6450.0,,1.0,
6550.0,1.0,1.0,0.0
6650.0,,1.0,
6750.0,1.0,1.0,0.0
6850.0,1.0,1.0,0.0
7250.0,,1.0,
7350.0,1.0,1.0,0.0
7450.0,1.0,1.0,0.0
