pop1,pop2,region1,region2,continent1,continent2,dataset1,dataset2,n1,n2,nean_corr,deni_corr,nean_spearman,deni_spearman,nean_cosine,deni_cosine,nean_full_corr,deni_full_corr,nean_jaccard,deni_jaccard,nean_nonzero_union_bins,deni_nonzero_union_bins,geo_dist_km,same_dataset,same_continent,any_admixed,max_admix_eur
Adygei,CHB,EUROPE,EAST_ASIA,EUR,EAS,HGDP,1000 Genomes,16,103,0.30901307621530566,0.3009737833760401,0.16388345253545256,-0.06078907242026261,0.5853456854820251,0.45010149478912354,0.45205413034297154,0.426682893458028,0.5779868833761049,0.21095152603231598,3507,1114,6079.195425119666,0,0,0,0.0
Adygei,CHS,EUROPE,EAST_ASIA,EUR,EAS,HGDP,1000 Genomes,16,163,0.2938894756109737,0.3037117389825046,0.1420975221200552,-0.07172524971379585,0.5758683681488037,0.44973835349082947,0.4399507375811033,0.42660106707687917,0.5522260273972602,0.19409660107334525,3504,1118,6936.957870234296,0,0,0,0.0
Adygei,CLM,EUROPE,AMERICA,EUR,AMR,HGDP,1000 Genomes,16,132,0.7630448863837306,0.6223512453723814,0.6792450072541029,0.2158161140992626,0.870110809803009,0.7216268181800842,0.8213481932474279,0.7112480855972512,0.7204826199367997,0.34260429835651074,3481,791,11504.650474292046,0,0,1,0.57
Adygei,Cambodian,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,9,0.24629693697565674,0.07836825393231078,0.08489936663337402,-0.33378363347849904,0.5761315226554871,0.3788173496723175,0.440041016231799,0.352164737686643,0.49797065251326883,0.20242914979757085,3203,741,7139.499405384067,1,0,0,0.0
Adygei,Colombian,EUROPE,AMERICA,EUR,AMR,HGDP,HGDP,16,7,0.2525998442453206,0.06077176822800136,0.12627018123791708,-0.3904432478431374,0.5501121878623962,0.3673854172229767,0.4408535503865982,0.34946119423454597,0.4011850819100732,0.19672131147540983,2869,488,11868.862853510469,1,0,0,0.0
Adygei,Dai,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,9,0.21347571107018373,0.03676462174392498,0.03882184394090495,-0.3692588917190757,0.5499542951583862,0.3575948476791382,0.4145627485919857,0.3325876716189683,0.46830985915492956,0.20673813169984687,3124,653,6033.328912264243,1,0,0,0.0
Adygei,Daur,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,9,0.2604304989195592,0.11904048383802164,0.09880959232454968,-0.3754108135064504,0.5823302865028381,0.4081258177757263,0.4544757954663654,0.38531130312318496,0.5009646302250804,0.21951219512195122,3110,656,6109.68990663071,1,0,0,0.0
Adygei,Druze,EUROPE,MIDDLE_EAST,EUR,WAS,HGDP,HGDP,16,42,0.7791902101040097,0.6596108552553217,0.6838909822051187,0.16765292739664847,0.8809903264045715,0.7654486894607544,0.8396379551294448,0.7578003334777788,0.7259466170080695,0.36923076923076925,3222,585,1390.018476201197,1,0,0,0.0
Adygei,FIN,EUROPE,EUROPE,EUR,EUR,HGDP,1000 Genomes,16,99,0.7862162011791316,0.6667102699973526,0.705210676131202,0.2866057960567718,0.8835141658782959,0.7602255344390869,0.8404614669986098,0.7516781936341099,0.7403395784543325,0.3898305084745763,3416,708,2082.7816083525504,0,1,0,0.0
Adygei,French,EUROPE,EUROPE,EUR,EUR,HGDP,HGDP,16,28,0.7717842603010742,0.6792665234672425,0.6813257172849831,0.23118998693447404,0.8799397945404053,0.7876754403114319,0.8379944143374344,0.7813586871227622,0.7321258341277407,0.4239350912778905,3147,493,2951.09409515944,1,1,0,0.0
Adygei,GBR,EUROPE,EUROPE,EUR,EUR,HGDP,1000 Genomes,16,91,0.8093433645183244,0.7118881710481887,0.7389950740842145,0.3193949122781913,0.8962659239768982,0.7967085838317871,0.85874535501141,0.7901000244941541,0.7380810488676997,0.42045454545454547,3356,616,3041.8394956941547,0,1,0,0.0
Adygei,GIH,EUROPE,CENTRAL_SOUTH_ASIA,EUR,SAS,HGDP,1000 Genomes,16,103,0.6591434345615984,0.49727039585172167,0.6102034071411936,0.19696261964962436,0.8054830431938171,0.5794489979743958,0.729438288673905,0.5606097539409822,0.6757615894039735,0.19451697127937337,3775,1532,3804.010726530067,0,0,0,0.0
Adygei,Han,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,33,0.26504943071489245,0.25789641534195035,0.09910679364758504,-0.17718246967634227,0.5706179738044739,0.45334067940711975,0.43440774224647144,0.4307801056422764,0.5300808141275067,0.2191780821917808,3341,876,6079.195425119666,1,0,0,0.0
Adygei,Hazara,EUROPE,CENTRAL_SOUTH_ASIA,EUR,SAS,HGDP,HGDP,16,19,0.5655126862783358,0.4969758890721395,0.4549466715782234,-0.01929273867665129,0.7725189328193665,0.6427821516990662,0.6867476358646508,0.6283576229572484,0.6944444444444444,0.29028132992327366,3312,782,2553.638689412287,1,0,0,0.0
Adygei,Hezhen,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,9,0.23921700843787175,0.04241661204922055,0.056285813371893645,-0.37555938440283104,0.5683777332305908,0.3696725070476532,0.43668920742852135,0.34534244499847466,0.49279077218840117,0.21711568938193343,3121,631,6659.465060871265,1,0,0,0.0
Adygei,IBS,EUROPE,EUROPE,EUR,EUR,HGDP,1000 Genomes,16,157,0.8126878518031105,0.7326673268820527,0.7465548408246525,0.329977677938212,0.8952736854553223,0.8005419969558716,0.8575162575416294,0.7939017695637002,0.7247255921432698,0.35567715458276333,3462,731,3611.7199682765627,0,1,0,0.0
Adygei,ITU,EUROPE,CENTRAL_SOUTH_ASIA,EUR,SAS,HGDP,1000 Genomes,16,107,0.6138865330447799,0.4908864010460495,0.5622550461760595,0.1875478671887511,0.7773547172546387,0.5660374760627747,0.690273902952045,0.5463732067440317,0.6646644032384434,0.1776738749269433,3829,1711,5167.712775115597,0,0,0,0.0
Adygei,JPT,EUROPE,EAST_ASIA,EUR,EAS,HGDP,1000 Genomes,16,104,0.29568232781326026,0.2990449819936133,0.1271640141533579,-0.08918278882266154,0.5817729830741882,0.4575273096561432,0.4472751535220743,0.4353346627732183,0.5396641574985525,0.2051536174430129,3454,1009,7989.949439715984,0,0,0,0.0
Adygei,Japanese,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,27,0.26128112039280726,0.2102210018232538,0.08282442126169022,-0.20457225726349665,0.5694859027862549,0.43373361229896545,0.43461479311385165,0.4113695931526578,0.5113670809336163,0.23106546854942234,3299,779,7989.949439715984,1,0,0,0.0
Adygei,KHV,EUROPE,EAST_ASIA,EUR,EAS,HGDP,1000 Genomes,16,122,0.309061858564529,0.33456976716233666,0.17719578716565257,-0.018152733420252865,0.5800589323043823,0.45928406715393066,0.443922034134404,0.4361488012270494,0.5780989438576987,0.19732704402515724,3598,1272,6875.367038822714,0,0,0,0.0
Adygei,Kalash,EUROPE,CENTRAL_SOUTH_ASIA,EUR,SAS,HGDP,HGDP,16,22,0.6231816217871856,0.4432600052663448,0.48866927540636,-0.08375603557998858,0.8001137375831604,0.6229104995727539,0.7319888485940218,0.6090777154649886,0.6588650208400129,0.30757097791798105,3119,634,2831.183543556562,1,0,0,0.0
Adygei,Karitiana,EUROPE,AMERICA,EUR,AMR,HGDP,HGDP,16,12,0.2679628653552122,0.07601794902179325,0.13674906407272883,-0.3541568231829417,0.552506685256958,0.36641669273376465,0.4477361188466009,0.3496191251125823,0.40482855143456964,0.18867924528301888,2858,477,11813.74095627191,1,0,0,0.0
Adygei,Lahu,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,8,0.2066934241208804,0.1039914542458897,0.03953787014156573,-0.36650147139703915,0.5465539693832397,0.40485653281211853,0.4111976683185089,0.38212892558639705,0.45325596389426176,0.2220472440944882,3102,635,5965.637093543237,1,0,0,0.0
Adygei,MXL,EUROPE,AMERICA,EUR,AMR,HGDP,1000 Genomes,16,97,0.6341545635715968,0.5081512241360376,0.5675438265777143,0.13280954478526988,0.7986031174659729,0.6432849168777466,0.7257533306942112,0.6302002515786373,0.7303172737955347,0.36693548387096775,3404,744,11542.587853839503,0,0,1,0.48
Adygei,Makrani,EUROPE,CENTRAL_SOUTH_ASIA,EUR,SAS,HGDP,HGDP,16,25,0.7507425287523369,0.6725708699581657,0.6394334487931929,0.051675459931339617,0.8691877722740173,0.7612634301185608,0.8206972538196111,0.7522416286869692,0.7075327843854834,0.27692307692307694,3279,780,2911.8101837960858,1,0,0,0.0
Adygei,Maya,EUROPE,AMERICA,EUR,AMR,HGDP,HGDP,16,21,0.3397119160979422,0.18940679448439043,0.2265067094277003,-0.2459024091701873,0.6167910099029541,0.4498380124568939,0.5087053657383722,0.43206651087123515,0.5798485347382285,0.2816399286987522,3037,561,11448.97661976826,1,0,0,0.0
Adygei,Miao,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,10,0.22761045848494213,0.09299865103401234,0.05194822162045836,-0.33913111434149285,0.5578706860542297,0.3922787606716156,0.42454321977036236,0.3687639935155525,0.4845097412967103,0.2183206106870229,3131,655,6328.125270307503,1,0,0,0.0
Adygei,Mongolian,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,9,0.2681455475645166,0.11776784548159067,0.1098617831140512,-0.3181213874104948,0.5910221338272095,0.43006643652915955,0.46232067223128387,0.407021491016034,0.5199616735867135,0.24960998439937598,3131,641,5043.549723148068,1,0,0,0.0
Adygei,Mozabite,EUROPE,MIDDLE_EAST,EUR,WAS,HGDP,HGDP,16,27,0.658442963576795,0.4712807902231518,0.5334619683752332,-0.03729505608506275,0.8099520802497864,0.6325549483299255,0.7532068675575836,0.622913755175073,0.6509686038744155,0.29012345679012347,2994,486,3394.2719679488155,1,0,0,0.0
Adygei,Naxi,EUROPE,EAST_ASIA,EUR,EAS,HGDP,HGDP,16,8,0.22094103131318935,0.07169476730317076,0.05019973906325747,-0.40378164203391925,0.5592278838157654,0.37985968589782715,0.4240289242009585,0.35517119397457486,0.47245355541319667,0.19225037257824143,3122,671,5616.30704460543,1,0,0,0.0
