occurrence_no,collection_no,collection_name,identified_name,identified_rank,accepted_name,accepted_rank,genus,family,class,guild,diet,lng,lat,Systems_tract,early_interval,late_interval,max_ma,min_ma,state,county,formation,member,abund_value,abund_unit,taxon,resolution
481934,48148,"Cope Quarry VII, Cope's Nipple",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
1563927,48154,Cope Quarry XII,aff. Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.2397,38.5527,5.0,Early Tithonian,,150.8,145.0,Colorado,Fremont,Morrison,,,,Camarasaurus,genus
1398111,70029,Masonville locality,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.210831,40.487499,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Larimer,Morrison,,,,Camarasaurus,genus
558004,57913,Rainbow Park microsite (DNM 96),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.1651,40.504601,5.0,Tithonian,,152.1,145.0,Utah,Uintah,Morrison,Brushy Basin,,,Camarasaurus,genus
408733,39337,"Quarry 1A, Como Bluff (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.079803,41.878601,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408070,39253,"Quarry 13, Como Bluff (YPM)",Morosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,2.0,individuals,Camarasaurus,genus
408077,39253,"Quarry 13, Como Bluff (YPM)",Morosaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
1598447,74663,Cottonwood Creek Dinosaur Trail (Tate-UW),Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.740685,42.520729,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Wyoming,Natrona,Morrison,,1.0,individuals,Camarasaurus,genus
1033191,126540,Dana Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Camarasaurus,genus
560972,58510,Poison Creek Quarry (MSM),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.778,44.087002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,Brushy Basin,4.0,individuals,Camarasaurus,genus
467533,46460,Howe Quarry,Morosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,4.0,individuals,Camarasaurus,genus
591708,62561,Red Canyon Ranch,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.814163,44.632221,5.0,Late Jurassic,,163.5,145.0,Wyoming,Big Horn,Morrison,,,,Camarasaurus,genus
467549,46465,Howe-Stephens Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
541901,39344,"Quarry 5, Como Bluff (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.078903,41.878601,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408852,39370,"Quarry 12, Como Bluff (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.1073,41.8825,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
491438,49628,Louise Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,1.0,individuals,Camarasaurus,genus
491442,49627,Nail Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,2.0,individuals,Camarasaurus,genus
408772,12816,"Quarry 9, Como Bluff (YPM)",Morosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,,,Camarasaurus,genus
408761,39347,"Quarry 8, Como Bluff (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.021599,41.893101,6.0,Tithonian,,152.1,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408748,39342,"Quarry 4, Como Bluff (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.982803,41.9077,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
536374,55483,AMNH Stego 99 Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.310997,41.951698,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,2.0,individuals,Camarasaurus,genus
562994,56654,Ninemile Hill,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.145699,41.98,6.0,Early Tithonian,,150.8,145.0,Wyoming,Carbon,Morrison,Brushy Basin,,,Camarasaurus,genus
219972,22648,Bone Cabin Quarry (AMNH),Morosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,9.0,individuals,Camarasaurus,genus
1189695,57894,Freezeout Hills Quarry 6 (FMNH),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.390556,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,,,Camarasaurus,genus
702803,75453,"Zane Quarry, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.85611,42.196388,6.0,Kimmeridgian,,157.3,152.1,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
491460,49633,"Parker's Mystery Locality, Hot Springs (SDSM V381)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.409698,43.409801,6.0,Kimmeridgian,Tithonian,157.3,145.0,South Dakota,Fall River,Morrison,,2.0,specimens,Camarasaurus,genus
625872,55320,"Something Interesting Quarry (SI), unit 1",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.184586,43.622528,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Hot Springs,Morrison,,1.0,,Camarasaurus,genus
220056,22678,"RB Quarry, Warm Springs Ranch",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.199997,43.630001,6.0,Late Kimmeridgian,Tithonian,155.7,145.0,Wyoming,Hot Spings,Morrison,,1.0,individuals,Camarasaurus,genus
539277,49631,Wonderland Quarry (SDSM V9141),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.344597,44.184399,6.0,Kimmeridgian,Tithonian,157.3,145.0,South Dakota,Meade,Morrison,,1.0,individuals,Camarasaurus,genus
491467,49636,"Little Houston Quarry (SDSM V9138, SDSM V941)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-104.734703,44.458099,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,7.0,individuals,Camarasaurus,genus
1068447,132242,"AMNH quarries, Sturgis area (PROXY)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.306946,44.474445,6.0,Tithonian,,152.1,145.0,South Dakota,Meade,Morrison,,1.0,individuals,Camarasaurus,genus
491452,49630,Fuller's 351 (SDSM V351),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.828003,44.528,6.0,Tithonian,,152.1,145.0,South Dakota,Lawrence,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
513530,51991,NMMNH locality L-211,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.313911,35.317261,,Kimmeridgian,Tithonian,157.3,145.0,New Mexico,Sandoval,Morrison,Recapture,1.0,specimens,Camarasaurus,genus
647855,70030,Villegreen,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.520279,37.305832,,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Las Animas,Morrison,,1.0,individuals,Camarasaurus,genus
1396868,192432,White Mesa,Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.467621,37.465836,,Late Kimmeridgian,Early Tithonian,155.7,145.0,Utah,San Juan,Morrison,Brushy Basin,,,Camarasaurus,genus
1320130,177496,Picketwire Canyonlands (upper),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.676201,37.5322,,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Otero,Morrison,Unit B,1.0,individuals,Camarasaurus,genus
915510,104715,"La Sal Mountains, southwest",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.337975,38.38448,,Kimmeridgian,Tithonian,157.3,145.0,Utah,San Juan,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
477074,47196,Willow Springs Quarry,cf. Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-111.270554,38.731667,,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
560987,58517,Floy Junction,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.935837,38.924442,,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,,1.0,individuals,Camarasaurus,genus
534757,55329,"Kings View Quarry, Fruita",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.774719,39.167778,,Tithonian,,152.1,145.0,Colorado,,Morrison,Brushy Basin,,,Camarasaurus,genus
621185,66909,Alameda Parkway Morrison dinosaur site,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.192596,39.675598,,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Jefferson,Morrison,Brushy Basin,,,Camarasaurus,genus
557978,57903,Quarry R (AMNH),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,,Kimmeridgian,,157.3,152.1,Wyoming,Albany,Morrison,,4.0,individuals,Camarasaurus,genus
1317662,55482,Lynn Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.145699,41.98,,Tithonian,,152.1,145.0,Wyoming,Carbon,Morrison,Brushy Basin,,,Camarasaurus,genus
557961,57893,Freezeout Hills Quarry 4,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.390556,42.035831,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Camarasaurus,genus
557964,57895,Freezeout Hills Quarry L,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.390556,42.035831,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Camarasaurus,genus
519390,52815,"Carnegie Quarry C, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
1227707,52815,"Carnegie Quarry C, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,2.0,individuals,Camarasaurus,genus
519391,52816,"Carnegie Quarry E, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Camarasaurus,genus
557975,57901,"Carnegie Quarry K, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
540082,48837,"Carnegie Quarry N, Sheep Creek",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.90976,42.155437,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,4.0,individuals,Camarasaurus,genus
560962,58507,Bobcat Pit,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-104.240555,44.021111,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Weston,Morrison,,4.0,individuals,Camarasaurus,genus
1587773,207749,Sheridan College Quarry 1,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.717598,44.058601,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Johnson,Morrison,,1.0,individuals,Camarasaurus,genus
1317668,176983,Poison Creek Quarry 1,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.866402,44.0933,,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,,,,Camarasaurus,genus
1317673,176984,Poison Creek Quarry 2,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.866402,44.0933,,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,,,,Camarasaurus,genus
1068450,132243,"USNM Quarry, Sturgis area (PROXY)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-103.306946,44.474445,,Tithonian,,152.1,145.0,South Dakota,Meade,Morrison,,1.0,individuals,Camarasaurus,genus
560978,58511,"SDSM V923, Blacktail Creek",Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-104.612999,44.677502,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,1.0,individuals,Camarasaurus,genus
1604187,226819,Hulett (BHI) [PROXY],Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-104.600281,44.683056,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,1.0,individuals,Camarasaurus,genus
560964,58508,Paint Creek,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.207924,44.839115,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Park,Morrison,,1.0,individuals,Camarasaurus,genus
540331,50714,"AMNH 03-30, Horse Coul̩e",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.100197,45.453602,,Kimmeridgian,Tithonian,157.3,145.0,Montana,Big Horn,Morrison,,1.0,specimens,Camarasaurus,genus
481957,48158,"Cope Quarry XV, Oil Tract",Amphicoelias n. sp. latus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.210602,38.5168,3.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Salt Wash,1.0,individuals,Camarasaurus,genus
632849,68099,"NMMNH L-555, San Ysidro Camarasaurus Quarry",Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.823196,35.515598,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,New Mexico,Sandoval,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
540202,48161,"Small's Quarry, Garden Park",Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.212502,38.541,4.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
481991,48162,Lindsey Quarry (DMNH),Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.193703,38.544998,4.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,2.0,individuals,Camarasaurus,genus
139307,11924,"Riggs Quarry 12, Fruita (FMNH)",Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.699989,39.068802,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
409322,11611,"Mygatt-Moore Quarry, lower mudstone",Camarasaurus cf. lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.995796,39.2383,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
632801,11611,"Mygatt-Moore Quarry, lower mudstone",Camarasaurus cf. lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.995796,39.2383,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
831033,46439,Cleveland-Lloyd Dinosaur Quarry,Camarasaurus lentus ?,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,3.0,individuals,Camarasaurus,genus
1220161,46439,Cleveland-Lloyd Dinosaur Quarry,Camarasaurus lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
528339,21852,Dinosaur National Monument Quarry (CM),n. gen. Uintasaurus n. sp. douglassi,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,7.0,individuals,Camarasaurus,genus
565109,21852,Dinosaur National Monument Quarry (CM),Camarasaurus n. sp. annae,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
372881,35293,Dominguez/Jones Quarry,n. gen. Cathetosaurus n. sp. lewisi,species,Camarasaurus lewisi,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.388,38.806,4.0,Kimmeridgian,,157.3,152.1,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
139308,11925,"Riggs Quarry 14, Fruita (FMNH)",Camarasaurus supremus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.717499,39.111668,4.0,Kimmeridgian,,157.3,152.1,Colorado,Mesa,Morrison,Salt Wash,1.0,individuals,Camarasaurus,genus
408069,39253,"Quarry 13, Como Bluff (YPM)",Morosaurus n. sp. lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
481755,48127,"Cope Quarry I, Cope's Nipple",n. gen. Camarasaurus n. sp. supremus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
481758,48129,"Cope Quarry III, Cope's Nipple",Camarasaurus supremus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,2.0,specimens,Camarasaurus,genus
481760,48129,"Cope Quarry III, Cope's Nipple",Camarasaurus n. sp. leptodirus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
481936,48149,"Cope Quarry VIII, The Fort",Camarasaurus supremus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
481940,48153,Cope Quarry XIV,Amphicoelias latus,species,Camarasaurus supremus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408396,13212,"Quarry 1, Como Bluff (YPM)",Pleurocoelus n. sp. montanus,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.041,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408398,13212,"Quarry 1, Como Bluff (YPM)",n. gen. Morosaurus n. sp. impar,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.041,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
408399,13212,"Quarry 1, Como Bluff (YPM)",Morosaurus n. sp. robustus,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.041,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
408400,13212,"Quarry 1, Como Bluff (YPM)",Apatosaurus n. sp. grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.041,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,3.0,specimens,Camarasaurus,genus
408740,39340,"Quarry 3, Como Bluff (YPM)",Morosaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.021599,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,5.0,individuals,Camarasaurus,genus
491249,49577,Bone Cabin Quarry West (BCQ West),Camarasaurus grandis ?,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Camarasaurus,genus
474519,47065,East Camarasaurus Quarry '93,Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
149600,13214,Freeze Out Mtns. Kansas Univ. Expedition,Morosaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.389999,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Converse,Morrison,,1.0,individuals,Camarasaurus,genus
219980,22650,"BS Quarry + S Quarry, Warm Springs Ranch",Camarasaurus lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.120003,43.380001,6.0,Late Kimmeridgian,,155.7,150.8,Wyoming,Hot Springs,Morrison,,1.0,individuals,Camarasaurus,genus
1195295,22650,"BS Quarry + S Quarry, Warm Springs Ranch",Camarasaurus lentus,species,Camarasaurus lentus,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.120003,43.380001,6.0,Late Kimmeridgian,,155.7,150.8,Wyoming,Hot Springs,Morrison,,1.0,individuals,Camarasaurus,genus
632803,55329,"Kings View Quarry, Fruita",Camarasaurus grandis,species,Camarasaurus grandis,species,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.774719,39.167778,,Tithonian,,152.1,145.0,Colorado,,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
