object_id,file_name,size_bytes,checksum_md5,download_url,format,species_code
03440c82-d3a4-4446-b55e-d7ad8a78c658,MOBALF_2022_01-PTT_233555.zip,4646073,45b9703f4667fc78cde73cb1c10c5a58,https://dataone.researchworkspace.com/mn/v2/object/03440c82-d3a4-4446-b55e-d7ad8a78c658,application/zip,MOBALF
eb7945c9-eb90-4f5d-b84d-ea45f94b7548,MOBALF_2022_05-PTT_233557.zip,786963,3d8201ae91ce3247b51209c1c06506f1,https://dataone.researchworkspace.com/mn/v2/object/eb7945c9-eb90-4f5d-b84d-ea45f94b7548,application/zip,MOBALF
7cdd3afe-628a-444b-8f32-517180943a98,MOBALF_2022_06-PTT_233563.zip,6265359,818d054fed43faf9cdfe1580228fe025,https://dataone.researchworkspace.com/mn/v2/object/7cdd3afe-628a-444b-8f32-517180943a98,application/zip,MOBALF
dae25ba7-bbaf-4ee8-85a5-2b86f4bdcf97,MOBALF_2022_08-PTT_233559.zip,5967709,4f6435dd02ab8ec475a2e7595e317d97,https://dataone.researchworkspace.com/mn/v2/object/dae25ba7-bbaf-4ee8-85a5-2b86f4bdcf97,application/zip,MOBALF
39fe2378-3b69-41a5-9dac-63e3927922eb,PEPELE_2022_01-PTT_232337.zip,23556,52c55d4cade670a567ccf1f49a18ed69,https://dataone.researchworkspace.com/mn/v2/object/39fe2378-3b69-41a5-9dac-63e3927922eb,application/zip,PEPELE
d7abacac-a456-4867-9e06-757b4c915ced,PEPELE_2022_02-PTT_197370.zip,117418,b024026869c7917a682dd16ceba82918,https://dataone.researchworkspace.com/mn/v2/object/d7abacac-a456-4867-9e06-757b4c915ced,application/zip,PEPELE
a2900236-09fb-44b1-9647-f9b740e968ac,PEPELE_2022_03-PTT_141732.zip,31122,f27f97cb8eab41168a3c4df769a69695,https://dataone.researchworkspace.com/mn/v2/object/a2900236-09fb-44b1-9647-f9b740e968ac,application/zip,PEPELE
a00a880d-fb2e-4ff7-a778-1dbeca52150f,PEPELE_2022_04-PTT_232338.zip,265975,9a15a837e33237dcb29fba07afe62d96,https://dataone.researchworkspace.com/mn/v2/object/a00a880d-fb2e-4ff7-a778-1dbeca52150f,application/zip,PEPELE
211f420d-b618-4b54-8993-3cdfb1010b4d,PEPELE_2022_05-PTT_232339.zip,1049247,4a85badea41bf5536c495543275717ea,https://dataone.researchworkspace.com/mn/v2/object/211f420d-b618-4b54-8993-3cdfb1010b4d,application/zip,PEPELE
678addc8-a0ad-4a0d-a51d-74c005e644df,PEPELE_2022_06-PTT_169420.zip,545912,69b4f5425c963ba0ef617e00733dc005,https://dataone.researchworkspace.com/mn/v2/object/678addc8-a0ad-4a0d-a51d-74c005e644df,application/zip,PEPELE
8416d023-cf1a-45ad-bfb0-8a0f3f567041,PEPELE_2022_07-PTT_208877.zip,240787,5637df93e0b826191b5c72cd486f0520,https://dataone.researchworkspace.com/mn/v2/object/8416d023-cf1a-45ad-bfb0-8a0f3f567041,application/zip,PEPELE
54b55a7f-8efb-4c9a-b174-5734f224dccb,PEPELE_2022_08-PTT_208878.zip,231664,038a5b8ec5b2203d2d7b4728fc447d20,https://dataone.researchworkspace.com/mn/v2/object/54b55a7f-8efb-4c9a-b174-5734f224dccb,application/zip,PEPELE
ec1f7ca2-5974-41ec-8031-3446286f6d46,RFBO_2022_01-igotu_04.zip,75418,7f39fbcaf97af50c1235a8b546a71dfc,https://dataone.researchworkspace.com/mn/v2/object/ec1f7ca2-5974-41ec-8031-3446286f6d46,application/zip,RFBO
8786c385-d317-47a3-bbc2-40d74185ac8c,RFBO_2022_02-igotu_22.zip,30777,1c42844d06c76dbd97e561d8af1570f3,https://dataone.researchworkspace.com/mn/v2/object/8786c385-d317-47a3-bbc2-40d74185ac8c,application/zip,RFBO
5e99625d-764c-4e16-b102-5a8065a69d2e,RFBO_2022_03-igotu_16.zip,122295,981bc4b521ed7f4348fed89fe636f4d8,https://dataone.researchworkspace.com/mn/v2/object/5e99625d-764c-4e16-b102-5a8065a69d2e,application/zip,RFBO
f72da12e-16e1-473f-a790-c8a2967b4dca,RFBO_2022_04-igotu_06.zip,72093,f985defd008fd1eefd3dd2e00ccdcd2e,https://dataone.researchworkspace.com/mn/v2/object/f72da12e-16e1-473f-a790-c8a2967b4dca,application/zip,RFBO
b89c24e7-3fe7-4144-92fb-2446a0568ffb,RFBO_2022_05-igotu_23.zip,105794,40c49f5e330de49e0b4465a200282d12,https://dataone.researchworkspace.com/mn/v2/object/b89c24e7-3fe7-4144-92fb-2446a0568ffb,application/zip,RFBO
f1064793-3d96-43cf-b5fe-b1786a6da02f,RFBO_2022_06-igotu_25.zip,97902,ca0eeac5de938cf77270bb093200cfd8,https://dataone.researchworkspace.com/mn/v2/object/f1064793-3d96-43cf-b5fe-b1786a6da02f,application/zip,RFBO
74a86721-830d-4337-9877-8b86e14c6165,RFBO_2022_07-igotu_11.zip,71223,4e47ec98425078638fa86ed7bc7bd607,https://dataone.researchworkspace.com/mn/v2/object/74a86721-830d-4337-9877-8b86e14c6165,application/zip,RFBO
774a1855-e0b8-4fb5-9ec9-eecce7d15946,RFBO_2022_09-igotu_20.zip,87130,f4d1423e933572d8eed5906d5f27358b,https://dataone.researchworkspace.com/mn/v2/object/774a1855-e0b8-4fb5-9ec9-eecce7d15946,application/zip,RFBO
b401ec17-c321-4d94-81fb-8e9ab77fbdc0,RFBO_2022_10-igotu_07.zip,113494,2a1bde0f69ef429074c6169a964569d3,https://dataone.researchworkspace.com/mn/v2/object/b401ec17-c321-4d94-81fb-8e9ab77fbdc0,application/zip,RFBO
908ce383-bde7-4205-9c68-d45faf7a3c31,RFBO_2022_11-igotu_30.zip,71381,3575adae34bf4fb8a621859b21feee74,https://dataone.researchworkspace.com/mn/v2/object/908ce383-bde7-4205-9c68-d45faf7a3c31,application/zip,RFBO
587839f0-d1b0-4eeb-ba26-bea4a4850d79,RFBO_2022_12-igotu_28.zip,82731,a74f60e9abbcba3df55a8b53e6f6af4e,https://dataone.researchworkspace.com/mn/v2/object/587839f0-d1b0-4eeb-ba26-bea4a4850d79,application/zip,RFBO
b0f12819-179c-45d5-a6ee-7265d3ea2cf9,RFBO_2022_13-igotu_16.zip,63770,8c4301c769778573cdfb51dbe165ae00,https://dataone.researchworkspace.com/mn/v2/object/b0f12819-179c-45d5-a6ee-7265d3ea2cf9,application/zip,RFBO
d14f33af-b3d2-4262-9700-0ed68680fca5,RFBO_2022_14-igotu_02.zip,109137,11cdd6c3d872d2954f9afa10818e3cab,https://dataone.researchworkspace.com/mn/v2/object/d14f33af-b3d2-4262-9700-0ed68680fca5,application/zip,RFBO
a8fdbac9-667e-47cc-a18b-a7ab9a118def,RFBO_2022_15-igotu_08.zip,39116,e0e98367578aa2530c8c1ab27492b560,https://dataone.researchworkspace.com/mn/v2/object/a8fdbac9-667e-47cc-a18b-a7ab9a118def,application/zip,RFBO
203a4844-4933-4afd-afb3-74f42dd2a5a7,RFBO_2022_16-igotu_10.zip,103796,7796943c840ef424f24c88f82ac80e4f,https://dataone.researchworkspace.com/mn/v2/object/203a4844-4933-4afd-afb3-74f42dd2a5a7,application/zip,RFBO
b12593d5-6602-46ed-abbd-4fa7920189a6,RFBO_2022_18-igotu_17.zip,64134,a1310c7bf0c501e143807bb653758774,https://dataone.researchworkspace.com/mn/v2/object/b12593d5-6602-46ed-abbd-4fa7920189a6,application/zip,RFBO
088817e0-846a-488c-937b-8282f064f39a,RFBO_2022_200730821-pinpoint_4348.zip,45532,fdc95a3153973d51411e7d7b24f4f83e,https://dataone.researchworkspace.com/mn/v2/object/088817e0-846a-488c-937b-8282f064f39a,application/zip,RFBO
457bbf12-ed9a-4278-9959-1a5cfa9a786d,RFBO_2022_200730822-pinpoint_4349.zip,46651,0b6d05079a701e7d7434f5deabd4fba7,https://dataone.researchworkspace.com/mn/v2/object/457bbf12-ed9a-4278-9959-1a5cfa9a786d,application/zip,RFBO
2abf7ecd-1b56-4864-bb9c-3a966282c806,RFBO_2022_200730823-pinpoint_4350.zip,33230,fe64b0d6ee139c657317876d4585488c,https://dataone.researchworkspace.com/mn/v2/object/2abf7ecd-1b56-4864-bb9c-3a966282c806,application/zip,RFBO
66c15d56-97fe-479e-b248-50115522f7cd,RFBO_2022_200730824-pinpoint_4351.zip,40721,1e6a6cb6d8b26f2b46dfdb36182eac44,https://dataone.researchworkspace.com/mn/v2/object/66c15d56-97fe-479e-b248-50115522f7cd,application/zip,RFBO
85362e90-cff7-45aa-bf0c-01455eae972f,RFBO_2022_21-igotu_15.zip,64479,26877ee19ffe2d135ee56376269bdbc3,https://dataone.researchworkspace.com/mn/v2/object/85362e90-cff7-45aa-bf0c-01455eae972f,application/zip,RFBO
695440ab-3a8a-4663-b461-a88868c4df23,RFBO_2022_22-eobs_9827.zip,6666685,9bcc02a00f26847dd68c46ecc0a6803f,https://dataone.researchworkspace.com/mn/v2/object/695440ab-3a8a-4663-b461-a88868c4df23,application/zip,RFBO
5e212e7e-4ce8-40b4-be7b-9761ad43e564,RFBO_2022_23-eobs_9828.zip,35003831,b362df2483193ffd7aeb35f5e5341809,https://dataone.researchworkspace.com/mn/v2/object/5e212e7e-4ce8-40b4-be7b-9761ad43e564,application/zip,RFBO
4dd72c15-1b87-40ab-a298-9aed7897661b,RFBO_2022_25-eobs_9836.zip,31558,78706a429260cd1937aab41994ac21da,https://dataone.researchworkspace.com/mn/v2/object/4dd72c15-1b87-40ab-a298-9aed7897661b,application/zip,RFBO
e65aa22f-ce0b-4ee6-85c0-ed013a5b2664,RFBO_2022_26-eobs_9837.zip,18285186,a9598f3c8ca342e7d421cc10ca38a3d7,https://dataone.researchworkspace.com/mn/v2/object/e65aa22f-ce0b-4ee6-85c0-ed013a5b2664,application/zip,RFBO
ad328ce5-d4c4-41d4-92e1-14b9e1d07dca,RFBO_2022_27-eobs_9838.zip,21597,4458e115c4deee007bc843f382780dd3,https://dataone.researchworkspace.com/mn/v2/object/ad328ce5-d4c4-41d4-92e1-14b9e1d07dca,application/zip,RFBO
924b169b-dff8-42b9-968a-15880d2ff42b,RFBO_2022_30-eobs_9839.zip,11884445,2b824ab3324c61ec40d8d9250d64718f,https://dataone.researchworkspace.com/mn/v2/object/924b169b-dff8-42b9-968a-15880d2ff42b,application/zip,RFBO
86553a82-daea-44e4-9855-82d88e92a261,RFBO_2022_31-eobs_9840.zip,4619738,f14672a959e18b4df3960c4c5f0704e8,https://dataone.researchworkspace.com/mn/v2/object/86553a82-daea-44e4-9855-82d88e92a261,application/zip,RFBO
9a84545f-a478-43d2-8af4-e0a67fa1ade9,RFBO_2022_32-eobs_9841.zip,35664589,7f23162bed2feb39e373bf43f634a39b,https://dataone.researchworkspace.com/mn/v2/object/9a84545f-a478-43d2-8af4-e0a67fa1ade9,application/zip,RFBO
b0ce3304-b55c-4c7a-9d82-9f31ba84ed92,RFBO_2022_53101-axytrek_05.zip,101001,18a5ef3a91d97124091af5b945b15863,https://dataone.researchworkspace.com/mn/v2/object/b0ce3304-b55c-4c7a-9d82-9f31ba84ed92,application/zip,RFBO
0fe9f420-3c85-459e-a96a-2b0864abd2f6,RFBO_2022_53102-axytrek_06.zip,98933,ec28852447122021eb8f97ea59086c4a,https://dataone.researchworkspace.com/mn/v2/object/0fe9f420-3c85-459e-a96a-2b0864abd2f6,application/zip,RFBO
f10a10cf-a6c1-46dd-a11e-cb3b4f4fa248,SOTE_2022_01-pinpoint_4348.zip,34715,fef087233c02150e079331e0128fb3a9,https://dataone.researchworkspace.com/mn/v2/object/f10a10cf-a6c1-46dd-a11e-cb3b4f4fa248,application/zip,SOTE
2edbb344-0bd8-40dd-939a-22029a37fc31,SOTE_2022_04-pinpoint_4351.zip,45018,858850f945c24c651331c96a1018aabc,https://dataone.researchworkspace.com/mn/v2/object/2edbb344-0bd8-40dd-939a-22029a37fc31,application/zip,SOTE
df32f1cf-edc6-446e-ba7d-03a9896d49da,SOTE_2022_05-pinpoint_4352.zip,52230,30eaa271346b399b04b83c9b7b5abee6,https://dataone.researchworkspace.com/mn/v2/object/df32f1cf-edc6-446e-ba7d-03a9896d49da,application/zip,SOTE
5ef69d08-5953-463f-ad89-e6941120e19f,SOTE_2022_06-pinpoint_4348.zip,50553,3df73bba5ff35e224666efb0f31d537f,https://dataone.researchworkspace.com/mn/v2/object/5ef69d08-5953-463f-ad89-e6941120e19f,application/zip,SOTE
33fa65bb-df3d-4de4-8d61-faea2ce43a00,SOTE_2022_07-pinpoint_2430.zip,7170,31970c948359b6383787c938afaa6873,https://dataone.researchworkspace.com/mn/v2/object/33fa65bb-df3d-4de4-8d61-faea2ce43a00,application/zip,SOTE
21cf346b-f053-4a5a-9c6b-1bb442124f4c,SOTE_2022_08-pinpoint_2431.zip,7108,f1858f10c73becb70f42bfe58c847948,https://dataone.researchworkspace.com/mn/v2/object/21cf346b-f053-4a5a-9c6b-1bb442124f4c,application/zip,SOTE
a59cef1b-5209-43ef-8c86-5989ab000f03,SOTE_2022_09-pinpoint_2432.zip,6450,611be87662b52891b0c02d0d3760815a,https://dataone.researchworkspace.com/mn/v2/object/a59cef1b-5209-43ef-8c86-5989ab000f03,application/zip,SOTE
05ab0767-2a48-4eb7-b9b6-e110a6a96f5f,SOTE_2022_10-pinpoint_2433.zip,7167,b5b3f9639ed7ed6d55f466ad10c891aa,https://dataone.researchworkspace.com/mn/v2/object/05ab0767-2a48-4eb7-b9b6-e110a6a96f5f,application/zip,SOTE
ef23676d-eb35-4d4e-b0f1-b88295dd70d0,SOTE_2022_11-pinpoint_2434.zip,6149,a0a2f58add31bbeed16d8789a9b1deb4,https://dataone.researchworkspace.com/mn/v2/object/ef23676d-eb35-4d4e-b0f1-b88295dd70d0,application/zip,SOTE
e65068da-3c7a-41af-942e-645027fd2ebf,SOTE_2022_12-pinpoint_2435.zip,6058,193cceed051e35e226f8935dad2e3ebc,https://dataone.researchworkspace.com/mn/v2/object/e65068da-3c7a-41af-942e-645027fd2ebf,application/zip,SOTE
8d428579-93d2-4549-99f7-1a1394e16c04,SOTE_2022_13-pinpoint_2436.zip,6855,85ee3d87de35802f9a19eb34d64100dd,https://dataone.researchworkspace.com/mn/v2/object/8d428579-93d2-4549-99f7-1a1394e16c04,application/zip,SOTE
ffef21ae-e634-4c2a-83a5-989036fbe40f,SOTE_2022_14-pinpoint_2437.zip,6315,a4d527bccf5c78a929537fd36ae2d59e,https://dataone.researchworkspace.com/mn/v2/object/ffef21ae-e634-4c2a-83a5-989036fbe40f,application/zip,SOTE
b66c905f-62c1-4281-a1d1-851be05b06e7,THUALB_2022_01-PTT_233570.zip,1362236,02508083a906422bd349a7500322028e,https://dataone.researchworkspace.com/mn/v2/object/b66c905f-62c1-4281-a1d1-851be05b06e7,application/zip,THUALB
70c796c9-557b-467b-b390-8afb4274d1a0,THUALB_2022_02-PTT_233565.zip,1696368,f31132e692a5e579c0ff57e346405659,https://dataone.researchworkspace.com/mn/v2/object/70c796c9-557b-467b-b390-8afb4274d1a0,application/zip,THUALB
9f68d2e8-e222-4090-916f-26e0221b31ff,THUALB_2022_03-PTT_233566.zip,1614010,3879ae443a60ec41b1d790a05a2bdfd9,https://dataone.researchworkspace.com/mn/v2/object/9f68d2e8-e222-4090-916f-26e0221b31ff,application/zip,THUALB
22f3cf4a-3154-478a-8386-eece545030b1,THUALB_2022_04-PTT_233568.zip,8635409,781ab59838b6b0feee310fd192cd7d3e,https://dataone.researchworkspace.com/mn/v2/object/22f3cf4a-3154-478a-8386-eece545030b1,application/zip,THUALB
1414cf33-7ef6-4b65-b6fd-5a0d54b465fb,THUALB_2022_05-PTT_233573.zip,1346316,f5198e25d2aa8f47719804fcff8bad7c,https://dataone.researchworkspace.com/mn/v2/object/1414cf33-7ef6-4b65-b6fd-5a0d54b465fb,application/zip,THUALB
65ff34ed-81c0-49af-8b50-20421b1540d2,THUALB_2022_06-PTT_233564.zip,2152269,42b639c42fec65ed270d74c164309f1e,https://dataone.researchworkspace.com/mn/v2/object/65ff34ed-81c0-49af-8b50-20421b1540d2,application/zip,THUALB
0ed10fd4-0109-43aa-b1a1-8d8cb8be9dfb,THUALB_2022_08-PTT_233571.zip,1788720,fe87362abb6f3a1dfe8dbeabac4a6d57,https://dataone.researchworkspace.com/mn/v2/object/0ed10fd4-0109-43aa-b1a1-8d8cb8be9dfb,application/zip,THUALB
b4464fa5-b091-428e-872a-deba75344218,THUALB_2022_10-PTT_209099.zip,1767227,be52f419b56e7601d903659d7b9bdcdc,https://dataone.researchworkspace.com/mn/v2/object/b4464fa5-b091-428e-872a-deba75344218,application/zip,THUALB
6d5f35ee-bba0-40d7-a9a0-14c5fbc1b5b1,THUALB_2022_12-PTT_209088.zip,13259,1dd10eb4f91707c88f6e7def2ae2b59a,https://dataone.researchworkspace.com/mn/v2/object/6d5f35ee-bba0-40d7-a9a0-14c5fbc1b5b1,application/zip,THUALB
5358da0d-3a51-4a1d-b524-5000cdda4bda,THUALB_2022_14-PTT_209100.zip,1449032,e237446961549d3897ece38032dad9aa,https://dataone.researchworkspace.com/mn/v2/object/5358da0d-3a51-4a1d-b524-5000cdda4bda,application/zip,THUALB
16f996b9-1618-4d47-b70a-c14515649eb3,TURTRU_2022_01-PTT_232336.zip,263724,1de3e91c864aff5e276882ea1dd63c6c,https://dataone.researchworkspace.com/mn/v2/object/16f996b9-1618-4d47-b70a-c14515649eb3,application/zip,TURTRU
2868b7c0-d0a7-4458-99be-5f7f3b5957ad,TURTRU_2022_02-PTT_197369.zip,199632,fdf7179f3de898a6db4b7bd8a5f288d1,https://dataone.researchworkspace.com/mn/v2/object/2868b7c0-d0a7-4458-99be-5f7f3b5957ad,application/zip,TURTRU
f1f82120-f9e4-49dd-815f-9797c2373c3e,TURTRU_2022_03-PTT_232340.zip,887945,46cae5f8a7b871da2587f84539ed9f28,https://dataone.researchworkspace.com/mn/v2/object/f1f82120-f9e4-49dd-815f-9797c2373c3e,application/zip,TURTRU
64d51144-63d5-48e8-be22-4f36ecc6113a,TURTRU_2022_04-PTT_208876.zip,246432,159a2307644a8e3a598ffd5209a971ce,https://dataone.researchworkspace.com/mn/v2/object/64d51144-63d5-48e8-be22-4f36ecc6113a,application/zip,TURTRU
67dbbfb0-e54e-4774-8033-5edab991cbfb,TURTRU_2022_05-PTT_208879.zip,158365,5bd6019a96e1f90f2e23c970ecbda4ab,https://dataone.researchworkspace.com/mn/v2/object/67dbbfb0-e54e-4774-8033-5edab991cbfb,application/zip,TURTRU
b27d65bf-1437-4c9c-9d09-7f55c1bfe808,b27d65bf-1437-4c9c-9d09-7f55c1bfe808.rdf,73175,ce5097a2f068d8c4a2d6ab7f634b0f57,https://dataone.researchworkspace.com/mn/v2/object/b27d65bf-1437-4c9c-9d09-7f55c1bfe808,http://www.openarchives.org/ore/terms,b27d65bf
