,minimum,maximum
3MOX4HOXPGALDOX_NADP_,-999.9999999999998,-1.1368683772161603e-13
3MOXTYROX,0.0,0.0
3SALAASPm,-917.2588832487241,-4.0549777183337507e-13
3SALACBOXL,0.0,2.7138701812499165e-13
3SALAOX,0.0,1.3569350906249562e-13
3SALATAi,0.0,-2.2691108732233735e-13
3SALATAim,0.0,0.0
3SPYRSP,0.0,-3.1717836108999813e-13
3SPYRSPm,1.4146038385234787e-13,-2.186448103081454e-13
41R1H2MAE12BOOX,0.0,-1.5718294680166136e-13
41R2A1H12BOOX,0.0,0.0
42A12BOOX,0.0,0.0
4ABUTtm,0.0,-5.489149508447299e-11
4HBZCOAFm,0.0,-2.8927710564336687e-11
4HBZFm,0.0,-2.622239014993582e-11
4HDEBRISOQUINEte,0.0,0.0
4HGLSDm,0.0,1000.0
4HOXPACDOX_NADP_,-1000.0,0.0
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,0.0
4MPTNLtm,0.0,0.0
4MTOLBUTAMIDEte,0.0,0.0
4NPHSFte,0.0,0.0
4NPHSULT,0.0,0.0
4NPHte,0.0,0.0
4PYRDX,0.0,0.0
5ADTSTSTERONEGLCte,0.0,0.0
5ADTSTSTERONEGLCtr,2.100320590861489e-28,0.0
5ADTSTSTERONESte,0.0,0.0
5ADTSTSTERONESULT,0.0,-1.2790622491980989e-11
5ADTSTSTERONEte,0.0,0.0
5ADTSTSTERONEtr,0.0,2.0920393822575756e-28
5AOPtm,-5.3978144827918185e-14,2.4688359346786258e-12
5DHFtl,0.0,-3.802509162174368e-11
5FTHFt2,0.0,0.0
5HLTDL,0.0,-1.1568608314437172e-11
5HOMEPRAZOLEte,3.2066523796147946e-15,0.0
5HOXINDACTO2OX,0.0,-1.4664792692830792e-11
5HOXINOXDA,0.0,-1.7616194794509657e-13
5HTRPVESSEC,0.0,0.0
5MTHFt,-1000.0,1000.0
5MTHFt2,-1000.0,1000.0
5THFtl,0.0,-4.7626487357077885e-11
5THFtm,0.0,-3.8703480397463004e-11
6DHFtl,0.0,-3.954398037952932e-11
6DHFtm,0.0,-2.076600196693585e-11
6HTSTSTERONEte,0.0,0.0
6HTSTSTERONEtr,0.0,0.0
6THFtl,0.0,-2.2452060410139035e-11
6THFtm,0.0,-2.1224637442717872e-11
7DHCHSTEROLtr,6.109920396854834e-13,-5.524295893239484e-13
7DHFtl,0.0,-1.95845128811542e-12
7DHFtm,0.0,-6.95986063069839e-12
7THFtl,0.0,-1.1171870940028874e-11
7THFtm,0.0,-1.1422555387342737e-11
A_MANASEly,0.0,0.0
A4GALTc,0.0,-1.2400351531485531e-11
A4GALTg,0.0,-1.3424853996951015e-11
A4GNT1g,0.0,0.0
A4GNT2g,0.0,0.0
AACTOOR,0.0,-7.147224283032061e-12
AACTtm,0.0,-7.676045076162657e-12
AASAD3m,0.0,0.0
AATAi,-917.2588832487314,-4.594164754413917e-12
ABO1g,0.0,-2.2843066569258653e-28
ABO2g,0.0,0.0
ABO3g,0.0,0.0
ABO4g,0.0,0.0
ABO5g,0.0,0.0
ABO6g,0.0,0.0
ABO7g,0.0,0.0
ABO8g,0.0,0.0
ABO9g,0.0,0.0
ABTArm,-7.7136605986315e-14,-1.6688242050074505e-11
ABTD,0.0,0.0
ABTti,0.0,0.0
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACT10m,2.988468536995967e-14,2.18685712584353e-13
ACACT1rm,0.0,-1.2894884631988765e-11
ACACT1x,0.0,-8.088329434392077e-12
ACACt2m,4.784037847322725e-13,-8.538817128104629e-12
ACACT4p,0.0,1.4402783629607968e-12
ACACT5p,0.0,-7.192546529704324e-13
ACACT6p,0.0,-1.789265045805084e-12
ACACT7p,0.0,-1.7892650458050845e-12
ACACT8p,0.0,-8.889688152665307e-12
ACACT9p,0.0,-1.0604997683409431e-11
ACACtx,5.25061425955762e-13,7.422348066959574e-28
ACALDtm,-1.8163961892267502e-13,-2.498891572362719e-13
ACALDtr,1.544372871850907e-13,0.0
ACALDtx,0.0,0.0
ACCOACm,0.0,-1.826376212112894e-11
ACCOAgt,0.0,0.0
ACCOALm,0.0,-1.578346362445042e-11
ACCOAtn,-1000.0000000000001,1000.0000000000001
ACCOAtr,-999.9999999999999,1000.0000000000001
ACETONEt2,0.0,917.2588832486376
ACETONEt2m,4.3913214745743375e-13,917.2588832485937
ACGAGBSIDEtg,5.267283072088034e-13,0.0
ACGAGBSIDEtl,-1.858532786767702e-15,-8.814963581772245e-12
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0
ACGALK,0.0,-9.986377811509136e-12
ACGALK2,0.0,-8.822177452769028e-12
ACGALtlg,3.364420974325501e-13,0.0
ACGALtly,0.0,-1.3658886412778052e-11
ACGAM6PSi,0.0,19.84771573600766
ACGAMK,2.455358141927672e-13,-1.6606149789550455e-11
ACGAMPM,0.0,-1.594473901042786e-11
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,3.520499202769726e-13,0.0
ACGBGBSIDEtl,3.8605498790574126e-16,-4.668178982467731e-12
ACGPID,6.2165994669368645e-30,0.0
ACGSm,0.0,0.0
ACHEe,0.0,19.847715736019445
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,-1.0142302602073774e-11
ACITL,0.0,-5.1653248590025394e-12
ACN13ACNGALGBSIDEte,0.0,0.0
ACN13ACNGALGBSIDEtg,0.0,0.0
ACN23ACNGALGBSIDEte,0.0,0.0
ACN23ACNGALGBSIDEtg,0.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,0.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,0.0
ACNACNGALGBSIDEte,0.0,0.0
ACNACNGALGBSIDEtg,0.0,0.0
ACNAM9PL,0.0,-1.7014223747669338e-12
ACNAM9PL2,0.0,0.0
ACNAMlt,5.945210666710384e-13,0.0
ACNAMPH,0.0,-3.9738807769571235e-12
ACNAMtn,0.0,-4.446173274628069e-12
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,-4.4056632411529767e-16,1.7065658810772027e-28
ACNMLr,7.689373285648909e-17,-5.138216861340267e-12
ACOAD10m,0.0,3.252883525166292e-13
ACOAD1fm,0.0,-7.013291019071661e-12
ACOAD8m,0.0,-1.6483107629941833e-13
ACOAD9m,0.0,-6.2777984670432056e-12
ACOAHi,0.0,19.847715735904156
ACOAO7p,0.0,-1.2466622263597988e-11
ACODA,0.0,0.0
ACONTm,-999.8477157360419,1000.0
ACOX22x,0.0,-7.907726970112762e-12
ACOX2x,0.0,1.583944035030067e-13
ACP1_FMN_,0.0,-3.2745768525101694e-11
ACRNtm,-1000.0,1000.0
ACS2,0.0,-9.774594063562841e-12
ACSm,0.0,-8.934615972328712e-12
ACSRTNMT,0.0,-1.7616194794509635e-13
ACt2m,-19.847715736042296,-1.280565716081876e-11
ACt2r,-1000.0,1000.0
ACtg,6.259421638762537e-14,0.0
ACTLMO,0.0,-6.032055608796139e-12
ACTNMO,0.0,-4.942797357464496e-12
ADA,0.0,-2.117635946087609e-11
ADAe,0.0,-1.790796756840572e-11
ADCim,0.0,-6.8218297007043355e-12
ADEt,0.0,0.0
ADK1m,-1000.0,1000.0
ADK3,-1000.0,1000.0
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,-2.0414032594760515e-12
ADNCYC,0.0,-2.0953480701081156e-11
ADNK1m,0.0,-3.626245140776047e-11
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,0.0,-4.112538859491453e-11
ADNtm,7.036051742026779e-12,-3.2693365281558305e-11
ADPMAN,0.0,0.0
ADPRIBt,0.0,0.0
ADPtx,-999.999999999999,1000.0
ADRNCOAtx,1.935592863666031e-13,-9.278081551318243e-12
ADRNCPT1,7.194724427936261e-29,-1.2156570147086893e-11
ADRNCPT2,0.0,-1.1191208602927677e-11
ADRNCRNt,-999.9999999999999,999.9999999999886
ADRNLPVESSEC,0.0,-2.1273752843249923e-11
ADRNt,-1000.0,999.999999999978
ADSK,0.0,-2.4296696194935792e-11
ADSL1,0.0,-2.236226708934316e-11
ADSL2,0.0,-2.124272508592275e-12
AFLATOXINte,0.0,0.0
AG13T16g,0.0,-8.902490153482212e-13
AG13T17g,0.0,-1.517598765813876e-12
AG13T18g,0.0,-1.517598765813876e-12
AG13T1g,0.0,-2.137870333709885e-12
AG13T2g,0.0,-2.2043676733490704e-12
AG13T3g,0.0,-2.2043676733490704e-12
AGMTm,0.0,-9.110103170768442e-12
AGPAT1,0.0,-6.274371132097815e-12
AGTim,0.0,-1.3810100668989834e-11
AGTix,0.0,-1.0477633826176445e-11
AHANDROSTANGLCte,0.0,0.0
AHANDROSTANGLCtr,1.3981375346994423e-30,0.0
AHCYStr,9.848119131697178e-12,0.0
AHEXASE2ly,0.0,0.0
AHEXASEly,0.0,0.0
AIRCr,0.0,-2.6435018663922152e-12
AKGDm,0.15228426396849204,19.999999999956298
AKGMALtm,-1000.0,1000.0
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,0.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,999.9999999999992
AKR1D,0.0,999.9999999999985
AKR1D2,0.0,-1.1440705023482594e-12
ALAASNNaEx,0.0,1000.0
ALACYSNaEx,0.0,1000.0
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,1000.0
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0
ALASm,0.0,1000.0
ALAt4,0.0,1000.0
ALATA_L,-20.000000000000362,979.9999999999742
ALATHRNaEx,0.0,1000.0
ALAtN1,-1000.0,1000.0
ALCD21_D,0.0,1000.0
ALCD21_L,0.0,1000.0
ALCD22_D,0.0,1000.0
ALCD22_L,0.0,999.9999999999999
ALCD2if,0.0,0.0
ALCD2yf,0.0,0.0
ALDD20x,0.0,0.0
ALDD20xm,0.0,0.0
ALDD21,0.0,999.9999999999923
ALDD2xm,0.0,-5.490678326984133e-11
ALDD2y,0.0,-5.299967744007469e-11
ALDSTRNte,0.0,0.0
ALDSTRNtm,0.0,0.0
ALOX12,0.0,-2.6402534423968843e-12
ALOX15,0.0,-1.3732231008718008e-13
ALOX5,0.0,-2.4091356216588764e-12
ALOX52,0.0,-2.5969456778174193e-12
ALR2,0.0,999.9999999999915
ALR3,0.0,1000.0
AMACR2p,-5.361735116811936e-14,-1.288060330680636e-11
AMACRp,0.0,-1.1367793337655098e-11
AMCOXO,0.0,-3.9835845885174293e-13
AMETr,3.8621098869394046e-29,-8.117029651008671e-11
AMETt2m,-1000.0000000000001,1000.0
AMPDA,0.0,-3.5268932442229027e-11
AMPTASECGe,0.0,-1.7563004293250214e-11
AMPtp,-1000.0,1000.0
AMY1e,0.0,0.0
AMY2e,0.0,0.0
ANDRSTRNGLCte,0.0,0.0
ANDRSTRNGLCtr,0.0,0.0
ANDRSTRNte,0.0,0.0
ANDRSTRNtr,2.9307734122136965e-12,-6.716435590000514e-29
ANTIPYRENEte,0.0,0.0
AOBUTDsm,0.0,-1.0607979369352194e-11
APAT2rm,0.0,-4.177711019497808e-11
APNNOXte,6.646126857800299e-13,0.0
APOCF,0.0,-1.843110607068007e-11
APOCFm,0.0,-1.7674714503132746e-11
APOC_LYS_BTNP,0.0,-1.6839211860530235e-11
APOC_LYS_BTNPm,0.0,-1.8700091159761242e-11
APPNNte,2.0346633815994653e-14,0.0
APRTO2,0.0,0.0
AQCOBALt,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARACHCOAtx,-2.535964711822696e-13,-2.602942133280423e-11
ARACHCPT1,1.6358925696954613e-12,-1.611222716241556e-11
ARACHCPT2,2.056439847879499e-12,-1.9154009243643675e-11
ARACHCRNt,-999.9999999999984,999.9999999999854
ARACHDCOAtx,-2.163417912430782e-12,999.9999999999883
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHt,-1000.0,1000.0
ARGDCm,0.0,-6.049959614499801e-12
ARGLYSex,0.0,1000.0
ARGNm,0.0,-8.617022497606776e-12
ARGSS,0.0,-7.495360587440386e-12
ARGt4,0.0,1000.0
ARGtm,-917.2588832487303,1000.0
ARSA,1.396252887999624e-15,-5.663876463398735e-12
ARTCOAL1,0.0,-8.693076606059069e-12
ARTCOAL2,0.0,-9.77223621973453e-12
ARTCOAL3,0.0,-9.842037907018348e-12
R_group_phosphotase_1,0.0,-8.21388943755322e-12
R_group_phosphotase_2,0.0,-9.77223621973453e-12
R_group_phosphotase_3,1.9444599662746722e-13,-9.635947122803815e-12
ARTFR208,0.0,0.0
ARTPLM3,0.0,-5.81743355148078e-12
ARTPLM3m,0.0,-3.3592580796619343e-12
ASAH1,0.0,-6.997500852907769e-12
ASCBOX,0.0,-1.7225619084175934e-11
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0
ASNALANaEx,0.0,1000.0
ASNCYSNaEx,0.0,1000.0
ASNGLNNaEx,0.0,1000.0
ASNNm,0.0,-1.2730826346741034e-11
ASNS1,0.0,-1.2333480658637663e-11
ASNSERNaEx,0.0,1000.0
ASNt4,0.0,1000.0
ASNTHRNaEx,0.0,1000.0
ASNtm,0.0,-7.769159175381026e-12
ASNtN1,-1000.0,1000.0
ASPCTr,0.0,-6.0100832141997564e-12
ASPDt6,0.0,1000.0
ASPDxt,0.0,-1.3693398441832157e-13
ASPGLUm,0.0,917.2588832485777
ASPNATm,0.0,19.847715735868718
ASPt6,0.0,1000.0
ASPTAm,-917.2588832487311,-1.6976640125565198e-11
ATP1ter,0.0,-4.335994118233609e-11
ATP2ter,-8.950230047672459e-14,-2.4959778792601592e-11
ATPasel,0.0,-1.1047829489078472e-11
ATPH1e,0.0,-1.2678933384861606e-11
ATPH2e,0.0,-1.3192954026978804e-11
ATPtm,0.0,1000.0
ATPtn,0.0,1000.0
ATPtx,-1000.0,1000.0
AVITE2t,0.0,0.0
B_MANNASEly,0.0,0.0
B3GALT3g,0.0,-1.8988156202074642e-11
B3GALT41g,0.0,-1.5815350832753552e-11
B3GALT42g,0.0,-1.1303280872837e-11
B3GALT43g,0.0,-7.867157026434351e-12
B3GALT44g,0.0,0.0
B3GALT5g,0.0,0.0
B3GALTg,0.0,-3.97147981123904e-27
B3GNT11g,5.090901212914605e-16,-9.118725278562945e-13
B3GNT12g,-1.6760521862910392e-28,-9.781699234858041e-13
B3GNT310g,1.0324750677489726e-45,-1.002336342647632e-12
B3GNT311g,0.0,0.0
B3GNT312g,1.0324750677489726e-45,-8.790967810872386e-13
B3GNT313g,0.0,0.0
B3GNT314g,0.0,0.0
B3GNT315g,0.0,-1.1237870473615317e-12
B3GNT31g,0.0,0.0
B3GNT32g,0.0,0.0
B3GNT33g,0.0,0.0
B3GNT34g,0.0,0.0
B3GNT35g,0.0,0.0
B3GNT36g,0.0,-5.4739598649963e-12
B3GNT37g,0.0,0.0
B3GNT39g,0.0,-7.819301143199093e-12
B3GNT51g,1.1691465516320652e-45,-9.218895013313162e-12
BAAT1x,0.0,1000.0
BAAT2x,0.0,1000.0
BAAT3x,0.0,-1.199877736298121e-11
BAAT4x,0.0,1000.0000000000001
BACCL,0.0,-1.3960337456763617e-12
BACCLm,0.0,-8.95237068854449e-12
BALAtmr,0.0,-1.7396889585874192e-11
BALAVECSEC,0.0,-2.1176175140476442e-11
BAMPPALDOX,0.0,-3.354733833377484e-12
BBHOX,0.0,0.0
BCDO,0.0,0.0
BDHm,0.0,1.3120002480316201e-13
BETALDHxm,0.0,-3.1880678297026016e-13
BHBt,-1000.0,1000.0
BHBtm,-1.3120002480316201e-13,-5.826451534714484e-29
BHMT,-2.3363521827605614e-28,-7.612599506715327e-12
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,-3.927660908777162e-11
BILDGLCURtr,0.0,-3.9486409472174655e-11
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,-4.330051557040781e-11
BILGLCURtr,4.2853217033028315e-12,-2.3592970301930486e-11
BILIRED,0.0,0.0
BILIRUBt2,-1000.0,999.9999999999997
BILIRUBtr,-1000.0,1000.0
BIOCYTtn,0.0,-1.0437281141957246e-11
BMTer_U,0.0,0.0
BPNT2,0.0,-3.0518864653184623e-11
BTND1,0.0,-1.4370671013325861e-11
BTND1n,0.0,-1.2285096961951983e-11
BTNDe,0.0,0.0
BTNDm,0.0,-1.5259432326592305e-11
BTNPL,0.0,-1.6283334460455917e-11
BTNPLm,0.0,-1.5259432326592302e-11
BTNt2,-1000.0,1000.0
BTNt2m,0.0,0.0
BTNt3i,0.0,-5.555388613676771e-11
BTNt4i,0.0,1000.0
BTNtn,1.706514879063313e-13,0.0
BUP2,0.0,-1.2629210918702999e-11
BUTt2m,0.0,-4.410182304385544e-14
BVITEt,0.0,0.0
BZt,0.0,0.0
BZtr,0.0,0.0
C14STRr,0.0,-1.1965787474705154e-12
C160CPT1,-1000.0,1000.0
C160CPT2,-2.1629387712377594e-12,-5.672824739894854e-11
C160CRNt,-1000.000000000003,1000.0
C161CPT1,-1000.0000000000039,1000.0
C161CPT12,1.1849954947879722e-13,-1.2616881332325567e-11
C161CPT2,-1000.0000000000001,999.9999999999949
C161CPT22,-6.166718656019712e-13,-1.27485946673278e-11
C161CRN2t,-1000.0,1000.0
C161CRNt,-1000.0,1000.0
C180CPT1,-4.3810882489922227e-13,-3.837294274037318e-11
C180CPT2,1.2558875514361757e-15,-3.034381084083657e-11
C180CRNt,-999.9999999999981,999.9999999999586
C181CPT1,-1000.0,1000.0
C181CPT2,-1000.0,999.9999999999872
C181CRNt,-1000.0,1000.0
C204CPT1,-1000.0,-4.3087311496492475e-11
C204CPT2,1.4291034336906976e-12,-3.905602455919943e-11
C204CRNt,-999.9999999999955,999.9999999999825
C226COAtx,8.649159248439952e-13,-5.938467030583385e-12
C226CPT1,-5.464451980466249e-14,-5.511986286261225e-12
C226CPT2,0.0,-8.146152452343202e-12
C226CRNt,-999.9999999999998,999.9999999999966
C3STDH1Pr,0.0,-4.225261862264414e-13
C3STDH1r,0.0,-7.950970938542893e-13
C3STKR2r,0.0,-7.026477225249894e-13
C4STMO1r,0.0,-8.503644845040718e-13
C4STMO2Pr,0.0,-8.198736220335485e-13
C4STMO2r,0.0,-8.509305350162013e-13
CAATPS,0.0,-3.7260591901952674e-11
CAROtr,0.0,0.0
CARVEOLte,3.0458710576910337e-12,0.0
CAT2p,0.0,-1.234833729063111e-11
CAt7r,-1000.0,1000.0
CATm,3.558016241516186e-12,0.10152284263350679
CATp,0.0,0.10152284263662024
CBL2OR,0.0,0.0
CBL2tm,0.0,0.0
CBPPer,6.9084430604206636e-12,-1.2296279613634349e-11
CBPSam,0.0,-1.711771675127622e-11
CBPter,3.782022256784102e-12,-1.9453060827654264e-11
CBR2,0.0,1000.0
CDIPTr,1.3157116398107061e-14,-2.7182572748634206e-11
CDPDAGtm,9.122517552344625e-12,1.115840458981061e-13
CDS,0.0,-6.087194667404518e-12
CDSm,0.0,-4.657971138281271e-12
CEPTC,0.0,-5.000101170235619e-12
CEPTE,0.0,-1.3741014857929727e-11
CERK,0.0,-1.4114845107676392e-11
CERT1gt,7.708757802989258e-12,-5.361471827028186e-12
CERT1rt,1.0131555025283338e-11,-6.684187489440955e-12
CERT2gt,1.9696359063588365e-11,1000.0
CERT2rt,1.0540021355776922e-11,-1.3896903648302736e-11
CGLYt3_2_,0.0,1000.0
CH25H,0.0,-9.733365225361888e-13
CHAT,-1000.0000000000002,1000.0
CHATn,-1000.0000000000001,999.9999999999997
CHLP,0.0,-3.48301169308936e-11
CHLPCTD,0.0,-1.6656294085727706e-11
CHLtm,7.782019784080491e-12,-3.986311405670242e-11
CHOLATEt,-1000.0,1000.0
CHOLATEt2,0.0,1000.0
CHOLATEt3,0.0,-4.340113660200587e-11
CHOLD2m,0.0,-7.781341252993802e-12
CHOLK,0.0,-4.91895342693993e-11
CHOLPtg,1.0989465875740882e-11,0.0
CHOLPtl,4.204936463050481e-12,0.0
CHOLt4,-1000.0,1000.0
CHOLtg,0.0,-2.906457478366809e-11
CHOLtn,-1000.0,1000.0
CHOLtr,0.0,-2.5132078979369546e-11
CHOLtu,-1000.0,1000.0
CHSTEROLSULT,0.0,-1.4778606009388545e-11
CHSTEROLt1,-1000.0,1000.0
CHSTEROLt2,-1000.0,1000.0
CHSTEROLt3,-1000.0,1000.0
CHSTEROLtg,0.0,-4.082890081603053e-11
CHTNASE,0.0,0.0
CHTNASEe,0.0,0.0
CITMCOAHm,0.0,0.0
CITMCOALm,0.0,0.0
CITRtm,-1000.0,1000.0
CITt4_2,-1000.0,1000.0
CITtam,-1000.0,1000.0
CITtbm,0.0,1000.0
CK,0.0,0.0
CKc,0.0,0.0
CLFORtex,0.0,1000.0
CLHCO3tex2,0.0,1000.0
CLI2tex,0.0,1000.0
CLOHtex2,0.0,1000.0
CLOXAtex2,0.0,1000.0000000000002
CLPNDCOAtx,-6.137939709504035e-29,-7.714931876480816e-12
CLPNDCPT1,0.0,-6.173997471198947e-12
CLPNDCPT2,0.0,-5.630708258785655e-12
CLPNDCRNt,-1000.0000000000001,999.9999999999951
CLPNDt,0.0,-2.7728985673208302e-11
CLS_hs,0.0,-1.6389811622505428e-14
CMPACNAtg,-8.647861287489125e-31,-2.1937716027244228e-11
CMPACNAtn,0.0,-1.951792712398088e-11
CMPSAS,0.0,-1.6235866186602742e-11
CMPSASn,0.0,-2.0022602399548704e-11
CO2ter,4.1660674646382456e-11,-1.0697073275392536e-11
CO2tg,3.3384877438123976e-12,0.0
CO2tm,-59.9999999999436,896.9543147206949
CO2tp,-917.2588832487102,-6.575866816729723e-12
COAtg,-6.858567090287385e-28,0.0
COAtl,0.0,-3.771166636148742e-11
COAtm,-1000.0,1000.0
COAtn,-1000.0000000000001,1000.0000000000001
COAtp,-1000.0,1000.0
COAtr,-1000.0,1000.0
COKECBESr,0.0,0.0
COQ3m,0.0,-2.2348659559590473e-12
COQ5m,0.0,-1.4163755664306996e-12
COQ6m,0.0,-1.4163755664306996e-12
COQ7m,0.0,-1.4163755664306998e-12
CORE2GTg,0.0,-1.4868571606441752e-12
CORE3GTg,0.0,-1.3036396616030768e-12
CORE4GTg,0.0,-1.7537777513038763e-12
CORE5GTg,0.0,0.0
CORE6GTg,0.0,-7.938015308586631e-12
CORE7GTg,0.0,0.0
CORE8GTg,1.1615745106300746e-30,-3.921855670304729e-12
COt,0.0,0.0
COUCOAFm,0.0,1.6153402771162164e-12
COUMARINte,0.0,0.0
CREATt4_2_r,-999.9999999999995,1000.0
CREATtmdiffir,0.0,0.0
CRMPte,0.0,0.0
CRNCAR3tp,0.0,1000.0
CRNCARtp,0.0,1000.0
CRNt,-1000.0,1000.0
CRNtHa,0.0,1000.0
CRNtim,-1000.0,1000.0
CRNtuNa,0.0,1000.0
CRNtx,-1000.0,1000.0
CRTNsyn,0.0,0.0
CRTSLt,0.0,0.0
CRTSLtm,0.0,0.0
CRTSLtr,-1000.0,2.2737367544323206e-13
CRTSTRNt,0.0,0.0
CRTSTRNtm,0.0,6.028464917633524e-28
CRVNCtr,-1000.0,1000.0
CSAPASEly,1.3132126909889663e-13,-6.960677394486639e-13
CSBPASEly,1.8880367019416631e-16,3.1432206302401175e-13
CSCPASEly,-3.028236683150323e-29,-9.453242701841386e-13
CSDPASEly,-2.7931027640759706e-29,-5.001738858985327e-13
CSEPASEly,1.7477782025625413e-29,-7.480906929724692e-13
CSm,0.1522842639743403,19.999999999931145
CSNAT2m,-999.9999999999999,1000.0
CSNAT2x,-1000.0000000000001,1000.0
CSNAT3x,0.0,1000.0
CSNATer,-1000.0,1000.0
CSNATm,-19.84771573603115,-7.90857703436299e-11
CSNATp,-1000.0,999.9999999999641
CSNATr,-1000.0,1000.0
CSNt,0.0,0.0
CSPG_At,-4.0767344779472567e-13,-3.964589623088983e-12
CSPG_Atly,-2.4914513523900436e-13,-4.251986548298518e-12
CSPG_Bt,0.0,4.4440631177509046e-13
CSPG_Btly,0.0,3.1509481653613427e-13
CSPG_Ct,0.0,-6.03289539717957e-13
CSPG_Ctly,0.0,-7.61773100406265e-13
CSPG_Dt,0.0,-4.256832516861862e-13
CSPG_Dtly,0.0,-5.932051755677605e-13
CSPG_Et,3.0952925176654016e-18,-9.204242256281375e-13
CSPG_Etly,0.0,-8.566301881711125e-13
CTPtn,0.0,-1.641081150089302e-11
