reaction_id,reaction_name,subsystem,gene_association,modulation_fraction,remaining_capacity_fraction,baseline_flux,modulated_flux,feasible,solver_status,objective_value,runtime,atp_demand,atp_per_glc,atp_per_o2,atp_per_carbon,glc_uptake,o2_uptake,lac_out,lac_per_atp,total_flux,condition,state_method,mod_method
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,ENSG00000169239 or ENSG00000174990,0.5,0.5,19.999999999999787,19.999999999999787,True,optimal,119.99999999999997,0.8943321704864502,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,ENSG00000169239 or ENSG00000174990,0.75,0.25,19.999999999999787,19.999999999999787,True,optimal,119.99999999999997,0.8710634708404541,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,ENSG00000169239 or ENSG00000174990,0.9,0.09999999999999998,19.999999999999787,19.999999999999787,True,optimal,119.99999999999997,0.8739538192749023,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,ENSG00000169239 or ENSG00000174990,1.0,0.0,19.999999999999787,0.0,True,optimal,119.99999999999994,1.3064351081848145,120.00000000000003,12.000000000000004,6.000000000000002,2.0000000000000004,10.0,20.0,0.0,0.0,1310.0000000000232,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.0,1.0,19.999999999999442,19.999999999999442,True,optimal,119.99999999999997,0.8848221302032471,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.1,0.9,19.999999999999442,19.999999999999442,True,optimal,119.99999999999997,0.8784279823303223,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.25,0.75,19.999999999999442,19.999999999999442,True,optimal,119.99999999999997,0.895179033279419,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.5,0.5,19.999999999999442,14.000000000001702,True,optimal,119.99999999999999,0.8351650238037109,120.00000000000003,12.000000000000004,6.000000000000002,2.0000000000000004,10.0,20.0,0.0,0.0,1314.666666666719,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.75,0.25,19.999999999999442,7.000000000000851,True,optimal,120.0,0.8484175205230713,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1335.6666666666881,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,0.9,0.09999999999999998,19.999999999999442,2.8000000000003396,True,optimal,119.99999999999999,0.8527650833129883,120.00000000000003,12.000000000000004,6.000000000000002,2.0000000000000004,10.0,20.0,0.0,0.0,1348.2666666667174,aerobic,pfba,fva_informed
MAR04095,Acetyl-CoA hydrolase,,ENSG00000172497,1.0,0.0,19.999999999999442,0.0,True,optimal,119.99999999999996,1.1970930099487305,119.99999999999993,11.999999999999993,5.9999999999999964,1.999999999999999,10.0,20.0,0.0,0.0,1356.6666666668273,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.0,1.0,-19.999999999999552,-19.999999999999552,True,optimal,119.99999999999997,0.8748152256011963,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.1,0.9,-19.999999999999552,-19.999999999999552,True,optimal,119.99999999999997,0.8811681270599365,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.25,0.75,-19.999999999999552,-19.999999999999552,True,optimal,119.99999999999997,0.8859357833862305,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.5,0.5,-19.999999999999552,-17.999999999999993,True,optimal,120.00000000000001,0.8884968757629395,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1298.666666666665,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.75,0.25,-19.999999999999552,-8.999999999999996,True,optimal,120.0,0.8360700607299805,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1307.6666666666629,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,0.9,0.09999999999999998,-19.999999999999552,-3.599999999999998,True,optimal,120.0,0.838367223739624,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1313.0666666666655,aerobic,pfba,fva_informed
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,ENSG00000111716 or ENSG00000171989,1.0,0.0,-19.999999999999552,0.0,True,optimal,120.0,0.8308854103088379,120.00000000000003,12.000000000000004,6.000000000000002,2.0000000000000004,10.0,20.0,0.0,0.0,1316.6666666666708,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.0,1.0,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.8794209957122803,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.1,0.9,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.8807640075683594,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.25,0.75,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.9115228652954102,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.5,0.5,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.8793618679046631,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.75,0.25,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.8802990913391113,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,0.9,0.09999999999999998,20.000000000000018,20.000000000000018,True,optimal,119.99999999999997,0.9007751941680908,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04358,ATP:pyruvate 2-O-phosphotransferase,,ENSG00000067225 or ENSG00000143627,1.0,0.0,20.000000000000018,0.0,True,optimal,120.00000000000001,1.1948015689849854,120.00000000000003,12.000000000000004,6.000000000000002,2.0000000000000004,10.0,20.0,0.0,0.0,1296.6666666666802,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.0,1.0,20.000000000000018,19.999999999999968,True,optimal,120.00000000000001,1.668238878250122,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1296.6666666666856,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.1,0.9,20.000000000000018,18.80000000000037,True,optimal,118.80000000000038,1.362015962600708,118.80000000000037,12.374999999999824,5.940000000000018,2.0624999999999702,9.600000000000167,20.0,0.0,0.0,1283.6666666666758,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.25,0.75,20.000000000000018,15.666666666666977,True,optimal,115.66666666666701,2.088820219039917,115.66666666666701,13.519480519480235,5.783333333333351,2.2532467532467058,8.555555555555761,20.0,0.0,0.0,1249.7222222222372,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.5,0.5,20.000000000000018,10.44444444444465,True,optimal,110.4444444444447,2.072718858718872,110.44444444444466,16.206521739129908,5.522222222222233,2.7010869565216518,6.814814814815049,20.0,0.0,0.0,1193.1481481481665,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.75,0.25,20.000000000000018,5.222222222222325,True,optimal,105.22222222222231,1.824338674545288,105.22222222222231,20.737226277372066,5.2611111111111155,3.4562043795620108,5.074074074074127,20.0,0.0,0.0,1137.7314814814847,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.9,0.09999999999999998,20.000000000000018,2.08888888888893,True,optimal,102.0888888888889,1.6458635330200195,102.0888888888889,25.334558823529278,5.104444444444445,4.222426470588213,4.029629629629651,20.0,0.0,0.0,1105.0925925925937,aerobic,pfba,fva_informed
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,1.0,0.0,20.000000000000018,0.0,True,optimal,100.00000000000009,1.390204906463623,99.99999999999996,29.99999999999982,4.999999999999998,4.99999999999997,3.333333333333352,20.0,0.0,0.0,1083.3333333333367,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.0,1.0,-20.000000000000014,-20.000000000000004,True,optimal,119.99999999999986,1.737236499786377,120.0,12.0,6.0,2.0,10.0,20.0,0.0,0.0,1296.6666666666815,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.1,0.9,-20.000000000000014,-18.79999999999998,True,optimal,118.8,1.8439161777496338,118.79999999999997,12.374999999999963,5.939999999999999,2.062499999999994,9.600000000000026,20.0,0.0,0.0,1283.6666666666706,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.25,0.75,-20.000000000000014,-15.666666666666648,True,optimal,115.66666666666669,1.8371937274932861,115.66666666666669,13.519480519480364,5.783333333333334,2.2532467532467275,8.555555555555655,20.0,0.0,0.0,1249.722222222234,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.5,0.5,-20.000000000000014,-10.444444444444432,True,optimal,110.44444444444439,1.9073355197906494,110.44444444444446,16.206521739130267,5.522222222222223,2.701086956521711,6.814814814814887,20.0,0.0,0.0,1193.1481481481578,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.75,0.25,-20.000000000000014,-5.222222222222216,True,optimal,105.22222222222229,1.7214250564575195,105.22222222222229,19.099159663865205,5.261111111111115,3.1831932773108673,5.509259259259361,20.0,0.0,0.0,1137.7314814814958,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.9,0.09999999999999998,-20.000000000000014,-2.088888888888886,True,optimal,102.08888888888889,1.7139525413513184,102.08888888888885,25.33455882352936,5.104444444444442,4.222426470588227,4.029629629629636,20.0,0.0,0.0,1105.092592592594,aerobic,pfba,fva_informed
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,1.0,0.0,-20.000000000000014,0.0,True,optimal,100.00000000000017,1.4844510555267334,100.00000000000003,29.99999999999891,5.000000000000002,4.999999999999819,3.3333333333334556,20.0,0.0,0.0,1083.3333333333446,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.0,1.0,20.000000000000014,19.999999999999954,True,optimal,119.99999999999993,0.8569707870483398,119.99999999999993,11.999999999999993,5.9999999999999964,1.999999999999999,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.1,0.9,20.000000000000014,17.999999999999957,True,optimal,117.99999999999989,0.8496332168579102,117.99999999999997,12.642857142857077,5.899999999999999,2.107142857142846,9.33333333333338,20.0,0.0,0.0,1275.0000000000068,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.25,0.75,20.000000000000014,14.999999999999964,True,optimal,114.99999999999994,0.8215246200561523,115.0,13.799999999999953,5.75,2.2999999999999923,8.333333333333362,20.0,0.0,0.0,1242.500000000005,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.5,0.5,20.000000000000014,9.999999999999977,True,optimal,109.99999999999999,0.8036284446716309,109.99999999999997,16.500000000000057,5.499999999999998,2.7500000000000098,6.666666666666642,20.0,0.0,0.0,1188.3333333333323,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.75,0.25,20.000000000000014,4.9999999999999885,True,optimal,105.00000000000004,0.8344361782073975,104.99999999999996,21.000000000000043,5.249999999999998,3.500000000000007,4.999999999999988,20.0,0.0,0.0,1136.6666666666656,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.9,0.09999999999999998,20.000000000000014,1.999999999999995,True,optimal,101.99999999999996,0.750298261642456,101.99999999999996,20.399999999999974,5.099999999999998,3.3999999999999955,5.000000000000004,20.0,0.0,0.0,1133.6666666666679,aerobic,pfba,fva_informed
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,1.0,0.0,20.000000000000014,0.0,True,optimal,100.00000000000001,1.9899134635925293,100.00000000000001,19.999999999999513,5.000000000000001,3.333333333333252,5.000000000000123,20.0,0.0,0.0,1131.6666666666777,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.0,1.0,-20.00000000000001,-19.999999999999996,True,optimal,119.99999999999993,2.321249485015869,120.0,12.0,6.0,2.0,10.0,20.0,0.0,0.0,1296.6666666666692,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.1,0.9,-20.00000000000001,-17.999999999999996,True,optimal,117.99999999999999,2.186156988143921,118.00000000000001,12.642857142857107,5.9,2.1071428571428514,9.33333333333336,20.0,0.0,0.0,1275.0000000000075,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.25,0.75,-20.00000000000001,-14.999999999999996,True,optimal,114.99999999999977,2.3255481719970703,115.00000000000004,13.79999999999988,5.750000000000002,2.29999999999998,8.333333333333409,20.0,0.0,0.0,1242.500000000009,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.5,0.5,-20.00000000000001,-9.999999999999998,True,optimal,110.0,2.413447618484497,110.00000000000001,16.499999999999975,5.500000000000001,2.749999999999996,6.666666666666678,20.0,0.0,0.0,1188.3333333333348,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.75,0.25,-20.00000000000001,-4.999999999999999,True,optimal,105.00000000000003,2.305239677429199,105.00000000000001,20.999999999999858,5.250000000000001,3.4999999999999765,5.000000000000035,20.0,0.0,0.0,1136.666666666666,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.9,0.09999999999999998,-20.00000000000001,-1.9999999999999991,True,optimal,100.16666666666673,2.1078624725341797,100.16666666666663,30.050000000005888,5.008333333333331,5.008333333334314,3.333333333332679,20.0,0.0,0.0,1074.3333333333258,aerobic,pfba,fva_informed
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,1.0,0.0,-20.00000000000001,0.0,True,optimal,96.66666666666669,1.278717041015625,96.66666666666667,29.00000000000038,4.833333333333334,4.833333333333396,3.33333333333329,20.0,0.0,0.0,1098.3333333333433,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.0,1.0,-10.000000000000002,-10.000000000000002,True,optimal,119.99999999999997,0.8901643753051758,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.1,0.9,-10.000000000000002,-10.000000000000002,True,optimal,119.99999999999997,0.8692886829376221,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.25,0.75,-10.000000000000002,-10.000000000000002,True,optimal,119.99999999999997,0.8710033893585205,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.5,0.5,-10.000000000000002,-10.000000000000002,True,optimal,119.99999999999997,0.8720664978027344,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.75,0.25,-10.000000000000002,-5.499999999999986,True,optimal,120.00000000000001,0.9169185161590576,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1301.1666666666654,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,0.9,0.09999999999999998,-10.000000000000002,-2.199999999999994,True,optimal,119.99999999999997,0.9039268493652344,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1304.4666666666656,aerobic,pfba,fva_informed
MAR04375,fructose-bisphosphate aldolase (DHAP),,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,1.0,0.0,-10.000000000000002,0.0,True,optimal,119.99999999999997,1.50270414352417,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1306.6666666666665,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.0,1.0,10.000000000000002,10.000000000000002,True,optimal,119.99999999999997,0.9002285003662109,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.1,0.9,10.000000000000002,10.000000000000002,True,optimal,119.99999999999997,0.8643641471862793,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.25,0.75,10.000000000000002,10.000000000000002,True,optimal,119.99999999999997,0.8672957420349121,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.5,0.5,10.000000000000002,10.000000000000002,True,optimal,119.99999999999997,0.9348225593566895,119.99999999999996,11.999999999999996,5.999999999999998,1.9999999999999993,10.0,20.0,0.0,0.0,1296.666666666666,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.75,0.25,10.000000000000002,5.499999999999316,True,optimal,120.00000000000001,0.911250114440918,120.0,12.0,6.0,2.0,10.0,20.0,0.0,0.0,1296.6666666666702,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,0.9,0.09999999999999998,10.000000000000002,2.199999999999726,True,optimal,120.00000000000003,0.9172797203063965,120.0,12.0,6.0,2.0,10.0,20.0,0.0,0.0,1296.6666666666802,aerobic,pfba,fva_informed
MAR04379,ATP:D-fructose-6-phosphate 1-phosphotransferase,,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,1.0,0.0,10.000000000000002,0.0,True,optimal,119.99999999999997,0.9244234561920166,120.0,12.0,6.0,2.0,10.0,20.0,0.0,0.0,1296.6666666666747,aerobic,pfba,fva_informed
MAR04381,D-glucose-6-phosphate aldose-ketose-isomerase,,ENSG00000105220,0.0,1.0,-10.0,-9.99999999999998,True,optimal,120.00000000000004,0.8692941665649414,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1296.6666666666808,aerobic,pfba,fva_informed
MAR04381,D-glucose-6-phosphate aldose-ketose-isomerase,,ENSG00000105220,0.1,0.9,-10.0,-8.999999999999982,True,optimal,119.99999999999999,0.8910098075866699,119.99999999999997,11.999999999999996,5.999999999999998,1.9999999999999996,10.0,20.0,0.0,0.0,1297.6666666666667,aerobic,pfba,fva_informed
