,minimum,maximum
MAR00229,-1000.0,1000.0
MAR00230,0.0,7.999999999938534
MAR00231,0.0,12.000000000005093
MAR00232,0.0,12.000000000002762
MAR00233,0.0,8.000000000011696
MAR00234,0.0,8.000000000008745
MAR00235,0.0,12.000000000009422
MAR00236,0.0,12.000000000017549
MAR00237,0.0,8.000000000011548
MAR00238,0.0,8.000000000004583
MAR00239,0.0,12.000000000011356
MAR00240,0.0,12.000000000017328
MAR00241,0.0,8.000000000011694
MAR00242,0.0,8.000000000003457
MAR00243,0.0,12.000000000012248
MAR00244,0.0,12.000000000017545
MAR00245,0.0,8.000000000011546
MAR00246,0.0,8.00000000000408
MAR00247,0.0,12.00000000001223
MAR00248,0.0,12.000000000017325
MAR00249,0.0,8.000000000002776
MAR00250,0.0,8.000000000019337
MAR00251,0.0,0.9473684210501363
MAR00252,-1000.0,1000.0
MAR00253,0.0,12.000000000015653
MAR00254,0.0,12.00000000002189
MAR00255,0.0,8.000000000010763
MAR00256,0.0,8.000000000022665
MAR00257,0.0,12.000000000033715
MAR00258,0.0,12.0000000000191
MAR00259,0.0,8.00000000001268
MAR00260,0.0,8.000000000022531
MAR00261,0.0,12.000000000033744
MAR00262,0.0,12.000000000019151
MAR00263,0.0,8.00000000001731
MAR00264,0.0,8.000000000020393
MAR00265,0.0,12.000000000040407
MAR00266,0.0,12.000000000008367
MAR00267,0.0,8.000000000006473
MAR00268,0.0,8.000000000003244
MAR00269,0.0,12.000000000004134
MAR00270,0.0,12.000000000009715
MAR00271,0.0,1.4117647058815472
MAR00272,0.0,1.4117647058830096
MAR00273,0.0,12.000000000005555
MAR00274,0.0,11.99999999997769
MAR00275,0.0,7.999999999985201
MAR00276,0.0,8.000000000003071
MAR00277,0.0,12.000000000004626
MAR00278,0.0,11.99999999997769
MAR00279,0.0,7.999999999987234
MAR00280,0.0,8.000000000003071
MAR00281,0.0,12.000000000004626
MAR00282,0.0,11.99999999998078
MAR00283,0.0,7.999999999987197
MAR00284,0.0,8.000000000003071
MAR00285,0.0,-5.727681203796189e-13
MAR00286,-1000.0,1000.0
MAR00287,0.0,11.999999999942855
MAR00288,0.0,12.000000000033918
MAR00289,0.0,8.000000000022796
MAR00290,0.0,8.000000000014289
MAR00291,0.0,12.000000000021432
MAR00292,0.0,12.000000000034193
MAR00293,0.0,8.000000000022617
MAR00294,0.0,8.000000000014289
MAR00295,0.0,12.000000000021432
MAR00296,0.0,12.000000000033925
MAR00297,0.0,8.000000000022617
MAR00298,0.0,8.000000000014289
MAR00299,0.0,12.000000000021432
MAR00300,0.0,12.000000000033925
MAR00301,0.0,8.000000000022617
MAR00302,0.0,8.000000000014289
MAR00303,0.0,12.000000000021432
MAR00304,0.0,12.000000000033925
MAR00305,0.0,8.000000000022613
MAR00306,0.0,8.000000000014289
MAR00307,0.0,12.000000000021432
MAR00308,0.0,12.000000000033918
MAR00309,0.0,8.000000000022613
MAR00310,0.0,8.000000000014289
MAR00311,0.0,12.000000000021432
MAR00312,0.0,12.000000000033918
MAR00313,0.0,8.000000000005832
MAR00314,0.0,8.000000000003595
MAR00315,-1000.0,1000.0
MAR00316,0.0,8.000000000014492
MAR00317,0.0,12.00000000002332
MAR00318,0.0,12.0000000000125
MAR00319,0.0,8.00000000000923
MAR00320,0.0,8.000000000015115
MAR00321,0.0,12.000000000025512
MAR00322,0.0,12.000000000001528
MAR00323,0.0,8.000000000008946
MAR00324,0.0,8.000000000016257
MAR00325,0.0,12.000000000024825
MAR00326,0.0,12.000000000017682
MAR00327,0.0,8.000000000015818
MAR00328,0.0,8.000000000014367
MAR00329,0.0,12.00000000002141
MAR00330,0.0,12.000000000023732
MAR00331,0.0,8.000000000009967
MAR00332,0.0,8.000000000009745
MAR00333,0.0,4.799999999999589
MAR00334,0.0,12.000000000035861
MAR00335,0.0,12.000000000013525
MAR00336,0.0,12.000000000019899
MAR00337,0.0,8.000000000004011
MAR00338,0.0,8.000000000008061
MAR00339,0.0,12.000000000012527
MAR00340,0.0,12.00000000000625
MAR00341,0.0,8.000000000004011
MAR00342,0.0,8.000000000008061
MAR00343,0.0,12.000000000012527
MAR00344,0.0,12.00000000000625
MAR00345,0.0,8.000000000004011
MAR00346,0.0,8.000000000008061
MAR00347,0.0,12.000000000012527
MAR00348,0.0,12.000000000006251
MAR00349,0.0,8.000000000004073
MAR00350,0.0,8.00000000000806
MAR00351,0.0,12.000000000012525
MAR00352,0.0,12.000000000006114
MAR00353,0.0,8.000000000003917
MAR00354,0.0,8.000000000011386
MAR00355,0.0,12.000000000016753
MAR00356,0.0,12.000000000005874
MAR00357,0.0,8.00000000000391
MAR00358,0.0,8.000000000006837
MAR00359,0.0,12.000000000010392
MAR00360,0.0,12.000000000005858
MAR00361,0.0,8.000000000003917
MAR00362,0.0,8.000000000003684
MAR00363,0.0,11.999999999997744
MAR00364,0.0,12.000000000025402
MAR00365,0.0,8.000000000017346
MAR00366,0.0,8.000000000019574
MAR00367,0.0,12.000000000029084
MAR00368,0.0,12.0000000000254
MAR00369,0.0,8.000000000016936
MAR00370,0.0,8.00000000001823
MAR00371,0.0,12.000000000027349
MAR00372,0.0,12.000000000025404
MAR00373,0.0,8.000000000016936
MAR00374,0.0,8.00000000001823
MAR00375,0.0,12.000000000027349
MAR00376,0.0,12.000000000025404
MAR00377,0.0,8.00000000001694
MAR00378,0.0,8.000000000019567
MAR00379,0.0,12.000000000029099
MAR00380,0.0,12.00000000002541
MAR00381,0.0,8.000000000016941
MAR00382,0.0,8.000000000018197
MAR00383,0.0,12.000000000027297
MAR00384,0.0,12.000000000025413
MAR00385,0.0,8.000000000016936
MAR00386,0.0,8.000000000018197
MAR00387,0.0,12.000000000027297
MAR00388,0.0,12.000000000025404
MAR00389,0.0,8.000000000017083
MAR00390,0.0,8.000000000020728
MAR00391,0.0,12.000000000031095
MAR00392,0.0,12.000000000025628
MAR00393,0.0,8.000000000016936
MAR00394,0.0,8.000000000018197
MAR00395,0.0,12.000000000027297
MAR00396,0.0,12.000000000025405
MAR00397,0.0,8.00000000001825
MAR00398,0.0,8.00000000001956
MAR00399,0.0,12.000000000029061
MAR00400,0.0,12.000000000024224
MAR00401,0.0,8.000000000016936
MAR00402,0.0,8.000000000019575
MAR00403,0.0,12.000000000029099
MAR00404,0.0,12.000000000025798
MAR00405,0.0,8.000000000016826
MAR00406,0.0,8.00000000001957
MAR00407,0.0,12.000000000029111
MAR00408,0.0,1000.0
MAR00409,0.0,8.000000000018403
MAR00410,0.0,8.000000000016115
MAR00411,0.0,12.000000000013765
MAR00412,0.0,12.000000000004638
MAR00413,0.0,8.000000000016522
MAR00414,0.0,8.000000000019675
MAR00415,0.0,12.000000000029516
MAR00416,0.0,12.000000000024784
MAR00417,0.0,8.00000000001818
MAR00418,0.0,8.000000000018687
MAR00419,0.0,12.000000000028034
MAR00420,0.0,12.000000000027272
MAR00421,0.0,8.00000000002007
MAR00422,0.0,8.000000000021664
MAR00423,0.0,12.0000000000325
MAR00424,0.0,12.000000000030107
MAR00425,0.0,8.00000000001818
MAR00426,0.0,8.000000000019673
MAR00427,0.0,12.000000000029518
MAR00428,0.0,12.000000000027272
MAR00429,0.0,8.00000000001818
MAR00430,0.0,8.000000000019426
MAR00431,0.0,12.000000000029141
MAR00432,0.0,12.000000000027269
MAR00433,0.0,8.000000000017192
MAR00434,0.0,8.000000000019838
MAR00435,0.0,12.000000000029758
MAR00436,0.0,12.000000000025791
MAR00437,0.0,8.000000000019659
MAR00438,0.0,8.000000000018426
MAR00439,0.0,12.000000000027642
MAR00440,0.0,0.0
MAR00441,0.0,-4.5707788715046286e-12
MAR00442,0.0,0.0
MAR00443,0.0,1000.0
MAR00444,-1000.0,1000.0
MAR00446,0.0,10.66666666667207
MAR00447,0.0,0.0
MAR00448,0.0,10.666666666658257
MAR00449,0.0,12.00000000001089
MAR00450,0.0,11.000000000009186
MAR00451,-1000.0,1000.0
MAR00452,-12.000000000003835,12.000000000051973
MAR00453,-5.999999999998047,10.666666666664515
MAR00454,0.0,15.999999999975099
MAR00455,-11.999999999993618,12.000000000051642
MAR00456,0.0,10.666666666663302
MAR00457,0.0,12.000000000016398
MAR00458,0.0,10.66666666667056
MAR00459,0.0,10.666666666669922
MAR00460,0.0,10.666666666669919
MAR00461,-2.1818181818256877,4.800000000001422
MAR00462,-0.3979149542299291,0.0
MAR00463,0.0,-3.529289688362779e-11
MAR00465,-1000.0,1000.0
MAR00466,0.0,0.0
MAR00467,0.0,0.0
MAR00468,0.0,0.0
MAR00469,0.0,12.00000000001799
MAR00470,0.0,0.0
MAR00471,0.0,0.0
MAR00472,0.0,0.0
MAR00473,0.0,-1.871501453839977e-12
MAR00474,0.0,0.0
MAR00475,0.0,0.0
MAR00476,0.0,2.2500000000039373
MAR00477,0.0,0.0
MAR00479,0.0,11.999999999996522
MAR00480,0.0,0.0
MAR00481,0.0,12.000000000004535
MAR00484,0.0,0.0
MAR00485,0.0,0.0
MAR00486,2.1752900489119355e-18,0.0024000000000033808
MAR00487,0.0,0.002400000000003543
MAR00488,0.0,0.07980000000011779
MAR00489,0.0,0.002400000000003543
MAR00490,0.0,0.002400000000003543
MAR00491,0.0,0.002400000000003543
MAR00492,0.0,0.002400000000003543
MAR00493,0.0,1.3320000000019663
MAR00494,0.0,0.13140000000019397
MAR00495,0.0,0.0024000000000035434
MAR00496,0.0,0.002400000000003543
MAR00497,0.0,0.002400000000003543
MAR00498,0.0,0.002400000000003543
MAR00499,0.0,0.8988000000013266
MAR00500,0.0,0.002400000000003543
MAR00501,0.0,0.15000000000022146
MAR00502,0.0,0.9270000000013683
MAR00503,0.0,0.002400000000003543
MAR00504,0.0,0.002400000000003543
MAR00505,0.0,0.002400000000003543
MAR00506,0.0,0.002400000000003543
MAR00507,0.0,0.002400000000003543
MAR00508,0.0,0.002400000000003543
MAR00509,0.0,0.002400000000003543
MAR00510,0.0,0.002400000000003543
MAR00511,0.0,0.002400000000003543
MAR00512,0.0,0.002400000000003543
MAR00513,0.0,0.002400000000003543
MAR00514,0.0,0.002400000000003543
MAR00515,0.0,0.002400000000003543
MAR00516,0.0,0.002400000000003543
MAR00517,0.0,0.002400000000003543
MAR00518,0.0,0.002400000000003543
MAR00519,0.0,0.002400000000003543
MAR00520,0.0,0.002400000000003543
MAR00521,0.0,0.002400000000003543
MAR00522,0.0,0.050400000000074385
MAR00523,0.0,0.015000000000022143
MAR00524,0.0,0.06900000000010185
MAR00525,0.0,0.06960000000010273
MAR00526,0.0,0.03540000000005225
MAR00527,0.0,0.002400000000003543
MAR00528,0.0,0.002400000000003543
MAR00529,0.0,0.16680000000024625
MAR00530,0.0,0.002400000000003543
MAR00531,0.0,0.002400000000003543
MAR00532,0.0,0.002400000000003543
MAR00533,0.0,0.002400000000003543
MAR00534,0.0,1.1490000000016962
MAR00535,0.0,0.017400000000025683
MAR00536,0.0,0.1290000000001904
MAR00537,0.0,0.6498000000009592
MAR00538,0.0,0.0084000000000124
MAR00539,0.0,0.002400000000003543
MAR00540,0.0,0.002400000000003543
MAR00541,0.0,0.022800000000033658
MAR00542,0.0,0.002400000000003543
MAR00543,0.0,0.002400000000003543
MAR00544,0.0,0.002400000000003543
MAR00545,0.0,0.0
MAR00546,0.0,0.0
MAR00547,0.0,0.0
MAR00548,0.0,0.0
MAR00549,0.0,0.0
MAR00550,0.0,0.0
MAR00551,0.0,0.0
MAR00552,0.0,0.0
MAR00553,0.0,0.0
MAR00554,0.0,4.685416303066023e-14
MAR00555,0.0,0.0
MAR00556,0.0,0.0
MAR00557,0.0,0.0
MAR00558,0.0,0.0
MAR00559,0.0,0.0
MAR00560,0.0,0.0
MAR00561,0.0,0.0
MAR00578,0.0,0.0
MAR00579,0.0,0.0
MAR00580,0.0,0.0
MAR00581,0.0,0.0
MAR00582,0.0,0.0
MAR00584,0.0,0.0
MAR00586,0.0,0.0
MAR00587,0.0,0.0
MAR00588,0.0,12.000000000012996
MAR00589,0.0,6.000000000010547
MAR00590,0.0,6.000000000012402
MAR00591,0.0,6.0000000000120775
MAR00592,0.0,6.000000000006588
MAR00593,0.0,6.000000000010884
MAR00594,0.0,0.0
MAR00596,0.0,12.000000000019043
MAR00597,0.0,6.00000000001307
MAR00598,3.466088907872426e-27,6.000000000013142
MAR00599,4.11103672578174e-16,6.000000000006596
MAR00600,0.0,6.00000000000833
MAR00601,0.0,6.000000000014321
MAR00602,0.0,0.0
MAR00604,0.0,1000.0
MAR00605,0.0,12.000000000002398
MAR00610,0.0,8.000000000020432
MAR00612,0.0,0.03425205533970692
MAR00613,0.0,0.0
MAR00614,0.0,4.800000000005973
MAR00615,0.0,4.7999999977302314
MAR00616,0.0,4.80000000000406
MAR00622,0.0,12.000000000038908
MAR00623,0.0,2.666666666658498
MAR00625,0.0,1000.0
MAR00627,0.0,12.000000000026949
MAR00629,0.0,4.799999999997428
MAR00630,0.0,12.000000000438812
MAR00632,0.0,12.000000000004137
MAR00633,0.0,2.666666666672701
MAR00634,0.0,2.7692307692405604
MAR00635,0.0,2.666666666664056
MAR00636,0.0,12.000000000017968
MAR00638,0.0,8.00000000002028
MAR00640,0.0,1000.0
MAR00641,0.0,28.000000000000057
MAR00642,0.0,4.800000000017543
MAR00643,0.0,12.000000000022842
MAR00644,0.0,12.00000000003359
MAR00645,0.0,2.6666666666681116
MAR00646,0.0,2.6666666666694385
MAR00647,0.0,12.000000000744484
MAR00648,0.0,12.000000000013777
MAR00649,0.0,12.000000000010743
MAR00651,0.0,4.800000000005706
MAR00652,0.0,0.0
MAR00653,0.0,2.1818181818173743
MAR00654,0.0,2.1818181818197417
MAR00657,0.0,2.1818181818197417
MAR00660,0.0,4.800000000006494
MAR00663,0.0,3.428571428577609
MAR00664,0.0,0.0
MAR00665,0.0,12.000000000042577
MAR00667,0.0,12.000000000037788
MAR00668,0.0,6.000000000007817
MAR00669,0.0,6.000000000019771
MAR00670,0.0,6.000000000034746
MAR00671,0.0,6.000000000020457
MAR00672,0.0,6.000000000015246
MAR00673,0.0,12.000000000054447
MAR00674,0.0,6.0000000000273666
MAR00675,0.0,6.000000000034054
MAR00676,0.0,6.000000000013509
MAR00677,0.0,6.000000000014564
MAR00678,0.0,6.000000000017418
MAR00679,0.0,6.000000000012184
MAR00680,0.0,4.000000000000505
MAR00681,0.0,4.000000000003451
MAR00682,0.0,4.000000000002659
MAR00683,0.0,4.000000000006432
MAR00684,0.0,4.000000000003602
MAR00685,0.0,0.0
MAR00686,0.0,0.0
MAR00687,0.0,0.0
MAR00688,0.0,0.0
MAR00689,0.0,0.0
MAR00690,0.0,0.0
MAR00691,0.0,0.0
MAR00692,0.0,0.0
MAR00703,0.0,0.0
MAR00705,0.0,0.0
MAR00706,0.0,0.0
MAR00707,0.0,0.0
MAR00708,0.0,0.0
MAR00709,0.0,7.999999999982014
MAR00710,-1000.0,1000.0
MAR00712,-1000.0,4.800000000002228
MAR00713,0.0,1000.0
MAR00715,0.0,0.0
MAR00716,0.0,0.0
MAR00717,0.0,0.0
MAR00718,0.0,0.0
MAR00719,0.0,0.0
MAR00723,0.0,0.0
MAR00724,0.0,0.0
MAR00725,0.0,0.0
MAR00726,0.0,0.0
MAR00727,0.0,0.0
MAR00728,0.0,0.0
MAR00729,0.0,0.0
MAR00730,-1000.0000000000002,8.000000000003666
MAR00731,0.0,1000.0
MAR00732,0.0,0.0
MAR00733,0.0,0.0
MAR00734,0.0,1000.0
MAR00735,0.0,1000.0
MAR00736,0.0,1000.0
MAR00737,0.0,8.00000000003378
MAR00738,0.0,3.789074834239068
MAR00739,0.0,8.000000000027262
MAR00741,0.0,3.789074834239203
MAR00742,0.0,8.000000000012085
MAR00743,0.0,1.7142857142946089
MAR00744,0.0,12.000000000034879
MAR00745,0.0,1.714285714289238
MAR00746,0.0,12.000000000036229
MAR00747,0.0,1.714285714300189
MAR00748,-1.197474801065956e-28,12.000000000026589
MAR00749,0.0,1.0909090909136585
MAR00750,0.0,12.000000000029551
MAR00751,0.0,0.0
MAR00752,0.0,1.0000000000005802
MAR00753,-12.0,7.985094299561145
MAR00754,0.0,2.0000000000026787
MAR00755,0.0,0.8888888888904071
MAR00756,0.0,0.8571428571446807
MAR00757,0.0,1.500000000004618
MAR00758,0.0,12.00000000001537
MAR00759,0.0,0.8571428571442262
MAR00760,0.0,12.000000000009566
MAR00761,0.0,8.000000000006064
MAR00762,0.0,8.00000000001262
MAR00763,-1000.0,7.999999999999773
MAR00764,0.0,1.7142857142909613
MAR00765,0.0,8.00000000000877
MAR00766,0.0,1000.0
MAR00767,0.0,12.000000000023885
MAR00768,0.0,8.000000000017268
MAR00769,-1000.0,4.800000000008708
MAR00770,-1000.0,1000.0
MAR00771,-1000.0,1000.0
MAR00772,0.0,1.0000000000034857
MAR00773,0.0,12.000000000056202
MAR00774,0.0,0.7741935483878702
MAR00775,0.0,12.00000000004595
MAR00777,0.0,3.4285714285722264
MAR00779,0.0,12.000000000029258
MAR00780,0.0,0.8571428571455879
MAR00781,0.0,12.000000000002409
MAR00782,-12.000000000016142,12.000000000027969
MAR00783,0.0,12.000000000031521
MAR00784,0.0,0.8571428571437788
MAR00785,0.0,-5.59102855493641e-14
MAR00786,0.0,1000.0
MAR00787,0.0,4.800000000000555
MAR00788,0.0,0.923076923081245
MAR00790,0.0,1.30909090909372
MAR00791,-8.000000000002268,4.800000000028779
MAR00792,0.0,1.309090909093982
MAR00793,0.0,4.8000000000122816
MAR00794,0.0,4.800000000012052
MAR00795,0.0,8.000000000020616
MAR00796,-2.769230769228914,1000.0
MAR00797,0.0,2.057142857149137
MAR00798,-7.99999999999972,-4.827064434078727e-14
MAR00799,0.0,-1.7713085287035429e-12
MAR00800,0.0,-4.779986868502664e-13
MAR00801,0.0,8.000000000027729
MAR00802,-7.999999999996928,8.000000000030061
MAR00803,0.0,8.000000000034294
MAR00804,0.0,8.000000000028109
MAR00805,0.0,8.000000000020766
MAR00806,0.0,2.4827586206881853
MAR00807,0.0,8.000000000037739
MAR00808,0.0,8.000000000014397
MAR00809,0.0,0.0
MAR00810,0.0,8.000000000015433
MAR00811,0.0,8.000000000010898
MAR00812,0.0,0.0
MAR00813,0.0,0.0
MAR00814,0.0,0.0
MAR00815,0.0,8.000000000012866
MAR00816,0.0,8.000000000022148
MAR00817,0.0,4.000000000008406
MAR00818,0.0,-3.6287293511554685e-13
MAR00819,0.0,8.00000000002291
MAR00820,0.0,4.000000000005744
MAR00821,0.0,8.000000000027194
MAR00822,0.0,-2.0265029320774276e-13
MAR00823,0.0,4.0000000000190745
MAR00824,0.0,8.000000000022066
MAR00825,0.0,8.000000000012205
MAR00826,0.0,2.6666666666839625
MAR00827,0.0,8.000000000028054
MAR00828,0.0,8.000000000030164
MAR00829,0.0,8.000000000028473
MAR00830,0.0,8.000000000034392
MAR00831,0.0,2.666666666671737
MAR00832,0.0,2.6666666666754093
MAR00833,0.0,-3.9896631563297303e-13
MAR00834,0.0,0.0
MAR00835,0.0,2.6666666666709866
MAR00836,0.0,2.6666666666727545
MAR00837,0.0,8.000000000018261
MAR00838,0.0,8.000000000020565
MAR00839,0.0,2.0000000000067226
MAR00840,0.0,0.0
MAR00841,0.0,2.000000000006088
MAR00842,0.0,4.000000000011705
MAR00843,0.0,4.000000000015367
MAR00844,0.0,8.000000000031456
MAR00845,0.0,8.000000000028212
MAR00846,0.0,8.000000000033367
MAR00847,0.0,7.999999999988179
MAR00848,0.0,0.0
MAR00849,0.0,7.9999999999956675
MAR00850,0.0,8.000000000030276
MAR00851,0.0,2.6666666666762637
MAR00852,0.0,4.0000000000165015
MAR00853,0.0,2.6666666666779744
MAR00854,0.0,2.000000000001034
MAR00855,0.0,0.0
MAR00856,0.0,0.0
MAR00857,0.0,0.0
MAR00858,0.0,0.0
MAR00859,0.0,-7.530153142242777e-45
MAR00860,0.0,0.0
MAR00861,0.0,0.0
MAR00862,0.0,0.0
MAR00863,0.0,0.0
MAR00864,0.0,0.0
MAR00865,0.0,0.0
MAR00866,0.0,0.0
MAR00867,0.0,0.0
MAR00868,-1.5839343579376013e-30,0.0
MAR00869,0.0,6.000000000013603
MAR00870,1.8303802961904928e-16,0.0
MAR00871,0.0,0.0
