reaction_id,reaction_name,subsystem,metric,orientation,type,u_opt,J0,J1,J_opt,gain0,gain1,n_feasible
MAR02225,Free Diffusion,,atp_demand,higher,0,0.0,119.99999999999996,119.99999999999996,119.99999999999996,0.0,0.0,21
MAR02225,Free Diffusion,,atp_per_glc,higher,0,0.0,11.999999999999996,11.999999999999996,11.999999999999996,0.0,0.0,21
MAR02225,Free Diffusion,,atp_per_o2,higher,0,0.0,5.999999999999998,5.999999999999998,5.999999999999998,0.0,0.0,21
MAR02225,Free Diffusion,,atp_per_carbon,higher,0,0.0,1.9999999999999996,1.9999999999999996,1.9999999999999996,0.0,0.0,21
MAR02225,Free Diffusion,,glc_uptake,lower,0,0.0,-10.0,-10.0,-10.0,0.0,0.0,21
MAR02225,Free Diffusion,,o2_uptake,lower,0,0.0,-20.0,-20.0,-20.0,0.0,0.0,21
MAR02225,Free Diffusion,,lac_out,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR02225,Free Diffusion,,lac_per_atp,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR02225,Free Diffusion,,total_flux,lower,III,0.0,-1296.666666666666,-1310.0000000000011,-1296.666666666666,0.0,0.010282776349615745,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,atp_demand,higher,0,1.0,119.99999999999996,120.00000000000004,120.00000000000004,7.105427357600999e-16,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,atp_per_glc,higher,0,1.0,11.999999999999996,12.000000000000004,12.000000000000004,5.9211894646675e-16,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,atp_per_o2,higher,0,1.0,5.999999999999998,6.000000000000002,6.000000000000002,5.9211894646675e-16,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,atp_per_carbon,higher,0,1.0,1.9999999999999996,2.0000000000000004,2.0000000000000004,4.440892098500625e-16,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,glc_uptake,lower,0,0.0,-10.0,-10.0,-10.0,0.0,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,o2_uptake,lower,0,0.0,-20.0,-20.0,-20.0,0.0,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,lac_out,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,lac_per_atp,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),,total_flux,lower,III,0.0,-1296.666666666666,-1310.0000000000232,-1296.666666666666,0.0,0.010282776349632754,21
MAR04095,Acetyl-CoA hydrolase,,atp_demand,higher,0,0.3,119.99999999999996,119.99999999999991,120.00000000000004,7.105427357600999e-16,1.0658141036401498e-15,21
MAR04095,Acetyl-CoA hydrolase,,atp_per_glc,higher,0,0.3,11.999999999999996,11.999999999999991,12.000000000000004,5.9211894646675e-16,1.0362081563168124e-15,21
MAR04095,Acetyl-CoA hydrolase,,atp_per_o2,higher,0,0.3,5.999999999999998,5.9999999999999964,6.000000000000002,5.9211894646675e-16,8.881784197001249e-16,21
MAR04095,Acetyl-CoA hydrolase,,atp_per_carbon,higher,0,0.3,1.9999999999999996,1.999999999999999,2.0000000000000004,4.440892098500625e-16,7.771561172376094e-16,21
MAR04095,Acetyl-CoA hydrolase,,glc_uptake,lower,0,0.0,-10.0,-10.0,-10.0,0.0,0.0,21
MAR04095,Acetyl-CoA hydrolase,,o2_uptake,lower,0,0.0,-20.0,-20.0,-20.0,0.0,0.0,21
MAR04095,Acetyl-CoA hydrolase,,lac_out,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR04095,Acetyl-CoA hydrolase,,lac_per_atp,lower,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,21
MAR04095,Acetyl-CoA hydrolase,,total_flux,lower,0,0.0,-1296.666666666666,-1356.6666666668273,-1296.666666666666,0.0,0.046272493573389126,21
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,atp_demand,higher,0,1.0,119.99999999999996,120.00000000000004,120.00000000000004,7.105427357600999e-16,0.0,21
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,atp_per_glc,higher,0,1.0,11.999999999999996,12.000000000000004,12.000000000000004,5.9211894646675e-16,0.0,21
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,atp_per_o2,higher,0,1.0,5.999999999999998,6.000000000000002,6.000000000000002,5.9211894646675e-16,0.0,21
MAR04280,(S)-Lactate:NAD+ oxidoreductase,,atp_per_carbon,higher,0,1.0,1.9999999999999996,2.0000000000000004,2.0000000000000004,4.440892098500625e-16,0.0,21
