,minimum,maximum
LNS14DM,0.0,-7.372431017462466e-13
LNSTLSr,0.0,-8.121448651862864e-13
LPASE,0.0,1.7360406091342047
LPCHOLt,5.960291598415056e-29,1.7360406091327485
LPCOXp,0.0,1.1819244701618133e-14
LPS,0.0,6.07614213196231
LPS2,0.0,6.076142131967132
LPS2e,0.0,6.076142131968365
LPS3,0.0,2.430456852786169
LPS3e,0.0,2.4304568527883124
LPS4e,0.0,0.0
LRAT,0.0,1.7360406091332832
LRAT1,0.0,1.7360406091331508
LRAT2,0.0,1.7360406091338925
LSTO1r,-3.388643543063581e-14,-6.134947799507065e-13
LSTO2r,0.0,-9.202253446738044e-13
LTA4H,2.0708000580073454e-13,2.0552680991871897e-13
LTC4CP,-1000.0,1000.0
LTC4Sr,0.0,2.330116195455142e-14
LTD4DP,-1000.0,1000.0
LTDCL,0.0,8.808097397254829e-13
LYSOXp,0.0,1.0187883363528713e-14
LYSt4,0.0,1000.0
LYStiDF,0.0,1000.0
LYStip,0.0,-7.053192206584965e-14
LYStm,-953.7157360405896,1000.0
LYStn,-6.07614213197922,0.0
M4BTAer,0.0,0.0
M4CET3er,0.0,0.0
MACACI,0.0,5.958153208889312e-13
MACOXO,0.0,0.0
MAGt,-2.4304568527919486,6.076142131976716
MALSO3tm,-1000.0,1000.0
MALSO4tm,-1000.0,1000.0
MALTe,0.0,1.3076671052288486e-13
MALTly,0.0,-1.5553726656424573e-29
MALtm,-1000.0,1000.0
MALTSULtm,-999.9999999999992,999.9999999999999
MALTt1r,0.0,0.0
MANt1r,-1000.0,1000.0
MANtly,0.0,0.0
MAOLNOR,0.0,0.0
MAOX,0.0,2.7558652047908196e-14
MCCCrm,3.964428613615315e-14,1.4292033514782893e-13
MCD,0.0,12.152284263948177
MCDm,0.0,12.152284263975597
MCDp,0.0,12.152284263947148
MCITS,0.0,0.0
MCLACCYSR,0.0,0.0
MCLOR,0.0,0.0
MCPST,0.0,2.6494027344462457e-13
MDHm,-1000.0,1000.0
MDRPD,0.0,0.9150210217872584
ME1m,0.0,12.152284263955407
ME2,0.0,12.152284263940006
ME2m,0.0,12.152284263927532
MECOALm,0.0,1000.0
MECOAS1m,-1000.0,0.0
MELATN23DOX,0.0,8.80809739725483e-13
MELATNOX,0.0,2.3939999999941777
MEOHt2,0.0,0.0
MEOHtly,0.0,2.483370558377115
MEPIVESSte,0.0,12.152284263919634
MERCPLACCYSt,0.0,0.0
MESCOALm,0.0,0.0
METAT,0.0,4.050761421307169
METLEUex,0.0,1000.0
METS,0.0,4.05076142131065
METt4,0.0,1000.0
METtec,-1000.0,1000.0
MEVK1x,0.0,-2.4554844507770967e-12
MGACONm,-1.434980930987846e-13,0.0
MGCHrm,5.909373265950373e-13,1.4292033514782893e-13
MGSA,0.0,6.076142131989166
MGSA2,0.0,6.076142131982153
MHISOR,0.0,0.0
MI1345PP,-3.536126303167868e-28,12.152284263965617
MI134P4P,0.0,6.076142131974372
MI134PP,0.0,6.0761421319851445
MI13PP,0.0,6.076142131990666
MI145PK,0.0,12.152284263982272
MI145PP,0.0,12.152284263961514
MI14P4P,0.0,12.15228426392974
MI14PP,0.0,12.152284263929744
MI14Ptn,-12.152284263937155,0.0
MI1P_Dtn,-12.15228426393574,0.0
MI1PS,0.0,1.8959873284011013
MI34PP,0.0,6.076142131970467
MINOHPtn,-12.152284263943551,0.0
MLTG1,0.0,0.0
MLTG1e,0.0,0.0
MLTG1ly,0.0,0.0
MMCDm,0.0,3.6506404222433177e-13
MMEm,-2.2095062298082766,1000.0
MMMm,2.9781614012689897e-13,2.209506229809515
MMSAD1m,0.0,3.5100610874370235e-12
MMSAD3m,0.0,12.152284264076076
MMTSADm,0.0,1000.0
MOGAT,0.0,6.076142131959854
MTAP,0.0,0.9150210217832957
MTHFCm,-1000.0,1000.0
MTHFD2m,-1000.0,1000.0
MTHFDm,-1000.0,1000.0
MTHGXLt,0.0,0.0
N2M2NMASNtly,0.0,0.0
N3Tg,0.0,0.28261126195275094
N4Tg,0.0,1.5190355329930534
NABTNO,0.0,0.0
NACASPAH,0.0,25.923857868012675
NACASPtm,0.0,25.923857868010966
NACHEX10ly,0.0,0.0
NACHEX11ly,0.0,0.0
NACHEX12ly,0.0,0.0
NACHEX13ly,0.0,0.0
NACHEX14ly,0.0,0.0
NACHEX15ly,0.0,0.0
NACHEX16ly,0.0,0.0
NACHEX17ly,0.0,0.0
NACHEX18ly,0.0,0.0
NACHEX19ly,0.0,0.0
NACHEX1ly,0.0,0.357420125409704
NACHEX20ly,0.0,0.0
NACHEX21ly,0.0,0.0
NACHEX22ly,0.0,0.0
NACHEX23ly,0.0,0.28261126194978015
NACHEX24ly,0.0,0.28261126195224406
NACHEX25ly,-1.999336230296014e-28,0.28261126195206576
NACHEX26ly,0.0,0.26418009269432247
NACHEX27ly,1.7280749661018318e-29,1.1392766497446842
NACHEX2ly,0.0,0.35742012541057083
NACHEX3ly,0.0,3.812889797242403e-14
NACHEX4ly,0.0,0.3574201254077296
NACHEX5ly,0.0,0.3574201254103425
NACHEX6ly,0.0,0.2531725888321715
NACHEX7ly,0.0,0.2531725888321602
NACHEX8ly,0.0,0.22095062298055676
NACHEX9ly,0.0,0.22095062298060147
NACHEXA10ly,0.0,0.0
NACHEXA11ly,0.0,0.0
NACHEXA12ly,0.0,0.0
NACHEXA13ly,0.0,0.0
NACHEXA14ly,0.0,0.0
NACHEXA15ly,0.0,0.0
NACHEXA16ly,0.0,0.0
NACHEXA17ly,0.0,0.0
NACHEXA18ly,0.0,0.0
NACHEXA19ly,0.0,0.0
NACHEXA1ly,0.0,0.3574201254097831
NACHEXA20ly,0.0,0.2826112619522111
NACHEXA21ly,0.0,0.2826112619521804
NACHEXA22ly,0.0,0.26418009269442716
NACHEXA2ly,0.0,1.042332404021219e-13
NACHEXA3ly,0.0,0.35742012541175394
NACHEXA4ly,0.0,0.3574201254103195
NACHEXA5ly,0.0,0.2531725888323842
NACHEXA6ly,0.0,0.25317258883229893
NACHEXA7ly,0.0,0.22095062298098567
NACHEXA8ly,0.0,0.22095062298096205
NACHEXA9ly,0.0,0.0
NACUP,0.0,1000.0
NADHtpu,0.0,1000.0
NADHtru,0.0,1000.0
NADNe,0.0,0.0
NADPHtru,0.0,1000.0
NADPHtxu,-1.2023574627365294e-28,1000.0
NADPN,0.0,0.0
NADPNe,0.0,0.0
NADPtru,2.390805721630587e-13,999.9999999999999
NADPtxu,0.0,1000.0000000000003
NADtn,0.0,1000.0
NADtru,0.0,999.9999999999999
NAGA2ly,0.0,1.5190355329946579
NAGAlby,0.0,2.4304568527905914
NAGAly,0.0,1.5190355329940894
NAGLCAly,-1.9650480880954152e-13,1.5190355329939507
NAHCO3_HCLt,-1000.0,1000.0
NAIt,-1000.0,1000.0
NaKt,0.0,12.15228426395342
NAt,-1000.0,1000.0
NAt3_1g,0.0,0.0
NAt5,-1000.0,1000.0
NAtx,-1000.0,1000.0
NBAHH_ir,0.0,6.076142131982454
NCAMUP,0.0,0.0
NCCt,0.0,1000.0
NCKt,-1000.0,1000.0
NCNt,-1000.0,1000.0
NDP10ex,0.0,0.0
NDP3ex,0.0,0.0
NDP6,0.0,12.152284263957094
NDP7er,0.0,12.152284263956181
NDP7ex,0.0,4.050761421318198
NDP7g,0.0,4.860913705586174
NDP8,0.0,12.152284263975623
NDP8ex,0.0,4.05076142132193
NDPK10,-999.9999999999998,1000.0
NDPK10n,-1000.0,1000.0000000000001
NDPK1m,-1000.0,1000.0
NDPK1n,-1000.0,1000.0
NDPK2n,-1000.0,1000.0
NDPK3m,2.2412084435777626e-28,6.07614213198439
NDPK3n,-1000.0,1000.0
NDPK4m,0.0,12.15228426395703
NDPK4n,-1000.0,1000.0
NDPK5m,0.0,12.152284263959773
NDPK5n,-1000.0,1000.0
NDPK6m,-1000.0,6.0761421319764395
NDPK6n,-1000.0,1000.0
NDPK7m,0.0,0.0
NDPK7n,-1000.0,1000.0
NDPK8m,0.0,12.152284263964988
NDPK8n,-1000.0,1000.0
NDPK9n,-1000.0,1000.0
NH4t3r,-1000.0,1000.0
NH4tn,-1000.0,999.9999999999997
NH4tp,-4.788000000003462,-1.3693398441832157e-13
NICRNS,0.0,1000.0
NICRNTtn,0.0,6.076142131976133
NIFEDIPINEte,0.0,0.0
NKCC2t,-1000.0,1000.0
NKCCt,-1000.0,1000.0
NMNATm,0.0,922.7817258883202
NMNATn,0.0,1000.0000000000026
NMNATr,-1000.0,6.076142131978941
NMNS,0.0,12.15228426395729
NMNtn,0.0,1000.0000000000002
NNATn,0.0,6.076142131976176
NNMT,0.0,0.0
NORANMT,0.0,4.535282524693316e-13
NOS1,0.0,0.0
NOS2,0.0,0.0
NOt,0.0,0.0
NP1,0.0,1000.0
NPTHLte,0.0,0.0
NRPPHRSFt,0.0,0.0
NRPPHRSULT,0.0,0.0
NRPPHRt4_2_r,-1000.0,1000.0
NRPPHRtu,-1000.0,1000.0
NRPPHRVESSEC,0.0,12.152284263953929
NRVNCCOAtx,-12.152284263960194,1.1449067431835354
NS26T2g,0.0,0.0
NS26Tg,0.0,0.0
NTD12,0.0,0.0
NTD1m,0.0,12.152284263959992
NTD2e,0.0,4.050761421319712
NTD2l,0.0,12.152284263961787
NTD4e,0.0,0.0
NTD4l,0.0,12.152284263961265
NTD5l,0.0,12.152284263956629
NTD5m,0.0,12.152284263954495
NTD7e,0.0,4.050761421312777
NTD7l,0.0,12.15228426396232
NTD9e,0.0,0.0
NTD9l,0.0,12.152284263945946
NTP3e,0.0,0.0
NTPP10,0.0,0.0
NTPP9,0.0,-1.4167309491284642e-13
O16G1e,0.0,0.0
O16G2e,0.0,0.0
O2St,0.0,0.4060913705583217
O2Stm,-0.4060913705583942,1.0641230312151865e-16
O2Stn,0.0,0.40609137055832006
O2Stx,0.0,0.4060913705583017
O2ter,-2.4833705583751806,2.393999999997881
O2tm,15.212000000001112,20.304568527915183
O2tn,-0.20304568527916173,0.0
O2tp,-2.662111675135794,4.787999999995539
OAGD3te,0.0,0.0
OAGD3tg,0.0,0.0
OAGT3te,0.0,0.0
OAGT3tg,0.0,0.0
OCBTm,0.0,3.0380710659846404
OCCOAtm,0.0,1000.0
OCCOAtx,-1.263991552270725,1000.0
OCDCAtr,-1000.0,1000.0
OCDCEAtr,-1000.0,1000.0
OCOAT1m,0.0,12.15228426393008
OCTAt,0.0,0.0
ODECOAtx,-1.144906743177991,0.6666666666653109
OIVD1m,0.0,0.0
OIVD2m,0.0,1.4263819010545608e-13
OIVD3m,0.0,5.280337693522029e-13
OMEPRAZOLEte,0.0,0.0
ONPTHLte,0.0,0.0
OPAHir,0.0,12.152284263925186
ORETNF,0.0,0.0
ORETNF2,0.0,0.0
ORETNtn,0.0,0.0
ORETNtn2,0.0,0.0
ORNt3m,-1000.0,1000.0
ORNt4m,-1000.0,1000.0
ORNTArm,-3.4347202295427746,4.3151100048826725e-13
ORNtiDF,0.0,1000.0
ORPT,-2.4304568527885237,0.0
OXAHCOtex,0.0,1000.0
OXAtp,0.0,2.369722559843543e-13
P45011A1m,0.0,0.0
P45011B11m,0.0,0.0
P45011B12m,0.0,6.908149797953633e-28
P45011B21m,0.0,0.0
P45017A1r,0.0,-2.791662524743197e-13
P45017A2r,-1.1781900437633307e-13,-2.033119802463019e-13
P45017A3r,1.3110486416302054e-13,2.5514485506192215e-13
P45017A4r,-4.062503247763047e-29,2.551448550619221e-13
P45019A1r,0.0,1.1781900437633287e-13
P45019A2r,0.0,1.1781900437633287e-13
P4501B1r,0.0,1.76947745569798e-13
P45021A1r,0.0,0.0
P45021A2r,5.1531039518139334e-14,-1.3092366114430478e-27
P45027A11m,0.0,-7.242352969181092e-13
P45027A12m,0.0,2.393999999993457
P45027A13m,0.0,2.393999999994915
P45027A14m,0.0,-3.1211456947933907e-13
P45027A15m,0.0,2.3939999999951604
P45027A16m,0.0,2.393999999994056
P45027A1m,0.0,-9.09548257917976e-13
P4502A6,0.0,0.0
P4502C18,0.0,0.0
P4502C19,0.0,0.0
P4502C8,0.0,0.0
P4502C9,0.0,0.0
P4502C92,0.0,0.0
P4502C93,0.0,0.0
P4502C94,0.0,0.0
P4502D6,0.0,0.0
P4502E1,0.0,0.0
P4502F1,0.0,0.0
P45039A1r,0.0,-7.805631183040097e-13
P4503A4,0.0,0.0
P4503A43r,0.0,0.0
P4503A5,0.0,0.0
P4503A7r,0.0,0.0
P45046A1r,0.0,-6.917749174984232e-13
P4504B1r,0.0,0.0
P4504F121r,1.9571487410471915e-13,-1.9571487410471915e-13
P4504F122r,0.0,2.5470522165770833e-13
P4504F123r,0.0,0.0
P4504F81r,0.0,0.0
P4507A1r,0.0,-8.478322022380927e-13
P4507B11r,0.0,0.0
P4507B12r,0.0,-8.220963786253667e-13
P4508B11r,0.0,-8.474757725027722e-13
P4508B13r,0.0,-9.16853970457144e-13
P450LTB4r,0.0,1.5960000000036583
P450SCC1m,0.0,-6.91976240483966e-13
P5CDm,0.0,1000.0
P5CRm,0.0,12.15228426394665
P5CRxm,0.0,12.152284263934991
PA_HSter,-4.050761421311883,1000.0
PA_HStg,-4.050761421312724,0.0
PA_HStn,-12.152284263948498,0.0
PACCOAL,0.0,0.0
PAFH,0.0,25.923857867996226
PAFHe,0.0,12.15228426393434
PAFS,0.0,25.923857867996393
PAIL_HStn,-12.152284263957888,1000.0
PAIL45P_HStn,-1000.0,12.152284263950378
PAIL4P_HStn,-1000.0,1000.0
PAN4PP,0.0,12.152284263930296
PAPStg,0.0,1.7360406091351788
PAPtg,0.0,1.7360406091339011
PCFLOPm,0.0,6.076142131973052
PCHOL_HSter,-12.152284263954634,4.050761421312108
PCHOL_HStg,0.0,6.076142131964287
PCHOLP_hs,0.0,4.050761421305949
PCHOLPg_hs,0.0,4.050761421309494
PCHOLPm_hs,0.0,4.050761421312803
PCHOLPr_hs,0.0,4.050761421302593
PCLAD,1.670049762926171e-14,1.0193908017627906e-12
PCm,0.0,12.152284263927465
PCREATtmdiffir,0.0,0.0
PCRNtc,0.0,1000.0
PCRNtm,-1000.0,1000.0
PCt,0.0,1.5190355329919223
PDE1,0.0,6.076142131956024
PDE1g,0.0,6.076142131955675
PDE4,0.0,6.076142131952505
PDE4g,0.0,6.076142131958015
PDE4n,0.0,6.076142131954341
PDHm,0.0,22.393999999999206
PDX5PO,0.0,0.0
PDXPP,0.0,12.152284263929456
PE_HSter,-1000.0,1000.0
PE_HStm,-12.152284263933897,6.076142131956317
PEAMNO,0.0,5.060187675011587e-13
PEFLIP,0.0,12.152284263918457
PEFLIPm,0.0,12.152284263914114
PEPCK,0.0,12.15228426392477
PEPCKm,0.0,12.152284263913144
PERILLYLte,0.0,0.0
PEROXx,0.0,6.54048772391838e-13
PEt,-12.152284263973126,12.152284264047923
PETHCT,0.0,6.076142131969569
PETOHMm_hs,0.0,6.076142131962551
PETOHMr_hs,0.0,12.152284263903661
PFK26,0.0,12.15228426392875
PGCD,0.0,992.1522842639262
PGDI,-1000.0,1000.0
PGDIr,-1000.0000000000001,1000.0000000000002
PGESr,-1000.0,999.9999999999922
PGISr,-1000.0000000000033,1000.0000000000001
PGLer,0.0,36.456852791881985
PGLYCt,0.0,12.152284263952115
PGPP_hs,0.0,-6.586509778832968e-15
PGPPT,0.0,2.3102518996068803e-15
PGS,0.0,-6.491749346190006e-13
PGSr,0.0,-3.538954911395961e-13
PHACCOAGLNAC,0.0,0.0
PHCDm,0.0,1000.0
PHCHGSm,0.0,999.9999999999999
PHEACGLNt,0.0,0.0
PHEMEtm,0.0,0.0
PHEt4,0.0,1000.0
PHETA1m,-515.4670050761415,953.7157360405853
PHEtec,-1000.0,1000.0
PHETHPTOX2,0.0,-6.307247387811787e-13
PHYCBOXL,0.0,-5.795641934852257e-13
PHYHx,0.0,0.0
PHYQt,0.0,12.15228426396397
PHYTt,0.0,0.0
PI345P3P,0.0,12.152284263974181
PI345P3Pn,0.0,12.152284263962029
PI345P5P,0.0,12.152284263958375
PI345P5Pn,0.0,12.152284263960853
PI34P3Pn,0.0,12.152284263968298
PI34P4Pn,0.0,12.152284263971723
PI34P5K,0.0,12.152284263969133
PI34P5Kn,0.0,12.152284263962427
PI3P3Pn,0.0,12.152284263966822
PI3P4K,0.0,12.152284263969205
PI3P4Kn,0.0,12.152284263961072
PI3P5K,0.0,12.152284263964672
PI45P3K,0.0,12.152284263959364
PI45P3Kn,0.0,12.152284263970262
PI45P4P,0.0,512.1522842639695
PI45P5P,0.0,1000.0
PI45P5Pn,0.0,1000.0
PI45PLC,0.0,12.152284263969985
PI4P3K,0.0,12.152284263963418
PI4P3Kn,0.0,12.15228426396158
PI4P5K,0.0,12.152284263959285
PI4P5Kn,0.0,12.152284263958313
PI4PLC,0.0,12.152284263959706
PI4PLCn,0.0,12.152284263965635
PI4PP,0.0,1000.0
PI5P3K,0.0,12.1522842639629
PI5P4K,0.0,12.152284263967609
PI5P4Kn,0.0,12.152284263964813
PIACGT,0.0,0.0
PIK3,0.0,12.152284263960324
PIK3n,0.0,12.152284263958494
PIK4,0.0,12.152284263963542
PIK4n,0.0,12.15228426396234
PIK5,0.0,12.152284263965928
PIK5n,0.0,12.152284263972728
PIPLC,0.0,12.1522842639674
PIPLCn,0.0,12.152284263966392
PIter,-1000.0,1000.0
PItg,0.0,12.15228426395845
PItn,-1000.0,24.304568527911897
PItx,-24.30456852796033,0.0
PLA2_2,0.0,1.7360406091361031
PLA2_2e,0.0,1.7360406091369314
PMEVKx,0.0,-4.549868247028149e-12
PMI12346PH,0.0,12.152284263935625
PMI12346PHn,0.0,12.152284263926747
PMTCOAtx,-1000.0,1000.0
PNTEH,0.0,2.7535235616440946e-13
PNTOt5,0.0,12.152284263948276
PPA2,0.0,0.0
PPAer,0.0,12.152284263955403
PPAm,0.0,12.152284263956574
PPAn,0.0,12.152284263953447
PPAP,0.0,12.152284263950433
PPAt,0.0,1000.0
PPAtm,0.0,6.07614213197601
PPD2CSPp,0.0,1.664203729857461e-13
PPDOy,0.0,1000.0
PPItr,-1000.0,1000.0
PPItx,-6.076142131964864,12.152284263942297
PPMI12346Ptn,0.0,12.152284263954503
PPOR,0.0,0.0
PPPG9tm,0.0,0.0
PPPGOm,0.0,0.0
PRAGSr,-6.998303768452524e-13,1.0562194619169158e-12
PRASCS,-6.998303768452524e-13,1.654094176665606e-12
PRDX,0.0,2.4833705583754253
PRDXl,0.0,2.483370558369889
PRGNLONESULT,0.0,4.050761421312188
PRGNLONEtm,0.0,0.0
PRGNLONEtr,-1000.0,1000.0000000000002
PRGSTRNt,0.0,0.0
PRISTANALtx,0.0,999.9999999999994
PRISTCOAtx,-6.076142131962268,12.152284263911126
PRISTtx,-999.9999999999999,6.076142131974279
PROD2m,0.0,12.152284263953199
PRODt2r,-1000.0,1000.0
PROSTGD2t,-1000.0,1000.0
PROSTGE1t,-1000.0,1000.0
PROSTGE1t3,0.0,12.152284263944825
PROSTGE2t,-1000.0,1000.0
PROSTGE2t2,-1000.0,1000.0
PROSTGE2t3,0.0,12.15228426396707
PROSTGF2t,-1000.0,999.9999999999999
PROSTGH2t,-1000.0,1000.0
PROSTGI2t,-1000.0,1000.0
PROSTGI2tr,-1000.0,1000.0
PROt4,0.0,1000.0
PROtm,0.0,12.152284263932739
PSDm_hs,0.0,6.076142131964106
PSFLIP,0.0,12.152284263927573
PSFLIPm,0.0,6.076142131976702
PSSA1_hs,-4.050761421322612,12.152284263952863
PSSA2_hs,-12.152284263967998,12.152284263954703
PSt3,-12.152284263955968,12.152284263929273
PTDCACRNCPT1,0.0,0.0
PTDCACRNCPT2,0.0,-2.1800357632201428e-13
PTDCACRNt,-1000.0,999.9999999999993
PTDCAt,0.0,12.152284263937851
PTE2x,0.0,12.152284263939524
PTE3x,0.0,6.076142131972032
PTE4x,0.0,6.076142131971642
PTHPS,0.0,0.0
PTRCAT1,0.0,0.0
PTRCOX1,0.0,3.4347202295502095
PVD3,-1000.0,0.0
PYAM5POr,0.0,0.0
PYDXDH,0.0,0.0
PYDXK,-2.4073976297452224e-15,12.15228426393295
PYDXPP,0.0,12.152284263932978
PYNP2r,-18.22842639592162,1000.0
PYRt2m,0.0,32.1522842639431
PYRt2p,-1000.0,1000.0
QUILSYN,-1.7240865191987023e-12,1.3366574289699187e-12
RADH,0.0,-2.475248288450796e-13
RADH2,0.0,-1.3981513812265922e-13
RADH3,0.0,-1.3981513812265922e-13
RADH4,0.0,-1.3981513812265922e-13
RAHY,0.0,0.0
RAI1,-1000.0,1000.0
RAI2,-1000.0,999.9999999999894
RAI3,0.0,-5.839302186982543e-14
RAI4,0.0,3.813187608534813e-29
RAtn,0.0,0.0
RAtn3,0.0,0.0
RBK_D,0.0,0.0
RBTt,0.0,0.0
RDH1,-1000.0,1000.0
RDH1a,0.0,1000.0
RDH2,-1000.0,1000.0
RDH2a,0.0,1000.0
RDH3,-1000.0,1000.0
RDH3a,0.0,1000.0
RDH4,-1000.0,1000.0
RETFA,0.0,6.076142131968207
RETFAt,0.0,6.076142131968879
RETFAt1,0.0,0.0
RETFAt2,0.0,0.0
RETH,0.0,6.076142131963538
RETH1,0.0,1.736040609133244
RETH1e,0.0,0.0
RETH2,0.0,1.736040609132387
RETH2e,0.0,0.0
RETHe,0.0,6.07614213196339
RETI1,-1000.0,1000.0
RETI2,-1000.0,1000.0
RETI3,-1000.0,1000.0
RETNGLCt,0.0,0.0
RETNGLCt2,0.0,0.0
RETNGLCt2r,0.0,0.0
RETNGLCtr,0.0,0.0
RETNt,-1000.0,1000.0
RETNtr,0.0,1.8436776016540629e-13
RETNtr2,0.0,-6.31570686796733e-14
RIBFLVt3,0.0,12.152284263932295
RIBt,-1000.0,0.0
RIBt2,0.0,999.9999999999901
RNMK,0.0,12.152284263933986
RTOTAL2t,-6.076142131985945,6.076142131969967
RTOTAL3CRNCPT1,0.0,0.0
RTOTAL3CRNCPT2,0.0,0.0
RTOTAL3CRNt,0.0,0.0
RTOTALt,-6.076142131988108,6.076142131978905
Rtotaltl,-2.4304568527938537,5.720496038253503e-28
S23T2g,0.0,0.28261126195229075
S23T4g,0.0,0.26418009269478926
S23Tg,0.0,0.0
S2L2FN2M2MASNtly,0.0,0.0
S2L2N2M2MASNtly,0.0,0.0
S2T1g,0.0,0.25317258883208216
S2T2g,0.0,0.2531725888321237
S2T3g,4.232223250833262e-28,1.9433175583815995e-13
S2T4g,-4.755799607075419e-29,5.3177612070149236e-14
S2TASE1ly,-2.959922698808342e-14,0.0
S2TASE2ly,-4.287649627629034e-14,0.0
S2TASE3ly,4.381595836156786e-28,6.447875963972586e-14
S2TASE4ly,0.0,0.25317258883273897
S2TASE5ly,0.0,0.253172588832715
S3T1g,0.0,2.3564479692437198e-14
S3T2g,0.0,1.3060507331275072e-13
S3T3g,0.0,1.3060507331275072e-13
S3TASE1ly,-1.6139551414206302e-14,0.0
S3TASE2ly,-8.943817970608781e-15,0.0
S3TASE3ly,-8.943817970608781e-15,0.0
S4T1g,0.0,0.35742012541063095
S4T2g,0.0,0.35742012541061563
S4T3g,0.0,0.2209506229811078
S4T4g,0.0,0.22095062298092544
S4T5g,0.0,0.2209506229809137
S4T6g,-1.6118720235937548e-16,2.2338531230094436e-13
S4TASE1ly,-1.9306680505350855e-29,0.3574201254099454
S4TASE2ly,0.0,0.3574201254103728
S4TASE3ly,0.0,2.594778496686934e-13
S4TASE4ly,0.0,0.22095062298101334
S4TASE5ly,0.0,0.2209506229807264
S6T16g,0.0,0.2641800926943997
S6T17g,0.0,0.264180092694472
S6T18g,0.0,0.264180092694472
S6T19g,7.842562681428668e-16,0.35742012540934825
S6T1g,1.8703297104125286e-29,0.28261126195212
S6T20g,1.3982761277347327e-13,0.3574201254091051
S6T21g,2.058470243861285e-29,0.25317258883236027
S6T22g,0.0,0.22095062298097137
S6T23g,0.0,0.22095062298070736
S6T24g,0.0,0.22095062298070736
S6T25g,0.0,9.869874098801967e-14
S6T2g,0.0,0.2826112619520067
S6T3g,0.0,0.2826112619518815
S6TASE10ly,0.0,0.0
S6TASE11ly,0.0,0.0
S6TASE12ly,0.0,0.0
S6TASE13ly,0.0,0.0
S6TASE14ly,0.0,0.0
S6TASE15ly,0.0,0.0
S6TASE16ly,0.0,0.0
S6TASE17ly,0.0,0.0
S6TASE18ly,0.0,0.0
S6TASE19ly,0.0,0.0
S6TASE1ly,-2.983588488263812e-14,0.0
S6TASE20ly,0.0,0.0
S6TASE21ly,0.0,0.0
S6TASE22ly,0.0,0.28261126195216163
S6TASE23ly,0.0,0.28261126195215075
S6TASE24ly,0.0,0.2826112619519451
S6TASE25ly,1.4881826688647758e-29,0.2641800926942936
S6TASE26ly,0.0,0.26418009269446446
S6TASE2ly,2.963284879517443e-15,0.0
S6TASE3ly,2.9632848795174426e-15,0.0
S6TASE4ly,0.0,0.3574201254099388
S6TASE5ly,0.0,0.35742012541040313
S6TASE6ly,0.0,0.25317258883225857
S6TASE7ly,0.0,0.2531725888323983
S6TASE8ly,0.0,0.2209506229810053
S6TASE9ly,0.0,0.22095062298100998
SACCD3m,0.0,0.0
SACCD4m,0.0,1000.0
SADT,0.0,4.0507614213061
SALMCOM,0.0,6.269600456959822e-14
SALMCOM2,2.848667299769868e-13,6.269600456959829e-14
SAMHISTA,0.0,0.0
SARCOXp,2.8378129536329837e-13,4.787999999994944
SARCStex,0.0,0.0
SARCStm,0.0,3.0380710659853847
SARCStp,0.0,4.787999999994074
SARDHm,-4.2389882072939065e-28,3.0380710659876113
SBPP1er,0.0,12.152284263950758
SBPP3er,0.0,12.152284263958741
SBTD_D2,0.0,22.152284263950218
SBTR,0.0,1000.0
SCP21x,-12.152284263969507,0.0
SCP22x,-1000.0,1000.0
SCP2x,0.0,1.8542705461184197e-13
SCPx,0.0,1.0291058334519135e-12
Ser_Thrtg,-1.5190355329965906,0.0
SERALANaEx,0.0,1000.0
SERASNNaEx,0.0,1000.0
SERCYSNaEx,0.0,1000.0
SERDGLNexR,-1000.0,1000.0
SERDGLYexR,-1000.0,1000.0
SERGLNexR,-1000.0,1000.0
SERGLNNaEx,0.0,1000.0
SERGLYexR,-1000.0,1000.0
SERHL,0.0,12.152284263961866
SERLYSNaex,0.0,1000.0
SERPT,0.0,4.05076142132298
SERt4,0.0,1000.0
SERTHRNaEx,0.0,1000.0
SERtN1,-1000.0,1000.0
SERtp,0.0,992.1522842639602
SFGTH,0.0,2.012610340469568
SGALSIDEtg,-1.7360406091382279,7.5024767213722035e-28
SGALSIDEtl,9.019387103606781e-16,1.736040609138277
SGPL12r,-1.842843573839627e-13,4.050761421320292
SIAASE2ly,0.0,0.0
SIAASE3ly,-1.1676117466473403e-17,0.2826112619524688
SIAASE4ly,8.947763467259377e-19,0.2641800926949734
SIAASEly,0.0,0.0
SIAT4Bg,0.0,0.0
SIAT9g,0.0,1.2152284263982978
SLCBK1,0.0,12.152284263951909
SLDt,0.0,0.0
SLDx,0.0,0.0
SMPD3g,0.0,6.0761421319897275
SMPD3l,0.0,1.3502538071071424
SMPD4,0.0,2.4304568527955057
SMS,0.0,6.076142131984323
SO4CLtex2,0.0,1000.0
SO4HCOtex,0.0,1000.0
SO4OXAtex2,0.0,1000.0
SO4t4_2,-1000.0,1000.0
SO4tl,-2.1737129849023724e-13,1.736040609141359
SOAT12,0.0,0.0
SPC_HSt,0.0,0.0
SPH1Pte,0.0,0.0
SPH1Ptr,0.0,12.152284263967614
SPHGNtr,0.0,12.152284263959375
SPHINGStl,-6.076142131981087,0.0
SPHINGStr,-12.15228426397228,0.0
SPHK21c,0.0,12.152284263973565
SPHMDAc,0.0,2.4304568527930246
SPHMYLNtg,-6.076142131990814,6.07614213197985
SPHMYLNtl,-2.430456852791562,1000.0
SPHS1Pte,-12.152284263961715,12.152284263961436
